fold,subgroup_type,subgroup,run,n_runs,n_pulses,empirical_mse,mean_template_mse,conditional_mse,shuffled_conditional_mse,empirical_mse_ci,mean_template_mse_ci,conditional_mse_ci,shuffled_conditional_mse_ci,delta_conditional_minus_empirical,delta_conditional_minus_mean,delta_conditional_minus_shuffled,delta_conditional_minus_empirical_ci,delta_conditional_minus_mean_ci,delta_conditional_minus_shuffled_ci,ci_note,claimable_run_bootstrap_ci,point_ml_beats_empirical,point_real_beats_shuffled,negative_controls_pass_for_win,ml_win_after_controls
holdout_sample_i,run,run_54,54,1,30440,0.016083595542287114,0.04434234427423772,0.02694477587880698,0.04388873084989629,"[0.016083595542287114, 0.016083595542287114]","[0.04434234427423772, 0.04434234427423772]","[0.02694477587880698, 0.02694477587880698]","[0.04388873084989629, 0.04388873084989629]",0.010861180336519866,-0.017397568395430742,-0.016943954971089314,"[0.010861180336519866, 0.010861180336519866]","[-0.017397568395430742, -0.017397568395430742]","[-0.016943954971089314, -0.016943954971089314]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,run,run_55,55,1,17387,0.030470601411400313,0.06107599619211186,0.04284056783871366,0.06011535628729424,"[0.030470601411400313, 0.030470601411400313]","[0.06107599619211186, 0.06107599619211186]","[0.04284056783871366, 0.04284056783871366]","[0.06011535628729424, 0.06011535628729424]",0.012369966427313344,-0.018235428353398205,-0.01727478844858058,"[0.012369966427313344, 0.012369966427313344]","[-0.018235428353398205, -0.018235428353398205]","[-0.01727478844858058, -0.01727478844858058]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,run,run_56,56,1,40148,0.021783917038698995,0.04966173461998125,0.03298098629759174,0.048968178932484646,"[0.021783917038698995, 0.021783917038698995]","[0.04966173461998125, 0.04966173461998125]","[0.03298098629759174, 0.03298098629759174]","[0.048968178932484646, 0.048968178932484646]",0.011197069258892745,-0.016680748322389513,-0.015987192634892906,"[0.011197069258892745, 0.011197069258892745]","[-0.016680748322389513, -0.016680748322389513]","[-0.015987192634892906, -0.015987192634892906]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,run,run_57,57,1,13833,0.08663150141084645,0.13199984158675054,0.10676205487139355,0.12896254388409015,"[0.08663150141084645, 0.08663150141084645]","[0.13199984158675054, 0.13199984158675054]","[0.10676205487139355, 0.10676205487139355]","[0.12896254388409015, 0.12896254388409015]",0.020130553460547096,-0.025237786715356994,-0.022200489012696598,"[0.020130553460547096, 0.020130553460547096]","[-0.025237786715356994, -0.025237786715356994]","[-0.022200489012696598, -0.022200489012696598]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_ii,run,run_58,58,1,16781,0.011025955505696619,0.04891027744105157,0.04053076416037859,0.04333772987582335,"[0.011025955505696619, 0.011025955505696619]","[0.04891027744105157, 0.04891027744105157]","[0.04053076416037859, 0.04053076416037859]","[0.04333772987582335, 0.04333772987582335]",0.02950480865468197,-0.008379513280672983,-0.0028069657154447605,"[0.02950480865468197, 0.02950480865468197]","[-0.008379513280672983, -0.008379513280672983]","[-0.0028069657154447605, -0.0028069657154447605]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_ii,run,run_59,59,1,21377,0.046525083395353155,0.09493677819034105,0.07043366073105085,0.09414808035034543,"[0.046525083395353155, 0.046525083395353155]","[0.09493677819034105, 0.09493677819034105]","[0.07043366073105085, 0.07043366073105085]","[0.09414808035034543, 0.09414808035034543]",0.0239085773356977,-0.024503117459290194,-0.023714419619294574,"[0.0239085773356977, 0.0239085773356977]","[-0.024503117459290194, -0.024503117459290194]","[-0.023714419619294574, -0.023714419619294574]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_ii,run,run_60,60,1,17029,0.05004128463240264,0.10933973428601058,0.08249494733493837,0.10772712802730443,"[0.05004128463240264, 0.05004128463240264]","[0.10933973428601058, 0.10933973428601058]","[0.08249494733493837, 0.08249494733493837]","[0.10772712802730443, 0.10772712802730443]",0.032453662702535725,-0.026844786951072216,-0.02523218069236606,"[0.032453662702535725, 0.032453662702535725]","[-0.026844786951072216, -0.026844786951072216]","[-0.02523218069236606, -0.02523218069236606]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_ii,run,run_61,61,1,18965,0.040749812484239686,0.09508393896029176,0.07062891631909896,0.09479967844121527,"[0.040749812484239686, 0.040749812484239686]","[0.09508393896029176, 0.09508393896029176]","[0.07062891631909896, 0.07062891631909896]","[0.09479967844121527, 0.09479967844121527]",0.02987910383485927,-0.0244550226411928,-0.024170762122116315,"[0.02987910383485927, 0.02987910383485927]","[-0.0244550226411928, -0.0244550226411928]","[-0.024170762122116315, -0.024170762122116315]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_ii,run,run_62,62,1,19089,0.043466445990326986,0.09614822759576643,0.07174930183901948,0.09530742641085031,"[0.043466445990326986, 0.043466445990326986]","[0.09614822759576643, 0.09614822759576643]","[0.07174930183901948, 0.07174930183901948]","[0.09530742641085031, 0.09530742641085031]",0.028282855848692494,-0.024398925756746945,-0.023558124571830832,"[0.028282855848692494, 0.028282855848692494]","[-0.024398925756746945, -0.024398925756746945]","[-0.023558124571830832, -0.023558124571830832]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_ii,run,run_63,63,1,18817,0.04187295445936517,0.08874983049728957,0.06650276441404004,0.08464956160085743,"[0.04187295445936517, 0.04187295445936517]","[0.08874983049728957, 0.08874983049728957]","[0.06650276441404004, 0.06650276441404004]","[0.08464956160085743, 0.08464956160085743]",0.024629809954674876,-0.022247066083249528,-0.018146797186817387,"[0.024629809954674876, 0.024629809954674876]","[-0.022247066083249528, -0.022247066083249528]","[-0.018146797186817387, -0.018146797186817387]",single held-out run; CI collapses to point estimate,False,False,True,True,False
holdout_sample_ii,run,run_65,65,1,13038,0.039263824679722004,0.09438088801634713,0.07572942158972831,0.08606893420124342,"[0.039263824679722004, 0.039263824679722004]","[0.09438088801634713, 0.09438088801634713]","[0.07572942158972831, 0.07572942158972831]","[0.08606893420124342, 0.08606893420124342]",0.03646559691000631,-0.018651466426618815,-0.010339512611515111,"[0.03646559691000631, 0.03646559691000631]","[-0.018651466426618815, -0.018651466426618815]","[-0.010339512611515111, -0.010339512611515111]",single held-out run; CI collapses to point estimate,False,False,True,True,False
