split_name,endpoint,method,auc,ece,n,positives
run_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,0.9913099223591424,0.2715889867461809,960,556
run_heldout,pileup_sideband,1d_cnn,0.6978081031787389,0.362819284116408,960,152
run_heldout,pileup_sideband,gradient_boosted_trees,0.9995847446586763,0.024246682550548633,960,152
run_heldout,pileup_sideband,mlp,0.9857998957790515,0.45203631430595753,960,152
run_heldout,pileup_sideband,ridge,0.9993079077644607,0.26968637663383066,960,152
run_heldout,pileup_sideband,spectral_transformer_new,0.8381969775924961,0.354075801155721,960,152
run_heldout,pileup_sideband,traditional_dE_E_tail_pedestal_likelihood,0.9993079077644607,0.26961751211175616,960,152
run_heldout,pulse_shape_harmonics,1d_cnn,0.8024291992187501,0.30498114137581206,960,192
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,1.0,0.02494256947458123,960,192
run_heldout,pulse_shape_harmonics,mlp,0.8515624999999999,0.3864902368949992,960,192
run_heldout,pulse_shape_harmonics,ridge,0.9904378255208334,0.27761161676779883,960,192
run_heldout,pulse_shape_harmonics,spectral_transformer_new,0.7442491319444444,0.30284403649535285,960,192
run_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,0.9902682834201388,0.277703461267365,960,192
run_heldout,saturation_clipping,1d_cnn,0.7867575995185908,0.41855670514077614,960,61
run_heldout,saturation_clipping,gradient_boosted_trees,0.9894600557997046,0.020402655896284108,960,61
run_heldout,saturation_clipping,mlp,0.8053575010485239,0.4527897183824269,960,61
run_heldout,saturation_clipping,ridge,0.9036087456007585,0.3188498267934561,960,61
run_heldout,saturation_clipping,spectral_transformer_new,0.6383413264282718,0.4474419000067573,960,61
run_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,0.9001622932584474,0.31882189273634987,960,61
