atom,run,stave,n,timing_tail_rate,pileup_excess_proxy,charge_res68_proxy,qshape_abs_mean,shuffled_atom,shuffled_gate_pass,timing_shuffled_label,pileup_shuffled_label,charge_shuffled_label,pid_shuffled_label
delayed_peak,47,B2,18,0.05555555555555555,1.4297055528465394,0.43692659577845483,0.4087785046737303,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,47,B2,1671,0.002992220227408737,1.087451047479162,0.40473682003961675,0.13970359010714833,dropout_subclass,False,0,0,0,0
dropout_subclass,47,B2,100,0.03,0.19364432137585094,0.281323505564159,1.7430659311491528,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,47,B2,3508,0.002565564424173318,0.9973993910455028,0.2895592063316864,0.09303019225359892,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,47,B2,95,0.031578947368421054,0.15600658972924566,0.30015748928736985,1.8031814772443682,nominal_control,False,0,0,0,0
nominal_control,47,B2,548,0.0,0.92807402364716,0.31204929360569583,0.14807849587798588,saturation_boundary,False,0,0,0,0
baseline_excursion,47,B6,3,0.0,0.8602944616337852,0.39856934418650236,0.3143500114381256,nominal_control,False,0,0,0,0
delayed_peak,47,B6,9,0.6666666666666666,1.4069818394076257,0.28486843232454306,0.3824064425248024,saturation_boundary,False,0,0,0,0
secondary_delayed_peak,47,B6,30,0.06666666666666667,1.1499665726427262,0.44204050083458235,0.19796835591229298,dropout_subclass,False,0,0,0,0
dropout_subclass,47,B6,3,0.0,0.553412340444047,0.07472670645558341,1.320523697918295,baseline_excursion,False,0,0,0,0
saturation_boundary,47,B6,10,0.1,1.1300572509763815,0.14235701400722922,0.17943054815931242,rare_s03f_topology,False,0,0,0,0
qtemplate_shift_proxy,47,B6,3,0.0,0.553412340444047,0.07472670645558341,1.320523697918295,qtemplate_shift_proxy,False,0,0,0,0
rare_s03f_topology,47,B6,23,0.30434782608695654,1.2226131845729342,0.35228508587518875,0.25771771448929665,secondary_delayed_peak,False,0,0,0,0
nominal_control,47,B6,5,0.0,0.9778092439244208,0.27865044166108127,0.10919993425535894,delayed_peak,False,0,0,0,0
baseline_excursion,47,B4,6,0.0,0.6832916832507689,0.36536500769118135,0.8641032573591575,delayed_peak,False,0,0,0,0
delayed_peak,47,B4,16,0.4375,1.4787963081842603,0.2856938192199678,0.39846281310361437,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,47,B4,52,0.1346153846153846,1.1896874314265138,0.31361676951059714,0.24994042344701356,baseline_excursion,False,0,0,0,0
dropout_subclass,47,B4,3,0.0,0.5851354015468471,0.1713324554300887,1.211290562986048,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,47,B4,20,0.2,1.105271175876724,0.24307906205282695,0.19837308940683823,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,47,B4,2,0.0,0.45006294586655476,0.05260753540576808,1.4086365100337912,saturation_boundary,False,0,0,0,0
rare_s03f_topology,47,B4,23,0.30434782608695654,1.2255113307331773,0.2859057586556907,0.2906708975525064,secondary_delayed_peak,False,0,0,0,0
nominal_control,47,B4,9,0.0,0.9407198681045432,0.39944874504456873,0.1468920838041267,dropout_subclass,False,0,0,0,0
baseline_excursion,48,B2,945,0.01904761904761905,0.5862571814055336,0.6034846537458545,0.859530003707666,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,48,B2,201,0.07960199004975124,1.3664545273414435,0.46709006668700404,0.4084548912906051,saturation_boundary,False,0,0,0,0
secondary_delayed_peak,48,B2,4743,0.009065991988193127,1.1021590809634687,0.3873654196777254,0.16571608038775923,baseline_excursion,False,0,0,0,0
dropout_subclass,48,B2,691,0.02604920405209841,0.18103982797571883,0.3109534857574526,1.6905351446671029,dropout_subclass,False,0,0,0,0
saturation_boundary,48,B2,7977,0.009025949605114705,1.0215075072474804,0.2821964981271907,0.11759581905837369,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,48,B2,660,0.025757575757575757,0.16438692293747412,0.29151371016885047,1.750241856090667,secondary_delayed_peak,False,0,0,0,0
nominal_control,48,B2,1537,0.001951854261548471,0.9262154622265624,0.31569217313276965,0.18423471333458258,nominal_control,False,0,0,0,0
baseline_excursion,48,B4,32,0.0,0.7664985805015995,0.5307534568262143,0.7187652295025726,nominal_control,False,0,0,0,0
delayed_peak,48,B4,153,0.43790849673202614,1.4335977511301854,0.40375501659422414,0.3999429105409342,saturation_boundary,False,0,0,0,0
secondary_delayed_peak,48,B4,287,0.13937282229965156,1.2212535578649137,0.31496292744438953,0.26505622061906636,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,48,B4,24,0.041666666666666664,0.43599502739233226,0.12379557688145348,1.3820569220368135,delayed_peak,False,0,0,0,0
saturation_boundary,48,B4,207,0.13043478260869565,1.1712856690982332,0.1820059581149415,0.22056622785150826,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,48,B4,24,0.041666666666666664,0.43599502739233226,0.12379557688145348,1.3820569220368135,baseline_excursion,False,0,0,0,0
rare_s03f_topology,48,B4,177,0.192090395480226,1.218269744168619,0.2778774255904182,0.2886586589152554,rare_s03f_topology,False,0,0,0,0
nominal_control,48,B4,34,0.058823529411764705,0.9424397607520906,0.2909743777416894,0.2084738186736408,dropout_subclass,False,0,0,0,0
baseline_excursion,48,B6,11,0.0,0.8453841692746983,0.37982851759437586,0.5419603019323089,rare_s03f_topology,False,0,0,0,0
delayed_peak,48,B6,61,0.4262295081967213,1.4787439507833047,0.40873694343893896,0.40784851039911946,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,48,B6,132,0.14393939393939395,1.2515064200001917,0.3072313121687345,0.25358480575589715,dropout_subclass,False,0,0,0,0
dropout_subclass,48,B6,5,0.0,0.6716983550678466,0.1864511226337771,1.136979757153661,baseline_excursion,False,0,0,0,0
saturation_boundary,48,B6,54,0.24074074074074073,1.210754750869071,0.15492914306716696,0.2229881741750121,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,48,B6,4,0.0,0.678028341796802,0.060099373665112366,1.2283902028398597,delayed_peak,False,0,0,0,0
rare_s03f_topology,48,B6,179,0.18994413407821228,1.2216426424482985,0.3510876361858819,0.26203732713802275,secondary_delayed_peak,False,0,0,0,0
nominal_control,48,B6,18,0.0,0.9271403594534815,0.2900856038473871,0.21480635471901025,saturation_boundary,False,0,0,0,0
baseline_excursion,48,B8,5,0.0,0.8397862681840934,0.5000820319315612,0.5586386347757143,dropout_subclass,False,0,0,0,0
delayed_peak,48,B8,27,0.37037037037037035,1.5134845787163194,0.5263850847766018,0.37711592576824243,saturation_boundary,True,0,0,0,0
secondary_delayed_peak,48,B8,65,0.13846153846153847,1.280120895613619,0.38940500739135964,0.22133080795972004,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,48,B8,3,0.0,0.23818676918148327,0.022129350554051446,1.5029502176442502,baseline_excursion,False,0,0,0,0
saturation_boundary,48,B8,29,0.20689655172413793,1.2755123957966683,0.16111023423771775,0.25260042921984,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,48,B8,3,0.0,0.23818676918148327,0.022129350554051446,1.5029502176442502,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,48,B8,60,0.2,1.2579173859802242,0.3466870684491205,0.2624273845657045,secondary_delayed_peak,False,0,0,0,0
nominal_control,48,B8,6,0.0,0.9622196064621317,0.23439388851364742,0.16365093445873363,delayed_peak,False,0,0,0,0
baseline_excursion,49,B2,1003,0.007976071784646061,0.5963193915454932,0.5910454726512993,0.8494446813009824,delayed_peak,False,0,0,0,0
delayed_peak,49,B2,214,0.102803738317757,1.3661673768358438,0.4954299271793914,0.4089395449610123,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,49,B2,4781,0.012758837063375862,1.1034378981897213,0.3815619959235398,0.17037008618847413,saturation_boundary,False,0,0,0,0
dropout_subclass,49,B2,758,0.011873350923482849,0.1962314920689791,0.3195649262026246,1.6676663965029253,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,49,B2,8517,0.010567101091933779,1.0181635473880402,0.2799116575048361,0.11651263096262629,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,49,B2,716,0.009776536312849162,0.16847886793105846,0.2988463052194049,1.7352270653827961,qtemplate_shift_proxy,False,0,0,0,0
nominal_control,49,B2,1661,0.002408187838651415,0.924783044697602,0.3031227427727442,0.18333779539742423,dropout_subclass,False,0,0,0,0
baseline_excursion,49,B8,5,0.4,0.533575338472042,0.32829921342857415,0.9005021978307047,saturation_boundary,True,0,0,0,0
delayed_peak,49,B8,19,0.5789473684210527,1.3475694243687086,0.4655187464582993,0.3992724041582274,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,49,B8,67,0.08955223880597014,1.2014198837625911,0.37965249153656816,0.20991445118415394,dropout_subclass,False,0,0,0,0
dropout_subclass,49,B8,6,0.0,0.36154834435146405,0.15158344804933654,1.354206338290404,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,49,B8,24,0.125,1.223370237910585,0.10827037617607667,0.21734296341375803,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,49,B8,5,0.0,0.31942763347492137,0.07650119935364694,1.4551623305638255,secondary_delayed_peak,False,0,0,0,0
rare_s03f_topology,49,B8,61,0.16393442622950818,1.1756603625321835,0.32082008870645445,0.26281277770222045,baseline_excursion,False,0,0,0,0
nominal_control,49,B8,11,0.18181818181818182,0.9988242343477824,0.353808278644205,0.17979440969618074,nominal_control,False,0,0,0,0
baseline_excursion,49,B4,50,0.0,0.7433284664147224,0.4449609045008928,0.6640901170003757,nominal_control,False,0,0,0,0
delayed_peak,49,B4,159,0.44654088050314467,1.4859860338030688,0.3989065805250015,0.4066512764820987,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,49,B4,325,0.15692307692307692,1.2619710131457427,0.31190507646849674,0.24541778137440146,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,49,B4,33,0.030303030303030304,0.46285852412099726,0.2033828007606088,1.146315993728835,baseline_excursion,False,0,0,0,0
saturation_boundary,49,B4,191,0.193717277486911,1.2085947658099765,0.15633262881165255,0.23084930242298718,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,49,B4,33,0.06060606060606061,0.49195314921468997,0.18554476412869086,1.1798088085773477,qtemplate_shift_proxy,False,0,0,0,0
rare_s03f_topology,49,B4,199,0.18090452261306533,1.2029802606992792,0.2878219356377833,0.28741649819216014,dropout_subclass,False,0,0,0,0
nominal_control,49,B4,40,0.025,0.9583253891306629,0.32450615340387345,0.16798081378870738,saturation_boundary,False,0,0,0,0
baseline_excursion,49,B6,14,0.14285714285714285,0.7764262494750171,0.4113318287168564,0.6839566783002299,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,49,B6,58,0.39655172413793105,1.472364422394642,0.42716217551088104,0.4079558047267658,nominal_control,False,0,0,0,0
secondary_delayed_peak,49,B6,150,0.09333333333333334,1.215878987168333,0.32054057971879646,0.22868411333566263,delayed_peak,False,0,0,0,0
dropout_subclass,49,B6,9,0.1111111111111111,0.6535354311829868,0.24748897730542813,1.0260988957770194,saturation_boundary,False,0,0,0,0
saturation_boundary,49,B6,74,0.1891891891891892,1.2464130536281313,0.1280722507822289,0.23509304602402545,rare_s03f_topology,False,0,0,0,0
qtemplate_shift_proxy,49,B6,6,0.16666666666666666,0.7085016792077079,0.1606307830942189,1.128602585339476,baseline_excursion,False,0,0,0,0
rare_s03f_topology,49,B6,200,0.18,1.1998048955388176,0.3534015846842946,0.2560174360097175,secondary_delayed_peak,False,0,0,0,0
nominal_control,49,B6,17,0.058823529411764705,0.9376603881523194,0.32165714770616416,0.13848107292154802,dropout_subclass,False,0,0,0,0
baseline_excursion,50,B2,446,0.011210762331838564,0.6506581383608049,0.6419048190837062,0.7878422353157085,saturation_boundary,False,0,0,0,0
delayed_peak,50,B2,151,0.2185430463576159,1.3871045121343233,0.49744796100276484,0.3403726283608097,nominal_control,False,0,0,0,0
secondary_delayed_peak,50,B2,3436,0.02211874272409779,1.1234256793220685,0.48470075885908137,0.15791976822786055,dropout_subclass,False,0,0,0,0
dropout_subclass,50,B2,284,0.007042253521126761,0.2347542152263257,0.3412913949835916,1.6665298288388877,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,50,B2,31431,0.009449269829149566,0.9503916223377903,0.21673090955968174,0.07267587862566828,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,50,B2,262,0.007633587786259542,0.20189800375323455,0.32217166158362537,1.7581628989104134,qtemplate_shift_proxy,False,0,0,0,0
nominal_control,50,B2,899,0.0011123470522803114,0.9187660127095795,0.31558175096636853,0.16963931379084582,delayed_peak,False,0,0,0,0
baseline_excursion,50,B6,11,0.09090909090909091,0.7897779658243174,0.35666279580312515,0.7235727684377536,delayed_peak,False,0,0,0,0
delayed_peak,50,B6,90,0.7333333333333333,1.561016393178808,0.3750198723099227,0.408769482023199,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,50,B6,180,0.29444444444444445,1.2792350652431628,0.2666346922770103,0.22266108410161653,baseline_excursion,False,0,0,0,0
dropout_subclass,50,B6,9,0.1111111111111111,0.42355564953217273,0.10633824843815501,1.2787770366302547,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,50,B6,102,0.23529411764705882,1.2330551263870093,0.12095524837358405,0.20927557757931353,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,50,B6,9,0.1111111111111111,0.42355564953217273,0.10633824843815501,1.2787770366302547,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,50,B6,208,0.4807692307692308,1.3043340909620182,0.33652222475063504,0.28508102936641655,dropout_subclass,False,0,0,0,0
nominal_control,50,B6,16,0.0,0.924663972234476,0.3574099118604779,0.2101203787047698,saturation_boundary,False,0,0,0,0
baseline_excursion,50,B4,31,0.03225806451612903,0.6092847677837463,0.5022327954328036,0.8329053441322612,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,50,B4,248,0.7620967741935484,1.4835587322447614,0.3961666461095904,0.39972512847096714,saturation_boundary,False,0,0,0,0
secondary_delayed_peak,50,B4,350,0.37142857142857144,1.3375411072757124,0.29729210623213564,0.276632970721198,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,50,B4,33,0.3939393939393939,0.3073408438558362,0.17713307508883172,1.4287540597854056,baseline_excursion,False,0,0,0,0
saturation_boundary,50,B4,188,0.5,1.2806860580091235,0.1814769071817894,0.2766511717082724,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,50,B4,33,0.3939393939393939,0.3073408438558362,0.17713307508883172,1.4287540597854056,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,50,B4,205,0.48292682926829267,1.3204263180745528,0.25604499362513394,0.2953910039699784,delayed_peak,False,0,0,0,0
nominal_control,50,B4,29,0.13793103448275862,1.0091646282530273,0.2772929569380774,0.23129293140559948,dropout_subclass,False,0,0,0,0
baseline_excursion,50,B8,2,0.0,0.9029525218555186,0.1628497837922132,0.24041724136605983,secondary_delayed_peak,False,0,0,0,0
delayed_peak,50,B8,33,0.7575757575757576,1.523809781641086,0.45776203229847195,0.3820071631914902,delayed_peak,False,0,0,0,0
secondary_delayed_peak,50,B8,78,0.2948717948717949,1.284900360580359,0.3634786495424311,0.18723243048845828,rare_s03f_topology,False,0,0,0,0
dropout_subclass,50,B8,2,0.5,0.0,0.01249158811674346,1.6048040632479492,baseline_excursion,False,0,0,0,0
saturation_boundary,50,B8,29,0.20689655172413793,1.2116626502929968,0.19894953375873553,0.2166157927034536,saturation_boundary,True,1,1,1,1
qtemplate_shift_proxy,50,B8,2,0.5,0.0,0.01249158811674346,1.6048040632479492,dropout_subclass,False,0,0,0,0
rare_s03f_topology,50,B8,65,0.4307692307692308,1.2584228329382725,0.42115406300311437,0.27164676656268627,nominal_control,False,0,0,0,0
nominal_control,50,B8,16,0.375,1.0629768060297924,0.29056619406765566,0.1674318305365171,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,51,B2,308,0.02922077922077922,0.6183546237584383,0.6150833107714112,0.7625308768013642,baseline_excursion,False,0,0,0,0
delayed_peak,51,B2,89,0.1348314606741573,1.380931316618859,0.4811531994869531,0.3757535884605206,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,51,B2,1686,0.020166073546856466,1.1187444115018663,0.45067283058594065,0.16370234872090855,saturation_boundary,False,0,0,0,0
dropout_subclass,51,B2,216,0.009259259259259259,0.1613292333557972,0.28371592514787464,1.7174159353204117,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,51,B2,12593,0.008496783927578813,0.9557792572108211,0.22878047640295898,0.07636193885665284,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,51,B2,205,0.00975609756097561,0.1308139872370073,0.28569982085994017,1.7815209605298359,delayed_peak,False,0,0,0,0
nominal_control,51,B2,526,0.005703422053231939,0.9261007648499134,0.2964463681847756,0.18646171845167273,dropout_subclass,False,0,0,0,0
baseline_excursion,51,B4,16,0.0,0.6247966065911426,0.3824858083006305,0.7772203994552433,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,51,B4,100,0.63,1.4649776219949764,0.36467402732354204,0.3988492523384944,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,51,B4,156,0.3141025641025641,1.3200894420392018,0.3031203823762536,0.26363705808621996,dropout_subclass,False,0,0,0,0
dropout_subclass,51,B4,19,0.2631578947368421,0.3359810311778119,0.1825094494011162,1.2120744141892883,saturation_boundary,False,0,0,0,0
saturation_boundary,51,B4,97,0.3711340206185567,1.2573758970592053,0.1732339487395668,0.2673870418783401,rare_s03f_topology,False,0,0,0,0
qtemplate_shift_proxy,51,B4,18,0.2777777777777778,0.3126325531413133,0.17253742229281413,1.2397787336244166,nominal_control,False,0,0,0,0
rare_s03f_topology,51,B4,102,0.38235294117647056,1.2454385648868231,0.3124005168239672,0.3068945202071629,secondary_delayed_peak,False,0,0,0,0
nominal_control,51,B4,12,0.3333333333333333,1.056706016725923,0.2120052723907087,0.20481588837670708,delayed_peak,False,0,0,0,0
baseline_excursion,51,B8,3,0.0,0.8423467126023333,0.24096881926712574,0.6457457700213018,delayed_peak,False,0,0,0,0
delayed_peak,51,B8,19,0.6842105263157895,1.4930797792280854,0.41055262771087436,0.3681506526690163,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,51,B8,33,0.36363636363636365,1.2777922060662648,0.32927641417535225,0.2797290887116054,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,51,B8,2,0.0,0.9402559497081275,0.18413532802005045,0.9946283230004139,saturation_boundary,True,0,0,0,0
saturation_boundary,51,B8,18,0.6111111111111112,1.3652214644945837,0.16158299989031086,0.2890335060245566,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,51,B8,1,0.0,0.9321458863443596,0.0,1.1419907864386183,baseline_excursion,False,0,0,0,0
rare_s03f_topology,51,B8,37,0.5135135135135135,1.3152373238457162,0.3053182890268727,0.2907629804390024,secondary_delayed_peak,False,0,0,0,0
nominal_control,51,B8,5,0.0,1.0429247958512176,0.2515775111918978,0.10078079329174953,rare_s03f_topology,False,0,0,0,0
baseline_excursion,51,B6,4,0.0,0.6805097991976641,0.5269077503999424,0.7581238393459542,delayed_peak,False,0,0,0,0
delayed_peak,51,B6,50,0.6,1.507462571112803,0.37556392086415646,0.3993890269949494,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,51,B6,98,0.23469387755102042,1.2659717837291842,0.31481370718776475,0.2384567073218401,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,51,B6,5,0.2,0.45504854147820917,0.09925664500301755,1.2193924957984605,rare_s03f_topology,False,0,0,0,0
saturation_boundary,51,B6,45,0.17777777777777778,1.2026065179224104,0.0965666639895076,0.19141522142709383,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,51,B6,5,0.2,0.45504854147820917,0.09925664500301755,1.2193924957984605,saturation_boundary,False,0,0,0,0
rare_s03f_topology,51,B6,101,0.38613861386138615,1.2681256791908524,0.3388924105773514,0.2938061136556161,dropout_subclass,False,0,0,0,0
nominal_control,51,B6,11,0.0,0.9504459880862867,0.3843049114855847,0.1478013880636431,nominal_control,False,0,0,0,0
baseline_excursion,52,B2,149,0.006711409395973154,0.6056444129038357,0.6125699248677571,0.8117795132241918,baseline_excursion,False,0,0,0,0
delayed_peak,52,B2,29,0.1724137931034483,1.3312658408976104,0.43733103736052836,0.3411559240942764,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,52,B2,805,0.011180124223602485,1.1159441368924083,0.4613947997915179,0.15808077093590278,saturation_boundary,False,0,0,0,0
dropout_subclass,52,B2,97,0.0,0.16075913345998638,0.3806381051629565,1.7866623050771826,delayed_peak,False,0,0,0,0
saturation_boundary,52,B2,6164,0.009571706683971446,0.9550015572895618,0.22962169107280153,0.07728249636708644,qtemplate_shift_proxy,False,0,0,0,0
qtemplate_shift_proxy,52,B2,91,0.0,0.11160495030837207,0.3184295198278476,1.872074292767575,secondary_delayed_peak,False,0,0,0,0
nominal_control,52,B2,259,0.003861003861003861,0.9298632915461518,0.30203813654899675,0.18236388432821932,nominal_control,False,0,0,0,0
baseline_excursion,52,B6,3,0.0,0.763946415090374,0.1835044637732552,0.579375636723856,secondary_delayed_peak,False,0,0,0,0
delayed_peak,52,B6,16,0.9375,1.5541333110882645,0.25092903786119336,0.409330588894743,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,52,B6,42,0.2857142857142857,1.2379220617308833,0.25588242867659855,0.2190234936277809,baseline_excursion,False,0,0,0,0
saturation_boundary,52,B6,20,0.3,1.1678370607850996,0.10318752451551166,0.18253508542839686,nominal_control,False,0,0,0,0
rare_s03f_topology,52,B6,51,0.43137254901960786,1.2289126309871008,0.33122335755304944,0.31101889344082645,delayed_peak,False,0,0,0,0
nominal_control,52,B6,4,0.0,0.9909157171593216,0.4221005931483274,0.09729431691317666,saturation_boundary,False,0,0,0,0
baseline_excursion,52,B8,4,0.0,0.73979506143894,0.5391203422890877,0.5434025849621062,baseline_excursion,False,0,0,0,0
delayed_peak,52,B8,10,0.8,1.5702955714026705,0.42023211461125404,0.3800570938466623,delayed_peak,False,0,0,0,0
secondary_delayed_peak,52,B8,21,0.42857142857142855,1.355770612015416,0.264700950192757,0.2545475076009175,dropout_subclass,False,0,0,0,0
dropout_subclass,52,B8,1,0.0,0.7213235294117647,0.0,1.0061489921297158,saturation_boundary,True,0,0,0,0
saturation_boundary,52,B8,9,0.1111111111111111,1.1231357443934291,0.0827967763481841,0.2028662023441032,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,52,B8,1,0.0,0.7213235294117647,0.0,1.0061489921297158,qtemplate_shift_proxy,False,0,0,0,0
rare_s03f_topology,52,B8,24,0.4583333333333333,1.3111654299474256,0.33053542239899447,0.3104853939843738,secondary_delayed_peak,False,0,0,0,0
nominal_control,52,B8,2,0.0,1.017574845539071,0.020509057134639762,0.0848879444426327,rare_s03f_topology,False,0,0,0,0
baseline_excursion,52,B4,2,0.0,0.42744347132271393,0.5837358547136017,0.9146949325976393,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,52,B4,48,0.875,1.5064140981106222,0.4331984726007116,0.3980764539638282,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,52,B4,73,0.3561643835616438,1.3083928032014203,0.3437602438827682,0.26928676114124267,rare_s03f_topology,False,0,0,0,0
dropout_subclass,52,B4,9,0.3333333333333333,0.2906836794527358,0.1826589344800161,1.2258203774328174,saturation_boundary,False,0,0,0,0
saturation_boundary,52,B4,45,0.26666666666666666,1.1671178965121811,0.2079006476804535,0.22020990356538353,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,52,B4,7,0.42857142857142855,0.23436445788246887,0.08590750039704957,1.3901295638260847,nominal_control,False,0,0,0,0
rare_s03f_topology,52,B4,49,0.4489795918367347,1.2691825795370022,0.3605743297827578,0.32724023955541953,dropout_subclass,False,0,0,0,0
nominal_control,52,B4,7,0.14285714285714285,0.968960357748086,0.3053551413115356,0.2057152166967078,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,53,B2,385,0.015584415584415584,0.5691530331991671,0.6303269352428625,0.9008308743381763,dropout_subclass,False,0,0,0,0
delayed_peak,53,B2,118,0.1016949152542373,1.4213041560082156,0.5428775682569483,0.3767149865415797,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,53,B2,2400,0.02125,1.1180439433332716,0.39889972676399715,0.15401105426434428,nominal_control,False,0,0,0,0
dropout_subclass,53,B2,292,0.003424657534246575,0.20297697414227736,0.3069870245058998,1.6869005909200814,delayed_peak,False,0,0,0,0
saturation_boundary,53,B2,29095,0.008833132840694277,0.9615481638867276,0.20061884144173744,0.06393512010715964,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,53,B2,273,0.003663003663003663,0.17109023110603996,0.2924509010057604,1.7674210697276,saturation_boundary,False,0,0,0,0
nominal_control,53,B2,660,0.004545454545454545,0.9127566158983864,0.3077628953607423,0.17968897695625177,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,53,B4,27,0.0,0.7688512282824101,0.4583678067185534,0.6406570388556028,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,53,B4,203,0.7931034482758621,1.4696368631851335,0.42910371606824177,0.40217164130838573,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,53,B4,280,0.32857142857142857,1.31828365141057,0.3135620713443431,0.2782114392315854,nominal_control,False,0,0,0,0
dropout_subclass,53,B4,20,0.2,0.5011885649278354,0.18934256162521093,1.2890789908939955,baseline_excursion,False,0,0,0,0
saturation_boundary,53,B4,157,0.40764331210191085,1.255656397216406,0.18017599032759907,0.2566451489015369,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,53,B4,21,0.19047619047619047,0.5030475205510753,0.12338738568042568,1.2766005272812293,saturation_boundary,False,0,0,0,0
rare_s03f_topology,53,B4,182,0.46703296703296704,1.2840001120368902,0.2871712470939985,0.32247978978187825,rare_s03f_topology,False,0,0,0,0
nominal_control,53,B4,25,0.12,1.0172317676957137,0.3070359109182047,0.2317634081234208,delayed_peak,False,0,0,0,0
baseline_excursion,53,B6,12,0.08333333333333333,0.8600090717155547,0.45819468475320396,0.6999645049584714,secondary_delayed_peak,False,0,0,0,0
delayed_peak,53,B6,76,0.8421052631578947,1.4731205732329706,0.4055002339673132,0.4056571600159186,delayed_peak,False,0,0,0,0
secondary_delayed_peak,53,B6,140,0.22857142857142856,1.2129073758990114,0.3184820141727713,0.22424694271176412,rare_s03f_topology,False,0,0,0,0
dropout_subclass,53,B6,12,0.5,0.31725125895978346,0.17191323921150348,1.4917850384182592,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,53,B6,89,0.21348314606741572,1.1934127011243514,0.11504967138741258,0.1892847352391291,saturation_boundary,False,0,0,0,0
qtemplate_shift_proxy,53,B6,13,0.46153846153846156,0.3898542039262077,0.13354175993071987,1.4552046849429998,dropout_subclass,False,0,0,0,0
rare_s03f_topology,53,B6,186,0.46236559139784944,1.2539019740909645,0.37143064712396673,0.3055096384803201,baseline_excursion,False,0,0,0,0
nominal_control,53,B6,10,0.3,1.0628097289781941,0.29852877069690165,0.1599493077858424,nominal_control,False,0,0,0,0
baseline_excursion,53,B8,7,0.14285714285714285,0.7304817349901765,0.33092098987289853,1.022404253851995,saturation_boundary,True,0,0,0,0
delayed_peak,53,B8,35,0.8,1.501227425367147,0.3810201569555295,0.39830891573865085,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,53,B8,64,0.28125,1.2708068766158505,0.3243739150492807,0.21503098245296962,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,53,B8,5,0.6,0.31703652304842117,0.16230595917261537,1.6081068129715057,delayed_peak,False,0,0,0,0
