atom,run,stave,n,timing_tail_rate,pileup_excess_proxy,charge_res68_proxy,qshape_abs_mean,shuffled_atom,shuffled_gate_pass,timing_shuffled_label,pileup_shuffled_label,charge_shuffled_label,pid_shuffled_label
baseline_excursion,32,B2,905,0.0077348066298342545,0.5885875039905328,0.6123765235922208,0.8325933307684618,secondary_delayed_peak,False,0,0,0,0
delayed_peak,32,B2,116,0.06896551724137931,1.3626761545075643,0.49369898405628504,0.4455145213478707,delayed_peak,False,0,0,0,0
secondary_delayed_peak,32,B2,5083,0.00904977375565611,1.1095144297778818,0.4419268809804213,0.15535221114212613,nominal_control,False,0,0,0,0
dropout_subclass,32,B2,622,0.012861736334405145,0.1730068767458502,0.3083548879189405,1.7218681188099823,saturation_boundary,False,0,0,0,0
saturation_boundary,32,B2,22842,0.005691270466684178,0.9694371091269668,0.2576920501107267,0.08550868896125255,qtemplate_shift_proxy,False,0,0,0,0
qtemplate_shift_proxy,32,B2,593,0.013490725126475547,0.15326155152911605,0.28389232555060706,1.7842983899303322,dropout_subclass,False,0,0,0,0
nominal_control,32,B2,1347,0.002969561989606533,0.9216195957559822,0.3136546179199184,0.1727353842149529,baseline_excursion,False,0,0,0,0
baseline_excursion,32,B4,34,0.0,0.7113541451965221,0.5187344240475188,0.5775714866414539,rare_s03f_topology,False,0,0,0,0
delayed_peak,32,B4,140,0.5428571428571428,1.4634859917555265,0.3826809461143733,0.398864547227945,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,32,B4,317,0.19558359621451105,1.2255334082193707,0.32152690464717143,0.23501522464388078,dropout_subclass,False,0,0,0,0
dropout_subclass,32,B4,20,0.2,0.35758934510980883,0.20508148326090875,1.2607016104153645,nominal_control,False,0,0,0,0
saturation_boundary,32,B4,202,0.21287128712871287,1.1860067443070772,0.17730980554089823,0.2306253981557508,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,32,B4,15,0.26666666666666666,0.30089926163374836,0.18026096242004028,1.4367700594634711,baseline_excursion,False,0,0,0,0
rare_s03f_topology,32,B4,134,0.3283582089552239,1.2553365310360831,0.3156204122670055,0.2973635647864601,delayed_peak,False,0,0,0,0
nominal_control,32,B4,52,0.057692307692307696,0.958813146822413,0.2903552060193794,0.2232523892398626,saturation_boundary,False,0,0,0,0
baseline_excursion,32,B6,12,0.0,0.7912995530147263,0.4416285443235104,0.6215560002717936,baseline_excursion,False,0,0,0,0
delayed_peak,32,B6,53,0.6226415094339622,1.5060258048612432,0.4152402764560463,0.4084323383005599,nominal_control,False,0,0,0,0
secondary_delayed_peak,32,B6,113,0.19469026548672566,1.2408597840714126,0.35851803129432397,0.2617720239250802,saturation_boundary,False,0,0,0,0
dropout_subclass,32,B6,7,0.0,0.7626515527811042,0.17953479933466635,0.969892940551434,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,32,B6,53,0.16981132075471697,1.1458745160293278,0.1158856407591529,0.19791488199339147,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,32,B6,7,0.0,0.8356441294772757,0.05477316517787842,0.9981199534654814,qtemplate_shift_proxy,False,0,0,0,0
rare_s03f_topology,32,B6,140,0.32142857142857145,1.2398357912314995,0.37162785818927624,0.2920031389053445,dropout_subclass,False,0,0,0,0
nominal_control,32,B6,18,0.05555555555555555,0.9537092503588498,0.3271794362618944,0.1583229920529303,rare_s03f_topology,False,0,0,0,0
baseline_excursion,32,B8,6,0.0,0.8057284147909572,0.5665573459478207,0.6050182327388621,baseline_excursion,False,0,0,0,0
delayed_peak,32,B8,25,0.6,1.535450858899567,0.37718696881143016,0.3903110504123044,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,32,B8,54,0.1111111111111111,1.244836826991095,0.3365659851537753,0.22764876219675584,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,32,B8,4,0.0,0.34803791692425445,0.18842959004981893,1.2612184703282965,nominal_control,False,0,0,0,0
saturation_boundary,32,B8,19,0.21052631578947367,1.2765919398166636,0.11282052789324137,0.2536923478830965,rare_s03f_topology,False,0,0,0,0
qtemplate_shift_proxy,32,B8,4,0.0,0.31298020264798637,0.10212492436758695,1.2740869764712646,saturation_boundary,True,0,0,0,0
rare_s03f_topology,32,B8,48,0.2708333333333333,1.2586167547628535,0.3920650926657557,0.333918596924527,secondary_delayed_peak,False,0,0,0,0
nominal_control,32,B8,13,0.15384615384615385,1.0071992725988206,0.24740713284059046,0.2605489901712081,delayed_peak,False,0,0,0,0
baseline_excursion,33,B2,272,0.007352941176470588,0.6614058323421579,0.5983059361201246,0.6687952889727222,saturation_boundary,False,0,0,0,0
delayed_peak,33,B2,110,0.10909090909090909,1.3772997679474581,0.4955554214544811,0.3203233831956765,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,33,B2,3547,0.023118127995489145,1.1124142240144852,0.3394261748234588,0.13669161623539527,nominal_control,False,0,0,0,0
dropout_subclass,33,B2,158,0.0,0.19666089450712013,0.30432054730457175,1.665752737354526,baseline_excursion,False,0,0,0,0
saturation_boundary,33,B2,45222,0.0061474503560214055,0.9796949322158173,0.1968299584953971,0.06043618441506569,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,33,B2,141,0.0,0.13781959917251513,0.30696240999947105,1.7865779169164293,dropout_subclass,False,0,0,0,0
nominal_control,33,B2,812,0.0049261083743842365,0.8898128092929558,0.31655794391979086,0.17907191003830533,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,33,B4,21,0.0,0.7220919881377222,0.4823470654049243,0.6251595644494119,baseline_excursion,False,0,0,0,0
delayed_peak,33,B4,200,0.86,1.52032238516025,0.37356217838452344,0.40134267687523656,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,33,B4,275,0.44727272727272727,1.3636871505676589,0.3084694240798469,0.2725571090202509,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,33,B4,23,0.30434782608695654,0.407347473375705,0.15103979591723923,1.3023726086135976,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,33,B4,165,0.49696969696969695,1.2996195506952821,0.1567533456627016,0.27566593939171946,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,33,B4,22,0.3181818181818182,0.4044258009771092,0.12218316498941222,1.325415261176457,nominal_control,False,0,0,0,0
rare_s03f_topology,33,B4,184,0.5434782608695652,1.3163207720189325,0.2584705422705842,0.31812328592426103,dropout_subclass,False,0,0,0,0
nominal_control,33,B4,29,0.10344827586206896,0.9711613114850465,0.2417544893408163,0.20701444192103727,saturation_boundary,False,0,0,0,0
baseline_excursion,33,B8,7,0.14285714285714285,0.6937383879960505,0.4428767277191151,0.6462816144771797,delayed_peak,False,0,0,0,0
delayed_peak,33,B8,44,0.8181818181818182,1.4622411377884763,0.448187736106941,0.3940621185264613,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,33,B8,73,0.3698630136986301,1.3168079667879595,0.3845513879083394,0.2290768858116872,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,33,B8,4,0.5,0.3459776139073294,0.241661543087676,1.423347599696249,dropout_subclass,False,0,0,0,0
saturation_boundary,33,B8,24,0.6666666666666666,1.261987169805772,0.14616971683492086,0.28583049850354836,qtemplate_shift_proxy,False,0,0,0,0
qtemplate_shift_proxy,33,B8,3,0.6666666666666666,0.32036876980697204,0.07212460895256764,1.6201927836505678,baseline_excursion,False,0,0,0,0
rare_s03f_topology,33,B8,68,0.6176470588235294,1.2982748306863536,0.4081994619395891,0.30663053940685914,saturation_boundary,True,0,1,0,0
nominal_control,33,B8,16,0.0625,1.0042853735478054,0.24931296304668144,0.14044758039371458,nominal_control,False,0,0,0,0
baseline_excursion,33,B6,5,0.0,0.7065466691544431,0.48458620389811585,0.8769143780745287,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,33,B6,95,0.8736842105263158,1.5163930695337942,0.36860669057942846,0.40751040819960543,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,33,B6,168,0.23214285714285715,1.2616882150891202,0.30477662798913463,0.20967110565614333,delayed_peak,False,0,0,0,0
dropout_subclass,33,B6,4,0.25,0.4767072481719399,0.05818149728000345,1.3713892179939633,nominal_control,False,0,0,0,0
saturation_boundary,33,B6,81,0.25925925925925924,1.228466331713419,0.13447816472671947,0.19897582554427162,rare_s03f_topology,False,0,0,0,0
qtemplate_shift_proxy,33,B6,4,0.25,0.4767072481719399,0.05818149728000345,1.3713892179939633,dropout_subclass,False,0,0,0,0
rare_s03f_topology,33,B6,189,0.5396825396825397,1.3050941826905897,0.35879341702812534,0.30641926201300157,secondary_delayed_peak,False,0,0,0,0
nominal_control,33,B6,24,0.041666666666666664,0.9448114719446169,0.31368019927830887,0.1260227643332544,saturation_boundary,False,0,0,0,0
baseline_excursion,34,B2,151,0.039735099337748346,0.6500776684377538,0.6016889868622776,0.7113621403698752,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,34,B2,80,0.075,1.4275014580711212,0.5443007482709753,0.3633080627222569,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,34,B2,2212,0.018083182640144666,1.1160268153474155,0.42252725597673746,0.1400222986707047,nominal_control,False,0,0,0,0
dropout_subclass,34,B2,88,0.03409090909090909,0.2603530044274364,0.4222983016012831,1.5407853803611118,baseline_excursion,False,0,0,0,0
saturation_boundary,34,B2,31716,0.005896077689494262,0.961422541211358,0.19615896452336845,0.0596485671277074,saturation_boundary,False,0,0,0,0
qtemplate_shift_proxy,34,B2,80,0.0375,0.21353682721150719,0.3247613940878049,1.6481974451332326,dropout_subclass,False,0,0,0,0
nominal_control,34,B2,552,0.0,0.9138848789010456,0.30517562647040875,0.16227180106116545,delayed_peak,False,0,0,0,0
baseline_excursion,34,B6,10,0.1,0.9095271922399277,0.3269690308340961,0.5531159114257898,saturation_boundary,False,0,0,0,0
delayed_peak,34,B6,64,0.734375,1.4237606217014447,0.4510294248996318,0.4060492053057014,delayed_peak,False,0,0,0,0
secondary_delayed_peak,34,B6,118,0.2288135593220339,1.197882940362405,0.3182425306880956,0.20682762730066215,rare_s03f_topology,False,0,0,0,0
dropout_subclass,34,B6,3,0.0,0.7173089541944506,0.22339169857311292,0.8620903698667233,dropout_subclass,False,0,0,0,0
saturation_boundary,34,B6,75,0.22666666666666666,1.2187741835773682,0.12077040742203952,0.19793126460628366,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,34,B6,2,0.0,0.7955580258862704,0.20580990994628168,0.8977291781389599,secondary_delayed_peak,False,0,0,0,0
rare_s03f_topology,34,B6,151,0.5231788079470199,1.260279435797678,0.3861458191794999,0.3084215796940236,baseline_excursion,False,0,0,0,0
nominal_control,34,B6,14,0.07142857142857142,0.9940837108249326,0.3063843273632067,0.10383563654333118,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,34,B4,17,0.0,0.7056340125153016,0.5509881795890561,0.6689003025490312,nominal_control,False,0,0,0,0
delayed_peak,34,B4,142,0.7605633802816901,1.4740067370689374,0.41513433636285113,0.3977415743494169,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,34,B4,215,0.3813953488372093,1.3080281405132563,0.34645031718209246,0.288282853884182,saturation_boundary,False,0,0,0,0
dropout_subclass,34,B4,24,0.3333333333333333,0.37175283865919617,0.14757566860209873,1.3984788477018781,rare_s03f_topology,False,0,0,0,0
saturation_boundary,34,B4,107,0.40186915887850466,1.279760043426834,0.18467085843563605,0.2724327371323765,dropout_subclass,False,0,0,0,0
qtemplate_shift_proxy,34,B4,24,0.3333333333333333,0.37175283865919617,0.14757566860209873,1.3984788477018781,baseline_excursion,False,0,0,0,0
rare_s03f_topology,34,B4,146,0.5205479452054794,1.303152212052057,0.30255862782723747,0.3383943556149178,secondary_delayed_peak,False,0,0,0,0
nominal_control,34,B4,24,0.20833333333333334,0.9896583277298251,0.2997133718762511,0.2633411769451092,delayed_peak,False,0,0,0,0
baseline_excursion,34,B8,5,0.0,0.7045078017504582,0.42777788499134084,0.6016138153449815,rare_s03f_topology,False,0,0,0,0
delayed_peak,34,B8,23,0.9130434782608695,1.45656803729909,0.45723452910104395,0.3890290759473767,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,34,B8,47,0.44680851063829785,1.2923387511562774,0.3215065438146876,0.21197615691534738,dropout_subclass,False,0,0,0,0
dropout_subclass,34,B8,1,0.0,0.2317167051578137,0.0,1.275737985378659,saturation_boundary,True,0,0,0,0
saturation_boundary,34,B8,21,0.47619047619047616,1.2368766897798067,0.1486481247137139,0.2612565955790057,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,34,B8,1,0.0,0.2317167051578137,0.0,1.275737985378659,qtemplate_shift_proxy,False,0,0,0,0
rare_s03f_topology,34,B8,55,0.5636363636363636,1.280077541243354,0.40783773231610154,0.2857352864918206,nominal_control,False,0,0,0,0
nominal_control,34,B8,7,0.14285714285714285,1.00805470995524,0.2834936097416514,0.12963274770736685,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,35,B2,638,0.014106583072100314,0.6182593780345463,0.6059528590612662,0.832119180311386,saturation_boundary,False,0,0,0,0
delayed_peak,35,B2,125,0.088,1.3790959392214743,0.45528492031574824,0.41219901557394417,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,35,B2,4260,0.005633802816901409,1.0972655667075406,0.3634126580413573,0.1568861372294927,baseline_excursion,False,0,0,0,0
dropout_subclass,35,B2,423,0.009456264775413711,0.20347212262931103,0.30983602589117204,1.6965416488330987,dropout_subclass,False,0,0,0,0
saturation_boundary,35,B2,6636,0.005877034358047016,1.024222624053032,0.2768377858117297,0.11007125590474033,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,35,B2,399,0.010025062656641603,0.1824369659443875,0.2795315081783687,1.771558739505562,nominal_control,False,0,0,0,0
nominal_control,35,B2,1463,0.0,0.9285652195724663,0.30423918174003284,0.17144878435940059,delayed_peak,False,0,0,0,0
baseline_excursion,35,B4,34,0.029411764705882353,0.7596443833004195,0.5193667440134955,0.5634549561791092,delayed_peak,False,0,0,0,0
delayed_peak,35,B4,90,0.36666666666666664,1.4971980183597964,0.3785309259285284,0.40121951600201344,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,35,B4,225,0.09333333333333334,1.2442420501084235,0.303156371425684,0.24158382181050242,nominal_control,False,0,0,0,0
dropout_subclass,35,B4,15,0.0,0.42184046308404927,0.21719196786351624,1.2423757699754645,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,35,B4,140,0.09285714285714286,1.149134525676219,0.19640703589640704,0.21952339274912488,rare_s03f_topology,False,0,0,0,0
qtemplate_shift_proxy,35,B4,14,0.0,0.42878766830746484,0.17176936195340728,1.2761702678036084,baseline_excursion,False,0,0,0,0
rare_s03f_topology,35,B4,116,0.16379310344827586,1.215822113199963,0.29867395512971606,0.29130935915914136,saturation_boundary,False,0,0,0,0
nominal_control,35,B4,18,0.05555555555555555,0.9772145252203664,0.2882746477107887,0.16973825055123862,dropout_subclass,False,0,0,0,0
baseline_excursion,35,B6,8,0.0,0.7784754879394571,0.3818036690170446,0.6271796639509082,baseline_excursion,False,0,0,0,0
delayed_peak,35,B6,36,0.4722222222222222,1.4515718333273382,0.43882872131555534,0.4066196693991566,delayed_peak,False,0,0,0,0
secondary_delayed_peak,35,B6,92,0.06521739130434782,1.172295080560315,0.31126243836181194,0.22352750900933777,nominal_control,False,0,0,0,0
dropout_subclass,35,B6,4,0.0,0.6566883424269587,0.10516802214058464,1.2572403246621038,saturation_boundary,False,0,0,0,0
saturation_boundary,35,B6,42,0.21428571428571427,1.2605109902826461,0.10624918961140771,0.2336616293861271,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,35,B6,4,0.0,0.6566883424269587,0.10516802214058464,1.2572403246621038,dropout_subclass,False,0,0,0,0
rare_s03f_topology,35,B6,116,0.15517241379310345,1.1925715589599273,0.34968705655030063,0.2619751379240573,rare_s03f_topology,False,0,0,0,0
nominal_control,35,B6,12,0.0,0.9496292394470259,0.3165627740364998,0.13023574763377913,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,35,B8,2,0.0,0.4560306625657977,0.4902664140249229,0.9087770202730863,nominal_control,False,0,0,0,0
delayed_peak,35,B8,17,0.4117647058823529,1.4227216317319338,0.5577307053943067,0.3786172835228873,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,35,B8,38,0.05263157894736842,1.2395823997796032,0.3608945200326129,0.18593489178313305,saturation_boundary,True,1,1,1,1
dropout_subclass,35,B8,2,0.0,0.26166407465007774,0.14830396671273102,1.489919931905746,baseline_excursion,False,0,0,0,0
saturation_boundary,35,B8,16,0.4375,1.2255491995723171,0.20731614389912187,0.24409828909198586,rare_s03f_topology,False,0,0,0,0
qtemplate_shift_proxy,35,B8,2,0.0,0.26166407465007774,0.14830396671273102,1.489919931905746,dropout_subclass,False,0,0,0,0
rare_s03f_topology,35,B8,38,0.18421052631578946,1.2026060662415672,0.3582343894217435,0.22617064417364452,delayed_peak,False,0,0,0,0
nominal_control,35,B8,7,0.0,0.9459381223778284,0.36515498367427435,0.1774524254415526,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,36,B4,18,0.0,0.792690831552031,0.6121367497081233,0.5947911438386756,delayed_peak,False,0,0,0,0
delayed_peak,36,B4,68,0.5294117647058824,1.458727832555565,0.3644193478587027,0.39330037503157417,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,36,B4,178,0.1348314606741573,1.1954384355966527,0.2849859199784013,0.23512797346139871,baseline_excursion,False,0,0,0,0
dropout_subclass,36,B4,12,0.08333333333333333,0.695799555209803,0.11967013413358145,1.1428367276674676,dropout_subclass,False,0,0,0,0
saturation_boundary,36,B4,121,0.10743801652892562,1.1445163968749497,0.18099016334769433,0.20307564644521245,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,36,B4,11,0.09090909090909091,0.6934769407191722,0.10681403459399123,1.1723880210791846,nominal_control,False,0,0,0,0
rare_s03f_topology,36,B4,106,0.2358490566037736,1.1905759511433665,0.3071723864672782,0.28483439240801195,saturation_boundary,False,0,0,0,0
nominal_control,36,B4,20,0.15,0.9271404394449289,0.3171177220217574,0.24189514222593358,rare_s03f_topology,False,0,0,0,0
baseline_excursion,36,B2,578,0.015570934256055362,0.6017061375054834,0.5915910044659449,0.8209296484006312,nominal_control,False,0,0,0,0
delayed_peak,36,B2,85,0.09411764705882353,1.3950923681658933,0.43020630662135434,0.4340102374973535,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,36,B2,3288,0.006995133819951338,1.097315972200313,0.3918349423789628,0.15829446129285435,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,36,B2,380,0.021052631578947368,0.1662092747841798,0.2911179416780984,1.7272383589271696,delayed_peak,False,0,0,0,0
saturation_boundary,36,B2,6478,0.006946588453226305,1.0029996247134934,0.29168751292051964,0.10567974746942382,dropout_subclass,False,0,0,0,0
qtemplate_shift_proxy,36,B2,371,0.02425876010781671,0.15234146335594564,0.3086135940882527,1.7613531277562948,saturation_boundary,False,0,0,0,0
nominal_control,36,B2,1087,0.005519779208831647,0.921510550142981,0.3083700657601832,0.174497700255349,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,36,B6,6,0.16666666666666666,0.8150674607578146,0.3508145671824351,0.48902125479028086,secondary_delayed_peak,False,0,0,0,0
delayed_peak,36,B6,28,0.4642857142857143,1.3456030329460784,0.3612726256755559,0.40080603876377535,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,36,B6,72,0.1527777777777778,1.2140449674942424,0.29007438722579043,0.18922865197407363,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,36,B6,3,0.3333333333333333,0.48853475761172666,0.18313845954064153,1.215963342501606,delayed_peak,False,0,0,0,0
saturation_boundary,36,B6,41,0.21951219512195122,1.1702469775214428,0.11142031863084408,0.23660732184532485,saturation_boundary,False,0,0,0,0
qtemplate_shift_proxy,36,B6,3,0.3333333333333333,0.48853475761172666,0.18313845954064153,1.215963342501606,dropout_subclass,False,0,0,0,0
rare_s03f_topology,36,B6,105,0.23809523809523808,1.1840946574651015,0.3510891807926657,0.2553722673275347,rare_s03f_topology,False,0,0,0,0
nominal_control,36,B6,10,0.1,0.9679705968844455,0.3319461173064194,0.1770832272034504,nominal_control,False,0,0,0,0
baseline_excursion,36,B8,2,0.0,0.7901165004687074,0.011559646076499636,0.6031126159888911,nominal_control,False,0,0,0,0
delayed_peak,36,B8,6,0.16666666666666666,1.3477688202009848,0.38112698435861664,0.394317657435112,delayed_peak,False,0,0,0,0
secondary_delayed_peak,36,B8,35,0.05714285714285714,1.1945873178170012,0.38677722225064143,0.17704160818402112,baseline_excursion,False,0,0,0,0
dropout_subclass,36,B8,1,1.0,0.0,0.0,1.4343724593259075,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,36,B8,12,0.16666666666666666,1.1442177275657501,0.17952559868713175,0.15878313333451452,dropout_subclass,False,0,0,0,0
qtemplate_shift_proxy,36,B8,2,0.5,0.38880368098159507,0.1801486493464848,1.1668948880839607,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,36,B8,25,0.08,1.1702991788207964,0.3608912167763951,0.23483055936509423,saturation_boundary,True,1,1,1,1
nominal_control,36,B8,10,0.0,1.043940698757083,0.3105837717423758,0.11158237280654812,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,37,B2,1630,0.014723926380368098,0.5994846793903443,0.6049291881480505,0.8275343848087221,saturation_boundary,False,0,0,0,0
delayed_peak,37,B2,307,0.1498371335504886,1.3740499911415682,0.4783772452774399,0.43158552922471666,delayed_peak,False,0,0,0,0
secondary_delayed_peak,37,B2,7248,0.012969094922737307,1.1040819054629463,0.4062170758643556,0.1672557456914979,dropout_subclass,False,0,0,0,0
dropout_subclass,37,B2,1165,0.019742489270386267,0.17700848938179156,0.3026432723695804,1.699277858218545,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,37,B2,15189,0.011192310224504575,1.0042004639197943,0.2890273184620834,0.11138401791370829,qtemplate_shift_proxy,False,0,0,0,0
qtemplate_shift_proxy,37,B2,1107,0.024390243902439025,0.15839337092567693,0.3020305031499926,1.760587420679681,nominal_control,False,0,0,0,0
nominal_control,37,B2,2400,0.004583333333333333,0.9268888053029313,0.304601946679266,0.18011122531211796,baseline_excursion,False,0,0,0,0
baseline_excursion,37,B6,25,0.0,0.759863713503934,0.4675886660449561,0.7468576545225377,rare_s03f_topology,False,0,0,0,0
delayed_peak,37,B6,104,0.6153846153846154,1.4962638587621755,0.43786426581736065,0.4076082584878712,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,37,B6,230,0.1956521739130435,1.2450041065406254,0.3456393088991262,0.2280136450892197,saturation_boundary,False,0,0,0,0
dropout_subclass,37,B6,17,0.058823529411764705,0.42663223817053125,0.1985921707219389,1.2957988488666772,delayed_peak,False,0,0,0,0
saturation_boundary,37,B6,108,0.2037037037037037,1.193570806854337,0.1241385163476274,0.20956438167194286,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,37,B6,16,0.0625,0.4167317789912154,0.1824004288823494,1.3502534187117539,dropout_subclass,False,0,0,0,0
rare_s03f_topology,37,B6,295,0.288135593220339,1.2301059971393342,0.36284695564226677,0.2662428700826043,nominal_control,False,0,0,0,0
nominal_control,37,B6,25,0.04,0.9827683117480054,0.30293135348186884,0.13978958574216008,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,37,B4,47,0.0,0.7243000150162552,0.4492931838006643,0.6460240527414622,nominal_control,False,0,0,0,0
delayed_peak,37,B4,263,0.5057034220532319,1.4675040895795866,0.4291840929361154,0.4059976607738692,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,37,B4,502,0.19721115537848605,1.2526929223800771,0.30840103290051757,0.25185688962635167,rare_s03f_topology,False,0,0,0,0
dropout_subclass,37,B4,46,0.10869565217391304,0.3209944959840888,0.19791155625408208,1.3786681079582734,delayed_peak,False,0,0,0,0
saturation_boundary,37,B4,341,0.18475073313782991,1.190859437860185,0.17263755722970078,0.23416624322300686,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,37,B4,45,0.1111111111111111,0.3280679929457742,0.18112592945606823,1.4149679312688053,secondary_delayed_peak,False,0,0,0,0
