axis,stratum,n_pair_rows,n_runs,b2_fraction,rate_residual_pp_median,target_rate_percent_median
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=deep|anom=saturation_boundary|rateq=high_rate_residual,136,7,1.0,2.2531128495771986,3.92740708541621
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=deep|anom=saturation_boundary|rateq=low_rate_residual,172,4,1.0,-0.2392859350286602,0.21096148082370503
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=deep|anom=saturation_boundary|rateq=mid_rate_residual,252,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=mild|anom=saturation_boundary|rateq=high_rate_residual,157,7,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=mild|anom=saturation_boundary|rateq=low_rate_residual,66,4,1.0,-0.3382157130671011,0.11629388899509
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=mild|anom=saturation_boundary|rateq=mid_rate_residual,93,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=moderate|anom=saturation_boundary|rateq=high_rate_residual,155,6,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=moderate|anom=saturation_boundary|rateq=low_rate_residual,149,4,1.0,-0.2541353599775764,0.15142774733198
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=moderate|anom=saturation_boundary|rateq=mid_rate_residual,231,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=baseline_contamination|rateq=high_rate_residual,26,6,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=baseline_contamination|rateq=low_rate_residual,4,4,1.0,-0.2392859350286602,0.21096148082370503
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=baseline_contamination|rateq=mid_rate_residual,18,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=common_support|rateq=high_rate_residual,430,7,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=common_support|rateq=low_rate_residual,121,4,1.0,-0.224436510079744,0.27049521431543
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=common_support|rateq=mid_rate_residual,157,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=high_rate_residual,377,7,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,99,4,1.0,-0.224436510079744,0.27049521431543
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,110,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=deep|anom=saturation_boundary|rateq=high_rate_residual,140,7,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=deep|anom=saturation_boundary|rateq=low_rate_residual,169,4,1.0,-0.2541353599775764,0.15142774733198
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=deep|anom=saturation_boundary|rateq=mid_rate_residual,239,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=mild|anom=saturation_boundary|rateq=high_rate_residual,118,6,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=mild|anom=saturation_boundary|rateq=low_rate_residual,45,4,1.0,-0.3382157130671011,0.11629388899509
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=mild|anom=saturation_boundary|rateq=mid_rate_residual,43,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=moderate|anom=saturation_boundary|rateq=high_rate_residual,97,6,1.0,1.6618860489360672,4.10413120841714
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=moderate|anom=saturation_boundary|rateq=low_rate_residual,96,4,1.0,-0.2541353599775764,0.15142774733198
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=moderate|anom=saturation_boundary|rateq=mid_rate_residual,131,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=baseline_contamination|rateq=high_rate_residual,20,4,1.0,1.6618860489360672,4.10413120841714
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=baseline_contamination|rateq=low_rate_residual,5,3,1.0,-0.224436510079744,0.27049521431543
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=baseline_contamination|rateq=mid_rate_residual,15,3,1.0,0.2291278461980778,0.5589248085521901
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=common_support|rateq=high_rate_residual,262,6,1.0,1.6618860489360672,4.10413120841714
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=common_support|rateq=low_rate_residual,70,4,1.0,-0.2541353599775764,0.15142774733198
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=common_support|rateq=mid_rate_residual,130,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=high_rate_residual,354,6,1.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,113,4,1.0,-0.224436510079744,0.27049521431543
rate_support_atom,sample_i_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,127,3,1.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=common_support|rateq=high_rate_residual,139,6,0.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=common_support|rateq=low_rate_residual,36,4,0.0,-0.3382157130671011,0.11629388899509
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=common_support|rateq=mid_rate_residual,81,3,0.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=timing_tail_high_q_shift|rateq=high_rate_residual,158,6,0.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,103,4,0.0,-0.224436510079744,0.27049521431543
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,147,3,0.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=common_support|rateq=high_rate_residual,341,7,0.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=common_support|rateq=low_rate_residual,136,4,0.0,-0.2541353599775764,0.15142774733198
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=common_support|rateq=mid_rate_residual,189,3,0.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=high_rate_residual,329,6,0.0,1.6618860489360672,3.95474137931034
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,204,4,0.0,-0.2541353599775764,0.15142774733198
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,249,3,0.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=common_support|rateq=high_rate_residual,262,7,0.0,1.3672035763604533,4.10413120841714
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=common_support|rateq=low_rate_residual,100,4,0.0,-0.2541353599775764,0.15142774733198
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=common_support|rateq=mid_rate_residual,159,3,0.0,0.2291278461980778,0.5589248085521901
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=high_rate_residual,332,6,0.0,1.3672035763604533,3.95474137931034
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,214,4,0.0,-0.224436510079744,0.27049521431543
rate_support_atom,sample_i_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,251,3,0.0,0.2196540940819623,0.48026392619409003
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=deep|anom=saturation_boundary|rateq=low_rate_residual,240,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=deep|anom=saturation_boundary|rateq=mid_rate_residual,281,4,1.0,0.112517998792828,0.5455038286914601
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=mild|anom=saturation_boundary|rateq=low_rate_residual,785,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=mild|anom=saturation_boundary|rateq=mid_rate_residual,2203,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=moderate|anom=saturation_boundary|rateq=low_rate_residual,308,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=moderate|anom=saturation_boundary|rateq=mid_rate_residual,427,4,1.0,0.0550136323048887,0.22600372241425
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=none|anom=baseline_contamination|rateq=low_rate_residual,117,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=none|anom=baseline_contamination|rateq=mid_rate_residual,1235,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=none|anom=common_support|rateq=low_rate_residual,1239,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=none|anom=common_support|rateq=mid_rate_residual,4711,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,494,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_high|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,1723,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=deep|anom=saturation_boundary|rateq=low_rate_residual,76,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=deep|anom=saturation_boundary|rateq=mid_rate_residual,79,4,1.0,0.112517998792828,0.5455038286914601
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=mild|anom=saturation_boundary|rateq=low_rate_residual,290,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=mild|anom=saturation_boundary|rateq=mid_rate_residual,390,4,1.0,0.0550136323048887,0.22600372241425
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=moderate|anom=saturation_boundary|rateq=low_rate_residual,135,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=moderate|anom=saturation_boundary|rateq=mid_rate_residual,166,4,1.0,0.112517998792828,0.5455038286914601
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=baseline_contamination|rateq=low_rate_residual,106,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=baseline_contamination|rateq=mid_rate_residual,466,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=common_support|rateq=low_rate_residual,1979,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=common_support|rateq=mid_rate_residual,4337,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,722,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,1350,4,1.0,0.0550136323048887,0.22600372241425
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=two_pulse_like|rateq=low_rate_residual,1,1,1.0,-0.5325804148650419,0.50943078477601
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_low|sat=none|anom=two_pulse_like|rateq=mid_rate_residual,5,3,1.0,0.0550136323048887,0.22600372241425
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=deep|anom=saturation_boundary|rateq=low_rate_residual,86,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=deep|anom=saturation_boundary|rateq=mid_rate_residual,125,4,1.0,0.112517998792828,0.5455038286914601
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=mild|anom=saturation_boundary|rateq=low_rate_residual,275,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=mild|anom=saturation_boundary|rateq=mid_rate_residual,417,4,1.0,0.0550136323048887,0.22600372241425
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=moderate|anom=saturation_boundary|rateq=low_rate_residual,136,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=moderate|anom=saturation_boundary|rateq=mid_rate_residual,186,4,1.0,0.112517998792828,0.5455038286914601
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=baseline_contamination|rateq=low_rate_residual,137,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=baseline_contamination|rateq=mid_rate_residual,972,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=common_support|rateq=low_rate_residual,1617,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=common_support|rateq=mid_rate_residual,4409,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,661,3,1.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=B2_containing|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,2055,4,1.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=common_support|rateq=low_rate_residual,332,3,0.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=common_support|rateq=mid_rate_residual,1688,4,0.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,255,3,0.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_high|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,1033,4,0.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=common_support|rateq=low_rate_residual,1499,3,0.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=common_support|rateq=mid_rate_residual,3616,4,0.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,762,3,0.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,1647,4,0.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_low|sat=none|anom=two_pulse_like|rateq=low_rate_residual,1,1,0.0,-0.5145575771684898,0.43735447737712996
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=common_support|rateq=low_rate_residual,1073,3,0.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=common_support|rateq=mid_rate_residual,3671,4,0.0,0.0216856554270117,0.20216962524654
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=low_rate_residual,582,3,0.0,-0.1452192266158717,0.15507789959607
rate_support_atom,sample_ii_analysis|topo=downstream_only|amp=amp_mid|sat=none|anom=timing_tail_high_q_shift|rateq=mid_rate_residual,1939,4,0.0,0.0216856554270117,0.20216962524654
