lowering_axis,anomaly_taxon,saturation_stratum,method,n,bias_median_frac,charge_res68_abs_frac,charge_full_rms_frac,within_25pct,coverage68,coverage90,mean_width90_frac,abstention_coverage,retained_coverage90,retained_charge_res68_abs_frac
median_selected,baseline_lowering,sat_boundary,gradient_boosted_trees,1791,-0.014145411511078138,0.11897719845277344,0.639081256478514,0.903964265773311,0.6214405360134003,0.8732551647124511,0.45933559368248394,0.0,,
median_selected,baseline_lowering,sat_boundary,mlp,1791,-0.007320830863637949,0.2436515362914672,14.18215984951131,0.7007258514796203,0.5862646566164154,0.8001116694584032,0.7876732772761404,0.07593523171412618,0.9852941176470589,0.1378552386861357
median_selected,baseline_lowering,sat_boundary,cnn_1d,1791,-0.06121443057422028,0.6396826423181928,27.822144261166528,0.34338358458961477,0.536571747627024,0.7800111669458403,23.189494261399414,0.0,,
median_selected,baseline_lowering,sat_boundary,wavegate_interval_net,1791,0.010578562464501687,0.5990710885064456,28.448571623204323,0.39307649357900615,0.5778894472361809,0.7688442211055276,21.920229645450302,0.21496370742601897,0.935064935064935,0.3188781293101566
median_selected,template_shift,below_sat,strong_traditional_huber,117132,0.0003597995843322913,0.018066848206286366,0.07873806709670077,0.9756855513437831,0.6607673394119455,0.8812621657617048,0.11441860515104792,0.6380237680565516,0.8892858576532455,0.01668105255452885
median_selected,template_shift,below_sat,ridge,117132,0.016525025576495725,0.08096234750635826,0.0827311741702402,0.9951507700713724,0.6599477512549944,0.8789741488235495,0.25586602545629467,0.6117115732677663,0.8866589440482338,0.07804702833660451
median_selected,template_shift,below_sat,gradient_boosted_trees,117132,0.0025874689031800237,0.019784707792022672,0.03386896189114521,0.9988816036608271,0.6668630263292695,0.8905849810470239,0.08291657027498853,0.7263685414745757,0.8846510971897369,0.01852531760342665
median_selected,template_shift,below_sat,mlp,117132,-0.014191270857926153,0.07080394247649317,0.15077794644893774,0.8702745620325786,0.608228323600724,0.8079090257145785,0.24834793271858124,0.6723184099989755,0.8854984126984127,0.07037335616941783
median_selected,template_shift,below_sat,cnn_1d,117132,-0.012534888202117518,0.34986999831394,7.086252278941867,0.5596762626780043,0.6137861557900488,0.7953676194378991,7.222264313087573,0.6482515452651709,0.8976834231078216,0.30731410567757905
median_selected,template_shift,below_sat,wavegate_interval_net,117132,-0.017348694734271038,0.31140678422003776,7.0511339705280704,0.6183365775364545,0.6189768807840726,0.8049294812689957,6.850478390002562,0.6835450602738791,0.8980328483107475,0.26981982305593755
median_selected,template_shift,sat_boundary,strong_traditional_huber,5309,-0.0003434415057774074,0.009374861154219712,0.041371830633385696,0.9973629685439819,0.7199095874929365,0.8867960067809381,0.11095919589595243,0.4684498022226408,0.9179734620024126,0.00804504837920815
median_selected,template_shift,sat_boundary,ridge,5309,0.06413865201119873,0.11585894337178462,0.11677994738599481,0.9772085138444151,0.6183838764362404,0.8206818609907703,0.30875980775236883,0.21454134488604257,0.5302897278314311,0.12569661914259458
median_selected,template_shift,sat_boundary,gradient_boosted_trees,5309,0.0023428600810926213,0.018392368512971873,0.03685654340176285,0.998681484271991,0.6905255226973065,0.8907515539649652,0.08388206440825266,0.4684498022226408,0.9324487334137516,0.016989703259187364
median_selected,template_shift,sat_boundary,mlp,5309,-0.03448305193091275,0.1977197852715652,0.22281526659372308,0.7178376342060652,0.5927669994349218,0.8225654548879262,0.4385892665080235,0.27142588058014694,0.5857043719639139,0.05137030645503308
median_selected,template_shift,sat_boundary,cnn_1d,5309,-0.06315648574678034,3.267507720633429,2.3349474386111275,0.4725937087963835,0.5861744207948766,0.789225842908269,2.729896744175474,1.0,0.789225842908269,3.267507720633429
median_selected,template_shift,sat_boundary,wavegate_interval_net,5309,-0.038805422324470096,3.1581422618469954,2.2821455583717674,0.24223017517423243,0.6059521567150122,0.7803729515916369,2.7442220531951826,0.48464870973818047,0.9005052467936261,3.3046662796350263
