method,n,bias_median_frac,charge_res68_abs_frac,charge_full_rms_frac,within_25pct,coverage68,coverage90,mean_width90_frac,abstention_coverage,retained_coverage90,retained_charge_res68_abs_frac,run
mlp,21280,0.0026381856470102825,0.08005204051712866,179043.90070650302,0.9172462406015037,0.6690789473684211,0.8893327067669173,0.3776367301235892,0.6074718045112782,0.8854335886129806,0.056435640443964916,61
cnn_1d,21280,-0.088446299464549,0.32028765859798125,0.6901967931196965,0.5468045112781955,0.6660714285714285,0.8715695488721804,1.535940209090894,0.44844924812030074,0.8807502881693388,0.2712003472016982,61
wavegate_interval_net,21280,-0.18499715113516507,0.2722888897990014,0.43543246258464174,0.6150845864661654,0.6854793233082707,0.8913533834586466,0.9604025722331309,0.6074718045112782,0.8989711456641138,0.2328334201821822,61
shuffled_target_gbt,21280,0.03350048976167618,0.6771242434864453,23.590614003663916,0.28218984962406013,0.719125939849624,0.918703007518797,33.4446801416579,0.6674342105263158,0.9245933957614588,0.4833617008740536,61
strong_traditional_huber,21298,0.0011437398317966248,0.045550385524559714,0.955206175775111,0.8256174288665602,0.6420790684571321,0.877734998591417,1.327336035824572,0.4495257770682693,0.8461458115730103,0.01683841290483985,62
ridge,21298,0.0007146776244737938,0.11862793920355978,0.42643264075705056,0.8639778382946756,0.6389801859329515,0.8677810123016245,0.6887713670064444,0.4495257770682693,0.8368498015458533,0.07975314557739342,62
gradient_boosted_trees,21298,0.0037276102854895046,0.032401324650215425,0.10263894050787034,0.9725795849375528,0.6516104798572636,0.8888628040191567,0.18989450702051308,0.4495257770682693,0.8680802172550658,0.01805110609920784,62
mlp,21298,-0.0019064735880610785,0.03961943295241745,0.10655982342556697,0.9687764109306038,0.6822706357404451,0.9019626255986478,0.20976471416078785,0.4495257770682693,0.8918947148527261,0.02736343936787479,62
cnn_1d,21298,-0.09427966520723545,0.2867546361956613,0.4580371199399535,0.6060662973049112,0.674711240492065,0.8906000563433186,1.868326658005583,0.46835383604094283,0.8881203007518798,0.2445712350982168,62
wavegate_interval_net,21298,-0.028425708406573665,0.19841483238781202,0.7061653041263837,0.7481453657620434,0.6847121795473753,0.9046858859986853,2.010301090606986,0.4495257770682693,0.890641320242323,0.11438155220047895,62
shuffled_target_gbt,21298,0.03720834921512989,0.6933018052145945,22.68924607897382,0.2697905906657902,0.7219926753685793,0.9156258803643534,31.417766027682173,0.46835383604094283,0.9116791979949874,0.5427305975016442,62
strong_traditional_huber,20288,-0.0008962015847235005,0.028377146108478187,0.6600050264822225,0.8546431388012619,0.6909503154574133,0.8866817823343849,0.9451530604428191,0.575019716088328,0.8753643065318019,0.013666615297724378,63
ridge,20288,0.007121484360491308,0.10404215169311491,0.31763004077935403,0.8818020504731862,0.6803036277602523,0.8916108044164038,0.6008565196299546,0.575019716088328,0.8779358820504028,0.07096710652514929,63
gradient_boosted_trees,20288,0.0018088837668436138,0.024790736900915548,0.09676583591209177,0.9776222397476341,0.6860212933753943,0.8966384069400631,0.15259363014230803,0.0005914826498422713,0.6666666666666666,0.02762408173580543,63
mlp,20288,-0.006476870153174751,0.06603274826850355,0.1895704525352691,0.9387322555205048,0.6803036277602523,0.8976735015772871,0.32384736456021357,0.575019716088328,0.8913080747471284,0.04602338669975587,63
cnn_1d,20288,-0.13303211594191094,0.22231658964822903,0.40255253864523316,0.743493690851735,0.6786770504731862,0.889047712933754,3.027321198240805,0.6437795741324921,0.8846948931934767,0.19899332872336414,63
wavegate_interval_net,20288,-0.10519919741518774,0.19432142675428726,0.4608847967950866,0.7869183753943217,0.6935134069400631,0.8973777602523659,3.0357724423496717,0.5744282334384858,0.8899090441050284,0.14291142154049,63
shuffled_target_gbt,20288,-0.029983148800181547,0.6545312048198132,18.70385090319409,0.25157728706624605,0.726833596214511,0.926311119873817,23.28039919563021,0.05017744479495268,0.8320235756385069,0.6733041400126984,63
strong_traditional_huber,15781,0.002954245690151243,0.024961007884715506,35.364412170192935,0.8659147075597238,0.5689753501045561,0.8240922628477283,0.7909054126284211,0.0,,,64
ridge,15781,0.039180536300362154,0.10969096682107694,0.3052190230079089,0.8937963373677207,0.5628287180787023,0.8091375704961663,0.585796502558903,0.04169571003105,0.5303951367781155,0.1207594198934256,64
gradient_boosted_trees,15781,0.0016611459890737124,0.023722681007037366,0.08196182418815375,0.9811798998796021,0.6165008554590964,0.8435460363728534,0.12916996484305632,0.7773271655788606,0.8363903154805576,0.017469342908557898,64
mlp,15781,-0.06511510763311149,0.12474549635052183,0.18593301637342746,0.8653444014954692,0.09821937773271656,0.2038527343007414,0.183600208619903,0.04169571003105,0.5531914893617021,0.04741621941141725,64
cnn_1d,15781,12.063513407700091,18.779310266319666,240.1332011217286,0.0,0.0,0.0,1.1338260713314958,0.04169571003105,0.0,3.512894997001726,64
wavegate_interval_net,15781,12.43444622464222,19.340935232382297,246.96036675021045,0.0,0.0,0.0,0.8500323416133893,0.0,,,64
shuffled_target_gbt,15781,0.012575628515781177,0.6655638445272524,17.910131512554717,0.242696914010519,0.765477472910462,0.8427856282871807,24.654335378055986,0.8190228756099106,0.8252224371373308,0.5695794426882007,64
strong_traditional_huber,14080,-0.0014254215623653876,0.020551584015250732,0.7273335736752075,0.8795454545454545,0.6019176136363636,0.8486505681818182,0.7251917477105531,0.0,,,65
ridge,14080,0.007507844082526775,0.0891319680407786,65.09879933492488,0.9009943181818182,0.6755681818181818,0.8697443181818182,0.5381056411339751,0.028409090909090908,0.5225,0.13261454548524665,65
gradient_boosted_trees,14080,0.0012108306171953267,0.020778706996892386,0.07749638364823133,0.9833096590909091,0.6305397727272727,0.860653409090909,0.12286748736353507,0.8104403409090909,0.8562790290070984,0.015947298911209377,65
mlp,14080,0.002308424700387836,0.027137944287688436,0.08064182824329184,0.9772727272727273,0.7794744318181818,0.9044034090909091,0.16824158118923033,0.028409090909090908,0.535,0.03488570578563118,65
cnn_1d,14080,-0.16685424300444335,0.2467249716897435,0.6798342809835002,0.6883522727272727,0.6517045454545455,0.8609375,1.0640573207664092,0.028409090909090908,0.74,0.2212401229016315,65
wavegate_interval_net,14080,-0.10514442055438647,0.17650254509294835,0.3393894810686395,0.8100142045454546,0.6748579545454545,0.8852272727272728,0.6788550634306589,0.028409090909090908,0.7025,0.17122223421762278,65
shuffled_target_gbt,14080,0.10598729806049334,0.6936668567698652,17.168334253732375,0.21839488636363635,0.73515625,0.8015625,24.271101010244458,0.8388494318181818,0.7802895605791211,0.592529588861401,65
