run,group,eventno,evt,trigger,stave,stave_idx,channel,baseline_adc,amplitude_adc,log_amp,area_adc_samples,positive_area_adc_samples,log_positive_area,area_over_amp,positive_area_over_amp,peak_sample,cfd10_sample,cfd20_sample,cfd50_sample,cfd10_phase,cfd20_phase,cfd50_phase,cfd_slew_20_50,pretrigger_ptp_adc,tail_area_frac,late_area_frac,early_area_frac,secondary_peak_frac,post_peak_min_frac,plateau_count,peak_edge_score,timing_residual_ns,charge_log_residual,saturation_harm_score,anomaly_dropout_score,coupling_burden
63,sample_ii_analysis,595847,3492,1,B8,3,6,6902.5,3826.5,8.249705826249976,34231.0,34264.5,10.441865,8.945772899516529,8.95452763622109,8,5.220823885109599,5.51005291005291,6.219960387323944,-2.779176114890401,-2.4899470899470897,-1.780039612676056,0.7099074772710336,36.0,0.44071853,0.735995,0.0035167593,0.8810923820723899,0.36417091336730695,1.0,2.0,0.0,0.3673778211446752,0.0,2.3906042153823144,1.3463910999718338
42,sample_i_calib,790879,6320,1,B6,2,4,6933.0,3449.0,8.145839612936841,28997.0,29033.0,10.276189,8.407364453464773,8.417802261525079,5,2.7863309352517986,3.1330213208528344,3.6710868434737387,-2.2136690647482014,-1.8669786791471656,-1.3289131565262613,0.5380655226209043,453.0,0.18478972,0.4646437,0.21551338,0.9408524209915917,0.12989272252826906,1.0,2.0,2.6675162428183885,0.3182590010036517,0.0,8.256644396145262,3.4411815415094136
49,sample_i_analysis,121526,13078,1,B6,2,4,6906.0,3255.0,8.08794755464267,27613.0,27622.0,10.226368,8.483256528417819,8.486021505376344,6,3.0576358296622614,3.2966226138032306,4.012059973924381,-2.9423641703377386,-2.7033773861967694,-1.987940026075619,0.7154373601211503,255.0,0.18760408,0.47806096,0.18101513,0.9898617511520738,0.13241167434715823,2.0,1.0,0.0,0.34780150752655636,0.35,5.350521453682179,2.0169272032689163
59,sample_ii_analysis,448857,14177,1,B6,2,4,6954.5,3227.5,8.079463122720798,26072.0,26109.0,10.170035,8.078079008520527,8.089542989930287,8,5.2106801275239105,5.553666312433581,6.30887323943662,-2.7893198724760895,-2.446333687566419,-1.69112676056338,0.755206927003039,64.0,0.36474013,0.7184304,0.008349611,0.981409759876065,0.23098373353989154,1.0,2.0,1.530929546490416,0.3031001074291151,0.0,2.7942239517652183,1.998347054344486
33,sample_i_calib,479804,4520,1,B4,1,2,7024.0,2385.0,7.776954403322441,9633.0,9641.0,9.17378,4.038993710691824,4.042348008385744,16,12.254147812971343,12.613876319758672,13.437202664129401,-3.7458521870286567,-3.3861236802413277,-2.5627973358705987,0.823326344370729,9.0,0.99408776,0.99657714,0.0006223421,0.7480083857442348,0.0,2.0,10.0,-3.0093828799711098,-0.33185373925120665,1.1,2.8219680231172335,3.660947750880993
60,sample_ii_analysis,487080,733,1,B6,2,4,7006.5,2791.5,7.9343343647504145,20037.0,20098.0,9.908376,7.177861364857604,7.199713415726312,9,5.593859649122807,6.053963414634146,6.692263719512195,-3.406140350877193,-2.946036585365854,-2.3077362804878048,0.6383003048780491,17.0,0.3530202,0.7511941,0.00024878097,0.8864409815511374,0.14024717893605587,1.0,3.0,3.697932089145173,0.24039545334524348,0.0,1.9541655220080933,2.7803654120499814
61,sample_ii_analysis,531749,9663,1,B4,1,2,7037.5,2223.5,7.706837809950751,16152.0,16195.5,9.692489,7.2642230717337535,7.283786822577018,8,5.219577874818049,5.543231441048035,6.382719393282773,-2.7804221251819508,-2.456768558951965,-1.6172806067172267,0.8394879522347383,25.0,0.3340434,0.7068322,0.0052174986,0.9140993928491118,0.1409939284911176,2.0,2.0,-4.429648779703701,0.28825101854856783,0.35,2.073197415540104,3.559511445814999
61,sample_ii_analysis,525589,3861,1,B4,1,2,7044.0,2701.0,7.901377353792615,19893.0,19976.0,9.902287,7.365049981488338,7.39577934098482,10,6.642093023255814,7.115737051792829,7.922808764940239,-3.357906976744186,-2.884262948207171,-2.077191235059761,0.8070717131474101,31.0,0.5136163,0.9061874,0.0011013215,0.9326175490559052,0.3232136245834876,2.0,4.0,-1.2697203866187046,0.2167226823467896,0.35,2.508650441115011,1.8634390609239646
57,sample_i_analysis,386117,4960,1,B8,3,6,6899.0,2055.0,7.628031126930335,12626.0,12697.0,9.449121,6.14403892944039,6.178588807785888,12,9.024936061381075,9.287723785166241,10.07637997432606,-2.9750639386189253,-2.712276214833759,-1.9236200256739409,0.788656189159818,38.0,0.7697094,0.99818856,0.0018114515,0.8569343065693431,0.5309002433090024,1.0,6.0,0.8215193765891016,0.16941243153750563,0.15,2.983798102793032,1.4332158017112402
60,sample_ii_analysis,470155,1298,1,B6,2,4,6955.0,2158.0,7.67693714581808,15066.0,15078.0,9.620992,6.981464318813717,6.987025023169601,7,3.45589519650655,3.9270742358078605,4.763681592039801,-3.54410480349345,-3.0729257641921395,-2.2363184079601988,0.8366073562319407,15.0,0.17993103,0.47904232,0.11573153,0.809082483781279,0.08294717330861909,1.0,1.0,1.2071726759270174,0.30587363849275384,0.0,1.5197748339568387,1.6494103297769904
59,sample_ii_analysis,446310,11829,1,B4,1,2,7425.0,1724.0,7.452402451223638,9094.0,10632.0,9.271624,5.274941995359629,6.167053364269141,5,1.7668730650154798,2.0280927835051545,2.694587628865979,-3.2331269349845204,-2.9719072164948455,-2.305412371134021,0.6664948453608246,1476.0,0.0022573364,0.16582017,0.44845748,0.7917633410672854,-0.14965197215777262,1.0,2.0,-2.1537325864941215,0.23532828145599005,0.0,23.18397039808951,5.251574871169212
60,sample_ii_analysis,465791,13618,1,B4,1,2,6999.5,2665.5,7.888146936262816,19688.0,19694.0,9.888069,7.3862314762708685,7.3884824610767215,8,4.568192488262911,5.077268475210477,5.825304022450888,-3.431807511737089,-2.9227315247895227,-2.1746959775491117,0.748035547240411,11.0,0.28673708,0.63676757,0.024423683,0.878071656349653,0.1307447008066029,1.0,2.0,-5.110108265351592,0.221637986601392,0.0,1.734812739519303,3.3992297438153267
59,sample_ii_analysis,435570,1851,1,B6,2,4,6921.0,3604.0,8.189799618728228,31541.0,31555.0,10.359488,8.751664816870145,8.755549389567147,7,4.460834454912517,4.945895020188425,5.468707789284107,-2.5391655450874833,-2.0541049798115747,-1.5312922107158933,0.5228127690956814,22.0,0.3509745,0.6600222,0.025320869,0.9295227524972253,0.27802441731409544,1.0,1.0,2.164557973870309,0.34129353202974855,0.0,2.077181403319394,2.3055827178103665
60,sample_ii_analysis,479501,10048,1,B6,2,4,6925.5,2079.5,7.639882759182966,15262.0,15279.0,9.634234,7.339264246213032,7.347439288290454,8,4.955787037037037,5.25666235446313,6.068307905686546,-3.0442129629629626,-2.7433376455368697,-1.931692094313454,0.8116455512234158,21.0,0.3071536,0.67200077,0.015053341,0.8985333012743448,0.13104111565280116,2.0,2.0,0.0,0.36991369625284776,0.35,1.9461164638046806,1.5542807835803227
60,sample_ii_analysis,499993,12722,1,B6,2,4,6923.0,3279.0,8.095293776844647,25793.0,25801.0,10.158169,7.866117718816713,7.868557487038731,8,5.304916201117319,5.671284916201118,6.389108352144469,-2.6950837988826812,-2.3287150837988824,-1.6108916478555306,0.7178234359433517,17.0,0.36924925,0.72784,0.0027518314,0.9722476364745349,0.21469960353766393,1.0,2.0,0.0,0.26953151737055947,0.0,2.0863458218066273,1.038736434480614
64,sample_ii_calib,621813,11340,1,B4,1,2,7036.0,1871.0,7.534228326274089,13417.0,13448.0,9.506586,7.17103153393907,7.187600213789417,8,4.618639053254438,5.0764783180026285,5.814060446780552,-3.381360946745562,-2.9235216819973715,-2.1859395532194483,0.7375821287779232,18.0,0.2727543,0.632213,0.024167163,0.857830037413148,0.09620523784072689,1.0,2.0,-1.6066993190777623,0.3519612697158756,0.0,1.7903538057066295,2.012575081665105
61,sample_ii_analysis,505293,1251,1,B8,3,6,6922.0,3032.0,8.016977746762262,23488.0,23496.0,10.064586,7.746701846965699,7.74934036939314,10,7.0096561814191665,7.231455742501828,7.896854425749817,-2.9903438185808335,-2.7685442574981716,-2.103145574250183,0.6653986832479886,7.0,0.5409006,0.9168369,0.00029792305,0.9884564643799473,0.3476253298153034,3.0,4.0,0.0,0.28762903517294447,0.7,2.2647688157199872,1.6528173600383116
62,sample_ii_analysis,556793,16193,1,B8,3,6,6903.5,3636.5,8.198776959594595,31493.0,31509.0,10.358028,8.660250240615976,8.664650075622164,8,5.3442046855733665,5.792601726263872,6.42211802378774,-2.6557953144266335,-2.2073982737361284,-1.57788197621226,0.6295162975238684,57.0,0.44555524,0.752055,0.006315656,0.9032036298638801,0.3273752234291214,1.0,2.0,0.0,0.34865111820898065,0.0,2.7408437876851823,1.3500971000295292
45,sample_i_analysis,6361,5523,1,B6,2,4,8001.0,3974.0,8.287528423111763,28211.0,30528.0,10.3264,7.098892803220936,7.68193256165073,3,1.701521298174442,1.9030425963488846,2.3350066934404285,-1.298478701825558,-1.0969574036511154,-0.6649933065595715,0.43196409709154393,5070.0,0.14580058,0.3501376,0.38712,0.7541519879214896,-0.0591343734272773,1.0,4.0,0.00603866981781831,0.1742307615863652,0.0,77.25290404566731,12.304836904898933
55,sample_i_analysis,284824,8862,1,B6,2,4,6916.0,3202.0,8.071530893556659,17024.0,17036.0,9.743084,5.316677076826983,5.320424734540912,14,11.099037620297462,11.37917760279965,12.155129789864029,-2.9009623797025377,-2.6208223972003495,-1.844870210135971,0.7759521870643784,15.0,0.98473823,0.9977107,0.0015848791,0.9968769519050593,0.9609618988132417,2.0,8.0,0.7710375353308407,-0.11297711983373837,0.7999999999999999,3.1937811575555415,1.789718651250542
60,sample_ii_analysis,497787,10670,1,B8,3,6,6927.5,2915.5,7.97779661066221,23890.0,23902.0,10.0817175,8.194134796775852,8.198250728862973,9,3.3934190620272315,3.834493192133132,4.5404307909604515,-5.606580937972769,-5.165506807866868,-4.4595692090395485,0.7059375988273198,41.0,0.21801522,0.5233663,0.118609324,0.9869662150574515,0.1404561824729892,2.0,3.0,2.461621202199704,0.3548518432317529,0.35,2.191786860803698,2.776324906354791
60,sample_ii_analysis,470152,1295,1,B6,2,4,7626.5,2570.5,7.851855711495559,16342.0,18742.0,9.838522,6.357517992608442,7.291188484730597,4,1.7158270361041141,1.9316540722082283,2.3883727477477477,-2.2841729638958856,-2.0683459277917717,-1.6116272522522523,0.4567186755395194,3086.0,0.020755522,0.19755095,0.4207662,0.9898852363353433,-0.18226026064967904,2.0,3.0,0.0,0.28361049355906687,0.35,47.62457837950781,8.323089171292493
50,sample_i_analysis,149411,6254,1,B6,2,4,6928.5,1633.5,7.398480231041124,3036.0,3059.5,8.026007,1.8585858585858586,1.8729721456994184,17,14.553614457831326,15.0696,15.723,-2.4463855421686738,-1.9304000000000006,-1.2769999999999992,0.6534000000000013,22.0,0.976957,0.98235005,0.008334695,0.16804407713498623,0.0,1.0,11.0,3.7762945736434084,-0.9073787112869134,0.8999999999999999,2.2901755342207664,5.342522543658626
61,sample_ii_analysis,532749,10619,1,B6,2,4,6914.0,3088.0,8.035278911144667,25527.0,25536.0,10.147844,8.26651554404145,8.26943005181347,9,4.043875100080064,4.29111289031225,5.027777777777778,-4.956124899919936,-4.70888710968775,-3.9722222222222223,0.7366648874655279,14.0,0.2530545,0.5805921,0.069313906,0.9970854922279793,0.16871761658031087,2.0,3.0,3.3983253943221925,0.34148057245025676,0.35,1.8620006900006625,3.1561042742222982
59,sample_ii_analysis,438251,4340,1,B6,2,4,6936.5,2646.5,7.880993291298042,18859.0,18879.5,9.845832,7.126015492159456,7.133761571887399,9,5.344338235294118,5.733529411764706,6.4898081534772185,-3.655661764705882,-3.2664705882352942,-2.5101918465227815,0.7562787417125127,15.0,0.33295372,0.71725947,0.0019333139,0.8088040808615152,0.14679765728320424,2.0,3.0,2.5395592271675316,0.2509761098583976,0.35,1.7948815953465775,2.4771610038054845
60,sample_ii_analysis,478968,9537,1,B4,1,2,7389.5,2401.5,7.783848821104879,16030.0,16807.5,9.729581,6.674994794919842,6.998750780762024,5,1.8917618270799346,2.1367427222659323,2.703579858379229,-3.1082381729200654,-2.8632572777340677,-2.296420141620771,0.5668371361132967,1906.0,0.031027814,0.22656552,0.39756063,0.9083905892150739,-0.043098063710181135,3.0,2.0,-0.9679154613520424,0.2139765903582962,0.7,29.761777611156273,6.151045041898493
60,sample_ii_analysis,486940,605,1,B6,2,4,6905.0,3000.0,8.006367567650246,19321.0,19326.0,9.869206,6.440333333333333,6.442,15,9.444244604316546,9.983812949640289,10.645184648805214,-5.555755395683454,-5.0161870503597115,-4.354815351194786,0.6613716991649259,20.0,0.85144365,0.98866814,0.0051226327,0.9936666666666667,0.6893333333333334,4.0,9.0,3.2047790339157345,0.10247683957383558,1.65,3.024998567008972,3.600404738101363
60,sample_ii_analysis,483786,14037,1,B4,1,2,7015.0,1934.0,7.56734567601324,14703.0,14705.0,9.5959425,7.602378490175801,7.6034126163391935,8,4.348559670781893,4.746502057613169,5.647308781869689,-3.651440329218107,-3.253497942386831,-2.3526912181303112,0.9008067242565199,4.0,0.27942878,0.6314859,0.03645019,0.8945191313340227,0.1375387797311272,2.0,2.0,-4.071509104233604,0.39342625670426656,0.35,1.6363947617428254,3.595005883032282
60,sample_ii_analysis,470231,1369,1,B4,1,2,7000.0,2455.0,7.805882040228621,17846.0,17857.0,9.790151,7.269246435845214,7.273727087576375,8,4.8321799307958475,5.229603729603729,6.080576307363928,-3.1678200692041525,-2.7703962703962706,-1.9194236926360722,0.8509725777601984,12.0,0.29881838,0.6638853,0.017136138,0.8932790224032586,0.11690427698574338,2.0,2.0,-1.1600593464103248,0.24268382530754806,0.35,1.7898079102369528,1.7680011078067202
59,sample_ii_analysis,451743,490,1,B6,2,4,7783.0,2689.0,7.896924656268864,16844.0,19815.0,9.894195,6.264038676087765,7.3689103756043135,3,1.6904390934844193,1.8808781869688387,2.321986888552698,-1.3095609065155807,-1.1191218130311613,-0.678013111447302,0.4411087015838593,3538.0,0.01695685,0.20716628,0.4246278,0.9193008553365564,-0.22647824470063221,2.0,4.0,0.9861888131244845,0.27749875817229963,0.35,54.33957030481967,9.826283611176866
64,sample_ii_calib,641446,13279,1,B4,1,2,7012.0,1187.0,7.079184394609668,8263.0,8267.0,9.020027,6.961246840775063,6.964616680707667,8,4.0906521739130435,4.348695652173913,5.1217672413793105,-3.9093478260869565,-3.6513043478260867,-2.8782327586206895,0.7730715892053972,10.0,0.18906495,0.5167534,0.0752389,0.8433024431339511,0.07160909856781802,2.0,2.0,-3.3737324216230125,0.5234473756028581,0.35,1.5022798413123617,3.5742040598563705
50,sample_i_analysis,168215,7471,1,B6,2,4,6924.5,1841.5,7.5183357358851195,13159.0,13166.0,9.485393,7.14580505023079,7.149606299212598,8,4.285886214442013,4.688840262582056,5.581090651558074,-3.714113785557987,-3.3111597374179436,-2.418909348441926,0.8922503889760174,10.0,0.24054383,0.59224516,0.043141425,0.8430627206081999,0.10344827586206896,1.0,2.0,0.03535603083848926,0.38769893887119267,0.0,1.5946541540759624,1.2962336052192776
62,sample_ii_analysis,559752,2528,1,B6,2,4,6944.5,2036.5,7.618987927088467,13244.0,13301.0,9.495595,6.50331451018905,6.531303707341026,9,6.015580568720379,6.256872037914692,6.980746445497631,-2.984419431279621,-2.7431279620853077,-2.0192535545023693,0.7238744075829384,21.0,0.3491467,0.768852,0.0015788287,0.8080039283083722,0.0969801129388657,1.0,3.0,1.0882325742688703,0.2599186768984456,0.0,1.9130687630709224,1.5279044326468
37,sample_i_calib,664319,3045,1,B4,1,2,7120.0,2786.0,7.932362154339751,22098.0,22301.0,10.012387,7.931801866475233,8.004666188083274,7,2.1716730038022813,2.4365019011406845,3.187066974595843,-4.828326996197719,-4.5634980988593155,-3.812933025404157,0.7505650734551583,1255.0,0.12945607,0.353168,0.29003185,0.9946159368269921,0.07106963388370424,2.0,1.0,-2.9439118989788504,0.2820159005264742,0.35,20.251560055674705,5.589133493240807
62,sample_ii_analysis,547363,7873,1,B4,1,2,7004.0,2072.0,7.6362696033793735,7514.0,7534.0,8.927181,3.6264478764478763,3.636100386100386,16,12.545989304812835,13.046459627329192,13.818633540372671,-3.454010695187165,-2.9535403726708083,-2.181366459627329,0.7721739130434795,10.0,0.99628353,0.9973454,0.0025219007,0.5704633204633205,0.0,1.0,10.0,-2.8843199391558016,-0.3750067953758407,0.75,2.627866340696121,3.4148847469460404
61,sample_ii_analysis,512427,7960,1,B6,2,4,6928.0,2587.0,7.858254182186029,17987.0,18023.0,9.799404,6.952841128720526,6.966756861229223,9,5.715895953757226,6.16725755995829,6.976538060479666,-3.284104046242774,-2.8327424400417103,-2.0234619395203337,0.8092805005213766,24.0,0.37196916,0.77745104,0.0012206625,0.860456126787785,0.14418245071511404,1.0,3.0,3.629238654837499,0.23572110719219097,0.0,2.062091846297411,2.750259150794018
61,sample_ii_analysis,516908,12161,1,B4,1,2,7025.5,2432.5,7.79667481406016,18205.0,18213.0,9.809891,7.484069886947585,7.487358684480987,9,5.163231382978723,5.486702127659575,6.336021505376344,-3.836768617021277,-3.5132978723404253,-2.663978494623656,0.8493193777167694,9.0,0.34382033,0.7089716,0.0071377587,0.813360739979445,0.16258992805755396,2.0,3.0,-5.233976229638664,0.27573862095491286,0.35,1.729909488240837,3.8736598198445877
61,sample_ii_analysis,526677,4934,1,B6,2,4,6947.0,3236.0,8.082093278178382,27724.0,27767.0,10.231604,8.567367119901112,8.580655129789864,5,2.300883218842002,2.6184494602551522,3.3134087237479806,-2.699116781157998,-2.3815505397448478,-1.6865912762520194,0.6949592634928283,1062.0,0.16411568,0.4087586,0.25865236,0.9830037082818294,0.10228677379480841,1.0,2.0,1.9602359698310012,0.361062724588157,0.0,17.405012677977936,4.605274547564125
61,sample_ii_analysis,512067,7593,1,B4,1,2,7023.5,2698.5,7.900451342058697,21072.0,21083.0,9.956223,7.808782657031684,7.812858995738373,9,5.241769801980198,5.575742574257426,6.385743801652892,-3.7582301980198016,-3.4242574257425744,-2.6142561983471078,0.8100012273954666,14.0,0.36157092,0.730138,0.004079116,0.8825273299981471,0.22178988326848248,2.0,3.0,-2.1937703501893857,0.271997804744494,0.35,1.9198604601346632,2.380372876957111
63,sample_ii_analysis,585101,9892,1,B6,2,4,6901.5,1227.5,7.1127348596686755,9178.0,9184.0,9.125218,7.4769857433808555,7.481873727087576,8,4.60546875,5.086715867158672,5.766143911439114,-3.39453125,-2.913284132841328,-2.233856088560886,0.6794280442804421,6.0,0.2847343,0.6437827,0.022648083,0.9177189409368636,0.1454175152749491,2.0,2.0,3.1402174514250447,0.5835572823688917,0.35,1.7037844848195796,3.6492742210595184
62,sample_ii_analysis,541303,2218,1,B4,1,2,7113.0,2045.0,7.623153068476902,14400.0,14587.0,9.587886,7.041564792176039,7.133007334963326,5,2.146875,2.4025,3.168742216687422,-2.853125,-2.5975,-1.8312577833125778,0.7662422166874223,987.0,0.09426201,0.31281278,0.32282168,0.8679706601466992,0.060146699266503664,1.0,2.0,-2.4295454545454565,0.3046658111530771,0.0,16.016236412604602,4.475491892702012
51,sample_i_analysis,189047,10121,1,B4,1,2,6990.5,2722.5,7.909305854807116,20736.0,20744.0,9.940012,7.616528925619835,7.619467401285583,7,3.4021739130434785,3.8405797101449277,4.559431021044427,-3.5978260869565215,-3.1594202898550723,-2.4405689789555733,0.7188513108994989,29.0,0.19779213,0.48589954,0.1250482,0.8662993572084481,0.1169880624426079,2.0,1.0,-2.2731603811353995,0.24298262126221992,0.35,1.8305850585613697,2.32878104238174
60,sample_ii_analysis,486597,286,1,B8,3,6,6896.5,3629.5,8.196850176724896,31834.0,31840.0,10.368479,8.770905083344813,8.772558203609313,7,5.038188134687333,5.232175307322287,5.814136825227151,-1.9618118653126668,-1.7678246926777126,-1.185863174772849,0.5819615179048636,14.0,0.39610553,0.6993247,0.009484924,0.9123846259815401,0.29053588648574186,1.0,1.0,0.0,0.36156477098702666,0.0,2.0178515013579017,1.2737682544547466
63,sample_ii_analysis,605111,12165,1,B4,1,2,7431.0,2492.0,7.820840879907344,17214.0,18312.0,9.815311,6.907704654895666,7.348314606741573,7,1.8138539042821158,2.0693570451436387,2.5807113543091655,-5.186146095717884,-4.930642954856362,-4.419288645690834,0.5113543091655268,2279.0,0.03604194,0.22832023,0.3926387,0.9907704654895666,-0.07263242375601926,4.0,1.0,-1.9400673639232435,0.24621243981008512,1.0499999999999998,35.48237950752984,7.866426521788841
57,sample_i_analysis,380741,16370,1,B6,2,4,6919.0,3549.0,8.174421152646497,22284.0,22288.0,10.011804,6.278951817413356,6.280078895463511,12,10.061063569682151,10.27799511002445,10.928789731051344,-1.938936430317849,-1.7220048899755493,-1.071210268948656,0.6507946210268933,10.0,0.9007089,0.99730796,0.0017049534,0.9430825584671738,0.8830656522964215,1.0,6.0,2.2527206481614748,0.014691747802617172,0.15,2.9029751150061895,1.7200472742208972
60,sample_ii_analysis,478278,8885,1,B6,2,4,6917.5,1870.5,7.5339610537882,12732.0,12745.0,9.452894,6.806736166800321,6.813686180165731,9,5.7152830188679244,6.1480106100795755,6.892241379310345,-3.2847169811320756,-2.8519893899204245,-2.107758620689655,0.7442307692307697,12.0,0.3599843,0.76990974,0.0007061593,0.8454958567228014,0.12590216519647154,1.0,3.0,4.255317847905662,0.33378005118148835,0.0,1.8425667833335513,3.2896805990298694
60,sample_ii_analysis,466244,14032,1,B8,3,6,8351.0,2757.0,7.921898411023797,15444.0,19608.0,9.883693,5.601741022850925,7.112078346028292,3,1.6206036745406824,1.7412073490813649,2.145910780669145,-1.3793963254593176,-1.2587926509186351,-0.8540892193308549,0.4047034315877802,4210.0,0.03365973,0.26963484,0.42936558,0.7290533188248096,-0.2807399347116431,1.0,4.0,0.0,0.22828997445123633,0.0,64.25389545760862,10.454288830606389
60,sample_ii_analysis,486856,524,1,B6,2,4,6950.5,3153.5,8.056268226103706,24932.0,24974.5,10.12561,7.906136039321389,7.919613128270176,8,5.116117065127782,5.376092333058533,6.11589099816289,-2.8838829348722177,-2.6239076669414674,-1.8841090018371096,0.7397986651043578,29.0,0.32877535,0.6896034,0.0076277805,0.969240526399239,0.19137466307277629,1.0,2.0,2.024612532176029,0.2904726534918538,0.0,2.1898842549815463,2.1176526070907524
59,sample_ii_analysis,445403,10964,1,B6,2,4,7466.0,2343.0,7.759187438507795,13175.0,15256.0,9.632729,5.623132735808793,6.5113102859581735,4,1.773076923076923,2.0296851574212895,2.5565967016491755,-2.226923076923077,-1.9703148425787105,-1.4434032983508245,0.526911544227886,2293.0,0.009570005,0.17481646,0.44729942,0.9688433632095604,-0.16047801963294922,1.0,3.0,0.05667925326513057,0.20485474171619344,0.0,35.67112485726091,6.040390555325902
