mask,samples,method,family,joint_score,energy_res68,energy_mae,energy_bias,timing_res68_samples,timing_mae_samples,pid_auc,stress_auc,n_events,n_runs,energy_res68_ci_low,energy_res68_ci_high,timing_res68_samples_ci_low,timing_res68_samples_ci_high,pid_auc_ci_low,pid_auc_ci_high,stress_auc_ci_low,stress_auc_ci_high
all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",mlp,neural_tabular,0.18794871437539065,0.13109952926635746,0.22244374454021454,0.028475284576416016,1.4425429558753968,1.2599035898134823,0.9919731289700933,0.9959219300544173,4200,7,0.08540022754669191,0.20463496446609497,1.3103215739130978,1.5626038879156112,0.9900403522904774,0.9940083501992361,0.9942410605897797,0.9979958901669438
peak_charge_8_11,"8,9,10,11",residual_cnn_gru_new,new_architecture,0.18934081949702958,0.07936443880717946,0.1093146750207699,0.015015096627804425,1.433782633619812,1.253970719769777,0.9409237283449162,0.9714052141289361,4200,7,0.053044311672468134,0.11428722624880092,1.3606509377565572,1.4986119421634039,0.9342098838870856,0.9471487198442746,0.9605225868912285,0.9778046079604772
late_tail_12_17,"12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.1901040160631875,0.09328449779380647,0.11878171361964754,0.008477790927062578,1.4197831618373697,1.2213167745560851,0.9413946947223197,0.980547202839971,4200,7,0.06194688660216041,0.12253850247287858,1.378700703890577,1.4773135966051913,0.9337391139116226,0.948921528213698,0.9738065224470357,0.9880940875773578
peak_charge_8_11,"8,9,10,11",gradient_boosted_trees,tree,0.1953597503924051,0.09012799134523398,0.11678902356208627,0.030440329046895087,1.4683918404768446,1.2521272678349809,0.9490490122155103,0.966506612299126,4200,7,0.06698692666909468,0.11639441995171618,1.3744556942937325,1.5264224692474637,0.942527035746794,0.9558353309618708,0.9545359915219783,0.977232285410188
rising_edge_4_7,"4,5,6,7",residual_cnn_gru_new,new_architecture,0.20108044828600183,0.08337831368235962,0.12844175978944436,-0.0023164032829576797,1.4043967084218636,1.2830141908062325,0.89075113240288,0.9710483514837289,4200,7,0.052631010958211176,0.12431550776092051,1.3481239146571333,1.4742421854304537,0.8782265088116258,0.9058671216069352,0.9602799913254135,0.9819873999519675
rising_edge_4_7,"4,5,6,7",gradient_boosted_trees,tree,0.20269564194928372,0.08946248842751889,0.12976966549726165,0.0005416747568309788,1.4321605880777943,1.2962224308244792,0.9013166878038055,0.9706916149383965,4200,7,0.06119063155967805,0.11497151467383976,1.3718292223754776,1.4746657824930074,0.8815078506228636,0.9162144245018188,0.961741340526916,0.9788217060168714
all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",ridge,linear,0.20500056668548258,0.1272042083740235,0.12938906252384186,0.0011701583862304688,1.6189382672309875,1.5767432156063261,0.9900572891154349,0.9876293500989,4200,7,0.0834399971961975,0.15883178424835204,1.4085318599939347,1.7100746840238572,0.987653620578988,0.9922954597116153,0.9833208263540867,0.9912013451973569
late_tail_12_17,"12,13,14,15,16,17",gradient_boosted_trees,tree,0.21071257235788474,0.13769803295974084,0.14078354554972908,0.02244228523821956,1.488183447122681,1.2232467617058311,0.9464247571587806,0.9737550852926942,4200,7,0.104133967781601,0.17049874265141998,1.4192249453148003,1.5368106910742891,0.9386911514642516,0.9528595409827125,0.9655208126020106,0.9833189086519909
causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",mlp,neural_tabular,0.22415958630273122,0.18434490203857434,0.2838685214519501,-0.031261444091796875,1.4572746360301971,1.2645342215115116,0.9550364704097094,0.9472012258925413,4200,7,0.13106972885131835,0.29154745721817005,1.3399746516346933,1.5725679503679275,0.9496020601086851,0.9602276602571538,0.9287853981639081,0.9639315777483759
causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",ridge,linear,0.2297503299960008,0.13229869842529296,0.15071870386600494,-0.00681304931640625,1.6440833520889282,1.6010221841789427,0.9536295992277934,0.9274822318971649,4200,7,0.09834859895706177,0.1635582685470581,1.2777140626311303,1.7606218079328537,0.9460936651337555,0.9603851863468549,0.916928798294489,0.9357486746998307
peak_charge_8_11,"8,9,10,11",attention_transformer_small,attention,0.23486546852042695,0.1757481466703992,0.18822600001310313,0.041164231428563625,1.4772542919909926,1.391885381571486,0.9285398286332356,0.9273615543171428,4200,7,0.12418766260655874,0.23772514836061587,1.392482209150809,1.6201480928002527,0.9226026609800915,0.9367256727642215,0.9067474443970571,0.9518798118043154
all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",cnn1d,neural_waveform,0.23578768976565292,0.2479918098449707,0.3720152974128723,-0.0017066001892089844,1.5722641301155094,1.4335982539611203,0.9888520921836094,0.9943706493967004,4200,7,0.18612253999710085,0.3589673452377318,1.420632912963629,1.7233828283250334,0.9849396389534646,0.9926420168308157,0.9926429049986012,0.996278328643064
rising_edge_4_7,"4,5,6,7",mlp,neural_tabular,0.2378179291862862,0.14651327133178713,0.23417207598686218,-0.017946720123291016,1.5585683345794679,1.4178324560271132,0.8985726599955601,0.9487639816388496,4200,7,0.10386563873291017,0.2130132513046266,1.5041762173473838,1.5950944057404994,0.8784295456543967,0.9172033155043694,0.9387823387094127,0.9624769900402625
rising_edge_4_7,"4,5,6,7",attention_transformer_small,attention,0.24004270465624494,0.16492258983713007,0.18725921484814176,0.0005917239253498963,1.4848448362568953,1.4416730474136996,0.8785862045377884,0.9526117932133551,4200,7,0.08551684182030683,0.24953493121972148,1.4000609996266382,1.5906805143337583,0.861108444319604,0.8913626931586751,0.940403080385969,0.9648472126607411
peak_charge_8_11,"8,9,10,11",mlp,neural_tabular,0.24260589058244672,0.17695991516113282,0.2436533421278,0.03995323181152344,1.6166971802711487,1.3830175342304365,0.9510223796827676,0.9286070427788781,4200,7,0.11252690649032597,0.2865227265357971,1.5118858280777931,1.704827730357647,0.9431055203326649,0.9588822983773023,0.9104031437645536,0.9463776760809725
late_tail_12_17,"12,13,14,15,16,17",mlp,neural_tabular,0.2457573267901916,0.2001133728027344,0.21587617695331573,0.035653114318847656,1.635864944458008,1.3518401389462606,0.9507262238639214,0.9614264266498467,4200,7,0.14091316127777112,0.2462277641296387,1.5785589711070063,1.67440259167552,0.9417930649287545,0.9581633610724264,0.9518451153641347,0.9729564788078484
peak_charge_8_11,"8,9,10,11",ridge,linear,0.249630924106133,0.184541130065918,0.20747803151607513,0.08191680908203125,1.5408855390548708,1.597850332118216,0.9274821854412421,0.9071811608804898,4200,7,0.12191898536682132,0.22735853099822997,1.3384897150397301,1.6873179100751876,0.9164169536573815,0.9362255990729726,0.8924035601839304,0.9193448979519951
causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",cnn1d,neural_waveform,0.2497694920393206,0.23836906433105473,0.376313179731369,-0.03480720520019531,1.5803925263881686,1.4325530621551332,0.9563817516646972,0.9631408805453366,4200,7,0.159136411190033,0.37591705894470206,1.417452806979418,1.773639103770256,0.9500352793290879,0.964737425382026,0.9577694984345895,0.9716761902940438
late_tail_12_17,"12,13,14,15,16,17",attention_transformer_small,attention,0.2613706228322773,0.23071472001484625,0.22741394165187231,0.05936454001518232,1.623479871388172,1.3779782937292582,0.9282811509401375,0.9602428532265552,4200,7,0.16059934509801613,0.29706628320915973,1.5100010037753515,1.664895734190366,0.9184636078028523,0.939640411998899,0.9440507527120575,0.970887521232525
peak_charge_8_11,"8,9,10,11",cnn1d,neural_waveform,0.26405530130992777,0.26010692596435553,0.3575038015842438,0.023622512817382812,1.628903855085373,1.4484727845376446,0.9469110554967175,0.9583128946453201,4200,7,0.18091652870178224,0.3743134737014769,1.5278153383731843,1.7037562758326532,0.9384776714021585,0.9578403132541746,0.9488822012702366,0.9718271232444898
late_tail_12_17,"12,13,14,15,16,17",cnn1d,neural_waveform,0.2668614674062315,0.2778234672546387,0.3434174954891205,-0.005107402801513672,1.6342568123340608,1.3872778146394662,0.9501886879484763,0.9653752442239323,4200,7,0.19882432699203492,0.4010270357131957,1.584006554991007,1.6889224128723148,0.9425251983810852,0.9579808484068667,0.9549584791049442,0.9759986521786107
rising_edge_4_7,"4,5,6,7",cnn1d,neural_waveform,0.27715677517721776,0.25930368423461914,0.37274056673049927,0.0015730857849121094,1.6193438166379932,1.5018054227495476,0.8930806731071383,0.9563810445659655,4200,7,0.1691218724250794,0.39788091754913346,1.5172104599475866,1.7376214675307275,0.8751555024224599,0.912802561666988,0.9447101216309778,0.9696386690475564
late_tail_12_17,"12,13,14,15,16,17",ridge,linear,0.2826873191146651,0.24103052139282227,0.24186979234218597,0.07294130325317383,1.7856287527084351,1.591903399016176,0.9381756382223417,0.9361329354966357,4200,7,0.1768854913711548,0.306332498073578,1.4863765730261806,1.876325873851776,0.9266355947046643,0.9462089953574984,0.9225487027764541,0.9512608515796916
rising_edge_4_7,"4,5,6,7",ridge,linear,0.28735577673190477,0.23529201507568362,0.24539034068584442,-0.04962444305419922,1.5656033134460452,1.6067250251344272,0.889375056184428,0.8426374444498528,4200,7,0.208404541015625,0.2601250400543213,1.2718230982422833,1.7433783538341536,0.8665808763584779,0.9091199171789204,0.8208081387196305,0.8638088478179126
pretrigger_0_3,"0,1,2,3",residual_cnn_gru_new,new_architecture,0.5015108166793681,0.66831699185058,0.5397053499665264,0.05074360386478638,1.430418247862776,1.4585387559590899,0.6615769799392435,0.6430690086607918,4200,7,0.5896504177784826,0.719199917821732,1.293122892122304,1.546875987621551,0.6444309692970693,0.6797822581908349,0.6104236691629487,0.6610298245581221
pretrigger_0_3,"0,1,2,3",gradient_boosted_trees,tree,0.5043779738166931,0.6723841098401951,0.5408009931707285,0.06511500219413513,1.4604779757079611,1.4664288149355422,0.668149018269669,0.6444651864727116,4200,7,0.5901529128329811,0.7201840994803178,1.3194350481553925,1.5805656117718065,0.6478899174618981,0.6877759423722204,0.6054888838804332,0.6717189084611359
pretrigger_0_3,"0,1,2,3",attention_transformer_small,attention,0.505026313863268,0.6776528371188768,0.5471473651493619,0.03186783663081627,1.4266676484739993,1.5216175540686334,0.6588295450286576,0.6356318902547746,4200,7,0.605380762824225,0.717247478609697,1.301456704474283,1.6451440580346843,0.6443766593662873,0.6728398919444839,0.6062636455950875,0.6726157995290806
pretrigger_0_3,"0,1,2,3",mlp,neural_tabular,0.5230719704595687,0.7257163619995117,0.6133513450622559,0.03548908233642578,1.5269906613230706,1.4852330074521403,0.6828475198522681,0.6348185460634015,4200,7,0.6386876273155213,0.783965935230255,1.4160696531236172,1.6594075772315264,0.6676064972851796,0.6993242480186931,0.6024168397503001,0.6618296806983104
pretrigger_0_3,"0,1,2,3",cnn1d,neural_waveform,0.5408820910127223,0.7588114738464357,0.6971603035926819,0.06046915054321289,1.5544562032818796,1.4968527988282343,0.6854657469587024,0.6076471755771781,4200,7,0.6693807191848756,0.8180672249794007,1.462667316712439,1.7031994600817562,0.6736625167433207,0.6991510831961834,0.5820246294704086,0.6380790690485799
pretrigger_0_3,"0,1,2,3",ridge,linear,0.5445804936810008,0.6982794761657716,0.5753138661384583,0.09944772720336914,1.7268983650207528,1.7312656897022611,0.6569393894839524,0.6389561351498104,4200,7,0.619913387298584,0.7525484442710876,1.183816364258528,1.8156364607810975,0.6419809673310417,0.6707576995164457,0.6007180848289596,0.6744406757843926
