bin_family,subset,method,n,bias_frac,res68_frac,res68_ci_low,res68_ci_high,mae_mev
pileup_bin,complement,gradient_boosted_trees,305087,-0.0130872867127653,0.0464838596087953,0.04164183934432101,0.053218224178803536,0.708181828457255
pileup_bin,complement,mlp,305087,-0.5320267299331357,0.5989613814197942,0.5805899506129191,0.6086871006537009,9.037385722455625
pileup_bin,complement,1d_cnn,305087,-0.1129353353297494,0.2448529772722644,0.23723034089394057,0.2619145405015575,2.8116723976955518
pileup_bin,complement,transformer,305087,0.0712260293800933,0.1254772332852539,0.10699594181217063,0.1601449650404041,1.6549748280630396
pileup_bin,complement,physics_residual_mlp,305087,-0.0058146114393807,0.0497376851518415,0.046197406247766346,0.05567744544456652,0.7981993660819235
pedestal_bin,in_stratum,old_power_law,166426,-0.2820417382316676,0.3584205021099526,0.34081243404896105,0.3747249064089886,6.252696956190679
pedestal_bin,in_stratum,geant4_birks_lookup,166426,-0.0232582648913174,0.0332155477031802,0.03254161823985742,0.03447572770212713,1.1234949091217272
pedestal_bin,in_stratum,ridge,166426,-0.0285816897092456,0.0823128671725288,0.07758487866935258,0.10138015107103705,1.507174247134041
pedestal_bin,in_stratum,gradient_boosted_trees,166426,-0.0119014367127415,0.0344219329111558,0.030237398589302727,0.04412710315661763,1.0635290495044436
pedestal_bin,in_stratum,mlp,166426,-0.5045691595861409,0.6009802609847761,0.5628781577398426,0.6207929046623653,9.4238513124621
pedestal_bin,in_stratum,1d_cnn,166426,-0.2188353830045989,0.2629560613418301,0.2520034959757877,0.2729690000035668,3.9592006515876967
pedestal_bin,in_stratum,transformer,166426,0.0249741908713518,0.09741789692755,0.07743799908350579,0.13770124659098992,1.7765623458695274
pedestal_bin,in_stratum,physics_residual_mlp,166426,-0.0140125463725544,0.0493442218361931,0.0455675954835902,0.05733139744451903,1.131506930421725
pedestal_bin,complement,old_power_law,166426,-0.3719740622680511,0.8707426404055544,0.48443154771460273,1.5124729188770152,9.47290320248382
pedestal_bin,complement,geant4_birks_lookup,166426,-0.022080016512918,0.0485840440679428,0.047319443505593146,0.05009641353792332,1.04137701083147
pedestal_bin,complement,ridge,166426,-0.0082162527820952,0.0972674645574279,0.06960332414937094,0.14269500899580312,1.1222686312605736
pedestal_bin,complement,gradient_boosted_trees,166426,-0.0188405859338677,0.0665993243527631,0.059794929225801506,0.07736802708657219,0.8573939964312167
pedestal_bin,complement,mlp,166426,-0.5543484240232164,0.5989357678827216,0.5866100334661772,0.6047026147838814,9.083638328054075
pedestal_bin,complement,1d_cnn,166426,-0.0364558979671476,0.2027369390948793,0.15162387222474974,0.2716201835674247,2.0876510890677284
pedestal_bin,complement,transformer,166426,0.1000566557434799,0.1630407505723923,0.13261538096161285,0.2309182323080671,1.9385416667883928
pedestal_bin,complement,physics_residual_mlp,166426,0.0043707343577108,0.0622829947515696,0.054449161414114225,0.07663372969343378,0.8473403550600901
pulse_shape_depth_bin,in_stratum,old_power_law,15256,-0.4507838447489732,0.6275707704570951,0.614006816795479,0.6472651286853408,13.617154369951752
pulse_shape_depth_bin,in_stratum,geant4_birks_lookup,15256,-0.0170259586431105,0.1166683814900125,0.10319423352284998,0.13378843463779067,3.08324219733879
pulse_shape_depth_bin,in_stratum,ridge,15256,-0.0077749147033582,0.19847340268788,0.1904096170997963,0.2099297850993197,3.036155950365097
pulse_shape_depth_bin,in_stratum,gradient_boosted_trees,15256,-0.127709845191876,0.2269055844374175,0.21149232649759478,0.24463894509532866,4.405746782918181
pulse_shape_depth_bin,in_stratum,mlp,15256,-0.2092978316830075,0.569799671922388,0.5540239618200519,0.6017063628994858,10.648146789430749
pulse_shape_depth_bin,in_stratum,1d_cnn,15256,-0.0369627587685811,0.3347000980276802,0.28671982308356925,0.40628508675257935,5.171758886616624
pulse_shape_depth_bin,in_stratum,transformer,15256,-0.0175110358115398,0.2768162335070738,0.25806392417210966,0.31728473177803246,4.127885472459649
pulse_shape_depth_bin,in_stratum,physics_residual_mlp,15256,0.072353879531195,0.2638742116943157,0.2461179163603646,0.3092860628009942,3.975650238096323
pulse_shape_depth_bin,complement,old_power_law,317596,-0.293097618031704,0.4570186592470199,0.44318411376165795,0.5006842800993188,7.586384667752673
pulse_shape_depth_bin,complement,geant4_birks_lookup,317596,-0.0236498190460866,0.0397986522320306,0.03836732364962976,0.041103898722511426,0.9863254927251294
pulse_shape_depth_bin,complement,ridge,317596,-0.0182384382755745,0.0829254951355034,0.07439611206421769,0.10833223345875125,1.2320308357187504
pulse_shape_depth_bin,complement,gradient_boosted_trees,317596,-0.0134466280371732,0.0483697071780175,0.04245026200488567,0.05730609149541805,0.7949642499360458
pulse_shape_depth_bin,complement,mlp,317596,-0.5329436794740513,0.599817607242479,0.5843709771000748,0.6089108782419088,9.18676350927905
pulse_shape_depth_bin,complement,1d_cnn,317596,-0.1118479686071126,0.2454900467199391,0.23831444037105365,0.26151526010183995,2.92022882598048
pulse_shape_depth_bin,complement,transformer,317596,0.0692604090153661,0.1300689415468675,0.10797325089889107,0.16650678148113085,1.7484945642979213
pulse_shape_depth_bin,complement,physics_residual_mlp,317596,-0.005952026553706,0.0512161807684597,0.047069096969471605,0.05763216740302473,0.8459776518003977
