event_key,run,eventno,run_family,d_t_ns,abs_c_t_ns,clean_label,gross_label,event_max_amp,b2_amp,event_charge,fold,family_label,traditional_curvature_tail_score,ml_waveform_tail_score,shuffled_label_tail_score
60:495751:8785:106739,60,495751,high_all_three_rate,5.260357191368584,3.701693632705016,0,0,4999.0,4999.0,122041.0,holdout_low58_high60,1,0.004894581733874302,0.30292574847062725,0.052259519081891435
58:420245:4054:31245,58,420245,low_all_three_rate_edge,6.500537724994821,7.151485734775555,0,0,5983.0,5983.0,97647.0,holdout_low58_high60,0,0.009306653319890355,0.14072759497116544,0.18261691956719836
58:404180:5444:15198,58,404180,low_all_three_rate_edge,3.069253854612331,3.343607323836167,0,0,3272.5,2389.5,70965.5,holdout_low58_high60,0,0.004578099721550391,0.0,0.45825248638356625
60:476514:7243:87502,60,476514,high_all_three_rate,5.974221149627034,7.341113463228261,0,0,3381.0,3381.0,85039.5,holdout_low58_high60,1,0.009640368170090632,0.3280340889816631,0.2115476924806855
58:420334:4140:31334,58,420334,low_all_three_rate_edge,3.6138727274789346,4.524441940712876,0,0,3829.5,2794.5,29955.5,holdout_low58_high60,0,0.005706623123909555,0.8016293013198654,0.0774579656454851
58:407215:8277:18230,58,407215,low_all_three_rate_edge,4.659118509799519,7.146396012150376,0,0,4939.0,2496.0,99195.0,holdout_low58_high60,0,0.009297855711841729,0.23776099911446535,0.18516450996857758
60:465743:13571:76731,60,465743,high_all_three_rate,7.41841332675579,2.8758940736237193,0,0,4209.0,3357.5,112612.5,holdout_low58_high60,1,0.004195212931042547,0.4903183137158201,0.11735112512076197
60:474551:5416:85539,60,474551,high_all_three_rate,4.628089440841798,3.953728740976395,0,0,2662.5,2368.0,68603.5,holdout_low58_high60,1,0.005130297886277827,0.4123551337486951,0.08360877678934119
58:394656:12923:5698,58,394656,low_all_three_rate_edge,6.399708618517899,6.193958898758986,0,0,4076.0,3354.0,108342.0,holdout_low58_high60,0,0.007788642200219807,0.523025911575325,0.051164605864288684
58:405995:7135:17010,58,405995,low_all_three_rate_edge,4.608449273619076,7.152213025644446,0,0,5118.5,4149.0,116855.0,holdout_low58_high60,0,0.009307911118532793,0.05391582397586095,0.3082973112006249
58:421877:5573:32871,58,421877,low_all_three_rate_edge,6.695324904439872,7.659217927485912,0,0,3265.0,2895.0,79333.5,holdout_low58_high60,0,0.01022699289941255,0.7205203910944745,0.05613319088416627
60:496410:9398:107398,60,496410,high_all_three_rate,1.9599212798655579,2.242761770027844,1,0,4717.0,4717.0,109119.0,holdout_low58_high60,1,0.0037272228222412765,0.01043229661922834,0.39681588822796016
58:407221:8283:18236,58,407221,low_all_three_rate_edge,6.660844743247338,3.4208145816496938,0,0,5122.5,5122.5,102324.5,holdout_low58_high60,0,0.004644567476471787,0.8637706521744731,0.08564535956090454
60:492612:5887:103600,60,492612,high_all_three_rate,4.542980382398071,6.422857154857091,0,0,6514.0,3647.0,119223.5,holdout_low58_high60,1,0.008127530971121816,0.06298408413940412,0.29696623266608463
58:399602:1163:10635,58,399602,low_all_three_rate_edge,5.175653647791776,2.8252691476419756,0,0,2681.0,2087.0,60294.0,holdout_low58_high60,0,0.004155731695076169,0.6767069593183427,0.05322042752171741
60:498776:11596:109764,60,498776,high_all_three_rate,6.24719788243884,6.281516976998901,0,0,3323.5,3084.5,46317.5,holdout_low58_high60,1,0.007916585710583984,0.8076277226402542,0.07974255649597162
60:481422:11842:92410,60,481422,high_all_three_rate,5.275510204081627,4.674967106184027,0,0,4472.0,3223.5,81758.0,holdout_low58_high60,1,0.005869072508171391,0.8187332192118983,0.08416803954313377
58:401022:2495:12051,58,401022,low_all_three_rate_edge,3.844320903931493,4.245480495689037,0,0,5230.5,5230.5,104905.0,holdout_low58_high60,0,0.005417293203819738,0.0402082720658562,0.15507380906030618
58:420237:4046:31237,58,420237,low_all_three_rate_edge,2.0780760423604896,0.9710717697958238,1,0,3062.5,2104.5,63339.5,holdout_low58_high60,0,0.0029386079439855297,0.0,0.36271778760178275
58:401083:2548:12110,58,401083,low_all_three_rate_edge,6.86343361488089,4.296286979559127,0,0,2513.0,2513.0,60707.0,holdout_low58_high60,0,0.005468879208596808,0.458154067518735,0.16427449673187675
58:404147:5411:15165,58,404147,low_all_three_rate_edge,6.1042555373875445,6.2993260541881995,0,0,4401.0,3481.0,100402.5,holdout_low58_high60,0,0.007942863128474614,0.711469816512765,0.08861547159602653
60:472170:3172:83158,60,472170,high_all_three_rate,6.9502345680356115,0.8274795934257355,0,0,8259.0,8259.0,142797.0,holdout_low58_high60,1,0.002860744385934432,0.13205732593417735,0.2654310983465216
58:391841:10300:2900,58,391841,low_all_three_rate_edge,4.928271064045262,6.220851213707249,0,0,5070.5,4885.5,114383.5,holdout_low58_high60,0,0.00782771854225031,0.836747076279757,0.05819799578988043
60:472780:3743:83768,60,472780,high_all_three_rate,6.336824142004929,7.960085088795289,0,0,4998.0,3436.0,119240.0,holdout_low58_high60,1,0.010814283594859753,0.06288445616743761,0.41256926484914985
58:402626:3997:13647,58,402626,low_all_three_rate_edge,2.0809789606590527,2.14141072870191,1,0,4544.5,2385.5,83527.5,holdout_low58_high60,0,0.0036572962658319107,0.0029100529100529104,0.35490965202014824
58:392066:10514:3123,58,392066,low_all_three_rate_edge,3.8833956732449693,6.4138118402557325,0,0,5431.0,2050.5,93002.0,holdout_low58_high60,0,0.008113865742090177,0.03550747051744979,0.2913276107871257
58:417165:1152:28167,58,417165,low_all_three_rate_edge,3.7031321526301326,2.498339616819706,0,0,2917.5,2561.0,78956.0,holdout_low58_high60,0,0.003909528122457135,0.013101848661006879,0.29458223139275264
60:468126:15787:79114,60,468126,high_all_three_rate,6.231996224201758,4.499818107936427,0,0,3404.0,3404.0,90993.5,holdout_low58_high60,1,0.005680477473729955,0.4962949147939389,0.11930584815189885
58:410621:11439:21629,58,410621,low_all_three_rate_edge,6.9717997421847,5.263564911609407,0,0,2876.5,2173.5,55322.5,holdout_low58_high60,0,0.0065496357407784705,0.7237267165568179,0.03562982976931767
60:488838:2413:99826,60,488838,high_all_three_rate,5.889687023795574,4.734457123568575,0,0,3802.0,3092.0,106396.0,holdout_low58_high60,1,0.005934535351696634,0.10597377564569158,0.09846899085395563
60:484800:14988:95788,60,484800,high_all_three_rate,4.704326942155575,7.192522231234804,0,0,4696.0,3226.5,122359.0,holdout_low58_high60,1,0.009377886999571249,0.03405385898631116,0.32617487739417517
58:421531:5255:32526,58,421531,low_all_three_rate_edge,6.512428520253152,9.008882437245653,0,0,3381.5,2548.5,80967.0,holdout_low58_high60,0,0.013134369920611785,0.17399238820881027,0.07096054278345931
60:488458:2065:99446,60,488458,high_all_three_rate,1.6756844380403493,3.129154392318597,1,0,5112.0,4734.0,133562.0,holdout_low58_high60,1,0.00439840350088538,0.22811181991344157,0.05205735701997458
58:396978:15063:8018,58,396978,low_all_three_rate_edge,6.312549304218862,6.422556059019591,0,0,8046.0,8046.0,129995.0,holdout_low58_high60,0,0.008127075722865987,0.4698777586551542,0.09650634436125287
60:476180:6927:87168,60,476180,high_all_three_rate,4.9568234610917585,4.595041965930122,0,0,5860.5,5860.5,98032.5,holdout_low58_high60,1,0.005782251587875978,0.8567588849506679,0.09251535534883648
60:494035:7196:105023,60,494035,high_all_three_rate,1.3340833944796202,1.3802276057545484,1,0,4084.0,3720.0,109993.5,holdout_low58_high60,1,0.003172256124137902,0.18748477220267434,0.156613767871373
60:485157:15319:96145,60,485157,high_all_three_rate,4.596158261944716,5.282121396662767,0,0,3097.0,2498.0,76073.5,holdout_low58_high60,1,0.006572321130523433,0.15532487670073414,0.05984506671435061
58:421487:5218:32482,58,421487,low_all_three_rate_edge,6.892447092409867,4.956971688310915,0,0,4954.5,4954.5,85577.0,holdout_low58_high60,0,0.00618588923418913,0.852229284471538,0.0609796301314774
60:485190:15346:96178,60,485190,high_all_three_rate,4.245802959797089,5.658113991349566,0,0,4857.0,2189.5,81731.5,holdout_low58_high60,1,0.007049158681370856,0.49874213303938486,0.13287175816181113
58:403406:4719:14427,58,403406,low_all_three_rate_edge,5.976116885175344,7.905386826444925,0,0,4951.0,3078.5,23821.0,holdout_low58_high60,0,0.010705086185324763,0.7953715089314776,0.07903050397489586
58:394965:13201:6007,58,394965,low_all_three_rate_edge,7.1014613011095165,10.388199831890283,0,0,3699.0,2424.5,74776.5,holdout_low58_high60,0,0.01694660154675025,0.13009148004806917,0.08608099221163967
58:395467:13673:6509,58,395467,low_all_three_rate_edge,5.661513372472278,7.383252245724215,0,0,6664.0,6664.0,141015.0,holdout_low58_high60,0,0.009716120119732507,0.054849432953691414,0.16544363795896092
60:484544:14747:95532,60,484544,high_all_three_rate,5.624678589794868,7.515132951891019,0,0,4775.5,4536.0,166621.0,holdout_low58_high60,1,0.00995702836056428,0.04068741009703187,0.3204755878224433
58:422340:6010:33333,58,422340,low_all_three_rate_edge,7.502994954249317,3.9646906850377093,0,0,5040.0,5040.0,112100.0,holdout_low58_high60,0,0.005140802484694477,0.8278843815689286,0.08691672772409566
58:401498:2943:12525,58,401498,low_all_three_rate_edge,6.354903722721438,6.840913243151533,0,0,5886.0,2427.5,102986.0,holdout_low58_high60,0,0.00878464429378905,0.07252342795338752,0.2560662368915193
58:398580:196:9615,58,398580,low_all_three_rate_edge,5.559270190861298,6.184424509110528,0,0,3344.0,3344.0,88721.5,holdout_low58_high60,0,0.007774834614109028,0.5645446220132767,0.053272261655615785
58:417278:1288:28280,58,417278,low_all_three_rate_edge,4.134415458937198,3.6375210489992895,0,0,6151.0,6151.0,103637.0,holdout_low58_high60,0,0.0048363057313010206,0.09057879568657796,0.1389860288327281
58:401733:3159:12760,58,401733,low_all_three_rate_edge,4.226312213123585,2.4309788368486736,0,0,4237.5,2638.5,107768.5,holdout_low58_high60,0,0.0038606345141593257,0.08171797929327855,0.2253763684732174
60:478305:8910:89293,60,478305,high_all_three_rate,3.272809703173845,3.71836733194181,0,0,3088.5,2351.0,77109.0,holdout_low58_high60,1,0.004909837372128521,0.038558684741103806,0.09328093455508922
60:487101:752:98089,60,487101,high_all_three_rate,3.400219547278361,5.6430415901004025,0,0,5356.5,5356.5,139557.0,holdout_low58_high60,1,0.007029398836498173,0.12595078616915764,0.22877944291553182
58:412157:12844:23160,58,412157,low_all_three_rate_edge,4.635218312844422,2.4567340971461036,0,0,4349.5,4349.5,113208.0,holdout_low58_high60,0,0.003879256549148334,0.6009404222432986,0.06641498550230722
60:473685:4593:84673,60,473685,high_all_three_rate,5.069697652505226,5.389192186747948,0,0,3138.0,2963.5,44260.5,holdout_low58_high60,1,0.006704748385387526,0.8074443974125091,0.06395684529400429
58:399989:1517:11021,58,399989,low_all_three_rate_edge,5.452259001605384,6.664055634075936,0,0,3003.0,3003.0,64650.0,holdout_low58_high60,0,0.008500461096659596,0.7819487764686215,0.08178530575695037
58:402712:4076:13733,58,402712,low_all_three_rate_edge,5.678203661327231,6.1274240189110145,0,0,3356.5,2788.0,71338.0,holdout_low58_high60,0,0.00769279236280033,0.8113511882973525,0.09155585270404011
60:467467:15166:78455,60,467467,high_all_three_rate,3.109511507864802,3.2095700796151903,0,0,4060.5,2874.5,101815.5,holdout_low58_high60,1,0.0044649481041543725,0.057311868131910686,0.11538539719351242
60:473846:4737:84834,60,473846,high_all_three_rate,4.552230089787585,4.614461139109011,0,0,3072.0,2967.5,75818.0,holdout_low58_high60,1,0.005803228055185891,0.4741687608257747,0.1445036642120151
58:398418:42:9453,58,398418,low_all_three_rate_edge,2.9265218134850315,3.871060924375456,1,0,4086.0,2777.0,94619.0,holdout_low58_high60,0,0.0050517638158837025,0.19100939524334945,0.14956756836181995
60:468376:16021:79364,60,468376,high_all_three_rate,6.261614711471452,3.745803353554834,0,0,3225.0,2705.5,90867.0,holdout_low58_high60,1,0.0049350430689847095,0.1274336264248813,0.14996396271733956
60:476889:7582:87877,60,476889,high_all_three_rate,6.522160451083181,9.221214807880727,0,0,5484.0,2955.5,31625.0,holdout_low58_high60,1,0.013660713751881439,0.8062529126977434,0.09415122289763281
60:479497:10044:90485,60,479497,high_all_three_rate,7.4349789513968645,3.068975850863019,0,0,3371.0,3340.0,101902.0,holdout_low58_high60,1,0.004349252063366652,0.04966070678196149,0.2990167881229662
60:480008:10509:90996,60,480008,high_all_three_rate,7.659326501157302,9.394838342540183,0,0,4420.5,3444.0,112412.0,holdout_low58_high60,1,0.014106517464976816,0.07412783387513702,0.2319258109457616
58:404100:5367:15118,58,404100,low_all_three_rate_edge,4.032101171191641,3.173713899336974,0,0,3005.5,2884.5,43478.5,holdout_low58_high60,0,0.004435153914025235,0.8152913773161764,0.08031228003229049
60:494400:7535:105388,60,494400,high_all_three_rate,2.1930241463785656,3.9431995700533164,1,0,2926.5,1900.0,55263.0,holdout_low58_high60,1,0.005120228112150316,0.0,0.31055550323369324
60:494270:7416:105258,60,494270,high_all_three_rate,5.632820159175772,6.409796341098115,0,0,3638.0,2713.5,80056.0,holdout_low58_high60,1,0.008107806623839413,0.10690248085460032,0.15883678186201333
60:492662:5934:103650,60,492662,high_all_three_rate,3.437392006611077,5.804858984387089,0,0,5494.5,2313.5,103497.0,holdout_low58_high60,1,0.007244446164686455,0.03315509775399959,0.3079250958643468
60:478694:9274:89682,60,478694,high_all_three_rate,4.747366325718147,5.493661825494186,0,0,7707.5,7707.5,110642.5,holdout_low58_high60,1,0.006836512232387658,0.8710379630557241,0.0858101936148626
60:495094:8180:106082,60,495094,high_all_three_rate,4.109785011050839,6.5908057119935535,0,0,4455.0,3418.0,111169.0,holdout_low58_high60,1,0.008385446290054731,0.3915973637420992,0.11841420895265335
58:405830:6983:16845,58,405830,low_all_three_rate_edge,5.0072050901992,5.440946933933525,0,0,4175.5,3205.0,103121.5,holdout_low58_high60,0,0.006769706490919194,0.09309059875009178,0.19245952840416045
58:402542:3915:13565,58,402542,low_all_three_rate_edge,7.407867545888735,5.483323638271486,0,0,3141.0,3141.0,66770.5,holdout_low58_high60,0,0.006823359207850144,0.7352008715013592,0.03739472538273544
58:401283:2737:12310,58,401283,low_all_three_rate_edge,6.181472238009341,2.580092384618773,0,0,3998.0,3998.0,96320.0,holdout_low58_high60,0,0.003969697343743934,0.6135983917991019,0.14651787033677033
60:480928:11364:91916,60,480928,high_all_three_rate,4.446560135404212,1.898958543447776,0,0,3849.0,2670.0,16706.5,holdout_low58_high60,1,0.003495275935167537,0.7742331152930718,0.06783171213525191
60:469657:841:80645,60,469657,high_all_three_rate,5.117383131490556,5.583409465876684,0,0,5319.5,3334.5,125535.0,holdout_low58_high60,1,0.006951759199070625,0.08608528200626495,0.41622850119293325
58:408871:9807:19882,58,408871,low_all_three_rate_edge,6.721666666666664,3.00124370594159,0,0,5991.5,5991.5,129799.0,holdout_low58_high60,0,0.004294585003091752,0.13731101606755566,0.15138902539534552
60:487929:1537:98917,60,487929,high_all_three_rate,6.422536455251233,5.143739396889728,0,0,6747.0,6747.0,101745.0,holdout_low58_high60,1,0.006405009919842802,0.7847381585101775,0.04784456494640096
60:470841:1930:81829,60,470841,high_all_three_rate,2.496005568474839,3.877524060479878,1,0,2929.0,2015.5,61447.0,holdout_low58_high60,1,0.0050578604278902475,0.0,0.5380461246982934
60:495595:8641:106583,60,495595,high_all_three_rate,2.660005238630532,3.5581732015851664,1,0,4473.5,2421.0,90476.0,holdout_low58_high60,1,0.0047652027363837045,0.0017195767195767196,0.26679947825481237
60:487177:825:98165,60,487177,high_all_three_rate,7.406123384985747,8.025692673354861,0,0,6036.0,3237.0,122583.0,holdout_low58_high60,1,0.010946713920630317,0.09610573957121063,0.3560411694818798
58:413325:13961:24327,58,413325,low_all_three_rate_edge,5.906910358336212,3.660282691486195,0,0,3531.0,3531.0,109878.5,holdout_low58_high60,0,0.004856896444397119,0.47076927176754174,0.09653376723367316
58:417735:1712:28737,58,417735,low_all_three_rate_edge,4.740127933493454,2.509400907101906,0,0,3265.0,2851.5,41877.0,holdout_low58_high60,0,0.003917615674885924,0.7073581972059834,0.09655778153013385
60:496181:9191:107169,60,496181,high_all_three_rate,3.1059391975030763,3.3947490526651833,0,0,3203.5,2339.5,73442.5,holdout_low58_high60,1,0.004622020941275141,0.18729401150737637,0.07968140070768077
58:399989:1517:11021,58,399989,low_all_three_rate_edge,5.452259001605384,6.664055634075936,0,0,3003.0,3003.0,64650.0,holdout_low58_high61,0,0.009142077352185448,0.8680709600317228,0.0752933603565266
61:505647:1574:116635,61,505647,high_all_three_rate,6.565903286905723,3.903020600547862,0,0,5598.5,4474.5,106848.0,holdout_low58_high61,1,0.005723287697346777,0.5361858103524361,0.03654802494998282
58:405501:6684:16516,58,405501,low_all_three_rate_edge,5.53207700753417,6.848991173483256,0,0,4321.0,2834.5,77693.5,holdout_low58_high61,0,0.009432817371279512,0.8604194876185318,0.09011276054814463
61:524066:2453:135054,61,524066,high_all_three_rate,3.9667992102116756,6.373808739849736,0,0,6215.0,5127.5,171899.5,holdout_low58_high61,1,0.008703580460912356,0.48891341222079127,0.030779610815140815
61:511610:7174:122598,61,511610,high_all_three_rate,2.6026193889110623,5.025935076255834,1,0,8294.0,8294.0,141622.5,holdout_low58_high61,1,0.0069254999356987805,0.031659469288166035,0.0661056103345898
61:532360:10251:143348,61,532360,high_all_three_rate,2.6573152337858197,3.757806339318943,1,0,2504.5,1934.5,43905.5,holdout_low58_high61,1,0.005583804600724249,0.0,0.15803774798280007
58:394656:12923:5698,58,394656,low_all_three_rate_edge,6.399708618517899,6.193958898758986,0,0,4076.0,3354.0,108342.0,holdout_low58_high61,0,0.008442397221998263,0.5653221419767466,0.01780509359653086
61:519279:14405:130267,61,519279,high_all_three_rate,5.007138015184395,6.239573360011988,0,0,2930.5,2815.0,69481.5,holdout_low58_high61,1,0.008507895028003372,0.860001887570823,0.0900556173719889
61:517712:12939:128700,61,517712,high_all_three_rate,2.332955039220618,2.6127794816069283,1,0,3178.0,2419.5,74693.0,holdout_low58_high61,1,0.004596099500970448,0.0,0.22335775694129048
58:405995:7135:17010,58,405995,low_all_three_rate_edge,4.608449273619076,7.152213025644446,0,0,5118.5,4149.0,116855.0,holdout_low58_high61,0,0.00992945905178284,0.05086971638654389,0.026142448836745307
61:503680:16146:114668,61,503680,high_all_three_rate,4.11745183233473,6.021746680822275,0,0,4801.5,3293.5,104381.5,holdout_low58_high61,1,0.008199593498052958,0.10079492166529574,0.005927901463615749
58:406604:7705:17619,58,406604,low_all_three_rate_edge,1.118874284210662,1.734704881262111,1,0,4722.0,4722.0,126259.0,holdout_low58_high61,0,0.003958276111457917,0.1485986683361214,0.023543343359859165
58:398580:196:9615,58,398580,low_all_three_rate_edge,5.559270190861298,6.184424509110528,0,0,3344.0,3344.0,88721.5,holdout_low58_high61,0,0.00842877009137024,0.6560291663470795,0.03615365804278783
58:417278:1288:28280,58,417278,low_all_three_rate_edge,4.134415458937198,3.6375210489992895,0,0,6151.0,6151.0,103637.0,holdout_low58_high61,0,0.005470830136575897,0.14002956035825,0.007455881698167813
58:422340:6010:33333,58,422340,low_all_three_rate_edge,7.502994954249317,3.9646906850377093,0,0,5040.0,5040.0,112100.0,holdout_low58_high61,0,0.00578356681252208,0.8960763714927474,0.09621591998219697
61:502764:15287:113752,61,502764,high_all_three_rate,3.2683640779558516,3.619016089006095,0,0,4787.0,3320.0,113414.0,holdout_low58_high61,1,0.005453652812376225,0.07307451742157714,0.015601021249164378
61:530636:8615:141624,61,530636,high_all_three_rate,4.493942508331003,4.761208517532495,0,0,8452.0,8452.0,136866.5,holdout_low58_high61,1,0.006621233905533507,0.2957381763298622,0.01588940862289557
61:517312:12575:128300,61,517312,high_all_three_rate,2.8162894421515112,5.039909814285885,1,0,5986.5,5986.5,101918.0,holdout_low58_high61,1,0.006941942275667573,0.01143004739822872,0.24723461693607948
58:392204:10642:3261,58,392204,low_all_three_rate_edge,5.036936657211463,5.160806749201065,0,0,3628.0,2897.5,100462.0,holdout_low58_high61,0,0.007085814555862041,0.17028351867905753,0.008887748647846236
61:519210:14340:130198,61,519210,high_all_three_rate,6.619081439393945,8.530491308181922,0,0,4968.0,3259.5,112380.0,holdout_low58_high61,1,0.012533240144865312,0.05817476031734849,0.010159594140686576
58:406327:7441:17342,58,406327,low_all_three_rate_edge,1.4708047299034916,2.6585188485547526,1,0,3207.0,1543.5,49453.0,holdout_low58_high61,0,0.004631994756495235,0.00739200784212037,0.5726708427803224
61:511609:7173:122597,61,511609,high_all_three_rate,3.4230683659176293,6.419005429315227,0,0,6135.0,6135.0,117911.5,holdout_low58_high61,1,0.008770466032977693,0.004491603404646883,0.2765920397754227
58:401733:3159:12760,58,401733,low_all_three_rate_edge,4.226312213123585,2.4309788368486736,0,0,4237.5,2638.5,107768.5,holdout_low58_high61,0,0.004456143161803991,0.08922183138182017,0.013585502211846298
58:405830:6983:16845,58,405830,low_all_three_rate_edge,5.0072050901992,5.440946933933525,0,0,4175.5,3205.0,103121.5,holdout_low58_high61,0,0.007430670403008627,0.11950874306018643,0.0038287250384024573
61:502965:15476:113953,61,502965,high_all_three_rate,1.9842283027570708,3.3823284177757706,1,0,4078.0,2836.0,103665.0,holdout_low58_high61,1,0.005238619898375862,0.029134496893111997,0.09350017360758969
58:404180:5444:15198,58,404180,low_all_three_rate_edge,3.069253854612331,3.343607323836167,0,0,3272.5,2389.5,70965.5,holdout_low58_high61,0,0.005204253182913465,0.0,0.31629897217533703
58:399602:1163:10635,58,399602,low_all_three_rate_edge,5.175653647791776,2.8252691476419756,0,0,2681.0,2087.0,60294.0,holdout_low58_high61,0,0.004765235696834803,0.767639277845783,0.0371194274923301
61:536838:14417:147824,61,536838,high_all_three_rate,2.6206271373864567,3.2842711510507243,1,0,5245.0,3266.5,127809.0,holdout_low58_high61,1,0.005152024338309855,0.04317476652970219,0.020482611854844623
58:398418:42:9453,58,398418,low_all_three_rate_edge,2.9265218134850315,3.871060924375456,1,0,4086.0,2777.0,94619.0,holdout_low58_high61,0,0.00569229502808428,0.20844732071666947,0.003795408681556689
61:502145:14718:113133,61,502145,high_all_three_rate,4.109996035352779,5.651681335728156,0,0,3122.5,2666.0,54726.5,holdout_low58_high61,1,0.007701019077999605,0.8880452954552439,0.10503844331813181
58:402594:3966:13616,58,402594,low_all_three_rate_edge,4.835515363143742,6.01752537134675,0,0,4135.5,3154.5,91665.0,holdout_low58_high61,0,0.008193729615144883,0.7817212668788577,0.043979537751325216
58:418720:2626:29722,58,418720,low_all_three_rate_edge,5.373427223334296,2.729393289486218,0,0,9333.5,9333.5,132352.5,holdout_low58_high61,0,0.004688167398806746,0.5593026269603177,0.02472612754579462
61:527911:6080:138899,61,527911,high_all_three_rate,1.5583942177634498,2.459708298199672,1,0,4218.0,4135.0,90515.0,holdout_low58_high61,1,0.004477974455596241,0.8565997910409281,0.09395940014294966
58:410621:11439:21629,58,410621,low_all_three_rate_edge,6.9717997421847,5.263564911609407,0,0,2876.5,2173.5,55322.5,holdout_low58_high61,0,0.007210425809006819,0.8358765369437202,0.0685939258827086
