stave,n_train_pulses,template_peak_sample,template_cfd20_sample,template_area,template_family,heldout_run,training_runs,template_id,amp_bin,shape,amp_low,amp_high,amp_center,late_fraction_center,fallback_used
,10,3,1.073179271451893,10.981012461462237,s11c_amp_binned_asymmetric_traditional,44,46 47,B4:amp2:slow_tail,2.0,slow_tail,3589.38,8348.0,4816.25,0.447899964726551,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp0:fast_tail,0.0,fast_tail,1519.0,2347.935,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp0:balanced,0.0,balanced,1519.0,2347.935,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp0:slow_tail,0.0,slow_tail,1519.0,2347.935,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp1:fast_tail,1.0,fast_tail,2347.935,3420.64,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp1:balanced,1.0,balanced,2347.935,3420.64,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp1:slow_tail,1.0,slow_tail,2347.935,3420.64,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp2:fast_tail,2.0,fast_tail,3420.64,3793.5,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp2:balanced,2.0,balanced,3420.64,3793.5,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,44,46 47,B6:amp2:slow_tail,2.0,slow_tail,3420.64,3793.5,2763.75,0.6009834521988113,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp0:fast_tail,0.0,fast_tail,2051.0,2567.495,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp0:balanced,0.0,balanced,2051.0,2567.495,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp0:slow_tail,0.0,slow_tail,2051.0,2567.495,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp1:fast_tail,1.0,fast_tail,2567.495,3053.06,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp1:balanced,1.0,balanced,2567.495,3053.06,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp1:slow_tail,1.0,slow_tail,2567.495,3053.06,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp2:fast_tail,2.0,fast_tail,3053.06,6432.0,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp2:balanced,2.0,balanced,3053.06,6432.0,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,44,46 47,B8:amp2:slow_tail,2.0,slow_tail,3053.06,6432.0,2674.5,0.7351918175852741,True
B2,5695,5,2.4518511617726695,9.285341551822418,simple_s11b_ml_feature_template,45,46 47,,,,,,,,
B4,32,7,1.508879028203003,9.279989243165659,simple_s11b_ml_feature_template,45,46 47,,,,,,,,
B6,24,6,3.249143272022857,8.143315684830744,simple_s11b_ml_feature_template,45,46 47,,,,,,,,
B8,15,7,3.3090002608678986,7.650832525211052,simple_s11b_ml_feature_template,45,46 47,,,,,,,,
,771,5,1.9042808432676197,7.937083491117804,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp0:fast_tail,0.0,fast_tail,1501.0,3865.34,2868.0,0.40812725277078377,False
,422,6,3.0942893942306244,7.725155048001952,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp0:balanced,0.0,balanced,1501.0,3865.34,2898.25,0.5240428136579793,False
,589,7,3.769979968844479,8.16325558181084,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp0:slow_tail,0.0,slow_tail,1501.0,3865.34,3114.5,0.6292295577670343,False
,324,4,1.1786242612679947,9.28358498723463,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp1:fast_tail,1.0,fast_tail,3865.34,6246.52,4915.0,0.45408148700321,False
,659,4,2.0464938039524205,9.147903983939447,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp1:balanced,1.0,balanced,3865.34,6246.52,5005.0,0.5157293863475747,False
,798,5,3.2510171199033966,9.874726524033422,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp1:slow_tail,1.0,slow_tail,3865.34,6246.52,4874.0,0.6228067591911721,False
,687,4,1.3850640838589185,8.265979901974642,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp2:fast_tail,2.0,fast_tail,6246.52,9647.0,8068.5,0.4562725598985154,False
,700,5,2.4597225277121773,8.299610754836438,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp2:balanced,2.0,balanced,6246.52,9647.0,7844.75,0.5189866395978201,False
,449,6,3.1731481484863795,9.245976857530483,s11c_amp_binned_asymmetric_traditional,45,46 47,B2:amp2:slow_tail,2.0,slow_tail,6246.52,9647.0,7372.0,0.5933276818777224,False
,10,5,1.8761300475521492,7.940592774740123,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp0:fast_tail,0.0,fast_tail,1932.0,2584.48,2335.5,0.39841734464290635,True
,10,5,1.8761300475521492,7.940592774740123,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp0:balanced,0.0,balanced,1932.0,2584.48,2335.5,0.39841734464290635,True
,10,5,1.8761300475521492,7.940592774740123,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp0:slow_tail,0.0,slow_tail,1932.0,2584.48,2335.5,0.39841734464290635,True
,9,7,3.4193588593926947,7.584382606918808,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp1:fast_tail,1.0,fast_tail,2584.48,3589.38,2877.5,0.6221969611788508,True
,9,7,3.4193588593926947,7.584382606918808,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp1:balanced,1.0,balanced,2584.48,3589.38,2877.5,0.6221969611788508,True
,9,7,3.4193588593926947,7.584382606918808,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp1:slow_tail,1.0,slow_tail,2584.48,3589.38,2877.5,0.6221969611788508,True
,10,3,1.073179271451893,10.981012461462237,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp2:fast_tail,2.0,fast_tail,3589.38,8348.0,4816.25,0.447899964726551,True
,10,3,1.073179271451893,10.981012461462237,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp2:balanced,2.0,balanced,3589.38,8348.0,4816.25,0.447899964726551,True
,10,3,1.073179271451893,10.981012461462237,s11c_amp_binned_asymmetric_traditional,45,46 47,B4:amp2:slow_tail,2.0,slow_tail,3589.38,8348.0,4816.25,0.447899964726551,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp0:fast_tail,0.0,fast_tail,1519.0,2347.935,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp0:balanced,0.0,balanced,1519.0,2347.935,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp0:slow_tail,0.0,slow_tail,1519.0,2347.935,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp1:fast_tail,1.0,fast_tail,2347.935,3420.64,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp1:balanced,1.0,balanced,2347.935,3420.64,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp1:slow_tail,1.0,slow_tail,2347.935,3420.64,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp2:fast_tail,2.0,fast_tail,3420.64,3793.5,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp2:balanced,2.0,balanced,3420.64,3793.5,2763.75,0.6009834521988113,True
,18,6,3.244130864715137,8.515996448696113,s11c_amp_binned_asymmetric_traditional,45,46 47,B6:amp2:slow_tail,2.0,slow_tail,3420.64,3793.5,2763.75,0.6009834521988113,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp0:fast_tail,0.0,fast_tail,2051.0,2567.495,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp0:balanced,0.0,balanced,2051.0,2567.495,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp0:slow_tail,0.0,slow_tail,2051.0,2567.495,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp1:fast_tail,1.0,fast_tail,2567.495,3053.06,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp1:balanced,1.0,balanced,2567.495,3053.06,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp1:slow_tail,1.0,slow_tail,2567.495,3053.06,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp2:fast_tail,2.0,fast_tail,3053.06,6432.0,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp2:balanced,2.0,balanced,3053.06,6432.0,2674.5,0.7351918175852741,True
,10,7,3.359522515275851,7.792315545431649,s11c_amp_binned_asymmetric_traditional,45,46 47,B8:amp2:slow_tail,2.0,slow_tail,3053.06,6432.0,2674.5,0.7351918175852741,True
B2,5033,5,2.4436731170520596,9.279246964274055,simple_s11b_ml_feature_template,46,47,,,,,,,,
B4,31,7,1.508879028203003,9.36422294787783,simple_s11b_ml_feature_template,46,47,,,,,,,,
B6,22,6,3.401329117911468,8.031917797091403,simple_s11b_ml_feature_template,46,47,,,,,,,,
B8,14,7,3.264065965728891,7.470484720377547,simple_s11b_ml_feature_template,46,47,,,,,,,,
,677,5,1.8776683981992646,7.948945096851005,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp0:fast_tail,0.0,fast_tail,1501.0,3887.12,2877.5,0.40681750408653083,False
,368,6,3.094072251369945,7.7235576494739435,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp0:balanced,0.0,balanced,1501.0,3887.12,2901.0,0.523023838378369,False
,529,7,3.7759185875857257,8.188414514276554,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp0:slow_tail,0.0,slow_tail,1501.0,3887.12,3128.5,0.63033604438099,False
,288,3,1.1844827907901585,9.273989517894218,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp1:fast_tail,1.0,fast_tail,3887.12,6324.8099999999995,4931.75,0.4545816734324908,False
,588,4,2.0502709823273033,9.128586210451195,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp1:balanced,1.0,balanced,3887.12,6324.8099999999995,5050.75,0.5161552374725433,False
,698,5,3.2448820105554095,9.863309419754783,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp1:slow_tail,1.0,slow_tail,3887.12,6324.8099999999995,4903.5,0.6216684310132787,False
,609,4,1.3889598295188357,8.250422403889754,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp2:fast_tail,2.0,fast_tail,6324.8099999999995,9647.0,8073.5,0.45635005838760806,False
,618,5,2.4729880911527022,8.272586248263929,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp2:balanced,2.0,balanced,6324.8099999999995,9647.0,7886.0,0.5189866395978201,False
,395,5,3.1729005062308313,9.130112517908971,s11c_amp_binned_asymmetric_traditional,46,47,B2:amp2:slow_tail,2.0,slow_tail,6324.8099999999995,9647.0,7395.0,0.5913093832121161,False
,9,5,1.7225487786597595,7.999327108726891,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp0:fast_tail,0.0,fast_tail,1932.0,2574.49,2266.5,0.39518674734303344,True
,9,5,1.7225487786597595,7.999327108726891,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp0:balanced,0.0,balanced,1932.0,2574.49,2266.5,0.39518674734303344,True
,9,5,1.7225487786597595,7.999327108726891,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp0:slow_tail,0.0,slow_tail,1932.0,2574.49,2266.5,0.39518674734303344,True
,9,6,3.352174124052452,7.685646186833419,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp1:fast_tail,1.0,fast_tail,2574.49,3684.92,2858.5,0.5996001448454075,True
,9,6,3.352174124052452,7.685646186833419,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp1:balanced,1.0,balanced,2574.49,3684.92,2858.5,0.5996001448454075,True
,9,6,3.352174124052452,7.685646186833419,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp1:slow_tail,1.0,slow_tail,2574.49,3684.92,2858.5,0.5996001448454075,True
,10,3,1.073179271451893,10.981012461462237,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp2:fast_tail,2.0,fast_tail,3684.92,8348.0,4816.25,0.447899964726551,True
,10,3,1.073179271451893,10.981012461462237,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp2:balanced,2.0,balanced,3684.92,8348.0,4816.25,0.447899964726551,True
,10,3,1.073179271451893,10.981012461462237,s11c_amp_binned_asymmetric_traditional,46,47,B4:amp2:slow_tail,2.0,slow_tail,3684.92,8348.0,4816.25,0.447899964726551,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp0:fast_tail,0.0,fast_tail,1519.0,2327.2,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp0:balanced,0.0,balanced,1519.0,2327.2,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp0:slow_tail,0.0,slow_tail,1519.0,2327.2,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp1:fast_tail,1.0,fast_tail,2327.2,3379.65,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp1:balanced,1.0,balanced,2327.2,3379.65,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp1:slow_tail,1.0,slow_tail,2327.2,3379.65,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp2:fast_tail,2.0,fast_tail,3379.65,3793.5,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp2:balanced,2.0,balanced,3379.65,3793.5,2625.5,0.6081136800376232,True
,16,7,3.4820942676934155,8.503422034694402,s11c_amp_binned_asymmetric_traditional,46,47,B6:amp2:slow_tail,2.0,slow_tail,3379.65,3793.5,2625.5,0.6081136800376232,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp0:fast_tail,0.0,fast_tail,2051.0,2539.94,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp0:balanced,0.0,balanced,2051.0,2539.94,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp0:slow_tail,0.0,slow_tail,2051.0,2539.94,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp1:fast_tail,1.0,fast_tail,2539.94,3188.76,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp1:balanced,1.0,balanced,2539.94,3188.76,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp1:slow_tail,1.0,slow_tail,2539.94,3188.76,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp2:fast_tail,2.0,fast_tail,3188.76,6432.0,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp2:balanced,2.0,balanced,3188.76,6432.0,2701.5,0.7549283615290288,True
,9,7,3.676424313051825,7.270945844674974,s11c_amp_binned_asymmetric_traditional,46,47,B8:amp2:slow_tail,2.0,slow_tail,3188.76,6432.0,2701.5,0.7549283615290288,True
B2,662,5,2.5443686709392854,9.358264723578683,simple_s11b_ml_feature_template,47,46,,,,,,,,
B4,1,17,10.546048850574712,-10.85330877516116,simple_s11b_ml_feature_template,47,46,,,,,,,,
B6,2,6,3.0530240899681256,8.6615172994937,simple_s11b_ml_feature_template,47,46,,,,,,,,
B8,1,7,3.4019798955665754,7.801264011123693,simple_s11b_ml_feature_template,47,46,,,,,,,,
,93,5,2.027047386130541,7.848543951766898,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp0:fast_tail,0.0,fast_tail,1518.5,3772.88,2824.5,0.4114377875153671,False
,53,6,3.1352176856266,7.658820902728712,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp0:balanced,0.0,balanced,1518.5,3772.88,2723.0,0.5314311900591873,False
,62,7,3.752591914586681,8.04785028224957,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp0:slow_tail,0.0,slow_tail,1518.5,3772.88,3022.5,0.6266608912595905,False
,37,4,1.2345368924288713,9.168953084568725,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp1:fast_tail,1.0,fast_tail,3772.88,5774.92,4795.5,0.4491950942410894,False
,75,4,2.051058312999516,9.173275145135662,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp1:balanced,1.0,balanced,3772.88,5774.92,4764.5,0.5126673995906474,False
,95,6,3.322115002514218,9.811125180258147,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp1:slow_tail,1.0,slow_tail,3772.88,5774.92,4585.0,0.6361639165052828,False
,78,4,1.3455346082096191,8.432720416171964,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp2:fast_tail,2.0,fast_tail,5774.92,9604.0,8010.75,0.45555651414733156,False
,79,5,2.358508254310916,8.545894652312962,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp2:balanced,2.0,balanced,5774.92,9604.0,7403.0,0.5183173610964356,False
,57,6,3.1878216938514985,9.359628075975236,s11c_amp_binned_asymmetric_traditional,47,46,B2:amp2:slow_tail,2.0,slow_tail,5774.92,9604.0,7074.0,0.5999096861594039,False
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp0:fast_tail,0.0,fast_tail,3167.0,3168.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp0:balanced,0.0,balanced,3167.0,3168.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp0:slow_tail,0.0,slow_tail,3167.0,3168.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp1:fast_tail,1.0,fast_tail,3168.0,3169.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp1:balanced,1.0,balanced,3168.0,3169.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp1:slow_tail,1.0,slow_tail,3168.0,3169.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp2:fast_tail,2.0,fast_tail,3169.0,3170.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp2:balanced,2.0,balanced,3169.0,3170.0,3167.0,1.0,True
,1,17,10.546048850574712,-10.85330877516116,s11c_amp_binned_asymmetric_traditional,47,46,B4:amp2:slow_tail,2.0,slow_tail,3169.0,3170.0,3167.0,1.0,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp0:fast_tail,0.0,fast_tail,2890.5,3182.2200000000003,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp0:balanced,0.0,balanced,2890.5,3182.2200000000003,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp0:slow_tail,0.0,slow_tail,2890.5,3182.2200000000003,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp1:fast_tail,1.0,fast_tail,3182.2200000000003,3473.94,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp1:balanced,1.0,balanced,3182.2200000000003,3473.94,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp1:slow_tail,1.0,slow_tail,3182.2200000000003,3473.94,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp2:fast_tail,2.0,fast_tail,3473.94,3774.5,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp2:balanced,2.0,balanced,3473.94,3774.5,3332.5,0.5548374154867934,True
,2,6,3.0530240899681256,8.6615172994937,s11c_amp_binned_asymmetric_traditional,47,46,B6:amp2:slow_tail,2.0,slow_tail,3473.94,3774.5,3332.5,0.5548374154867934,True
,1,7,3.4019798955665754,7.801264011123693,s11c_amp_binned_asymmetric_traditional,47,46,B8:amp0:fast_tail,0.0,fast_tail,2647.5,2648.5,2647.5,0.5939645823135221,True
,1,7,3.4019798955665754,7.801264011123693,s11c_amp_binned_asymmetric_traditional,47,46,B8:amp0:balanced,0.0,balanced,2647.5,2648.5,2647.5,0.5939645823135221,True
