topology,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_ci95,res68_ci95,full_rms_ci95
A1_only,hybrid_support_gate_cnn,149,-0.045202111888145685,0.5213678263399576,1.4420340597630612,0.18120805369127516,0.4161073825503356,"[-0.09381304553689064, 0.12661297741988237]","[0.4040291870263263, 0.5993758464916839]","[0.916764168707562, 1.8887319932227042]"
A1_only,shuffled_target_extra_trees,149,-0.08652299936068455,0.5203337104120832,1.4974695245350733,0.1342281879194631,0.3691275167785235,"[-0.17156783814074683, 0.010808189354653453]","[0.4127175579626348, 0.5917244871629168]","[0.7456013796617506, 2.0929045478263766]"
A3_only,topology_median,2564,0.0024275107993557005,0.3990838606044035,0.6144047492407423,0.1622464898595944,0.42745709828393136,"[-0.03129544161345388, 0.03773010951560963]","[0.3852333870348054, 0.4148907578789609]","[0.5372925981927719, 0.732049385963171]"
A3_only,ridge_log_charge,2564,-0.053614683310779246,0.39599908144470747,0.570518543236571,0.15327613104524182,0.40678627145085805,"[-0.08620329617429368, -0.02506027810268948]","[0.38553387646505904, 0.4095637136242418]","[0.49374416855434905, 0.6903114725867171]"
A3_only,huber_log_charge,2564,-0.020761917746754743,0.395949538967366,0.5917222542310137,0.15093603744149767,0.41497659906396256,"[-0.05724702623642327, 0.006831005442397003]","[0.3847568654503341, 0.4114999619911749]","[0.5196229795667857, 0.7228552065801646]"
A3_only,gradient_boosted_trees,2564,-0.050755948309710405,0.4025797229804979,0.5783933299305162,0.14664586583463338,0.40561622464898595,"[-0.08740356139514717, -0.012558108662106817]","[0.39200190416558894, 0.4117721930405453]","[0.5047822195718719, 0.6938920103161209]"
A3_only,extra_trees,2564,-0.052865619696648186,0.39617528235708355,0.5698653097829879,0.15678627145085802,0.40639625585023403,"[-0.08295429802051242, -0.024939978234744378]","[0.38406090815730654, 0.4067078805421914]","[0.4990367902950278, 0.6792581997201877]"
A3_only,mlp,2564,-0.05273558645950816,0.5673052283906218,1461431499.3075383,0.12207488299531981,0.32293291731669266,"[-0.08839171506725084, -0.008238868495266994]","[0.5527093370144255, 0.583116297447422]","[499.54030022394574, 2664408519.94991]"
A3_only,cnn1d_waveform,2564,-0.024869014135403336,0.39659442829476244,0.5908065823627303,0.15366614664586584,0.4161466458658346,"[-0.06037695461064275, 0.01002104705619982]","[0.38402043547085524, 0.407435151631849]","[0.5152700534250372, 0.7096792168543072]"
A3_only,hybrid_support_gate_cnn,2564,-0.026187088652216976,0.3954420244741319,0.5931279230994534,0.15210608424336974,0.4091263650546022,"[-0.053064098164772255, 0.012713316724991465]","[0.3823787054928752, 0.40955714029163437]","[0.515549948712794, 0.7199688620985231]"
A3_only,shuffled_target_extra_trees,2564,-0.056683943730862746,0.39826662457614337,0.5660044593634038,0.15288611544461778,0.4013260530421217,"[-0.08722348049548836, -0.028274609080601094]","[0.386507964017614, 0.41354653506988087]","[0.4928369691216068, 0.68306578847763]"
