gallery_row_id,method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,broad_source,traditional_broad_score,ml_broad_probability,ml_no_qwidth_probability,q_template_rmse,width_half,review_width_half,review_width_035,peak_sample,review_peak_sample,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,reviewer_a_label,reviewer_b_label,consensus_label,reviewers_agree,label_novel_broad_template_mismatch,label_gallery_qtemplate_or_broad,q_template_only_source,p09a_strict_q_template_only_source,broad_width_source
176,ml_pca_shape_rf,65,30294,678921,15062,B2,5723.0,novel_broad_template_mismatch,broad_width,3.38084119061844,0.9994552,0.992506,0.09179846,13,13,13,6,6,2.0,1,0.75694567,0.5408003,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
177,ml_pca_shape_rf,65,36083,684710,4074,B2,7507.5,novel_broad_template_mismatch,broad_width,4.046944556859572,0.99942404,0.9989127,0.15309387,14,14,14,6,6,6.5,1,0.7002997,0.54885113,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
178,ml_pca_shape_rf,65,11652,660279,14093,B2,6426.0,novel_broad_template_mismatch,broad_width,4.854798679909648,0.9993163,0.9971935,0.2993967,15,15,15,4,4,408.5,1,0.8786181,0.50700283,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
179,ml_pca_shape_rf,65,28810,677437,13698,B4,5248.5,novel_broad_template_mismatch,broad_width,4.1967629115267835,0.9520077,0.73858184,0.33352277,13,13,14,4,4,99.5,1,0.80489665,0.28741544,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
180,ml_pca_shape_rf,65,6085,654712,8879,B4,2665.0,novel_delayed_peak,not_broad_rule,6.056435638982814,0.19205044,0.86269194,0.44104385,10,10,13,16,16,76.5,2,0.85628515,0.9403377,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
181,ml_pca_shape_rf,65,4997,653624,7865,B4,1152.0,unassigned_common,not_broad_rule,11.414955224012513,0.1438414,0.34361798,0.7533002,5,5,9,13,13,1005.0,1,0.9644097,-0.21354167,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
182,ml_pca_shape_rf,65,16326,664953,2042,B4,1082.0,novel_early_pretrigger,not_broad_rule,25.870212866016093,0.12486006,0.13223654,1.6266572,1,1,1,0,0,610.0,1,0.0,-1.9676524,18.0,dropout,dropout,dropout,True,False,False,False,False,False
183,ml_pca_shape_rf,65,16965,665592,2675,B4,1467.0,novel_delayed_peak,not_broad_rule,11.095812306611851,0.11859352,0.30571303,0.7349254,6,6,8,15,15,1378.0,1,0.95432854,0.26244035,18.0,baseline_excursion,pileup_or_long_tail,novel_delayed_peak,False,False,False,False,False,False
184,ml_pca_shape_rf,65,15371,663998,1160,B4,5942.5,unassigned_common,not_broad_rule,2.0464394923719995,0.11607269,0.27707124,0.13534418,11,11,13,6,6,2.5,1,0.7711401,0.4884308,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
185,ml_pca_shape_rf,65,26255,674882,11332,B4,5049.5,unassigned_common,not_broad_rule,4.052480087783602,0.09271568,0.39238304,0.3280821,11,11,14,5,5,102.0,2,0.7534409,0.27299732,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
186,ml_pca_shape_rf,65,28284,676911,13215,B4,5795.0,unassigned_common,not_broad_rule,2.702007824965931,0.08433914,0.28890184,0.12685299,12,12,13,6,6,11.5,1,0.75271785,0.4930112,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
187,ml_pca_shape_rf,65,12868,661495,15224,B4,4536.0,unassigned_common,not_broad_rule,3.9133733311869774,0.07896301,0.4043822,0.31598574,11,11,13,5,5,51.5,1,0.81591713,0.27050266,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
188,ml_pca_shape_rf,65,34712,683339,2793,B4,4316.5,unassigned_common,not_broad_rule,3.921553272758818,0.07003394,0.3960884,0.31637913,10,10,13,5,5,46.5,1,0.8174447,0.25865865,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
189,ml_pca_shape_rf,65,19266,667893,4810,B6,3728.0,unassigned_common,not_broad_rule,3.822987543521468,0.24695665,0.9176018,0.30983236,12,12,13,7,7,635.0,1,0.82859445,0.16845493,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
190,ml_pca_shape_rf,65,34166,682793,2283,B6,1060.0,novel_early_pretrigger,not_broad_rule,26.68161708111175,0.12486006,0.12947667,1.6749408,1,1,1,0,0,522.0,1,0.0,-1.9235849,18.0,dropout,dropout,dropout,True,False,False,False,False,False
191,ml_pca_shape_rf,65,6730,655357,9480,B6,1017.0,novel_early_pretrigger,not_broad_rule,24.073533248766527,0.03868491,0.04161545,1.5197437,6,6,6,2,2,993.5,1,0.6961652,-2.4169126,1.5905385,dropout,dropout,dropout,True,False,False,False,False,False
192,ml_pca_shape_rf,65,38011,686638,5863,B6,1075.5,novel_delayed_peak,not_broad_rule,4.182985070620386,0.015786352,0.012806116,0.33613285,1,1,1,17,17,7.5,1,0.015341702,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
193,ml_pca_shape_rf,65,16198,664825,1918,B6,1373.5,novel_delayed_peak,not_broad_rule,4.139075544240806,0.012542266,0.0068825637,0.33351997,1,1,1,17,17,6.0,1,0.007644703,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
194,ml_pca_shape_rf,65,20418,669045,5877,B6,1005.0,novel_early_pretrigger,not_broad_rule,22.394703413324866,0.012263425,0.033382613,1.4081978,6,6,6,3,3,940.0,1,0.93930346,-2.1552238,1.6148572,dropout,dropout,dropout,True,False,False,False,False,False
195,ml_pca_shape_rf,65,2285,650912,5789,B6,3671.0,unassigned_common,not_broad_rule,0.2049369403439441,0.009020558,0.011738461,0.08980354,8,8,10,7,7,7.0,1,0.90602016,0.24570961,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
196,ml_pca_shape_rf,65,10691,659318,13213,B6,1377.0,novel_delayed_peak,not_broad_rule,4.1054525082952225,0.0073580965,0.010209271,0.3315192,1,1,1,17,17,15.0,1,0.019607844,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
197,ml_pca_shape_rf,65,13122,661749,15460,B6,3241.0,unassigned_common,not_broad_rule,6.42114866829707,0.007153041,0.035684258,0.45445275,8,8,8,11,11,1.0,1,0.9919778,0.5816106,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
198,ml_pca_shape_rf,65,18148,666775,3774,B6,3001.0,unassigned_common,not_broad_rule,7.157211026373609,0.006353777,0.01320261,0.49874032,7,7,7,12,12,2.5,1,0.98400533,0.66244584,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
199,ml_pca_shape_rf,65,17770,666397,3421,B8,3823.5,unassigned_common,not_broad_rule,5.048413201430511,0.11008811,0.33152306,0.38063675,10,10,12,4,4,210.5,2,0.8632143,0.17771675,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
200,ml_pca_shape_rf,65,22081,670708,7428,B8,4715.5,unassigned_common,not_broad_rule,3.7367722679849256,0.029158657,0.1596973,0.30797797,11,11,13,5,5,5.0,1,0.77499735,0.3126922,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
201,ml_pca_shape_rf,65,15900,664527,1645,B8,4344.5,unassigned_common,not_broad_rule,2.0916634277401576,0.022430943,0.08210561,0.20356365,11,11,12,6,6,4.0,1,0.8151686,0.34722063,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
202,ml_pca_shape_rf,65,2387,651014,5885,B8,3712.0,unassigned_common,not_broad_rule,2.1365559531269187,0.019430239,0.035712723,0.2050621,10,10,11,6,6,1.0,1,0.9008621,0.29903018,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
203,ml_pca_shape_rf,65,8863,657490,11464,B8,4400.5,unassigned_common,not_broad_rule,2.084976165649074,0.013321888,0.04987952,0.10350688,11,11,11,8,8,3.0,1,0.8086581,0.5291444,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
204,ml_pca_shape_rf,65,34914,683541,2987,B8,4465.0,unassigned_common,not_broad_rule,3.7721340970972363,0.011859085,0.088341035,0.30889624,11,11,13,5,5,6.0,1,0.7944009,0.29764837,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
205,ml_pca_shape_rf,65,34244,682871,2356,B8,2844.0,unassigned_common,not_broad_rule,0.25298458966760157,0.010586673,0.035145912,0.050635725,8,8,10,10,10,45.5,3,0.9950774,0.18565401,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
206,ml_pca_shape_rf,65,36980,685607,4902,B8,3729.0,unassigned_common,not_broad_rule,3.7558769748150116,0.010189116,0.03431793,0.30185306,9,9,11,5,5,1.5,1,0.8938053,0.24054706,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
207,ml_pca_shape_rf,65,30192,678819,14965,B8,3332.5,unassigned_common,not_broad_rule,3.7991889979933617,0.009321513,0.020273613,0.2996453,9,9,11,5,5,1.5,1,0.97209305,0.21020254,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
208,ml_pca_shape_rf,65,27742,676369,12703,B8,2978.5,novel_early_pretrigger,not_broad_rule,6.548195500259688,0.007464293,0.0025511754,0.47085956,9,9,9,3,3,779.5,2,0.84723854,-0.06093671,18.0,pileup_or_long_tail,baseline_excursion,novel_early_pretrigger,False,False,False,False,False,False
