gallery_row_id,method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,broad_source,traditional_broad_score,ml_broad_probability,ml_no_qwidth_probability,q_template_rmse,width_half,review_width_half,review_width_035,peak_sample,review_peak_sample,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,reviewer_a_label,reviewer_b_label,consensus_label,reviewers_agree,label_novel_broad_template_mismatch,label_gallery_qtemplate_or_broad,q_template_only_source,p09a_strict_q_template_only_source,broad_width_source
10,traditional_qtemplate_width,42,8699,776001,8854,B4,4994.5,novel_broad_template_mismatch,broad_width,4.149509156560434,0.9972987,0.9959959,0.32286647,14,14,15,5,5,237.5,1,0.84863347,0.3731104,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
11,traditional_qtemplate_width,42,2245,769546,2839,B4,5451.0,novel_broad_template_mismatch,broad_width,3.4358428621602957,0.99102443,0.9713798,0.10597092,13,13,13,6,6,3.0,1,0.81049347,0.510732,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
12,traditional_qtemplate_width,42,16014,783316,15677,B4,5679.0,novel_broad_template_mismatch,broad_width,3.379630384026949,0.9876175,0.9153263,0.12352156,13,13,13,6,6,2.0,1,0.75576687,0.5043141,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
13,traditional_qtemplate_width,57,15788,373441,9634,B2,10824.0,baseline_excursion,broad_width,4.916465450829025,0.9042135,0.7299719,0.33655196,15,15,16,1,1,4302.0,1,0.93865484,-0.39745012,2.7144845,baseline_excursion,baseline_excursion,baseline_excursion,True,True,True,False,False,True
14,traditional_qtemplate_width,57,14431,372084,8367,B2,1547.5,novel_broad_template_mismatch,broad_width,4.765118973765584,0.9864601,0.9793239,0.35640582,13,13,13,7,7,2.5,1,0.98384494,0.5573506,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
15,traditional_qtemplate_width,57,7205,364856,1597,B2,2923.5,novel_broad_template_mismatch,broad_width,4.555421458290696,0.9532511,0.907994,0.3444454,14,14,15,11,11,230.5,1,0.97537196,0.39250898,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
16,traditional_qtemplate_width,57,28040,385693,4575,B2,5952.0,novel_broad_template_mismatch,broad_width,4.261842339601632,1.0,0.9998644,0.2525409,14,14,14,5,5,6.5,1,0.9579973,0.656754,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
17,traditional_qtemplate_width,57,3911,361562,14917,B2,6539.0,novel_broad_template_mismatch,broad_width,4.224088830501042,0.99946314,0.99645126,0.15606207,14,14,14,8,8,13.0,1,0.92124176,0.5220982,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
18,traditional_qtemplate_width,57,2835,360486,13916,B2,6381.5,novel_broad_template_mismatch,broad_width,4.1717125221718225,0.997481,0.98879766,0.24054003,14,14,15,4,4,62.5,1,0.8702499,0.51704144,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
19,traditional_qtemplate_width,57,15134,372787,9025,B2,4431.0,novel_broad_template_mismatch,broad_width,3.607313634187257,0.9996744,0.99609125,0.2528773,13,13,13,13,13,1.0,1,0.9774317,0.863462,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
20,traditional_qtemplate_width,57,10359,368010,4570,B2,4568.0,novel_broad_template_mismatch,broad_width,3.6068845836440415,1.0,0.99993193,0.20448835,13,13,13,11,11,6.0,1,0.977014,0.69899297,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
21,traditional_qtemplate_width,57,31236,388889,7524,B2,5148.5,novel_broad_template_mismatch,broad_width,3.605756060718373,0.9999161,0.9999583,0.1779727,13,13,13,10,10,9.5,1,0.9759153,0.6698067,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
22,traditional_qtemplate_width,57,30993,388646,7299,B2,5766.0,novel_broad_template_mismatch,broad_width,3.585959859670075,0.9996097,0.9986285,0.15328674,13,13,14,6,6,27.5,1,0.9566424,0.5919182,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
23,traditional_qtemplate_width,57,20191,377844,13709,B4,4310.5,novel_broad_template_mismatch,broad_width,3.550905671124617,0.99991626,0.9963247,0.18000834,13,13,13,6,6,1.5,1,0.9225148,0.70421064,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
24,traditional_qtemplate_width,64,5906,618588,8358,B2,4940.5,novel_broad_template_mismatch,broad_width,4.8580600885123335,0.9996105,0.9888306,0.24766043,15,15,15,7,7,418.0,1,0.8817933,0.50389636,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
25,traditional_qtemplate_width,64,11514,624196,13589,B2,2534.5,novel_broad_template_mismatch,broad_width,4.4634427759439035,0.9834956,0.93570054,0.3442675,13,13,13,6,6,584.0,1,0.8887355,0.58019334,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
26,traditional_qtemplate_width,64,437,613119,3275,B2,5465.0,novel_broad_template_mismatch,broad_width,4.252359208338601,0.9988411,0.9983165,0.25992498,14,14,15,6,6,300.5,1,0.94876486,0.44574565,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
27,traditional_qtemplate_width,64,34426,647110,2207,B2,4731.0,novel_broad_template_mismatch,broad_width,4.246365541225269,1.0,0.9999171,0.270434,14,14,15,7,7,395.5,1,0.9429296,0.40646797,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
28,traditional_qtemplate_width,64,18260,630943,3502,B2,5246.5,novel_broad_template_mismatch,broad_width,4.232939038745273,0.99837404,0.9940166,0.29128057,14,14,15,4,4,640.5,1,0.929858,0.45506528,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
29,traditional_qtemplate_width,64,24296,636979,9125,B2,4536.5,novel_broad_template_mismatch,broad_width,4.228682144721257,0.99989945,0.99861425,0.2927,14,14,14,7,7,856.0,1,0.92571366,0.34090158,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
30,traditional_qtemplate_width,64,6816,619498,9205,B2,4714.5,novel_broad_template_mismatch,broad_width,4.225026950003566,1.0,0.9972695,0.2684909,14,14,14,6,6,465.0,1,0.9221551,0.34096935,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
31,traditional_qtemplate_width,64,15722,628405,1159,B2,6078.5,novel_broad_template_mismatch,broad_width,4.2230296731954455,0.9990508,0.99569035,0.21882161,14,14,15,6,6,92.5,1,0.9202106,0.5192893,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
32,traditional_qtemplate_width,64,13502,626184,15440,B2,4570.5,novel_broad_template_mismatch,broad_width,4.17463916359838,0.99994576,0.9983028,0.25308096,14,14,14,6,6,653.0,1,0.8730992,0.32108083,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
33,traditional_qtemplate_width,64,3477,616159,6103,B2,5124.0,novel_broad_template_mismatch,broad_width,4.155443131282266,0.99744636,0.9468935,0.18648948,14,14,15,6,6,638.5,2,0.8544106,0.40886027,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
34,traditional_qtemplate_width,64,9119,621801,11328,B4,3684.5,novel_broad_template_mismatch,broad_width,4.835081022603679,0.9921125,0.9815055,0.36703,14,14,15,6,6,486.0,1,0.8781381,0.36490706,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
35,traditional_qtemplate_width,64,5195,617877,7696,B4,3791.0,novel_broad_template_mismatch,broad_width,4.127830717313588,0.9968065,0.98302025,0.32879794,14,14,14,7,7,689.0,1,0.8150884,0.29675546,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
36,traditional_qtemplate_width,64,33910,646594,1727,B4,5368.0,novel_broad_template_mismatch,broad_width,4.049154430415882,0.99589324,0.99103713,0.22303066,14,14,15,7,7,294.5,1,0.75093144,0.5085693,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
37,traditional_qtemplate_width,64,22516,635199,7484,B4,5328.5,novel_broad_template_mismatch,broad_width,3.4485240362565737,0.98347384,0.9549465,0.10084465,13,13,13,6,6,4.5,2,0.82283944,0.5315755,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
38,traditional_qtemplate_width,65,14517,663144,372,B2,8650.0,baseline_excursion,broad_width,5.612152111072133,0.8580526,0.5111452,0.40656406,15,15,16,4,4,5492.0,1,0.9878613,0.42057803,3.1172805,baseline_excursion,baseline_excursion,baseline_excursion,True,True,True,False,False,True
39,traditional_qtemplate_width,65,11652,660279,14093,B2,6426.0,novel_broad_template_mismatch,broad_width,4.854798679909648,0.9993163,0.9971935,0.2993967,15,15,15,4,4,408.5,1,0.8786181,0.50700283,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
40,traditional_qtemplate_width,65,35839,684466,3844,B2,3464.5,novel_broad_template_mismatch,broad_width,4.538062029855769,0.87076694,0.60941887,0.35138103,13,13,15,7,7,1498.0,1,0.84499925,0.33756676,18.0,baseline_excursion,pileup_or_long_tail,novel_broad_template_mismatch,False,True,True,False,False,True
41,traditional_qtemplate_width,65,10060,658687,12589,B2,5098.0,novel_broad_template_mismatch,broad_width,4.275972171510917,0.9990366,0.99902225,0.26497093,14,14,15,4,4,207.5,1,0.97175366,0.41173008,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
42,traditional_qtemplate_width,65,24331,672958,9505,B2,4950.5,novel_broad_template_mismatch,broad_width,4.222199183666519,0.9990098,0.99921745,0.24894585,14,14,15,7,7,225.0,1,0.91940206,0.41601858,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
43,traditional_qtemplate_width,65,4121,652748,7045,B2,5657.0,novel_broad_template_mismatch,broad_width,4.1820614073919895,0.99558336,0.9754372,0.267131,14,14,14,4,4,302.0,1,0.88032526,0.33356902,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
44,traditional_qtemplate_width,65,24500,673127,9661,B2,5679.5,novel_broad_template_mismatch,broad_width,4.121782010097013,0.9897059,0.97552997,0.17450033,14,14,14,7,7,220.5,1,0.82163924,0.5307686,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
45,traditional_qtemplate_width,65,34983,683610,3051,B2,5900.5,novel_broad_template_mismatch,broad_width,4.0981800058355455,0.99988383,0.9990331,0.16893686,14,14,14,6,6,72.5,1,0.7986611,0.51936275,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
46,traditional_qtemplate_width,65,36083,684710,4074,B2,7507.5,novel_broad_template_mismatch,broad_width,4.046944556859572,0.99942404,0.9989127,0.15309387,14,14,14,6,6,6.5,1,0.7002997,0.54885113,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
47,traditional_qtemplate_width,65,24250,672877,9431,B2,5052.5,novel_broad_template_mismatch,broad_width,3.6101823890547835,0.99873936,0.98272926,0.29444692,13,13,14,4,4,617.5,1,0.8731321,0.27956456,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
48,traditional_qtemplate_width,65,28810,677437,13698,B4,5248.5,novel_broad_template_mismatch,broad_width,4.1967629115267835,0.9520077,0.73858184,0.33352277,13,13,14,4,4,99.5,1,0.80489665,0.28741544,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
49,ml_pca_shape_rf,42,26904,794210,9407,B2,7179.5,novel_broad_template_mismatch,broad_width,3.6084622994686217,1.0,1.0,0.2094643,13,13,13,12,12,5.0,1,0.97855,0.54955083,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
50,ml_pca_shape_rf,42,33045,800351,15136,B2,5977.5,novel_broad_template_mismatch,broad_width,4.046944556859572,1.0,0.9995926,0.1613557,14,14,14,5,5,4.0,1,0.73082393,0.59765786,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
51,ml_pca_shape_rf,42,8630,775932,8789,B2,6179.0,novel_broad_template_mismatch,broad_width,4.046944556859572,1.0,0.99985343,0.2197388,14,14,14,5,5,5.5,1,0.7295679,0.52451855,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
52,ml_pca_shape_rf,42,7510,774811,7735,B2,6656.0,novel_broad_template_mismatch,broad_width,4.194029701276338,1.0,0.99924785,0.21858104,14,14,14,13,13,7.0,1,0.8919772,0.6554988,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
53,ml_pca_shape_rf,42,3751,771052,4234,B2,5454.5,novel_broad_template_mismatch,broad_width,3.428246990036128,1.0,0.99783194,0.17235886,13,13,13,6,6,2.5,1,0.8030984,0.6318636,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
54,ml_pca_shape_rf,42,25978,793284,8550,B2,7253.5,novel_broad_template_mismatch,broad_width,3.621856598668691,1.0,0.9998025,0.22742514,13,13,13,6,6,2.5,1,0.99159026,0.5312608,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
55,ml_pca_shape_rf,42,31930,799236,14108,B2,5231.5,novel_broad_template_mismatch,broad_width,3.3801616156998198,1.0,0.99797827,0.14050753,13,13,13,6,6,2.0,1,0.75628406,0.6062315,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
56,ml_pca_shape_rf,42,24446,791752,7123,B2,4664.0,novel_broad_template_mismatch,broad_width,3.536456622672477,1.0,0.9998093,0.20725296,13,13,13,11,11,3.5,1,0.9084477,0.7234134,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
57,ml_pca_shape_rf,42,22080,789384,4938,B2,6396.0,novel_broad_template_mismatch,broad_width,3.521291632860126,0.99995446,0.99954104,0.09623284,13,13,13,6,6,2.0,1,0.89368355,0.5337711,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
58,ml_pca_shape_rf,42,27880,795186,10324,B2,6415.0,novel_broad_template_mismatch,broad_width,3.3724537973829762,0.99995023,1.0,0.084260225,13,13,13,6,6,4.5,1,0.7184723,0.5217459,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,True,False,False,True
59,ml_pca_shape_rf,42,8699,776001,8854,B4,4994.5,novel_broad_template_mismatch,broad_width,4.149509156560434,0.9972987,0.9959959,0.32286647,14,14,15,5,5,237.5,1,0.84863347,0.3731104,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
60,ml_pca_shape_rf,42,2245,769546,2839,B4,5451.0,novel_broad_template_mismatch,broad_width,3.4358428621602957,0.99102443,0.9713798,0.10597092,13,13,13,6,6,3.0,1,0.81049347,0.510732,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
61,ml_pca_shape_rf,42,16014,783316,15677,B4,5679.0,novel_broad_template_mismatch,broad_width,3.379630384026949,0.9876175,0.9153263,0.12352156,13,13,13,6,6,2.0,1,0.75576687,0.5043141,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,True,False,False,True
62,ml_pca_shape_rf,42,28092,795398,10522,B4,4481.0,novel_delayed_peak,not_broad_rule,2.7932551451875938,0.18459478,0.8663897,0.18002766,12,12,12,14,14,1.5,1,0.8415532,0.7953582,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
63,ml_pca_shape_rf,42,16119,783421,15777,B4,3932.5,novel_delayed_peak,not_broad_rule,5.617757536350548,0.13546655,0.88403356,0.41734645,11,11,13,14,14,266.5,1,0.8169104,0.7774952,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
64,ml_pca_shape_rf,42,20226,787530,3212,B4,1020.5,novel_early_pretrigger,not_broad_rule,26.8154401197176,0.12486006,0.13433169,1.6829041,1,1,2,0,0,593.0,1,0.0,-2.055365,18.0,dropout,dropout,dropout,True,False,False,False,False,False
65,ml_pca_shape_rf,42,21979,789283,4845,B4,4539.5,unassigned_common,not_broad_rule,4.1407195975900155,0.11803002,0.5575503,0.32805142,11,11,13,4,4,89.0,1,0.8398502,0.2615927,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
66,ml_pca_shape_rf,42,21317,788621,4234,B4,5471.5,unassigned_common,not_broad_rule,2.7219077377180256,0.108725235,0.5965987,0.23692301,12,12,14,5,5,3.5,1,0.77209175,0.37549117,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
67,ml_pca_shape_rf,42,9251,776553,9354,B4,4946.0,unassigned_common,not_broad_rule,3.803693828171,0.10188989,0.45038876,0.31213492,11,11,14,5,5,52.0,1,0.77213913,0.3026688,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
68,ml_pca_shape_rf,42,593,767894,1297,B4,4183.0,unassigned_common,not_broad_rule,2.2555245211151034,0.09839426,0.46533117,0.21509756,11,11,12,11,11,2.0,1,0.85249823,0.77169496,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
69,ml_pca_shape_rf,42,28915,796221,11300,B6,1117.0,novel_early_pretrigger,not_broad_rule,27.44968171121318,0.12652937,0.13223654,1.7206454,1,1,2,0,0,652.5,1,0.0,-1.9623992,18.0,dropout,dropout,dropout,True,False,False,False,False,False
70,ml_pca_shape_rf,42,11263,778565,11227,B6,1087.0,novel_delayed_peak,not_broad_rule,5.509505615263179,0.038059603,0.0436593,0.41506904,1,1,1,17,17,115.5,1,0.12787488,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
71,ml_pca_shape_rf,42,31091,798397,13337,B6,3837.0,unassigned_common,not_broad_rule,1.9289058952546771,0.02936901,0.06493632,0.19306578,9,9,11,8,8,2.5,1,0.89497,0.37372947,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
72,ml_pca_shape_rf,42,11673,778975,11603,B6,3628.0,unassigned_common,not_broad_rule,3.511405831717707,0.023881087,0.10546959,0.28369558,10,10,11,5,5,7.5,1,0.9528666,0.23428887,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
73,ml_pca_shape_rf,42,11507,778809,11451,B6,5116.5,unassigned_common,not_broad_rule,2.7814095383609563,0.014688085,0.0,0.2524035,11,11,13,6,6,3.0,1,0.7541288,0.32356104,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
74,ml_pca_shape_rf,42,23053,790357,5837,B6,4159.5,unassigned_common,not_broad_rule,3.99500240273865,0.012633914,0.0056902436,0.3197309,9,9,11,5,5,19.0,1,0.8341147,0.20976079,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
75,ml_pca_shape_rf,42,21854,789158,4731,B6,1052.5,novel_early_pretrigger,not_broad_rule,20.059794337029086,0.012263724,0.031759672,1.2720505,5,5,5,3,3,926.0,1,0.8935867,-1.9187648,1.6316447,dropout,dropout,dropout,True,False,False,False,False,False
76,ml_pca_shape_rf,42,9983,777285,10029,B6,2568.5,unassigned_common,not_broad_rule,6.232211218854007,0.009456957,0.004925966,0.45142907,7,7,8,12,12,3.0,1,0.85750437,0.5094413,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
77,ml_pca_shape_rf,42,25079,792385,7717,B6,1011.5,novel_delayed_peak,not_broad_rule,4.088587151395431,0.009445812,0.0068825637,0.3305156,1,1,1,17,17,6.5,1,0.008403362,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
78,ml_pca_shape_rf,42,4436,771737,4874,B6,1974.0,novel_delayed_peak,not_broad_rule,7.190909829465231,0.008813023,0.026721377,0.515123,1,1,2,17,17,6.5,1,0.015197569,1.0,18.0,novel_delayed_peak,novel_delayed_peak,novel_delayed_peak,True,False,False,False,False,False
79,ml_pca_shape_rf,42,18142,785445,1280,B8,4563.0,unassigned_common,not_broad_rule,3.5647392898723775,0.027089275,0.21140395,0.29639223,11,11,13,5,5,2.0,1,0.79706335,0.32610124,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
80,ml_pca_shape_rf,42,1792,769093,2409,B8,4008.5,unassigned_common,not_broad_rule,1.4694197961352786,0.017820025,0.07120086,0.13783067,10,10,13,7,7,3.5,1,0.8660347,0.3780716,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
81,ml_pca_shape_rf,42,15690,782992,15370,B8,5559.5,unassigned_common,not_broad_rule,2.697963037906381,0.015910977,0.0896652,0.17765671,12,12,13,6,6,5.0,1,0.74206316,0.44023743,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
82,ml_pca_shape_rf,42,8693,775995,8850,B8,1004.5,novel_early_pretrigger,not_broad_rule,20.819804961836898,0.012263724,0.023769053,1.3130839,5,5,5,3,3,861.5,1,0.96217024,-1.8750622,1.6398052,dropout,dropout,dropout,True,False,False,False,False,False
83,ml_pca_shape_rf,42,33948,801254,15976,B8,6611.5,unassigned_common,not_broad_rule,3.9582392289383446,0.012259055,0.018894885,0.3227134,8,8,9,10,10,0.5,1,0.74952734,0.4917946,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
84,ml_pca_shape_rf,42,33796,801102,15835,B8,3672.5,unassigned_common,not_broad_rule,3.694656488610467,0.011351616,0.04431323,0.29782727,10,10,11,5,5,3.0,1,0.90006804,0.24220558,18.0,pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,False,False,False,False,False
85,ml_pca_shape_rf,42,14021,781323,13802,B8,3317.0,unassigned_common,not_broad_rule,5.1930603752630295,0.008830967,0.021917148,0.3842004,9,9,11,4,4,137.5,1,0.9457341,0.12571602,18.0,pileup_or_long_tail,novel_broad_template_mismatch,novel_broad_template_mismatch,False,False,False,False,False,False
86,ml_pca_shape_rf,42,13119,780421,12962,B8,3064.5,unassigned_common,not_broad_rule,5.454611009043613,0.007317268,0.007245416,0.39662695,8,8,10,8,8,112.5,2,0.99706316,0.08533203,18.0,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,False,False,False,False
