method,reference_run,comparison_run,n_reference,n_comparison,w1_timing_prediction,w1_timing_target,w1_energy_prediction,w1_energy_target_charge_loss,w1_pid_probability,w1_pid_label
1d_cnn,44,58,1912,9000,0.25713026154823976,0.26161648322891706,0.2231764701092628,0.23470231994836016,0.04416249933116363,0.020202020202020204
1d_cnn,44,59,1912,9000,0.13808955204005197,0.12420273715384081,0.11985496390218639,0.11917279457203067,0.022428996128716853,0.2727272727272727
1d_cnn,44,60,1912,9000,0.17305181596315272,0.17739365271862712,0.15020049743956088,0.15942326337400112,0.024931131152793624,0.29292929292929293
1d_cnn,44,61,1912,9000,0.1394852263548158,0.14554354391576668,0.12106633803114254,0.12634769735312223,0.020949515861016944,0.30303030303030304
1d_cnn,44,62,1912,9000,0.13461503927304294,0.13209957236832742,0.11683925573891765,0.12003946398845819,0.020045993962146423,0.2727272727272727
1d_cnn,44,63,1912,9000,0.05433603321286769,0.028196572349408647,0.04716101417194699,0.02205398542110361,0.009032522269872712,0.12121212121212122
1d_cnn,44,65,1912,9000,0.07807552664568933,0.042852828166701565,0.06776572903781236,0.027843445425081687,0.014175995722262545,0.010101010101010102
compact_waveform_transformer,44,45,1912,9000,0.024497771404232073,0.013441365868665943,0.02206017731422423,0.013528852215921004,0.003500371183635614,0.0
compact_waveform_transformer,44,46,1912,677,0.1293656667013361,0.14315729025364526,0.1164934249917155,0.12677377407598975,0.022033501618137264,0.04040404040404041
compact_waveform_transformer,44,47,1912,5161,0.14965991448723903,0.15686579545763404,0.1347683400763838,0.14142146392904145,0.024614339052426687,0.04040404040404041
compact_waveform_transformer,44,48,1912,9000,0.015974963282545357,0.009803495669545522,0.014385407411327355,0.010662575966180012,0.002158502891208178,0.010101010101010102
compact_waveform_transformer,44,49,1912,9000,0.027661033882336164,0.023769108704801176,0.02490868449079138,0.023149806544034143,0.0037924460889865656,0.0
compact_waveform_transformer,44,50,1912,9000,0.21808092670684504,0.2273846181104806,0.19638127144163703,0.2180553150357622,0.03624602633594262,0.030303030303030304
compact_waveform_transformer,44,51,1912,9000,0.18234333038668737,0.1785213463925803,0.1641996646087145,0.1713034854212192,0.030196249398468704,0.030303030303030304
compact_waveform_transformer,44,52,1912,6933,0.18761070344634725,0.19061722610812598,0.16894292108500622,0.1827235964271757,0.031032375768579614,0.030303030303030304
compact_waveform_transformer,44,53,1912,9000,0.23018850688455683,0.23860810809086522,0.20728411529712296,0.22675183881412841,0.038618496537509595,0.030303030303030304
compact_waveform_transformer,44,54,1912,9000,0.23823220347665772,0.2452501213384999,0.21452744070804308,0.2317060315307944,0.040026794298730704,0.04040404040404041
compact_waveform_transformer,44,55,1912,9000,0.18201867175109754,0.18789865398229372,0.16390731078907017,0.17966629192082564,0.03001891424333808,0.030303030303030304
compact_waveform_transformer,44,56,1912,9000,0.20572722958457285,0.2184432747039756,0.18525680194157176,0.20913200742668572,0.03386610717032895,0.030303030303030304
compact_waveform_transformer,44,57,1912,9000,0.017610979443698233,0.014155645642075896,0.015858638114734272,0.014559482245734256,0.002247353084761689,0.0
compact_waveform_transformer,44,58,1912,9000,0.2579174336505056,0.26161648322891706,0.23225393514475612,0.23470231994836016,0.043976942165331406,0.020202020202020204
compact_waveform_transformer,44,59,1912,9000,0.11747146190492196,0.12420273715384081,0.1057827250779199,0.11917279457203067,0.018160193747643275,0.2727272727272727
compact_waveform_transformer,44,60,1912,9000,0.1588405407197548,0.17739365271862712,0.14303546169809309,0.15942326337400112,0.020849286733063483,0.29292929292929293
compact_waveform_transformer,44,61,1912,9000,0.12192519412949833,0.14554354391576668,0.10979329774495085,0.12634769735312223,0.01671463207125363,0.30303030303030304
compact_waveform_transformer,44,62,1912,9000,0.11932341118427844,0.13209957236832742,0.10745039980841403,0.12003946398845819,0.016477997318437004,0.2727272727272727
compact_waveform_transformer,44,63,1912,9000,0.044449645785821786,0.028196572349408647,0.04002678373665935,0.02205398542110361,0.007446600868545383,0.12121212121212122
compact_waveform_transformer,44,65,1912,9000,0.0718096512774325,0.042852828166701565,0.06466439175415875,0.027843445425081687,0.013073631171325227,0.010101010101010102
gradient_boosted_trees,44,45,1912,9000,0.017743348132537806,0.013441365868665943,0.018739932895828395,0.013528852215921004,0.0023806039790697287,0.0
gradient_boosted_trees,44,46,1912,677,0.12536928211198078,0.14315729025364526,0.13241085709569891,0.12677377407598975,0.018949542248335366,0.04040404040404041
gradient_boosted_trees,44,47,1912,5161,0.14459912123421978,0.15686579545763404,0.15272077222876757,0.14142146392904145,0.021295977553105524,0.04040404040404041
gradient_boosted_trees,44,48,1912,9000,0.009922500014181771,0.009803495669545522,0.010479813789125438,0.010662575966180012,0.001117742541957228,0.010101010101010102
gradient_boosted_trees,44,49,1912,9000,0.020719000271718562,0.023769108704801176,0.02188271750406793,0.023149806544034143,0.002576676885957386,0.0
gradient_boosted_trees,44,50,1912,9000,0.20277037383566293,0.2273846181104806,0.21415931032622243,0.2180553150357622,0.02927408443849611,0.030303030303030304
gradient_boosted_trees,44,51,1912,9000,0.16621615487253047,0.1785213463925803,0.17555196264237,0.1713034854212192,0.02409339715660541,0.030303030303030304
gradient_boosted_trees,44,52,1912,6933,0.1734761063660025,0.19061722610812598,0.18321968142905967,0.1827235964271757,0.025083680968585466,0.030303030303030304
gradient_boosted_trees,44,53,1912,9000,0.21050828921762055,0.23860810809086522,0.22233183864096406,0.22675183881412841,0.03052396921127406,0.030303030303030304
gradient_boosted_trees,44,54,1912,9000,0.21612996377227658,0.2452501213384999,0.22826926393012073,0.2317060315307944,0.03138127030682455,0.04040404040404041
gradient_boosted_trees,44,55,1912,9000,0.17199837086085154,0.18789865398229372,0.18165894644277325,0.17966629192082564,0.024740209763922032,0.030303030303030304
gradient_boosted_trees,44,56,1912,9000,0.19821471075551722,0.2184432747039756,0.20934777082532197,0.20913200742668572,0.0285637840662102,0.030303030303030304
gradient_boosted_trees,44,57,1912,9000,0.01159438707269604,0.014155645642075896,0.012245605174828242,0.014559482245734256,0.0013047484576763804,0.0
gradient_boosted_trees,44,58,1912,9000,0.22903867852330767,0.26161648322891706,0.2419030181910824,0.23470231994836016,0.03359586768230333,0.020202020202020204
gradient_boosted_trees,44,59,1912,9000,0.10904691554869497,0.12420273715384081,0.11517171757072021,0.11917279457203067,0.016051828123311532,0.2727272727272727
gradient_boosted_trees,44,60,1912,9000,0.1515073136455677,0.17739365271862712,0.16001697479736443,0.15942326337400112,0.020118495112921634,0.29292929292929293
gradient_boosted_trees,44,61,1912,9000,0.12116178134147453,0.14554354391576668,0.12796703502167664,0.12634769735312223,0.01633988444110897,0.30303030303030304
gradient_boosted_trees,44,62,1912,9000,0.10731404137891963,0.13209957236832742,0.11334151363085879,0.12003946398845819,0.01481793307015059,0.2727272727272727
gradient_boosted_trees,44,63,1912,9000,0.01696980989015647,0.028196572349408647,0.017922947586950833,0.02205398542110361,0.0022846218940387165,0.12121212121212122
gradient_boosted_trees,44,65,1912,9000,0.04770570346353165,0.042852828166701565,0.05038517392416194,0.027843445425081687,0.007452667781702575,0.010101010101010102
manifold_gated_residual_cnn_new,44,45,1912,9000,0.027100393896301606,0.013441365868665943,0.02342955625828163,0.013528852215921004,0.004420394065479437,0.0
manifold_gated_residual_cnn_new,44,46,1912,677,0.13143211869579371,0.14315729025364526,0.11362922128822804,0.12677377407598975,0.02390421947746566,0.04040404040404041
manifold_gated_residual_cnn_new,44,47,1912,5161,0.14470669106025283,0.15686579545763404,0.12510571179338908,0.14142146392904145,0.025845873994056627,0.04040404040404041
manifold_gated_residual_cnn_new,44,48,1912,9000,0.021015258383269286,0.009803495669545522,0.018168675203508934,0.010662575966180012,0.003143333214325746,0.010101010101010102
manifold_gated_residual_cnn_new,44,49,1912,9000,0.025379542817521566,0.023769108704801176,0.021941802071420168,0.023149806544034143,0.003727046302848989,0.0
manifold_gated_residual_cnn_new,44,50,1912,9000,0.21724720353505225,0.2273846181104806,0.1878203798375769,0.2180553150357622,0.03923048686047997,0.030303030303030304
manifold_gated_residual_cnn_new,44,51,1912,9000,0.18245044240332908,0.1785213463925803,0.15773695273832505,0.1713034854212192,0.0330425673565178,0.030303030303030304
manifold_gated_residual_cnn_new,44,52,1912,6933,0.18744946705497276,0.19061722610812598,0.1620588408113229,0.1827235964271757,0.03382218522555899,0.030303030303030304
manifold_gated_residual_cnn_new,44,53,1912,9000,0.23205370275209644,0.23860810809086522,0.2006212924377256,0.22675183881412841,0.042092003339167794,0.030303030303030304
manifold_gated_residual_cnn_new,44,54,1912,9000,0.23635103677258348,0.2452501213384999,0.20433654033767024,0.2317060315307944,0.043042016033873406,0.04040404040404041
manifold_gated_residual_cnn_new,44,55,1912,9000,0.18411339008221114,0.18789865398229372,0.1591746485050889,0.17966629192082564,0.033166076031447646,0.030303030303030304
manifold_gated_residual_cnn_new,44,56,1912,9000,0.20845790457356753,0.2184432747039756,0.18022162105394213,0.20913200742668572,0.037482933450226824,0.030303030303030304
manifold_gated_residual_cnn_new,44,57,1912,9000,0.01849497988142753,0.014155645642075896,0.015989778214869084,0.014559482245734256,0.0028506936652190843,0.0
manifold_gated_residual_cnn_new,44,58,1912,9000,0.25954335181023735,0.26161648322891706,0.2243873806134987,0.23470231994836016,0.048029696211369335,0.020202020202020204
manifold_gated_residual_cnn_new,44,59,1912,9000,0.10876760000758101,0.12420273715384081,0.09403468276195746,0.11917279457203067,0.018003932392281114,0.2727272727272727
manifold_gated_residual_cnn_new,44,60,1912,9000,0.1399214655604929,0.17739365271862712,0.12096866120073195,0.15942326337400112,0.020208856230883893,0.29292929292929293
manifold_gated_residual_cnn_new,44,61,1912,9000,0.10921741820194507,0.14554354391576668,0.09442357741047727,0.12634769735312223,0.01613677496673784,0.30303030303030304
manifold_gated_residual_cnn_new,44,62,1912,9000,0.10613635390921679,0.13209957236832742,0.09175984709785674,0.12003946398845819,0.015850363634526732,0.2727272727272727
manifold_gated_residual_cnn_new,44,63,1912,9000,0.05390655233929253,0.028196572349408647,0.046604734567377785,0.02205398542110361,0.009808020585715163,0.12121212121212122
manifold_gated_residual_cnn_new,44,65,1912,9000,0.0730561128725307,0.042852828166701565,0.0631604296094302,0.027843445425081687,0.014293599636717273,0.010101010101010102
mlp,44,45,1912,9000,0.0212852865303255,0.013441365868665943,0.020284217118198333,0.013528852215921004,0.002885061804995387,0.0
mlp,44,46,1912,677,0.1275444283851921,0.14315729025364526,0.12154588646271544,0.12677377407598975,0.019757044233306487,0.04040404040404041
mlp,44,47,1912,5161,0.1444586837739505,0.15686579545763404,0.1376646459343552,0.14142146392904145,0.022125170537167126,0.04040404040404041
mlp,44,48,1912,9000,0.018219298943877197,0.009803495669545522,0.01736242770292739,0.010662575966180012,0.0022348322087164967,0.010101010101010102
mlp,44,49,1912,9000,0.025519967614626025,0.023769108704801176,0.02431973865021094,0.023149806544034143,0.0033427892102285907,0.0
mlp,44,50,1912,9000,0.20568254285840076,0.2273846181104806,0.19600908807557774,0.2180553150357622,0.03076339392725265,0.030303030303030304
mlp,44,51,1912,9000,0.16842016422086298,0.1785213463925803,0.1604991950046604,0.1713034854212192,0.025276602600710553,0.030303030303030304
mlp,44,52,1912,6933,0.17621358879249202,0.19061722610812598,0.167926086258873,0.1827235964271757,0.02644285990207484,0.030303030303030304
mlp,44,53,1912,9000,0.21767308029976454,0.23860810809086522,0.207435697304016,0.22675183881412841,0.03296904941926702,0.030303030303030304
mlp,44,54,1912,9000,0.22416980672853465,0.2452501213384999,0.2136268761074198,0.2317060315307944,0.03406779692705832,0.04040404040404041
mlp,44,55,1912,9000,0.17426828564379854,0.18789865398229372,0.1660722727692452,0.17966629192082564,0.025986533259051016,0.030303030303030304
mlp,44,56,1912,9000,0.1999440010482765,0.2184432747039756,0.19054043511721372,0.20913200742668572,0.02983252273138725,0.030303030303030304
mlp,44,57,1912,9000,0.01999016281367854,0.014155645642075896,0.019050006745442206,0.014559482245734256,0.0024712396661440545,0.0
mlp,44,58,1912,9000,0.24310674632852425,0.26161648322891706,0.23167319412217646,0.23470231994836016,0.037677347823375396,0.020202020202020204
mlp,44,59,1912,9000,0.13060205687928683,0.12420273715384081,0.12445971681257581,0.11917279457203067,0.0189790765154693,0.2727272727272727
mlp,44,60,1912,9000,0.18287709819209405,0.17739365271862712,0.1742762133115361,0.15942326337400112,0.023951059812962125,0.29292929292929293
mlp,44,61,1912,9000,0.15085862458316673,0.14554354391576668,0.1437635921178213,0.12634769735312223,0.020067387284955607,0.30303030303030304
mlp,44,62,1912,9000,0.14163728377471368,0.13209957236832742,0.13497594422069895,0.12003946398845819,0.018916094487890462,0.2727272727272727
mlp,44,63,1912,9000,0.03934498915505231,0.028196572349408647,0.037494556066912356,0.02205398542110361,0.005789918083358897,0.12121212121212122
mlp,44,65,1912,9000,0.059007904125810286,0.042852828166701565,0.05623270154272042,0.027843445425081687,0.009975549069543687,0.010101010101010102
ridge,44,45,1912,9000,0.02032463283499101,0.013441365868665943,0.008985890189600634,0.013528852215921004,0.003536355499251603,0.0
ridge,44,46,1912,677,0.1723012671208047,0.14315729025364526,0.07617752696673909,0.12677377407598975,0.03065572874228255,0.04040404040404041
ridge,44,47,1912,5161,0.17403479572216318,0.15686579545763404,0.0769439515205702,0.14142146392904145,0.030739709648130328,0.04040404040404041
ridge,44,48,1912,9000,0.013777152911812803,0.009803495669545522,0.006091130117625136,0.010662575966180012,0.002178982920474323,0.010101010101010102
ridge,44,49,1912,9000,0.023527607617600668,0.023769108704801176,0.010401983651669977,0.023149806544034143,0.0038240973554003297,0.0
ridge,44,50,1912,9000,0.2329279914021482,0.2273846181104806,0.10298170549091108,0.2180553150357622,0.04119882748347204,0.030303030303030304
ridge,44,51,1912,9000,0.19858399630909604,0.1785213463925803,0.08779760002224833,0.1713034854212192,0.03510295487829565,0.030303030303030304
ridge,44,52,1912,6933,0.20251392870275098,0.19061722610812598,0.08953509467854247,0.1827235964271757,0.03568313893147777,0.030303030303030304
ridge,44,53,1912,9000,0.2634438340891134,0.23860810809086522,0.11647331508870477,0.22675183881412841,0.047320101585956155,0.030303030303030304
ridge,44,54,1912,9000,0.27169732348262554,0.2452501213384999,0.12012233300569515,0.2317060315307944,0.04892781298308153,0.04040404040404041
ridge,44,55,1912,9000,0.19926950217193912,0.18789865398229372,0.08810067464395711,0.17966629192082564,0.03522823986021929,0.030303030303030304
ridge,44,56,1912,9000,0.22009700224813514,0.2184432747039756,0.09730889159567455,0.20913200742668572,0.03866601150977749,0.030303030303030304
ridge,44,57,1912,9000,0.01270455890429699,0.014155645642075896,0.005616916780153793,0.014559482245734256,0.002120328364379769,0.0
ridge,44,58,1912,9000,0.3297995905780932,0.26161648322891706,0.14581040304983722,0.23470231994836016,0.06081290380429983,0.020202020202020204
ridge,44,59,1912,9000,0.20770199839300083,0.12420273715384081,0.09182883473825561,0.11917279457203067,0.035888538625086765,0.2727272727272727
ridge,44,60,1912,9000,0.2676018325345921,0.17739365271862712,0.1183116418984898,0.15942326337400112,0.04252954883640327,0.29292929292929293
ridge,44,61,1912,9000,0.2327389106417177,0.14554354391576668,0.10289810944447873,0.12634769735312223,0.03865558018692975,0.30303030303030304
ridge,44,62,1912,9000,0.2117376224356476,0.13209957236832742,0.09361305759670277,0.12003946398845819,0.03533475198610045,0.2727272727272727
ridge,44,63,1912,9000,0.10112040902616687,0.028196572349408647,0.04470717374398458,0.02205398542110361,0.018955275240178822,0.12121212121212122
ridge,44,65,1912,9000,0.10494934374789804,0.042852828166701565,0.046400015490842175,0.027843445425081687,0.020717196763997105,0.010101010101010102
traditional_optimal_transport_template_likelihood,44,45,1912,9000,0.014885691482156538,0.013441365868665943,0.013245369345738838,0.013528852215921004,0.0010000891029763067,0.0
traditional_optimal_transport_template_likelihood,44,46,1912,677,0.15055140227354805,0.14315729025364526,0.13396145762004988,0.12677377407598975,0.01026778430308828,0.04040404040404041
traditional_optimal_transport_template_likelihood,44,47,1912,5161,0.1508503877718547,0.15686579545763404,0.13422749654466676,0.14142146392904145,0.01030758795349217,0.04040404040404041
traditional_optimal_transport_template_likelihood,44,48,1912,9000,0.012996574665020123,0.009803495669545522,0.011564422914045545,0.010662575966180012,0.0008714748949999247,0.010101010101010102
traditional_optimal_transport_template_likelihood,44,49,1912,9000,0.024415223273555164,0.023769108704801176,0.021724798629916702,0.023149806544034143,0.0016413316605136893,0.0
traditional_optimal_transport_template_likelihood,44,50,1912,9000,0.20530328128929642,0.2273846181104806,0.18267997773758027,0.2180553150357622,0.01397039418321499,0.030303030303030304
traditional_optimal_transport_template_likelihood,44,51,1912,9000,0.16821572902877094,0.1785213463925803,0.149679271763733,0.1713034854212192,0.011517877280189043,0.030303030303030304
traditional_optimal_transport_template_likelihood,44,52,1912,6933,0.1710700983275909,0.19061722610812598,0.1522191051102274,0.1827235964271757,0.01168995022543076,0.030303030303030304
traditional_optimal_transport_template_likelihood,44,53,1912,9000,0.22037102405569425,0.23860810809086522,0.196087337307457,0.22675183881412841,0.015040276207610895,0.030303030303030304
traditional_optimal_transport_template_likelihood,44,54,1912,9000,0.2231857067241446,0.2452501213384999,0.198591857274122,0.2317060315307944,0.015243782636308016,0.04040404040404041
traditional_optimal_transport_template_likelihood,44,55,1912,9000,0.16627156691618825,0.18789865398229372,0.1479493457283844,0.17966629192082564,0.011382058328932512,0.030303030303030304
traditional_optimal_transport_template_likelihood,44,56,1912,9000,0.198027506986211,0.2184432747039756,0.17620595414007928,0.20913200742668572,0.013450565339765552,0.030303030303030304
traditional_optimal_transport_template_likelihood,44,57,1912,9000,0.013172060697071195,0.014155645642075896,0.011720571341031336,0.014559482245734256,0.0008427975534887987,0.0
traditional_optimal_transport_template_likelihood,44,58,1912,9000,0.24233985973032535,0.26161648322891706,0.215635326929245,0.23470231994836016,0.016612921855245214,0.020202020202020204
traditional_optimal_transport_template_likelihood,44,59,1912,9000,0.2615412083057898,0.12420273715384081,0.23272079145893562,0.11917279457203067,0.017545490090617975,0.2727272727272727
traditional_optimal_transport_template_likelihood,44,60,1912,9000,0.31023768231800397,0.17739365271862712,0.276051179227627,0.15942326337400112,0.020438531417463005,0.29292929292929293
traditional_optimal_transport_template_likelihood,44,61,1912,9000,0.2658543201770958,0.14554354391576668,0.23655862189048926,0.12634769735312223,0.017587829370520166,0.30303030303030304
traditional_optimal_transport_template_likelihood,44,62,1912,9000,0.2434793633708342,0.13209957236832742,0.21664926347411065,0.12003946398845819,0.016173610196287425,0.2727272727272727
traditional_optimal_transport_template_likelihood,44,63,1912,9000,0.11367574345315287,0.028196572349408647,0.10114929558316575,0.02205398542110361,0.007612823536609136,0.12121212121212122
traditional_optimal_transport_template_likelihood,44,65,1912,9000,0.03357823887838446,0.042852828166701565,0.029878099815301047,0.027843445425081687,0.002402884554510186,0.010101010101010102
