run,target,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct
61,external_downstream_charge,direct_external_extra_trees,925,-0.03382555712511887,0.20123672481873742,0.21631410078959648,0.3783783783783784,0.8010810810810811
61,external_downstream_charge,shuffled_external_extra_trees,925,-0.11403911552417641,0.27236380669437565,0.42935509040481956,0.252972972972973,0.625945945945946
62,same_event_B2_odd_charge,strong_traditional_huber,798,0.03329126236303093,0.0696250624299875,1.0413436451549503,0.7218045112781954,0.7919799498746867
62,same_event_B2_odd_charge,extra_trees_odd_closure,798,0.0011497692319953207,0.01223757036223283,0.07404432475686115,0.956140350877193,0.9912280701754386
62,external_downstream_charge,huber_odd_closure_transfer,798,0.0032007625108858235,0.21276657824748235,0.48381356320485924,0.3458646616541353,0.7531328320802005
62,external_downstream_charge,extra_trees_odd_closure_transfer,798,0.004930486092317311,0.21172584914307516,0.4852844673470926,0.3634085213032581,0.7543859649122807
62,external_downstream_charge,direct_external_huber,798,0.007410210673995207,0.2048136963303856,0.3446932341651477,0.3458646616541353,0.7619047619047619
62,external_downstream_charge,direct_external_extra_trees,798,0.01696668910594572,0.19058224493372505,0.2473817015578302,0.37092731829573933,0.7857142857142857
62,external_downstream_charge,shuffled_external_extra_trees,798,-0.03780037757562672,0.24324980431988452,0.5444208661823879,0.2957393483709273,0.6929824561403509
63,same_event_B2_odd_charge,strong_traditional_huber,365,0.030366451455611388,0.13236603582808973,1.0144756029529653,0.6602739726027397,0.7479452054794521
63,same_event_B2_odd_charge,extra_trees_odd_closure,365,0.0012362897705122374,0.018581281348875055,0.061582782236613606,0.9424657534246575,0.9863013698630136
63,external_downstream_charge,huber_odd_closure_transfer,365,0.1079030464003905,0.3070603875287268,0.7094795338868857,0.273972602739726,0.6301369863013698
63,external_downstream_charge,extra_trees_odd_closure_transfer,365,0.09786049407956973,0.2722964274348659,0.6989119935493567,0.3041095890410959,0.6493150684931507
63,external_downstream_charge,direct_external_huber,365,0.08038921186958044,0.24547091553838435,0.5063005566850675,0.3178082191780822,0.6876712328767123
63,external_downstream_charge,direct_external_extra_trees,365,0.02776453791759552,0.22566242867511974,0.3370283337986673,0.3506849315068493,0.7287671232876712
63,external_downstream_charge,shuffled_external_extra_trees,365,0.03354441826318051,0.2553477658573441,0.6660531429890718,0.29315068493150687,0.6712328767123288
65,same_event_B2_odd_charge,strong_traditional_huber,63,0.027508179386476986,0.06293222221135052,1.4915686344041317,0.7301587301587301,0.9047619047619048
65,same_event_B2_odd_charge,extra_trees_odd_closure,63,0.002410592085717226,0.016772128048170683,0.07295321361886027,0.9523809523809523,0.9841269841269841
65,external_downstream_charge,huber_odd_closure_transfer,63,0.2579726885765758,0.3808405288946717,1.1129804838261506,0.25396825396825395,0.49206349206349204
65,external_downstream_charge,extra_trees_odd_closure_transfer,63,0.2453922374533326,0.3994342263961306,1.1571913785105692,0.20634920634920634,0.49206349206349204
65,external_downstream_charge,direct_external_huber,63,0.11951548564318448,0.3087008008430826,0.8349330922590769,0.3333333333333333,0.6190476190476191
65,external_downstream_charge,direct_external_extra_trees,63,0.10077687825505668,0.2671889460362314,0.47871674400092745,0.31746031746031744,0.6507936507936508
65,external_downstream_charge,shuffled_external_extra_trees,63,0.1465168724399451,0.31187897049375374,1.039113558080295,0.23809523809523808,0.6031746031746031
