event_id,run,max_q_template_rmse,dominant_q_stave,dominant_q_stave_index,max_peak_sample,max_tail_area_frac,max_secondary_peak_frac,max_width20_samples,max_adaptive_lowering_adc,max_pretrigger_absmax_adc,min_over_max_amp,amp_cv,mean_log_amp,dt_span_ns,tail_label,atom_class,pulse_shape_handoff,artifact_handoff
58:417804:1777:28806,58,0.6076911693622397,B4,0,17.0,0.0,0.6593212869105333,4.0,0.0,9.0,0.6555793991416309,0.19624510382658297,7.82875494764188,4.546345877190099,True,delayed_peak_shape,True,False
58:418054:2008:29056,58,0.2521764871575979,B8,2,10.0,0.5159803391265493,0.9854429256169004,11.0,0.0,7.5,0.8086277294514468,0.08635998265265372,7.846304505230106,4.546345877190099,True,common_shape,False,False
58:418720:2626:29722,58,0.10088277768777285,B6,1,11.0,0.6102694576153579,0.9871483153872872,12.0,0.0,9.0,0.8938217944737659,0.04578840135271944,8.021957361285056,5.546345877190092,True,common_shape,False,False
58:420237:4046:31237,58,0.6133396499832114,B4,0,4.0,0.6677304156219133,0.9213061224489796,11.0,756.5699999999997,2500.5,0.614204081632653,0.20513602611850273,7.763655374863002,4.546345877190099,True,common_shape,False,False
58:420245:4054:31245,58,0.12282316269108785,B8,2,8.0,0.5368779432353316,0.9006410256410257,11.0,0.0,15.0,0.5274216524216524,0.25090984110360076,7.645298907654016,6.546345877190099,True,common_shape,False,False
58:420334:4140:31334,58,0.5846860934759383,B4,0,17.0,0.0,0.5252263906856404,3.0,0.0,9.5,0.6055620838229534,0.20340450272995958,7.99930144108173,4.546345877190099,True,delayed_peak_shape,True,False
58:421027:4781:32023,58,0.9839748748658286,B4,0,4.0,0.48874061718098416,0.7528158295281583,8.0,2575.96,3368.0,0.3733669833729216,0.4392375597251838,7.554876817028732,4.546345877190099,True,pretrigger_baseline_shape,True,False
58:421487:5218:32482,58,0.5978787164390026,B4,0,15.0,0.20460801915020946,0.9051268016785258,6.0,0.0,30.5,0.7179346834519248,0.14007891243676585,7.793337059124961,4.546345877190099,True,delayed_peak_shape,True,False
58:421531:5255:32526,58,0.09346912639544999,B8,2,9.0,0.6194989617522942,0.9609640692000592,12.0,0.0,7.0,0.6396569569717581,0.18925740302715238,7.881607186536866,8.546345877190099,True,common_shape,False,False
58:421877:5573:32871,58,0.40745636304740906,B8,2,11.0,0.5583025979815993,0.9724349157733537,10.0,0.0,61.0,0.7382848392036754,0.13137877202384216,7.917133164302103,4.546345877190099,True,common_shape,False,False
58:422340:6010:33333,58,0.49454117386751617,B4,0,12.0,0.5434331199169407,0.9993189170781542,8.0,0.0,18.5,0.7924448217317487,0.1030940304286043,8.031231001262809,4.546345877190099,True,delayed_peak_shape,True,False
59:423280:6885:34268,59,0.18033522640925878,B8,2,8.0,0.5652805920183244,0.9875862068965517,11.0,0.0,21.5,0.41982758620689653,0.3613687121299414,7.511354448226164,5.984638537925605,True,common_shape,False,False
59:423346:6947:34334,59,0.07502705613208752,B8,2,9.0,0.5589119622333998,0.9041403222516826,10.0,0.0,12.0,0.617988986334897,0.19931682595324146,7.630500819675646,4.984638537925598,True,common_shape,False,False
59:423397:6993:34385,59,0.37297708436264315,B6,1,5.0,0.6871099690597304,0.8790983606557377,15.0,19.765000000000327,1069.0,0.5185706967213115,0.30280917902291166,7.873951719583807,4.484638537925605,True,broad_late_shape,True,False
59:423408:7002:34396,59,0.131575778175442,B8,2,10.0,0.49961738598102234,0.9887876664330764,11.0,0.0,10.0,0.6482130343377716,0.17718738050043664,7.7890471445395555,4.7226235857461845,True,common_shape,False,False
59:423416:7008:34404,59,0.20826261265818102,B4,0,7.0,0.693881775438389,0.9080677966101695,14.0,0.0,28.5,0.2817807514153371,0.44003743557197517,7.825930182894848,2.984638537925605,False,low_charge_pair_artifact,False,True
59:423434:7026:34422,59,0.413934111537322,B4,0,6.0,0.5439030500407089,0.8997571207772135,11.0,195.34500000000025,1096.5,0.8557422969187675,0.06492852765788733,7.739308070273452,4.484638537925605,True,common_shape,False,False
59:423435:7027:34423,59,0.5864375356904191,B6,1,17.0,0.0,0.07011572498298162,2.0,26.425000000000182,20.0,0.6015601560156015,0.2018316389710089,7.207782541932985,4.484638537925605,True,delayed_peak_shape,True,False
59:423446:7037:34434,59,0.4946577572678704,B4,0,5.0,0.6687771727660293,0.9721656483367278,10.0,251.9949999999999,1785.0,0.4356754921928038,0.3423296551323343,7.553459015709112,4.484638537925605,True,common_shape,False,False
59:423474:7062:34462,59,0.2733674837964152,B6,1,6.0,0.6502648580789369,0.942078853046595,14.0,0.0,432.5,0.7419354838709677,0.12085041170103442,8.025165082769396,4.484638537925605,True,broad_late_shape,True,False
59:423481:7067:34469,59,0.07810706761092884,B8,2,9.0,0.5492607082973426,0.9165085388994307,11.0,0.0,24.5,0.5653495440729484,0.22851883926962688,7.720458008695768,4.722623585746192,True,common_shape,False,False
59:423511:7094:34499,59,0.11275881635396928,B8,2,10.0,0.7101405922823811,0.9853382205931356,12.0,0.0,17.0,0.4952947954676397,0.32047909102299216,8.140176624665825,3.984638537925605,True,broad_late_shape,True,False
59:423570:7149:34558,59,0.08222702459888866,B8,2,9.0,0.5454693478791827,0.880374862183021,11.0,0.0,9.0,0.8500468603561387,0.06873046681874798,7.574973731134118,6.2226235857461845,True,common_shape,False,False
59:423594:7172:34582,59,0.06724359968002433,B8,2,8.0,0.5703115909989994,0.9868397652498666,11.0,0.0,17.0,0.6983816468077538,0.16962784536623235,7.713865964736521,4.222623585746199,True,common_shape,False,False
59:423651:7228:34639,59,0.14019082789291507,B8,2,9.0,0.5052484493217912,0.8474697077690663,11.0,0.0,6.5,0.7974611595301251,0.09287579701429735,7.761846125487948,4.984638537925605,True,common_shape,False,False
59:423655:7232:34643,59,0.10601581361672649,B8,2,8.0,0.6731942160087719,0.9913700107874865,13.0,0.0,14.5,0.6908614578517491,0.1627076154618754,7.869361550213957,4.984638537925612,True,common_shape,False,False
59:423697:7273:34685,59,0.12237844483106557,B8,2,9.0,0.6484665202921965,0.8373573573573574,12.0,0.0,15.5,0.601921921921922,0.2547157389239061,7.996728488504021,4.484638537925605,True,common_shape,False,False
59:423766:7332:34754,59,0.14843985856277359,B8,2,8.0,0.6543266376410053,0.8147605083088955,13.0,0.0,14.5,0.46117434914910405,0.39633298428073,7.882117278390727,3.484638537925612,True,common_shape,False,False
59:423830:7390:34818,59,0.8103733875502158,B4,0,5.0,0.5822805759364484,0.9732441471571907,10.0,850.2399999999998,2320.0,0.42934782608695654,0.3649463902620205,7.31030450421786,4.484638537925605,True,q_template_mismatch,True,False
59:423988:7540:34976,59,0.1416558206663086,B8,2,8.0,0.4578175752787288,0.8310291858678955,10.0,0.0,25.5,0.7534722222222222,0.11609583290275079,7.532857334604653,3.9846385379255977,True,common_shape,False,False
59:424134:7672:35122,59,1.185979015492641,B4,0,4.0,0.4541758427918008,0.8141565325849703,8.0,1366.1450000000004,1526.0,0.6715442092154421,0.1735625432904073,7.248981692080762,4.484638537925605,True,pretrigger_baseline_shape,True,False
59:424136:7674:35124,59,0.09143881639886327,B8,2,11.0,0.4731298623578695,0.9690412782956058,12.0,0.0,7.0,0.4014647137150466,0.37401467539881467,7.532228789663073,5.984638537925612,True,common_shape,False,False
59:424160:7695:35148,59,0.23370654334438715,B8,2,10.0,0.6269064384729546,0.917796958487464,11.0,0.0,34.5,0.48650500068502534,0.3363168995151591,7.7638852767823545,6.722623585746177,True,common_shape,False,False
59:424198:7728:35186,59,0.540596309073843,B4,0,5.0,0.6613787932599345,0.9368181078000326,11.0,342.89999999999964,2367.5,0.4787493893502687,0.3166307868085092,7.621944168132941,4.484638537925605,True,common_shape,False,False
59:424219:7748:35207,59,0.07147554305968645,B8,2,9.0,0.5617686216803307,0.8878048780487805,11.0,0.0,17.5,0.6037219485495348,0.20889538468730073,7.651400536634594,2.484638537925605,False,common_shape,False,False
59:424298:7820:35286,59,0.13060968939347023,B6,1,7.0,0.6532370680690496,0.9171171171171171,13.0,0.0,27.0,0.5643776824034334,0.23224773180374256,7.934910815974,5.7226235857461845,True,common_shape,False,False
59:424411:7925:35399,59,0.1755364633064916,B8,2,9.0,0.6895854744775608,0.9835866261398176,11.0,0.0,17.5,0.6533434650455927,0.17342953422170856,7.8838348725905005,7.2226235857461845,True,common_shape,False,False
59:424478:7990:35466,59,0.09401646067588659,B8,2,9.0,0.6301794737759191,0.9631883627727476,12.0,0.0,8.5,0.6057592400178121,0.24993918784997554,7.791230865451953,4.984638537925619,True,common_shape,False,False
59:424580:8085:35568,59,0.4058754219493362,B4,0,5.0,0.7359109244886887,0.9711653984781738,15.0,247.09000000000015,2348.0,0.5677580718508413,0.2609088750822124,8.045845241419649,4.484638537925605,True,broad_late_shape,True,False
59:424615:8117:35603,59,0.14201660953913905,B8,2,9.0,0.6493532843012935,0.9058103975535168,12.0,0.0,11.0,0.3590250329380764,0.47440119911824086,7.810208772748864,4.984638537925605,True,low_charge_pair_artifact,False,True
59:424637:8137:35625,59,0.5618264451502677,B4,0,5.0,0.48555912120464084,0.8851004203643157,9.0,469.4250000000002,1275.0,0.6550677253619804,0.17015315119362703,7.493572474819305,4.484638537925605,True,common_shape,False,False
59:424651:8150:35639,59,0.3504334151816348,B4,0,7.0,0.5571055684454757,0.892804389111627,11.0,0.0,905.5,0.9067313779278329,0.04358789802009611,7.7106910019974215,4.484638537925605,True,common_shape,False,False
59:424664:8162:35652,59,0.10927201172138162,B8,2,9.0,0.6437218686947075,0.9906857234623414,12.0,0.0,20.5,0.8440661634816123,0.07059334435490414,7.951971501561396,5.484638537925598,True,common_shape,False,False
59:424678:8175:35666,59,0.4877961660115665,B4,0,5.0,0.7076103649968958,0.9135102892931702,13.0,374.0550000000003,2178.0,0.5313152400835073,0.27986723222371646,7.75349706205066,4.484638537925605,True,broad_late_shape,True,False
59:424704:8200:35692,59,0.09709071168332777,B8,2,9.0,0.5554761160016086,0.9931058255773871,11.0,0.0,27.0,0.8362633574629438,0.08210663456125346,7.860520771391175,4.722623585746192,True,common_shape,False,False
59:424727:8222:35715,59,0.1274582574444146,B8,2,10.0,0.6380747977106769,0.9789328268002072,12.0,0.0,36.5,0.5663652426982642,0.2719788498930235,8.120143243945824,5.484638537925612,True,common_shape,False,False
59:424739:8234:35727,59,0.9597515241196134,B4,0,4.0,0.5238592370264039,0.8939600983875375,9.0,1173.2600000000002,1387.5,0.6876195681880295,0.15048588789164571,7.336734440947421,4.484638537925605,True,pretrigger_baseline_shape,True,False
59:424760:8254:35748,59,0.07045353796932298,B8,2,9.0,0.5054610703697925,0.8990977720493464,11.0,0.0,22.5,0.5759528631927822,0.24415367072866584,7.587756718120374,5.984638537925612,True,common_shape,False,False
59:424912:8390:35900,59,0.20972325691531082,B6,1,8.0,0.4775947770606128,0.8705225106802498,10.0,0.0,32.0,0.7613209907430573,0.11182637554939705,7.460581252445461,5.222623585746192,True,common_shape,False,False
59:424933:8410:35921,59,0.14287919214821154,B6,1,10.0,0.6049220045054619,0.8084367245657568,11.0,0.0,9.0,0.304864210605946,0.6017834702042104,8.01657532123266,6.484638537925605,True,low_charge_pair_artifact,False,True
59:425069:8534:36057,59,0.11524628157830127,B6,1,9.0,0.6531442045264663,0.9966369598116698,13.0,0.0,34.5,0.6545482914651272,0.1728535532206709,7.906477560942972,7.484638537925605,True,common_shape,False,False
59:425144:8601:36132,59,0.5530014542305275,B4,0,5.0,0.6782315789473684,0.91943359375,13.0,589.5600000000004,3356.0,0.4980544747081712,0.3271780571229841,7.894440737672536,4.484638537925605,True,pretrigger_baseline_shape,True,False
59:425185:8639:36173,59,0.2869690750002139,B4,0,9.0,0.6888435044480599,0.9510396696652411,11.0,0.0,22.5,0.42279202279202277,0.3451460299355218,8.135488195899919,4.515361462074409,True,common_shape,False,False
59:425218:8670:36206,59,0.1089878342566009,B8,2,9.0,0.6158316998678033,0.9060434372049103,12.0,0.0,8.0,0.4063699155794321,0.45341303975579555,7.971122777863722,4.984638537925612,True,common_shape,False,False
59:425245:8693:36233,59,0.5202437620428556,B4,0,5.0,0.675328697316929,0.9610208816705337,13.0,555.3500000000004,3517.0,0.543917213528521,0.2857466940424282,7.909414061529074,4.484638537925605,True,pretrigger_baseline_shape,True,False
59:425259:8707:36247,59,0.128121083098871,B8,2,9.0,0.4872751206669592,0.891996891996892,11.0,0.0,14.0,0.4694510304577786,0.3001887882714527,7.656765541688267,3.9846385379255977,True,common_shape,False,False
59:425293:8738:36281,59,0.4792813884099219,B6,1,12.0,0.6312684943855454,0.898011002962336,8.0,0.0,9.5,0.3666972356871479,0.39324669026278586,7.753348670106313,4.484638537925605,True,common_shape,False,False
59:425310:8754:36298,59,0.1741075165979571,B8,2,8.0,0.7320379785036099,0.8798039721434099,13.0,0.0,25.0,0.41161482110627456,0.45189255070808326,7.871681777130452,6.484638537925612,True,broad_late_shape,True,False
59:425381:8818:36369,59,0.16901560322804812,B8,2,9.0,0.6887166887166887,0.9017411256579836,11.0,0.0,15.0,0.41530570927250643,0.3857216930051551,7.7195628028770455,3.9846385379255977,True,common_shape,False,False
59:425389:8826:36377,59,0.0751117162159364,B8,2,9.0,0.5108525397180578,0.8900919305413687,10.0,0.0,21.0,0.795097037793667,0.09765510566871098,7.673985319467513,4.484638537925605,True,common_shape,False,False
59:425432:8864:36420,59,0.09894288925149779,B8,2,9.0,0.5128439807187748,0.8531468531468531,11.0,0.0,14.5,0.8995478671122469,0.04838286136567787,7.805498129777166,5.7226235857461845,True,common_shape,False,False
59:425480:8908:36468,59,0.12490818557556232,B8,2,9.0,0.6451150188599054,0.8345693097547062,12.0,0.0,8.0,0.4031738730450782,0.40844336603059495,7.8492923033668545,2.484638537925612,False,common_shape,False,False
59:425494:8921:36482,59,0.33067421320787566,B8,2,8.0,0.617364674722728,0.999657416923604,11.0,0.0,1015.0,0.9080321972940572,0.04468617496390928,7.947306120016148,4.484638537925605,True,delayed_peak_shape,True,False
59:425507:8933:36495,59,0.7975991270889154,B4,0,5.0,0.5869677021189056,0.9139123750960799,10.0,795.8900000000003,2516.0,0.4754035357417371,0.2966848413928894,7.497054877658844,4.484638537925605,True,q_template_mismatch,True,False
