run,eventno,stave,run_family,current_group,high_current,downstream_event,event_selected_count,fold,traditional_stratum_score,residualized_cwola_score,nuisance_only_score,shuffled_label_score
57,383599,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6528072588887169,0.5,0.6007756940955347
56,323638,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5277595768472944,0.5,0.4977301192418089
54,273037,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4509966584161602,0.5,0.44157692403528004
53,219220,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.49665083940317406,0.5,0.5158617851818077
47,61459,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.492766808620712,0.5,0.5106786205913504
56,309111,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.530998482493035,0.5,0.4669418654234391
54,272188,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.47738250793881026,0.5,0.5301982046606591
47,59760,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.432027403193918,0.5,0.48337381455703765
47,58742,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4341423036008684,0.5,0.48107455359604995
57,362225,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.47695955343069557,0.5,0.4655992775622975
47,53973,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.551251283251108,0.5,0.43623719535810274
47,55336,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.44265173492571175,0.5,0.5080660715403884
55,294050,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4419664166122728,0.5,0.5171150666882685
52,198409,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.48203038530962594,0.5,0.36473719687314604
55,290456,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5024043603625178,0.5,0.5732297407385606
56,323787,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5040936615384732,0.5,0.5039872157439089
47,55368,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.432283777734299,0.5,0.49926231719873415
47,54193,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4491319372714541,0.5,0.5121671243808638
47,62663,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4416588794211089,0.5,0.5679096927056313
54,258677,B6,B,high_20nA,1,1,1,holdout_family_B,0.5,0.5037069835302806,0.5,0.48214573751697104
47,54668,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.42325047206517463,0.5,0.5125193277735884
47,57134,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.6535554371026057,0.5,0.4424696022857247
54,252983,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.44228214857507847,0.5,0.5779795882524446
47,64528,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5395935985484667,0.5,0.49866690109150413
47,60949,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4384527054159282,0.5,0.5300081290482372
47,56203,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5448591170131941,0.5,0.6112180852683524
55,281781,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5713965569712355,0.5,0.5063407391602645
47,61856,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.47357596079568215,0.5,0.4937682628125704
47,63869,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4739458147480118,0.5,0.5203634334455772
47,63316,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5545236029282116,0.5,0.41179319510852197
52,195342,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5108629006281108,0.5,0.4685038814196761
57,387014,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5068157039518787,0.5,0.466914157919941
56,310908,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5709453951092248,0.5,0.5358871438247546
47,56683,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.40957012945236454,0.5,0.4315525718310216
54,274802,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.389688312211171,0.5,0.5261639073898743
56,333176,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4880327821217843,0.5,0.4689918008659107
47,57735,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5865379667554289,0.5,0.5342721965107262
56,333764,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5068629429057948,0.5,0.5178336674207706
54,279720,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.48104520023161307,0.5,0.515767188814919
56,310409,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5427184694455354,0.5,0.5285885522172954
56,320372,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5216943778975226,0.5,0.4516669880779095
57,370760,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5508146298794868,0.5,0.4901274877583339
57,360963,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6016021174625436,0.5,0.5673979696279426
56,308849,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.47760587635846435,0.5,0.5309843203449612
47,55105,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.42749840494526153,0.5,0.5011888376708972
55,294398,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5147189452113868,0.5,0.48347471540681425
53,219572,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.48670604384924393,0.5,0.4903910094349539
47,58402,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.39760018732251495,0.5,0.4496009277803696
47,56161,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.47780852741218044,0.5,0.5179478199475163
47,59261,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5634521571386946,0.5,0.5270342108233022
57,386032,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5379977077374011,0.5,0.5506424696396405
53,217474,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.49452542803378946,0.5,0.4860858830574054
47,54553,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.39151896454803525,0.5,0.4885063438858929
54,272070,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5511861369691232,0.5,0.553178886780613
53,238256,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5644364958634481,0.5,0.5074202235525185
56,324323,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5743670188110686,0.5,0.4977319787353245
54,256024,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5606210509321908,0.5,0.44142963222606346
52,204216,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5458295064187516,0.5,0.46081261367096915
53,207753,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5417579135777967,0.5,0.5526081152968567
54,269283,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4935224095133293,0.5,0.47049278181381854
47,55026,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4515780578891944,0.5,0.5439674415914131
57,388043,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5003888935600438,0.5,0.43267525475260193
52,194639,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4869159354514996,0.5,0.3992467329053534
56,312304,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6708657380405443,0.5,0.41867171137348375
47,63612,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.43095850880277436,0.5,0.5071230109093671
47,62060,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5082146275725173,0.5,0.5217504373383798
47,61513,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4926813461180721,0.5,0.5095953546592938
56,328104,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.364624258202068,0.5,0.4982781848629395
47,56163,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4989287594836653,0.5,0.49341826855294674
47,61854,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5020693178994632,0.5,0.49907164783063374
47,56053,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5826599604367324,0.5,0.515044750284076
56,317071,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5308164119664958,0.5,0.5171566226887196
56,343769,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5369669591674978,0.5,0.585172483936066
55,295447,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.43190847491879153,0.5,0.4591638840533212
56,340796,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.49181694795309405,0.5,0.4612351346499172
56,353237,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4989464339958072,0.5,0.4646676412909073
57,377774,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5319060464962709,0.5,0.5983057161316481
53,228929,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5192723084731087,0.5,0.5361477070387526
47,57765,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5161053019532497,0.5,0.48927665547901433
57,378955,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5818175782453702,0.5,0.525509145051311
47,63818,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5186305415319393,0.5,0.4883866164361671
47,60101,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.644383249012206,0.5,0.4978733881485457
56,352492,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5607465435822551,0.5,0.5221851077720833
47,55739,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5488293202392605,0.5,0.4336127802049794
47,60270,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5013524156309074,0.5,0.5640287379827689
57,370581,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.42538189229747564,0.5,0.5677054713188058
56,337106,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5261638784007463,0.5,0.544174640994997
53,216618,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5414432790089496,0.5,0.36327231008049793
53,242462,B2,B,high_20nA,1,1,2,holdout_family_B,0.5,0.5453391002883222,0.5,0.45899814365410324
57,383831,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.482457282200156,0.5,0.4709274445488881
54,265076,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5200071196404824,0.5,0.5085024269492132
53,227013,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4839260573954767,0.5,0.5453562702955661
47,62376,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5598902564573256,0.5,0.5253431484095302
47,58014,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5021987734864203,0.5,0.5270617256329011
53,212356,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5528402702995543,0.5,0.5563310788882565
55,286558,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5547947463714379,0.5,0.5154398733511165
55,285669,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5059783903752549,0.5,0.5333473293054274
56,309747,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4902405509204986,0.5,0.5274234840199473
47,55737,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.4775876340604868,0.5,0.3900664235172219
57,375077,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.598388952170371,0.5,0.48803751889917363
54,260113,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.40935153689582543,0.5,0.5252136029680134
57,372682,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5373336959003439,0.5,0.4410794156383424
52,198183,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5002830006366755,0.5,0.46316697405006463
55,298680,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4995337730098706,0.5,0.4906449798874151
47,60933,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.3913305896799018,0.5,0.4904717354190274
47,56187,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5351122737678465,0.5,0.509355644180332
55,304308,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4557534796564169,0.5,0.5269271470951266
55,284468,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6225377274871405,0.5,0.5371820043587895
47,62105,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5595807409712629,0.5,0.44346137382388656
52,198996,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.3602999692916402,0.5,0.4940391421074404
54,265740,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5992236654923216,0.5,0.5694266004272259
54,281089,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.506070346729982,0.5,0.5222174629327139
53,221582,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5352797550853992,0.5,0.4907248842598114
56,319131,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.42156738837779395,0.5,0.5594388544263522
53,227150,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5247439608672341,0.5,0.5236410874666433
56,338798,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5712672038406703,0.5,0.48438019645650104
53,209287,B4,B,high_20nA,1,1,2,holdout_family_B,0.5,0.43633798562985576,0.5,0.4499510519168213
57,375528,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5803352267138236,0.5,0.5617123360638516
57,372327,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.6228786333117179,0.5,0.5191144676358631
47,61964,B2,B,low_2nA,0,0,1,holdout_family_B,0.5,0.5194278856542844,0.5,0.47206471361198776
53,208914,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5390760635672746,0.5,0.5226138154918625
57,370279,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.5556442937770876,0.5,0.42173771328675985
53,221490,B2,B,high_20nA,1,0,1,holdout_family_B,0.5,0.4778426867293933,0.5,0.49701609816240294
