charge_bin,topology_bin,anomaly_taxon,lowering_bin,run_family,stave,high_current,n
q0,single,tail,not_lowered,B,B2,0,6
q0,single,tail,not_lowered,B,B2,1,172
q0,three_plus,dropout,not_lowered,A,B2,1,88
q0,three_plus,dropout,not_lowered,A,B4,1,88
q0,three_plus,dropout,not_lowered,A,B6,1,60
q0,three_plus,dropout,not_lowered,A,B8,1,23
q0,three_plus,dropout,not_lowered,B,B2,0,3
q0,three_plus,dropout,not_lowered,B,B2,1,54
q0,three_plus,dropout,not_lowered,B,B4,0,2
q0,three_plus,dropout,not_lowered,B,B4,1,84
q0,three_plus,dropout,not_lowered,B,B6,0,1
q0,three_plus,dropout,not_lowered,B,B6,1,57
q0,three_plus,dropout,not_lowered,B,B8,1,19
q0,three_plus,nominal,lowered,A,B2,1,8
q0,three_plus,nominal,lowered,B,B2,1,7
q0,three_plus,nominal,not_lowered,A,B2,1,45
q0,three_plus,nominal,not_lowered,A,B4,0,1
q0,three_plus,nominal,not_lowered,A,B4,1,104
q0,three_plus,nominal,not_lowered,A,B6,0,1
q0,three_plus,nominal,not_lowered,A,B6,1,119
q0,three_plus,nominal,not_lowered,A,B8,1,23
q0,three_plus,nominal,not_lowered,B,B2,0,1
q0,three_plus,nominal,not_lowered,B,B2,1,27
q0,three_plus,nominal,not_lowered,B,B4,0,3
q0,three_plus,nominal,not_lowered,B,B4,1,91
q0,three_plus,nominal,not_lowered,B,B6,0,3
q0,three_plus,nominal,not_lowered,B,B6,1,110
q0,three_plus,nominal,not_lowered,B,B8,0,1
q0,three_plus,nominal,not_lowered,B,B8,1,12
q0,three_plus,saturation,not_lowered,A,B6,1,1
q0,three_plus,saturation,not_lowered,A,B8,1,1
q0,three_plus,saturation,not_lowered,B,B8,1,1
q0,three_plus,tail,lowered,A,B2,1,39
q0,three_plus,tail,lowered,B,B2,1,42
q0,three_plus,tail,not_lowered,A,B2,1,103
q0,three_plus,tail,not_lowered,A,B4,1,381
q0,three_plus,tail,not_lowered,A,B6,1,374
q0,three_plus,tail,not_lowered,A,B8,1,93
q0,three_plus,tail,not_lowered,B,B2,0,3
q0,three_plus,tail,not_lowered,B,B2,1,81
q0,three_plus,tail,not_lowered,B,B4,0,9
q0,three_plus,tail,not_lowered,B,B4,1,431
q0,three_plus,tail,not_lowered,B,B6,0,9
q0,three_plus,tail,not_lowered,B,B6,1,443
q0,three_plus,tail,not_lowered,B,B8,0,3
q0,three_plus,tail,not_lowered,B,B8,1,113
q1,downstream,dropout,not_lowered,A,B2,1,20
q1,downstream,dropout,not_lowered,A,B4,1,17
q1,downstream,dropout,not_lowered,A,B6,1,2
q1,downstream,dropout,not_lowered,B,B2,1,13
q1,downstream,dropout,not_lowered,B,B4,1,10
q1,downstream,nominal,lowered,A,B2,1,72
q1,downstream,nominal,lowered,B,B2,0,3
q1,downstream,nominal,lowered,B,B2,1,54
q1,downstream,nominal,not_lowered,A,B2,0,1
q1,downstream,nominal,not_lowered,A,B2,1,279
q1,downstream,nominal,not_lowered,A,B4,1,351
q1,downstream,nominal,not_lowered,A,B6,0,2
q1,downstream,nominal,not_lowered,A,B6,1,122
q1,downstream,nominal,not_lowered,A,B8,0,1
q1,downstream,nominal,not_lowered,A,B8,1,56
q1,downstream,nominal,not_lowered,B,B2,0,6
q1,downstream,nominal,not_lowered,B,B2,1,195
q1,downstream,nominal,not_lowered,B,B4,0,13
q1,downstream,nominal,not_lowered,B,B4,1,322
q1,downstream,nominal,not_lowered,B,B6,0,7
q1,downstream,nominal,not_lowered,B,B6,1,181
q1,downstream,nominal,not_lowered,B,B8,0,2
q1,downstream,nominal,not_lowered,B,B8,1,58
q1,downstream,saturation,lowered,B,B2,0,1
q1,downstream,saturation,not_lowered,A,B2,1,15
q1,downstream,saturation,not_lowered,A,B4,1,4
q1,downstream,saturation,not_lowered,B,B2,1,25
q1,downstream,saturation,not_lowered,B,B4,1,4
q1,downstream,tail,lowered,A,B2,1,56
q1,downstream,tail,lowered,B,B2,1,63
q1,downstream,tail,not_lowered,A,B2,1,153
q1,downstream,tail,not_lowered,A,B4,1,374
q1,downstream,tail,not_lowered,A,B6,1,50
q1,downstream,tail,not_lowered,A,B8,1,29
q1,downstream,tail,not_lowered,B,B2,0,2
q1,downstream,tail,not_lowered,B,B2,1,102
q1,downstream,tail,not_lowered,B,B4,0,3
q1,downstream,tail,not_lowered,B,B4,1,389
q1,downstream,tail,not_lowered,B,B6,1,40
q1,downstream,tail,not_lowered,B,B8,1,25
q1,single,dropout,not_lowered,A,B2,0,1
q1,single,dropout,not_lowered,A,B2,1,265
q1,single,dropout,not_lowered,B,B2,0,11
q1,single,dropout,not_lowered,B,B2,1,179
q1,single,nominal,lowered,A,B2,0,38
q1,single,nominal,lowered,A,B2,1,2919
q1,single,nominal,lowered,B,B2,0,283
q1,single,nominal,lowered,B,B2,1,2666
q1,single,nominal,not_lowered,A,B2,0,101
q1,single,nominal,not_lowered,A,B2,1,9578
q1,single,nominal,not_lowered,B,B2,0,772
q1,single,nominal,not_lowered,B,B2,1,6664
q1,single,saturation,lowered,A,B2,1,25
q1,single,saturation,lowered,B,B2,1,11
q1,single,saturation,not_lowered,A,B2,1,151
q1,single,saturation,not_lowered,B,B2,0,2
q1,single,saturation,not_lowered,B,B2,1,114
q1,single,tail,lowered,A,B2,0,3
q1,single,tail,lowered,A,B2,1,349
q1,single,tail,lowered,B,B2,0,13
q1,single,tail,lowered,B,B2,1,299
q1,single,tail,not_lowered,A,B2,0,5
q1,single,tail,not_lowered,A,B2,1,1072
q1,single,tail,not_lowered,B,B2,0,34
q1,single,tail,not_lowered,B,B2,1,590
q1,three_plus,dropout,not_lowered,A,B2,1,3
q1,three_plus,dropout,not_lowered,A,B4,1,1
q1,three_plus,dropout,not_lowered,A,B6,1,2
q1,three_plus,dropout,not_lowered,A,B8,1,1
q1,three_plus,dropout,not_lowered,B,B2,1,2
q1,three_plus,dropout,not_lowered,B,B4,1,1
q1,three_plus,dropout,not_lowered,B,B6,1,5
q1,three_plus,nominal,lowered,A,B2,1,23
q1,three_plus,nominal,lowered,B,B2,1,31
q1,three_plus,nominal,not_lowered,A,B2,1,92
q1,three_plus,nominal,not_lowered,A,B4,1,234
q1,three_plus,nominal,not_lowered,A,B6,1,184
q1,three_plus,nominal,not_lowered,A,B8,0,1
q1,three_plus,nominal,not_lowered,A,B8,1,52
q1,three_plus,nominal,not_lowered,B,B2,0,3
q1,three_plus,nominal,not_lowered,B,B2,1,78
q1,three_plus,nominal,not_lowered,B,B4,0,5
q1,three_plus,nominal,not_lowered,B,B4,1,200
q1,three_plus,nominal,not_lowered,B,B6,0,4
q1,three_plus,nominal,not_lowered,B,B6,1,147
q1,three_plus,nominal,not_lowered,B,B8,0,2
q1,three_plus,nominal,not_lowered,B,B8,1,59
q1,three_plus,saturation,not_lowered,A,B2,1,2
q1,three_plus,saturation,not_lowered,B,B2,1,3
q1,three_plus,saturation,not_lowered,B,B6,1,1
q1,three_plus,tail,lowered,A,B2,1,38
q1,three_plus,tail,lowered,B,B2,0,1
q1,three_plus,tail,lowered,B,B2,1,27
q1,three_plus,tail,not_lowered,A,B2,1,79
q1,three_plus,tail,not_lowered,A,B4,1,155
q1,three_plus,tail,not_lowered,A,B6,1,192
q1,three_plus,tail,not_lowered,A,B8,1,92
q1,three_plus,tail,not_lowered,B,B2,1,58
q1,three_plus,tail,not_lowered,B,B4,0,3
q1,three_plus,tail,not_lowered,B,B4,1,182
q1,three_plus,tail,not_lowered,B,B6,0,3
q1,three_plus,tail,not_lowered,B,B6,1,195
q1,three_plus,tail,not_lowered,B,B8,0,3
q1,three_plus,tail,not_lowered,B,B8,1,102
q2,downstream,nominal,lowered,A,B2,0,1
q2,downstream,nominal,lowered,A,B2,1,27
q2,downstream,nominal,lowered,B,B2,0,1
q2,downstream,nominal,lowered,B,B2,1,22
q2,downstream,nominal,not_lowered,A,B2,1,132
q2,downstream,nominal,not_lowered,A,B4,0,1
q2,downstream,nominal,not_lowered,A,B4,1,246
q2,downstream,nominal,not_lowered,A,B6,1,45
q2,downstream,nominal,not_lowered,A,B8,1,11
q2,downstream,nominal,not_lowered,B,B2,0,7
q2,downstream,nominal,not_lowered,B,B2,1,107
q2,downstream,nominal,not_lowered,B,B4,0,6
q2,downstream,nominal,not_lowered,B,B4,1,180
q2,downstream,nominal,not_lowered,B,B6,0,1
q2,downstream,nominal,not_lowered,B,B6,1,75
q2,downstream,nominal,not_lowered,B,B8,1,6
q2,downstream,saturation,lowered,A,B2,1,10
q2,downstream,saturation,lowered,B,B2,0,2
q2,downstream,saturation,lowered,B,B2,1,14
q2,downstream,saturation,not_lowered,A,B2,1,66
q2,downstream,saturation,not_lowered,A,B4,1,3
q2,downstream,saturation,not_lowered,B,B2,1,62
q2,downstream,saturation,not_lowered,B,B4,1,3
q2,downstream,tail,lowered,A,B2,1,26
q2,downstream,tail,lowered,B,B2,0,1
q2,downstream,tail,lowered,B,B2,1,17
q2,downstream,tail,not_lowered,A,B2,1,70
q2,downstream,tail,not_lowered,A,B4,1,111
q2,downstream,tail,not_lowered,A,B6,1,16
q2,downstream,tail,not_lowered,A,B8,1,5
q2,downstream,tail,not_lowered,B,B2,1,47
q2,downstream,tail,not_lowered,B,B4,1,128
q2,downstream,tail,not_lowered,B,B6,0,1
q2,downstream,tail,not_lowered,B,B6,1,39
q2,downstream,tail,not_lowered,B,B8,1,8
q2,single,nominal,lowered,A,B2,0,26
q2,single,nominal,lowered,A,B2,1,2361
q2,single,nominal,lowered,B,B2,0,225
q2,single,nominal,lowered,B,B2,1,3236
q2,single,nominal,not_lowered,A,B2,0,95
q2,single,nominal,not_lowered,A,B2,1,8117
q2,single,nominal,not_lowered,B,B2,0,614
q2,single,nominal,not_lowered,B,B2,1,8909
q2,single,saturation,lowered,A,B2,1,43
q2,single,saturation,lowered,B,B2,1,51
q2,single,saturation,not_lowered,A,B2,0,3
q2,single,saturation,not_lowered,A,B2,1,448
q2,single,saturation,not_lowered,B,B2,0,18
q2,single,saturation,not_lowered,B,B2,1,374
q2,single,tail,lowered,A,B2,0,5
q2,single,tail,lowered,A,B2,1,879
q2,single,tail,lowered,B,B2,0,41
q2,single,tail,lowered,B,B2,1,678
q2,single,tail,not_lowered,A,B2,0,14
q2,single,tail,not_lowered,A,B2,1,2216
q2,single,tail,not_lowered,B,B2,0,59
q2,single,tail,not_lowered,B,B2,1,1226
q2,three_plus,nominal,lowered,A,B2,1,6
q2,three_plus,nominal,lowered,B,B2,1,3
q2,three_plus,nominal,not_lowered,A,B2,1,34
q2,three_plus,nominal,not_lowered,A,B4,1,13
q2,three_plus,nominal,not_lowered,A,B6,1,40
q2,three_plus,nominal,not_lowered,A,B8,1,16
q2,three_plus,nominal,not_lowered,B,B2,0,1
q2,three_plus,nominal,not_lowered,B,B2,1,23
q2,three_plus,nominal,not_lowered,B,B4,0,1
q2,three_plus,nominal,not_lowered,B,B4,1,3
q2,three_plus,nominal,not_lowered,B,B6,0,2
q2,three_plus,nominal,not_lowered,B,B6,1,34
q2,three_plus,nominal,not_lowered,B,B8,1,22
q2,three_plus,saturation,lowered,A,B2,1,3
q2,three_plus,saturation,lowered,B,B2,1,2
q2,three_plus,saturation,not_lowered,A,B2,1,19
q2,three_plus,saturation,not_lowered,A,B8,1,1
q2,three_plus,saturation,not_lowered,B,B2,1,20
q2,three_plus,saturation,not_lowered,B,B6,1,1
q2,three_plus,tail,lowered,A,B2,1,7
q2,three_plus,tail,lowered,B,B2,0,1
q2,three_plus,tail,lowered,B,B2,1,11
q2,three_plus,tail,not_lowered,A,B2,1,20
q2,three_plus,tail,not_lowered,A,B4,1,5
q2,three_plus,tail,not_lowered,A,B6,1,22
q2,three_plus,tail,not_lowered,A,B8,1,28
q2,three_plus,tail,not_lowered,B,B2,1,13
q2,three_plus,tail,not_lowered,B,B4,1,2
q2,three_plus,tail,not_lowered,B,B6,0,1
q2,three_plus,tail,not_lowered,B,B6,1,19
q2,three_plus,tail,not_lowered,B,B8,1,25
q3,downstream,nominal,lowered,A,B2,1,8
q3,downstream,nominal,lowered,B,B2,0,1
q3,downstream,nominal,lowered,B,B2,1,14
q3,downstream,nominal,not_lowered,A,B2,1,57
q3,downstream,nominal,not_lowered,A,B4,1,52
q3,downstream,nominal,not_lowered,A,B6,1,1
q3,downstream,nominal,not_lowered,A,B8,1,3
q3,downstream,nominal,not_lowered,B,B2,1,56
q3,downstream,nominal,not_lowered,B,B4,0,4
q3,downstream,nominal,not_lowered,B,B4,1,28
q3,downstream,nominal,not_lowered,B,B6,1,3
q3,downstream,saturation,lowered,A,B2,1,5
q3,downstream,saturation,lowered,B,B2,1,5
q3,downstream,saturation,not_lowered,A,B2,1,44
q3,downstream,saturation,not_lowered,A,B4,1,7
q3,downstream,saturation,not_lowered,A,B8,1,1
q3,downstream,saturation,not_lowered,B,B2,1,34
q3,downstream,saturation,not_lowered,B,B4,1,6
q3,downstream,tail,lowered,A,B2,1,14
q3,downstream,tail,lowered,B,B2,0,1
q3,downstream,tail,lowered,B,B2,1,10
q3,downstream,tail,not_lowered,A,B2,1,24
q3,downstream,tail,not_lowered,A,B4,1,3
q3,downstream,tail,not_lowered,B,B2,1,24
q3,downstream,tail,not_lowered,B,B4,1,2
q3,downstream,tail,not_lowered,B,B8,1,1
q3,single,nominal,lowered,A,B2,0,19
q3,single,nominal,lowered,A,B2,1,1982
q3,single,nominal,lowered,B,B2,0,106
q3,single,nominal,lowered,B,B2,1,4650
q3,single,nominal,not_lowered,A,B2,0,41
q3,single,nominal,not_lowered,A,B2,1,6508
q3,single,nominal,not_lowered,B,B2,0,322
q3,single,nominal,not_lowered,B,B2,1,12321
q3,single,saturation,lowered,A,B2,0,3
q3,single,saturation,lowered,A,B2,1,409
q3,single,saturation,lowered,B,B2,0,20
q3,single,saturation,lowered,B,B2,1,442
q3,single,saturation,not_lowered,A,B2,0,10
q3,single,saturation,not_lowered,A,B2,1,1478
q3,single,saturation,not_lowered,B,B2,0,75
q3,single,saturation,not_lowered,B,B2,1,1396
q3,single,tail,lowered,A,B2,1,199
q3,single,tail,lowered,B,B2,0,8
q3,single,tail,lowered,B,B2,1,189
q3,single,tail,not_lowered,A,B2,1,508
q3,single,tail,not_lowered,B,B2,0,19
q3,single,tail,not_lowered,B,B2,1,265
q3,three_plus,nominal,lowered,A,B2,1,3
q3,three_plus,nominal,lowered,B,B2,1,5
q3,three_plus,nominal,not_lowered,A,B2,1,21
q3,three_plus,nominal,not_lowered,A,B4,1,2
q3,three_plus,nominal,not_lowered,A,B6,1,2
q3,three_plus,nominal,not_lowered,A,B8,1,3
q3,three_plus,nominal,not_lowered,B,B2,1,17
q3,three_plus,nominal,not_lowered,B,B4,1,1
q3,three_plus,nominal,not_lowered,B,B6,1,1
q3,three_plus,nominal,not_lowered,B,B8,1,1
q3,three_plus,saturation,lowered,A,B2,1,5
q3,three_plus,saturation,lowered,B,B2,1,3
q3,three_plus,saturation,not_lowered,A,B2,1,21
q3,three_plus,saturation,not_lowered,A,B6,1,2
q3,three_plus,saturation,not_lowered,B,B2,1,15
q3,three_plus,saturation,not_lowered,B,B4,1,1
q3,three_plus,tail,lowered,A,B2,1,7
q3,three_plus,tail,lowered,B,B2,1,7
q3,three_plus,tail,not_lowered,A,B2,1,14
q3,three_plus,tail,not_lowered,A,B4,1,2
q3,three_plus,tail,not_lowered,A,B8,1,1
q3,three_plus,tail,not_lowered,B,B2,0,1
q3,three_plus,tail,not_lowered,B,B2,1,17
q3,three_plus,tail,not_lowered,B,B4,1,1
q3,three_plus,tail,not_lowered,B,B8,1,2
q4,downstream,nominal,lowered,A,B2,1,5
q4,downstream,nominal,lowered,B,B2,1,9
q4,downstream,nominal,not_lowered,A,B2,1,25
q4,downstream,nominal,not_lowered,A,B4,1,6
q4,downstream,nominal,not_lowered,A,B6,1,1
q4,downstream,nominal,not_lowered,B,B2,0,1
q4,downstream,nominal,not_lowered,B,B2,1,25
q4,downstream,nominal,not_lowered,B,B4,1,3
q4,downstream,saturation,lowered,A,B2,1,17
q4,downstream,saturation,lowered,B,B2,1,33
q4,downstream,saturation,not_lowered,A,B2,1,80
q4,downstream,saturation,not_lowered,A,B4,1,3
q4,downstream,saturation,not_lowered,B,B2,0,2
q4,downstream,saturation,not_lowered,B,B2,1,80
q4,downstream,saturation,not_lowered,B,B4,0,1
q4,downstream,saturation,not_lowered,B,B4,1,6
q4,downstream,saturation,not_lowered,B,B8,1,1
q4,downstream,tail,lowered,A,B2,1,6
q4,downstream,tail,lowered,B,B2,1,5
q4,downstream,tail,not_lowered,A,B2,1,13
q4,downstream,tail,not_lowered,B,B2,1,20
q4,single,nominal,lowered,A,B2,0,4
q4,single,nominal,lowered,A,B2,1,695
q4,single,nominal,lowered,B,B2,0,42
q4,single,nominal,lowered,B,B2,1,1627
q4,single,nominal,not_lowered,A,B2,0,8
q4,single,nominal,not_lowered,A,B2,1,2085
q4,single,nominal,not_lowered,B,B2,0,95
q4,single,nominal,not_lowered,B,B2,1,3901
q4,single,saturation,lowered,A,B2,0,9
q4,single,saturation,lowered,A,B2,1,1900
q4,single,saturation,lowered,B,B2,0,80
q4,single,saturation,lowered,B,B2,1,3976
q4,single,saturation,not_lowered,A,B2,0,25
q4,single,saturation,not_lowered,A,B2,1,5584
q4,single,saturation,not_lowered,B,B2,0,218
q4,single,saturation,not_lowered,B,B2,1,10677
q4,single,tail,lowered,A,B2,1,12
q4,single,tail,lowered,B,B2,1,12
q4,single,tail,not_lowered,A,B2,1,24
q4,single,tail,not_lowered,B,B2,1,32
q4,three_plus,nominal,lowered,A,B2,1,5
q4,three_plus,nominal,lowered,B,B2,1,3
q4,three_plus,nominal,not_lowered,A,B2,1,13
q4,three_plus,nominal,not_lowered,A,B4,1,1
q4,three_plus,nominal,not_lowered,A,B8,1,1
q4,three_plus,nominal,not_lowered,B,B2,0,1
q4,three_plus,nominal,not_lowered,B,B2,1,21
q4,three_plus,nominal,not_lowered,B,B4,1,1
q4,three_plus,saturation,lowered,A,B2,1,6
q4,three_plus,saturation,lowered,B,B2,1,14
q4,three_plus,saturation,not_lowered,A,B2,0,1
q4,three_plus,saturation,not_lowered,A,B2,1,45
q4,three_plus,saturation,not_lowered,A,B4,1,3
q4,three_plus,saturation,not_lowered,B,B2,0,1
q4,three_plus,saturation,not_lowered,B,B2,1,38
q4,three_plus,saturation,not_lowered,B,B8,1,1
q4,three_plus,tail,lowered,A,B2,1,1
q4,three_plus,tail,lowered,B,B2,1,4
q4,three_plus,tail,not_lowered,A,B2,1,8
q4,three_plus,tail,not_lowered,B,B2,1,17
q5,downstream,nominal,lowered,A,B2,1,4
q5,downstream,nominal,lowered,B,B2,1,6
q5,downstream,nominal,not_lowered,A,B2,1,10
q5,downstream,nominal,not_lowered,B,B2,1,25
q5,downstream,saturation,lowered,A,B2,1,14
q5,downstream,saturation,lowered,B,B2,1,36
q5,downstream,saturation,not_lowered,A,B2,1,58
q5,downstream,saturation,not_lowered,A,B4,1,4
q5,downstream,saturation,not_lowered,B,B2,0,4
q5,downstream,saturation,not_lowered,B,B2,1,79
q5,downstream,saturation,not_lowered,B,B4,1,1
q5,downstream,tail,lowered,A,B2,1,3
q5,downstream,tail,lowered,B,B2,1,9
q5,downstream,tail,not_lowered,A,B2,1,9
q5,downstream,tail,not_lowered,B,B2,1,9
q5,single,nominal,lowered,A,B2,1,3
q5,single,nominal,lowered,B,B2,0,1
q5,single,nominal,lowered,B,B2,1,15
q5,single,nominal,not_lowered,A,B2,1,26
q5,single,nominal,not_lowered,B,B2,0,3
q5,single,nominal,not_lowered,B,B2,1,33
q5,single,saturation,lowered,A,B2,0,8
q5,single,saturation,lowered,A,B2,1,2497
q5,single,saturation,lowered,B,B2,0,99
q5,single,saturation,lowered,B,B2,1,5884
q5,single,saturation,not_lowered,A,B2,0,29
q5,single,saturation,not_lowered,A,B2,1,7294
q5,single,saturation,not_lowered,B,B2,0,258
q5,single,saturation,not_lowered,B,B2,1,14956
q5,single,tail,lowered,A,B2,1,1
q5,single,tail,lowered,B,B2,1,6
q5,single,tail,not_lowered,A,B2,1,14
q5,single,tail,not_lowered,B,B2,1,15
q5,three_plus,nominal,lowered,A,B2,1,1
q5,three_plus,nominal,lowered,B,B2,1,1
q5,three_plus,nominal,not_lowered,A,B2,1,8
q5,three_plus,nominal,not_lowered,B,B2,1,19
q5,three_plus,saturation,lowered,A,B2,1,3
q5,three_plus,saturation,lowered,B,B2,1,13
q5,three_plus,saturation,not_lowered,A,B2,1,32
q5,three_plus,saturation,not_lowered,B,B2,0,2
q5,three_plus,saturation,not_lowered,B,B2,1,30
q5,three_plus,saturation,not_lowered,B,B4,1,1
q5,three_plus,tail,lowered,A,B2,1,1
q5,three_plus,tail,lowered,B,B2,1,1
q5,three_plus,tail,not_lowered,A,B2,1,1
q5,three_plus,tail,not_lowered,B,B2,1,7
q6,downstream,nominal,lowered,A,B2,1,1
q6,downstream,nominal,lowered,B,B2,1,6
q6,downstream,nominal,not_lowered,A,B2,1,5
q6,downstream,nominal,not_lowered,B,B2,1,9
q6,downstream,saturation,lowered,A,B2,1,10
q6,downstream,saturation,lowered,B,B2,1,40
q6,downstream,saturation,not_lowered,A,B2,1,71
q6,downstream,saturation,not_lowered,B,B2,0,1
q6,downstream,saturation,not_lowered,B,B2,1,127
q6,downstream,tail,lowered,B,B2,1,2
q6,downstream,tail,not_lowered,A,B2,1,8
q6,downstream,tail,not_lowered,B,B2,1,5
q6,single,nominal,lowered,A,B2,1,2
q6,single,nominal,lowered,B,B2,1,2
q6,single,nominal,not_lowered,A,B2,1,8
q6,single,nominal,not_lowered,B,B2,1,7
q6,single,saturation,lowered,A,B2,0,11
q6,single,saturation,lowered,A,B2,1,2747
q6,single,saturation,lowered,B,B2,0,86
q6,single,saturation,lowered,B,B2,1,5664
q6,single,saturation,not_lowered,A,B2,0,22
q6,single,saturation,not_lowered,A,B2,1,7893
q6,single,saturation,not_lowered,B,B2,0,216
q6,single,saturation,not_lowered,B,B2,1,14431
q6,single,tail,lowered,A,B2,1,2
q6,single,tail,lowered,B,B2,1,2
q6,single,tail,not_lowered,A,B2,1,8
q6,single,tail,not_lowered,B,B2,1,9
q6,three_plus,nominal,lowered,A,B2,1,1
q6,three_plus,nominal,lowered,B,B2,1,3
q6,three_plus,nominal,not_lowered,A,B2,1,2
q6,three_plus,nominal,not_lowered,B,B2,1,4
q6,three_plus,saturation,lowered,A,B2,1,5
q6,three_plus,saturation,lowered,B,B2,0,1
q6,three_plus,saturation,lowered,B,B2,1,26
q6,three_plus,saturation,not_lowered,A,B2,1,40
q6,three_plus,saturation,not_lowered,A,B4,1,1
q6,three_plus,saturation,not_lowered,B,B2,1,54
q6,three_plus,tail,lowered,A,B2,1,1
q7,downstream,nominal,lowered,B,B2,1,1
q7,downstream,nominal,not_lowered,A,B2,1,2
q7,downstream,saturation,lowered,A,B2,1,61
q7,downstream,saturation,lowered,B,B2,1,81
q7,downstream,saturation,not_lowered,A,B2,0,2
q7,downstream,saturation,not_lowered,A,B2,1,190
q7,downstream,saturation,not_lowered,A,B4,1,3
q7,downstream,saturation,not_lowered,B,B2,0,3
q7,downstream,saturation,not_lowered,B,B2,1,271
q7,downstream,saturation,not_lowered,B,B4,0,1
q7,downstream,saturation,not_lowered,B,B4,1,2
q7,downstream,tail,not_lowered,A,B2,1,2
q7,downstream,tail,not_lowered,B,B2,1,1
q7,single,nominal,lowered,A,B2,1,1
q7,single,nominal,not_lowered,A,B2,1,3
q7,single,nominal,not_lowered,B,B2,1,2
q7,single,saturation,lowered,A,B2,0,13
q7,single,saturation,lowered,A,B2,1,3316
q7,single,saturation,lowered,B,B2,0,129
q7,single,saturation,lowered,B,B2,1,5518
q7,single,saturation,not_lowered,A,B2,0,39
q7,single,saturation,not_lowered,A,B2,1,8967
q7,single,saturation,not_lowered,B,B2,0,293
q7,single,saturation,not_lowered,B,B2,1,12261
q7,single,tail,lowered,A,B2,1,1
