path,suffix,bytes,sha256,row_count,columns_preview,labelish_columns,exact_12147_rows,exact_10636_rows,exact_1511_rows,plausible_label_table
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/dataset_counts.csv,.csv,678,5ec91500a072f2dee06e03eb35ccd94bc20f99c3af393b45a730b2ebfbcc41b9,56.0,run|stave|low_current|n,run,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/input_sha256.csv,.csv,3565,cd3f048457d7f847fe9caec1fcb36352b90c9e8595300b7193a3575afcfec2ce,33.0,file|sha256|bytes,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/manifest.json,.json,7814,448442e19adfed5d053ee3aba5670af399095e0e7842528a75988dbb741330f6,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/reproduction_counts_by_group.csv,.csv,117,ccdf8a79c66ae6679554e652ec7e94f6ea36d64f4595524460f0b08f31fea0c5,4.0,group|selected_pulses,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/reproduction_counts_by_run.csv,.csv,884,12bad80b3e2cdb83f9aedf8c69966642da9845793871856f0a8af38a1fe160b7,33.0,run|group|selected_pulses,run,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/reproduction_match_table.csv,.csv,329,f383906e6fd2f26e35bd34a7c496d2e0de07d4ade3d8ed80fa50b2ebe6a3255f,5.0,quantity|report_value|reproduced|tolerance|delta|pass,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/result.json,.json,2586,1225caeac714a461bf011ade0d100c5ab2920e636b5701f1362081eac8330507,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/rf_cv_scan.csv,.csv,912,5cbac17997a3820cd56f7d8b231530fbbb69649ded10719cb74e9b499e2b960e,4.0,max_depth|min_samples_leaf|n_estimators|roc_auc|roc_auc_ci|average_precision|average_precision_ci|brier_isotonic|brier_ci,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/scoreboard.csv,.csv,699,a7ed33031a18f6da7aedf08b806f80e54592341af497ab394e54acafb1b47314,2.0,method|metric|value|ci_low|ci_high|average_precision|average_precision_ci_low|average_precision_ci_high|brier_isotonic|notes,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/traditional_baseline_choices.csv,.csv,168,4a25b7dae50d198a9e9eb60c3f3e9de1e25bc0673d83e67ec6184abd4c294148,2.0,feature|sign|train_auc|fold|test_runs,test_runs,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15277.548b01a3__s10_pileup_rate_model/ml_score_by_run.csv,.csv,353,75eeed96d653d37d3dff4dd20478b3ca83cd56943ac710d1b0ea00a153f164d2,2.0,group|runs|current_nA|n_selected_pulses|ml_score_mean|ml_score_median|traditional_score_mean|traditional_score_median,runs,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1780997954.15517.0cbc248c__p01_self_supervised_waveform_representation/ae_training_loss.csv,.csv,829,1db955600cb43306d00e58c80e2bd39b1fc931ebf1a8dbe527717b1d057e5326,35.0,epoch|training_loss,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000612.495978.66c00082__p10a_conditional_template/q_template_run_benchmark.csv,.csv,1514,9718bb979318503b33f439238a628f75545d627fb1ca007b63e1a6562824b21d,21.0,run|n|empirical_mse|conditional_mse|shuffled_conditional_mse,run,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000612.495978.66c00082__p10a_conditional_template/timing_run_benchmark.csv,.csv,440,d238c3c4aa04409bcb89a6f1ae5b1948d126ad48ad8e735954773fa1a41157f1,7.0,run|empirical_sigma68_ns|empirical_sigma68_ns_n|conditional_sigma68_ns|conditional_sigma68_ns_n,run,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/heldout_fixed_efficiency.csv,.csv,1066,4ed19feeb08b325c57fccdeb0936f6ae1c377888ccfa2761f1ac53d1705a47ca,14.0,method|heldout_run|threshold|clean_efficiency|gross_rejection|n_clean|n_gross,heldout_run|clean_efficiency|n_clean,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/input_sha256.csv,.csv,772,4d7f4373b939694e8fc25a670546467788c25e0deb4f6ef639e94a382dd0725e,7.0,path|sha256|size,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/intermediate_events.csv,.csv,561914,211e00ad10775bdd8e53c5858ec746f9ccbcf128aff2c56b99688e7df1ad52b9,7929.0,event_id|run|eventno|evt|d_t_ns|abs_c_t_ns|has_curvature|n_downstream,event_id|run|eventno|evt,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/leakage_checks.csv,.csv,634,fcf43295cda40c491c2306f46f47d6a9cb7fd7b683fd324c52c392409d62a336,5.0,probe|roc_auc|average_precision|notes,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/manifest.json,.json,3093,ce658be3dfebb893382f40e1763798e5c302254beb12e58a16d8aa3fec7ce926,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/ml_reliability.csv,.csv,246,15fd45bc682dc01c53c813321825d7e634702f2932011f6c9657b37c6e9c78a2,7.0,pred|obs|n,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/oof_predictions.csv,.csv,368713,f1f10792cdbc825a9f4d9f3d8bd44128585fa1b5c12b3cd7ef7dbc7190a5bc34,2227.0,event_id|run|eventno|evt|d_t_ns|abs_c_t_ns|has_curvature|n_downstream|label_gross|traditional_score|ml_score|ml_probability|topology_probe_score|amplitude_probe_score|slot_shape_probe_score,event_id|run|eventno|evt|label_gross,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/reproduction_match_table.csv,.csv,249,85c78aa79c0ce855fd48976cc4f91d6122f27d24db1f8962b73c236eb7894631,4.0,quantity|report_value|reproduced|delta|tolerance|pass,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/result.json,.json,1779,452f6dc4b6a16f2626478e698471857d4173c37e61c2af16037cff3e914231f8,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/rf_cv_scan.csv,.csv,343,e1342bb7c3c8a7e01bb2fa1cdabe914c9fe7c494b7684ca4622c36142333598b,4.0,n_estimators|max_depth|min_samples_leaf|roc_auc|average_precision|brier,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/run_counts.csv,.csv,135,a0fc28acdbda45841ae2a72c692fb7cf8c63db103f780eabb9575a62a3df4413,7.0,run|raw_events|selected_control_events,run|raw_events|selected_control_events,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/s07b_config.json,.json,1245,fc9cf2803e6d4e38678254401b127aab627eb4935ef7456600e86045f660287c,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531071.5a66741c__s07b_timing_control_classifier/scoreboard.csv,.csv,812,245cd65f298f16eef8ba022b9106ffe9735422d5da891d311b68cc4d301e554b,3.0,method|roc_auc|roc_auc_ci_low|roc_auc_ci_high|average_precision|ap_ci_low|ap_ci_high|brier|notes,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/event_level_dataset.csv.gz,.csv.gz,3027310,ba6d1b0015cbac330b63f6098998a41b89e877c6c13be4a0c2219b436324a7a7,9897.0,run|group|eventno|evt|label_clean|downstream_span_ns|all_span_ns|b2_displacement_ns|hit_count|downstream_hit_count|hit_B2|amp_B2|log_amp_B2|tail_fraction_B2|late_fraction_B2|area_over_peak_B2,run|eventno|evt|label_clean,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/heldout_scores.csv,.csv,844165,b0342a999d0916308026b66c949dbb167de6782d05040bb15fd2b10d90f18fc1,9897.0,run|fold|label_clean|traditional_span_q_score|q_template_only_score|rf_score|leaky_rf_score,run|label_clean,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/input_sha256.csv,.csv,3823,97e04e3b689c6c85ff950a7e941699d9187aee4d56952cf5a3c7bff8c80ac32e,34.0,path|sha256|role,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/label_counts_by_run.csv,.csv,1613,f01b3a9df1d19ec94faafc0a5d12ef23606301c285c47e3f7d490f810e9db061,33.0,run|group|events_total|selected_pulses|downstream_ge2_events|clean_events|violating_events|ambiguous_events,run|events_total|downstream_ge2_events|clean_events|violating_events|ambiguous_events,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/manifest.json,.json,8622,2d3f2243e557b7d57db71845c2161797b60e4e7b49d23b07fa35c6278419dd22,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/reproduction_s00_counts.csv,.csv,257,cb46d6159398372bed0493177cb65302075eff84370e7f456b441e7293bbe0cb,5.0,quantity|report_value|reproduced|delta|tolerance|pass,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,.json,3479,73fbc7898e7ce5c99c0422f4a572c4077a15ff16c4f389a13bbc7f2557172ccb,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/rf_cv_scan.csv,.csv,274,4001d8b690cd2a69807500b3a5fa8aa48a1f0e5cdf81d71ce3854cb66dc48456,3.0,max_depth|min_samples_leaf|n_estimators|roc_auc|average_precision|brier,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/run_heldout_folds.csv,.csv,639,4b67ef9ec7f9535c83a8b80532609c664a5815fd175f11a5cd3cd8d007115568,5.0,fold|test_runs|train_n|test_n|test_clean|test_violating|traditional_selected_columns|qonly_selected_columns,test_runs|test_clean|test_violating,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/scoreboard.csv,.csv,936,62a0db13ccb7d983a4a2b4d1c0e93e6fb547814ce26594daf6472b270cec9469,4.0,method|roc_auc|roc_auc_ci_low|roc_auc_ci_high|average_precision|average_precision_ci_low|average_precision_ci_high|note|brier|brier_ci_low|brier_ci_high,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000826.539603.1a5d04dd/timing_histogram_comparison.csv,.csv,93,3dd8f6ee9884b5deaa26b710ee0eea3a195940dceb9e3d089f3eb3c7e37dd5ff,1.0,timing_hist_chi2|timing_hist_ndf|timing_hist_chi2_ndf,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781000826.539603.1a5d04dd/timing_residuals.csv.gz,.csv.gz,412116,c42e14ef438c346dce7e06bfdf06d09874b3f4362b0840ed222204aaf9ce70e9,35862.0,run|evt|selector|pair|residual_ns,run|evt,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/head_to_head_benchmark.csv,.csv,909,75c46a14ab3b6e54c6ed7acd8017da29ce542582d5a48dc13d7668239ea5acda,4.0,method|n_pair_residuals|median_ns|sigma68_ns|full_rms_ns|tail_frac_abs_gt5ns|mae_ns|sigma68_ci_low|sigma68_ci_high|tail_ci_low|tail_ci_high,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/input_sha256.csv,.csv,3382,635f1749a367b025658732e6bbb53d5bf6145f580491c312abbb491afc4a7224,33.0,run|path|sha256,run,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/leakage_checks.csv,.csv,275,51ac3b875dfcece6ad62992d08c53ecbc9a864b623233894462ae0f152f2927f,5.0,check|value|pass,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/manifest.json,.json,5520,9ba40afc63937bb9ec3c7d449f01b298591f1c87c7f9e8dc18ee16b040d904d4,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/ml_cv_scan.csv,.csv,120,5357c3158a0577ff3c745c50ce167f60956e8c2da27eb15b93762eeca26c18f7,1.0,n_estimators|max_depth|min_samples_leaf|cv_sigma68_ns|cv_sigma68_std_ns,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_heldout.csv,.csv,63557,34783c5fe180dcb5334449295487d6e9c2430ba68d69e47ca47d8984b426e8f7,198.0,event_id|run|pair|stave_a|stave_b|residual_ns|abs_residual_ns|delta_lowering_adc|abs_delta_lowering_adc|max_lowering_adc|sum_lowering_adc|delta_lowering_frac|max_lowering_frac|delta_log_amp|min_log_amp|delta_peak_sample,event_id|run,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/pair_residuals_train.csv,.csv,2313746,0c13ae3036c0f4fc4fbd55f0eb5107c4a97d9971d510052455120109b47cca40,11262.0,event_id|run|pair|stave_a|stave_b|residual_ns|abs_residual_ns|delta_lowering_adc|abs_delta_lowering_adc|max_lowering_adc|sum_lowering_adc|delta_lowering_frac|max_lowering_frac|delta_log_amp|min_log_amp|delta_peak_sample,event_id|run,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/reproduction_match_table.csv,.csv,384,16bce52d0df9c087d64229ac0c25199f4d27730a8bed63c854a752c3e3c5b14c,7.0,quantity|report_value|reproduced|delta|tolerance|pass,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/result.json,.json,3250,ab7dce394606f3cb32d4118924a8f5bcd0f8f30759c1bd8c9c4eaee8eba2c794,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/s16c_config.json,.json,1738,80a5f299809484c1753734468d1be0dba4435eb85ceae589c4a4c6c1ffa6b80b,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001221.625989.53423f03__s16c_pedestal_timing_nuisance/threshold_scan.csv,.csv,408,2ffe5b9badfb062bc8bf1ea6daa51699fe0e724424ee21fa9bf9e56855212524,6.0,quantile|threshold_adc|train_tail_rate_high|train_tail_rate_low|train_risk_ratio,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781001480.696013.4ac50583__s05a_astack_external_control/oof_predictions.csv,.csv,34092831,7c79549e491e0647c57ce63dbf03063ccdb7589cb5515440e495d970c78cd7b0,65457.0,run|eventno|pair|left_stave|right_stave|target_residual_ns|left_log_amp|right_log_amp|left_peak|right_peak|left_tail|right_tail|left_area|right_area|A1_log_amp|A3_log_amp,run|eventno,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/analytic_coefficients.csv,.csv,363,8a12e220f7d70a4a031124d032117e5cb5000f9ff692d57b3ec92e970080a79d,6.0,feature|coefficient_ns_per_raw_unit|standardized_coefficient_ns,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/analytic_cv_scan.csv,.csv,3560,45cd8f52e221259b55cd644129847fcdeae12e8ac4876140fc46776eca1e8740,72.0,candidate|alpha|fold|sigma68_ns|n_pair_residuals|n_features,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/frozen_s02_benchmark.csv,.csv,536,07fbe7a4f17f124886fb825e947d994fb9f92db2563bed22d2eb9d56bbd87230,3.0,method|n_events|n_pair_residuals|sigma68_ns|ci_low|ci_high|full_rms_ns|delta_vs_s02_ridge_ns|delta_ci_low|delta_ci_high,n_events,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/head_to_head_benchmark.csv,.csv,850,c3af1d923d43725231a5ee3995cabab9f73ac59084a088bb20d81cdfb9701370,5.0,method|n_events|n_pair_residuals|sigma68_ns|ci_low|ci_high|full_rms_ns|delta_vs_s02_ridge_ns|delta_ci_low|delta_ci_high,n_events,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/heldout_pair_residuals.csv,.csv,62433,daece6711f375de7a19e6d9a6c148e8a9e2e6dc8132953281d5dc6838dcee42b,990.0,event_id|pair|method|residual_ns,event_id,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/leakage_checks.csv,.csv,440,df9a343661d9c800b89f981edfebe53af17a552050704a9a2c8c10aa04ed31b6,4.0,check|value|detail,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/manifest.json,.json,5791,5aa20d81ba9347aea8eecb1cbeab6d243e9d58f4e60d491532d7cb147d95198a,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/mlp_cv_scan.csv,.csv,458,fc9475ac4a6d850ac794db5d9a173d04738dd0c912e690329e1d09f4b5539fb2,8.0,hidden|weight_decay|fold|sigma68_ns|n_pair_residuals|pred_sigma_median_ns,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/mlp_sigma_calibration.csv,.csv,563,3b35b48a253ed23b51eefcef6f6f2e2b838602402309e925ff68490f9749b85f,5.0,scope|n|pred_sigma_median_ns|abs_error_median_ns|pull_width_sigma68|pull_rms,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/reproduction_match_table.csv,.csv,335,0cf3bb0ef000657eb7e95142aa27ed387d13c1bb2f716892b22cf2ce3bd52020,6.0,quantity|report_value|reproduced|delta|tolerance|pass,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/result.json,.json,2055,6735106b62dac5a97f62c01142b8ebf3bb4345e662455940780ee0e45b353e9f,,,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/s02_ridge_cv_scan.csv,.csv,638,58c4cd2edd76da5bbbf9a2a6a3183bca6a5a4d8f5dc69186c9deff7fe36ebde3,20.0,alpha|fold|sigma68_ns|n_pair_residuals,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/s02_ridge_residual_calibration.csv,.csv,312,0a6f98db6e6e42c0572a00f979fcc02f31c81b1624fb5775ed6bd69614dda76a,7.0,n|pred_mean_ns|target_mean_ns,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/traditional_benchmark.csv,.csv,431,b161ded38730f0190def08720b48cf471f2e53c858f7f84936de630e652cfc0f,2.0,method|n_events|n_pair_residuals|sigma68_ns|ci_low|ci_high|full_rms_ns|delta_vs_s02_ridge_ns|delta_ci_low|delta_ci_high,n_events,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.603.7dce65be__p03a_18_sample_mlp_timing/traditional_scan_metrics.csv,.csv,6153,d40124e53c9ffdc8ac34c311efe3160ea64884b1fa2c49ea320f6c6f93ba6bc6,44.0,method|spacing_cm|split|n_pair_residuals|median_ns|sigma68_ns|full_rms_ns|tail_frac_abs_gt5ns|core_sigma_ns|chi2_ndf,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.733.387f428e/ml_score_by_event.csv,.csv,37409197,fa319fb370a0a8d746d3ccc8bd4b17512c41fcc18740d762cdac0894078edb7d,243133.0,run|group|current_nA|eventno|downstream|stratum|amp_bin|baseline_bin|p02_topology|injection_pileup_score|weak_current_score,run|eventno,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781004956.733.387f428e/ml_stratum_scores.csv,.csv,2603,c718c527e2616dd96262abe008a5821a4429f1261b0865e2b87602898a88414b,16.0,score|stratum|low_n|high_n|low_mean|high_mean|high_minus_low|match_weight,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781005204.1227.36547733__p01a_controlled_waveform_probes/ae_training_loss.csv,.csv,586,4e1c903b5c4e945a2f2ba8f673725edd4dd9b22d5a9e882ec452ae798e5fe838,25.0,epoch|training_loss,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/eval_ae_training_loss.csv,.csv,829,1db955600cb43306d00e58c80e2bd39b1fc931ebf1a8dbe527717b1d057e5326,35.0,epoch|training_loss,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781005204.1292.46e43fb0__p01b_full_data_embedding_artifact/release_ae_training_loss.csv,.csv,831,9d458ca815d73bf2d9321dda5d16eb7ba83dac138f4d947bccf5a5d5a8527de0,35.0,epoch|training_loss,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781006037.1500.1d8044e2__s07e_all_three_downstream_curvature_rf/heldout_fixed_efficiency.csv,.csv,1003,33a797cd9de9f15c9bb89a5ce790cb688c7213ae0ec57ab12894bd0456c47f17,14.0,method|heldout_run|threshold|clean_efficiency|gross_rejection|n_clean|n_gross,heldout_run|clean_efficiency|n_clean,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781006037.1500.1d8044e2__s07e_all_three_downstream_curvature_rf/input_sha256.csv,.csv,772,4d7f4373b939694e8fc25a670546467788c25e0deb4f6ef639e94a382dd0725e,7.0,path|sha256|size,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781006037.1500.1d8044e2__s07e_all_three_downstream_curvature_rf/leakage_checks.csv,.csv,629,7afa1baa0f96c75276f5543599a7c9aab3dd9f1964757ea8de5c8c8d7e1bca58,6.0,probe|roc_auc|average_precision|notes,,False,False,False,False
/home/billy/.tb-workers/tb-planner/reports/1781006037.1500.1d8044e2__s07e_all_three_downstream_curvature_rf/manifest.json,.json,2583,c80e13344be8a130fe302872bd0f24b4e06ae9ff2db769b8af0243547b06ecd1,,,,False,False,False,False
