path,line,kind,text
/home/billy/HIBEAM/notes/reconstruction/CURRENT_STATUS_SUMMARY.md,46,text_hit,"**Impact**: ALL previous results were invalid. Errors appeared 10-20 cm because we were comparing to the wrong ""truth""."
/home/billy/HIBEAM/notes/reconstruction/scripts_README.md,106,text_hit,- Seaborn styling for professional appearance
/home/billy/HIBEAM/notes/full_pipeline/ANGLE_SCATTERING_FINDINGS.md,118,text_hit,## 9) Why “few degrees” appears in the single-event checks
/home/billy/HIBEAM/Documentations/latex/chapters/05_analysis.tex,652,text_hit,    additional background tracks appear whose $z{=}0$ projections scatter
/home/billy/HIBEAM/overleaf_paper/sec_methods.tex,505,text_hit,  \caption{TrackGNN classification performance on the held-out test set. \textit{Left:} ROC curves for each Compton background multiplicity (0C--8C); the AUC rises from 0.95 (0C) to 0.99 (8C) as the background becomes dominated by easily-rejected Compton electrons. \textit{Right:} $p_{\mathrm{sig}}$ score distributions
/home/billy/HIBEAM/overleaf_paper/main.tex,45,text_hit,"The HIBEAM/NNBAR program is a two-stage experimental initiative designed to exploit these capabilities. The first stage, HIBEAM, is proposed to use a cold neutron beamline of the ANNI design to search for neutron disappearance, regeneration, neutron--sterile-neutron conversion, and a pilot free-neutron neutron--antineu"
/home/billy/HIBEAM/Detector_simulation/hibeam_g4-main/src/mcpl.c,1087,text_hit,"            mcpl_error(""Input file appears to not have been closed properly and data recovery is disabled for gzipped files."");"
/home/billy/HIBEAM/Detector_simulation/hibeam_g4-main/src/mcpl.c,1111,text_hit,"              printf(""MCPL WARNING: Input file appears to not have been closed properly. Recovered %"" PRIu64 "" particles.\n"",np);"
/home/billy/HIBEAM/Detector_simulation/hibeam_g4-main/src/mcpl.c,1138,text_hit,"    mcpl_error(""File does not appear to be broken."");"
/home/billy/HIBEAM/Detector_simulation/hibeam_g4-main/src/mcpl.c,2121,text_hit,  //the file appears broken and in need of mcpl_repair in case of errors during
/home/billy/HIBEAM_Reconstruction/CHANGELOG.md,21,text_hit,**Impact**: ALL previous results were comparing reconstruction to wrong ground truth. Errors appeared 2-5× larger than actual.
/home/billy/HIBEAM_Reconstruction/CHANGELOG.md,44,text_hit,   - Diagnoses why vertex errors appear large
/home/billy/HIBEAM_Reconstruction/docs/FOIL_VERTEX_DISCRIMINANT.md,30,text_hit,"> ""The biggest discriminant of signal/Compton is that signal tracks appear to come from roughly the same point on the foil (to a resolution of ~cm). The Comptons point in all directions and the probability that a Compton (produced randomly on e.g. the beampipe) will point back within ~cm to a point at which two signal "
/home/billy/HIBEAM_Reconstruction/docs/FOIL_VERTEX_DISCRIMINANT.md,50,text_hit,"The arithmetic mean of `extrap_xy` across all tracks in an event is not robust to outliers. Consider a typical high-multiplicity event with 3 signal tracks and 8 Compton tracks (73% Compton fraction). The mean is pulled strongly toward the Compton distribution, which is spread across the foil. The resulting ""vertex"" es"
/home/billy/HIBEAM_Reconstruction/methods/hough_transform.py,6,text_hit,Lines appear as peaks in the accumulator.  Widely used in TPC tracking:
/home/billy/HIBEAM_Reconstruction/docs/DIAGNOSTIC_PLAN.md,685,text_hit,- [ ] **OQ-22**: Pair-conversion (conv) tracks reach p90=17 hits — they can pass the 10-hit cache floor and appear as GNN track candidates. What is the GNN's false-positive rate specifically on pair-conversion tracks? (Requires GNN output.)
/home/billy/HIBEAM_Reconstruction/docs/DIAGNOSTIC_PLAN.md,1403,text_hit,- Appears competitive in median (0.41-1.86 cm) but tail is catastrophic at C8
/home/billy/HIBEAM_Reconstruction/archive/status_docs/CURRENT_STATUS_SUMMARY.md,46,text_hit,"**Impact**: ALL previous results were invalid. Errors appeared 10-20 cm because we were comparing to the wrong ""truth""."
/home/billy/HIBEAM_Reconstruction/studies/framework/CHECKLIST.md,121,text_hit,"The framework produces per-stage reports with explicit pass/fail and explanations of every anomaly. Anything that fails should appear in the relevant report's ""Open issues"" section."
/home/billy/HIBEAM_Reconstruction/docs/tech_manual/chapters/dbscan_clustering.tex,547,text_hit,"disappear, and even a careful sorter will make mistakes."
/home/billy/HIBEAM_Reconstruction/tests/test_remaining.py,47,text_hit,"        (it should only appear inside the shared config dict)."""""""
/home/billy/HIBEAM_Reconstruction/tests/test_remaining.py,52,text_hit,"            # The kwarg should only appear in the config definition, not scattered"
/home/billy/HIBEAM_Reconstruction/tests/test_remaining.py,55,text_hit,"                f""{fname}: 'delta_r_min=' appears {count} times — """
/home/billy/HIBEAM_Reconstruction/tests/test_remaining.py,56,text_hit,"                ""should only appear in the shared _SEEDER_CONFIG definition"""
/home/billy/HIBEAM_Reconstruction/scripts/README.md,106,text_hit,- Seaborn styling for professional appearance
/home/billy/HIBEAM_Reconstruction/scripts/run_geometry_diagnostics.py,187,text_hit,        # T1: reco θ = θ of truth pions whose track_ID appears in TPC signal hits
/home/billy/GNN_HIBEAM/scripts/clustering_and_gnn_refine/run_clustering_and_display.sh,5,text_hit,# wait for first task logs to appear
/home/billy/GNN_HIBEAM/Untitled.ipynb,381,text_hit,"       ""      <td>[-2.2274999618530273, -1.6181000471115112, -1....</td>\n"","
/home/billy/GNN_HIBEAM/Untitled.ipynb,639,text_hit,"       ""2       [-2.2274999618530273, -1.6181000471115112, -1....   \n"","
/home/billy/Downloads/codex_documentation_upgrade_plan_v2.md,103,text_hit,- where it appears in the document (chapter/label)
/home/billy/Downloads/codex_documentation_upgrade_plan.md,103,text_hit,- where it appears in the document (chapter/label)
/home/billy/Downloads/codex_documentation_upgrade_plan_v3.md,103,text_hit,- where it appears in the document (chapter/label)
/home/billy/Downloads/pm_market_framework_md_v4/pm-market-framework/docs/18_DATA_ACQUISITION.md,87,text_hit,- Event calendars: update weekly (or when new schedules appear)
/home/billy/Downloads/course/EXPF_session_2.ipynb,331,text_hit,"      ""image/png"": ""iVBORw0KGgoAAAANSUhEUgAAAYwAAAEYCAYAAABPzsEfAAAAOXRFWHRTb2Z0d2FyZQBNYXRwbG90bGliIHZlcnNpb24zLjUuMCwgaHR0cHM6Ly9tYXRwbG90bGliLm9yZy8/fFQqAAAACXBIWXMAAAsTAAALEwEAmpwYAAAnyUlEQVR4nO3deZgU1dn+8e/N4oL7glERBk00ChoQB8RoIu6CGvFVEw3uCy4xb4xLEiUuSdSYxB2NiuI+xriHXwRckRgVZQnIpq9EQTYVl4iCEpbn98cptB0HbGB6qnvm/lxX"
/home/billy/.tb-workers/tb-planner/scripts/s11c_amp_binned_asymmetric_templates.py,1120,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets, and event ids do not overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`. Too-good sentinels for time RMS < 5 ns or AP > 0.98 did not flag if the l"
/home/billy/.tb-workers/tb-planner/scripts/s11b_1781012659_s07d_two_pulse_fit.py,655,text_hit,"            {""probe"": ""pair split violations"", ""roc_auc"": float(pair_split_violations), ""average_precision"": float(""nan""), ""notes"": ""Count of pair ids appearing in both train and held-out folds; must be 0.""},"
/home/billy/.tb-workers/tb-planner/scripts/p02c_p01b_embedding_consumer.py,710,text_hit,"        ""no_benchmark_claim"": ""all-data release embedding is excluded from claim rows and appears only as forbidden diagnostic telemetry"","
/home/billy/.tb-workers/tb-planner/scripts/s07_ml_rigour_scoreboard.py,516,text_hit,"            ""S07c: event-level clean-timing RF vs q_template/downstream-span baseline"","
/home/billy/.tb-workers/tb-planner/scripts/s11a_two_pulse_template_ml.py,833,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`, recorded in `leakage_checks.csv`; this is consis"
/home/billy/.tb-workers/tb-planner/scripts/p05a_cnn_two_pulse_decomposition.py,1017,text_hit,Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label CNN gives held-out AP `{float(leak[leak['check'] == 'cnn_shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`. The source-run predictability sentinel has train-ra
/home/billy/.tb-workers/tb-planner/scripts/s10d_two_pulse_resolvability_livetime.py,1051,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`, recorded in `leakage_checks.csv`; this is consis"
/home/billy/.tb-workers/tb-planner/docs/07_ml_methods.md,11,text_hit,## A. Event-level clean-timing classifier (App. A)
/home/billy/.tb-workers/tb-planner/docs/07_ml_methods.md,15,text_hit,- **Weak labels:** clean = ≥2 downstream staves & downstream span <5 ns & all-span <10 ns;
/home/billy/.tb-workers/tb-planner/docs/07_ml_methods.md,16,text_hit,  topology-violating = ≥2 downstream & (downstream span >10 ns OR B2 displaced >20 ns).
/home/billy/.tb-workers/tb-planner/docs/07_ml_methods.md,17,text_hit,"- **Split by run** (not random). 12,147 events (10,636 clean : 1,511 violating, **~7:1**)."
/home/billy/.tb-workers/tb-planner/docs/07_ml_methods.md,19,text_hit,- **Traditional baseline to beat:** simple cuts on Δt_B / downstream span / q_template.
/home/billy/.tb-workers/tb-planner/docs/07_ml_methods.md,21,text_hit,"  calibration. Class imbalance 7:1. Output is **clean-timing probability, NOT** a"
/home/billy/.tb-workers/tb-planner/studies/STUDY_TEMPLATE.md,34,text_hit,"small/imbalanced classes. State explicitly what the output *is* (e.g. ""clean-timing probability,"
/home/billy/.tb-workers/testbeam-laptop-2/scripts/s11c_amp_binned_asymmetric_templates.py,1120,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets, and event ids do not overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`. Too-good sentinels for time RMS < 5 ns or AP > 0.98 did not flag if the l"
/home/billy/.tb-workers/testbeam-laptop-2/scripts/s11b_1781012659_s07d_two_pulse_fit.py,655,text_hit,"            {""probe"": ""pair split violations"", ""roc_auc"": float(pair_split_violations), ""average_precision"": float(""nan""), ""notes"": ""Count of pair ids appearing in both train and held-out folds; must be 0.""},"
/home/billy/.tb-workers/tb-planner/studies/STUDIES.md,136,text_hit,"- Graph = {B2,B4,B6,B8} nodes with pulse features + edges; predict clean-timing probability and"
/home/billy/.tb-workers/tb-planner/studies/STUDIES.md,138,text_hit,- **Benchmark:** vs the RF clean-timing classifier (App. A) and the inverse-variance combined
/home/billy/.tb-workers/tb-planner/studies/STUDIES.md,266,text_hit,the historical App.A table is recovered or retired. S10 and S18 show strong traditional baselines
/home/billy/.tb-workers/tb-planner/studies/STUDIES.md,302,text_hit,"timing closure, while S03b q_template-only weak labels need pair-residual validation. P03a"
/home/billy/.tb-workers/tb-planner/studies/STUDIES.md,440,text_hit,  Result: dynamic-selector semantics shift timing closure; q_template weak labels improve with ML
/home/billy/.tb-workers/tb-planner/studies/STUDIES.md,721,text_hit,"  HGB residual gain over the signed analytic prior appears or fails across amplitude, stave,"
/home/billy/.tb-workers/testbeam-laptop-2/scripts/p02c_p01b_embedding_consumer.py,710,text_hit,"        ""no_benchmark_claim"": ""all-data release embedding is excluded from claim rows and appears only as forbidden diagnostic telemetry"","
/home/billy/.tb-workers/tb-planner/fleet/FLEET_STANDARD.md,59,text_hit,"3. **""You've hit your usage limit"" is usually a LIE.** It appears from `codex exec` and from"
/home/billy/.tb-workers/tb-planner/fleet/FLEET_STANDARD.md,70,text_hit,"   the path appears twice per line; that is ONE healthy session, not duplicates.)"
/home/billy/.tb-workers/tb-planner/fleet/FLEET_STANDARD.md,94,text_hit,count changes or the canonical repo disappears. A worker can only ever write inside its own
/home/billy/.tb-workers/tb-planner/fleet/AUTONOMOUS_SCIENCE_REVIEW.md,52,text_hit,Popper arxiv.org/abs/2502.09858 · Hidden Pitfalls arxiv.org/abs/2509.08713 · RE-Bench arxiv.org/abs/2411.15114 ·
/home/billy/.tb-workers/testbeam-laptop-2/scripts/s07_ml_rigour_scoreboard.py,516,text_hit,"            ""S07c: event-level clean-timing RF vs q_template/downstream-span baseline"","
/home/billy/.tb-workers/tb-planner/reports/1781005319.615.15053b04__p09a_rare_waveform_anomaly_taxonomy/gallery_waveforms.json,5641,text_hit,"      -2.11511,"
/home/billy/.tb-workers/testbeam-laptop-2/scripts/p05a_cnn_two_pulse_decomposition.py,1017,text_hit,Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label CNN gives held-out AP `{float(leak[leak['check'] == 'cnn_shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`. The source-run predictability sentinel has train-ra
/home/billy/.tb-workers/testbeam-laptop-2/scripts/s10d_two_pulse_resolvability_livetime.py,1051,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`, recorded in `leakage_checks.csv`; this is consis"
/home/billy/.tb-workers/testbeam-laptop-2/scripts/s11a_two_pulse_template_ml.py,833,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`, recorded in `leakage_checks.csv`; this is consis"
/home/billy/.tb-workers/tb-planner/reports/1781010611.1262.2e354bed/REPORT.md,54,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets, and event ids do not overlap. A shuffled-label classifier gives held-out AP `0.521`. Too-good sentinels for time RMS < 5 ns or AP > 0.98 did not flag if the leakage flag count is zero; observed leakage flags: **0**. Full checks are in `leak"
/home/billy/.tb-workers/tb-planner/reports/SUMMARY.md,25,text_hit,"| S07c | ✅ done | ✅ S00 counts; App.A count mismatch | q_template-only AUC 0.717; span+q AUC 0.912 | clean-timing RF AUC 0.993 | **Yes** vs q_template-only, but weak-label drift remains | reports/1781000790.531136.203130b0__s07c_clean_timing_rf |"
/home/billy/.tb-workers/tb-planner/reports/SUMMARY.md,111,text_hit,"  clean-timing labels, but the historical App.A table must be recovered or retired; P10a says"
/home/billy/.tb-workers/testbeam-laptop-2/docs/07_ml_methods.md,11,text_hit,## A. Event-level clean-timing classifier (App. A)
/home/billy/.tb-workers/testbeam-laptop-2/docs/07_ml_methods.md,15,text_hit,- **Weak labels:** clean = ≥2 downstream staves & downstream span <5 ns & all-span <10 ns;
/home/billy/.tb-workers/testbeam-laptop-2/docs/07_ml_methods.md,16,text_hit,  topology-violating = ≥2 downstream & (downstream span >10 ns OR B2 displaced >20 ns).
/home/billy/.tb-workers/testbeam-laptop-2/docs/07_ml_methods.md,17,text_hit,"- **Split by run** (not random). 12,147 events (10,636 clean : 1,511 violating, **~7:1**)."
/home/billy/.tb-workers/testbeam-laptop-2/docs/07_ml_methods.md,19,text_hit,- **Traditional baseline to beat:** simple cuts on Δt_B / downstream span / q_template.
/home/billy/.tb-workers/testbeam-laptop-2/docs/07_ml_methods.md,21,text_hit,"  calibration. Class imbalance 7:1. Output is **clean-timing probability, NOT** a"
/home/billy/.tb-workers/testbeam-laptop-2/studies/STUDY_TEMPLATE.md,34,text_hit,"small/imbalanced classes. State explicitly what the output *is* (e.g. ""clean-timing probability,"
/home/billy/.tb-workers/testbeam-laptop-2/studies/STUDIES.md,136,text_hit,"- Graph = {B2,B4,B6,B8} nodes with pulse features + edges; predict clean-timing probability and"
/home/billy/.tb-workers/testbeam-laptop-2/studies/STUDIES.md,138,text_hit,- **Benchmark:** vs the RF clean-timing classifier (App. A) and the inverse-variance combined
/home/billy/.tb-workers/testbeam-laptop-2/studies/STUDIES.md,266,text_hit,the historical App.A table is recovered or retired. S10 and S18 show strong traditional baselines
/home/billy/.tb-workers/testbeam-laptop-2/studies/STUDIES.md,302,text_hit,"timing closure, while S03b q_template-only weak labels need pair-residual validation. P03a"
/home/billy/.tb-workers/testbeam-laptop-2/studies/STUDIES.md,440,text_hit,  Result: dynamic-selector semantics shift timing closure; q_template weak labels improve with ML
/home/billy/.tb-workers/testbeam-laptop-2/studies/STUDIES.md,721,text_hit,"  HGB residual gain over the signed analytic prior appears or fails across amplitude, stave,"
/home/billy/.tb-workers/tb-planner/reports/1781010938.498.6bd050f4/REPORT.md,45,text_hit,Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label CNN gives held-out AP `0.471`. The source-run predictability sentinel has train-random-split accuracy `0.207`. The source-run sentinel does not flag strong run-identify
/home/billy/.tb-workers/testbeam-laptop-2/fleet/FLEET_STANDARD.md,59,text_hit,"3. **""You've hit your usage limit"" is usually a LIE.** It appears from `codex exec` and from"
/home/billy/.tb-workers/testbeam-laptop-2/fleet/FLEET_STANDARD.md,70,text_hit,"   the path appears twice per line; that is ONE healthy session, not duplicates.)"
/home/billy/.tb-workers/testbeam-laptop-2/fleet/FLEET_STANDARD.md,94,text_hit,count changes or the canonical repo disappears. A worker can only ever write inside its own
/home/billy/.tb-workers/testbeam-laptop-2/fleet/AUTONOMOUS_SCIENCE_REVIEW.md,52,text_hit,Popper arxiv.org/abs/2502.09858 · Hidden Pitfalls arxiv.org/abs/2509.08713 · RE-Bench arxiv.org/abs/2411.15114 ·
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/result.json,43,text_hit,"    ""S07c: event-level clean-timing RF vs q_template/downstream-span baseline"""
/home/billy/.tb-workers/tb-planner/reports/1780997954.15217.702122ea__s07_ml_rigour_scoreboard/REPORT.md,87,text_hit,- **S07c: event-level clean-timing RF vs `q_template`/downstream-span baseline.** Question: does the App.A clean-timing RF add information beyond strong conventional timing/template cuts without label leakage? Expected information gain: determines whether S03/S04/S09 should consume RF clean-timing scores or stay with a
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781005319.615.15053b04__p09a_rare_waveform_anomaly_taxonomy/gallery_waveforms.json,5641,text_hit,"      -2.11511,"
/home/billy/.tb-workers/testbeam-laptop-1/scripts/s11c_amp_binned_asymmetric_templates.py,1120,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets, and event ids do not overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`. Too-good sentinels for time RMS < 5 ns or AP > 0.98 did not flag if the l"
/home/billy/.tb-workers/testbeam-laptop-1/scripts/s11b_1781012659_s07d_two_pulse_fit.py,655,text_hit,"            {""probe"": ""pair split violations"", ""roc_auc"": float(pair_split_violations), ""average_precision"": float(""nan""), ""notes"": ""Count of pair ids appearing in both train and held-out folds; must be 0.""},"
/home/billy/.tb-workers/testbeam-laptop-1/scripts/p02c_p01b_embedding_consumer.py,710,text_hit,"        ""no_benchmark_claim"": ""all-data release embedding is excluded from claim rows and appears only as forbidden diagnostic telemetry"","
/home/billy/.tb-workers/testbeam-laptop-1/scripts/s07_ml_rigour_scoreboard.py,516,text_hit,"            ""S07c: event-level clean-timing RF vs q_template/downstream-span baseline"","
/home/billy/.tb-workers/testbeam-laptop-1/scripts/p05a_cnn_two_pulse_decomposition.py,1017,text_hit,Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label CNN gives held-out AP `{float(leak[leak['check'] == 'cnn_shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`. The source-run predictability sentinel has train-ra
/home/billy/.tb-workers/testbeam-laptop-1/scripts/s10d_two_pulse_resolvability_livetime.py,1051,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`, recorded in `leakage_checks.csv`; this is consis"
/home/billy/.tb-workers/testbeam-laptop-2/reports/1781010611.1262.2e354bed/REPORT.md,54,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets, and event ids do not overlap. A shuffled-label classifier gives held-out AP `0.521`. Too-good sentinels for time RMS < 5 ns or AP > 0.98 did not flag if the leakage flag count is zero; observed leakage flags: **0**. Full checks are in `leak"
/home/billy/.tb-workers/testbeam-laptop-1/scripts/s11a_two_pulse_template_ml.py,833,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `{float(leak[leak['check'] == 'shuffled_train_labels_heldout_ap'].iloc[0]['value']):.3f}`, recorded in `leakage_checks.csv`; this is consis"
/home/billy/.tb-workers/testbeam-laptop-2/reports/SUMMARY.md,25,text_hit,"| S07c | ✅ done | ✅ S00 counts; App.A count mismatch | q_template-only AUC 0.717; span+q AUC 0.912 | clean-timing RF AUC 0.993 | **Yes** vs q_template-only, but weak-label drift remains | reports/1781000790.531136.203130b0__s07c_clean_timing_rf |"
/home/billy/.tb-workers/testbeam-laptop-2/reports/SUMMARY.md,111,text_hit,"  clean-timing labels, but the historical App.A table must be recovered or retired; P10a says"
/home/billy/.tb-workers/testbeam-laptop-1/docs/07_ml_methods.md,11,text_hit,## A. Event-level clean-timing classifier (App. A)
/home/billy/.tb-workers/testbeam-laptop-1/docs/07_ml_methods.md,15,text_hit,- **Weak labels:** clean = ≥2 downstream staves & downstream span <5 ns & all-span <10 ns;
/home/billy/.tb-workers/testbeam-laptop-1/docs/07_ml_methods.md,16,text_hit,  topology-violating = ≥2 downstream & (downstream span >10 ns OR B2 displaced >20 ns).
/home/billy/.tb-workers/testbeam-laptop-1/docs/07_ml_methods.md,17,text_hit,"- **Split by run** (not random). 12,147 events (10,636 clean : 1,511 violating, **~7:1**)."
/home/billy/.tb-workers/testbeam-laptop-1/docs/07_ml_methods.md,19,text_hit,- **Traditional baseline to beat:** simple cuts on Δt_B / downstream span / q_template.
/home/billy/.tb-workers/testbeam-laptop-1/docs/07_ml_methods.md,21,text_hit,"  calibration. Class imbalance 7:1. Output is **clean-timing probability, NOT** a"
/home/billy/.tb-workers/tb-planner/reports/1781009478.9969.16fe02b4/result.json,99,text_hit,"      ""var_B8"": 0.815111934949177,"
/home/billy/.tb-workers/tb-planner/reports/1781009478.9969.16fe02b4/REPORT.md,86,text_hit,|   0.929758  |   -1.21351    |   -0.300002  |   -0.346008  |  1.2012    |   0.263015  |  -1.45192   | -0.065358  |   0.167703  |  0.815112  |           0.785921 |                      15 | traditional_hier_ridge | run_median_level   |                              0.279438   |
/home/billy/.tb-workers/tb-planner/reports/1781010024.975.3e06183e__p02c_p01b_embedding_consumer/result.json,227,text_hit,"    ""no_benchmark_claim"": ""all-data release embedding is excluded from claim rows and appears only as forbidden diagnostic telemetry"""
/home/billy/.tb-workers/tb-planner/reports/1781010024.975.3e06183e__p02c_p01b_embedding_consumer/p02c_embedding_artifact_metadata.json,10,text_hit,"  ""no_benchmark_claim"": ""all-data release embedding is excluded from claim rows and appears only as forbidden diagnostic telemetry"""
/home/billy/.tb-workers/tb-planner/reports/1781005319.561.508a188d/REPORT.md,43,text_hit,"Run splitting is strict: no source run appears in both train and held-out sets. Event ids are generated per split and have no overlap. A shuffled-label classifier gives held-out AP `0.521`, recorded in `leakage_checks.csv`; this is consistent with no obvious label leakage."
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,5,text_hit,"  ""title"": ""clean-timing RF vs q_template/downstream-span baseline"","
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,7,text_hit,"  ""app_a_reproduction"": {"
/home/billy/.tb-workers/tb-planner/reports/1781000790.531136.203130b0__s07c_clean_timing_rf/result.json,9,text_hit,"      ""labelled_events"": 12147,"
