stack,run,raw_file,sorted_file,raw_entries,sorted_entries,entry_delta_sorted_minus_raw,evt_mismatch_count,first_evt_raw,first_evt_sorted,last_evt_raw,last_evt_sorted,status
hrda,54,hrda_run_0054.root,hrda_run_0054-sorted.root,37385,37385.0,0.0,0.0,4723.0,4723.0,7171.0,7171.0,pass
hrda,55,hrda_run_0055.root,hrda_run_0055-sorted.root,24409,24409.0,0.0,0.0,7172.0,7172.0,13655.0,13655.0,pass
hrda,56,hrda_run_0056.root,hrda_run_0056-sorted.root,51829,51829.0,0.0,0.0,13656.0,13656.0,13570.0,13570.0,pass
hrda,57,hrda_run_0057.root,hrda_run_0057-sorted.root,31275,31275.0,0.0,0.0,13571.0,13571.0,10833.0,10833.0,pass
hrda,58,hrda_run_0058.root,hrda_run_0058-sorted.root,34178,34178.0,0.0,0.0,10834.0,10834.0,10812.0,10812.0,pass
hrda,59,hrda_run_0059.root,hrda_run_0059-sorted.root,42314,42314.0,0.0,0.0,10813.0,10813.0,1675.0,1675.0,pass
hrda,60,hrda_run_0060.root,hrda_run_0060-sorted.root,36089,36089.0,0.0,0.0,1676.0,1676.0,3493.0,3493.0,pass
hrda,61,hrda_run_0061.root,hrda_run_0061-sorted.root,36550,36550.0,0.0,0.0,3494.0,3494.0,5221.0,5221.0,pass
hrda,62,hrda_run_0062.root,hrda_run_0062-sorted.root,37589,37589.0,0.0,0.0,5222.0,5222.0,8461.0,8461.0,pass
hrda,63,hrda_run_0063.root,hrda_run_0063-sorted.root,37040,37040.0,0.0,0.0,8462.0,8462.0,11172.0,11172.0,pass
hrda,64,hrda_run_0064.root,hrda_run_0064-sorted.root,35985,35985.0,0.0,0.0,11173.0,11173.0,12877.0,12877.0,pass
hrda,65,hrda_run_0065.root,hrda_run_0065-sorted.root,38429,38429.0,0.0,0.0,12878.0,12878.0,464.0,464.0,pass
hrdb,12,hrdb_run_0012.root,hrdb_run_0012-sorted.root,14791,14791.0,0.0,0.0,6.0,6.0,6.0,6.0,pass
hrdb,13,hrdb_run_0013.root,hrdb_run_0013-sorted.root,50629,50629.0,0.0,0.0,39.0,39.0,24.0,24.0,pass
hrdb,14,hrdb_run_0014.root,hrdb_run_0014-sorted.root,3479,3479.0,0.0,0.0,24.0,24.0,2.0,2.0,pass
hrdb,15,hrdb_run_0015.root,hrdb_run_0015-sorted.root,103871,103871.0,0.0,0.0,3.0,3.0,14.0,14.0,pass
hrdb,16,hrdb_run_0016.root,hrdb_run_0016-sorted.root,11533,11533.0,0.0,0.0,18.0,18.0,32.0,32.0,pass
hrdb,17,hrdb_run_0017.root,hrdb_run_0017-sorted.root,5648,5648.0,0.0,0.0,1.0,1.0,60.0,60.0,pass
hrdb,18,hrdb_run_0018.root,hrdb_run_0018-sorted.root,75023,75023.0,0.0,0.0,61.0,61.0,17.0,17.0,pass
hrdb,19,hrdb_run_0019.root,hrdb_run_0019-sorted.root,73470,73470.0,0.0,0.0,18.0,18.0,47.0,47.0,pass
hrdb,20,hrdb_run_0020.root,hrdb_run_0020-sorted.root,57388,57388.0,0.0,0.0,48.0,48.0,6.0,6.0,pass
hrdb,21,hrdb_run_0021.root,hrdb_run_0021-sorted.root,0,0.0,0.0,0.0,,,,,pass
hrdb,22,hrdb_run_0022.root,hrdb_run_0022-sorted.root,0,0.0,0.0,0.0,,,,,pass
hrdb,23,hrdb_run_0023.root,hrdb_run_0023-sorted.root,3806,3806.0,0.0,0.0,2.0,2.0,3409.0,3409.0,pass
hrdb,24,hrdb_run_0024.root,hrdb_run_0024-sorted.root,24908,24908.0,0.0,0.0,3410.0,3410.0,9533.0,9533.0,pass
hrdb,25,hrdb_run_0025.root,hrdb_run_0025-sorted.root,3315,3315.0,0.0,0.0,2.0,2.0,2961.0,2961.0,pass
hrdb,26,hrdb_run_0026.root,hrdb_run_0026-sorted.root,53953,53953.0,0.0,0.0,2962.0,2962.0,2267.0,2267.0,pass
hrdb,27,hrdb_run_0027.root,hrdb_run_0027-sorted.root,34979,34979.0,0.0,0.0,5951.0,5951.0,4122.0,4122.0,pass
hrdb,28,hrdb_run_0028.root,hrdb_run_0028-sorted.root,5203,5203.0,0.0,0.0,2.0,2.0,4815.0,4815.0,pass
hrdb,29,hrdb_run_0029.root,hrdb_run_0029-sorted.root,25800,25800.0,0.0,0.0,4816.0,4816.0,12519.0,12519.0,pass
hrdb,30,hrdb_run_0030.root,hrdb_run_0030-sorted.root,5265,5265.0,0.0,0.0,2.0,2.0,4909.0,4909.0,pass
hrdb,31,hrdb_run_0031.root,hrdb_run_0031-sorted.root,39990,39990.0,0.0,0.0,4910.0,4910.0,9385.0,9385.0,pass
hrdb,32,hrdb_run_0032.root,hrdb_run_0032-sorted.root,41921,41921.0,0.0,0.0,9386.0,9386.0,14810.0,14810.0,pass
hrdb,33,hrdb_run_0033.root,hrdb_run_0033-sorted.root,57173,57173.0,0.0,0.0,14811.0,14811.0,10773.0,10773.0,pass
hrdb,34,hrdb_run_0034.root,hrdb_run_0034-sorted.root,39765,39765.0,0.0,0.0,10774.0,10774.0,14616.0,14616.0,pass
hrdb,35,hrdb_run_0035.root,hrdb_run_0035-sorted.root,27786,27786.0,0.0,0.0,14617.0,14617.0,7783.0,7783.0,pass
hrdb,36,hrdb_run_0036.root,hrdb_run_0036-sorted.root,21764,21764.0,0.0,0.0,7784.0,7784.0,11200.0,11200.0,pass
hrdb,37,hrdb_run_0037.root,hrdb_run_0037-sorted.root,50513,50513.0,0.0,0.0,11201.0,11201.0,8665.0,8665.0,pass
hrdb,39,hrdb_run_0039.root,hrdb_run_0039-sorted.root,30321,30321.0,0.0,0.0,8666.0,8666.0,4194.0,4194.0,pass
hrdb,40,hrdb_run_0040.root,hrdb_run_0040-sorted.root,32613,32613.0,0.0,0.0,4195.0,4195.0,1871.0,1871.0,pass
hrdb,41,hrdb_run_0041.root,hrdb_run_0041-sorted.root,33997,33997.0,0.0,0.0,1872.0,1872.0,742.0,742.0,pass
hrdb,42,hrdb_run_0042.root,hrdb_run_0042-sorted.root,33972,33972.0,0.0,0.0,743.0,743.0,15999.0,15999.0,pass
hrdb,43,hrdb_run_0043.root,hrdb_run_0043-sorted.root,13,13.0,0.0,0.0,16000.0,16000.0,16012.0,16012.0,pass
hrdb,44,hrdb_run_0044.root,hrdb_run_0044-sorted.root,4294,4294.0,0.0,0.0,16013.0,16013.0,3595.0,3595.0,pass
hrdb,45,hrdb_run_0045.root,hrdb_run_0045-sorted.root,48181,48181.0,0.0,0.0,3596.0,3596.0,14804.0,14804.0,pass
hrdb,46,hrdb_run_0046.root,hrdb_run_0046-sorted.root,1441,1441.0,0.0,0.0,14805.0,14805.0,16126.0,16126.0,pass
hrdb,47,hrdb_run_0047.root,hrdb_run_0047-sorted.root,10970,10970.0,0.0,0.0,16127.0,16127.0,9968.0,9968.0,pass
hrdb,48,hrdb_run_0048.root,hrdb_run_0048-sorted.root,31713,31713.0,0.0,0.0,9969.0,9969.0,6676.0,6676.0,pass
hrdb,49,hrdb_run_0049.root,hrdb_run_0049-sorted.root,32354,32354.0,0.0,0.0,6677.0,6677.0,3613.0,3613.0,pass
hrdb,50,hrdb_run_0050.root,hrdb_run_0050-sorted.root,44804,44804.0,0.0,0.0,3614.0,3614.0,12717.0,12717.0,pass
hrdb,51,hrdb_run_0051.root,hrdb_run_0051-sorted.root,20569,20569.0,0.0,0.0,12718.0,12718.0,15084.0,15084.0,pass
hrdb,52,hrdb_run_0052.root,hrdb_run_0052-sorted.root,10005,10005.0,0.0,0.0,15086.0,15086.0,8020.0,8020.0,pass
hrdb,53,hrdb_run_0053.root,hrdb_run_0053-sorted.root,39612,39612.0,0.0,0.0,8021.0,8021.0,4107.0,4107.0,pass
hrdb,54,hrdb_run_0054.root,hrdb_run_0054-sorted.root,37413,37413.0,0.0,0.0,4108.0,4108.0,5701.0,5701.0,pass
hrdb,55,hrdb_run_0055.root,hrdb_run_0055-sorted.root,24416,24416.0,0.0,0.0,5703.0,5703.0,11998.0,11998.0,pass
hrdb,56,hrdb_run_0056.root,hrdb_run_0056-sorted.root,51823,51823.0,0.0,0.0,11999.0,11999.0,11224.0,11224.0,pass
hrdb,57,hrdb_run_0057.root,hrdb_run_0057-sorted.root,31284,31284.0,0.0,0.0,11225.0,11225.0,7566.0,7566.0,pass
hrdb,58,hrdb_run_0058.root,hrdb_run_0058-sorted.root,34141,34141.0,0.0,0.0,7567.0,7567.0,6763.0,6763.0,pass
hrdb,59,hrdb_run_0059.root,hrdb_run_0059-sorted.root,42303,42303.0,0.0,0.0,6764.0,6764.0,13305.0,13305.0,pass
hrdb,60,hrdb_run_0060.root,hrdb_run_0060-sorted.root,36074,36074.0,0.0,0.0,13306.0,13306.0,14151.0,14151.0,pass
hrdb,61,hrdb_run_0061.root,hrdb_run_0061-sorted.root,36535,36535.0,0.0,0.0,14152.0,14152.0,15562.0,15562.0,pass
hrdb,62,hrdb_run_0062.root,hrdb_run_0062-sorted.root,37584,37584.0,0.0,0.0,15563.0,15563.0,1040.0,1040.0,pass
hrdb,63,hrdb_run_0063.root,hrdb_run_0063-sorted.root,37030,37030.0,0.0,0.0,1040.0,1040.0,2861.0,2861.0,pass
hrdb,64,hrdb_run_0064.root,hrdb_run_0064-sorted.root,35943,35943.0,0.0,0.0,2862.0,2862.0,3623.0,3623.0,pass
hrdb,65,hrdb_run_0065.root,hrdb_run_0065-sorted.root,38424,38424.0,0.0,0.0,3624.0,3624.0,6240.0,6240.0,pass
