event_id,run,median_peak_sample,max_peak_sample,max_amplitude_adc,median_amplitude_adc,max_template_sse,max_baseline_absmax_adc,max_baseline_span_adc,max_late_charge_over_amp,mean_early_charge_over_amp,max_norm_peak_height,phase_atom,saturation_atom,q_template_atom,baseline_atom,delayed_peak_atom,anomaly_atom,run_family_atom,amplitude_atom,fold_threshold_amp95,fold_threshold_sse90,fold_threshold_baseline90,fold_threshold_late90
58:401283:2737:12310,58,9.0,10,2941.0,2840.5,0.08205092434644781,25.0,38.0,6.490989459367562,0.0002731748904441578,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:401498:2943:12525,58,7.0,7,5886.0,2513.5,0.08670814853511138,84.0,87.0,5.058273870200476,0.010603551816753105,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:401532:2974:12559,58,8.0,9,4856.5,2436.0,0.03392472314723979,14.5,16.0,6.1065582209410065,0.0014518597196298878,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:401733:3159:12760,58,7.0,7,4237.5,3266.5,0.07760515988741354,12.5,18.0,6.390914454277286,0.0003125258112855818,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:402308:3701:13332,58,5.0,5,1400.0,1239.5,4.985776630095979,947.5,1488.0,-0.5078571428571429,0.3198813341658499,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:402542:3915:13565,58,12.0,12,2639.0,2143.5,2.4378369055880142,14.0,21.0,6.536335721596725,0.0007437457344351651,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:402594:3966:13616,58,11.0,12,4135.5,2824.5,1.2345484251727523,24.0,32.0,7.382541409744892,0.0017114233473696247,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:402626:3997:13647,58,5.0,5,4544.5,2394.0,3.2021744324967587,3714.5,4259.0,4.053361205853229,0.5676926255898241,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:402712:4076:13733,58,13.0,13,3356.5,2871.5,3.77728718890809,30.5,56.0,6.397586771935051,0.0027916752165000835,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:403406:4719:14427,58,17.0,17,4951.0,2016.5,5.724029510434653,12.0,19.0,2.1068683362261345,0.0022468053490140596,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:403541:4843:14562,58,13.0,13,3384.5,2050.5,5.3138389787035045,17.5,32.0,6.19160880484562,0.00201852417649973,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:404100:5367:15118,58,15.0,16,3005.5,2348.5,5.5351179473778815,9.5,12.0,4.4924419842452625,0.002004201122367388,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:404147:5411:15165,58,10.0,11,4401.0,2897.5,1.1426045561540967,11.5,19.0,7.134514882981141,-0.0001376557467089379,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:404180:5444:15198,58,4.0,6,3272.5,2532.5,3.3818390660267865,2969.5,3556.0,3.033307868601986,0.5494384643839713,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:404302:5557:15320,58,9.0,11,3193.0,2336.5,0.025509322765515728,35.5,45.0,6.1832132790479175,-0.004698621088540387,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:404573:5824:15589,58,17.0,17,3481.5,1894.0,8.75066253801567,251.0,391.0,1.351285365503375,0.02179928065537241,1.0,late_phase_ge7,amp_bulk,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:405501:6684:16516,58,12.0,13,4321.0,2691.0,2.8963052750015317,10.5,18.0,6.455964325529543,0.0005634170100981072,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:405830:6983:16845,58,7.0,8,4175.5,2878.5,0.07589484563010938,16.5,27.0,6.193629505448449,-0.0006935643479747459,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:405995:7135:17010,58,6.0,6,5118.5,1987.5,0.6959732310093297,1076.5,1080.0,4.970303799941389,0.19574032003625988,1.0,central_phase_6,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,prompt_peak,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:406327:7441:17342,58,4.0,6,3207.0,2097.5,9.648511445019222,3207.0,5120.0,1.5793576551294044,0.2766386130194904,1.0,early_phase_le5,amp_bulk,q_template_sse_top10,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:406604:7705:17619,58,7.0,9,4406.0,3112.5,0.4064761988820547,31.0,36.0,5.7262823422605535,0.0033605048349293048,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:406641:7736:17656,58,6.0,7,3688.0,1957.0,0.27910364338897975,177.0,187.0,5.2746746203904555,0.036506706369026344,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:406766:7856:17781,58,12.0,12,3310.0,2925.5,2.1442274377824204,29.5,32.0,7.271299093655589,0.0012979487599832056,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:407215:8277:18230,58,9.0,9,4939.0,2610.0,0.03606775233039537,13.0,18.0,6.253290139704394,-0.002012887029398818,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:407221:8283:18236,58,13.0,13,3102.0,2598.5,3.873746861632841,9.0,17.0,6.216956802063185,-5.5812471840120605e-05,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:408610:9560:19622,58,17.0,17,3575.5,2530.0,6.351070266860282,15.0,24.0,2.0993657505285412,-9.277672985535407e-05,1.0,late_phase_ge7,amp_bulk,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:408871:9807:19882,58,10.0,11,3387.0,3085.5,0.05982618571113507,18.5,35.0,5.70685464268352,0.0008942448978691127,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:408897:9829:19908,58,17.0,17,5132.5,2016.5,5.891351001960136,19.5,22.0,2.196131911728242,-0.0029029086585561133,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:409157:10061:20168,58,8.0,9,3209.0,3029.0,0.02264458616666579,28.5,42.0,5.5066999065129325,0.0001884100375631123,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:409234:10135:20245,58,15.0,15,6098.5,2124.5,5.343916292151367,18.5,23.0,4.340272614622057,-0.0024783147459727386,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:410177:11017:21186,58,5.0,5,2339.0,2232.5,3.1533581668983697,1610.0,2267.0,1.3116716545532279,0.4717452715833188,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:410621:11439:21629,58,12.0,14,2876.5,1919.0,3.520256345033137,25.5,39.0,6.761515730922997,-0.0013476191589863078,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:412157:12844:23160,58,9.0,12,3354.5,3105.0,0.05019417108005902,19.0,32.0,6.7307568438003225,0.0003619065343558149,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:412546:13200:23548,58,9.0,9,3750.5,2703.0,0.035807568621979535,197.0,229.0,6.711238501533129,0.02085427736160902,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:413325:13961:24327,58,8.0,11,3399.5,3344.5,0.08022942907616747,18.5,37.0,6.951263268052026,-0.0006783130315472875,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:413638:14256:24640,58,15.0,16,3457.5,2104.0,5.510406749288655,17.5,29.0,4.233365019011407,-0.000727670076629374,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:413843:14451:24845,58,5.0,7,2819.0,2147.0,1.8077321044395118,1518.0,1692.0,2.575381340901029,0.3974320423453224,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:416328:373:27330,58,7.0,10,6190.5,5827.0,0.5366227142838513,16.5,23.0,5.2581088038441735,-0.0004812545020725907,1.0,late_phase_ge7,amp_top5_proxy,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:417165:1152:28167,58,5.0,6,2917.5,2513.5,1.0774572072311464,1146.0,1298.0,3.1806341045415594,0.32398034556765043,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:417278:1288:28280,58,7.0,10,3005.0,1951.5,0.0065492759815056764,26.5,31.0,5.172712146422629,0.0024160976857443544,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:417735:1712:28737,58,17.0,17,3265.0,2738.0,6.178096217059071,24.5,43.0,3.151935719503287,-0.0014295161614586117,1.0,late_phase_ge7,amp_bulk,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:417804:1777:28806,58,17.0,17,3262.0,2269.0,6.25236476509497,9.0,14.0,2.8369325694138388,-0.001410309360415565,1.0,late_phase_ge7,amp_bulk,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:418054:2008:29056,58,10.0,10,2816.5,2601.0,0.14735906669460241,7.5,11.0,6.813953488372093,0.00020728347868771607,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:418720:2626:29722,58,10.0,11,3221.0,3048.0,0.022504593185687555,9.0,16.0,5.916994750656168,-0.00034788863991260964,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:420237:4046:31237,58,4.0,4,3062.5,2260.0,3.0028236639805224,2500.5,2958.0,3.073795918367347,0.5492094365195702,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:420245:4054:31245,58,8.0,8,2808.0,2194.5,0.017026789590504514,15.0,19.0,4.702279202279202,-0.002172014859032877,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:420334:4140:31334,58,17.0,17,3829.5,2973.5,6.098843943605901,9.5,12.0,2.6623544631306597,0.0017341936497828733,1.0,late_phase_ge7,amp_bulk,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_high,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:421027:4781:32023,58,4.0,4,3368.0,1642.5,10.93183666795518,3368.0,6045.0,-0.13390736342042756,0.19851172283620352,1.0,early_phase_le5,amp_bulk,q_template_sse_top10,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:421487:5218:32482,58,15.0,15,2740.5,2639.5,5.331182295977675,30.5,38.0,4.8662625497253265,0.0016882674604770179,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:421531:5255:32526,58,8.0,9,3381.5,2536.0,0.0413048437924109,7.0,10.0,6.384888363152447,-0.00025041346099414667,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:421877:5573:32871,58,11.0,11,3265.0,2622.0,1.4677896189882027,61.0,76.0,7.504747320061256,-0.0066349855327703655,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
58:422340:6010:33333,58,12.0,12,3534.0,2936.5,2.686831736965905,18.5,37.0,6.80997786480504,-0.0007353826143273521,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_mid,4693.5999999999985,5.640401324221906,1318.1000000000013,6.601856206928997
59:423280:6885:34268,59,7.0,8,2900.0,1729.0,0.07482177663346086,21.5,37.0,4.425172413793104,0.00210613694296526,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423346:6947:34334,59,8.0,9,2451.5,2350.5,0.011703798039110584,12.0,21.0,5.035080562920661,0.001345764501527606,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423397:6993:34385,59,5.0,5,3904.0,2293.5,0.8663500492082723,1069.0,1095.0,5.004098360655738,0.27658965581849304,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423408:7002:34396,59,9.0,10,2854.0,2661.0,0.010797096184202682,10.0,19.0,5.621583742116328,-0.0003688314096933815,1.0,late_phase_ge7,amp_bulk,q_template_sse_bulk,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423416:7008:34404,59,6.0,7,3886.0,3687.5,0.26849058013707616,28.5,46.0,5.606915254237288,0.0017360362785800389,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_high,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423434:7026:34422,59,5.0,6,2499.0,2264.5,1.4534994685803393,1096.5,1356.0,2.828331332533013,0.3566264290751264,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423435:7027:34423,59,17.0,17,1666.5,1469.0,6.0576103995445525,20.0,26.0,1.4649421375085092,0.007034307100229214,1.0,late_phase_ge7,amp_bulk,q_template_sse_top10,baseline_bulk,delayed_or_late_charge,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423446:7037:34434,59,5.0,5,2946.0,1832.0,2.008435406365698,1785.0,2056.0,2.5790902919212493,0.45504397114671574,1.0,early_phase_le5,amp_bulk,q_template_sse_bulk,baseline_excursion_top10,prompt_peak,any_high_risk_atom,early,amp_low,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
59:423474:7062:34462,59,6.0,6,3487.5,3162.5,0.2977832130030429,432.5,440.0,5.174910394265233,0.07236799977332938,1.0,central_phase_6,amp_bulk,q_template_sse_bulk,baseline_bulk,prompt_peak,no_high_risk_atom,early,amp_mid,4396.2,2.2058210143409003,1201.9000000000005,6.178869766090414
