method,family,baseline,n_heldout_runs,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
early_late_gated_only_samples_0_3,ml,s02b_global_template_timewalk,7,11460,1.4294107613863256,2.385978657531036,3.205681191469181,0.03193717277486911,1.341954898526278,1.5079797902247656,-0.26294748859378103,-0.564930257089943,-0.04812700310752364
cnn1d_only_samples_0_3,ml,s02b_global_template_timewalk,7,11460,1.4348716535471095,2.3997742821866472,3.2382279687618127,0.03411867364746946,1.304422023074708,1.5310214349819264,-0.2574865964329971,-0.6440634360583809,0.0027062745634564506
mlp_only_samples_0_3,ml,s02b_global_template_timewalk,7,11460,1.4409238545740908,2.4118133882575643,3.0733115180809913,0.028883071553228622,1.3234996977443347,1.544533454888813,-0.25143439540601586,-0.6145075254525924,0.0011082214411058608
mlp_full,ml,s02b_global_template_timewalk,7,11460,1.4688989442875076,2.4262603675152583,3.189091832645629,0.032198952879581154,1.3282991401263304,1.5900400564675718,-0.2234593056925991,-0.5999862116269853,0.05775313296601396
cnn1d_full,ml,s02b_global_template_timewalk,7,11460,1.4774534022577783,2.409988919717113,3.2291614768239016,0.03289703315881326,1.3836853999155432,1.5779633622474891,-0.21490484772232832,-0.5593467486956957,0.057314879045569
early_late_gated_no_samples_0_3,ml,s02b_global_template_timewalk,7,11460,1.482771640551579,2.3944683997917324,3.221989712074387,0.03211169284467714,1.4007161394614913,1.576575515909495,-0.2095866094285277,-0.521724397479796,0.060381722787814146
cnn1d_no_samples_0_3,ml,s02b_global_template_timewalk,7,11460,1.4942058416759587,2.409676359789842,3.2769523500261584,0.035689354275741714,1.3948521405226773,1.5350036482280394,-0.19815240830414793,-0.5558770934369333,-0.039253957217141464
mlp_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.68084159316503,2.586464088273201,3.645866015712514,0.050261780104712044,1.5096684269672507,1.9449564294705617,-0.011516656815076631,-0.05853704449001232,0.03529360276420011
cnn1d_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6900937689595341,2.5900224931870452,3.645725756264333,0.05008726003490401,1.4858963026559995,1.9343058476820172,-0.0022644810205725285,-0.05524929617547874,0.057615923280487744
s02b_global_template_timewalk,traditional,s02b_global_template_timewalk,7,11460,1.6923582499801066,2.5915073163614184,3.643939028060713,0.05,1.520510997910522,1.9524158608282671,0.0,0.0,0.0
ridge_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6939397216452987,2.596464985814043,3.6524040780010534,0.0506108202443281,1.481841372197518,1.9539000514102234,0.001581471665192069,-0.054543849638533475,0.045328966483970515
cnn1d_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.6958201109661633,2.5864909592082106,3.6042242058193694,0.048603839441535776,1.5571664733544415,1.8771289065284527,0.0034618609860566085,-0.09407687307661819,0.06934843215601047
early_late_gated_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7028317554651666,2.5959833906478114,3.686761803857201,0.051832460732984295,1.4845143437152948,1.983429774155271,0.010473505485059986,-0.03779069288723882,0.06589899106371355
ridge_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7051249569954656,2.597380978383386,3.669008054210602,0.05148342059336824,1.5337308873890614,1.9572259409410633,0.01276670701535898,-0.034163397851573116,0.05833937283672059
mlp_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7083444976302702,2.5965573185529385,3.670751006238427,0.05095986038394416,1.4904976117837028,1.9714938461754103,0.015986247650163543,-0.05236361785461614,0.07117872368114848
early_late_gated_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7083462776416902,2.590634815841481,3.6450749364911528,0.05017452006980803,1.5237802296027714,1.9460972124561227,0.01598802766158358,-0.04575884176276855,0.05975284495531441
ridge_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7102879413072947,2.5961102664972384,3.67580260813442,0.05139616055846422,1.5276734978637823,1.9962993339875639,0.017929691327188024,-0.04211856618777666,0.07048340668655194
early_late_gated_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7124742060047757,2.6031219307677467,3.6827098963741665,0.05087260034904014,1.5237304225103738,2.017373061698323,0.02011595602466909,-0.02581635956636169,0.0780584681106922
mlp_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.722792469611263,2.605042767074115,3.6978487030749654,0.05200698080279232,1.5452743547201586,1.9844668397019527,0.030434219631156445,-0.01601648379782811,0.07374374105263215
hgb_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7266199562767195,2.619718042124083,3.681779391943424,0.05200698080279232,1.5379977107539335,1.988095522153487,0.03426170629661285,-0.010658655452280574,0.07282981360774476
hgb_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.73574639995099,2.614961126536514,3.739937742497124,0.05410122164048865,1.5559305106975962,2.0260579035633546,0.04338814997088325,-0.01812523040533136,0.10160480437212974
cnn1d_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7372935792500814,2.6158773250578693,3.7040200598934243,0.053141361256544506,1.5525553701799715,2.0468775765111427,0.04493532926997479,-0.016092708324721327,0.10871834940386323
hgb_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,11460,1.7507130181404424,2.622280856375211,3.7857781961437307,0.056980802792321116,1.5529710176275953,2.0215959460405686,0.0583547681603358,0.00233246168973641,0.10390351606614104
