max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals,heldout_run
60,0.05,7,0.1,64,20260610,0,1.353862007384005,2622,61
60,0.05,7,0.1,64,20260610,1,1.4112478044317776,2640,61
60,0.05,7,0.1,64,20260610,2,1.365644758484682,3399,61
60,0.05,7,0.1,64,20260610,-1,1.3769181901001548,0,61
60,0.05,15,0.0,64,20260610,0,1.4458904579469378,2622,61
60,0.05,15,0.0,64,20260610,1,1.4561244971823355,2640,61
60,0.05,15,0.0,64,20260610,2,1.3742075392379958,3399,61
60,0.05,15,0.0,64,20260610,-1,1.4254074981224232,0,61
60,0.05,15,0.1,64,20260610,0,1.4380329166825243,2622,61
60,0.05,15,0.1,64,20260610,1,1.4499126491279681,2640,61
60,0.05,15,0.1,64,20260610,2,1.3750256309561801,3399,61
60,0.05,15,0.1,64,20260610,-1,1.4209903989222241,0,61
100,0.05,7,0.0,64,20260610,0,1.4808402284303575,2622,61
100,0.05,7,0.0,64,20260610,1,1.4982394777593169,2640,61
100,0.05,7,0.0,64,20260610,2,1.4437587440779398,3399,61
100,0.05,7,0.0,64,20260610,-1,1.474279483422538,0,61
100,0.05,7,0.1,64,20260610,0,1.4724326422709764,2622,61
100,0.05,7,0.1,64,20260610,1,1.504530806875426,2640,61
100,0.05,7,0.1,64,20260610,2,1.4561608704236644,3399,61
100,0.05,7,0.1,64,20260610,-1,1.4777081065233555,0,61
100,0.05,15,0.0,64,20260610,0,1.5674294765147136,2622,61
100,0.05,15,0.0,64,20260610,1,1.5720170507566524,2640,61
100,0.05,15,0.0,64,20260610,2,1.5036942510082674,3399,61
100,0.05,15,0.0,64,20260610,-1,1.5477135927598777,0,61
100,0.05,15,0.1,64,20260610,0,1.5788085810947612,2622,61
100,0.05,15,0.1,64,20260610,1,1.5599435653862337,2640,61
100,0.05,15,0.1,64,20260610,2,1.515682245375291,3399,61
100,0.05,15,0.1,64,20260610,-1,1.5514781306187617,0,61
60,0.05,7,0.0,64,20260610,0,1.855702353601564,2799,62
60,0.05,7,0.0,64,20260610,1,1.3122027599809107,2841,62
60,0.05,7,0.0,64,20260610,2,1.2524824523477314,3399,62
60,0.05,7,0.0,64,20260610,-1,1.4734625219767352,0,62
60,0.05,7,0.1,64,20260610,0,1.8629729539386186,2799,62
60,0.05,7,0.1,64,20260610,1,1.3076956518411862,2841,62
60,0.05,7,0.1,64,20260610,2,1.2472427392299656,3399,62
60,0.05,7,0.1,64,20260610,-1,1.4726371150032567,0,62
60,0.05,15,0.0,64,20260610,0,1.8637004604806382,2799,62
60,0.05,15,0.0,64,20260610,1,1.3364694270356317,2841,62
60,0.05,15,0.0,64,20260610,2,1.253821043947905,3399,62
60,0.05,15,0.0,64,20260610,-1,1.4846636438213918,0,62
60,0.05,15,0.1,64,20260610,0,1.8639491663108356,2799,62
60,0.05,15,0.1,64,20260610,1,1.353564338404198,2841,62
60,0.05,15,0.1,64,20260610,2,1.2559180780032029,3399,62
60,0.05,15,0.1,64,20260610,-1,1.4911438609060788,0,62
100,0.05,7,0.0,64,20260610,0,2.000881615048364,2799,62
100,0.05,7,0.0,64,20260610,1,1.3719898919393188,2841,62
100,0.05,7,0.0,64,20260610,2,1.31243516484665,3399,62
100,0.05,7,0.0,64,20260610,-1,1.5617688906114442,0,62
100,0.05,7,0.1,64,20260610,0,1.996420931717245,2799,62
100,0.05,7,0.1,64,20260610,1,1.3854816781879156,2841,62
100,0.05,7,0.1,64,20260610,2,1.3378999141372625,3399,62
100,0.05,7,0.1,64,20260610,-1,1.5732675080141412,0,62
100,0.05,15,0.0,64,20260610,0,1.953402648206584,2799,62
100,0.05,15,0.0,64,20260610,1,1.4629622885538287,2841,62
100,0.05,15,0.0,64,20260610,2,1.3201122921051835,3399,62
100,0.05,15,0.0,64,20260610,-1,1.5788257429551988,0,62
100,0.05,15,0.1,64,20260610,0,1.969684851117443,2799,62
100,0.05,15,0.1,64,20260610,1,1.4458320600519172,2841,62
100,0.05,15,0.1,64,20260610,2,1.3427619857494137,3399,62
100,0.05,15,0.1,64,20260610,-1,1.5860929656395912,0,62
60,0.05,7,0.0,64,20260610,0,1.8327170153772894,2799,63
60,0.05,7,0.0,64,20260610,1,1.2127138624387417,2841,63
60,0.05,7,0.0,64,20260610,2,1.241896161577476,4710,63
60,0.05,7,0.0,64,20260610,-1,1.4291090131311688,0,63
60,0.05,7,0.1,64,20260610,0,1.8310354022922326,2799,63
60,0.05,7,0.1,64,20260610,1,1.2356119801174257,2841,63
60,0.05,7,0.1,64,20260610,2,1.241992060947405,4710,63
60,0.05,7,0.1,64,20260610,-1,1.4362131477856879,0,63
60,0.05,15,0.0,64,20260610,0,1.8043452770597874,2799,63
60,0.05,15,0.0,64,20260610,1,1.2900584707991214,2841,63
60,0.05,15,0.0,64,20260610,2,1.2504841011037278,4710,63
60,0.05,15,0.0,64,20260610,-1,1.4482959496542123,0,63
60,0.05,15,0.1,64,20260610,0,1.8196182201509539,2799,63
60,0.05,15,0.1,64,20260610,1,1.2818123529199716,2841,63
60,0.05,15,0.1,64,20260610,2,1.2446586302791924,4710,63
60,0.05,15,0.1,64,20260610,-1,1.448696401116706,0,63
100,0.05,7,0.0,64,20260610,0,1.9565274039877005,2799,63
100,0.05,7,0.0,64,20260610,1,1.3561620387278728,2841,63
100,0.05,7,0.0,64,20260610,2,1.321048121404405,4710,63
100,0.05,7,0.0,64,20260610,-1,1.5445791880399928,0,63
100,0.05,7,0.1,64,20260610,0,1.9553415072531002,2799,63
100,0.05,7,0.1,64,20260610,1,1.3718927909828293,2841,63
100,0.05,7,0.1,64,20260610,2,1.3187760106135813,4710,63
100,0.05,7,0.1,64,20260610,-1,1.5486701029498369,0,63
100,0.05,15,0.0,64,20260610,0,1.9141195369011974,2799,63
100,0.05,15,0.0,64,20260610,1,1.4300169434493426,2841,63
100,0.05,15,0.0,64,20260610,2,1.3421309777476687,4710,63
100,0.05,15,0.0,64,20260610,-1,1.562089152699403,0,63
100,0.05,15,0.1,64,20260610,0,1.8963206009508222,2799,63
100,0.05,15,0.1,64,20260610,1,1.4171755049527184,2841,63
100,0.05,15,0.1,64,20260610,2,1.3295909122829466,4710,63
100,0.05,15,0.1,64,20260610,-1,1.5476956727288291,0,63
60,0.05,7,0.0,64,20260610,0,1.829271784608615,3018,65
60,0.05,7,0.0,64,20260610,1,1.2681515375285106,3534,65
60,0.05,7,0.0,64,20260610,2,1.2750839690599758,4710,65
60,0.05,7,0.0,64,20260610,-1,1.4575024303990338,0,65
60,0.05,7,0.1,64,20260610,0,1.8099749489502688,3018,65
60,0.05,7,0.1,64,20260610,1,1.2479042105279998,3534,65
60,0.05,7,0.1,64,20260610,2,1.2775470923163579,4710,65
60,0.05,7,0.1,64,20260610,-1,1.445142083931542,0,65
60,0.05,15,0.0,64,20260610,0,1.8472538624130708,3018,65
60,0.05,15,0.0,64,20260610,1,1.3121461772163046,3534,65
60,0.05,15,0.0,64,20260610,2,1.2773562840924075,4710,65
60,0.05,15,0.0,64,20260610,-1,1.4789187745739276,0,65
60,0.05,15,0.1,64,20260610,0,1.8548153118267292,3018,65
60,0.05,15,0.1,64,20260610,1,1.2960621151586509,3534,65
60,0.05,15,0.1,64,20260610,2,1.2807302450394316,4710,65
60,0.05,15,0.1,64,20260610,-1,1.4772025573416039,0,65
100,0.05,7,0.0,64,20260610,0,1.9543655610485247,3018,65
100,0.05,7,0.0,64,20260610,1,1.349094614823262,3534,65
100,0.05,7,0.0,64,20260610,2,1.352042536834723,4710,65
100,0.05,7,0.0,64,20260610,-1,1.5518342375688368,0,65
100,0.05,7,0.1,64,20260610,0,1.9518910779256555,3018,65
100,0.05,7,0.1,64,20260610,1,1.3539090270800156,3534,65
100,0.05,7,0.1,64,20260610,2,1.3591475424508954,4710,65
100,0.05,7,0.1,64,20260610,-1,1.5549825491521887,0,65
100,0.05,15,0.0,64,20260610,0,1.9695709797806873,3018,65
100,0.05,15,0.0,64,20260610,1,1.4252643399969869,3534,65
100,0.05,15,0.0,64,20260610,2,1.3845124712440495,4710,65
100,0.05,15,0.0,64,20260610,-1,1.5931159303405746,0,65
100,0.05,15,0.1,64,20260610,0,1.964125917647303,3018,65
100,0.05,15,0.1,64,20260610,1,1.4276911325023605,3534,65
100,0.05,15,0.1,64,20260610,2,1.3898974125710801,4710,65
100,0.05,15,0.1,64,20260610,-1,1.5939048209069144,0,65
