event_id,run,eventno,evt,d_t_ns,abs_c_t_ns,has_curvature,n_downstream
59:423570:7149:34558,59,423570,7149,4.738258174465116,4.219691239541291,True,3
59:423594:7172:34582,59,423594,7172,4.3833613900659785,2.3423143380140417,True,3
59:423633:7210:34621,59,423633,7210,4.142419891417433,,False,2
59:423651:7228:34639,59,423651,7228,6.362747163819037,4.834021546644095,True,3
59:423655:7232:34643,59,423655,7232,5.666775491032304,6.001172978427171,True,3
59:423665:7242:34653,59,423665,7242,3.6277419147637815,,False,2
59:423689:7265:34677,59,423689,7265,7.780682443588333,,False,2
59:423697:7273:34685,59,423697,7273,4.617448077043228,6.241741862353969,True,3
59:423752:7319:34740,59,423752,7319,3.400906457106558,,False,2
59:423761:7328:34749,59,423761,7328,4.481792749225065,,False,2
59:423766:7332:34754,59,423766,7332,5.510521097278833,9.795732718873282,True,3
59:423776:7341:34764,59,423776,7341,5.864879955332221,,False,2
59:423777:7342:34765,59,423777,7342,5.4418633695516405,,False,2
59:423830:7390:34818,59,423830,7390,3.130844062812667,5.767573649931201,True,3
59:423887:7446:34875,59,423887,7446,4.306114688745787,,False,2
59:423919:7475:34907,59,423919,7475,4.911506267438476,,False,2
59:423967:7520:34955,59,423967,7520,8.425563687937391,,False,2
59:423976:7529:34964,59,423976,7529,5.977897519727158,,False,2
59:423988:7540:34976,59,423988,7540,4.238696808510639,4.6265382574417515,True,3
59:423997:7547:34985,59,423997,7547,6.963992245266773,,False,2
59:424003:7552:34991,59,424003,7552,4.346272279861651,,False,2
59:424012:7561:35000,59,424012,7561,7.400097743413951,,False,2
59:424025:7574:35013,59,424025,7574,6.4608163746928895,,False,2
59:424039:7587:35027,59,424039,7587,6.230991745539924,,False,2
59:424102:7645:35090,59,424102,7645,5.914257620452318,,False,2
59:424120:7662:35108,59,424120,7662,5.099398102715071,,False,2
59:424136:7674:35124,59,424136,7674,6.783467568574622,8.44934414665051,True,3
59:424160:7695:35148,59,424160,7695,4.724642446161425,5.316337774081617,True,3
59:424171:7704:35159,59,424171,7704,5.395504153770972,,False,2
59:424190:7720:35178,59,424190,7720,6.004554187717929,,False,2
59:424209:7738:35197,59,424209,7738,3.756810756810765,,False,2
59:424219:7748:35207,59,424219,7748,3.904764917386302,5.140683873520324,True,3
59:424244:7773:35232,59,424244,7773,5.810619199756573,,False,2
59:424245:7774:35233,59,424245,7774,6.4689248419043714,,False,2
59:424287:7811:35275,59,424287,7811,6.975992379087941,,False,2
59:424298:7820:35286,59,424298,7820,4.3246835553234035,3.8219129925528534,True,3
59:424301:7822:35289,59,424301,7822,5.153857677902607,,False,2
59:424307:7826:35295,59,424307,7826,6.800859383392407,,False,2
59:424351:7869:35339,59,424351,7869,6.5086315242043895,,False,2
59:424411:7925:35399,59,424411,7925,5.902338020878268,4.756250953071181,True,3
59:424465:7977:35453,59,424465,7977,3.528414142562063,,False,2
59:424469:7981:35457,59,424469,7981,4.579717841499878,,False,2
59:424478:7990:35466,59,424478,7990,5.103866502512233,6.472996830179149,True,3
59:424499:8010:35487,59,424499,8010,6.719442517067996,,False,2
59:424524:8032:35512,59,424524,8032,5.132782876537902,,False,2
59:424551:8057:35539,59,424551,8057,6.9954852666324285,,False,2
59:424568:8074:35556,59,424568,8074,3.210098798859349,,False,2
59:424580:8085:35568,59,424580,8085,3.4851643945469135,5.251805783154936,True,3
59:424582:8087:35570,59,424582,8087,4.477596058652487,,False,2
59:424592:8097:35580,59,424592,8097,4.909413067552606,,False,2
59:424615:8117:35603,59,424615,8117,5.612938912938908,8.935083705815408,True,3
59:424637:8137:35625,59,424637,8137,3.0206642864870723,3.6184844072429705,True,3
59:424651:8150:35639,59,424651,8150,5.610641775123298,2.3022866381967404,True,3
59:424664:8162:35652,59,424664,8162,6.3638062630927905,6.908256880836376,True,3
59:424678:8175:35666,59,424678,8175,3.4475904330260896,4.657400746628223,True,3
59:424693:8189:35681,59,424693,8189,6.218151857016096,,False,2
59:424704:8200:35692,59,424704,8200,5.508425237566435,6.001550887159411,True,3
59:424727:8222:35715,59,424727,8222,5.044810316292256,5.661210218653032,True,3
59:424745:8240:35733,59,424745,8240,6.821969872071868,,False,2
59:424746:8241:35734,59,424746,8241,5.699671811076215,,False,2
59:424760:8254:35748,59,424760,8254,6.909015020546214,6.9694090837466405,True,3
59:424848:8332:35836,59,424848,8332,6.836376007893037,,False,2
59:424894:8373:35882,59,424894,8373,3.8649597317774322,,False,2
59:424912:8390:35900,59,424912,8390,5.667299371449936,3.4908247413661897,True,3
59:424933:8410:35921,59,424933,8410,5.145016104735902,6.572593477857836,True,3
59:424986:8456:35974,59,424986,8456,8.338750572243548,,False,2
59:425005:8475:35993,59,425005,8475,3.6116419301164697,,False,2
59:425069:8534:36057,59,425069,8534,8.557924533307762,4.456402651763817,True,3
59:425071:8536:36059,59,425071,8536,5.306993406447354,,False,2
59:425075:8539:36063,59,425075,8539,5.06795938661223,,False,2
59:425128:8586:36116,59,425128,8586,4.518159857687316,,False,2
59:425185:8639:36173,59,425185,8639,5.75650625549153,6.817993515972432,True,3
59:425218:8670:36206,59,425218,8670,5.357312013674971,9.03869229536511,True,3
59:425259:8707:36247,59,425259,8707,6.107775473430124,5.478957177339026,True,3
59:425272:8719:36260,59,425272,8719,6.338647658278447,,False,2
59:425293:8738:36281,59,425293,8738,4.893925636973037,6.723406253647198,True,3
59:425305:8749:36293,59,425305,8749,4.411981754263628,,False,2
59:425310:8754:36298,59,425310,8754,5.6119197129401215,8.96982243620318,True,3
59:425327:8769:36315,59,425327,8769,4.6291905938211855,,False,2
59:425369:8808:36357,59,425369,8808,3.0624228410924133,,False,2
59:425389:8826:36377,59,425389,8826,4.663266814486327,5.269757060691909,True,3
59:425412:8845:36400,59,425412,8845,7.9566230747229625,,False,2
59:425432:8864:36420,59,425432,8864,5.792912078911684,0.8571501875889425,True,3
59:425480:8908:36468,59,425480,8908,3.3804449648712023,3.702210520293036,True,3
59:425494:8921:36482,59,425494,8921,5.558139534883718,6.243497790335432,True,3
59:425511:8937:36499,59,425511,8937,6.386044707707491,5.991175772961263,True,3
59:425512:8938:36500,59,425512,8938,4.180423951177808,3.2692369793271183,True,3
59:425514:8940:36502,59,425514,8940,5.238848290887859,,False,2
59:425517:8943:36505,59,425517,8943,4.233209457890091,,False,2
59:425534:8960:36522,59,425534,8960,4.616476484539305,,False,2
59:425588:9010:36576,59,425588,9010,4.434101130981077,,False,2
59:425765:9166:36753,59,425765,9166,3.7312351924185236,4.129104491970928,True,3
59:425774:9175:36762,59,425774,9175,4.306323081185926,,False,2
59:425777:9178:36765,59,425777,9178,3.5906855865689487,,False,2
59:425782:9183:36770,59,425782,9183,6.149702750524224,,False,2
59:425870:9268:36858,59,425870,9268,4.129669972020849,2.9261542155623204,True,3
59:425871:9269:36859,59,425871,9269,5.220657276995304,,False,2
59:425906:9300:36894,59,425906,9300,5.640039662386037,,False,2
59:425934:9328:36922,59,425934,9328,4.62139041326526,6.0594838943216445,True,3
59:425959:9352:36947,59,425959,9352,4.339660558131563,,False,2
59:425986:9375:36974,59,425986,9375,7.281723146091657,6.271947665320845,True,3
59:426040:9424:37028,59,426040,9424,4.72936579876848,,False,2
59:426046:9429:37034,59,426046,9429,3.393299933411555,,False,2
59:426048:9431:37036,59,426048,9431,6.191049969773374,,False,2
59:426052:9435:37040,59,426052,9435,5.907792290771006,6.855456220097864,True,3
59:426099:9480:37087,59,426099,9480,3.402206036348403,3.579468174080205,True,3
59:426118:9497:37106,59,426118,9497,5.459121779967099,,False,2
59:426160:9538:37148,59,426160,9538,4.872727272727261,,False,2
59:426218:9592:37206,59,426218,9592,3.4741132332460793,,False,2
59:426220:9594:37208,59,426220,9594,6.576927308644457,5.859411791929361,True,3
59:426224:9597:37212,59,426224,9597,4.789966555183945,,False,2
59:426240:9612:37228,59,426240,9612,6.223434879143042,7.828066459040954,True,3
59:426260:9632:37248,59,426260,9632,6.992194030160057,,False,2
59:426283:9649:37271,59,426283,9649,6.84489049338147,,False,2
59:426291:9657:37279,59,426291,9657,5.516056641245882,,False,2
59:426301:9666:37289,59,426301,9666,4.079255251229,,False,2
59:426327:9691:37315,59,426327,9691,3.1934672527217813,3.399803755875901,True,3
59:426380:9743:37368,59,426380,9743,4.643702596442417,,False,2
59:426381:9744:37369,59,426381,9744,6.24566157812059,,False,2
59:426392:9754:37380,59,426392,9754,3.283524057007277,,False,2
59:426393:9755:37381,59,426393,9755,5.842121539224557,,False,2
59:426411:9773:37399,59,426411,9773,5.242797696328111,,False,2
59:426425:9787:37413,59,426425,9787,6.970598898451968,3.026291698213015,True,3
59:426445:9806:37433,59,426445,9806,5.630226448876563,,False,2
59:426447:9808:37435,59,426447,9808,7.098629175062591,8.685178233327761,True,3
59:426463:9823:37451,59,426463,9823,4.926165234566234,,False,2
59:426469:9829:37457,59,426469,9829,5.916776439131738,,False,2
59:426478:9838:37466,59,426478,9838,5.285447714921403,5.351882589746232,True,3
59:426482:9842:37470,59,426482,9842,5.936654823872857,,False,2
59:426495:9854:37483,59,426495,9854,6.127410101426705,,False,2
59:426526:9882:37514,59,426526,9882,6.486785047875188,,False,2
59:426541:9896:37529,59,426541,9896,5.658800990461643,,False,2
59:426568:9923:37556,59,426568,9923,6.150150336962156,,False,2
59:426583:9937:37571,59,426583,9937,3.063858545735407,4.56457144049692,True,3
59:426610:9963:37598,59,426610,9963,6.320207631024573,,False,2
59:426623:9975:37611,59,426623,9975,5.363961371970106,4.583869617610404,True,3
59:426655:10006:37643,59,426655,10006,7.981356799748006,8.808465233482941,True,3
59:426666:10016:37654,59,426666,10016,5.539245585534385,7.625903143409129,True,3
59:426676:10025:37664,59,426676,10025,5.936037164785887,,False,2
59:426682:10031:37670,59,426682,10031,5.3590881445273055,4.9228317623448845,True,3
59:426697:10044:37685,59,426697,10044,5.498759550185127,,False,2
59:426719:10064:37707,59,426719,10064,6.75181716833891,10.995389174157559,True,3
59:426735:10078:37723,59,426735,10078,5.311173577222391,4.310205298393768,True,3
59:426738:10081:37726,59,426738,10081,4.873137265158796,,False,2
59:426759:10099:37747,59,426759,10099,7.262086250108027,5.170048632553176,True,3
59:426771:10110:37759,59,426771,10110,5.451127465623841,,False,2
59:426792:10131:37780,59,426792,10131,4.734423601090263,,False,2
59:426797:10134:37785,59,426797,10134,3.533456735873198,,False,2
59:426822:10159:37810,59,426822,10159,5.788921038878442,,False,2
59:426833:10168:37821,59,426833,10168,4.004680719374875,,False,2
59:426846:10180:37834,59,426846,10180,5.995679032275422,,False,2
59:426887:10218:37875,59,426887,10218,7.764565779125945,,False,2
59:426921:10249:37909,59,426921,10249,3.3365151259084023,,False,2
59:426922:10250:37910,59,426922,10250,4.159229694875165,,False,2
59:426936:10263:37924,59,426936,10263,5.833380553296109,7.517098495678866,True,3
59:426985:10308:37973,59,426985,10308,4.460052433160385,,False,2
59:426986:10309:37974,59,426986,10309,7.556742096787865,,False,2
59:426988:10311:37976,59,426988,10311,5.471007087881027,7.012869560642226,True,3
59:427020:10342:38008,59,427020,10342,4.159726121024235,,False,2
59:427075:10390:38063,59,427075,10390,3.5782165958627736,,False,2
59:427092:10404:38080,59,427092,10404,3.9863256113256114,3.54145216645216,True,3
59:427110:10422:38098,59,427110,10422,6.366837673562699,6.9808057783528525,True,3
59:427111:10423:38099,59,427111,10423,3.1911750514799593,4.403424947784444,True,3
59:427146:10453:38134,59,427146,10453,3.035822417395437,,False,2
59:427166:10472:38154,59,427166,10472,3.6955264280565387,,False,2
59:427198:10503:38186,59,427198,10503,5.327895573087879,4.259496334237944,True,3
59:427199:10503:38187,59,427199,10503,5.447379454926633,4.140992753264328,True,3
59:427200:10504:38188,59,427200,10504,4.685218760544366,4.258996807845769,True,3
59:427283:10582:38271,59,427283,10582,5.539484347816696,7.465431321742059,True,3
59:427299:10597:38287,59,427299,10597,5.238339249242543,,False,2
59:427301:10599:38289,59,427301,10599,6.963745303138019,,False,2
59:427355:10648:38343,59,427355,10648,4.987328703192205,8.303474132874328,True,3
59:427395:10683:38383,59,427395,10683,5.099543708374114,,False,2
59:427406:10692:38394,59,427406,10692,6.1716338988678245,,False,2
59:427430:10711:38418,59,427430,10711,5.069252618981636,,False,2
59:427491:10766:38479,59,427491,10766,5.836502602750365,,False,2
59:427518:10792:38506,59,427518,10792,3.5389035148491956,,False,2
59:427529:10803:38517,59,427529,10803,6.354098826074775,7.506490478340986,True,3
59:427543:10816:38531,59,427543,10816,4.181092041686835,2.4989431402938713,True,3
59:427549:10822:38537,59,427549,10822,6.416452147589126,,False,2
59:427559:10832:38547,59,427559,10832,6.4493828739528,4.621452392010241,True,3
59:427570:10843:38558,59,427570,10843,4.744710190075793,,False,2
59:427610:10882:38598,59,427610,10882,6.978210424895451,,False,2
59:427651:10922:38639,59,427651,10922,6.118654073199522,7.56222081573533,True,3
59:427661:10929:38649,59,427661,10929,6.773060799756273,,False,2
59:427712:10976:38700,59,427712,10976,4.831565673891049,,False,2
59:427723:10986:38711,59,427723,10986,3.624729687683562,,False,2
59:427762:11022:38750,59,427762,11022,5.330039010592252,,False,2
59:427820:11078:38808,59,427820,11078,5.477399646377108,5.658473331434855,True,3
59:427828:11086:38816,59,427828,11086,7.6812357723577165,,False,2
59:427843:11101:38831,59,427843,11101,4.495603320163831,,False,2
59:427850:11108:38838,59,427850,11108,3.811981230664742,,False,2
59:427898:11152:38886,59,427898,11152,3.5638303402354055,3.4789966002659796,True,3
59:427955:11204:38943,59,427955,11204,4.176923542527902,4.391898600484517,True,3
59:427962:11211:38950,59,427962,11211,3.885356023287052,,False,2
59:427976:11225:38964,59,427976,11225,4.75627709457666,,False,2
59:427978:11227:38966,59,427978,11227,4.448502966042319,,False,2
59:427988:11235:38976,59,427988,11235,4.623825956489121,5.452170935110459,True,3
59:428005:11250:38993,59,428005,11250,6.1525116355375715,1.342962408376927,True,3
59:428019:11263:39007,59,428019,11263,4.364997911835008,7.747223898408823,True,3
59:428025:11268:39013,59,428025,11268,4.633284563859739,,False,2
59:428027:11270:39015,59,428027,11270,3.360046900710678,,False,2
59:428047:11289:39035,59,428047,11289,4.858510846198946,,False,2
59:428068:11310:39056,59,428068,11310,4.9067731011127265,,False,2
59:428069:11311:39057,59,428069,11311,3.9319421205924243,,False,2
59:428077:11319:39065,59,428077,11319,5.545523031178121,,False,2
59:428119:11359:39107,59,428119,11359,3.348421736777901,,False,2
59:428121:11361:39109,59,428121,11361,5.991213177255531,6.856103659779031,True,3
59:428210:11445:39198,59,428210,11445,3.3017127799736485,,False,2
59:428231:11463:39219,59,428231,11463,4.280681446310986,,False,2
59:428258:11486:39246,59,428258,11486,3.4235479632063175,,False,2
59:428315:11536:39303,59,428315,11536,4.795913322610062,5.907677420548687,True,3
59:428333:11553:39321,59,428333,11553,7.056676606240373,7.916097449057489,True,3
59:428334:11554:39322,59,428334,11554,5.716944457486271,6.409098517481738,True,3
59:428402:11616:39390,59,428402,11616,6.204534707464461,,False,2
59:428407:11620:39395,59,428407,11620,4.733076551086377,5.963410038560205,True,3
