method,heldout_run,target_pair,charge_bin,n_cal_excluding_run_and_pair,scale68,fallback_global,abstention_budget,abstention_cutoff_abs_pull_train
traditional,62,B6-B8,"charge[8000,14000)",928,9.486383676535931,False,0.0,inf
traditional,62,B6-B8,"charge[1000,4000)",35,12.650989510702287,False,0.05,17.080640883254453
traditional,62,B6-B8,"charge[14000,24000)",3261,2.8017255737907014,False,0.05,17.080640883254453
traditional,62,B6-B8,"charge[24000,40000)",1604,3.0587003721214483,False,0.05,17.080640883254453
traditional,62,B6-B8,"charge[4000,8000)",182,13.148288207814721,False,0.05,17.080640883254453
traditional,62,B6-B8,"charge[40000,80000)",16,2.3100514013205657,True,0.05,17.080640883254453
traditional,62,B6-B8,"charge[8000,14000)",928,9.486383676535931,False,0.05,17.080640883254453
traditional,63,B4-B6,"charge[1000,4000)",31,6.128962761923973,False,0.0,inf
traditional,63,B4-B6,"charge[14000,24000)",3188,1.5394624472008098,False,0.0,inf
traditional,63,B4-B6,"charge[24000,40000)",3011,1.947000713126954,False,0.0,inf
traditional,63,B4-B6,"charge[4000,8000)",122,6.176837318267303,False,0.0,inf
traditional,63,B4-B6,"charge[8000,14000)",528,4.754838720436606,False,0.0,inf
traditional,63,B4-B6,"charge[1000,4000)",31,6.128962761923973,False,0.05,6.091043383868433
traditional,63,B4-B6,"charge[14000,24000)",3188,1.5394624472008098,False,0.05,6.091043383868433
traditional,63,B4-B6,"charge[24000,40000)",3011,1.947000713126954,False,0.05,6.091043383868433
traditional,63,B4-B6,"charge[4000,8000)",122,6.176837318267303,False,0.05,6.091043383868433
traditional,63,B4-B6,"charge[8000,14000)",528,4.754838720436606,False,0.05,6.091043383868433
traditional,63,B4-B8,"charge[1000,4000)",36,12.363776919052091,False,0.0,inf
traditional,63,B4-B8,"charge[14000,24000)",3808,1.8725680157910745,False,0.0,inf
traditional,63,B4-B8,"charge[24000,40000)",1873,1.598101936178137,False,0.0,inf
traditional,63,B4-B8,"charge[4000,8000)",180,13.539642567729034,False,0.0,inf
traditional,63,B4-B8,"charge[40000,80000)",15,2.3100514013205657,True,0.0,inf
traditional,63,B4-B8,"charge[8000,14000)",988,9.932067087751097,False,0.0,inf
traditional,63,B4-B8,"charge[1000,4000)",36,12.363776919052091,False,0.05,16.558816711394382
traditional,63,B4-B8,"charge[14000,24000)",3808,1.8725680157910745,False,0.05,16.558816711394382
traditional,63,B4-B8,"charge[24000,40000)",1873,1.598101936178137,False,0.05,16.558816711394382
traditional,63,B4-B8,"charge[4000,8000)",180,13.539642567729034,False,0.05,16.558816711394382
traditional,63,B4-B8,"charge[40000,80000)",15,2.3100514013205657,True,0.05,16.558816711394382
traditional,63,B4-B8,"charge[8000,14000)",988,9.932067087751097,False,0.05,16.558816711394382
traditional,63,B6-B8,"charge[1000,4000)",33,12.685978889030459,False,0.0,inf
traditional,63,B6-B8,"charge[14000,24000)",3794,2.6753949671681885,False,0.0,inf
traditional,63,B6-B8,"charge[24000,40000)",1840,2.9392664045056605,False,0.0,inf
traditional,63,B6-B8,"charge[4000,8000)",200,13.161894714412087,False,0.0,inf
traditional,63,B6-B8,"charge[8000,14000)",1012,9.811749062948305,False,0.0,inf
traditional,63,B6-B8,"charge[1000,4000)",33,12.685978889030459,False,0.05,16.740046415493122
traditional,63,B6-B8,"charge[14000,24000)",3794,2.6753949671681885,False,0.05,16.740046415493122
traditional,63,B6-B8,"charge[24000,40000)",1840,2.9392664045056605,False,0.05,16.740046415493122
traditional,63,B6-B8,"charge[4000,8000)",200,13.161894714412087,False,0.05,16.740046415493122
traditional,63,B6-B8,"charge[8000,14000)",1012,9.811749062948305,False,0.05,16.740046415493122
traditional,65,B4-B6,"charge[1000,4000)",31,5.938549338241775,False,0.0,inf
traditional,65,B4-B6,"charge[14000,24000)",3496,1.5231227764096564,False,0.0,inf
traditional,65,B4-B6,"charge[24000,40000)",3228,1.9222563489754847,False,0.0,inf
traditional,65,B4-B6,"charge[4000,8000)",130,6.187273748435449,False,0.0,inf
traditional,65,B4-B6,"charge[8000,14000)",601,4.693697115902867,False,0.0,inf
traditional,65,B4-B6,"charge[1000,4000)",31,5.938549338241775,False,0.05,6.057629700624203
traditional,65,B4-B6,"charge[14000,24000)",3496,1.5231227764096564,False,0.05,6.057629700624203
traditional,65,B4-B6,"charge[24000,40000)",3228,1.9222563489754847,False,0.05,6.057629700624203
traditional,65,B4-B6,"charge[4000,8000)",130,6.187273748435449,False,0.05,6.057629700624203
traditional,65,B4-B6,"charge[8000,14000)",601,4.693697115902867,False,0.05,6.057629700624203
traditional,65,B4-B8,"charge[1000,4000)",40,12.65430935914957,False,0.0,inf
traditional,65,B4-B8,"charge[14000,24000)",4150,1.8218732800341195,False,0.0,inf
traditional,65,B4-B8,"charge[24000,40000)",1985,1.586298655831563,False,0.0,inf
traditional,65,B4-B8,"charge[4000,8000)",192,13.319886118940367,False,0.0,inf
traditional,65,B4-B8,"charge[8000,14000)",1126,9.746536375132758,False,0.0,inf
traditional,65,B4-B8,"charge[1000,4000)",40,12.65430935914957,False,0.05,16.473051317850558
traditional,65,B4-B8,"charge[14000,24000)",4150,1.8218732800341195,False,0.05,16.473051317850558
traditional,65,B4-B8,"charge[24000,40000)",1985,1.586298655831563,False,0.05,16.473051317850558
traditional,65,B4-B8,"charge[4000,8000)",192,13.319886118940367,False,0.05,16.473051317850558
traditional,65,B4-B8,"charge[8000,14000)",1126,9.746536375132758,False,0.05,16.473051317850558
traditional,65,B6-B8,"charge[1000,4000)",37,12.702457552500892,False,0.0,inf
traditional,65,B6-B8,"charge[14000,24000)",4122,2.5883198438413766,False,0.0,inf
traditional,65,B6-B8,"charge[24000,40000)",1965,2.888985393772325,False,0.0,inf
traditional,65,B6-B8,"charge[4000,8000)",212,12.986401008732429,False,0.0,inf
traditional,65,B6-B8,"charge[8000,14000)",1149,9.707507361669485,False,0.0,inf
traditional,65,B6-B8,"charge[1000,4000)",37,12.702457552500892,False,0.05,16.625589690473046
traditional,65,B6-B8,"charge[14000,24000)",4122,2.5883198438413766,False,0.05,16.625589690473046
traditional,65,B6-B8,"charge[24000,40000)",1965,2.888985393772325,False,0.05,16.625589690473046
traditional,65,B6-B8,"charge[4000,8000)",212,12.986401008732429,False,0.05,16.625589690473046
traditional,65,B6-B8,"charge[8000,14000)",1149,9.707507361669485,False,0.05,16.625589690473046
ridge,58,B4-B6,"charge[1000,4000)",32,1.1824649565987633,False,0.0,inf
ridge,58,B4-B6,"charge[14000,24000)",3499,1.3992062977265867,False,0.0,inf
ridge,58,B4-B6,"charge[24000,40000)",3219,1.4104219142345822,False,0.0,inf
ridge,58,B4-B6,"charge[4000,8000)",127,1.3140220195267882,False,0.0,inf
ridge,58,B4-B6,"charge[8000,14000)",596,1.296010915670176,False,0.0,inf
ridge,58,B4-B6,"charge[1000,4000)",32,1.1824649565987633,False,0.05,2.848757665972557
ridge,58,B4-B6,"charge[14000,24000)",3499,1.3992062977265867,False,0.05,2.848757665972557
ridge,58,B4-B6,"charge[24000,40000)",3219,1.4104219142345822,False,0.05,2.848757665972557
ridge,58,B4-B6,"charge[4000,8000)",127,1.3140220195267882,False,0.05,2.848757665972557
ridge,58,B4-B6,"charge[8000,14000)",596,1.296010915670176,False,0.05,2.848757665972557
ridge,58,B4-B8,"charge[1000,4000)",39,1.1603744724538438,False,0.0,inf
ridge,58,B4-B8,"charge[14000,24000)",4151,1.314586034766226,False,0.0,inf
ridge,58,B4-B8,"charge[24000,40000)",1974,1.4060104301169454,False,0.0,inf
ridge,58,B4-B8,"charge[4000,8000)",193,1.148771451577287,False,0.0,inf
ridge,58,B4-B8,"charge[40000,80000)",15,1.3499010110919185,True,0.0,inf
ridge,58,B4-B8,"charge[8000,14000)",1122,1.3118975974473903,False,0.0,inf
ridge,58,B4-B8,"charge[1000,4000)",39,1.1603744724538438,False,0.05,2.746040432365759
ridge,58,B4-B8,"charge[14000,24000)",4151,1.314586034766226,False,0.05,2.746040432365759
ridge,58,B4-B8,"charge[24000,40000)",1974,1.4060104301169454,False,0.05,2.746040432365759
ridge,58,B4-B8,"charge[4000,8000)",193,1.148771451577287,False,0.05,2.746040432365759
ridge,58,B4-B8,"charge[40000,80000)",15,1.3499010110919185,True,0.05,2.746040432365759
ridge,58,B4-B8,"charge[8000,14000)",1122,1.3118975974473903,False,0.05,2.746040432365759
ridge,58,B6-B8,"charge[1000,4000)",35,1.0095673299198655,False,0.0,inf
ridge,58,B6-B8,"charge[14000,24000)",4126,1.3555226641657798,False,0.0,inf
ridge,58,B6-B8,"charge[24000,40000)",1949,1.3741421575056336,False,0.0,inf
ridge,58,B6-B8,"charge[4000,8000)",214,1.2632771304801913,False,0.0,inf
ridge,58,B6-B8,"charge[8000,14000)",1148,1.3146258107739213,False,0.0,inf
ridge,58,B6-B8,"charge[1000,4000)",35,1.0095673299198655,False,0.05,2.3603349453990217
ridge,58,B6-B8,"charge[14000,24000)",4126,1.3555226641657798,False,0.05,2.3603349453990217
ridge,58,B6-B8,"charge[24000,40000)",1949,1.3741421575056336,False,0.05,2.3603349453990217
ridge,58,B6-B8,"charge[4000,8000)",214,1.2632771304801913,False,0.05,2.3603349453990217
ridge,58,B6-B8,"charge[8000,14000)",1148,1.3146258107739213,False,0.05,2.3603349453990217
ridge,59,B4-B6,"charge[1000,4000)",30,1.1161621478887178,False,0.0,inf
ridge,59,B4-B6,"charge[14000,24000)",2685,1.3888797402360233,False,0.0,inf
ridge,59,B4-B6,"charge[24000,40000)",2768,1.3752586215201337,False,0.0,inf
ridge,59,B4-B6,"charge[4000,8000)",127,1.3150705678451953,False,0.0,inf
ridge,59,B4-B6,"charge[40000,80000)",22,1.3499010110919185,True,0.0,inf
ridge,59,B4-B6,"charge[8000,14000)",482,1.266917003285848,False,0.0,inf
ridge,59,B4-B6,"charge[1000,4000)",30,1.1161621478887178,False,0.05,2.8287483925258634
ridge,59,B4-B6,"charge[14000,24000)",2685,1.3888797402360233,False,0.05,2.8287483925258634
ridge,59,B4-B6,"charge[24000,40000)",2768,1.3752586215201337,False,0.05,2.8287483925258634
ridge,59,B4-B6,"charge[4000,8000)",127,1.3150705678451953,False,0.05,2.8287483925258634
ridge,59,B4-B6,"charge[40000,80000)",22,1.3499010110919185,True,0.05,2.8287483925258634
ridge,59,B4-B6,"charge[8000,14000)",482,1.266917003285848,False,0.05,2.8287483925258634
ridge,59,B4-B8,"charge[1000,4000)",39,1.1795859769806638,False,0.0,inf
ridge,59,B4-B8,"charge[14000,24000)",3322,1.3027955276043701,False,0.0,inf
ridge,59,B4-B8,"charge[24000,40000)",1732,1.3663415635069558,False,0.0,inf
ridge,59,B4-B8,"charge[4000,8000)",180,1.1287788506637506,False,0.0,inf
ridge,59,B4-B8,"charge[8000,14000)",829,1.2503690843073554,False,0.0,inf
ridge,59,B4-B8,"charge[1000,4000)",39,1.1795859769806638,False,0.05,2.714041155279033
ridge,59,B4-B8,"charge[14000,24000)",3322,1.3027955276043701,False,0.05,2.714041155279033
ridge,59,B4-B8,"charge[24000,40000)",1732,1.3663415635069558,False,0.05,2.714041155279033
ridge,59,B4-B8,"charge[4000,8000)",180,1.1287788506637506,False,0.05,2.714041155279033
ridge,59,B4-B8,"charge[8000,14000)",829,1.2503690843073554,False,0.05,2.714041155279033
ridge,59,B6-B8,"charge[1000,4000)",35,1.1671776308291826,False,0.0,inf
ridge,59,B6-B8,"charge[14000,24000)",3291,1.3569265813501665,False,0.0,inf
ridge,59,B6-B8,"charge[24000,40000)",1710,1.3459691016074495,False,0.0,inf
ridge,59,B6-B8,"charge[4000,8000)",195,1.2724812002186967,False,0.0,inf
ridge,59,B6-B8,"charge[8000,14000)",863,1.2594896022265771,False,0.0,inf
ridge,59,B6-B8,"charge[1000,4000)",35,1.1671776308291826,False,0.05,2.4101941270016254
ridge,59,B6-B8,"charge[14000,24000)",3291,1.3569265813501665,False,0.05,2.4101941270016254
ridge,59,B6-B8,"charge[24000,40000)",1710,1.3459691016074495,False,0.05,2.4101941270016254
ridge,59,B6-B8,"charge[4000,8000)",195,1.2724812002186967,False,0.05,2.4101941270016254
ridge,59,B6-B8,"charge[8000,14000)",863,1.2594896022265771,False,0.05,2.4101941270016254
ridge,60,B4-B6,"charge[1000,4000)",25,1.3499010110919185,True,0.0,inf
ridge,60,B4-B6,"charge[14000,24000)",2974,1.3999463124452207,False,0.0,inf
ridge,60,B4-B6,"charge[24000,40000)",2383,1.4554623672969722,False,0.0,inf
ridge,60,B4-B6,"charge[4000,8000)",111,1.3341512217227356,False,0.0,inf
ridge,60,B4-B6,"charge[40000,80000)",17,1.3499010110919185,True,0.0,inf
ridge,60,B4-B6,"charge[8000,14000)",514,1.2875927576925843,False,0.0,inf
ridge,60,B4-B6,"charge[1000,4000)",25,1.3499010110919185,True,0.05,2.911103520644949
ridge,60,B4-B6,"charge[14000,24000)",2974,1.3999463124452207,False,0.05,2.911103520644949
ridge,60,B4-B6,"charge[24000,40000)",2383,1.4554623672969722,False,0.05,2.911103520644949
ridge,60,B4-B6,"charge[4000,8000)",111,1.3341512217227356,False,0.05,2.911103520644949
ridge,60,B4-B6,"charge[40000,80000)",17,1.3499010110919185,True,0.05,2.911103520644949
ridge,60,B4-B6,"charge[8000,14000)",514,1.2875927576925843,False,0.05,2.911103520644949
