pool,method,run,n_pairs,robust_width_ns,full_rms_ns,gate_mode,cfd_fraction,amplitude_cut_adc
eff_cfd0.40_cut1000,gradient_boosted_trees,60,286,9.671798631906082,16.246315261949018,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gradient_boosted_trees,61,290,10.60057779448822,13.77905089330146,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gradient_boosted_trees,62,298,9.554127958458984,14.57690562783969,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gradient_boosted_trees,63,301,7.975117312681652,12.201368295809564,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gradient_boosted_trees,65,311,9.684587112051275,13.891527264484472,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,mlp,58,282,8.655550607523903,11.746235156555551,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,mlp,59,342,12.18680607429103,15.712781470579719,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,mlp,60,286,11.521736902942706,15.891392253968787,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,mlp,61,290,11.952776183573409,14.532797086526886,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,mlp,62,298,12.005304869365194,15.232206301983187,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,mlp,63,301,9.466448246089643,13.195149370733315,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,mlp,65,311,11.472639636373719,15.042033331759539,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,cnn_1d,58,282,18.18600204478141,20.202029187160267,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,cnn_1d,59,342,20.73819527780727,24.331444660771986,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,cnn_1d,60,286,23.41694694000782,26.81502820115514,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,cnn_1d,61,290,21.57842315159718,24.461762167522238,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,cnn_1d,62,298,21.021577300292293,23.36200711100078,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,cnn_1d,63,301,20.375034784322157,22.829136946460277,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,cnn_1d,65,311,21.469393913942703,23.114370574418217,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,58,282,12.185133823039141,15.79302090295477,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,59,342,16.585488298622252,20.140529811815604,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,60,286,15.939017997122415,22.023729939512435,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,61,290,16.15408291223633,19.13460679429447,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,62,298,16.111877130580496,19.61955699976813,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,63,301,13.308423494134688,17.398257729332926,fixed_efficiency,0.4,1000.0
eff_cfd0.40_cut1000,gated_residual_cnn_new,65,311,13.959036847403638,18.236318112662392,fixed_efficiency,0.4,1000.0
