n,n_conflicts,conflict_rate,harmful_conflict_rate,auc,average_precision,brier,ece,harmful_conflict_precision,harmful_conflict_recall,accepted_support_fraction,timing_tail_delta,charge_res68_delta,charge_bias_delta,pid_weak_label_drift,energy_proxy_degradation_delta,primary_score,run,method,family
19089,10666,0.5587511132065588,0.41793703179841796,0.999678850842794,0.9999008545863964,0.0025326426329603086,0.0023362805216039562,0.999874213836478,0.996365003760341,0.1486196238671486,-0.15857300015715858,-0.9849301791367413,-0.8366493993517894,0.07287238618619907,-0.3436990408341403,0.006314299555555401,62,mlp,nn
19089,10666,0.5587511132065588,0.41793703179841796,0.88086340859984,0.9512854261789699,0.12187854145139639,0.10987900165664027,0.8802192066805845,0.8455753321634495,0.1636020744931636,-0.15857300015715858,-1.1633748803864437,-0.43929727488494574,0.0601903747394089,-0.35328069653404204,0.12488806018836683,62,1d_cnn,nn
19089,10666,0.5587511132065588,0.41793703179841796,0.9992061036152993,0.9997173456661037,0.024271037805313696,0.09139019838245929,0.9763798800636397,1.0,0.13704227565613705,-0.15857300015715858,-1.0251302304542744,-0.7607810343165742,0.07737788850968977,-0.35392110639635393,0.02943570466518448,62,conflict_prior_residual_cnn_new_arch,new_architecture
18817,11656,0.6194398682042833,0.42387203061061807,0.6004889669007021,0.747734968804836,0.5467559414903617,0.5467563100549073,1.0,0.20097793380140422,0.5433384705319658,-0.043749510876647926,-0.8589817369838706,-0.38697477031810124,0.02505727473317463,-0.2639102938831907,0.6727643217766693,63,traditional_precedence_ladder,traditional
18817,11656,0.6194398682042833,0.42387203061061807,0.9997332350311805,0.9998909676974046,0.0020052834428494733,0.0010708990701856077,0.9993719381987187,0.9974924774322969,0.205452516341606,-0.08619865015677312,-0.9579640725475174,-0.7861722601026968,0.14332782809877836,-0.25873698814082136,0.009171674847788393,63,ridge,ml
18817,11656,0.6194398682042833,0.42387203061061807,0.9999323888785924,0.9999706038650259,0.001380670820605986,0.0034643246906203183,0.9993722536095417,0.9979939819458375,0.20523994260509115,-0.08619865015677312,-0.9590400769804812,-0.783121213041301,0.14274686934671582,-0.25976736275942064,0.008518014287941777,63,gradient_boosted_trees,ml
18817,11656,0.6194398682042833,0.42387203061061807,0.9998529215363482,0.9999378923328304,0.0017746775275971505,0.0016719151860277175,0.9998743086978381,0.9973671013039117,0.20571823351224955,-0.08619865015677312,-0.9558525226741508,-0.7843870157489565,0.14308359621440275,-0.2584853390911473,0.00892885733831729,63,mlp,nn
18817,11656,0.6194398682042833,0.42387203061061807,0.8837509641696829,0.9316518160763122,0.1414220105876033,0.14376237079045337,0.8672345425172566,0.7403460381143431,0.26667375245788383,-0.08619865015677312,-1.0909726727301565,-0.40964988574678785,0.09254561561055441,-0.2629138809696793,0.146049291368131,63,1d_cnn,nn
18817,11656,0.6194398682042833,0.42387203061061807,0.9995494976778161,0.9997706641253727,0.01680733774635636,0.06880723053159048,0.983719782930439,1.0,0.19764043152468513,-0.08619865015677312,-0.9824963029305009,-0.7556404787530218,0.14811282292477712,-0.2639102938831907,0.024212978892595216,63,conflict_prior_residual_cnn_new_arch,new_architecture
13038,8866,0.6800122718208315,0.4203865623561896,0.5684181718664477,0.6704478934734774,0.5336104825184825,0.533610718926235,1.0,0.13683634373289547,0.6316152784169351,-0.013902363582868737,-0.8280767289134012,-0.295649400280388,0.0069203345915302625,-0.18538119343457585,0.6747474133148351,65,traditional_precedence_ladder,traditional
13038,8866,0.6800122718208315,0.4203865623561896,0.9998636891725059,0.9999385655049818,0.0009565252366984971,0.0006411156643636323,0.9998172848529143,0.9983579638752053,0.26936646724957813,-0.025924221506366005,-0.9116450869191979,-0.5155142245753832,0.047868050670879334,-0.18281855106555533,0.0033499277702424644,65,ridge,ml
13038,8866,0.6800122718208315,0.4203865623561896,0.99998975917073,0.9999936978437938,0.0010220229248406175,0.002699006754333826,0.9990872581234027,0.9985404123335158,0.2689829728485964,-0.025924221506366005,-0.9134254484787825,-0.5157449574931552,0.047969539850021864,-0.18310004145282507,0.003420499917341711,65,gradient_boosted_trees,ml
13038,8866,0.6800122718208315,0.4203865623561896,0.9999867947201518,0.9999919214099287,0.0009461580692795984,0.0009221511656189366,1.0,0.9981755154168948,0.2695198650099708,-0.025924221506366005,-0.9112423284643733,-0.5155142245753832,0.04782753586709415,-0.18253543361670446,0.003337534862634306,65,mlp,nn
13038,8866,0.6800122718208315,0.4203865623561896,0.8845457531954756,0.9172451384272521,0.15194575448664388,0.16807106578295616,0.8344066237350506,0.661923006750593,0.35565270747047095,-0.025924221506366005,-1.0487424194802406,-0.3413906691299382,0.029088112341810832,-0.18538119343457585,0.16291940841608615,65,1d_cnn,nn
13038,8866,0.6800122718208315,0.4203865623561896,0.9999298233699497,0.9999552084698891,0.008997012931604537,0.05260670214322934,0.9936548223350253,1.0,0.2660684154011351,-0.025924221506366005,-0.923712723507868,-0.5081077578351967,0.04817388345864944,-0.18538119343457585,0.011405707104537009,65,conflict_prior_residual_cnn_new_arch,new_architecture
