run,event_id,pair,atom_stave_pair,atom_amplitude_bin,atom_peak_sample_phase,atom_q_template,atom_saturation,atom_anomaly,atom_run_family,pair_mean_amplitude_adc,pair_mean_area_over_amp
60,60:467166:14891:78154,B6-B8,B6-B8,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2352.75,7.759236987934452
60,60:467202:14926:78190,B4-B6,B4-B6,2500_4000_adc,same_early_peak_le5,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2718.25,7.194929337974078
60,60:467202:14926:78190,B4-B8,B4-B8,4000_6500_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4091.5,7.951277127707037
60,60:467202:14926:78190,B6-B8,B6-B8,4000_6500_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4252.25,8.165170297548173
60,60:467341:15048:78329,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2850.0,7.790696106235433
60,60:467341:15048:78329,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3537.0,8.857051778785696
60,60:467341:15048:78329,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3294.5,8.1497689036145
60,60:467375:15082:78363,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2819.5,7.72057356293159
60,60:467375:15082:78363,B4-B8,B4-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3277.5,8.627249596666472
60,60:467375:15082:78363,B6-B8,B6-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3383.5,8.630483929821022
60,60:467382:15089:78370,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2933.5,7.772333406122626
60,60:467382:15089:78370,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3186.5,8.179594726001913
60,60:467382:15089:78370,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3114.0,7.698767786149821
60,60:467403:15109:78391,B4-B6,B4-B6,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,2102.0,5.370311671989382
60,60:467403:15109:78391,B4-B8,B4-B8,2500_4000_adc,same_early_peak_le5,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2758.5,6.67210816639708
60,60:467403:15109:78391,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3150.5,7.917273639556053
60,60:467464:15163:78452,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2478.25,7.334887941718016
60,60:467464:15163:78452,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3041.5,8.177451564005004
60,60:467464:15163:78452,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2793.25,7.70085958641255
60,60:467467:15166:78455,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2811.5,7.667495457269478
60,60:467467:15166:78455,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3351.0,8.371685539016246
60,60:467467:15166:78455,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3521.0,8.40601802070367
60,60:467472:15171:78460,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2583.25,7.173088690175538
60,60:467472:15171:78460,B4-B8,B4-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2725.75,7.631315986726699
60,60:467472:15171:78460,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2804.0,7.421969547161719
60,60:467511:15209:78499,B4-B6,B4-B6,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,1638.0,3.8488775589330024
60,60:467511:15209:78499,B4-B8,B4-B8,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,1806.5,4.233590400829362
60,60:467511:15209:78499,B6-B8,B6-B8,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,1832.5,5.427381111127129
60,60:467560:15254:78548,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2499.0,7.5578110623732195
60,60:467560:15254:78548,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2610.75,7.647163660681535
60,60:467560:15254:78548,B6-B8,B6-B8,1500_2500_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2168.25,7.156700033270631
60,60:467617:15304:78605,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2489.0,8.046218927639407
60,60:467617:15304:78605,B4-B8,B4-B8,4000_6500_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4286.5,8.89487082156708
60,60:467617:15304:78605,B6-B8,B6-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3718.0,8.29775369033486
60,60:467635:15322:78623,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3151.75,7.927187641049923
60,60:467635:15322:78623,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3861.0,8.403554318107709
60,60:467635:15322:78623,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3811.75,8.241394880119831
60,60:467639:15326:78627,B4-B6,B4-B6,1500_2500_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,2317.25,6.208941684347446
60,60:467639:15326:78627,B4-B8,B4-B8,1500_2500_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,2457.0,6.587796592717725
60,60:467639:15326:78627,B6-B8,B6-B8,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,2475.75,6.9520569631648
60,60:467661:15347:78649,B4-B6,B4-B6,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2511.5,5.009034085694969
60,60:467661:15347:78649,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3152.5,5.030360485194398
60,60:467661:15347:78649,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3430.5,4.945147872881757
60,60:467662:15348:78650,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2763.25,7.407507059509536
60,60:467662:15348:78650,B4-B8,B4-B8,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2232.75,7.253402876113157
60,60:467662:15348:78650,B6-B8,B6-B8,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2296.0,7.359428454141211
60,60:467716:15399:78704,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2277.5,7.327632988809242
60,60:467716:15399:78704,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2876.25,8.133188210336526
60,60:467716:15399:78704,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2945.25,8.0725486159445
60,60:467777:15453:78765,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2763.5,7.457584625534712
60,60:467777:15453:78765,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2905.0,7.804124639868338
60,60:467777:15453:78765,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2885.0,7.605880273127138
60,60:467806:15481:78794,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2500.25,7.074606212269034
60,60:467806:15481:78794,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2595.25,7.519047119577151
60,60:467806:15481:78794,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2823.5,7.39074840226872
60,60:467848:15521:78836,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2362.0,7.281339429375934
60,60:467848:15521:78836,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2907.5,8.056816304592154
60,60:467848:15521:78836,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2805.5,7.909990149552504
60,60:467865:15538:78853,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2282.25,7.098750668129302
60,60:467865:15538:78853,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3339.75,8.412716727986009
60,60:467865:15538:78853,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3496.0,8.239124969022177
60,60:467883:15556:78871,B4-B6,B4-B6,2500_4000_adc,mixed_late_peak_ge12_rising_peak_6_8,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_60,3772.75,5.488125361085257
60,60:467883:15556:78871,B4-B8,B4-B8,4000_6500_adc,mixed_late_peak_ge12_rising_peak_6_8,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_60,4597.5,5.689682129831082
60,60:467883:15556:78871,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_60,3308.25,2.104516301663079
60,60:467918:15587:78906,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3192.0,7.900682284313248
60,60:467918:15587:78906,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2552.0,7.734538551910424
60,60:467918:15587:78906,B6-B8,B6-B8,1500_2500_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2356.5,7.210128585301163
60,60:467943:15612:78931,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2636.75,7.254973457513607
60,60:467943:15612:78931,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3854.0,7.902643786261762
60,60:467943:15612:78931,B6-B8,B6-B8,4000_6500_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4023.25,7.875753008719644
60,60:467976:15644:78964,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2796.25,7.825995430361454
60,60:467976:15644:78964,B4-B8,B4-B8,4000_6500_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4347.25,8.138188420091254
60,60:467976:15644:78964,B6-B8,B6-B8,4000_6500_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4626.0,8.355445022250125
60,60:467985:15653:78973,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2692.0,7.842854364962216
60,60:467985:15653:78973,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2917.0,8.368192281368945
60,60:467985:15653:78973,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3122.0,8.543977888791957
60,60:468065:15729:79053,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,1874.75,7.158358633334647
60,60:468065:15729:79053,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3232.5,7.940489080197193
60,60:468065:15729:79053,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3206.25,7.983645188544992
60,60:468073:15737:79061,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3425.75,9.04289446885831
60,60:468073:15737:79061,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3213.5,8.873875691124487
60,60:468073:15737:79061,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3374.75,9.037002967457143
60,60:468099:15761:79087,B4-B6,B4-B6,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3214.75,8.820403357970697
60,60:468099:15761:79087,B4-B8,B4-B8,4000_6500_adc,mixed_early_peak_le5_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4697.25,9.28674583525446
60,60:468099:15761:79087,B6-B8,B6-B8,4000_6500_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4427.5,8.607938402580874
60,60:468126:15787:79114,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2950.25,7.556346706907675
60,60:468126:15787:79114,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2848.25,7.604131453074869
60,60:468126:15787:79114,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2720.5,7.166650999488716
60,60:468189:15846:79177,B4-B6,B4-B6,2500_4000_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3595.25,8.897691720803493
60,60:468189:15846:79177,B4-B8,B4-B8,2500_4000_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3170.25,8.82653197839077
60,60:468189:15846:79177,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3620.0,8.945651135213975
60,60:468202:15859:79190,B4-B6,B4-B6,1500_2500_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2148.5,7.200995283712408
60,60:468202:15859:79190,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2955.0,7.943602682392651
60,60:468202:15859:79190,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2664.0,7.7832534282899335
60,60:468210:15866:79198,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2785.75,7.503036442204671
60,60:468210:15866:79198,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3274.0,8.111294904015764
60,60:468210:15866:79198,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3224.25,7.771270157717526
60,60:468245:15898:79233,B4-B6,B4-B6,2500_4000_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3267.0,8.859211465603504
60,60:468245:15898:79233,B4-B8,B4-B8,2500_4000_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3266.75,9.03652730213257
60,60:468245:15898:79233,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3331.25,8.733521749781353
60,60:468289:15938:79277,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2640.75,7.236633756945127
60,60:468289:15938:79277,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3238.5,7.934163890792413
60,60:468289:15938:79277,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3043.25,7.740261681588034
60,60:468327:15975:79315,B4-B6,B4-B6,1500_2500_adc,same_early_peak_le5,low_q_template,unsaturated_pair,both_nominal,sample_ii_run_60,2236.25,5.891806924600054
60,60:468327:15975:79315,B4-B8,B4-B8,2500_4000_adc,same_early_peak_le5,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2994.75,7.204017404088997
60,60:468327:15975:79315,B6-B8,B6-B8,2500_4000_adc,same_early_peak_le5,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3220.0,7.6099963823936765
60,60:468352:15998:79340,B4-B6,B4-B6,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2838.0,7.746028930802028
60,60:468352:15998:79340,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3473.5,8.499110971800514
60,60:468352:15998:79340,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3224.5,7.935778062628458
60,60:468376:16021:79364,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3032.5,8.171893765694945
60,60:468376:16021:79364,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2810.75,8.010663070640271
60,60:468376:16021:79364,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3003.25,8.017063878588738
60,60:468413:16055:79401,B4-B6,B4-B6,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2785.25,7.30556203156506
60,60:468413:16055:79401,B4-B8,B4-B8,4000_6500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4226.0,7.657798724124916
60,60:468413:16055:79401,B6-B8,B6-B8,4000_6500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,4120.75,7.3947740059926925
60,60:468419:16061:79407,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2338.25,7.059552444500001
60,60:468419:16061:79407,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3056.0,7.824359814912785
60,60:468419:16061:79407,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2916.25,7.835082558040711
60,60:468456:16098:79444,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2570.5,7.19273232337737
60,60:468456:16098:79444,B4-B8,B4-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3941.5,7.827068536702537
60,60:468456:16098:79444,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3961.5,7.656146674626075
60,60:468500:16140:79488,B4-B6,B4-B6,1500_2500_adc,mixed_early_peak_le5_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2125.25,6.959388815838192
60,60:468500:16140:79488,B4-B8,B4-B8,2500_4000_adc,mixed_early_peak_le5_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2703.25,7.712434480317432
60,60:468500:16140:79488,B6-B8,B6-B8,2500_4000_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2562.5,8.063703260851122
60,60:468515:16155:79503,B4-B6,B4-B6,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2367.5,7.136346736681099
60,60:468515:16155:79503,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2571.5,7.766373346413399
60,60:468515:16155:79503,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2765.0,7.617531490638196
60,60:468602:16237:79590,B4-B6,B4-B6,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,1882.25,7.062190578479483
60,60:468602:16237:79590,B4-B8,B4-B8,1500_2500_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2413.5,7.841241085325519
60,60:468602:16237:79590,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2631.75,7.69549897149731
60,60:468664:16296:79652,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2528.25,7.586797615553586
60,60:468664:16296:79652,B4-B8,B4-B8,1500_2500_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,1939.5,7.462584278213736
60,60:468664:16296:79652,B6-B8,B6-B8,1500_2500_adc,same_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2346.25,7.815820734210405
60,60:468752:16375:79740,B4-B6,B4-B6,1500_2500_adc,same_nominal_peak_9_11,low_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2145.0,6.862126973308417
60,60:468752:16375:79740,B4-B8,B4-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2753.25,7.740719730765505
60,60:468752:16375:79740,B6-B8,B6-B8,2500_4000_adc,same_nominal_peak_9_11,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2505.25,7.4252453668403255
60,60:468948:178:79936,B4-B6,B4-B6,2500_4000_adc,same_rising_peak_6_8,mid_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2708.0,7.4073167000716715
60,60:468948:178:79936,B4-B8,B4-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,2988.25,8.144233780311943
60,60:468948:178:79936,B6-B8,B6-B8,2500_4000_adc,mixed_nominal_peak_9_11_rising_peak_6_8,high_q_template,unsaturated_pair,any_late_tail_high,sample_ii_run_60,3000.75,8.063143876785025
60,60:469002:227:79990,B4-B6,B4-B6,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_60,3150.75,2.9635259785431156
60,60:469002:227:79990,B4-B8,B4-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_60,3625.25,3.010402526285155
60,60:469002:227:79990,B6-B8,B6-B8,2500_4000_adc,same_late_peak_ge12,low_q_template,unsaturated_pair,any_edge_late_peak,sample_ii_run_60,3727.5,2.6844418720580556
