method,heldout_run,run_family,n_pair_rows,n_scored_atom_rows_95,sigma68_ns,full_rms_ns,mean_abs_pair_cov_ns2,atom_weighted_coverage_95,atom_weighted_abs_coverage_error_95,atom_weighted_interval_width_95_ns
gradient_boosted_trees,48,sample_i_analysis,1098,1098,6.233236270212053,19.159957840245422,65.05437942897238,0.9562841530054644,0.006284153005464477,75.42649505211716
gradient_boosted_trees,49,sample_i_analysis,1186,1186,6.110877101934825,16.61868195179709,64.89238868647821,0.9671163575042159,0.017116357504215918,76.72301173115798
gradient_boosted_trees,50,sample_i_analysis,1289,1289,17.243132754104305,21.727626986262784,73.61737072834028,0.9425911559348332,0.007408844065166731,77.9101513068959
gradient_boosted_trees,51,sample_i_analysis,616,616,16.252141759610588,22.45258144876365,157.82657555417245,0.9253246753246753,0.024675324675324628,75.51357569137467
gradient_boosted_trees,52,sample_i_analysis,312,312,16.855318243906392,21.33931916557518,81.77261443683038,0.9326923076923077,0.017307692307692246,73.78816623486006
gradient_boosted_trees,53,sample_i_analysis,1120,1120,16.810223532795536,21.58495641937113,73.67394166156173,0.9285714285714286,0.021428571428571352,76.02171734183177
gradient_boosted_trees,54,sample_i_analysis,1053,1053,18.181446444757192,22.63286232484075,116.69243964393881,0.9487179487179487,0.0012820512820512775,77.22812179533373
gradient_boosted_trees,55,sample_i_analysis,756,756,16.94906426499397,21.344630298825674,78.44510055655694,0.9378306878306878,0.012169312169312163,74.97542398012368
gradient_boosted_trees,56,sample_i_analysis,1669,1669,15.859558704027936,19.258477551863237,76.50922873969911,0.9658478130617136,0.015847813061713678,77.64222684753037
gradient_boosted_trees,57,sample_i_analysis,1221,1221,6.769487484293098,17.425329341078406,58.69322532201441,0.954954954954955,0.004954954954955015,75.37271887491279
gradient_boosted_trees,58,sample_ii_analysis,1207,1207,6.792986351154341,19.124344240427614,86.08938000802429,0.8608119304059652,0.0891880695940348,36.769039126676084
gradient_boosted_trees,59,sample_ii_analysis,11187,11187,3.959073995830514,9.46078154297605,22.62841270476616,0.9365334763564852,0.01346652364351475,34.817444981856276
gradient_boosted_trees,60,sample_ii_analysis,10524,10524,3.433047096465377,6.9306480848006435,15.900939010043345,0.9556252375522615,0.0056252375522615194,38.413812672685175
gradient_boosted_trees,61,sample_ii_analysis,11855,11855,3.093096523822828,7.372466790779102,16.245549810226137,0.9724167018135808,0.022416701813580797,38.9778122503621
gradient_boosted_trees,62,sample_ii_analysis,10936,10936,3.58855276539011,8.406350907599393,15.419494863600713,0.9605888807607901,0.01058888076079012,36.941862522862166
gradient_boosted_trees,63,sample_ii_analysis,5816,5816,4.256326295332997,11.780753151635649,33.8778598778111,0.9119669876203577,0.038033012379642295,34.30417771800576
gradient_boosted_trees,65,sample_ii_analysis,1514,1514,4.160201462963792,14.526053986801273,56.16329660983501,0.9068692206076618,0.043130779392338114,38.176587758589925
mlp,44,sample_i_analysis,169,121,18.885468525391765,36.03365163220834,358.82758872270864,0.9421487603305785,0.007851239669421473,76.96518819219838
mlp,45,sample_i_analysis,1807,1107,14.776786541641359,32.79864247569892,264.27227865141134,0.9322493224932249,0.01775067750677506,66.97345922288142
mlp,46,sample_i_analysis,13,11,6.670032324280735,27.51122678802297,,0.8181818181818182,0.13181818181818172,60.86928897215632
mlp,47,sample_i_analysis,156,152,6.336570639135122,32.147142241373125,398.9017119443779,0.9342105263157895,0.015789473684210464,123.05850991448104
mlp,48,sample_i_analysis,1098,1098,6.611349798577575,28.96414528688297,155.94990028419667,0.9526411657559198,0.002641165755919883,147.1505099055773
mlp,49,sample_i_analysis,1186,1186,6.243343171626938,27.427608490972002,171.21489764658028,0.975548060708263,0.0255480607082631,149.022218970882
mlp,50,sample_i_analysis,1289,1289,34.53384871482262,39.89656824674864,254.34217531352263,0.9472459270752521,0.00275407292474783,149.99971777064144
mlp,51,sample_i_analysis,616,616,30.311659366287643,37.80940202317092,367.6411733783452,0.935064935064935,0.014935064935064912,145.67265066154985
mlp,52,sample_i_analysis,312,312,32.26182744903459,36.97003235596877,237.77424942995737,0.9743589743589743,0.024358974358974383,142.19402196672883
mlp,53,sample_i_analysis,1120,1120,38.63184270661517,43.14357310069923,336.15171916957956,0.9285714285714286,0.021428571428571352,146.01993621821734
mlp,54,sample_i_analysis,1053,1053,36.27139235643682,40.072306264232026,346.4992904478474,0.9316239316239316,0.01837606837606831,148.87234353597813
mlp,55,sample_i_analysis,756,756,29.099524616098073,37.6483878846952,284.6139851888926,0.9457671957671958,0.004232804232804144,144.79459665408413
mlp,56,sample_i_analysis,1669,1669,30.9585964331833,37.530065600909275,288.9227083759225,0.9430796884361894,0.006920311563810566,147.22448822512794
mlp,57,sample_i_analysis,1221,1221,6.81119436968004,28.695496704452378,215.50894335074102,0.9631449631449631,0.013144963144963162,145.92712522451387
mlp,58,sample_ii_analysis,1207,1207,7.332369923064652,26.5683237645324,132.72741791777773,0.8409279204639603,0.1090720795360397,42.22078840448844
mlp,59,sample_ii_analysis,11187,11187,3.7905791370470636,11.97302240621778,39.37766465478304,0.9375167605256101,0.012483239474389896,39.12958189712833
mlp,60,sample_ii_analysis,10524,10524,3.3332054558472235,9.192494757064534,32.94229845549718,0.9800456100342075,0.03004561003420758,45.25059906517162
mlp,61,sample_ii_analysis,11855,11855,3.202475099847763,9.463150530163926,25.994444573689368,0.924588781105019,0.02541121889498099,44.61059437429458
mlp,62,sample_ii_analysis,10936,10936,3.673388990233604,10.714137372006771,25.525007139661675,0.9416605705925384,0.008339429407461574,43.352793867110165
mlp,63,sample_ii_analysis,5816,5816,4.4067670195564315,16.16911813682852,71.82078952770912,0.9030261348005502,0.046973865199449794,38.60890653527491
mlp,65,sample_ii_analysis,1514,1514,4.531414708866145,20.785310639151128,131.3110775810297,0.9108322324966975,0.03916776750330242,44.52920192611938
cnn_1d,44,sample_i_analysis,169,121,19.32257609720714,37.27311455314716,391.624530344513,0.9338842975206612,0.0161157024793388,80.53594532009026
cnn_1d,45,sample_i_analysis,1807,1107,15.86543463977396,34.91293515284707,283.48839844099535,0.9467028003613369,0.0032971996386630398,67.15340681023679
cnn_1d,46,sample_i_analysis,13,11,5.8820981247700495,28.46072672138713,,0.9090909090909091,0.040909090909090895,64.54015688180344
cnn_1d,47,sample_i_analysis,156,152,9.150675864678124,34.347077861355885,464.03511176273645,0.9473684210526315,0.0026315789473684292,131.00573844522998
cnn_1d,48,sample_i_analysis,1098,1098,6.9928674269902205,30.392676174939258,168.67746733503662,0.9508196721311475,0.0008196721311475308,156.26387575313043
cnn_1d,49,sample_i_analysis,1186,1186,8.441443569799375,29.53363946806983,203.26402538779726,0.975548060708263,0.0255480607082631,157.25134707120725
cnn_1d,50,sample_i_analysis,1289,1289,36.890917591886584,43.0599449467942,292.4220148091,0.9185415050426687,0.03145849495733122,159.28505596988938
cnn_1d,51,sample_i_analysis,616,616,31.96876532654269,40.07059451835596,404.9376873539547,0.9431818181818182,0.006818181818181723,154.8071381198891
cnn_1d,52,sample_i_analysis,312,312,36.57665024105393,41.180474320933946,333.4006317449595,0.9583333333333334,0.008333333333333415,150.9350734061578
cnn_1d,53,sample_i_analysis,1120,1120,39.653092262191194,44.020499098992175,344.1474289954856,0.9321428571428572,0.017857142857142794,156.573534891791
cnn_1d,54,sample_i_analysis,1053,1053,39.37798771719166,42.64589030856753,397.01130183543665,0.956315289648623,0.006315289648623046,158.20526716882742
cnn_1d,55,sample_i_analysis,756,756,31.770617573867362,40.384179794579104,317.556878337552,0.9470899470899471,0.0029100529100528627,153.529834116157
cnn_1d,56,sample_i_analysis,1669,1669,34.03110197369887,40.48100224869701,323.5452390256263,0.9550629119233074,0.005062911923307434,156.1445566626091
cnn_1d,57,sample_i_analysis,1221,1221,6.772726109864019,30.632756505617262,244.87411079859055,0.9099099099099099,0.040090090090090014,153.87824209581296
cnn_1d,58,sample_ii_analysis,1207,1207,8.027353335227163,28.007347202064896,145.70234240913098,0.8525269262634632,0.0974730737365368,45.20843134076751
cnn_1d,59,sample_ii_analysis,11187,11187,4.857360085840867,12.365735797705385,41.845142708343246,0.7892196299275945,0.16078037007240542,40.67403229709567
cnn_1d,60,sample_ii_analysis,10524,10524,3.647224350973407,9.875469462947862,38.77632290088655,0.9686431014823261,0.018643101482326174,46.973362958901426
cnn_1d,61,sample_ii_analysis,11855,11855,3.366042625444245,10.24618665199723,30.142927094926836,0.9611978068325601,0.011197806832560109,47.809811155743134
cnn_1d,62,sample_ii_analysis,10936,10936,3.6071021155691367,11.503979301514025,30.8916257723351,0.9707388441843453,0.02073884418434535,46.62578405958312
cnn_1d,63,sample_ii_analysis,5816,5816,4.671693305588585,16.242082837712772,72.40988067323792,0.9332874828060522,0.01671251719394773,43.86897535762401
cnn_1d,65,sample_ii_analysis,1514,1514,4.549304139049951,22.21009927628212,145.1715047888441,0.9180977542932629,0.031902245706737054,47.544078022915116
support_gated_cnn_new,44,sample_i_analysis,169,121,18.428007676608278,37.24285597515206,404.71506939403855,0.9008264462809917,0.04917355371900822,79.71685863994466
support_gated_cnn_new,45,sample_i_analysis,1807,1107,15.535538582701125,34.32902223842108,287.27440741993934,0.8410117434507678,0.10898825654923217,65.87345971756451
support_gated_cnn_new,46,sample_i_analysis,13,11,7.752721039628094,28.450252230774012,,0.8181818181818182,0.13181818181818172,63.453571115466396
support_gated_cnn_new,47,sample_i_analysis,156,152,10.446474019212951,34.5577689937089,455.67977132925057,0.9407894736842105,0.009210526315789447,131.14755669594683
support_gated_cnn_new,48,sample_i_analysis,1098,1098,8.124173777914054,30.41996580785677,164.88067314738362,0.97632058287796,0.02632058287796002,157.72502701685312
support_gated_cnn_new,49,sample_i_analysis,1186,1186,6.7692330823452185,28.360639150717827,183.24731054186344,0.96964586846543,0.01964586846543004,158.09620208625174
support_gated_cnn_new,50,sample_i_analysis,1289,1289,36.47808093177479,42.168600940751915,285.05088115889237,0.9550038789759504,0.005003878975950449,160.94478764478885
support_gated_cnn_new,51,sample_i_analysis,616,616,31.076635432559712,38.73868550052747,385.7996382445493,0.9464285714285714,0.0035714285714285587,155.85870075902113
support_gated_cnn_new,52,sample_i_analysis,312,312,36.78361761417768,41.85858460632058,282.9800502022868,0.967948717948718,0.017948717948717996,151.9804753088333
support_gated_cnn_new,53,sample_i_analysis,1120,1120,40.13207471677805,44.883608538933494,373.7952673728378,0.7982142857142858,0.1517857142857142,155.14797438742312
support_gated_cnn_new,54,sample_i_analysis,1053,1053,39.35378015423558,43.91243120475672,397.2583930215902,0.9449192782526116,0.005080721747388384,158.70194902322297
support_gated_cnn_new,55,sample_i_analysis,756,756,30.939586720709432,39.44666354818404,310.1167363812692,0.9470899470899471,0.0029100529100528627,154.85546077446924
support_gated_cnn_new,56,sample_i_analysis,1669,1669,33.68406954377329,40.43464057201738,313.98990883209507,0.9478729778310365,0.0021270221689634328,157.60163813226367
support_gated_cnn_new,57,sample_i_analysis,1221,1221,6.80361921323142,30.0167179555214,226.19997643053298,0.9680589680589681,0.018058968058968117,155.1703872815039
support_gated_cnn_new,58,sample_ii_analysis,1207,1207,8.458092939247653,28.099830247569983,145.50340741189223,0.848384424192212,0.1016155758077879,43.173416101082
support_gated_cnn_new,59,sample_ii_analysis,11187,11187,3.8993968255883233,12.604962531653111,45.514499196383284,0.9376061499955305,0.012393850004469464,40.03705225235724
support_gated_cnn_new,60,sample_ii_analysis,10524,10524,3.4359471749911745,9.669588981679066,36.460273934080256,0.9159064994298746,0.03409350057012539,44.44871938538519
support_gated_cnn_new,61,sample_ii_analysis,11855,11855,2.9723171474407333,10.053830744352368,29.03209732554954,0.9794179671024884,0.02941796710248845,46.335369500849914
support_gated_cnn_new,62,sample_ii_analysis,10936,10936,3.4435865958335468,11.112325318022243,27.9269155543941,0.9671726408193123,0.017172640819312357,44.16932782285667
support_gated_cnn_new,63,sample_ii_analysis,5816,5816,4.407681414373736,16.797842057480505,76.94441978466847,0.8792984869325997,0.07070151306740025,40.91054961040589
support_gated_cnn_new,65,sample_ii_analysis,1514,1514,4.12283105453129,21.26126578975412,130.71227562837848,0.9207397622192867,0.029260237780713294,45.42525138626906
extra_trees_s05e_dynamic,44,sample_i_analysis,169,121,6.564323454485718,17.82452254115596,37.325528673504934,0.9504132231404959,0.0004132231404959663,54.102783991036596
extra_trees_s05e_dynamic,45,sample_i_analysis,1807,1107,5.05560308127139,16.003573726459916,73.82870292813689,0.9114724480578139,0.038527551942186045,47.520125782220724
extra_trees_s05e_dynamic,46,sample_i_analysis,13,11,2.721813700739312,2.9984561502433387,,1.0,0.050000000000000044,44.638036122835345
extra_trees_s05e_dynamic,47,sample_i_analysis,156,152,3.5928978074772195,13.072868302260344,36.91802766769024,0.9605263157894737,0.010526315789473717,45.990375576699144
extra_trees_s05e_dynamic,48,sample_i_analysis,1098,1098,4.159218580157815,13.913526192819372,40.43768039560101,0.9453551912568307,0.004644808743169304,46.4173850524013
extra_trees_s05e_dynamic,49,sample_i_analysis,1186,1186,4.158236746857732,12.933668095676548,46.1783580777113,0.948566610455312,0.0014333895446879685,46.87080736455788
extra_trees_s05e_dynamic,50,sample_i_analysis,1289,1289,7.712370165477714,13.790825269127595,26.585307777483035,0.9511249030256013,0.0011249030256013093,47.5332867774858
extra_trees_s05e_dynamic,51,sample_i_analysis,616,616,7.292504318971087,14.905574223223182,111.32699526621695,0.9496753246753247,0.00032467532467528315,46.77296700493236
extra_trees_s05e_dynamic,52,sample_i_analysis,312,312,6.1876707485076246,13.360638741277933,27.9466719638834,0.9711538461538461,0.02115384615384619,46.463123243955955
extra_trees_s05e_dynamic,53,sample_i_analysis,1120,1120,7.046090938292232,12.177747813722755,18.074369716062627,0.96875,0.018750000000000044,48.2789547436906
extra_trees_s05e_dynamic,54,sample_i_analysis,1053,1053,6.877595906549089,12.917802085691623,46.996319758093414,0.9211775878442545,0.028822412155745436,47.65657353903439
extra_trees_s05e_dynamic,55,sample_i_analysis,756,756,8.436727337258514,15.487300495878852,49.71643836249282,0.906084656084656,0.04391534391534391,45.45465586725126
extra_trees_s05e_dynamic,56,sample_i_analysis,1669,1669,6.9657650647238665,10.96898947003213,36.16514418932219,0.9490713001797484,0.0009286998202515662,49.21685966992813
extra_trees_s05e_dynamic,57,sample_i_analysis,1221,1221,3.4285794287319775,10.618937194206408,15.279156802137154,0.9737919737919738,0.02379197379197384,48.03355731091297
extra_trees_s05e_dynamic,58,sample_ii_analysis,1207,1207,3.693487698076642,13.833732357244587,51.192717983592374,0.8806959403479702,0.06930405965202979,27.86199283085594
extra_trees_s05e_dynamic,59,sample_ii_analysis,11187,11187,1.9009705029902397,8.206225568757256,15.787609372646752,0.9262536873156342,0.023746312684365778,23.895892068453733
extra_trees_s05e_dynamic,60,sample_ii_analysis,10524,10524,1.5615572454543973,5.7297575051682905,11.778153344120282,0.975864690231851,0.025864690231851006,28.83403826639938
extra_trees_s05e_dynamic,61,sample_ii_analysis,11855,11855,1.6582227900329505,5.761905678027825,10.58994610591621,0.9697174188106285,0.019717418810628495,29.030279819929678
extra_trees_s05e_dynamic,62,sample_ii_analysis,10936,10936,1.6615643606606345,6.566128930141196,8.459714589564337,0.9587600585223116,0.008760058522311653,27.51792591908883
extra_trees_s05e_dynamic,63,sample_ii_analysis,5816,5816,2.5472161781663365,9.357711710902743,20.565571286127177,0.906121045392022,0.04387895460797797,25.138367222576303
extra_trees_s05e_dynamic,65,sample_ii_analysis,1514,1514,2.9200526680620547,11.194791995827343,36.11366101353493,0.9055482166446499,0.04445178335535005,28.443907372236573
