scope,n,pred_sigma_median_ns,abs_error_median_ns,pull_width_sigma68,pull_rms,model,heldout_run
heldout_pulse_target,2424,1.9491828083992004,0.8093504923955024,0.5399346610685187,0.8639151835793842,mlp_waveform,60
heldout_sigma_bin,606,1.6433032155036926,0.7036487327221774,0.5876297142027694,0.7940455777380439,mlp_waveform,60
heldout_sigma_bin,606,1.873329222202301,0.8584313926703686,0.6335608620143292,0.6372011273220484,mlp_waveform,60
heldout_sigma_bin,606,2.078631043434143,0.754579380712709,0.5118444798709694,0.5969132395932791,mlp_waveform,60
heldout_sigma_bin,606,2.912266254425049,1.0248802383497306,0.35682950300926486,1.2541378568265051,mlp_waveform,60
heldout_pulse_target,2424,3.558337926864624,1.7730799032665203,0.7382603797692715,1.1959189138864461,cnn_waveform,60
heldout_sigma_bin,606,3.028372049331665,1.5339787478821805,0.4067098528736693,0.4934055906315969,cnn_waveform,60
heldout_sigma_bin,606,3.3237459659576416,1.4644419823476333,0.5005722981754211,0.7449365871805814,cnn_waveform,60
heldout_sigma_bin,606,3.6913509368896484,3.1692442157757625,0.6875211885372984,0.6360945742690063,cnn_waveform,60
heldout_sigma_bin,606,8.057766437530518,1.2771652572914185,0.28191000117163956,1.9417226775913312,cnn_waveform,60
heldout_pulse_target,2799,1.8794057369232178,0.8179199729388955,0.5994840403052321,1.1321468830473254,mlp_waveform,61
heldout_sigma_bin,700,1.5502805709838867,0.6294696996000102,0.5948086116380258,0.9014092176966101,mlp_waveform,61
heldout_sigma_bin,700,1.7289930582046509,0.7206736534021871,0.6444658924229271,1.1228710688734236,mlp_waveform,61
heldout_sigma_bin,699,2.029292345046997,0.9394546254958129,0.6415588266112626,1.1141904237710454,mlp_waveform,61
heldout_sigma_bin,700,2.7509446144104004,1.1770813111380711,0.410085500023675,1.3237601060421578,mlp_waveform,61
heldout_pulse_target,2799,3.8935017585754395,1.570991019535498,0.6225366468056686,0.9463074335341557,cnn_waveform,61
heldout_sigma_bin,700,3.1631003618240356,1.4404112634242203,0.34614889647910385,0.6910027391919447,cnn_waveform,61
heldout_sigma_bin,700,3.6944066286087036,1.44764578435543,0.6095725074109486,0.7215131838872006,cnn_waveform,61
heldout_sigma_bin,699,4.102940559387207,2.5458221852938863,0.624651525191184,0.7687856277118508,cnn_waveform,61
heldout_sigma_bin,700,8.057499885559082,1.2350400115081808,0.29405507571238554,1.2535109668067776,cnn_waveform,61
heldout_pulse_target,2421,1.9809209108352661,0.7735142816817486,0.5502026347032228,1.3825052975705847,mlp_waveform,62
heldout_sigma_bin,606,1.5218522548675537,0.5550565962265672,0.5713080926528724,2.2027472756078073,mlp_waveform,62
heldout_sigma_bin,605,1.786135196685791,0.732337460047404,0.5884545485703923,0.7459922760749989,mlp_waveform,62
heldout_sigma_bin,605,2.08693790435791,0.894410071856818,0.6135795088562405,1.3737594073760073,mlp_waveform,62
heldout_sigma_bin,605,2.6252408027648926,1.0523718396802906,0.4147962509750409,0.5619020405658656,mlp_waveform,62
heldout_pulse_target,2421,3.929279327392578,1.9888132587482659,0.7521889516438638,0.776785479959584,cnn_waveform,62
heldout_sigma_bin,606,3.232548713684082,1.8854251693049484,0.3568329671074645,0.464502944532006,cnn_waveform,62
heldout_sigma_bin,605,3.761150598526001,2.2198732628839934,0.8314079066630955,0.7481848689495705,cnn_waveform,62
heldout_sigma_bin,605,4.135196685791016,2.675720057468901,0.7842024729049091,0.6933886330966954,cnn_waveform,62
heldout_sigma_bin,605,8.735138893127441,1.4985529937323605,0.31269878163057463,0.7659188348907325,cnn_waveform,62
heldout_pulse_target,1110,1.9566556811332703,0.8513750374191069,0.5677169299330437,0.8450762143357774,mlp_waveform,63
heldout_sigma_bin,278,1.6173546314239502,0.6579553791691772,0.6267743746992689,0.7849482966133958,mlp_waveform,63
heldout_sigma_bin,277,1.8256574869155884,0.6824710565357819,0.6024090710803117,0.7082860313099006,mlp_waveform,63
heldout_sigma_bin,277,2.0273749828338623,1.0206189312805165,0.6688612088160544,0.6576770843769936,mlp_waveform,63
heldout_sigma_bin,278,3.903669595718384,1.1325793410203886,0.31629139325192246,1.135341357839176,mlp_waveform,63
heldout_pulse_target,1110,3.773828864097595,1.940083433365757,0.7983083237245412,1.0677196300233283,cnn_waveform,63
heldout_sigma_bin,278,2.98744535446167,1.8385465943851749,0.38234844444773425,0.4809405645397153,cnn_waveform,63
heldout_sigma_bin,277,3.522850751876831,1.6257529917461397,0.6106954973510321,0.650423507989069,cnn_waveform,63
heldout_sigma_bin,277,3.9510045051574707,3.4221989477245884,0.7591646042221152,1.1219491283495986,cnn_waveform,63
heldout_sigma_bin,278,8.378818988800049,1.6867700348919943,0.35620972395634865,1.3199188354114186,cnn_waveform,63
heldout_pulse_target,198,2.016140937805176,1.0322650447795603,0.49769126810493,0.5389368377388288,mlp_waveform,65
heldout_sigma_bin,50,1.6830544471740723,0.7482922156417757,0.6287484668446084,0.6430745332436176,mlp_waveform,65
heldout_sigma_bin,49,1.9314466714859009,0.643941840872241,0.6919530304993342,0.6144434861816406,mlp_waveform,65
heldout_sigma_bin,49,2.2093284130096436,1.0146171484812427,0.535453224199129,0.5752075532535466,mlp_waveform,65
heldout_sigma_bin,50,20.085599899291992,1.7203241034898227,0.11064751491612544,0.11676924845494624,mlp_waveform,65
heldout_pulse_target,198,3.803336977958679,2.3208667928939377,0.753402430264762,0.6940766371491736,cnn_waveform,65
heldout_sigma_bin,50,3.0673848390579224,1.7731399685413116,0.43974619020701167,0.4099138245136593,cnn_waveform,65
heldout_sigma_bin,49,3.649712324142456,2.0510190191182716,0.7387207784027414,0.6851311625839583,cnn_waveform,65
heldout_sigma_bin,49,4.187670707702637,3.861696585787328,0.7469893879430725,0.6564610146602843,cnn_waveform,65
heldout_sigma_bin,50,10.28339147567749,2.293991524794208,0.2913252666503705,0.2586276899522575,cnn_waveform,65
