method,family,baseline,n_heldout_runs,n_pair_residuals,sigma68_ns,full_rms_ns,abs_residual_p95_ns,tail_frac_vs_traditional_p95,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
cnn1d_no_samples_0_3,ml,s02b_global_template_timewalk,7,9561,1.4561335551561057,2.0617841393776897,3.1922007414552738,0.028553498588013804,1.2706261148258287,1.6181261400909863,-0.3038855834022378,-0.7092070534401878,0.0402938401614955
ridge_only_samples_0_3,ml,s02b_global_template_timewalk,7,9561,1.4647991637964974,2.0447793700122205,3.114686949767915,0.022800962242443257,1.3957669924481948,1.5088647105422914,-0.295219974761846,-0.6578549837016316,-0.0580246056851526
ridge_run_family_control,run_family_control,s02b_global_template_timewalk,7,9561,1.469030683621736,2.0513258669866103,3.139496742211783,0.02468361050099362,1.3918115926355323,1.5109716167987195,-0.2909884549366075,-0.6847534163208366,-0.053267492415794954
early_late_gated_only_samples_0_3,ml,s02b_global_template_timewalk,7,9561,1.469202322380581,2.068971915290382,3.159428708667612,0.026357075619705052,1.3802732819938517,1.5456755642898616,-0.29081681617776245,-0.6706928931566665,-0.017204670835814187
early_late_gated_full,ml,s02b_global_template_timewalk,7,9561,1.4772364616678502,2.081958896007303,3.2285288026039396,0.02792594916849702,1.3620805543974406,1.5836699371814615,-0.2827826768904933,-0.6244584149545644,-0.04429852429119733
mlp_full,ml,s02b_global_template_timewalk,7,9561,1.5115885199003252,2.1066852001679472,3.193989099792603,0.02792594916849702,1.3451040952336357,1.6440340296792728,-0.2484306186580183,-0.6684683316491071,0.07908775209580876
early_late_gated_no_samples_0_3,ml,s02b_global_template_timewalk,7,9561,1.5692261366918443,2.098611260748432,3.3010750541611813,0.031272879405919884,1.4276960488202768,1.6445382021264183,-0.19079300186649917,-0.5722199661511773,0.052311919220425634
early_late_gated_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7102704970316136,2.2933656153862634,3.656132784212616,0.04737998117351742,1.5293942487798446,2.012293724797922,-0.049748641526729864,-0.11716452924811835,0.03599038115606463
ridge_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.736036696080886,2.315543159586537,3.6803710541561685,0.04769375588327581,1.5534688428468149,2.0150800620717266,-0.02398244247745751,-0.09246003766693069,0.042295193058521224
mlp_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7386769985216648,2.3146743872462996,3.7259306919455284,0.04989017885158456,1.54222335427193,2.049278781831932,-0.02134214003667867,-0.08151186208789638,0.035583563257667844
cnn1d_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.749697168506617,2.318859022840281,3.714931001447667,0.0497855872816651,1.5322196648252802,2.0759526678600855,-0.010321970051726526,-0.06056831474943922,0.03906128491141129
early_late_gated_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7503591464539445,2.3182873995393396,3.724149748308207,0.04989017885158456,1.5649816656629087,2.0545337328019415,-0.00965999210439894,-0.07268992186872693,0.053890025020924444
ridge_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7525274012518735,2.32453771474462,3.736414314183442,0.050203953561342954,1.5427651495293466,2.0806824172858986,-0.007491737306470014,-0.054010580569813935,0.051943329654884025
ridge_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7526993117214482,2.3243194453686016,3.7304538949273294,0.05030854513126242,1.5366368493675666,2.0917420351607547,-0.007319826836895249,-0.06334338470078277,0.0617629099802425
early_late_gated_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7595838630278071,2.32308531663427,3.7273719587417347,0.04989017885158456,1.5209515933238376,2.109647480583683,-0.0004352755305363498,-0.05101096196329213,0.06306356726802027
s02b_global_template_timewalk,traditional,s02b_global_template_timewalk,7,9561,1.7600191385583435,2.3239740688483845,3.728638541912403,0.04999477042150403,1.5469216270061978,2.080773008662982,0.0,0.0,0.0
mlp_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7643184087040094,2.3221798054154785,3.7407897039036797,0.05072691141094028,1.5561003500720483,2.031648264116506,0.00429927014566589,-0.07256727187001678,0.05067411363680059
mlp_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7714747195275278,2.330097539107728,3.747037840490698,0.05072691141094028,1.54612691566416,2.095957411073876,0.011455580969184309,-0.03940457933523524,0.0633228761961687
cnn1d_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.791081170325766,2.3451474494697244,3.766841903578701,0.052086601819893316,1.5818034916334638,2.090266876337968,0.031062031767422615,-0.028570091555345057,0.08422799063081043
cnn1d_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7963515426544971,2.3480520342877162,3.773384331128497,0.05219119338981278,1.5881247357846033,2.102724939771875,0.03633240409615368,-0.01689025005364896,0.09368568261552813
hgb_no_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7988611122322935,2.353634515420327,3.806073990279039,0.05396925007844368,1.5975364332513309,2.0886522743041733,0.038841973673950037,-0.021666314666571884,0.10073389100577321
hgb_full_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.7995373118173743,2.356544352755606,3.7632246866963257,0.052086601819893316,1.5892005032927128,2.109306198875086,0.03951817325903084,-0.018751650475184598,0.09672616209805247
hgb_only_samples_0_3_shuffled,shuffled_target_control,s02b_global_template_timewalk,7,9561,1.8064847323957771,2.3486484842777595,3.8199450126202024,0.054492207928041,1.5666874220295635,2.1185682303250535,0.04646559383743365,-0.004015815657031452,0.11492987133694273
