method,heldout_run,n,pid_auc,average_precision,balanced_accuracy,efficiency,purity,f1,brier,winner_score
gradient_boosted_trees,52,92,0.9834280303030303,0.9843166334952025,0.9214015151515151,0.9791666666666666,0.8867924528301887,0.9306930693069307,0.05892824167005294,0.09498774223569507
gradient_boosted_trees,53,92,0.9895586141433317,0.9883054949784971,0.9257237778832463,0.9534883720930233,0.8913043478260869,0.9213483146067416,0.044253770027538226,0.08638380320930505
gradient_boosted_trees,54,92,0.9814902705268155,0.9764330517702261,0.9359278595158994,0.9534883720930233,0.9111111111111111,0.9318181818181818,0.049925780221886706,0.07840455848689072
gradient_boosted_trees,55,92,0.9904761904761905,0.9885477943364699,0.96,1.0,0.9130434782608695,0.9545454545454546,0.041621925723773046,0.051357862383324245
gradient_boosted_trees,56,92,0.9838095238095238,0.9844272948588565,0.9242857142857144,0.92,0.9387755102040817,0.9292929292929293,0.04698328339808018,0.08907915418285328
gradient_boosted_trees,57,92,0.9856527977044476,0.9789769099914784,0.9485891917742706,0.975609756097561,0.9090909090909091,0.9411764705882353,0.04246023439787396,0.06346058705475315
gradient_boosted_trees,58,132,0.9885215794306703,0.9891210106146314,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.03806536345129817,0.05611872837430293
gradient_boosted_trees,60,132,0.9891705069124425,0.9817464596045054,0.9453917050691244,0.9193548387096774,0.9661016949152542,0.9421487603305785,0.036874836691714034,0.06490995341255987
gradient_boosted_trees,62,132,0.9882488479262672,0.9855610985195489,0.9624423963133641,0.967741935483871,0.9523809523809523,0.96,0.038934409182549895,0.048466321189646604
gradient_boosted_trees,64,132,0.9916666666666667,0.9916265617172332,0.9597222222222223,0.9861111111111112,0.9466666666666667,0.9659863945578231,0.0239304789305852,0.04709373084375738
gradient_boosted_trees,65,132,0.9910468319559229,0.9914024978734757,0.9318181818181819,0.9696969696969697,0.9014084507042254,0.9343065693430657,0.05124226559670703,0.08188770138540259
hybrid_polynomial_residual_new,50,92,0.9787234042553191,0.9718501575005687,0.956501182033097,0.9574468085106383,0.9574468085106383,0.9574468085106383,0.04510734705898427,0.056903314306117184
hybrid_polynomial_residual_new,51,92,0.9610576923076922,0.9757432757012611,0.8865384615384615,0.9230769230769231,0.8888888888888888,0.9056603773584906,0.0777732015333658,0.13679906961411073
hybrid_polynomial_residual_new,52,92,0.9678030303030303,0.9691293005579444,0.9109848484848485,0.9583333333333334,0.8846153846153846,0.92,0.06921059592056603,0.10953749746498996
hybrid_polynomial_residual_new,53,92,0.9786426198386332,0.9744729192022485,0.9024679639297579,0.9069767441860465,0.8863636363636364,0.896551724137931,0.057711195931636386,0.11409557306928785
hybrid_polynomial_residual_new,54,92,0.9563360227812054,0.9449251304566091,0.883483626008543,0.9302325581395349,0.8333333333333334,0.8791208791208791,0.08663752505170474,0.14254215297626263
hybrid_polynomial_residual_new,55,92,0.9514285714285714,0.9426168158754045,0.8723809523809524,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.0953170972278033,0.1563054647831413
hybrid_polynomial_residual_new,56,92,0.9480952380952381,0.9086215843432474,0.8666666666666667,0.9,0.8653846153846154,0.8823529411764706,0.08591478259292445,0.16000250517204062
hybrid_polynomial_residual_new,57,92,0.987087517934003,0.9826821340108796,0.9607843137254901,1.0,0.9111111111111111,0.9534883720930233,0.039483083224005344,0.05037770528711093
hybrid_polynomial_residual_new,58,132,0.9749770431588614,0.9671133578501792,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.9393939393939394,0.05279827119540129,0.07630792408902475
hybrid_polynomial_residual_new,60,132,0.9870967741935484,0.9852007852620353,0.9463133640552995,0.9354838709677419,0.9508196721311475,0.943089430894309,0.048946076433570816,0.06721347763373833
hybrid_polynomial_residual_new,62,132,0.9633640552995393,0.9488583999101591,0.917741935483871,0.9354838709677419,0.8923076923076924,0.9133858267716536,0.07060796419366301,0.10357365003459088
hybrid_polynomial_residual_new,64,132,0.9803240740740742,0.9835159586306123,0.9111111111111111,0.9722222222222222,0.8860759493670886,0.9271523178807947,0.057669032468578144,0.10527373959862601
hybrid_polynomial_residual_new,65,132,0.9669421487603306,0.9687977825033847,0.8636363636363636,0.8939393939393939,0.8428571428571429,0.8676470588235294,0.08053952817248858,0.15980430353072544
mlp,50,92,0.9891252955082742,0.9899090130845905,0.9671394799054374,0.9787234042553191,0.9583333333333334,0.968421052631579,0.04234945682256832,0.0445353547493773
mlp,51,92,0.9807692307692307,0.9851665282564412,0.9211538461538462,0.9423076923076923,0.9245283018867925,0.9333333333333333,0.05730411422320386,0.09509525932503168
mlp,52,92,0.9715909090909091,0.9742878867387157,0.8901515151515151,0.9166666666666666,0.88,0.8979591836734694,0.0739854009255236,0.13118574417077486
mlp,53,92,0.96203132415757,0.950487118160296,0.9067394399620313,0.9767441860465116,0.84,0.9032258064516129,0.07268021323225458,0.11522748093027532
mlp,54,92,0.946843853820598,0.9331922777553772,0.8732795443758898,0.9302325581395349,0.8163265306122449,0.8695652173913043,0.08354209741034349,0.15292159459463622
mlp,55,92,0.9538095238095239,0.9401768104197223,0.878095238095238,0.9761904761904762,0.7884615384615384,0.8723404255319149,0.08365813435158394,0.14743834311170556
mlp,56,92,0.9485714285714285,0.9074031535247028,0.8828571428571428,0.98,0.8448275862068966,0.9074074074074074,0.07979076389861921,0.14223340526036915
mlp,57,92,0.9923481587757055,0.9906537269719706,0.9485891917742706,0.975609756097561,0.9090909090909091,0.9411764705882353,0.03986578874559573,0.062142439534557795
mlp,58,132,0.9715335169880625,0.9693360057042879,0.9015151515151516,0.9393939393939394,0.8732394366197183,0.9051094890510949,0.06499616289849112,0.11758053751066494
mlp,60,132,0.9799539170506912,0.9753112652747977,0.9329493087557603,0.9516129032258065,0.9076923076923077,0.9291338582677166,0.05594746203218747,0.08304216504721743
mlp,62,132,0.9513824884792627,0.930602524249053,0.8891705069124424,0.9354838709677419,0.8405797101449275,0.8854961832061069,0.07843595408672151,0.13530023276131176
mlp,64,132,0.9743055555555555,0.97757587393555,0.8805555555555555,0.9444444444444444,0.8607594936708861,0.9006622516556292,0.06727596251921575,0.13883287951869286
mlp,65,132,0.9162075298438935,0.9111203010639484,0.8257575757575758,0.9393939393939394,0.7654320987654321,0.8435374149659864,0.11372155309390115,0.21105205953151016
ridge,50,92,0.9905437352245863,0.9921419778476321,0.9231678486997636,0.9574468085106383,0.9,0.9278350515463918,0.04838992409462821,0.08987525880143478
ridge,51,92,0.9658653846153846,0.9688370249484511,0.9211538461538462,0.9423076923076923,0.9245283018867925,0.9333333333333333,0.06627410361393453,0.09882814128809896
ridge,52,92,0.9734848484848484,0.9738375781679451,0.9005681818181819,0.9375,0.8823529411764706,0.9090909090909091,0.06477435821196222,0.11827692288632383
ridge,53,92,0.9843379212149976,0.9814355125768497,0.9475557664926435,0.9767441860465116,0.9130434782608695,0.9438202247191011,0.0520676690144505,0.06702735863946935
ridge,54,92,0.9596582819174182,0.9466677857983696,0.9081632653061225,1.0,0.8269230769230769,0.9052631578947369,0.0729592220636831,0.1141107120180565
ridge,55,92,0.9690476190476192,0.9614795888598788,0.9080952380952381,0.9761904761904762,0.8367346938775511,0.9010989010989011,0.07050893257503082,0.11262723314375772
ridge,56,92,0.9671428571428571,0.9229424489937541,0.9561904761904761,0.96,0.96,0.96,0.055647722076251856,0.06100716861430111
ridge,57,92,0.9875657580105213,0.9825983118311131,0.9485891917742706,0.975609756097561,0.9090909090909091,0.9411764705882353,0.042896299686578036,0.0633783073463218
ridge,58,132,0.977961432506887,0.97406237973775,0.946969696969697,0.9696969696969697,0.927536231884058,0.9481481481481482,0.057391722566068566,0.06958209042113142
ridge,60,132,0.9864055299539172,0.9844767978738674,0.93110599078341,0.9193548387096774,0.9344262295081968,0.926829268292683,0.048751290483584876,0.08244127884209446
ridge,62,132,0.9649769585253457,0.9531753414043342,0.9105990783410138,0.9354838709677419,0.8787878787878788,0.90625,0.06945332219285111,0.11026655635466437
ridge,64,132,0.9759259259259259,0.976281021502867,0.8930555555555556,0.9861111111111112,0.8554216867469879,0.9161290322580645,0.05987850609287549,0.12432147837507068
ridge,65,132,0.9735996326905418,0.96987327511377,0.9166666666666667,1.0,0.8571428571428571,0.9230769230769231,0.06493510984554815,0.10220714752566612
traditional_deltae_depth_likelihood,50,92,0.8633569739952719,0.8075915900744627,0.8347517730496454,0.9361702127659575,0.7857142857142857,0.8543689320388349,0.14040066422027317,0.21401269560589567
traditional_deltae_depth_likelihood,51,92,0.8269230769230769,0.812774646232016,0.8326923076923077,0.8653846153846154,0.8490566037735849,0.8571428571428571,0.15367245819039602,0.22303349916298357
traditional_deltae_depth_likelihood,52,92,0.8423295454545454,0.8051949313591533,0.8333333333333333,0.9166666666666666,0.8,0.8543689320388349,0.1501980545396495,0.21998322575612458
traditional_deltae_depth_likelihood,53,92,0.8642619838633128,0.7380435842759576,0.865923113431419,0.9767441860465116,0.7777777777777778,0.865979381443299,0.13147337706084528,0.180519032447461
traditional_deltae_depth_likelihood,54,92,0.7897484575225439,0.6492181986516692,0.7975794969150451,0.8604651162790697,0.74,0.7956989247311828,0.18396109790019327,0.2694359318077488
traditional_deltae_depth_likelihood,55,92,0.8128571428571428,0.6525952339113454,0.8204761904761905,0.8809523809523809,0.7551020408163265,0.8131868131868132,0.16663874212896138,0.23989778077033558
traditional_deltae_depth_likelihood,56,92,0.8480952380952381,0.7747869191353405,0.8428571428571429,0.9,0.8333333333333334,0.8653846153846154,0.13786597076681195,0.20679982602503633
traditional_deltae_depth_likelihood,57,92,0.8622668579626973,0.8029218808675312,0.8481587757054041,0.9512195121951219,0.75,0.8387096774193549,0.14314643406168984,0.20140114701374862
traditional_deltae_depth_likelihood,58,132,0.8875114784205693,0.8262790138095419,0.8712121212121212,0.8939393939393939,0.855072463768116,0.8740740740740741,0.12408839841560218,0.1710588305497224
traditional_deltae_depth_likelihood,60,132,0.9205069124423964,0.8622159638070045,0.8963133640552995,0.9354838709677419,0.8529411764705882,0.8923076923076924,0.09749045871208102,0.13600855937848114
traditional_deltae_depth_likelihood,62,132,0.8817972350230415,0.8295650971897952,0.8534562211981567,0.9354838709677419,0.7837837837837838,0.8529411764705882,0.1276413040122435,0.19027438130260005
traditional_deltae_depth_likelihood,64,132,0.7719907407407407,0.692393851427931,0.7638888888888888,0.8611111111111112,0.7560975609756098,0.8051948051948052,0.18390352937265778,0.30488791938020154
traditional_deltae_depth_likelihood,65,132,0.8099173553719009,0.6854484546299217,0.8106060606060606,0.9090909090909091,0.759493670886076,0.8275862068965517,0.15990492872516357,0.24837843603804027
