fold_name,stave,amp_bin,rise_bin,tail_bin,n_train,source
holdout_sample_ii,B8,0,2,1,14,amp_fallback
holdout_sample_ii,B8,0,2,2,65,handle_cell
holdout_sample_ii,B8,1,0,0,22,amp_fallback
holdout_sample_ii,B8,1,0,1,0,amp_fallback
holdout_sample_ii,B8,1,0,2,4,amp_fallback
holdout_sample_ii,B8,1,1,0,4,amp_fallback
holdout_sample_ii,B8,1,1,1,0,amp_fallback
holdout_sample_ii,B8,1,1,2,6,amp_fallback
holdout_sample_ii,B8,1,2,0,55,handle_cell
holdout_sample_ii,B8,1,2,1,24,amp_fallback
holdout_sample_ii,B8,1,2,2,71,handle_cell
holdout_sample_ii,B8,2,0,0,28,amp_fallback
holdout_sample_ii,B8,2,0,1,1,amp_fallback
holdout_sample_ii,B8,2,0,2,1,amp_fallback
holdout_sample_ii,B8,2,1,0,8,amp_fallback
holdout_sample_ii,B8,2,1,1,2,amp_fallback
holdout_sample_ii,B8,2,1,2,18,amp_fallback
holdout_sample_ii,B8,2,2,0,69,handle_cell
holdout_sample_ii,B8,2,2,1,34,amp_fallback
holdout_sample_ii,B8,2,2,2,192,handle_cell
holdout_sample_ii,B8,3,0,0,15,amp_fallback
holdout_sample_ii,B8,3,0,1,3,amp_fallback
holdout_sample_ii,B8,3,0,2,33,amp_fallback
holdout_sample_ii,B8,3,1,0,7,amp_fallback
holdout_sample_ii,B8,3,1,1,11,amp_fallback
holdout_sample_ii,B8,3,1,2,102,handle_cell
holdout_sample_ii,B8,3,2,0,17,amp_fallback
holdout_sample_ii,B8,3,2,1,16,amp_fallback
holdout_sample_ii,B8,3,2,2,143,handle_cell
holdout_sample_ii,B8,4,0,0,4,amp_fallback
holdout_sample_ii,B8,4,0,1,3,amp_fallback
holdout_sample_ii,B8,4,0,2,32,amp_fallback
holdout_sample_ii,B8,4,1,0,3,amp_fallback
holdout_sample_ii,B8,4,1,1,2,amp_fallback
holdout_sample_ii,B8,4,1,2,17,amp_fallback
holdout_sample_ii,B8,4,2,0,0,amp_fallback
holdout_sample_ii,B8,4,2,1,0,amp_fallback
holdout_sample_ii,B8,4,2,2,12,amp_fallback
holdout_sample_ii,B8,5,0,0,0,amp_fallback
holdout_sample_ii,B8,5,0,1,0,amp_fallback
holdout_sample_ii,B8,5,0,2,1,amp_fallback
holdout_sample_ii,B8,5,1,0,0,amp_fallback
holdout_sample_ii,B8,5,1,1,0,amp_fallback
holdout_sample_ii,B8,5,1,2,0,amp_fallback
holdout_sample_ii,B8,5,2,0,0,amp_fallback
holdout_sample_ii,B8,5,2,1,0,amp_fallback
holdout_sample_ii,B8,5,2,2,1,amp_fallback
holdout_sample_ii,B8,6,0,0,0,amp_fallback
holdout_sample_ii,B8,6,0,1,0,amp_fallback
holdout_sample_ii,B8,6,0,2,0,amp_fallback
holdout_sample_ii,B8,6,1,0,0,amp_fallback
holdout_sample_ii,B8,6,1,1,0,amp_fallback
holdout_sample_ii,B8,6,1,2,0,amp_fallback
holdout_sample_ii,B8,6,2,0,0,amp_fallback
holdout_sample_ii,B8,6,2,1,0,amp_fallback
holdout_sample_ii,B8,6,2,2,0,amp_fallback
holdout_sample_ii,B8,7,0,0,0,amp_fallback
holdout_sample_ii,B8,7,0,1,0,amp_fallback
holdout_sample_ii,B8,7,0,2,0,amp_fallback
holdout_sample_ii,B8,7,1,0,0,amp_fallback
holdout_sample_ii,B8,7,1,1,0,amp_fallback
holdout_sample_ii,B8,7,1,2,0,amp_fallback
holdout_sample_ii,B8,7,2,0,0,amp_fallback
holdout_sample_ii,B8,7,2,1,0,amp_fallback
holdout_sample_ii,B8,7,2,2,0,amp_fallback
