method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,analytic_candidate,analytic_alpha,heldout_run,model,target_rmse_ns,variant,n_train_pulses,feature_policy,feature_set_sha256,max_iter,hidden,channels
,,,,,,,,,,,,0.01,1.0,,,,,,,62,ridge,2.1525546353508385,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,62,ridge,2.303064231040199,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,62,ridge,2.406482326328339,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,62,ridge,2.7642206597362162,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,62,ridge,2.1524227406983902,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,62,ridge,2.3039388390977433,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,62,ridge,2.4068607465107834,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,62,ridge,2.7659498924567516,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,62,ridge,2.154027719190617,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,62,ridge,2.307146009760532,waveform_amp_shape,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,62,ridge,2.409041207135967,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,62,ridge,2.768016514959185,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,62,ridge,2.156866592125714,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,62,ridge,2.3101002882977113,waveform_amp_shape,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,62,ridge,2.411661131794203,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,62,ridge,2.785539577827723,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,62,ridge,2.159589455922956,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,62,ridge,2.3080340154575922,waveform_amp_shape,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,62,ridge,2.4177210164027567,waveform_amp_shape,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,62,ridge,2.328323660672872,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,62,ridge,1.8543846650561977,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,62,ridge,2.034307051775606,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,62,ridge,2.0723384591682255,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,62,ridge,2.329945321467975,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,62,ridge,1.853792786336802,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,62,ridge,2.0352025487931313,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,62,ridge,2.0729802188659696,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,62,ridge,2.335841855947136,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,62,ridge,1.8574179494971028,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,62,ridge,2.0408462384507824,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,62,ridge,2.0780353479650073,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,62,ridge,2.3370221421040505,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,62,ridge,1.8598580044066917,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,62,ridge,2.044430056942268,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,62,ridge,2.0804367344843366,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,62,ridge,2.3337843758247514,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,62,ridge,1.8564884390424117,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,62,ridge,2.041023589347059,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,62,ridge,2.0770988014047407,waveform_amp_shape_stave,,,,,,
,,,,,,,,,,,,100.0,,19.0,,,,,,62,ridge,,waveform_only,9039.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,
,,,,,,,,,,,,,,19.0,,,,,,62,hgb,,waveform_only,9039.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,80.0,,
,,,,,,,,,,,,,,19.0,,,,,,62,mlp,,waveform_only,9039.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,32.0,
,,,,,,,,,,,,,,19.0,,,,,,62,cnn1d,,waveform_only,9039.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,,8.0
,,,,,,,,,,,,,,19.0,,,,,,62,feature_gated,,waveform_only,9039.0,"18 normalized same-pulse waveform samples only; no run, event id, event order, stave id, amplitude scalar, other-stave time, or held-out target",1dd9aa193d718a970ca0a7dbc196ddd14b04ed1217a485a1ae278e70b475482e,,24.0,
,,,,,,,,,,,,100.0,,21.0,,,,,,62,ridge,,waveform_stave_onehot,9039.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,
,,,,,,,,,,,,,,21.0,,,,,,62,hgb,,waveform_stave_onehot,9039.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,80.0,,
,,,,,,,,,,,,,,21.0,,,,,,62,mlp,,waveform_stave_onehot,9039.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,32.0,
,,,,,,,,,,,,,,21.0,,,,,,62,cnn1d,,waveform_stave_onehot,9039.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,,8.0
,,,,,,,,,,,,,,21.0,,,,,,62,feature_gated,,waveform_stave_onehot,9039.0,"same as waveform_only, except explicit downstream stave one-hot is intentionally included",cbf03c9a9ad8c9f415612c044d28da4811f6dfbc37f300acd65a1bd92b884a17,,24.0,
,,,,,,,,,,,,0.01,,29.0,,,,,,62,ridge,,waveform_amp_shape,9039.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,
,,,,,,,,,,,,,,29.0,,,,,,62,hgb,,waveform_amp_shape,9039.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,80.0,,
,,,,,,,,,,,,,,29.0,,,,,,62,mlp,,waveform_amp_shape,9039.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,32.0,
,,,,,,,,,,,,,,29.0,,,,,,62,cnn1d,,waveform_amp_shape,9039.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,,8.0
,,,,,,,,,,,,,,29.0,,,,,,62,feature_gated,,waveform_amp_shape,9039.0,"same-pulse waveform plus amplitude and shape summaries; no run, event id, event order, stave id, other-stave time, or held-out target",4832d5f233dfabc3ec99b70743a809b087adb570d4691ed52d742efdd2ed9307,,24.0,
,,,,,,,,,,,,0.01,,32.0,,,,,,62,ridge,,waveform_amp_shape_stave,9039.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,
,,,,,,,,,,,,,,32.0,,,,,,62,hgb,,waveform_amp_shape_stave,9039.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,80.0,,
,,,,,,,,,,,,,,32.0,,,,,,62,mlp,,waveform_amp_shape_stave,9039.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,32.0,
,,,,,,,,,,,,,,32.0,,,,,,62,cnn1d,,waveform_amp_shape_stave,9039.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,,8.0
,,,,,,,,,,,,,,32.0,,,,,,62,feature_gated,,waveform_amp_shape_stave,9039.0,"same as waveform_amp_shape, except explicit downstream stave one-hot is intentionally included",1b446ae3182d6c963be58fa589ff72a164684e305eb741ee51fc5c1dec129573,,24.0,
,,,,,,,,,,,,100.0,,6.0,,,,,,62,ridge,,stave_offset_guardrail,9039.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,,,
,,,,,,,,,,,,,,6.0,,,,,,62,hgb,,stave_offset_guardrail,9039.0,amplitude summaries plus downstream stave one-hot only; no waveform samples,0b2fb3f78a1c1466e239b9ff438196de716d2758fbfc201e009dd0b71ac38479,80.0,,
le500,2.0,train,10350.0,-1.3586769599300457,4.130086289966432,6.8213326289005805,0.20714975845410627,222.09195903083128,1.1391331036901275,traditional_scan,,,,,,,,,,63,,,,,,,,,
le500,2.0,heldout,1110.0,-1.319753876392566,4.583909700007694,7.374415951535576,0.26216216216216215,322.83848147147853,1.37443984902839,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd10,2.0,train,10350.0,-2.715561075070255,3.2231364051533062,6.80848679467583,0.04463768115942029,320.726026590193,19.605265961712217,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd10,2.0,heldout,1110.0,-2.809220206458404,3.3315524587883734,6.640219649259828,0.05225225225225225,242.46233867324588,2.8154112432401996,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd20,2.0,train,10350.0,-2.7864908292375095,3.1242645730659313,6.16216829951675,0.057004830917874394,289.26470608378787,15.455538172141283,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd20,2.0,heldout,1110.0,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd30,2.0,train,10350.0,-2.685840819226202,3.2267608464810174,6.2514534247349625,0.08927536231884058,267.33727089844774,14.432396629587474,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd30,2.0,heldout,1110.0,-2.8414114112722952,3.4846886834183652,6.581527673468596,0.0963963963963964,0.8946339864481381,2.796414992466682,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd40,2.0,train,10350.0,-2.451788590258566,3.386902345949777,6.335876110637654,0.1132367149758454,189.09422019412008,10.459719160194517,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd40,2.0,heldout,1110.0,-2.567911305517743,3.5834597127172714,6.691306540627018,0.12882882882882882,1.153238683877,1.5903990723707762,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd50,2.0,train,10350.0,-2.1366796872021183,3.575320247027155,6.771280308962895,0.14347826086956522,202.5710016168593,7.120508776982332,traditional_scan,,,,,,,,,,63,,,,,,,,,
cfd50,2.0,heldout,1110.0,-2.1782285032212236,3.759772549262583,8.221552387263516,0.15855855855855855,1.4482049102748815,1.2916521541321138,traditional_scan,,,,,,,,,,63,,,,,,,,,
template_phase,2.0,train,10350.0,-3.524984349437311,2.7624921747186413,3.2852600809794676,0.07256038647342995,1.4112900572333398,131.669053691962,traditional_scan,,,,,,,,,,63,,,,,,,,,
template_phase,2.0,heldout,1110.0,-3.792535319238546,2.878716689818031,3.381787187237262,0.0963963963963964,0.7599028414983818,18.883976575955828,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_1_9,2.0,train,10350.0,-3.170537098102354,3.38627229042713,3.8166929711544517,0.15681159420289856,165.1695352548591,11.790364758271172,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_1_9,2.0,heldout,1110.0,-3.206599544767329,3.604826933548911,3.8391146962395295,0.16306306306306306,1.0863256186759014,2.254953731032266,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_2_10,2.0,train,10350.0,-3.300634219909341,3.4288018806301928,3.869388630898835,0.16367149758454105,149.79238196426945,11.98671157279848,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_2_10,2.0,heldout,1110.0,-3.3813170172097795,3.6073593140869273,3.8765178643661042,0.16576576576576577,1.0079175322038687,2.665658918635515,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_3_11,2.0,train,10350.0,-3.46906650505629,3.4296361518044467,3.8834200380335706,0.16067632850241545,5.121570492858846,12.078206345052873,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_3_11,2.0,heldout,1110.0,-3.7668975535969977,3.5823342196157366,3.8712485166093074,0.17747747747747747,1.1992509005987146,3.0432883249000042,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_4_12,2.0,train,10350.0,-3.497740344852584,3.3574089282721293,4.025648942615835,0.1638647342995169,168.75420448602887,8.443582357122999,traditional_scan,,,,,,,,,,63,,,,,,,,,
of_4_12,2.0,heldout,1110.0,-3.9111642661292763,3.451954760703928,4.002194312848231,0.1783783783783784,1.0854328001981068,3.4255598207293647,traditional_scan,,,,,,,,,,63,,,,,,,,,
,,,2799.0,,2.079474474593261,,,,,analytic_cv,amp_only,0.0,0.0,6.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3118530573580798,,,,,analytic_cv,amp_only,0.0,1.0,6.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.359813484566188,,,,,analytic_cv,amp_only,0.0,2.0,6.0,,,,,,63,,,,,,,,,
,,,0.0,,1.5837136721725098,,,,,analytic_cv,amp_only,0.0,-1.0,6.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.0800095871224706,,,,,analytic_cv,amp_only,0.01,0.0,6.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3119927562080873,,,,,analytic_cv,amp_only,0.01,1.0,6.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.3598190404952084,,,,,analytic_cv,amp_only,0.01,2.0,6.0,,,,,,63,,,,,,,,,
,,,0.0,,1.5839404612752555,,,,,analytic_cv,amp_only,0.01,-1.0,6.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.0867398326847537,,,,,analytic_cv,amp_only,0.1,0.0,6.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.318502185208444,,,,,analytic_cv,amp_only,0.1,1.0,6.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.372064019623614,,,,,analytic_cv,amp_only,0.1,2.0,6.0,,,,,,63,,,,,,,,,
,,,0.0,,1.592435345838937,,,,,analytic_cv,amp_only,0.1,-1.0,6.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.0877272665433426,,,,,analytic_cv,amp_only,1.0,0.0,6.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3373142763537742,,,,,analytic_cv,amp_only,1.0,1.0,6.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4196131964081558,,,,,analytic_cv,amp_only,1.0,2.0,6.0,,,,,,63,,,,,,,,,
,,,0.0,,1.6148849131017575,,,,,analytic_cv,amp_only,1.0,-1.0,6.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.088558874994343,,,,,analytic_cv,amp_only,10.0,0.0,6.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3269634578948077,,,,,analytic_cv,amp_only,10.0,1.0,6.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4274822058705334,,,,,analytic_cv,amp_only,10.0,2.0,6.0,,,,,,63,,,,,,,,,
,,,0.0,,1.614334846253228,,,,,analytic_cv,amp_only,10.0,-1.0,6.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.0519315382771546,,,,,analytic_cv,amp_only,100.0,0.0,6.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.2792642510676768,,,,,analytic_cv,amp_only,100.0,1.0,6.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.3623572928624352,,,,,analytic_cv,amp_only,100.0,2.0,6.0,,,,,,63,,,,,,,,,
,,,0.0,,1.5645176940690888,,,,,analytic_cv,amp_only,100.0,-1.0,6.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.105369584714759,,,,,analytic_cv,amp_rise_shape,0.0,0.0,14.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3356579136629105,,,,,analytic_cv,amp_rise_shape,0.0,1.0,14.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.3933540232105364,,,,,analytic_cv,amp_rise_shape,0.0,2.0,14.0,,,,,,63,,,,,,,,,
,,,0.0,,1.6114605071960686,,,,,analytic_cv,amp_rise_shape,0.0,-1.0,14.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.110015005026797,,,,,analytic_cv,amp_rise_shape,0.01,0.0,14.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3335369760503546,,,,,analytic_cv,amp_rise_shape,0.01,1.0,14.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.3924277297895717,,,,,analytic_cv,amp_rise_shape,0.01,2.0,14.0,,,,,,63,,,,,,,,,
,,,0.0,,1.6119932369555743,,,,,analytic_cv,amp_rise_shape,0.01,-1.0,14.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.108845202257013,,,,,analytic_cv,amp_rise_shape,0.1,0.0,14.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3279422084804748,,,,,analytic_cv,amp_rise_shape,0.1,1.0,14.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4014583863077115,,,,,analytic_cv,amp_rise_shape,0.1,2.0,14.0,,,,,,63,,,,,,,,,
,,,0.0,,1.6127485990150665,,,,,analytic_cv,amp_rise_shape,0.1,-1.0,14.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.1122108752519884,,,,,analytic_cv,amp_rise_shape,1.0,0.0,14.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.344181674470907,,,,,analytic_cv,amp_rise_shape,1.0,1.0,14.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4351683879835664,,,,,analytic_cv,amp_rise_shape,1.0,2.0,14.0,,,,,,63,,,,,,,,,
,,,0.0,,1.6305203125688206,,,,,analytic_cv,amp_rise_shape,1.0,-1.0,14.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.118758718070428,,,,,analytic_cv,amp_rise_shape,10.0,0.0,14.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3398952258140828,,,,,analytic_cv,amp_rise_shape,10.0,1.0,14.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4498983114311348,,,,,analytic_cv,amp_rise_shape,10.0,2.0,14.0,,,,,,63,,,,,,,,,
,,,0.0,,1.6361840851052154,,,,,analytic_cv,amp_rise_shape,10.0,-1.0,14.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.0835677431881305,,,,,analytic_cv,amp_rise_shape,100.0,0.0,14.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.3105524744078791,,,,,analytic_cv,amp_rise_shape,100.0,1.0,14.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.423762815292332,,,,,analytic_cv,amp_rise_shape,100.0,2.0,14.0,,,,,,63,,,,,,,,,
,,,0.0,,1.6059610109627807,,,,,analytic_cv,amp_rise_shape,100.0,-1.0,14.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.2204631959002707,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,0.0,47.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.4906904326478112,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,1.0,47.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4881385969759684,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,2.0,47.0,,,,,,63,,,,,,,,,
,,,0.0,,1.7330974085080169,,,,,analytic_cv,amp_rise_shape_by_stave,0.0,-1.0,47.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.225495597329197,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,0.0,47.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.4836045118396477,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,1.0,47.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.5020258494077336,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,2.0,47.0,,,,,,63,,,,,,,,,
,,,0.0,,1.737041986192193,,,,,analytic_cv,amp_rise_shape_by_stave,0.01,-1.0,47.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.2240578484100006,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,0.0,47.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.472673290113959,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,1.0,47.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.498892725914179,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,2.0,47.0,,,,,,63,,,,,,,,,
,,,0.0,,1.7318746214793794,,,,,analytic_cv,amp_rise_shape_by_stave,0.1,-1.0,47.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.199394331365794,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,0.0,47.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.4450803995637258,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,1.0,47.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4914778276060696,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,2.0,47.0,,,,,,63,,,,,,,,,
,,,0.0,,1.7119841861785299,,,,,analytic_cv,amp_rise_shape_by_stave,1.0,-1.0,47.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.2149092061194624,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,0.0,47.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.4150902936442646,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,1.0,47.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.4889043409385447,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,2.0,47.0,,,,,,63,,,,,,,,,
,,,0.0,,1.7063012802340907,,,,,analytic_cv,amp_rise_shape_by_stave,10.0,-1.0,47.0,,,,,,63,,,,,,,,,
,,,2799.0,,2.1956504277507682,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,0.0,47.0,,,,,,63,,,,,,,,,
,,,2841.0,,1.4049052536439075,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,1.0,47.0,,,,,,63,,,,,,,,,
,,,4710.0,,1.50098783068704,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,2.0,47.0,,,,,,63,,,,,,,,,
,,,0.0,,1.7005145040272385,,,,,analytic_cv,amp_rise_shape_by_stave,100.0,-1.0,47.0,,,,,,63,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B4,-4.122839885501529,-1.943525360522934,,,63,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B6,2.3869859922546364,1.1252359878136635,,,63,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,log_amp,-2.8153968379966168,-0.9186684180416438,,,63,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,stave_B8,1.7358538932468985,0.8182893727092728,,,63,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_amp_1000,-5.390192198185007,-0.7397472269207667,,,63,,,,,,,,,
,,,,,,,,,,analytic_coefficients,,,,,inv_sqrt_amp_1000,-0.367515051634704,-0.038036048728263425,,,63,,,,,,,,,
,,,,,,,,,,analytic_choice,,,,,,,,amp_only,100.0,63,,,,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,63,ridge,2.8629433444592385,waveform_only,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,63,ridge,2.272359546211697,waveform_only,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,63,ridge,2.362662941205233,waveform_only,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,63,ridge,2.499321943958723,waveform_only,,,,,,
,,,,,,,,,,,,0.1,0.0,,,,,,,63,ridge,2.8629432570892885,waveform_only,,,,,,
,,,,,,,,,,,,0.1,1.0,,,,,,,63,ridge,2.2722876195679524,waveform_only,,,,,,
,,,,,,,,,,,,0.1,2.0,,,,,,,63,ridge,2.3626384455834173,waveform_only,,,,,,
,,,,,,,,,,,,0.1,-1.0,,,,,,,63,ridge,2.4992897740802196,waveform_only,,,,,,
,,,,,,,,,,,,1.0,0.0,,,,,,,63,ridge,2.862960612117604,waveform_only,,,,,,
,,,,,,,,,,,,1.0,1.0,,,,,,,63,ridge,2.2716008826645777,waveform_only,,,,,,
,,,,,,,,,,,,1.0,2.0,,,,,,,63,ridge,2.3624282200709437,waveform_only,,,,,,
,,,,,,,,,,,,1.0,-1.0,,,,,,,63,ridge,2.4989965716177083,waveform_only,,,,,,
,,,,,,,,,,,,10.0,0.0,,,,,,,63,ridge,2.863723440218449,waveform_only,,,,,,
,,,,,,,,,,,,10.0,1.0,,,,,,,63,ridge,2.2666885441546953,waveform_only,,,,,,
,,,,,,,,,,,,10.0,2.0,,,,,,,63,ridge,2.3616167816447664,waveform_only,,,,,,
,,,,,,,,,,,,10.0,-1.0,,,,,,,63,ridge,2.4973429220059704,waveform_only,,,,,,
,,,,,,,,,,,,100.0,0.0,,,,,,,63,ridge,2.869980429675745,waveform_only,,,,,,
,,,,,,,,,,,,100.0,1.0,,,,,,,63,ridge,2.2498564262384533,waveform_only,,,,,,
,,,,,,,,,,,,100.0,2.0,,,,,,,63,ridge,2.3617743756527774,waveform_only,,,,,,
,,,,,,,,,,,,100.0,-1.0,,,,,,,63,ridge,2.4938704105223253,waveform_only,,,,,,
,,,,,,,,,,,,0.01,0.0,,,,,,,63,ridge,2.2784191103378295,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,1.0,,,,,,,63,ridge,1.903902372571943,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,2.0,,,,,,,63,ridge,2.0457096887572375,waveform_stave_onehot,,,,,,
,,,,,,,,,,,,0.01,-1.0,,,,,,,63,ridge,2.07601039055567,waveform_stave_onehot,,,,,,
