row_id,run,event_index,group,stave,stave_index,amplitude_adc,peak_sample,area_over_peak,tail_fraction,late_fraction,early_fraction,final_fraction,width50,width20,max_down_step,asymmetry,peak_group,manual_flag,log_amplitude,event_selected_staves,downstream_stave,early_peak_atom,late_peak_atom,low_area_atom,large_drop_atom,tail_atom,pretrigger_proxy_atom,delayed_peak_atom,saturation_proxy_atom,consensus_label,consensus_curated_any,p09_taxon,p09_curated_atom,waveform_abs_second_diff,consensus_failure_fresh_target
30,31,3615,sample_i_calib,B2,0,6127.5,5.0,8.752835,0.3266832,0.54914886,0.06383197,0.3233782,11.0,14.0,-0.19583839,0.40824682,prepeak_4_5,nominal,8.72070530078122,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7804973,0
31,31,3624,sample_i_calib,B4,1,2258.5,6.0,7.5324326,0.17281918,0.44677284,0.06104515,0.10205889,7.0,10.0,-0.1363737,0.27965558,nominal_6_9,nominal,7.722898828851334,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.090104,0
32,31,3660,sample_i_calib,B4,1,2703.0,8.0,7.4790974,0.2686486,0.6144638,0.002127028,0.11246763,8.0,11.0,-0.15057343,0.4813514,nominal_6_9,nominal,7.902487437162855,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.174621,0
33,31,3718,sample_i_calib,B2,0,2977.5,5.0,7.078085,0.07625149,0.29425862,0.18683276,0.011251049,7.0,10.0,-0.16053736,0.016109128,prepeak_4_5,nominal,7.9991750970687425,1,0,0,0,0,0,0,1,0,0,,,not_in_p09b_gallery,0,1.3917714,1
34,31,3855,sample_i_calib,B2,0,7010.0,6.0,8.306419,0.34998623,0.57616603,0.021432988,0.49671897,9.0,13.0,-0.21683311,0.47818917,nominal_6_9,nominal,8.855235623206967,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.0577745,0
35,31,3964,sample_i_calib,B2,0,9465.5,6.0,7.253922,0.30335557,0.50444937,0.052685622,0.38682583,5.0,14.0,-0.24805874,0.3812662,nominal_6_9,nominal,9.155514529692404,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,1.8344514,0
36,31,4033,sample_i_calib,B4,1,5387.5,10.0,6.5939674,0.5957495,0.98765665,-1.40745915e-05,0.5688167,9.0,9.0,-0.18672854,0.8861225,late_10_17,nominal,8.592022332036887,1,0,0,1,0,0,1,0,1,1,,,not_in_p09b_gallery,0,1.6460326,1
37,31,4184,sample_i_calib,B2,0,6516.5,6.0,8.302003,0.3394085,0.5659427,0.03130314,0.34105733,9.0,14.0,-0.22772962,0.45712566,nominal_6_9,nominal,8.782246145807656,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.3561728,0
38,31,4274,sample_i_calib,B4,1,3374.5,16.0,3.218551,0.99005616,1.001335,0.0002301814,0.9202845,3.0,4.0,-0.07971549,0.9993095,late_10_17,late_peak,8.124298740481926,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.2754482,1
39,31,4277,sample_i_calib,B2,0,8680.0,5.0,7.718549,0.30238667,0.49670878,0.09515351,0.41797236,6.0,14.0,-0.23513824,0.33173126,prepeak_4_5,nominal,9.068892008391808,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9144012,0
40,31,4348,sample_i_calib,B2,0,6647.5,5.0,8.698007,0.32890004,0.5414649,0.061700106,0.37660775,11.0,14.0,-0.21000373,0.40576795,prepeak_4_5,nominal,8.802146544296761,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7699885,0
41,31,4937,sample_i_calib,B2,0,3661.5,7.0,8.982112,0.28980175,0.6080789,0.010170883,0.23829032,9.0,13.0,-0.23460329,0.49393392,nominal_6_9,nominal,8.205901253325322,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6135464,0
42,31,4961,sample_i_calib,B4,1,2946.0,15.0,6.650713,0.81666917,1.0283264,-0.009748379,0.6476578,7.0,8.0,-0.20434493,1.0318991,late_10_17,late_peak,7.988542982737695,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.3750849,1
43,31,5036,sample_i_calib,B4,1,1003.0,7.0,7.8285146,0.18186449,0.4544065,0.07284768,0.13659023,7.0,11.0,-0.14157525,0.27445236,nominal_6_9,nominal,6.911747300251674,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,0.9601194,0
44,31,5274,sample_i_calib,B2,0,7524.5,6.0,7.8272314,0.34661096,0.56965667,0.015527369,0.4723902,7.0,13.0,-0.21729022,0.47584724,nominal_6_9,nominal,8.926052532592417,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9779388,0
45,31,5328,sample_i_calib,B4,1,4773.5,7.0,8.725254,0.4010564,0.6566506,0.0010444178,0.40211585,11.0,13.0,-0.14433855,0.5734814,nominal_6_9,nominal,8.471044535390257,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8722115,0
46,31,5351,sample_i_calib,B2,0,7069.5,6.0,8.243582,0.33503208,0.554935,0.040761523,0.40674728,8.0,14.0,-0.24386448,0.4381156,nominal_6_9,nominal,8.863686477747832,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1738453,0
47,31,5407,sample_i_calib,B4,1,1708.5,7.0,7.4234705,0.16533946,0.4577387,0.05806986,0.08691835,7.0,10.0,-0.14808309,0.2853032,nominal_6_9,nominal,7.443956209079356,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,0.9634181,0
48,31,5912,sample_i_calib,B2,0,6188.0,5.0,9.069812,0.3327632,0.5510834,0.068206124,0.3842922,12.0,14.0,-0.17647058,0.4065284,prepeak_4_5,nominal,8.73052880173936,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8141563,0
49,31,5959,sample_i_calib,B2,0,9176.5,6.0,7.444341,0.30276817,0.50592864,0.056863267,0.39802757,6.0,14.0,-0.23527491,0.376656,nominal_6_9,nominal,9.12451011537099,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8062441,0
50,31,5975,sample_i_calib,B2,0,5211.5,5.0,9.367169,0.32482532,0.5609214,0.056179196,0.3241869,11.0,14.0,-0.1636765,0.42398134,prepeak_4_5,nominal,8.558814866107056,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.613355,0
51,31,6043,sample_i_calib,B2,0,3809.5,6.0,9.012206,0.26304907,0.5658132,0.029637074,0.20619504,9.0,14.0,-0.25200158,0.435148,nominal_6_9,nominal,8.245515693106173,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9818875,0
52,31,6345,sample_i_calib,B2,0,7715.5,5.0,8.044585,0.32068056,0.5267852,0.06735355,0.4140367,8.0,14.0,-0.22344631,0.3869063,prepeak_4_5,nominal,8.951116172340885,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.702806,0
53,31,6443,sample_i_calib,B2,0,8566.0,5.0,7.6554985,0.31453103,0.5202129,0.063680865,0.42458558,6.0,14.0,-0.24807376,0.38525704,prepeak_4_5,nominal,9.055672891964043,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.974784,0
54,31,6464,sample_i_calib,B2,0,6701.5,6.0,8.177722,0.35348427,0.5810356,0.016066639,0.39386705,9.0,13.0,-0.21398193,0.48846778,nominal_6_9,nominal,8.810235870110114,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.1140044,0
55,31,6513,sample_i_calib,B2,0,9189.5,6.0,7.180042,0.31205958,0.52176386,0.025636172,0.401382,6.0,13.0,-0.23657435,0.42167446,nominal_6_9,nominal,9.125925620833819,1,0,0,0,0,0,0,0,0,1,,,not_in_p09b_gallery,0,1.9678981,0
56,31,6570,sample_i_calib,B2,0,8392.5,5.0,7.84796,0.30969876,0.513171,0.070941634,0.4323503,8.0,14.0,-0.21376228,0.37042236,prepeak_4_5,nominal,9.035212875762468,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7335718,0
57,31,6673,sample_i_calib,B2,0,8152.5,5.0,8.037657,0.31206983,0.51385695,0.080524065,0.4450782,8.0,14.0,-0.2222631,0.36199585,prepeak_4_5,nominal,9.006202561901333,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.785342,0
58,31,6689,sample_i_calib,B2,0,6450.5,6.0,8.516239,0.35617286,0.58824223,0.020688463,0.43632278,11.0,13.0,-0.21889776,0.4878126,nominal_6_9,nominal,8.772067940891901,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.2426167,0
59,31,6733,sample_i_calib,B4,1,2747.0,8.0,7.4262834,0.3168137,0.6837255,0.0004901961,0.13869676,7.0,11.0,-0.14524937,0.5520588,nominal_6_9,nominal,7.91862865334224,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.2307973,0
60,31,6778,sample_i_calib,B2,0,8272.5,7.0,6.1826534,0.40462598,0.68725806,0.024879754,0.44599578,6.0,12.0,-1.7208824,0.55983853,nominal_6_9,large_negative_step,9.020812914931899,1,0,0,0,0,1,0,0,0,0,,,not_in_p09b_gallery,0,9.524327,1
61,31,6944,sample_i_calib,B2,0,4203.5,7.0,9.086237,0.3639839,0.6493298,0.0021600253,0.29178065,9.0,13.0,-0.20863566,0.55413157,nominal_6_9,nominal,8.343910659272952,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.801118,0
62,31,6975,sample_i_calib,B4,1,3208.5,6.0,8.803803,0.20423405,0.49419403,0.06763549,0.16503039,9.0,13.0,-0.18544495,0.31495374,nominal_6_9,nominal,8.073870440751833,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.5409069,0
63,31,7074,sample_i_calib,B2,0,4618.0,6.0,9.68731,0.31057763,0.5601529,0.059303474,0.2936336,11.0,14.0,-0.14530098,0.41514668,nominal_6_9,nominal,8.437933510430605,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.3347768,0
64,31,7156,sample_i_calib,B2,0,5395.5,5.0,8.812529,0.30892992,0.54533315,0.07208505,0.29051986,11.0,14.0,-0.17866743,0.39163584,prepeak_4_5,nominal,8.593505874265402,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.668242,0
65,31,7264,sample_i_calib,B2,0,7295.0,6.0,8.296504,0.33388963,0.54949355,0.046560813,0.48389307,7.0,14.0,-0.21987659,0.4269617,nominal_6_9,nominal,8.895081531754167,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9765592,0
66,31,7684,sample_i_calib,B4,1,3080.0,5.0,8.489285,0.18330975,0.45412478,0.089302786,0.13474026,8.0,11.0,-0.18311691,0.25410184,prepeak_4_5,nominal,8.033009498596668,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6883118,0
67,31,7751,sample_i_calib,B4,1,1130.5,7.0,6.9084473,0.1540333,0.446799,0.03681178,0.09332154,7.0,10.0,-0.15391421,0.29148528,nominal_6_9,nominal,7.031299465073592,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.2507739,0
68,31,7811,sample_i_calib,B2,0,4017.0,5.0,9.146129,0.24259664,0.5294774,0.06518781,0.21010704,9.0,14.0,-0.20612395,0.36643988,prepeak_4_5,nominal,8.29853954537488,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.6061738,0
69,31,7813,sample_i_calib,B2,0,5924.0,6.0,8.38285,0.34907368,0.5879581,0.01661297,0.31465226,11.0,13.0,-0.20442271,0.49246877,nominal_6_9,nominal,8.686935966003333,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.028697,0
70,31,7833,sample_i_calib,B2,0,8413.0,6.0,7.5815997,0.324768,0.5441333,0.020114765,0.43302032,7.0,13.0,-0.2132414,0.44523707,nominal_6_9,nominal,9.037652264150466,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8776892,0
71,31,7885,sample_i_calib,B2,0,8127.0,6.0,7.457856,0.3374526,0.5570368,0.012588682,0.44739756,7.0,13.0,-0.24240184,0.46823958,nominal_6_9,nominal,9.003070169818264,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9627168,0
72,31,7908,sample_i_calib,B4,1,1055.0,5.0,3.6,-0.45787257,-0.28804633,0.35360718,-0.33364928,6.0,9.0,-0.2113744,-0.7567141,prepeak_4_5,nominal,6.962243464266207,1,0,0,0,0,0,0,1,0,0,,,not_in_p09b_gallery,0,1.4189574,1
73,31,8019,sample_i_calib,B2,0,7044.5,6.0,8.8151045,0.4056491,0.6101888,0.016707463,0.70430833,11.0,13.0,-0.22528213,0.52411515,nominal_6_9,nominal,8.86014439413516,1,0,0,0,0,0,0,0,1,0,,,not_in_p09b_gallery,0,2.4091134,0
74,31,8498,sample_i_calib,B4,1,3026.0,4.0,8.249174,0.12110408,0.35750338,0.18760516,0.045604758,8.0,11.0,-0.22901517,0.06537936,prepeak_4_5,nominal,8.01532730902172,1,0,1,0,0,0,0,1,0,0,,,not_in_p09b_gallery,0,1.9851289,1
75,31,9128,sample_i_calib,B2,0,7104.5,6.0,8.269547,0.32491362,0.53896105,0.053182073,0.39911324,7.0,14.0,-0.2053628,0.4112866,nominal_6_9,nominal,8.868624411031917,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8933067,0
76,31,9302,sample_i_calib,B2,0,5336.5,5.0,9.309659,0.33109242,0.5654577,0.050733685,0.33252132,11.0,14.0,-0.15740651,0.4340191,prepeak_4_5,nominal,8.58251265753688,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7494609,0
77,31,9473,sample_i_calib,B2,0,8899.5,5.0,8.840834,0.39596334,0.57095927,0.070876606,0.49648857,12.0,14.0,-0.24214846,0.43897992,prepeak_4_5,nominal,9.093862733917488,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.323052,0
78,31,9562,sample_i_calib,B4,1,3187.0,11.0,7.2911825,0.7212635,0.9959548,0.0003012437,0.60495764,8.0,9.0,-0.18920612,0.9623446,late_10_17,nominal,8.067149039910106,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.4427359,1
79,31,9583,sample_i_calib,B4,1,2692.0,14.0,5.270431,0.98005354,1.0090922,-0.0012686776,0.7295691,6.0,6.0,-0.15118873,1.0136031,late_10_17,late_peak,7.898411092811599,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.0453194,1
80,31,9727,sample_i_calib,B2,0,8449.0,5.0,7.9081545,0.30627397,0.50811183,0.076403864,0.431412,7.0,14.0,-0.21162271,0.35952467,prepeak_4_5,nominal,9.041921720351219,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7462423,0
81,31,9760,sample_i_calib,B2,0,2855.0,7.0,7.558669,0.20690455,0.49874884,0.029193697,0.12574431,8.0,11.0,-0.14570928,0.35815567,nominal_6_9,nominal,7.957177323459475,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.2045536,0
82,31,9790,sample_i_calib,B2,0,7478.0,6.0,7.908799,0.34522,0.5665855,0.021558283,0.47098154,7.0,13.0,-0.22813582,0.46927735,nominal_6_9,nominal,8.919854372191667,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,2.109789,0
83,31,9833,sample_i_calib,B2,0,6624.0,5.0,8.781401,0.32605556,0.5378559,0.070090085,0.39160627,11.0,14.0,-0.18448067,0.39306834,prepeak_4_5,nominal,8.798605650854423,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7865338,0
84,31,9934,sample_i_calib,B4,1,2589.5,16.0,3.8540256,1.024449,1.0210922,-0.003156313,0.9517281,4.0,5.0,-0.048271894,1.0268036,late_10_17,late_peak,7.859606186254843,1,0,0,1,0,0,1,0,1,0,,,not_in_p09b_gallery,0,1.0322456,1
85,31,10134,sample_i_calib,B2,0,9132.0,5.0,7.4578404,0.30266502,0.50662947,0.07507525,0.39881736,5.0,14.0,-0.23565483,0.36007634,prepeak_4_5,nominal,9.11964950669168,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.934078,0
86,31,10153,sample_i_calib,B2,0,6541.0,6.0,8.7714405,0.3415659,0.561195,0.046153318,0.44565052,10.0,14.0,-0.17459106,0.43856102,nominal_6_9,nominal,8.785998208098329,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.7983488,0
87,31,10203,sample_i_calib,B4,1,2245.5,4.0,5.384547,-0.10462326,0.08547679,0.2798362,-0.1859274,6.0,9.0,-0.20307279,-0.28703168,prepeak_4_5,nominal,7.717128728510215,1,0,1,0,0,0,0,1,0,0,,,not_in_p09b_gallery,0,1.6366065,1
88,31,10387,sample_i_calib,B2,0,8937.5,5.0,7.5220137,0.296558,0.48723006,0.10616856,0.40027973,6.0,14.0,-0.23876917,0.31248143,prepeak_4_5,nominal,9.098123068855143,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9780697,0
89,31,10510,sample_i_calib,B4,1,2796.0,6.0,7.7907724,0.16287932,0.42670888,0.08065923,0.09620887,8.0,10.0,-0.15200287,0.24234495,nominal_6_9,nominal,7.936302693201959,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.178827,0
90,31,10547,sample_i_calib,B2,0,6242.0,6.0,8.713873,0.33679593,0.5616268,0.04077806,0.3577379,10.0,14.0,-0.17206025,0.44319022,nominal_6_9,nominal,8.739216115061744,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9482538,0
91,31,10598,sample_i_calib,B4,1,3384.0,6.0,8.940308,0.22843261,0.53302044,0.042572882,0.19178487,8.0,13.0,-0.22163123,0.38378394,nominal_6_9,nominal,8.127109185346375,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.8868203,0
92,31,10735,sample_i_calib,B2,0,2581.0,8.0,7.367687,0.26624945,0.59991586,0.00015776184,0.11894614,8.0,11.0,-0.14800468,0.47549433,nominal_6_9,nominal,7.856319571406588,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.1398685,0
93,31,10806,sample_i_calib,B2,0,7862.0,6.0,7.841007,0.33492845,0.5569867,0.015069916,0.46298653,7.0,13.0,-0.2216993,0.4625929,nominal_6_9,nominal,8.969923491991516,1,0,0,0,0,0,0,0,0,0,,,not_in_p09b_gallery,0,1.9409816,0
