secondary_amplitude_sideband,delay_cell,baseline_state,saturation_support,method,n_events,n_accepted,coverage,bad_recovery_rate,recovered_time_rms_ns,charge_fractional_bias_proxy,charge_fractional_res68_proxy,sideband_calibration_ece,fixed_risk_support_fraction,risk_coverage_score
sec_low_0p12_0p35,delay_close_1p5_3,s16_mild_lowering,unsat_nominal,ridge_linear,159,0,0.0,,,0.0,,0.6973217676403908,0.0,
sec_low_0p12_0p35,delay_close_1p5_3,s16_no_lowering,sat_high_amp_no_large_lowering,cnn_1d_dual_head,130,0,0.0,,,0.0,,0.5215555289616952,0.0,
sec_low_0p12_0p35,delay_close_1p5_3,s16_no_lowering,sat_high_amp_no_large_lowering,consensus_abstention_ensemble,196,2,0.01020408163265306,0.0,1.9972341811017336,0.002870032422106502,0.05157701002381686,0.802713443363636,,0.01020408163265306
sec_low_0p12_0p35,delay_close_1p5_3,s16_no_lowering,unsat_nominal,cnn_1d_dual_head,511,0,0.0,,,0.0,,0.5419581403587662,0.0,
sec_low_0p12_0p35,delay_close_1p5_3,s16_no_lowering,unsat_nominal,consensus_abstention_ensemble,815,12,0.014723926380368098,0.0,2.2230799220135085,0.0019858170676357798,0.0764618706806769,0.7836946092263323,,0.014723926380368098
sec_low_0p12_0p35,delay_close_1p5_3,s16_no_lowering,unsat_nominal,gradient_boosted_trees,182,111,0.6098901098901099,0.0,2.1445410324915044,0.0577869357287726,0.05731619820542294,0.5549029127585349,,0.6098901098901099
sec_low_0p12_0p35,delay_close_1p5_3,s16_no_lowering,unsat_nominal,mlp,99,70,0.7070707070707071,0.0,2.175199429792987,-0.04126246620568112,0.03779158362796567,0.7076558745383512,,0.7070707070707071
sec_low_0p12_0p35,delay_close_1p5_3,s16_no_lowering,unsat_nominal,ridge_linear,282,0,0.0,,,0.0,,0.6186291944039007,0.0,
sec_low_0p12_0p35,delay_far_gt5,s16_no_lowering,unsat_nominal,cnn_1d_dual_head,109,0,0.0,,,0.0,,0.5789063485390549,0.0,
sec_low_0p12_0p35,delay_far_gt5,s16_no_lowering,unsat_nominal,traditional_template_fit,81,80,0.9876543209876543,0.0,2.1444377439070013,0.003960243200785335,0.0,0.12514627611363752,,0.9876543209876543
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,cnn_1d_dual_head,202,0,0.0,,,0.0,,0.46084778136251,0.0,
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,consensus_abstention_ensemble,133,41,0.3082706766917293,0.1951219512195122,5.8310779308661855,0.003079278483820322,0.033181575480111324,0.4627644980787038,0.0,0.2481203007518797
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,gradient_boosted_trees,272,169,0.6213235294117647,0.13609467455621302,5.830068876293274,0.07783035188160006,0.04517803649940538,0.49947878929557993,0.6507936507936508,0.5367647058823529
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,mlp,122,67,0.5491803278688525,0.1791044776119403,5.439350728381472,-0.06865518827356583,0.05400754613003897,0.7207320014802164,0.0,0.4508196721311476
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,ridge_linear,242,9,0.0371900826446281,0.0,5.777194494706309,-0.005860110721777123,0.05776648342807221,0.4788192591109548,0.02127659574468085,0.0371900826446281
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,cnn_1d_dual_head,504,42,0.08333333333333333,0.0,15.427930677477011,0.01558862806730021,0.026494465470314033,0.5406431616653526,,0.08333333333333333
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,consensus_abstention_ensemble,316,51,0.16139240506329114,0.0,14.510543594709912,0.01812292607262742,0.030758293925549657,0.6811214045833944,,0.16139240506329114
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,gradient_boosted_trees,697,401,0.5753228120516499,0.0,13.703419320217634,0.0847670550199882,0.040066582085843995,0.6640966980685379,,0.5753228120516499
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,mlp,159,101,0.6352201257861635,0.0,8.467016351418636,-0.05922356641805904,0.0525594142061421,0.75234847983413,,0.6352201257861635
sec_low_0p12_0p35,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,ridge_linear,190,12,0.06315789473684211,0.0,7.717030374990373,0.014114650801234363,0.05822297909008668,0.5814881853446892,,0.06315789473684211
sec_low_0p12_0p35,delay_fit_unavailable,s16_no_lowering,sat_high_amp_no_large_lowering,cnn_1d_dual_head,302,0,0.0,,,0.0,,0.5305706637584611,0.0,
sec_low_0p12_0p35,delay_fit_unavailable,s16_no_lowering,unsat_nominal,cnn_1d_dual_head,96,0,0.0,,,0.0,,0.4610734932745496,0.0,
sec_low_0p12_0p35,delay_late_3_5,s16_no_lowering,unsat_nominal,cnn_1d_dual_head,83,0,0.0,,,0.0,,0.5267431969384113,0.0,
sec_low_0p12_0p35,delay_late_3_5,s16_no_lowering,unsat_nominal,consensus_abstention_ensemble,80,2,0.025,0.0,2.0282432423963477,0.0058267410976414104,0.10093500748031685,0.7162377250548339,,0.025
sec_mid_0p35_0p70,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,ridge_linear,95,12,0.12631578947368421,0.3333333333333333,6.568533397169047,0.04700867613250713,0.02643344817960558,0.3275227343939953,0.0,0.08421052631578949
sec_tiny_lt0p12,delay_close_1p5_3,s16_large_lowering,sat_high_amp_large_lowering,cnn_1d_dual_head,134,0,0.0,,,0.0,,0.7957688287220228,0.0,
sec_tiny_lt0p12,delay_close_1p5_3,s16_large_lowering,sat_high_amp_large_lowering,gradient_boosted_trees,148,69,0.46621621621621623,0.014492753623188406,2.4169089106131207,0.014150385346376986,0.19293891197186666,0.8317174827746954,0.5056179775280899,0.4594594594594595
sec_tiny_lt0p12,delay_close_1p5_3,s16_large_lowering,sat_high_amp_large_lowering,mlp,147,89,0.6054421768707483,0.033707865168539325,2.0600356834663103,-0.030516852210196267,0.16258303193489668,0.8556303610222578,0.5604395604395604,0.5850340136054422
sec_tiny_lt0p12,delay_close_1p5_3,s16_large_lowering,sat_high_amp_large_lowering,ridge_linear,110,1,0.00909090909090909,0.0,6.145165268790801,0.000687583247594869,0.0,0.8779881809082656,0.0,0.00909090909090909
sec_tiny_lt0p12,delay_close_1p5_3,s16_mild_lowering,unsat_nominal,cnn_1d_dual_head,251,0,0.0,,,0.0,,0.7794164920529998,0.0,
sec_tiny_lt0p12,delay_close_1p5_3,s16_mild_lowering,unsat_nominal,gradient_boosted_trees,317,161,0.5078864353312302,0.0,2.0933720726030027,0.02142273727254584,0.03678280662886657,0.8332294327580512,,0.5078864353312302
sec_tiny_lt0p12,delay_close_1p5_3,s16_mild_lowering,unsat_nominal,mlp,379,216,0.5699208443271768,0.0,2.080764098792467,-0.004784443168689232,0.037833865496898045,0.9584722202348634,,0.5699208443271768
sec_tiny_lt0p12,delay_close_1p5_3,s16_mild_lowering,unsat_nominal,ridge_linear,249,0,0.0,,,0.0,,0.9324767581844902,0.0,
sec_tiny_lt0p12,delay_close_1p5_3,s16_no_lowering,sat_high_amp_no_large_lowering,gradient_boosted_trees,177,101,0.5706214689265536,0.0,1.8632220277517508,0.0008333693746781466,0.060385631358432085,0.83885359913682,,0.5706214689265536
sec_tiny_lt0p12,delay_close_1p5_3,s16_no_lowering,sat_high_amp_no_large_lowering,mlp,189,125,0.6613756613756614,0.0,1.922527244976649,-0.012567972932741511,0.07087823562948886,0.9835571064819352,,0.6613756613756614
sec_tiny_lt0p12,delay_close_1p5_3,s16_no_lowering,sat_high_amp_no_large_lowering,ridge_linear,148,0,0.0,,,0.0,,0.8858364816178385,0.0,
sec_tiny_lt0p12,delay_close_1p5_3,s16_no_lowering,unsat_nominal,cnn_1d_dual_head,350,0,0.0,,,0.0,,0.7682755300509078,0.0,
sec_tiny_lt0p12,delay_close_1p5_3,s16_no_lowering,unsat_nominal,gradient_boosted_trees,671,376,0.5603576751117735,0.0,2.129929070728338,0.004149202771140181,0.039891008478185386,0.8174652164272078,,0.5603576751117735
sec_tiny_lt0p12,delay_close_1p5_3,s16_no_lowering,unsat_nominal,mlp,756,497,0.6574074074074074,0.0,2.127244727359972,-0.016676250253158442,0.04475494835982802,0.948759181035906,,0.6574074074074074
sec_tiny_lt0p12,delay_close_1p5_3,s16_no_lowering,unsat_nominal,ridge_linear,573,0,0.0,,,0.0,,0.8871602804384378,0.0,
sec_tiny_lt0p12,delay_far_gt5,s16_no_lowering,unsat_nominal,consensus_abstention_ensemble,121,0,0.0,,,0.0,,0.8151375555486883,0.0,
sec_tiny_lt0p12,delay_far_gt5,s16_no_lowering,unsat_nominal,gradient_boosted_trees,131,80,0.6106870229007634,0.0,2.152315671099894,-0.0008786537330834725,0.08522691579144197,0.8363937405197168,,0.6106870229007634
sec_tiny_lt0p12,delay_far_gt5,s16_no_lowering,unsat_nominal,mlp,127,74,0.5826771653543307,0.0,2.13108500447532,-0.011084332032599887,0.07750631344411335,0.9762452044062808,,0.5826771653543307
sec_tiny_lt0p12,delay_far_gt5,s16_no_lowering,unsat_nominal,ridge_linear,108,0,0.0,,,0.0,,0.878093464853571,0.0,
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,cnn_1d_dual_head,434,0,0.0,,,0.0,,0.7059482129050358,0.0,
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,consensus_abstention_ensemble,492,33,0.06707317073170732,0.2727272727272727,5.6375039349666825,0.0036907880257375713,0.02483131502441774,0.6596223197508988,0.0,0.04878048780487805
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,gradient_boosted_trees,345,173,0.5014492753623189,0.1907514450867052,5.19675112300854,0.031232411035937158,0.030053214153266537,0.671893306532383,0.0,0.4057971014492754
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,mlp,398,250,0.628140703517588,0.128,5.378593999128821,0.004589396172704465,0.026289061813205415,0.7827126582447932,0.6613756613756614,0.5477386934673367
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,ridge_linear,258,2,0.007751937984496124,0.0,7.054285873921381,0.0,0.0,0.7898170328950267,0.0,0.007751937984496124
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,traditional_template_fit,645,0,0.0,,,0.0,,0.8573643410852714,0.0,
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,cnn_1d_dual_head,590,5,0.00847457627118644,0.0,29.72201425049358,0.0003854610249360527,0.045898541429196485,0.8092566732121869,,0.00847457627118644
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,consensus_abstention_ensemble,765,87,0.11372549019607843,0.0,15.410852190745342,0.0032461238028292823,0.02425393991331517,0.7290436938455327,,0.11372549019607843
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,gradient_boosted_trees,392,193,0.4923469387755102,0.0,6.262234945983172,0.009746963768110645,0.019897636459640638,0.7750051045207718,,0.4923469387755102
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,mlp,706,409,0.5793201133144475,0.0,10.740656494034377,-0.003950036097826468,0.021892507175179,0.7676833509473895,,0.5793201133144475
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,ridge_linear,778,16,0.02056555269922879,0.0,24.22337114422026,0.00037403096174202464,0.01879169383071828,0.9011053352811116,,0.02056555269922879
sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,unsat_large_lowering,traditional_template_fit,1144,0,0.0,,,0.0,,1.0,0.0,
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,sat_high_amp_no_large_lowering,cnn_1d_dual_head,110,0,0.0,,,0.0,,0.7951654604890129,0.0,
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,sat_high_amp_no_large_lowering,consensus_abstention_ensemble,404,1,0.0024752475247524753,0.0,5.7531157888819155,0.00019408839426045255,0.0,0.8155154872871289,,0.0024752475247524753
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,sat_high_amp_no_large_lowering,gradient_boosted_trees,398,227,0.5703517587939698,0.0,5.505285630267941,0.0013447237581209227,0.014498854709252851,0.8498565127897271,,0.5703517587939698
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,sat_high_amp_no_large_lowering,mlp,399,248,0.6215538847117794,0.0,5.547376258572543,-0.014009328057626546,0.020580533865350772,0.9920159471544139,,0.6215538847117794
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,sat_high_amp_no_large_lowering,ridge_linear,373,0,0.0,,,0.0,,0.8703435841358762,0.0,
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,sat_high_amp_no_large_lowering,traditional_template_fit,413,0,0.0,,,0.0,,1.0,0.0,
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,unsat_nominal,consensus_abstention_ensemble,92,1,0.010869565217391304,0.0,6.314954709580305,0.001181060679740475,0.0,0.7539565731434027,,0.010869565217391304
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,unsat_nominal,gradient_boosted_trees,80,52,0.65,0.0,3.2511700016249234,0.011941726682898814,0.028082002804797144,0.8236445531018575,,0.65
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,unsat_nominal,mlp,92,55,0.5978260869565217,0.0,3.470644657774098,-0.018519863161304263,0.02791329118801689,0.9656956750227028,,0.5978260869565217
sec_tiny_lt0p12,delay_fit_unavailable,s16_no_lowering,unsat_nominal,traditional_template_fit,106,0,0.0,,,0.0,,1.0,0.0,
sec_tiny_lt0p12,delay_late_3_5,s16_large_lowering,sat_high_amp_large_lowering,cnn_1d_dual_head,122,0,0.0,,,0.0,,0.8190680496074015,0.0,
sec_tiny_lt0p12,delay_late_3_5,s16_large_lowering,sat_high_amp_large_lowering,consensus_abstention_ensemble,102,1,0.00980392156862745,0.0,5.271361764914674,0.0004472616316901184,0.0,0.8003494995833285,0.02,0.00980392156862745
sec_tiny_lt0p12,delay_late_3_5,s16_large_lowering,sat_high_amp_large_lowering,gradient_boosted_trees,104,53,0.5096153846153846,0.09433962264150944,2.6040394129742426,0.03207364550583641,0.1098800572994012,0.7831000712143631,0.5769230769230769,0.4615384615384615
sec_tiny_lt0p12,delay_late_3_5,s16_large_lowering,sat_high_amp_large_lowering,mlp,89,50,0.5617977528089888,0.06,2.5679023441006628,-0.03274600426874245,0.1294057049928832,0.798812263901303,0.5813953488372093,0.5280898876404494
sec_tiny_lt0p12,delay_late_3_5,s16_large_lowering,sat_high_amp_large_lowering,ridge_linear,97,0,0.0,,,0.0,,0.9088133174776181,0.0,
sec_tiny_lt0p12,delay_late_3_5,s16_large_lowering,sat_high_amp_large_lowering,traditional_template_fit,108,4,0.037037037037037035,0.25,1.8612363752251884,0.0031690754316071467,0.0,0.9535641718480308,0.0,0.027777777777777776
sec_tiny_lt0p12,delay_late_3_5,s16_no_lowering,unsat_nominal,mlp,92,60,0.6521739130434783,0.0,2.163137243717153,-0.0005615834783778521,0.22050663508795942,0.9603265302652194,,0.6521739130434783
