run,stave,stave_idx,amplitude_adc,baseline_adc,pid_name,true_energy_mev,g4_n_sci_hits,split_name,tail_amplitude_bin,pedestal_history_bin,pulse_shape_bin,energy_bin,particle_family,pileup_flag,saturation_flag
58,B6,2,7705.625,83.83516,proton,84.52522867630779,4,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_high,proton_family,pileup_truth,linear_truth
58,B8,3,11697.123,-5.5709515,deuteron,76.92648551965502,2,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
58,B8,3,10119.889,55.419197,proton,54.40807934213649,4,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B2,0,19084.047,-823.0953,deuteron,107.40197676925028,4,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,pileup_truth,saturation_truth
58,B6,2,12658.939,-27.312984,proton,68.22648007474939,4,run_heldout,tail_mid,pedestal_quiet,mid_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
58,B6,2,13190.455,23.7315,proton,55.1163273610302,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
58,B2,0,3213.391,-53.2569,proton,12.885633129458595,3,run_heldout,tail_low,pedestal_mid,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B2,0,14116.022,-191.56226,proton,54.67816030142495,4,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_low,proton_family,pileup_truth,saturation_truth
58,B6,2,9419.749,65.1659,deuteron,44.7242181645244,1,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
58,B8,3,11947.655,-298.1303,deuteron,42.02075104648698,1,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
58,B4,1,16363.369,-545.1499,proton,87.79499208395387,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,pileup_truth,saturation_truth
58,B6,2,11336.8125,73.47497,proton,53.12421123610325,4,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B6,2,15495.392,-24.77855,deuteron,74.45963518267904,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
58,B8,3,13387.457,29.503565,proton,55.73287109411977,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
58,B8,3,15547.078,10.071953,deuteron,61.26348144828637,3,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
58,B4,1,13998.359,-196.67503,deuteron,55.0483920558468,1,run_heldout,tail_low,pedestal_mid,mid_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
58,B8,3,15747.488,10.673216,deuteron,62.32511871359429,2,run_heldout,tail_mid,pedestal_quiet,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
58,B2,0,11270.703,-66.96948,proton,44.492217344417824,7,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_low,proton_family,pileup_truth,linear_truth
58,B2,0,14161.224,-339.82654,deuteron,42.34289615773687,1,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,saturation_truth
58,B6,2,9635.947,41.892796,deuteron,48.16429574015714,1,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
58,B8,3,8431.131,-635.7035,deuteron,69.14047956960137,2,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
58,B2,0,11260.497,1321.1892,proton,85.14074323985093,4,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_high,proton_family,pileup_truth,linear_truth
58,B8,3,13966.431,14.231745,deuteron,76.22867515659755,2,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
58,B2,0,12990.945,95.95404,proton,99.56608192112066,3,run_heldout,tail_mid,pedestal_mid,high_harmonic,energy_high,proton_family,pileup_truth,linear_truth
58,B6,2,13881.832,-423.82178,proton,91.15056743149776,4,run_heldout,tail_mid,pedestal_memory,high_harmonic,energy_high,proton_family,pileup_truth,linear_truth
58,B4,1,14843.528,-287.59833,proton,51.854105458002486,3,run_heldout,tail_mid,pedestal_memory,mid_harmonic,energy_low,proton_family,pileup_truth,saturation_truth
58,B4,1,14897.091,-147.5972,deuteron,62.92892048291713,3,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
58,B6,2,15842.759,3.7721987,proton,71.95166149063418,2,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
58,B4,1,13720.178,201.8559,deuteron,74.840123450763,2,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
58,B2,0,15123.04,-159.74644,proton,56.007476333169656,4,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
58,B8,3,6068.684,-816.83136,proton,11.353028493968951,1,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,linear_truth
58,B6,2,7540.4316,18.568344,proton,53.71161914947256,4,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
58,B4,1,14309.812,-1466.2936,proton,79.85992512242773,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
58,B4,1,20055.23,-1976.8242,proton,85.67073180562942,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
58,B8,3,14954.815,-316.04227,proton,71.88087874344453,4,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
58,B8,3,9028.561,-25.375126,deuteron,46.88659142282633,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
58,B4,1,5835.3555,-67.08008,deuteron,66.07702360189931,2,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
58,B2,0,21430.654,-1200.3469,deuteron,55.99573965176257,2,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
58,B2,0,17401.684,-355.44122,proton,54.96879051529504,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,saturation_truth
58,B2,0,2029.1545,-526.11566,proton,4.291651514797086,1,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,linear_truth
58,B4,1,14790.793,-197.8611,proton,81.22461287769481,4,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
58,B8,3,16810.75,6.8676496,proton,86.94570648123813,5,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
58,B6,2,12050.347,28.480402,proton,84.36872136263707,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
58,B4,1,15483.612,-911.07806,deuteron,54.74434388831037,3,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,single_truth,saturation_truth
58,B4,1,13612.438,-71.12486,proton,88.56770463123829,4,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_high,proton_family,single_truth,linear_truth
58,B8,3,9338.405,-10.631292,proton,87.943484336191,7,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
58,B2,0,14404.111,-60.642708,deuteron,59.72931994816602,2,run_heldout,tail_low,pedestal_mid,mid_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
58,B6,2,13914.93,3.8174276,deuteron,118.14890438519532,7,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
58,B8,3,11083.371,-22.425898,proton,56.17663080300875,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_mid,proton_family,single_truth,linear_truth
58,B6,2,5209.8774,3.4055305,deuteron,22.285047281579327,1,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
58,B6,2,6683.011,-36.455864,deuteron,73.65284456730302,2,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
58,B6,2,13777.176,-18.224054,proton,55.04794081276699,4,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,proton_family,single_truth,linear_truth
58,B8,3,20312.28,-74.83435,proton,62.7304500559718,2,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_mid,proton_family,single_truth,saturation_truth
58,B4,1,15617.933,-212.16872,proton,99.08415627023648,3,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
58,B2,0,9528.28,-25.167793,proton,91.63251401034358,4,run_heldout,tail_mid,pedestal_quiet,low_harmonic,energy_high,proton_family,single_truth,linear_truth
58,B4,1,15364.249,-340.41754,deuteron,64.88344585930726,1,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
58,B8,3,7641.0127,-25.409332,proton,80.66671703110552,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
58,B6,2,11738.235,-638.121,proton,82.89163666911588,6,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,linear_truth
58,B4,1,16442.621,-63.41236,deuteron,83.38871396890144,2,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
58,B4,1,16793.893,35.622314,deuteron,82.53891095501127,2,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
58,B6,2,12271.879,26.321423,proton,70.72825217982415,4,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_mid,proton_family,single_truth,linear_truth
58,B2,0,15148.751,-111.585526,proton,53.18267706965746,3,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_low,proton_family,single_truth,saturation_truth
58,B8,3,10729.032,-27.646729,proton,51.25148681188479,4,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
58,B8,3,16063.141,15.626484,deuteron,80.29381614379612,2,run_heldout,tail_high,pedestal_quiet,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
58,B6,2,5304.869,-16.062338,deuteron,21.919932320492784,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
58,B2,0,22617.344,-584.0504,proton,83.95339301921533,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
58,B6,2,8087.262,-11.172116,deuteron,31.964641595450782,1,run_heldout,tail_low,pedestal_quiet,low_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
58,B2,0,9199.82,-196.30286,deuteron,63.45163607200461,2,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
58,B2,0,8054.5127,-74.004196,proton,30.74460565457909,1,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_low,proton_family,single_truth,linear_truth
58,B4,1,9170.086,-36.596363,proton,89.13059896245224,3,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
58,B6,2,17254.629,-2.7921715,proton,72.61627196164591,2,run_heldout,tail_mid,pedestal_quiet,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
58,B4,1,16247.364,-818.07776,proton,90.89259183271469,4,run_heldout,tail_high,pedestal_memory,low_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
58,B2,0,16517.473,-70.286835,proton,81.18661572689099,4,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_high,proton_family,single_truth,saturation_truth
58,B6,2,10467.471,-23.076397,deuteron,44.50699115238225,1,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
58,B6,2,13375.628,-76.569664,proton,99.7095936008662,3,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
58,B2,0,12968.703,-113.95219,deuteron,48.90863806922451,1,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
58,B2,0,7367.1343,141.8286,proton,47.44053896568381,5,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B6,2,12261.248,-583.64014,proton,101.14269735636896,9,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,proton_family,pileup_truth,linear_truth
60,B4,1,3717.8992,-1187.0894,proton,13.558987832548752,1,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B6,2,15810.55,-46.28825,deuteron,124.1299467491636,3,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
60,B4,1,7989.9717,-178.68132,deuteron,32.09311599144715,1,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B4,1,14424.1875,-1787.3639,deuteron,48.1872412574644,1,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,saturation_truth
60,B6,2,12691.74,-30.164516,proton,91.26940322390902,3,run_heldout,tail_high,pedestal_quiet,low_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,linear_truth
60,B6,2,15346.054,-24.950361,proton,69.22725559257663,6,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
60,B4,1,12778.951,-390.9722,deuteron,52.04665825249626,2,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B2,0,12141.841,-38.015,proton,56.099983029140375,3,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
60,B6,2,14266.036,-547.4171,proton,131.58173479861472,5,run_heldout,tail_mid,pedestal_memory,mid_harmonic,energy_high,proton_family,pileup_truth,saturation_truth
60,B8,3,2623.456,-13.535422,proton,13.793107529431502,1,run_heldout,tail_mid,pedestal_quiet,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B2,0,15913.952,46.02209,proton,85.8613430643989,4,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_high,proton_family,pileup_truth,saturation_truth
60,B2,0,19076.994,-63.997528,deuteron,76.07871305440389,2,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
60,B8,3,15915.344,-34.499535,deuteron,75.56060194361015,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
60,B6,2,6397.3887,17.488026,proton,25.22254350226771,3,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B2,0,8603.101,643.86346,proton,46.614506064330754,5,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B8,3,16354.393,-363.2254,deuteron,115.9601390317597,3,run_heldout,tail_high,pedestal_memory,mid_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
60,B6,2,11319.776,-440.54636,deuteron,42.9232229855115,5,run_heldout,tail_low,pedestal_memory,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B6,2,8703.344,22.472843,deuteron,110.5081797490544,3,run_heldout,tail_mid,pedestal_quiet,low_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
60,B8,3,11688.77,-417.94394,proton,50.51435249099376,4,run_heldout,tail_mid,pedestal_memory,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B8,3,8515.133,-45.82554,deuteron,57.27668289135973,2,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,linear_truth
60,B8,3,13203.212,61.817642,proton,70.36410838016488,4,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
60,B8,3,9907.987,18.380386,proton,54.48023926555058,4,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B4,1,15654.096,-23.659615,deuteron,66.08246714625336,1,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
60,B8,3,17746.662,-61.113155,proton,77.53392397557083,4,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
60,B4,1,10406.303,17.179108,proton,39.56257196142566,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B8,3,7741.2935,10.64248,proton,29.86306711166188,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B4,1,10879.011,171.87833,proton,52.671418863688416,3,run_heldout,tail_low,pedestal_mid,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B4,1,9488.53,-313.0985,deuteron,35.33619802326554,1,run_heldout,tail_high,pedestal_memory,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B2,0,16524.314,-10.168312,proton,57.770542901319295,4,run_heldout,tail_high,pedestal_quiet,low_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
60,B8,3,2222.8262,-21.498001,proton,10.398209079599924,1,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B6,2,13557.678,10.5141325,deuteron,94.0985934927795,3,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_high,deuteron_other_family,pileup_truth,linear_truth
60,B8,3,15784.775,-80.30365,deuteron,118.2799639747804,3,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_high,deuteron_other_family,pileup_truth,saturation_truth
60,B2,0,24619.16,-2448.9675,deuteron,72.0548674532058,2,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
60,B8,3,13830.76,-49.972996,proton,55.51540811124856,3,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_mid,proton_family,pileup_truth,linear_truth
60,B6,2,17821.84,-845.9784,deuteron,77.2128882266635,2,run_heldout,tail_high,pedestal_memory,high_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
60,B2,0,1293.5901,-39.329224,proton,0.8777816986230146,1,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_low,proton_family,pileup_truth,linear_truth
60,B6,2,6522.395,-3.0874825,deuteron,23.459598814762504,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B6,2,1788.6173,-29.715767,deuteron,3.50059317119434,1,run_heldout,tail_mid,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B2,0,17941.455,-111.77805,deuteron,81.62044542239828,2,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_high,external_high_energy_tail_family,pileup_truth,saturation_truth
60,B8,3,15255.311,-49.786877,deuteron,61.89838811982781,1,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
60,B2,0,14441.397,-282.18442,proton,58.16002486187358,4,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_mid,proton_family,pileup_truth,saturation_truth
60,B6,2,15686.211,1.3524423,deuteron,80.99241396102106,2,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_high,deuteron_other_family,pileup_truth,saturation_truth
60,B4,1,13010.021,-342.18445,deuteron,47.30020766570836,2,run_heldout,tail_high,pedestal_memory,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B4,1,13348.3125,-49.747314,deuteron,51.55441947772604,1,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_low,deuteron_other_family,pileup_truth,linear_truth
60,B8,3,14096.592,-265.39053,proton,54.82414254746064,4,run_heldout,tail_high,pedestal_memory,high_harmonic,energy_low,proton_family,pileup_truth,saturation_truth
60,B2,0,12798.831,270.51022,proton,87.19869478064038,2,run_heldout,tail_low,pedestal_memory,high_harmonic,energy_high,proton_family,pileup_truth,linear_truth
60,B2,0,15610.214,-810.9648,deuteron,59.45894793218553,2,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_mid,deuteron_other_family,pileup_truth,saturation_truth
60,B2,0,9067.498,-66.4432,proton,56.14274768565457,4,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_mid,proton_family,single_truth,linear_truth
60,B8,3,5847.0674,-41.797535,proton,51.5528755420647,3,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B4,1,12923.163,-18.181696,deuteron,80.02779630102508,2,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
60,B8,3,14800.939,46.12751,deuteron,89.28644393341705,4,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
60,B2,0,12221.288,-66.0579,deuteron,120.90789613192216,5,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
60,B4,1,9994.389,-21.56932,proton,53.61127661572636,4,run_heldout,tail_mid,pedestal_quiet,low_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B6,2,9587.453,4.4041405,proton,57.78398761041077,4,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_mid,proton_family,single_truth,linear_truth
60,B2,0,15169.501,-29.166584,deuteron,119.70946086214542,3,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
60,B2,0,11443.846,-173.86699,deuteron,59.70847812274714,2,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_mid,deuteron_other_family,single_truth,linear_truth
60,B2,0,22813.668,-1804.7227,deuteron,115.3827382783292,6,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
60,B6,2,2280.6172,22.669453,proton,9.168895654680991,1,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B4,1,10577.43,-58.081543,deuteron,44.92907328412333,2,run_heldout,tail_low,pedestal_mid,low_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
60,B6,2,14433.518,-17.105206,deuteron,59.65988255967926,2,run_heldout,tail_low,pedestal_quiet,low_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
60,B2,0,9329.067,-72.64187,proton,29.32318396598452,2,run_heldout,tail_mid,pedestal_mid,low_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B4,1,15681.066,9.761049,deuteron,72.4401815370823,2,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
60,B8,3,17668.38,-164.72029,proton,91.71157026855388,4,run_heldout,tail_high,pedestal_mid,low_harmonic,energy_high,external_high_energy_tail_family,single_truth,saturation_truth
60,B8,3,14591.079,-129.68466,proton,56.452558967957714,4,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
60,B2,0,16716.695,-862.864,proton,85.90900789909048,4,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
60,B8,3,9988.9795,-628.45874,proton,53.05068548171101,3,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B8,3,7501.4585,-35.180534,deuteron,83.01234663490682,2,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_high,deuteron_other_family,single_truth,linear_truth
60,B6,2,2196.6865,5.327588,proton,8.848568020353405,1,run_heldout,tail_low,pedestal_quiet,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B8,3,11949.307,10.072789,deuteron,42.24522383316938,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
60,B4,1,19018.957,-1417.9807,deuteron,63.486614355385136,1,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
60,B8,3,12810.236,46.17564,proton,52.318466102120496,3,run_heldout,tail_high,pedestal_mid,high_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B2,0,19301.2,-1086.1921,deuteron,75.76739732463112,2,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
60,B6,2,14846.744,-33.226345,deuteron,66.90924527513717,2,run_heldout,tail_low,pedestal_quiet,high_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
60,B8,3,12975.24,35.939037,proton,58.196699315110365,4,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,proton_family,single_truth,linear_truth
60,B4,1,9334.031,-46.66224,deuteron,103.02668754325002,3,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
60,B4,1,9794.25,-48.336624,proton,72.12879195863373,4,run_heldout,tail_low,pedestal_mid,mid_harmonic,energy_mid,proton_family,single_truth,linear_truth
60,B2,0,17505.402,-271.58905,proton,84.1738311549841,2,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,proton_family,single_truth,saturation_truth
60,B8,3,14368.736,-66.21625,proton,72.68512296792284,2,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
60,B2,0,14825.261,-284.11725,proton,52.51117266743563,3,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,saturation_truth
60,B4,1,14118.011,36.515636,proton,56.30710203593685,3,run_heldout,tail_mid,pedestal_mid,mid_harmonic,energy_mid,proton_family,single_truth,saturation_truth
60,B2,0,4683.209,-1781.9148,proton,10.022031287495414,1,run_heldout,tail_low,pedestal_memory,mid_harmonic,energy_low,proton_family,single_truth,linear_truth
60,B4,1,19300.154,-1049.6116,deuteron,64.42530843373206,2,run_heldout,tail_mid,pedestal_memory,mid_harmonic,energy_mid,deuteron_other_family,single_truth,saturation_truth
60,B2,0,21501.9,-1779.2651,deuteron,115.56666852457806,3,run_heldout,tail_low,pedestal_memory,low_harmonic,energy_high,deuteron_other_family,single_truth,saturation_truth
60,B4,1,10484.614,-186.55597,proton,82.4815860688259,2,run_heldout,tail_high,pedestal_mid,mid_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
60,B2,0,15745.009,-830.56055,proton,54.326727807979225,6,run_heldout,tail_mid,pedestal_memory,low_harmonic,energy_low,proton_family,single_truth,saturation_truth
60,B4,1,8935.02,-16.12889,deuteron,35.88956315942156,1,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_low,deuteron_other_family,single_truth,linear_truth
60,B6,2,9328.396,-0.2150631,proton,79.35415420764008,4,run_heldout,tail_high,pedestal_quiet,high_harmonic,energy_high,external_high_energy_tail_family,single_truth,linear_truth
