run,eventno,evt,stave,channel,amplitude_adc,peak_sample,source_index,injection_rep,dropout_sample,regime,truth_time_samples
37,651421,7930,B2,0,7218.5,6,4524,0,6,leading_edge_destroyed,4.2499284744262695
37,651421,7930,B2,0,7218.5,6,4524,1,9,leading_edge_preserved,4.2499284744262695
37,641843,15388,B2,0,1667.0,8,4525,0,8,leading_edge_destroyed,4.962388038635254
37,641843,15388,B2,0,1667.0,8,4525,1,11,leading_edge_preserved,4.962388038635254
37,654202,10022,B2,0,3124.5,17,4526,0,15,leading_edge_destroyed,15.318495750427246
37,654202,10022,B2,0,3124.5,17,4526,1,17,leading_edge_preserved,15.318495750427246
37,664994,3658,B2,0,4584.0,6,4527,0,6,leading_edge_destroyed,3.4672412872314453
37,664994,3658,B2,0,4584.0,6,4527,1,13,leading_edge_preserved,3.4672412872314453
37,649906,6513,B2,0,9326.5,6,4528,0,6,leading_edge_destroyed,4.164391994476318
37,649906,6513,B2,0,9326.5,6,4528,1,14,leading_edge_preserved,4.164391994476318
37,629471,3904,B2,0,1272.5,7,4529,0,5,leading_edge_destroyed,4.249496936798096
37,629471,3904,B2,0,1272.5,7,4529,1,16,leading_edge_preserved,4.249496936798096
37,669767,8131,B2,0,6100.0,7,4530,0,7,leading_edge_destroyed,5.049757480621338
37,669767,8131,B2,0,6100.0,7,4530,1,16,leading_edge_preserved,5.049757480621338
37,669165,7558,B2,0,6120.0,6,4531,0,4,leading_edge_destroyed,4.328094482421875
37,669165,7558,B2,0,6120.0,6,4531,1,11,leading_edge_preserved,4.328094482421875
37,664134,2877,B2,0,4971.0,6,4532,0,6,leading_edge_destroyed,4.189579010009766
37,664134,2877,B2,0,4971.0,6,4532,1,11,leading_edge_preserved,4.189579010009766
37,651954,8429,B2,0,3594.0,7,4533,0,7,leading_edge_destroyed,5.095357418060303
37,651954,8429,B2,0,3594.0,7,4533,1,15,leading_edge_preserved,5.095357418060303
37,667065,5574,B2,0,3883.0,6,4534,0,4,leading_edge_destroyed,3.4240634441375732
37,667065,5574,B2,0,3883.0,6,4534,1,9,leading_edge_preserved,3.4240634441375732
37,648108,4833,B2,0,2922.0,5,4535,0,5,leading_edge_destroyed,2.2301387786865234
37,648108,4833,B2,0,2922.0,5,4535,1,13,leading_edge_preserved,2.2301387786865234
37,644273,1238,B2,0,4231.0,6,4536,0,5,leading_edge_destroyed,3.5353591442108154
37,644273,1238,B2,0,4231.0,6,4536,1,13,leading_edge_preserved,3.5353591442108154
37,638996,12746,B2,0,7163.5,6,4537,0,6,leading_edge_destroyed,4.264444828033447
37,638996,12746,B2,0,7163.5,6,4537,1,8,leading_edge_preserved,4.264444828033447
37,624505,15579,B2,0,1075.5,9,4538,0,8,leading_edge_destroyed,5.1075921058654785
37,624505,15579,B2,0,1075.5,9,4538,1,12,leading_edge_preserved,5.1075921058654785
37,640357,14010,B2,0,6267.0,6,4539,0,6,leading_edge_destroyed,4.154633045196533
37,640357,14010,B2,0,6267.0,6,4539,1,12,leading_edge_preserved,4.154633045196533
37,663873,2632,B2,0,5406.5,7,4540,0,6,leading_edge_destroyed,4.530933856964111
37,663873,2632,B2,0,5406.5,7,4540,1,10,leading_edge_preserved,4.530933856964111
37,666665,5201,B2,0,5589.5,6,4541,0,6,leading_edge_destroyed,3.890746831893921
37,666665,5201,B2,0,5589.5,6,4541,1,16,leading_edge_preserved,3.890746831893921
37,668895,7313,B2,0,3673.0,6,4542,0,4,leading_edge_destroyed,4.211082458496094
37,668895,7313,B2,0,3673.0,6,4542,1,10,leading_edge_preserved,4.211082458496094
37,647595,4354,B2,0,9551.5,6,4543,0,6,leading_edge_destroyed,4.1967291831970215
37,647595,4354,B2,0,9551.5,6,4543,1,10,leading_edge_preserved,4.1967291831970215
37,652874,8767,B2,0,7356.0,5,4544,0,5,leading_edge_destroyed,3.226313352584839
37,652874,8767,B2,0,7356.0,5,4544,1,7,leading_edge_preserved,3.226313352584839
37,658237,13765,B2,0,2714.5,7,4545,0,6,leading_edge_destroyed,4.592270374298096
37,658237,13765,B2,0,2714.5,7,4545,1,15,leading_edge_preserved,4.592270374298096
37,664203,2938,B2,0,4270.0,6,4546,0,6,leading_edge_destroyed,3.5720720291137695
37,664203,2938,B2,0,4270.0,6,4546,1,13,leading_edge_preserved,3.5720720291137695
37,631331,5621,B2,0,4710.0,6,4547,0,6,leading_edge_destroyed,3.582352876663208
37,631331,5621,B2,0,4710.0,6,4547,1,13,leading_edge_preserved,3.582352876663208
37,660941,16278,B2,0,1554.0,7,4548,0,7,leading_edge_destroyed,4.265346527099609
37,660941,16278,B2,0,1554.0,7,4548,1,9,leading_edge_preserved,4.265346527099609
37,622039,13267,B2,0,5270.5,6,4549,0,4,leading_edge_destroyed,4.27222204208374
37,622039,13267,B2,0,5270.5,6,4549,1,13,leading_edge_preserved,4.27222204208374
37,667401,5886,B2,0,3888.0,6,4550,0,4,leading_edge_destroyed,3.826451539993286
37,667401,5886,B2,0,3888.0,6,4550,1,10,leading_edge_preserved,3.826451539993286
37,662970,1788,B2,0,3807.5,7,4551,0,5,leading_edge_destroyed,5.067516326904297
37,662970,1788,B2,0,3807.5,7,4551,1,13,leading_edge_preserved,5.067516326904297
37,641120,14719,B2,0,7441.0,7,4552,0,6,leading_edge_destroyed,4.636410713195801
37,641120,14719,B2,0,7441.0,7,4552,1,11,leading_edge_preserved,4.636410713195801
37,654110,9936,B2,0,2626.5,8,4553,0,6,leading_edge_destroyed,5.277624607086182
37,654110,9936,B2,0,2626.5,8,4553,1,12,leading_edge_preserved,5.277624607086182
37,667674,6147,B2,0,4856.5,12,4554,0,10,leading_edge_destroyed,9.488402366638184
37,667674,6147,B2,0,4856.5,12,4554,1,14,leading_edge_preserved,9.488402366638184
37,620683,12011,B2,0,3463.0,7,4555,0,7,leading_edge_destroyed,5.077052116394043
37,620683,12011,B2,0,3463.0,7,4555,1,11,leading_edge_preserved,5.077052116394043
37,648111,4836,B2,0,7203.5,6,4556,0,6,leading_edge_destroyed,4.080720901489258
37,648111,4836,B2,0,7203.5,6,4556,1,8,leading_edge_preserved,4.080720901489258
37,624017,15120,B2,0,6057.5,6,4557,0,6,leading_edge_destroyed,4.030571937561035
37,624017,15120,B2,0,6057.5,6,4557,1,12,leading_edge_preserved,4.030571937561035
37,634861,8900,B2,0,7900.0,5,4558,0,4,leading_edge_destroyed,3.2058517932891846
37,634861,8900,B2,0,7900.0,5,4558,1,15,leading_edge_preserved,3.2058517932891846
37,647193,3976,B2,0,4792.5,6,4559,0,6,leading_edge_destroyed,4.169623851776123
37,647193,3976,B2,0,4792.5,6,4559,1,13,leading_edge_preserved,4.169623851776123
37,630006,4405,B2,0,2907.0,6,4560,0,6,leading_edge_destroyed,3.7771034240722656
37,630006,4405,B2,0,2907.0,6,4560,1,15,leading_edge_preserved,3.7771034240722656
37,646414,3256,B2,0,5005.5,6,4561,0,5,leading_edge_destroyed,4.2602458000183105
37,646414,3256,B2,0,5005.5,6,4561,1,16,leading_edge_preserved,4.2602458000183105
37,656815,12448,B2,0,3715.0,5,4562,0,5,leading_edge_destroyed,3.1787564754486084
37,656815,12448,B2,0,3715.0,5,4562,1,12,leading_edge_preserved,3.1787564754486084
37,656887,12515,B2,0,2747.0,8,4563,0,7,leading_edge_destroyed,5.098780632019043
37,656887,12515,B2,0,2747.0,8,4563,1,11,leading_edge_preserved,5.098780632019043
37,657213,12816,B2,0,5871.0,6,4564,0,6,leading_edge_destroyed,4.071617126464844
37,657213,12816,B2,0,5871.0,6,4564,1,15,leading_edge_preserved,4.071617126464844
37,666602,5142,B2,0,4091.5,6,4565,0,4,leading_edge_destroyed,4.169514179229736
37,666602,5142,B2,0,4091.5,6,4565,1,12,leading_edge_preserved,4.169514179229736
37,648890,5566,B2,0,3528.0,7,4566,0,5,leading_edge_destroyed,4.290102005004883
37,648890,5566,B2,0,3528.0,7,4566,1,11,leading_edge_preserved,4.290102005004883
37,635827,9807,B2,0,4217.5,6,4567,0,5,leading_edge_destroyed,4.101178169250488
37,635827,9807,B2,0,4217.5,6,4567,1,13,leading_edge_preserved,4.101178169250488
37,632882,7057,B2,0,1036.0,1,4568,0,1,leading_edge_destroyed,0.10785791277885437
37,632882,7057,B2,0,1036.0,1,4568,1,14,leading_edge_preserved,0.10785791277885437
37,667579,6057,B4,2,4684.0,6,4569,0,6,leading_edge_destroyed,4.145114421844482
37,667579,6057,B4,2,4684.0,6,4569,1,14,leading_edge_preserved,4.145114421844482
37,662003,873,B2,0,5385.0,6,4570,0,6,leading_edge_destroyed,4.154973983764648
37,662003,873,B2,0,5385.0,6,4570,1,9,leading_edge_preserved,4.154973983764648
37,640114,13787,B2,0,1095.5,7,4571,0,6,leading_edge_destroyed,4.030588150024414
37,640114,13787,B2,0,1095.5,7,4571,1,16,leading_edge_preserved,4.030588150024414
37,620709,12037,B2,0,1686.0,3,4572,0,2,leading_edge_destroyed,1.621033787727356
37,620709,12037,B2,0,1686.0,3,4572,1,9,leading_edge_preserved,1.621033787727356
37,666744,5276,B2,0,4214.0,7,4573,0,5,leading_edge_destroyed,5.092327117919922
37,666744,5276,B2,0,4214.0,7,4573,1,12,leading_edge_preserved,5.092327117919922
37,620715,12043,B2,0,7508.5,5,4574,0,3,leading_edge_destroyed,3.210559368133545
37,620715,12043,B2,0,7508.5,5,4574,1,14,leading_edge_preserved,3.210559368133545
37,652607,9026,B2,0,8688.0,6,4575,0,4,leading_edge_destroyed,3.9916858673095703
37,652607,9026,B2,0,8688.0,6,4575,1,14,leading_edge_preserved,3.9916858673095703
37,633401,7547,B2,0,2472.5,7,4576,0,6,leading_edge_destroyed,4.475594520568848
37,633401,7547,B2,0,2472.5,7,4576,1,13,leading_edge_preserved,4.475594520568848
37,662309,1164,B2,0,4683.5,6,4577,0,6,leading_edge_destroyed,4.099445819854736
37,662309,1164,B2,0,4683.5,6,4577,1,13,leading_edge_preserved,4.099445819854736
37,662137,1000,B2,0,4088.5,7,4578,0,7,leading_edge_destroyed,5.0639519691467285
37,662137,1000,B2,0,4088.5,7,4578,1,15,leading_edge_preserved,5.0639519691467285
37,660957,16292,B2,0,6956.5,6,4579,0,6,leading_edge_destroyed,3.5327391624450684
37,660957,16292,B2,0,6956.5,6,4579,1,14,leading_edge_preserved,3.5327391624450684
37,626705,1300,B2,0,8213.0,7,4580,0,7,leading_edge_destroyed,3.163613796234131
37,626705,1300,B2,0,8213.0,7,4580,1,13,leading_edge_preserved,3.163613796234131
37,635057,9083,B2,0,3754.5,5,4581,0,5,leading_edge_destroyed,3.2341344356536865
37,635057,9083,B2,0,3754.5,5,4581,1,15,leading_edge_preserved,3.2341344356536865
37,627752,2300,B2,0,1602.5,8,4582,0,6,leading_edge_destroyed,5.402535438537598
37,627752,2300,B2,0,1602.5,8,4582,1,10,leading_edge_preserved,5.402535438537598
37,652000,8469,B2,0,4890.0,4,4583,0,3,leading_edge_destroyed,2.545828342437744
37,652000,8469,B2,0,4890.0,4,4583,1,14,leading_edge_preserved,2.545828342437744
37,639915,13601,B2,0,4935.0,7,4584,0,7,leading_edge_destroyed,4.763352394104004
37,639915,13601,B2,0,4935.0,7,4584,1,13,leading_edge_preserved,4.763352394104004
37,625072,16100,B2,0,4996.0,6,4585,0,4,leading_edge_destroyed,4.200812339782715
37,625072,16100,B2,0,4996.0,6,4585,1,9,leading_edge_preserved,4.200812339782715
37,669861,8218,B2,0,2419.5,7,4586,0,7,leading_edge_destroyed,4.624852180480957
37,669861,8218,B2,0,2419.5,7,4586,1,10,leading_edge_preserved,4.624852180480957
37,661032,16363,B2,0,2670.5,7,4587,0,7,leading_edge_destroyed,4.290081024169922
37,661032,16363,B2,0,2670.5,7,4587,1,10,leading_edge_preserved,4.290081024169922
37,660018,15420,B2,0,7340.5,5,4588,0,4,leading_edge_destroyed,3.150158166885376
37,660018,15420,B2,0,7340.5,5,4588,1,13,leading_edge_preserved,3.150158166885376
37,627206,1793,B2,0,5113.0,6,4589,0,4,leading_edge_destroyed,3.583036184310913
37,627206,1793,B2,0,5113.0,6,4589,1,13,leading_edge_preserved,3.583036184310913
37,669169,7562,B2,0,3893.5,6,4590,0,5,leading_edge_destroyed,4.241006374359131
37,669169,7562,B2,0,3893.5,6,4590,1,8,leading_edge_preserved,4.241006374359131
37,667375,5863,B2,0,4542.0,5,4591,0,3,leading_edge_destroyed,2.9051153659820557
37,667375,5863,B2,0,4542.0,5,4591,1,9,leading_edge_preserved,2.9051153659820557
37,632154,6390,B2,0,4371.5,6,4592,0,4,leading_edge_destroyed,4.223083972930908
37,632154,6390,B2,0,4371.5,6,4592,1,8,leading_edge_preserved,4.223083972930908
37,641515,15081,B2,0,6554.0,6,4593,0,5,leading_edge_destroyed,4.29347038269043
37,641515,15081,B2,0,6554.0,6,4593,1,8,leading_edge_preserved,4.29347038269043
37,624257,15345,B2,0,4634.0,6,4594,0,6,leading_edge_destroyed,3.405385732650757
37,624257,15345,B2,0,4634.0,6,4594,1,16,leading_edge_preserved,3.405385732650757
37,635348,9353,B2,0,5033.0,5,4595,0,3,leading_edge_destroyed,3.294076919555664
37,635348,9353,B2,0,5033.0,5,4595,1,11,leading_edge_preserved,3.294076919555664
37,634931,8967,B2,0,6434.0,6,4596,0,5,leading_edge_destroyed,4.170773506164551
37,634931,8967,B2,0,6434.0,6,4596,1,16,leading_edge_preserved,4.170773506164551
37,624463,15543,B2,0,7056.0,6,4597,0,6,leading_edge_destroyed,4.392127513885498
37,624463,15543,B2,0,7056.0,6,4597,1,14,leading_edge_preserved,4.392127513885498
37,627595,2154,B2,0,4475.5,7,4598,0,5,leading_edge_destroyed,4.549349784851074
37,627595,2154,B2,0,4475.5,7,4598,1,16,leading_edge_preserved,4.549349784851074
37,637431,11293,B2,0,8269.5,5,4599,0,5,leading_edge_destroyed,3.3155322074890137
37,637431,11293,B2,0,8269.5,5,4599,1,13,leading_edge_preserved,3.3155322074890137
37,636626,10553,B2,0,1487.5,1,4600,0,1,leading_edge_destroyed,0.3928571343421936
37,636626,10553,B2,0,1487.5,1,4600,1,16,leading_edge_preserved,0.3928571343421936
37,623401,14535,B2,0,5628.0,6,4601,0,6,leading_edge_destroyed,4.162744998931885
37,623401,14535,B2,0,5628.0,6,4601,1,14,leading_edge_preserved,4.162744998931885
37,635146,9167,B2,0,4851.5,5,4602,0,3,leading_edge_destroyed,3.0126121044158936
37,635146,9167,B2,0,4851.5,5,4602,1,7,leading_edge_preserved,3.0126121044158936
37,637250,11127,B2,0,6436.5,5,4603,0,3,leading_edge_destroyed,3.277623176574707
37,637250,11127,B2,0,6436.5,5,4603,1,16,leading_edge_preserved,3.277623176574707
37,638410,12199,B2,0,2719.0,5,4604,0,5,leading_edge_destroyed,2.6596977710723877
37,638410,12199,B2,0,2719.0,5,4604,1,11,leading_edge_preserved,2.6596977710723877
37,661883,762,B2,0,5866.5,6,4605,0,6,leading_edge_destroyed,4.393154621124268
37,661883,762,B2,0,5866.5,6,4605,1,16,leading_edge_preserved,4.393154621124268
37,650442,7022,B2,0,5981.0,7,4606,0,7,leading_edge_destroyed,4.574848651885986
37,650442,7022,B2,0,5981.0,7,4606,1,14,leading_edge_preserved,4.574848651885986
37,648842,5519,B2,0,8715.5,6,4607,0,6,leading_edge_destroyed,4.258068561553955
37,648842,5519,B2,0,8715.5,6,4607,1,13,leading_edge_preserved,4.258068561553955
37,666263,4835,B2,0,3480.0,7,4608,0,5,leading_edge_destroyed,4.374051570892334
37,666263,4835,B2,0,3480.0,7,4608,1,12,leading_edge_preserved,4.374051570892334
37,654487,10286,B2,0,3623.5,5,4609,0,5,leading_edge_destroyed,3.292506217956543
37,654487,10286,B2,0,3623.5,5,4609,1,9,leading_edge_preserved,3.292506217956543
37,630730,5071,B2,0,2752.5,6,4610,0,5,leading_edge_destroyed,3.8403868675231934
37,630730,5071,B2,0,2752.5,6,4610,1,12,leading_edge_preserved,3.8403868675231934
37,633333,7483,B2,0,5383.0,7,4611,0,5,leading_edge_destroyed,5.013484477996826
37,633333,7483,B2,0,5383.0,7,4611,1,16,leading_edge_preserved,5.013484477996826
37,648707,5393,B4,2,2504.5,16,4612,0,14,leading_edge_destroyed,13.442347526550293
37,648707,5393,B4,2,2504.5,16,4612,1,17,leading_edge_preserved,13.442347526550293
37,665676,4293,B4,2,1405.0,15,4613,0,15,leading_edge_destroyed,12.101754188537598
37,665676,4293,B4,2,1405.0,15,4613,1,16,leading_edge_preserved,12.101754188537598
37,643640,652,B2,0,5976.0,7,4614,0,5,leading_edge_destroyed,4.40640926361084
37,643640,652,B2,0,5976.0,7,4614,1,12,leading_edge_preserved,4.40640926361084
37,653023,8910,B2,0,8230.5,6,4615,0,6,leading_edge_destroyed,3.105717897415161
37,653023,8910,B2,0,8230.5,6,4615,1,13,leading_edge_preserved,3.105717897415161
37,658144,13680,B2,0,2722.0,7,4616,0,5,leading_edge_destroyed,3.791063070297241
37,658144,13680,B2,0,2722.0,7,4616,1,9,leading_edge_preserved,3.791063070297241
37,669730,8096,B2,0,7455.5,7,4617,0,7,leading_edge_destroyed,3.1899423599243164
37,669730,8096,B2,0,7455.5,7,4617,1,16,leading_edge_preserved,3.1899423599243164
37,645364,2283,B2,0,5786.5,6,4618,0,4,leading_edge_destroyed,4.141716480255127
37,645364,2283,B2,0,5786.5,6,4618,1,12,leading_edge_preserved,4.141716480255127
37,633761,7879,B2,0,1574.0,3,4619,0,1,leading_edge_destroyed,1.6041693687438965
37,633761,7879,B2,0,1574.0,3,4619,1,16,leading_edge_preserved,1.6041693687438965
37,632885,7060,B2,0,6273.0,6,4620,0,4,leading_edge_destroyed,3.60030460357666
37,632885,7060,B2,0,6273.0,6,4620,1,9,leading_edge_preserved,3.60030460357666
37,652585,9006,B2,0,1700.0,8,4621,0,6,leading_edge_destroyed,4.648068904876709
37,652585,9006,B2,0,1700.0,8,4621,1,14,leading_edge_preserved,4.648068904876709
37,635476,9475,B2,0,1847.5,7,4622,0,7,leading_edge_destroyed,4.330656051635742
37,635476,9475,B2,0,1847.5,7,4622,1,10,leading_edge_preserved,4.330656051635742
37,628177,2693,B2,0,3337.0,6,4623,0,4,leading_edge_destroyed,3.805966377258301
37,628177,2693,B2,0,3337.0,6,4623,1,12,leading_edge_preserved,3.805966377258301
37,649943,6545,B2,0,9066.5,6,4624,0,6,leading_edge_destroyed,3.443230628967285
37,649943,6545,B2,0,9066.5,6,4624,1,15,leading_edge_preserved,3.443230628967285
37,620838,12152,B2,0,2885.0,7,4625,0,6,leading_edge_destroyed,4.452354907989502
37,620838,12152,B2,0,2885.0,7,4625,1,11,leading_edge_preserved,4.452354907989502
37,663651,2421,B2,0,7817.5,7,4626,0,7,leading_edge_destroyed,2.4310481548309326
37,663651,2421,B2,0,7817.5,7,4626,1,9,leading_edge_preserved,2.4310481548309326
37,627710,2260,B2,0,5549.5,5,4627,0,3,leading_edge_destroyed,2.519862413406372
37,627710,2260,B2,0,5549.5,5,4627,1,10,leading_edge_preserved,2.519862413406372
37,645158,2097,B2,0,6129.5,6,4628,0,4,leading_edge_destroyed,4.346158981323242
37,645158,2097,B2,0,6129.5,6,4628,1,14,leading_edge_preserved,4.346158981323242
37,661603,511,B6,4,3810.5,7,4629,0,7,leading_edge_destroyed,5.3210768699646
37,661603,511,B6,4,3810.5,7,4629,1,13,leading_edge_preserved,5.3210768699646
37,651564,8058,B2,0,9491.5,6,4630,0,5,leading_edge_destroyed,3.280627727508545
37,651564,8058,B2,0,9491.5,6,4630,1,11,leading_edge_preserved,3.280627727508545
37,644590,1538,B2,0,3074.5,7,4631,0,6,leading_edge_destroyed,4.436328887939453
37,644590,1538,B2,0,3074.5,7,4631,1,13,leading_edge_preserved,4.436328887939453
37,666314,4879,B2,0,2959.0,7,4632,0,6,leading_edge_destroyed,4.433333396911621
37,666314,4879,B2,0,2959.0,7,4632,1,10,leading_edge_preserved,4.433333396911621
37,658733,14222,B2,0,3744.5,6,4633,0,6,leading_edge_destroyed,4.080560684204102
37,658733,14222,B2,0,3744.5,6,4633,1,14,leading_edge_preserved,4.080560684204102
37,656022,11710,B2,0,5318.0,7,4634,0,7,leading_edge_destroyed,4.968238353729248
37,656022,11710,B2,0,5318.0,7,4634,1,10,leading_edge_preserved,4.968238353729248
37,666792,5320,B2,0,3617.5,6,4635,0,5,leading_edge_destroyed,4.100783824920654
37,666792,5320,B2,0,3617.5,6,4635,1,10,leading_edge_preserved,4.100783824920654
37,638751,12515,B2,0,8160.0,6,4636,0,4,leading_edge_destroyed,3.7778851985931396
37,638751,12515,B2,0,8160.0,6,4636,1,16,leading_edge_preserved,3.7778851985931396
37,638581,12361,B2,0,4371.0,7,4637,0,5,leading_edge_destroyed,4.752523422241211
37,638581,12361,B2,0,4371.0,7,4637,1,14,leading_edge_preserved,4.752523422241211
37,650243,6820,B2,0,7686.0,6,4638,0,4,leading_edge_destroyed,4.120605945587158
37,650243,6820,B2,0,7686.0,6,4638,1,11,leading_edge_preserved,4.120605945587158
37,630554,4908,B2,0,8911.5,5,4639,0,4,leading_edge_destroyed,3.5349748134613037
37,630554,4908,B2,0,8911.5,5,4639,1,9,leading_edge_preserved,3.5349748134613037
37,637401,11267,B2,0,5047.5,5,4640,0,4,leading_edge_destroyed,3.1488430500030518
37,637401,11267,B2,0,5047.5,5,4640,1,14,leading_edge_preserved,3.1488430500030518
37,649617,6245,B2,0,8943.0,6,4641,0,4,leading_edge_destroyed,4.1117167472839355
37,649617,6245,B2,0,8943.0,6,4641,1,8,leading_edge_preserved,4.1117167472839355
37,622506,13706,B2,0,4363.0,3,4642,0,1,leading_edge_destroyed,1.6608775854110718
37,622506,13706,B2,0,4363.0,3,4642,1,16,leading_edge_preserved,1.6608775854110718
37,669726,8092,B2,0,8339.5,6,4643,0,4,leading_edge_destroyed,3.8669826984405518
37,669726,8092,B2,0,8339.5,6,4643,1,16,leading_edge_preserved,3.8669826984405518
37,620890,12197,B2,0,5047.0,6,4644,0,6,leading_edge_destroyed,4.38188362121582
37,620890,12197,B2,0,5047.0,6,4644,1,15,leading_edge_preserved,4.38188362121582
37,626804,1395,B6,4,1559.5,7,4645,0,6,leading_edge_destroyed,4.1615142822265625
37,626804,1395,B6,4,1559.5,7,4645,1,12,leading_edge_preserved,4.1615142822265625
37,647949,4680,B2,0,8059.5,6,4646,0,4,leading_edge_destroyed,4.1105852127075195
37,647949,4680,B2,0,8059.5,6,4646,1,11,leading_edge_preserved,4.1105852127075195
37,640113,13786,B4,2,3217.5,6,4647,0,4,leading_edge_destroyed,3.5564682483673096
37,640113,13786,B4,2,3217.5,6,4647,1,9,leading_edge_preserved,3.5564682483673096
37,664445,3159,B2,0,1083.5,8,4648,0,6,leading_edge_destroyed,5.008731842041016
37,664445,3159,B2,0,1083.5,8,4648,1,12,leading_edge_preserved,5.008731842041016
37,649209,5865,B2,0,3772.5,6,4649,0,6,leading_edge_destroyed,4.13423490524292
37,649209,5865,B2,0,3772.5,6,4649,1,15,leading_edge_preserved,4.13423490524292
37,663739,2507,B2,0,2472.5,7,4650,0,5,leading_edge_destroyed,3.432598114013672
37,663739,2507,B2,0,2472.5,7,4650,1,16,leading_edge_preserved,3.432598114013672
37,661740,635,B2,0,4391.5,6,4651,0,4,leading_edge_destroyed,4.1228108406066895
37,661740,635,B2,0,4391.5,6,4651,1,8,leading_edge_preserved,4.1228108406066895
37,649053,5720,B2,0,4128.0,7,4652,0,7,leading_edge_destroyed,4.829813480377197
37,649053,5720,B2,0,4128.0,7,4652,1,12,leading_edge_preserved,4.829813480377197
37,620903,12208,B2,0,2576.5,7,4653,0,5,leading_edge_destroyed,4.454312324523926
37,620903,12208,B2,0,2576.5,7,4653,1,16,leading_edge_preserved,4.454312324523926
37,647343,4115,B2,0,8919.0,5,4654,0,5,leading_edge_destroyed,3.311068296432495
37,647343,4115,B2,0,8919.0,5,4654,1,7,leading_edge_preserved,3.311068296432495
37,622203,13420,B2,0,3849.0,6,4655,0,6,leading_edge_destroyed,3.9168293476104736
37,622203,13420,B2,0,3849.0,6,4655,1,13,leading_edge_preserved,3.9168293476104736
37,667959,6412,B2,0,5420.0,15,4656,0,14,leading_edge_destroyed,4.559371471405029
37,667959,6412,B2,0,5420.0,15,4656,1,16,leading_edge_preserved,4.559371471405029
37,653446,9307,B2,0,3483.5,7,4657,0,6,leading_edge_destroyed,4.345468044281006
37,653446,9307,B2,0,3483.5,7,4657,1,9,leading_edge_preserved,4.345468044281006
37,657899,13459,B4,2,4019.0,12,4658,0,12,leading_edge_destroyed,9.647451400756836
37,657899,13459,B4,2,4019.0,12,4658,1,16,leading_edge_preserved,9.647451400756836
37,637384,11251,B2,0,8468.0,7,4659,0,7,leading_edge_destroyed,4.131204128265381
37,637384,11251,B2,0,8468.0,7,4659,1,16,leading_edge_preserved,4.131204128265381
37,626649,1246,B2,0,9463.0,6,4660,0,5,leading_edge_destroyed,4.080934047698975
37,626649,1246,B2,0,9463.0,6,4660,1,10,leading_edge_preserved,4.080934047698975
37,632865,7042,B2,0,7814.5,6,4661,0,4,leading_edge_destroyed,4.159668445587158
37,632865,7042,B2,0,7814.5,6,4661,1,16,leading_edge_preserved,4.159668445587158
37,641386,14961,B2,0,5067.0,8,4662,0,8,leading_edge_destroyed,3.4326179027557373
37,641386,14961,B2,0,5067.0,8,4662,1,14,leading_edge_preserved,3.4326179027557373
37,633724,7847,B2,0,5306.0,6,4663,0,4,leading_edge_destroyed,4.06861686706543
37,633724,7847,B2,0,5306.0,6,4663,1,9,leading_edge_preserved,4.06861686706543
37,653670,9517,B2,0,3709.5,5,4664,0,5,leading_edge_destroyed,3.415020227432251
37,653670,9517,B2,0,3709.5,5,4664,1,9,leading_edge_preserved,3.415020227432251
37,656917,12544,B2,0,1640.5,8,4665,0,8,leading_edge_destroyed,5.005364894866943
37,656917,12544,B2,0,1640.5,8,4665,1,16,leading_edge_preserved,5.005364894866943
37,623167,14318,B2,0,3895.5,6,4666,0,6,leading_edge_destroyed,4.244653701782227
37,623167,14318,B2,0,3895.5,6,4666,1,12,leading_edge_preserved,4.244653701782227
37,631053,5367,B2,0,8915.5,5,4667,0,4,leading_edge_destroyed,2.4551188945770264
37,631053,5367,B2,0,8915.5,5,4667,1,15,leading_edge_preserved,2.4551188945770264
37,634580,8637,B2,0,5127.0,7,4668,0,5,leading_edge_destroyed,4.779425621032715
37,634580,8637,B2,0,5127.0,7,4668,1,16,leading_edge_preserved,4.779425621032715
37,662322,1176,B2,0,6383.0,7,4669,0,6,leading_edge_destroyed,4.978775978088379
37,662322,1176,B2,0,6383.0,7,4669,1,10,leading_edge_preserved,4.978775978088379
37,627899,2433,B6,4,2769.5,17,4670,0,15,leading_edge_destroyed,13.752691268920898
37,627899,2433,B6,4,2769.5,17,4670,1,17,leading_edge_preserved,13.752691268920898
37,647698,4446,B2,0,3832.5,5,4671,0,3,leading_edge_destroyed,3.142516613006592
37,647698,4446,B2,0,3832.5,5,4671,1,8,leading_edge_preserved,3.142516613006592
37,625904,507,B2,0,1313.0,2,4672,0,1,leading_edge_destroyed,1.3653172254562378
37,625904,507,B2,0,1313.0,2,4672,1,11,leading_edge_preserved,1.3653172254562378
37,666709,5242,B2,0,3431.0,6,4673,0,4,leading_edge_destroyed,4.10581636428833
37,666709,5242,B2,0,3431.0,6,4673,1,16,leading_edge_preserved,4.10581636428833
37,663233,2030,B2,0,2539.5,6,4674,0,6,leading_edge_destroyed,2.8271074295043945
37,663233,2030,B2,0,2539.5,6,4674,1,10,leading_edge_preserved,2.8271074295043945
37,626208,790,B2,0,1056.0,2,4675,0,2,leading_edge_destroyed,1.5525423288345337
37,626208,790,B2,0,1056.0,2,4675,1,4,leading_edge_preserved,1.5525423288345337
