scenario,mask,samples,method,family,joint_score,energy_res68,energy_mae,energy_bias,timing_res68_samples,timing_mae_samples,pid_auc,stress_auc,n_events,n_runs,energy_res68_ci_low,energy_res68_ci_high,timing_res68_samples_ci_low,timing_res68_samples_ci_high,pid_auc_ci_low,pid_auc_ci_high,stress_auc_ci_low,stress_auc_ci_high
nominal_s27d,rising_edge_4_7,"4,5,6,7",traditional_charge_depth_timewalk,traditional,0.09794107260204851,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,1.0,2450,7,0.12457174110412599,0.15606484413146976,0.0,0.0,0.9045288772727691,0.924098400501293,1.0,1.0
stress_fixed_eff90,rising_edge_4_7,"4,5,6,7",traditional_charge_depth_timewalk,traditional,0.09864723791686981,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.9958460863834041,2450,7,0.12471877574920656,0.1584116358757019,0.0,0.0,0.9068958064364778,0.9228038118764584,0.9924358633664929,0.9996661958371035
stress_fixed_eff90,late_tail_12_17,"12,13,14,15,16,17",traditional_charge_depth_timewalk,traditional,0.09864723791686981,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.9958460863834041,2450,7,0.12733901166915892,0.1531688776016235,0.0,0.0,0.9060066939382615,0.9242146000493382,0.9924037904840113,0.9984845231596894
stress_fixed_eff90,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",traditional_charge_depth_timewalk,traditional,0.09864723791686981,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.9958460863834041,2450,7,0.12673330879211425,0.1596822738647461,0.0,0.0,0.90814468627451,0.9239741369795337,0.9924028588142421,0.9984937966595635
stress_fixed_eff90,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",traditional_charge_depth_timewalk,traditional,0.09864723791686981,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.9958460863834041,2450,7,0.12471877574920656,0.15078022336959843,0.0,0.0,0.9066815052774368,0.9246587963727212,0.9918811001094318,0.9987063565835363
stress_fixed_eff90,peak_charge_8_11,"8,9,10,11",traditional_charge_depth_timewalk,traditional,0.09864723791686981,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.9958460863834041,2450,7,0.12741034936904908,0.15416408491134642,0.0,0.0,0.9076308122356661,0.9272499723460038,0.9919356035815228,0.9989155271405051
stress_fixed_eff90,pretrigger_0_3,"0,1,2,3",traditional_charge_depth_timewalk,traditional,0.09864723791686981,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.9958460863834041,2450,7,0.12713431119918822,0.15415407419204713,0.0,0.0,0.9053858220897993,0.9259357299638407,0.9924405416670846,0.998956655914266
pid_strict_distal_q60,late_tail_12_17,"12,13,14,15,16,17",traditional_charge_depth_timewalk,traditional,0.09874468906204091,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9134963509766763,1.0,2450,7,0.12547557353973388,0.15606122016906743,0.0,0.0,0.8976224430886911,0.9273545462783352,1.0,1.0
pid_strict_distal_q60,peak_charge_8_11,"8,9,10,11",traditional_charge_depth_timewalk,traditional,0.09874468906204091,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9134963509766763,1.0,2450,7,0.12582367658615112,0.1618505392074585,0.0,0.0,0.9008089946566271,0.9269495091659369,1.0,1.0
pid_strict_distal_q60,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",traditional_charge_depth_timewalk,traditional,0.09874468906204091,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9134963509766763,1.0,2450,7,0.1269347877502442,0.15397006082534792,0.0,0.0,0.8989640435887443,0.926996431273374,1.0,1.0
pid_strict_distal_q60,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",traditional_charge_depth_timewalk,traditional,0.09874468906204091,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9134963509766763,1.0,2450,7,0.12641171264648443,0.16038988828659054,0.0,0.0,0.9010436022070835,0.9256723761347806,1.0,1.0
pid_strict_distal_q60,pretrigger_0_3,"0,1,2,3",traditional_charge_depth_timewalk,traditional,0.09874468906204091,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9134963509766763,1.0,2450,7,0.12294332838058475,0.16263293313980107,0.0,0.0,0.9004330167401454,0.9281827824973157,1.0,1.0
pid_strict_distal_q60,rising_edge_4_7,"4,5,6,7",traditional_charge_depth_timewalk,traditional,0.09874468906204091,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9134963509766763,1.0,2450,7,0.1223332371711731,0.1557577056884765,0.0,0.0,0.9001457459438863,0.9291016850043646,1.0,1.0
stress_tail_only_eff85,pretrigger_0_3,"0,1,2,3",traditional_charge_depth_timewalk,traditional,0.09946541792067176,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.991033262831628,2450,7,0.12542131423950195,0.1534441556930542,0.0,0.0,0.90579192317956,0.9237939073376672,0.9878226744238296,0.9942814730729717
stress_tail_only_eff85,peak_charge_8_11,"8,9,10,11",traditional_charge_depth_timewalk,traditional,0.09946541792067176,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.991033262831628,2450,7,0.12672778367996215,0.15883269262313843,0.0,0.0,0.9079811928393321,0.9264588762008075,0.9875117576054359,0.9943348177558484
stress_tail_only_eff85,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",traditional_charge_depth_timewalk,traditional,0.09946541792067176,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.991033262831628,2450,7,0.12639378309249877,0.15228403806686394,0.0,0.0,0.9033896246378724,0.9251102501934461,0.9878731333980897,0.9948925242270058
stress_tail_only_eff85,rising_edge_4_7,"4,5,6,7",traditional_charge_depth_timewalk,traditional,0.09946541792067176,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.991033262831628,2450,7,0.12760823106765748,0.16025298166275026,0.0,0.0,0.9080097895752036,0.926035693718057,0.9881998086261272,0.9956216695890483
stress_tail_only_eff85,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",traditional_charge_depth_timewalk,traditional,0.09946541792067176,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.991033262831628,2450,7,0.12161663532257089,0.15262798786163334,0.0,0.0,0.9045360804903758,0.923000162842137,0.9878200964528022,0.9939736459933511
stress_tail_only_eff85,late_tail_12_17,"12,13,14,15,16,17",traditional_charge_depth_timewalk,traditional,0.09946541792067176,0.1388751792907715,0.783085286617279,-0.6572222709655762,0.0,0.0,0.9163664097623634,0.991033262831628,2450,7,0.12684243774414064,0.15848771333694453,0.0,0.0,0.908709215591569,0.9250879854077682,0.9882190687993184,0.9950253108428441
stress_tail_only_eff85,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",gradient_boosted_trees,tree,0.10212500936937292,0.08115814838304877,0.09087534734612362,0.008217743706604885,0.7367663095319696,0.7495825112913195,0.9917818721901093,0.9918295827696373,2450,7,0.06496551307363284,0.09596011441005105,0.7072397933114765,0.7783845135644181,0.9890597581610249,0.9946614118382711,0.9887457538326273,0.9944920750918775
stress_fixed_eff90,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",gradient_boosted_trees,tree,0.1023144859105855,0.08115814838304877,0.09087534734612362,0.008217743706604885,0.7367663095319696,0.7495825112913195,0.9917818721901093,0.9907150148801515,2450,7,0.05777793340635666,0.09858470196364172,0.7079930244408387,0.7776860534638611,0.9891758456857075,0.9953023422745034,0.9874822490431439,0.9936932557737126
nominal_s27d,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",gradient_boosted_trees,tree,0.10258366573935747,0.08115814838304877,0.09087534734612362,0.008217743706604885,0.7367663095319696,0.7495825112913195,0.9917818721901093,0.9891316041226693,2450,7,0.05885215601407918,0.10209690865158653,0.710361944572643,0.7797653317739864,0.989180240567122,0.9952009933240016,0.9850435320883567,0.9922296241386592
pid_charge_balanced_q50,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",gradient_boosted_trees,tree,0.10258366573935747,0.08115814838304877,0.09087534734612362,0.008217743706604885,0.7367663095319696,0.7495825112913195,0.9917818721901093,0.9891316041226693,2450,7,0.05717640619023038,0.10315711518226174,0.7078291722109145,0.7788399374504638,0.988397134791978,0.9952179665915651,0.9847909833400703,0.9930110886157627
pid_strict_distal_q60,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",gradient_boosted_trees,tree,0.10305977734189022,0.08115814838304877,0.09087534734612362,0.008217743706604885,0.7367663095319696,0.7495825112913195,0.9900814736096352,0.9891316041226693,2450,7,0.0613432758942414,0.10054088547145308,0.7089017958330199,0.7813918347937331,0.9874263334727539,0.9928028695895474,0.9849011518226313,0.9933706228644814
stress_fixed_eff90,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.10923275682578046,0.04207669388362742,0.09244540662503081,0.001050450779350065,0.9000777129884581,0.9006845887715415,0.982137925497752,0.990893682575003,2450,7,0.01937869727095174,0.09229947758481688,0.8710431765037869,0.9367299113876509,0.9780423235581825,0.9866817801969605,0.9880943104891219,0.9934097335099622
stress_tail_only_eff85,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.10932213260724795,0.04207669388362799,0.09244540662503074,0.001050450779350065,0.9000777129884583,0.9006845887715415,0.982137925497752,0.990367942684019,2450,7,0.020040566315098308,0.0830263177429493,0.878675379047905,0.933286134982973,0.9783884470133689,0.9860206435296459,0.9860295211894338,0.9941701025332808
pid_strict_distal_q60,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.10954001064279753,0.04207669388362888,0.09244540662503074,0.0010504507793491769,0.9000777129884581,0.9006845887715417,0.9828841333860106,0.9878572588942438,2450,7,0.021473904478567615,0.0902856228216157,0.8612577445519276,0.9349786646746681,0.9796390985794547,0.9854934807153582,0.9800803642826649,0.9927078558817755
pid_charge_balanced_q50,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.1097489488515097,0.04207669388362799,0.09244540662503072,0.001050450779350065,0.9000777129884583,0.9006845887715415,0.9821379254977521,0.9878572588942438,2450,7,0.020292487411943606,0.08314302610253865,0.8644832025878779,0.9340700056661654,0.9776719152598624,0.9867500878074912,0.9793066376104128,0.99400363320604
nominal_s27d,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.10974894885150986,0.04207669388362888,0.09244540662503074,0.0010504507793491769,0.900077712988458,0.9006845887715417,0.9821379254977521,0.9878572588942438,2450,7,0.02361876851098119,0.09034633466396974,0.867823340438468,0.9264074426793069,0.9771574845849672,0.9862594786969262,0.9794429909040152,0.9923112667346161
nominal_s27d,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",residual_cnn_gru_new,new_architecture,0.1398143317444927,0.056507322059523024,0.10420059064369343,0.00019756031775663985,1.0606216937800492,1.104679892764211,0.9510854206807964,0.9817999675096117,2450,7,0.02642860423867124,0.10902692961271504,1.0309992362140419,1.0994860190879843,0.947680212202986,0.9549210674673163,0.9744323083533788,0.9891454043688123
pid_charge_balanced_q50,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",residual_cnn_gru_new,new_architecture,0.1398143317444927,0.056507322059523024,0.10420059064369344,0.00019756031775663985,1.0606216937800492,1.104679892764211,0.9510854206807964,0.9817999675096117,2450,7,0.032824967151347584,0.11247647016231145,1.0228478919619086,1.1118308090296338,0.9479642721332814,0.9540845577211394,0.9754115265146517,0.9888859574334593
stress_tail_only_eff85,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",residual_cnn_gru_new,new_architecture,0.13982165495597026,0.0565073220595227,0.10420059064369344,0.00019756031775575167,1.0606216937800492,1.104679892764211,0.9510854206807964,0.9817568897950368,2450,7,0.029962384843229894,0.10685488408137697,1.026807697844494,1.098778234681108,0.948178873524634,0.9536610321970096,0.9735223082410766,0.9890837860800654
pid_strict_distal_q60,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",residual_cnn_gru_new,new_architecture,0.13990598715473987,0.056507322059523586,0.10420059064369348,0.0001975603177548635,1.0606216937800492,1.1046798927642107,0.9507580799299139,0.9817999675096117,2450,7,0.03298828991585178,0.10165613693164684,1.023159902229745,1.0971073011349417,0.9446380655250034,0.9589553932530188,0.9741409460880757,0.9872006056658502
stress_fixed_eff90,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",residual_cnn_gru_new,new_architecture,0.140540038605842,0.056507322059523586,0.1042005906436934,0.0001975603177548635,1.0606216937800492,1.104679892764211,0.9510854206807964,0.9775311036193223,2450,7,0.03415434599440808,0.10055927118477193,1.026930625798395,1.1041988715546418,0.9481669147001283,0.9546061600426746,0.9689344260807812,0.9844932518265324
nominal_s27d,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",gradient_boosted_trees,tree,0.14821162609167982,0.0996204876735359,0.11788389166109613,0.0075700282885842185,1.0280206335918758,1.0718300814189095,0.9574261400128452,0.9810339163553005,2450,7,0.06953889599398409,0.13014176383844117,0.9763063348509705,1.0771204439055335,0.9553940495406436,0.9598745972101583,0.973312912747039,0.9883611004010481
pid_charge_balanced_q50,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",gradient_boosted_trees,tree,0.14821162609167982,0.0996204876735359,0.11788389166109613,0.0075700282885842185,1.0280206335918758,1.0718300814189095,0.9574261400128452,0.9810339163553005,2450,7,0.0753265629376608,0.11770111281540614,0.9747884663064298,1.0759612988824991,0.955148370869658,0.9597369964865636,0.9752876581384318,0.9868530876649062
pid_strict_distal_q60,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",gradient_boosted_trees,tree,0.14845070371253777,0.0996204876735359,0.11788389166109613,0.0075700282885842185,1.0280206335918758,1.0718300814189095,0.956572291366924,0.9810339163553005,2450,7,0.0755220883600983,0.12023204817908872,0.9767340629992932,1.0766730735811192,0.9493007257499471,0.9640924051353214,0.9738102067145353,0.9873117030830862
stress_fixed_eff90,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",gradient_boosted_trees,tree,0.14911128931594175,0.0996204876735359,0.11788389166109613,0.0075700282885842185,1.0280206335918758,1.0718300814189095,0.9574261400128452,0.975741779741995,2450,7,0.0773072159102282,0.12009122992715271,0.9594414806717158,1.0744082769101022,0.9547340726569037,0.9598482616557568,0.9706358501717812,0.9828032704546968
stress_tail_only_eff85,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",gradient_boosted_trees,tree,0.149377341726949,0.0996204876735359,0.11788389166109613,0.0075700282885842185,1.0280206335918758,1.0718300814189095,0.9574261400128452,0.9741767655595994,2450,7,0.07740493201323048,0.12967797172977355,0.9764054472288571,1.0771112377857783,0.9555133276469576,0.9598733264319091,0.9655144332752984,0.9814886856241285
stress_tail_only_eff85,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",attention_transformer_small,attention,0.18763011233355764,0.1619092445346144,0.20626873312171232,0.014868778330540344,1.2505157280151964,1.2328378379246532,0.9760970616570328,0.9613558557700245,2450,7,0.10065075697752768,0.2827637836641989,1.167063147174023,1.3341569286817778,0.9699748120379378,0.9832411513493983,0.9445249031950224,0.981837913893653
pid_strict_distal_q60,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",attention_transformer_small,attention,0.18863470250778874,0.1619092445346144,0.20626873312171232,0.014868778330540344,1.2505157280151964,1.2328378379246532,0.9762913838259849,0.955126441760979,2450,7,0.09882583737476827,0.2924060640139043,1.16871513770167,1.363071924579144,0.9734529100652439,0.9813998363692673,0.9401404167239638,0.9756269589731916
nominal_s27d,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",attention_transformer_small,attention,0.18868911271509536,0.1619092445346144,0.20626873312171232,0.014868778330540344,1.2505157280151964,1.2328378379246532,0.9760970616570328,0.955126441760979,2450,7,0.10525055925293951,0.2961908656089203,1.1597198007295244,1.3407630331545226,0.9697636427567846,0.9822346024293056,0.9388177394921519,0.9706207979682145
pid_charge_balanced_q50,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",attention_transformer_small,attention,0.18868911271509536,0.1619092445346144,0.20626873312171232,0.014868778330540344,1.2505157280151964,1.2328378379246532,0.9760970616570328,0.955126441760979,2450,7,0.10506823311202321,0.2968377051760831,1.16637268751532,1.3483494624233752,0.9697706686898943,0.9825682225248932,0.9347290520450553,0.9712739429791589
stress_fixed_eff90,all_0_17,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",attention_transformer_small,attention,0.18930390292320204,0.1619092445346144,0.20626873312171232,0.014868778330540344,1.2505157280151964,1.2328378379246532,0.9760970616570328,0.9515100287721162,2450,7,0.10809455499605308,0.29621518268142544,1.1867186627415185,1.3475612513398691,0.9695146281878374,0.9826597856460936,0.9324594571531672,0.9652905333170699
pid_charge_balanced_q50,peak_charge_8_11,"8,9,10,11",residual_cnn_gru_new,new_architecture,0.1997329344090265,0.10745592006004562,0.13671919279594416,0.016188210624286548,1.4597854808328032,1.3298548759885371,0.9449285484906873,0.9688929802711141,2450,7,0.06703619161655158,0.15356077636290622,1.4118461018494717,1.4970574514023487,0.9423029452132865,0.9497846014045472,0.9572475996627697,0.9767905919927697
nominal_s27d,peak_charge_8_11,"8,9,10,11",residual_cnn_gru_new,new_architecture,0.19973293440902665,0.10745592006004594,0.13671919279594422,0.016188210624287436,1.4597854808328032,1.329854875988537,0.9449285484906873,0.9688929802711141,2450,7,0.05667766438649193,0.15098604462542162,1.4060267379116054,1.4951292551982773,0.9422290935788344,0.9482357138022756,0.9561480896247426,0.9784020986629927
stress_tail_only_eff85,peak_charge_8_11,"8,9,10,11",residual_cnn_gru_new,new_architecture,0.20013788873395816,0.10745592006004473,0.13671919279594416,0.016188210624287436,1.4597854808328032,1.329854875988537,0.9449285484906873,0.9665108960068088,2450,7,0.06638886969257593,0.15412481120500837,1.4104197937138747,1.4996643116622945,0.9419584378703892,0.9491143710214668,0.9565284070302362,0.9757217669656368
pid_strict_distal_q60,peak_charge_8_11,"8,9,10,11",residual_cnn_gru_new,new_architecture,0.2006113542196677,0.10745592006004562,0.13671919279594416,0.016188210624286548,1.459785480832803,1.3298548759885371,0.9417913348812543,0.9688929802711141,2450,7,0.06615967884260913,0.1450980248009189,1.4027874406993341,1.4950622514285674,0.9344108709215947,0.9501813078646063,0.9601451981133553,0.977880002708977
nominal_s27d,late_tail_12_17,"12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.20067831793363164,0.12685542989298865,0.15803916738557677,0.009622930779839223,1.4306998554559225,1.2707714131549883,0.9467276814386641,0.975562895976607,2450,7,0.07397197479472273,0.17817141575471662,1.3655702219530137,1.4916252057730248,0.9438781580005479,0.9504084422412816,0.9655169239015593,0.9847348612231314
pid_charge_balanced_q50,late_tail_12_17,"12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.20067831793363167,0.12685542989298865,0.15803916738557677,0.009622930779839223,1.4306998554559225,1.2707714131549883,0.9467276814386641,0.9755628959766068,2450,7,0.07397117117493017,0.19524085072838035,1.3614144006137117,1.4892643967891321,0.943636942331348,0.9517229897150502,0.9673669864246912,0.9846447121234889
stress_fixed_eff90,peak_charge_8_11,"8,9,10,11",residual_cnn_gru_new,new_architecture,0.20116283607809582,0.10745592006004594,0.13671919279594416,0.016188210624287436,1.4597854808328032,1.3298548759885371,0.9449285484906872,0.9604817939824719,2450,7,0.06846059589343102,0.1490511084409395,1.3919030563323838,1.5000308568559788,0.9412754577904991,0.9486761230848946,0.9516923168061002,0.9703999813152646
pid_strict_distal_q60,late_tail_12_17,"12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.20145207323655578,0.12685542989298834,0.15803916738557672,0.009622930779840111,1.4306998554559223,1.2707714131549883,0.9439642696425063,0.9755628959766068,2450,7,0.07196330573319573,0.1814527897015648,1.3752487747204631,1.5020242593865456,0.939564190415334,0.9510089596912413,0.9663721448581559,0.9856907224468946
stress_fixed_eff90,late_tail_12_17,"12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.20174022904126124,0.12685542989298834,0.15803916738557677,0.009622930779840111,1.4306998554559225,1.2707714131549883,0.9467276814386641,0.9693163600493739,2450,7,0.07157479589912834,0.1891876338644163,1.3522539602686015,1.482415740345976,0.9427043290944604,0.9506607788347463,0.9645542803605531,0.9748136734601285
stress_tail_only_eff85,late_tail_12_17,"12,13,14,15,16,17",residual_cnn_gru_new,new_architecture,0.20212355659341064,0.12685542989298745,0.15803916738557675,0.009622930779839223,1.4306998554559225,1.2707714131549883,0.9467276814386641,0.967061492095552,2450,7,0.08202227076385492,0.18499371552213992,1.3622908661901012,1.4872234036042848,0.9432657728143283,0.950491320964797,0.9568160335194106,0.9751472832005778
stress_tail_only_eff85,causal_0_11,"0,1,2,3,4,5,6,7,8,9,10,11",attention_transformer_small,attention,0.2135271809303922,0.21329688337172278,0.22331695432191262,0.009410464139510744,1.2497098956927792,1.3013227334372706,0.942493978805395,0.9529710752462796,2450,7,0.11263787643521969,0.3401154827915717,1.074008084908821,1.3502785223335434,0.9394308213685001,0.9461195569075774,0.9397649075421752,0.9669619675233233
stress_tail_only_eff85,rising_edge_4_7,"4,5,6,7",residual_cnn_gru_new,new_architecture,0.21371515088964427,0.11092959229146865,0.14955408748923493,-0.008380809699078284,1.4249351149946479,1.3761965248539476,0.8853813423249839,0.9680558995954092,2450,7,0.055828564963792446,0.164923795017414,1.3780226011113328,1.5125890685977532,0.8734870987028602,0.8941341029893393,0.9548545596268012,0.9797874276352758
nominal_s27d,rising_edge_4_7,"4,5,6,7",residual_cnn_gru_new,new_architecture,0.2137703995655255,0.11092959229146865,0.14955408748923496,-0.008380809699078284,1.424935114994648,1.3761965248539476,0.8853813423249839,0.9677309073843432,2450,7,0.06962269274124334,0.16306728483774952,1.3767321892110418,1.4991171252527349,0.8771411501824441,0.8928707777154741,0.9564005732675221,0.9766359548747992
pid_charge_balanced_q50,rising_edge_4_7,"4,5,6,7",residual_cnn_gru_new,new_architecture,0.2137703995655255,0.11092959229146865,0.14955408748923488,-0.008380809699078284,1.4249351149946479,1.3761965248539476,0.8853813423249839,0.9677309073843432,2450,7,0.05397662171150219,0.16047605847252375,1.3672987218398138,1.5089785981962964,0.8717319354998171,0.8946860439222957,0.9585315090146843,0.9783387745699871
pid_strict_distal_q60,rising_edge_4_7,"4,5,6,7",residual_cnn_gru_new,new_architecture,0.21406579798504194,0.1109295922914689,0.14955408748923488,-0.008380809699079173,1.4249351149946479,1.3761965248539476,0.8843263479695683,0.9677309073843432,2450,7,0.06125985770774403,0.16636833973683743,1.3723869601477472,1.519535650632563,0.8727351083982509,0.8966887640338992,0.9596391902671051,0.9760061198199869
