method,stratum,level,n,timing_bias_ns,timing_sigma68_ns,saturation_mae,pileup_auc,pileup_one_minus_auc,energy_bias,energy_sigma68,pid_shift_bias,pid_shift_sigma68
traditional_cfd_template_fit,energy_bin,q3,1246,0.47498484115802864,0.8363657314657682,0.2441307175007726,0.9262305684250136,0.07376943157498639,0.16609163795728477,0.18171875659316586,-0.0011614764917448365,0.014821830407018169
1d_cnn,energy_bin,q4_high,935,-5.429960601083838,7.446098264797529,0.18129374796686043,0.9987937449133821,0.001206255086617869,0.29333529931783353,0.3736800677999447,0.07148722954205484,0.04674566124429775
compact_waveform_transformer,energy_bin,q4_high,935,-0.6983440653183894,8.78147528684681,0.18464240808703092,0.9983214161144054,0.001678583885594609,0.25537978047072407,0.35852178114738004,0.1132887482920062,0.0580568196201574
gradient_boosted_trees,energy_bin,q4_high,935,-0.9996132708314178,2.9930689853896575,0.0019754645751751095,1.0,0.0,0.019670242411812255,0.2785817005793626,0.0005202596594021973,0.001525488841794188
mlp,energy_bin,q4_high,935,-1.440408659650883,3.4082617621783347,0.017368740198250653,1.0,0.0,0.028091007175270466,0.27510099608597566,0.0038200014494246884,0.015903294537535615
phase_gate_transformer_new,energy_bin,q4_high,935,6.274098499094057,6.797467355560244,0.21067441955730304,0.9695166259737239,0.0304833740262761,0.31291753122060584,0.3523252601376184,0.007794638077842055,0.07097511040909704
ridge,energy_bin,q4_high,935,-1.270282144412814,3.5140197011820145,0.052447256949584985,1.0,0.0,0.08218518597523705,0.3213136047638686,0.0009418967820563331,0.0018976728128153025
traditional_cfd_template_fit,energy_bin,q4_high,935,-0.031867378847246774,1.2262489571379436,0.4284853794559981,0.9777496802697361,0.022250319730263923,0.17902810520260592,0.3470335993130247,-0.001469036636540485,0.011055348494706813
1d_cnn,energy_residual_bin,central_energy,1458,-3.5160896150248035,5.949184662360776,0.2844575136136337,0.9410355152953696,0.05896448470463045,0.03547350041724151,0.20726240525384443,-0.03911536690544959,0.08695116360728783
compact_waveform_transformer,energy_residual_bin,central_energy,1458,-2.9938077658908187,7.839551371088748,0.30712856605812017,0.9411053270112849,0.05889467298871509,-0.030441299652275156,0.21639035845927207,-0.023323564931986566,0.12150941019396026
gradient_boosted_trees,energy_residual_bin,central_energy,1458,-0.5948074591676527,2.600954287188238,0.0008242055343121201,1.0,0.0,-0.042567467428878625,0.16505830776341887,0.0004254264387896227,0.001560923902136033
mlp,energy_residual_bin,central_energy,1458,-0.9977370758050945,3.5222311558413213,0.011819614541838833,1.0,0.0,-0.04571478740120816,0.19651092450117447,0.001889289205234371,0.016934336416488394
phase_gate_transformer_new,energy_residual_bin,central_energy,1458,-2.6854603839109643,9.535415940177892,0.3181977551685297,0.942209106844001,0.057790893155998946,0.03245251022720552,0.20993902347340393,-0.04507172886672055,0.10126484909259567
ridge,energy_residual_bin,central_energy,1458,-0.6685498516137169,3.3058158751597126,0.06909608027024536,1.0,0.0,0.016929232924711893,0.2494522836798777,0.00019582291883079618,0.0016774551485112428
traditional_cfd_template_fit,energy_residual_bin,central_energy,1458,0.08343355628378646,1.1074876713026414,0.34962486329099685,0.9133146036675681,0.08668539633243189,0.047375557029838866,0.2184502411543555,-0.00040819843053468703,0.01930817626599465
1d_cnn,energy_residual_bin,high_energy_resid,1624,-1.6690723744123854,7.414790739091078,0.19872298406249725,0.9342097068374927,0.06579029316250729,0.2804880193690762,0.1995807544134673,0.04471828578825403,0.060906728770659495
compact_waveform_transformer,energy_residual_bin,high_energy_resid,1624,-4.28016593668703,5.986448447477157,0.20581271300209514,0.9291627741447573,0.07083722585524266,0.25705839029586564,0.18412088896752415,0.10166611077494343,0.0771954702296188
gradient_boosted_trees,energy_residual_bin,high_energy_resid,1624,-1.1995139577585103,3.107434773819875,0.0013515949660365546,1.0,0.0,0.03439636865547496,0.23117746597332267,5.5503879282131846e-05,0.0015243184628540643
mlp,energy_residual_bin,high_energy_resid,1624,-2.3495618127680964,3.776079594304532,0.01447916082403613,1.0,0.0,0.09156400168703333,0.2247038195509414,0.005085844835535584,0.01862038040936212
phase_gate_transformer_new,energy_residual_bin,high_energy_resid,1624,2.846028965076517,6.027824430924362,0.22589397312930554,0.91073668757507,0.08926331242493002,0.2599868248949928,0.20852684839346236,0.018587061057019308,0.054696307686247385
ridge,energy_residual_bin,high_energy_resid,1624,-2.191625174641514,3.4050078729748696,0.04120017851045737,1.0,0.0,0.15881197035218841,0.19966764931874653,0.0006345937671187302,0.0018297608962561268
traditional_cfd_template_fit,energy_residual_bin,high_energy_resid,1624,0.5137692052347261,0.8238900944934915,0.3299109203937956,0.9284354286222698,0.0715645713777302,0.25265928930456916,0.15794262751265878,-0.0015984245940524214,0.022610260010853048
1d_cnn,energy_residual_bin,low_energy_resid,1574,-3.157050979004719,10.84797486440823,0.29168399267396894,0.9606953554098011,0.03930464459019889,-0.25229771605129603,0.41417240674888267,-0.10053689819160783,0.09982939393780527
compact_waveform_transformer,energy_residual_bin,low_energy_resid,1574,-1.4236452340739714,11.497857303779083,0.31044620488835556,0.9080531115021597,0.09194688849784027,-0.3635176925059014,0.5450369484357641,-0.12276436872087444,0.14591031734582008
gradient_boosted_trees,energy_residual_bin,low_energy_resid,1574,-0.7169486316632074,3.212650843648566,0.0008425049357441956,1.0,0.0,-0.043175955958525664,0.16577399354116068,0.00042952761292963833,0.0022162336267434347
mlp,energy_residual_bin,low_energy_resid,1574,-1.2789267758962461,3.950037059939274,0.015501588929613057,1.0,0.0,-0.02036185341651575,0.2043275960901772,0.0014090795495034234,0.020345058708341142
phase_gate_transformer_new,energy_residual_bin,low_energy_resid,1574,-0.8040841414075892,15.290051644886702,0.3238074968741079,0.9657548125633232,0.034245187436676816,-0.328242174353357,0.40426575200498027,-0.09848095413288187,0.14799830523651117
ridge,energy_residual_bin,low_energy_resid,1574,0.4272624338812925,3.6349950045260626,0.10349237181894672,0.9996885831600277,0.0003114168399722672,-0.13379416012896217,0.2639058901598412,0.0005391061012987473,0.0018727200071238306
traditional_cfd_template_fit,energy_residual_bin,low_energy_resid,1574,-0.08498681923529228,1.1062164950786828,0.21343130469892768,0.810281021703194,0.18971897829680595,-0.13666239052863705,0.2170393755468374,0.003784930466428851,0.5284143964063928
1d_cnn,pedestal_drift_bin,high,1476,-4.3933947289448305,8.936683073267538,0.2425920286064473,0.9572151472820447,0.04278485271795529,0.08894386955203082,0.3108720730179506,-0.029467865736241383,0.10908518186402358
compact_waveform_transformer,pedestal_drift_bin,high,1476,-3.261194582126133,7.343571259328009,0.24715080677799672,0.9398320287173051,0.06016797128269491,0.17786169073981917,0.41413760627984164,0.015759001062109295,0.2352310013801452
gradient_boosted_trees,pedestal_drift_bin,high,1476,-1.0639983927970924,3.326131707072054,0.0010017957236461673,1.0,0.0,-0.00690928086981378,0.18299346387980409,0.000203895787223056,0.007925203106341552
mlp,pedestal_drift_bin,high,1476,-1.8551359244891454,4.165090532417238,0.016412231497058564,1.0,0.0,0.00032658779193601994,0.2259674611577212,0.005166342713038381,0.024204021949553983
phase_gate_transformer_new,pedestal_drift_bin,high,1476,2.5573037893011907,10.546517826933142,0.26643362687734456,0.9578181501987642,0.04218184980123585,0.009557193233765915,0.3440094866795862,0.015044734955658057,0.1863348770819691
ridge,pedestal_drift_bin,high,1476,-0.974693856307681,3.7149114734496393,0.07356844857372474,0.9997504815517023,0.0002495184482976809,0.019266807771492644,0.2706350125002656,0.00025847762581135414,0.0019196932256206967
traditional_cfd_template_fit,pedestal_drift_bin,high,1476,0.08875248223012822,1.1002247078392404,0.2724541606615831,0.6358769722826589,0.36412302771734106,0.042294956370009906,0.2555024810671398,0.11187565303716593,0.5830228680780288
1d_cnn,pedestal_drift_bin,low,1502,-2.1538576400612888,7.476984017529315,0.26673653939723324,0.9517883755588675,0.04821162444113247,0.0505610777545078,0.3572018038016317,-0.007545290548518196,0.09510592133271109
compact_waveform_transformer,pedestal_drift_bin,low,1502,-3.026858723174257,8.877310640693864,0.288681399534017,0.9606929955290612,0.03930700447093882,0.004433831449546233,0.3732155649570831,-0.001703304205520239,0.14166558247635852
gradient_boosted_trees,pedestal_drift_bin,low,1502,-0.7310007816207902,2.8533938474325984,0.000991160963174206,1.0,0.0,-0.019593214308253892,0.17276674923728202,0.00031802255368353505,0.0012453181234539255
mlp,pedestal_drift_bin,low,1502,-1.3169606626865118,3.597891076856811,0.012654954444097167,1.0,0.0,0.01112156962580485,0.21613399468250655,0.0018748839906631912,0.017136597854970813
phase_gate_transformer_new,pedestal_drift_bin,low,1502,-0.9599937090944781,9.80616769362345,0.30080785039319924,0.9516943439074588,0.04830565609254123,0.05166618514803023,0.35598603739885504,-0.02623381093059715,0.09319460803941929
ridge,pedestal_drift_bin,low,1502,-0.8912458434525945,3.803640095080072,0.07146255667847762,1.0,0.0,0.025106214370215485,0.2610470101174679,0.0005480760401871,0.0017428944306995887
traditional_cfd_template_fit,pedestal_drift_bin,low,1502,0.1134119364965045,1.0748906130298872,0.3052534059855291,0.9093765524093392,0.09062344759066077,0.06434766340189024,0.26194951047142545,-0.0008474915253257769,0.004644156045331565
1d_cnn,pedestal_drift_bin,mid,1678,-1.9922075078718295,7.14564629790681,0.26094855127368294,0.9441027848453725,0.05589721515462753,0.06790523994059594,0.35045659776212146,-0.005229437145985472,0.09647787399933759
compact_waveform_transformer,pedestal_drift_bin,mid,1678,-2.968841682830549,7.933175729558502,0.28145504697139245,0.9548156956004754,0.04518430439952459,0.001899500456002734,0.3643084180892495,-0.0004123460110878555,0.14240836249137379
gradient_boosted_trees,pedestal_drift_bin,mid,1678,-0.8474370295867684,2.8358512354703747,0.0010461325434698446,1.0,0.0,-0.014711571298660298,0.20599975694122846,0.00031616671085873526,0.001271281582271906
mlp,pedestal_drift_bin,mid,1678,-1.4284968785939007,3.634235466890116,0.013059869422380367,1.0,0.0,0.006862022265937448,0.23198743247005194,0.0020021555174286896,0.016562955416331335
phase_gate_transformer_new,pedestal_drift_bin,mid,1678,-0.3052303568010508,9.13339205777367,0.2952250982812923,0.9441226735538423,0.05587732644615773,0.05423684110412541,0.3506805202831782,-0.028941789063495198,0.08747708514661248
ridge,pedestal_drift_bin,mid,1678,-0.7895802051559926,3.5923432564133595,0.0683101179690891,1.0,0.0,0.02838811703598315,0.26394203422079054,0.0005207419572039096,0.0017328027308240422
traditional_cfd_template_fit,pedestal_drift_bin,mid,1678,0.13339581371338305,0.915389736980191,0.31039112161331844,0.9005422514302113,0.09945774856978873,0.06265880488014353,0.2740829626183483,-0.0013203313027066936,0.004248294603984587
1d_cnn,phase_bin,phase_q1,1150,-2.477727631524864,8.21962165378422,0.21571452958820417,0.9653400197553378,0.034659980244662214,0.07459331221928789,0.345977118404609,-0.002297874717806946,0.10484551759395308
compact_waveform_transformer,phase_bin,phase_q1,1150,-2.480562950227526,9.397614032201137,0.23720153442442046,0.9641790137527544,0.03582098624724561,0.045726155497773924,0.422286340906606,0.01911883102135437,0.15174037640952998
gradient_boosted_trees,phase_bin,phase_q1,1150,-0.6827576390197647,2.878457709574814,0.0011782425535306305,1.0,0.0,-0.020080841352884904,0.17964681324154308,0.00029417800869145855,0.00162600860513584
mlp,phase_bin,phase_q1,1150,-1.368410861691232,3.7473243238151976,0.014143240777744035,1.0,0.0,0.002489932327320768,0.22566743696132374,0.0028391120442143843,0.018378905364576696
phase_gate_transformer_new,phase_bin,phase_q1,1150,3.225713146642722,10.656819322292854,0.25923040141356135,0.9607719778132361,0.03922802218676391,0.037162244093152275,0.39057970606770087,-0.006485555978891489,0.1226444379665981
ridge,phase_bin,phase_q1,1150,-0.7322155836659601,3.8044878267285895,0.058822853918537775,0.9999908821518122,9.117848187800703e-06,0.03223464193495968,0.28388769582955947,0.000265955392423938,0.0018352664183536223
traditional_cfd_template_fit,phase_bin,phase_q1,1150,0.05249886546527782,1.1250636058940862,0.2634741900714456,0.8605577083808222,0.13944229161917776,0.07922191525337352,0.27511679368596204,-0.0006860851534846364,0.04672026983140187
1d_cnn,phase_bin,phase_q2,1140,-2.488099481726679,7.692916726270425,0.27793369161115067,0.9706360691006416,0.029363930899358404,0.033514822963180535,0.34557264533371823,-0.004882878837073522,0.09684910308440473
compact_waveform_transformer,phase_bin,phase_q2,1140,-2.802869199824573,7.8213594240141715,0.29097809543031133,0.966672642753781,0.03332735724621905,0.024368973898076796,0.3793439658489518,0.0033944407074371526,0.14686279342402478
gradient_boosted_trees,phase_bin,phase_q2,1140,-0.8867948938150212,2.9977640989920706,0.0010348378982077521,1.0,0.0,-0.015613464668457977,0.20290595786135207,0.0003644063374414366,0.0015677038812095653
mlp,phase_bin,phase_q2,1140,-1.535068009008302,3.8347381153720344,0.013849656795419737,1.0,0.0,0.015519890262468444,0.23816334921665078,0.0031906031727526266,0.01803806948227679
phase_gate_transformer_new,phase_bin,phase_q2,1140,-0.4003261063998078,8.207287079998043,0.3012498379194164,0.9651871582425181,0.034812841757481894,0.050652624641675636,0.36672531074225756,-0.032674690628210594,0.10275786915441495
ridge,phase_bin,phase_q2,1140,-0.903853390310779,3.6818483753228137,0.07702759701286303,0.9999871940990409,1.2805900959089733e-05,0.030926896431536788,0.27426128685431217,0.0008171848700242385,0.0017736870202826448
traditional_cfd_template_fit,phase_bin,phase_q2,1140,0.1017429012367802,1.0661494602059225,0.34615192939772116,0.9379874246052581,0.06201257539474192,0.054000623353955834,0.2804467749827202,-0.0004263304957635402,0.017598122363105016
1d_cnn,phase_bin,phase_q3,1220,-1.9475204736122542,7.25038366648606,0.28323293027977064,0.93684071907141,0.06315928092859002,0.06811396312398355,0.3406474374082231,-0.02319346718689322,0.0982122344366867
compact_waveform_transformer,phase_bin,phase_q3,1220,-3.8074101959222837,7.681698826289786,0.2946893919530237,0.9359780268805211,0.06402197311947888,0.03065168662913642,0.3687531078055415,-0.013482433902426299,0.15255200292231957
gradient_boosted_trees,phase_bin,phase_q3,1220,-0.8267225120360826,2.997591634966075,0.0008735117733085502,1.0,0.0,-0.006597119248848371,0.17598656558730696,0.00025288466117407305,0.0016418905788254073
mlp,phase_bin,phase_q3,1220,-1.7841769853672949,3.576034372005275,0.013664753609561948,1.0,0.0,0.006570636956032869,0.2064244217732879,0.0028963345858244393,0.018514517752325783
phase_gate_transformer_new,phase_bin,phase_q3,1220,-1.6299646770145326,8.206509237900592,0.30900121553586063,0.9436266934701456,0.056373306529854394,0.03743977064879633,0.3610692120569524,-0.026273501635814923,0.10527495622413813
ridge,phase_bin,phase_q3,1220,-0.9696570782607656,3.664114425222407,0.07755155693861561,0.9994598095627145,0.0005401904372854816,0.00864576137033056,0.25629964317783016,0.00045493841239446255,0.0018223206598802137
traditional_cfd_template_fit,phase_bin,phase_q3,1220,0.12688451043664828,0.8884452973353836,0.32641716812155047,0.8093450258135779,0.19065497418642208,0.05775946849810132,0.25354769844678837,0.0003520066798114079,0.08834071767707391
1d_cnn,phase_bin,phase_q4,1146,-3.8564376598573986,8.179629609097063,0.24966447908423534,0.9501022507408586,0.049897749259141366,0.10095421357893208,0.3200211434229588,-0.02099312387311778,0.09843170235878157
compact_waveform_transformer,phase_bin,phase_q4,1146,-3.4398175843702683,7.170606311649974,0.2675896772784345,0.9011198599103623,0.09888014008963775,0.11978766517366868,0.41999160010362313,0.007706594406436886,0.15984466071331022
gradient_boosted_trees,phase_bin,phase_q4,1146,-1.0610654248393203,3.1154696693496513,0.0009794120059147518,1.0,0.0,-0.016497856127719923,0.18469188865998887,0.00029862014430353384,0.002221909311110346
mlp,phase_bin,phase_q4,1146,-1.5094175909044552,3.927347982670333,0.01433012313315613,1.0,0.0,0.004360495380865359,0.2226402819353173,0.0022998380966618758,0.019853054405785144
phase_gate_transformer_new,phase_bin,phase_q4,1146,1.4988308096154501,11.48101077806129,0.28092136096865106,0.9365310670813842,0.06346893291861577,0.04416201260502195,0.31615431403159067,0.0016661576253933215,0.12685955566548127
ridge,phase_bin,phase_q4,1146,-0.9842146807432699,3.7084778655619695,0.07022471737515643,0.9999969386005731,3.0613994268513522e-06,0.02845234501431082,0.25425521120279815,0.00022798209944487708,0.0017777344470298947
traditional_cfd_template_fit,phase_bin,phase_q4,1146,0.17138985418180752,0.9805502888386243,0.2492424047033625,0.7711068183488037,0.22889318165119632,0.031702361872747886,0.2509463090791789,0.0009007943506137352,0.4676419680812125
1d_cnn,pid_boundary_bin,central_pid,1721,-1.7584689245601854,7.049940016472769,0.26163349373259415,0.944818057085435,0.05518194291456502,0.006295991513088239,0.33767501510297093,-0.011898974613442727,0.09688413393622383
compact_waveform_transformer,pid_boundary_bin,central_pid,1721,-2.90172780603136,8.186537523679707,0.289976128831859,0.9583081420869118,0.04169185791308816,-0.07369655769334038,0.36539952694638134,-0.014529997221779537,0.1400885887729979
gradient_boosted_trees,pid_boundary_bin,central_pid,1721,-0.8427297610540219,2.965750002946933,0.0009790228812162263,1.0,0.0,-0.027320110334396075,0.22347638930337765,0.0006594894379122317,0.0010667606397529463
mlp,pid_boundary_bin,central_pid,1721,-1.3885864087119826,3.448568117510541,0.012334786483332194,1.0,0.0,0.0014590025158583986,0.23701437372561274,0.0018626001556880005,0.01726485146326842
phase_gate_transformer_new,pid_boundary_bin,central_pid,1721,-1.2953846843778969,9.268173750346001,0.30166437818615854,0.9490073958738809,0.05099260412611906,-0.0028160735327897868,0.34495858757032505,-0.028746673133910154,0.0941274742191969
ridge,pid_boundary_bin,central_pid,1721,-0.6025700267075003,3.5353025026315255,0.07338236367690532,1.0,0.0,-0.008084078324995914,0.25804785022207516,0.000785887638100221,0.0016569854010027346
traditional_cfd_template_fit,pid_boundary_bin,central_pid,1721,0.306137557500751,0.874295188977149,0.2965723598268268,0.8881591479423239,0.11184085205767613,0.010176298970844044,0.2541142553140197,-5.12550633099745e-05,0.0020233286688774626
1d_cnn,pid_boundary_bin,high_pid_edge,1500,-4.589924784494727,9.037683580484044,0.26685839753316776,0.9575632861489821,0.04243671385101788,0.0037788816908106426,0.3744732814514804,-0.05508075086275954,0.10342139861228118
compact_waveform_transformer,pid_boundary_bin,high_pid_edge,1500,-2.5784302067322855,7.534546741791897,0.26433463210346275,0.9431918841098861,0.05680811589011392,0.14143535684166242,0.5165754259935584,-0.006905910511691163,0.25224758064816016
gradient_boosted_trees,pid_boundary_bin,high_pid_edge,1500,-1.3966728877088461,3.239989742114937,0.0009319196575954101,1.0,0.0,-0.018243345825179558,0.1818683910771271,0.0007335269439101054,0.00766644012341466
mlp,pid_boundary_bin,high_pid_edge,1500,-2.247911273714994,4.1281013955625605,0.015936893531988214,1.0,0.0,-0.0025714843826440403,0.21911034712036007,0.0062157493669715395,0.02311950888695884
phase_gate_transformer_new,pid_boundary_bin,high_pid_edge,1500,1.370562423014933,10.691931204252107,0.2854007302261791,0.9606781931203385,0.03932180687966147,-0.042264041582352085,0.4100853604148086,-0.009349420943646743,0.19074318810721258
ridge,pid_boundary_bin,high_pid_edge,1500,-1.15708910748749,3.987252725936544,0.0795481580938092,0.9997702756108625,0.00022972438913748672,0.0003212552288524295,0.29979993779344905,0.00047873414692999744,0.0017973387645168631
traditional_cfd_template_fit,pid_boundary_bin,high_pid_edge,1500,-0.04750221634288532,1.1436133955044157,0.2647567424099164,0.5916064938023086,0.40839350619769144,-0.0031823244864281897,0.2679154240175095,0.1427160175675178,0.5736375129977851
1d_cnn,pid_boundary_bin,low_pid_edge,1435,-2.2843549151847604,7.360714482539484,0.24112679193132708,0.9412289360776024,0.058771063922397615,0.20243815481567395,0.2852577668137236,0.018765407111077312,0.09038554191703044
compact_waveform_transformer,pid_boundary_bin,low_pid_edge,1435,-3.9370695472276296,7.869681521022841,0.2614109796847316,0.9520679175475687,0.0479320824524313,0.11857862155537013,0.3079142235015513,0.032811923586575274,0.12078704105390314
gradient_boosted_trees,pid_boundary_bin,low_pid_edge,1435,-0.4024630676915635,2.7491088858200987,0.0011428618799759994,1.0,0.0,0.0030774184189190923,0.1674520650631806,-0.00035304757907964404,0.0011014266452950255
mlp,pid_boundary_bin,low_pid_edge,1435,-0.9555207978436364,3.7427917578856227,0.01394644482205548,1.0,0.0,0.02375467372082296,0.21116393308104087,0.00064606213646351,0.01641463571233083
phase_gate_transformer_new,pid_boundary_bin,low_pid_edge,1435,1.076456391272421,9.52131198171358,0.2740011493239769,0.9461412604153713,0.05385873958462872,0.1775401571694104,0.28136616993978847,-0.00632657154747865,0.08214722802573267
ridge,pid_boundary_bin,low_pid_edge,1435,-0.9093905700730112,3.607254125392579,0.05918807188108346,1.0,0.0,0.08427392874123796,0.2242942413681494,2.5724254271040393e-05,0.0017712442031848036
traditional_cfd_template_fit,pid_boundary_bin,low_pid_edge,1435,0.1362691222236485,0.92734417166646,0.3302669784787918,0.8905764208431787,0.10942357915682133,0.1607554562525202,0.2304030030974538,-0.0031956456180642573,0.0011457508629935192
1d_cnn,pid_sideband,central,3190,-1.911992000425423,7.3132236890921245,0.2699472324734106,0.954671542224638,0.045328457775361986,0.0287375452470382,0.368485943940579,-0.01786319550985184,0.09641500068166003
compact_waveform_transformer,pid_sideband,central,3190,-2.9321876859538527,8.475307705276425,0.2914768281505495,0.9628703859267678,0.03712961407323223,-0.019610403666017184,0.38528073076703456,-0.017979685806166462,0.1429258696574679
gradient_boosted_trees,pid_sideband,central,3190,-0.720292629326682,2.9059130883524116,0.0009777423655885022,1.0,0.0,-0.01950095165538522,0.17793369141905305,0.00037149546180913684,0.0012593905790439447
mlp,pid_sideband,central,3190,-1.3162205029786738,3.6764820846943365,0.012813899893973659,1.0,0.0,-0.0004588295070547671,0.21452036405133101,0.0015358132879585505,0.017324388739444398
phase_gate_transformer_new,pid_sideband,central,3190,-1.2458460444799835,9.588940430183062,0.30396093278419173,0.9553558333745121,0.04464416662548787,0.031563162993412774,0.3683769031700812,-0.03587333353420776,0.09568270623749692
ridge,pid_sideband,central,3190,-0.7413846688385228,3.7494391620921625,0.07349702900010703,1.0,0.0,0.0176210993585703,0.26648086481476824,0.0003927731882395853,0.0017613764655726272
traditional_cfd_template_fit,pid_sideband,central,3190,0.11736980046444878,0.9930281895488187,0.29983847049829226,0.9094897465039286,0.09051025349607145,0.0478832502386195,0.270190015886016,-3.586526563581754e-05,0.005944466571235743
1d_cnn,pid_sideband,high_duplicate,755,-6.97628449827333,9.963183711660497,0.22827069814072556,0.940269316555145,0.05973068344485499,0.1128626482041799,0.2937242032445938,-0.0671989001336104,0.11287229814042135
compact_waveform_transformer,pid_sideband,high_duplicate,755,-3.7726981505780373,5.936028273602526,0.22140834126258546,0.9363827024867672,0.06361729751323275,0.32869063775796725,0.3626249721125762,0.07892028997200717,0.37596962830871417
gradient_boosted_trees,pid_sideband,high_duplicate,755,-1.6438707136082158,3.492572201473809,0.0009236153551585526,1.0,0.0,-0.006106241950556868,0.18690573680028424,-0.00011431393563704484,0.016322025055001067
mlp,pid_sideband,high_duplicate,755,-3.0520232817623807,4.250035971506667,0.0183503172164087,1.0,0.0,0.024237442212036053,0.22435892833798013,0.012406877369260494,0.02757986032805941
phase_gate_transformer_new,pid_sideband,high_duplicate,755,3.797583058545257,10.673052280773508,0.2466282957435446,0.9539099171077599,0.04609008289224015,-0.024703727407182186,0.32393874113243626,0.10093486884095138,0.37026404587443845
ridge,pid_sideband,high_duplicate,755,-1.604703628606785,3.868935916274385,0.07680489452071544,0.9996338093811378,0.0003661906188622277,0.01928189374413769,0.27709638174468754,0.0005035215672880566,0.0019957897041297723
