dimension,stratum,method,method_label,n_runs,n_events,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
charge_bin,"charge[4000,8000)",mlp,MLP residual scale model,7,175,285,1.668296805671063,2.012471499836621,1.3215496028733151,3.345651763774012,0.02456140350877193,0.509427803497571,0.5614035087719298,0.9368421052631579,0.12128598336507024,0.013157894736842035,0.11507000553583685,0.18502152003504452,1.0931161496365442,1.491099312238306,0.41869602472069445,0.6160960065511155,0.45105013550135503,0.6526164874551971,0.9024761904761904,0.9793840784757593,0.1612265130658007,0.21949690033123212
charge_bin,"charge[4000,8000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,7,175,285,1.271450216015856,1.938026013767903,1.2287935903784133,3.394902497301738,0.017543859649122806,0.7658884719276896,0.6596491228070176,0.9614035087719298,0.023040369329982435,0.01140350877192986,0.11445034903191403,0.09575143880153418,0.8723710182997879,1.3244112037418632,0.38283904260272045,0.8755538018359298,0.5500497358852987,0.7779652351738241,0.9325333627093038,0.9824627598303576,0.07434138671581945,0.20269937874614707
charge_bin,"charge[4000,8000)",ridge,Ridge residual scale model,7,175,285,1.2156009612571217,1.78194848104107,1.1405334921051773,3.1716815726847334,0.014035087719298246,0.6181566321185964,0.5157894736842106,0.968421052631579,0.16690001845278946,0.018421052631579005,0.129409300090893,0.17414343476416627,0.9923778521124212,1.2972618385996253,0.5263469717290848,0.8170283041450557,0.3850620753292509,0.6301436081903707,0.9409144105274512,0.9930215124670283,0.1271762436698254,0.20805294601550198
charge_bin,"charge[4000,8000)",traditional,S02/S03/S04 atom robust-width baseline,7,175,285,1.4065144178340636,2.1107105326161246,1.2660451706576048,3.240680485252717,0.010526315789473684,7.372129540526859,0.14385964912280702,0.2,0.538829843014193,0.75,0.6444149215070964,2.0763435762620372,1.175330674732181,1.349606513714026,6.392233133069829,8.297668813933598,0.10590866087554829,0.19157345118898622,0.1640062473031537,0.2392223771692585,1.8530741476077783,2.317615067087534
charge_bin,"charge[40000,80000)",cnn1d,1D-CNN residual scale model,6,23,30,1.8804802270140948,0.5871516156335659,4.8510187365713175,8.902630851096086,0.3333333333333333,2.0846844251250523,0.4,0.6333333333333333,0.282689492137,0.31666666666666665,0.2996780794018334,0.4959296658326381,1.0219873471317087,12.127177517592475,0.5404951735639538,8.069465033522162,0.2139285714285714,0.7344444444444443,0.44371069182389933,1.0,0.11160590543765621,2.1295934165880572
charge_bin,"charge[40000,80000)",gradient_boosted_trees,HistGradientBoosting residual scale model,6,23,30,2.1619520364030578,1.7126332166664682,4.56458454410279,7.591244183502961,0.3,1.9020213959796215,0.5,0.7,0.18268949213700003,0.25,0.2564735143077667,0.39779610060609705,2.4597816181965504,10.341715303739608,1.1302878100992415,2.6734702836765334,0.38333333333333336,0.6387237762237761,0.47776268115942033,0.8078488372093023,0.16767069718214017,0.7057160744159922
charge_bin,"charge[40000,80000)",mlp,MLP residual scale model,6,23,30,2.343745683273345,1.5456359867424077,5.650895840988243,9.98866386726068,0.36666666666666664,1.6447869139222302,0.43333333333333335,0.6333333333333333,0.24935615880366668,0.31666666666666665,0.35326894921370006,0.39101967215156586,2.720705201474167,11.6523486630936,0.7152234002861884,3.199367745712593,0.181517094017094,0.6406666666666666,0.3317307692307692,0.928968253968254,0.11416135428192743,0.8841947750095447
charge_bin,"charge[40000,80000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,6,23,30,2.2932195476101525,1.2753721165796108,3.6783956645461124,8.968320738613297,0.26666666666666666,1.6468778454913016,0.5,0.8333333333333334,0.18268949213700003,0.11666666666666659,0.1898068476411,0.2840102129840171,1.662038794493901,13.895126436547065,0.6320070485645755,3.142857342935664,0.24816176470588236,0.679769585253456,0.597037037037037,1.0,0.09320101453073665,0.8284316141521938
charge_bin,"charge[40000,80000)",ridge,Ridge residual scale model,6,23,30,3.0271675360855155,1.571963398022337,6.602684110946087,9.986116399814605,0.4,1.5942675038820786,0.5,0.7,0.18268949213700003,0.25,0.2564735143077667,0.3208576275817113,1.7592865866297516,12.021478739109762,0.49058505983259015,3.3586122823865914,0.22808970099667775,0.7832047685834502,0.4997093023255814,1.0,0.11371494996838301,0.9055862967052171
charge_bin,"charge[40000,80000)",traditional,S02/S03/S04 atom robust-width baseline,6,23,30,3.562689020053014,1.5765187579925914,6.492592572886215,10.009406605430389,0.3333333333333333,9.133472017836088,0.06666666666666667,0.2,0.6160228254703334,0.75,0.6830114127351667,2.545626564010397,2.2328218356807246,15.294383971860947,5.182164092130154,14.437024450583294,0.0,0.16691176470588234,0.062073863636363635,0.4045833333333331,1.5902424913543443,4.720436622569433
charge_bin,"charge[8000,14000)",cnn1d,1D-CNN residual scale model,7,1032,1471,1.5885474641339603,1.9570850275931375,1.3460997850676713,2.1258987925366757,0.006118286879673691,0.7863271707626112,0.42420122365737595,0.964649898028552,0.2584882684796241,0.0146498980285521,0.14717411384552243,0.15849627739777186,1.2735807082816142,1.40458319894057,0.634865903888023,0.8723503456976952,0.3318836495023074,0.5026763662981377,0.9455847968105532,0.9802728216469951,0.1331596884602387,0.19949869178977184
charge_bin,"charge[8000,14000)",gradient_boosted_trees,HistGradientBoosting residual scale model,7,1032,1471,1.7084618844807735,2.0417222654947977,1.354356399663522,2.112652236076957,0.007477906186267845,0.6586906598692437,0.5390890550645819,0.9177430319510537,0.1436004370724181,0.03225696804894629,0.09754800915483583,0.15367868860173914,1.2695227068526145,1.4910431941468636,0.6111303223313941,0.772404671726952,0.4251842818279144,0.6229456990336789,0.8668447920180289,0.9482714464431485,0.1227113052206756,0.18526063215716976
charge_bin,"charge[8000,14000)",mlp,MLP residual scale model,7,1032,1471,1.730652797524527,1.9981587556959963,1.4049738753187166,2.438977452551817,0.009517335146159076,0.7011300244767911,0.5438477226376615,0.8980285520054385,0.13884176949933857,0.05197144799456144,0.12807594920893847,0.15443978555651186,1.3012849202224486,1.5134180993045279,0.6353928658470244,0.7967123786104913,0.504176032046289,0.5744740388297067,0.8694758208704065,0.9210438660356753,0.14247335445697323,0.17120024941567077
charge_bin,"charge[8000,14000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,7,1032,1471,1.6083182667005458,1.9171719654125496,1.32382727913322,2.414546167004788,0.006118286879673691,0.6765141414616889,0.6485384092454113,0.9809653297076818,0.03415108289158875,0.030965329707681843,0.06755832760692897,0.11404014968612768,1.2423266731208846,1.4219998481580227,0.5773185103798141,0.763844830615273,0.5978013961004107,0.7017039654495485,0.9683534031090132,0.9931669555259819,0.09275166408482065,0.13522377299752758
charge_bin,"charge[8000,14000)",ridge,Ridge residual scale model,7,1032,1471,1.4481591067385262,1.7257747194824162,1.3279465556816288,2.1403812752863427,0.009517335146159076,0.7933473065664018,0.44119646498980286,0.9170632222977566,0.24149302714719717,0.03293677770224335,0.13769076918202822,0.15469331686626672,1.2099887335039594,1.4136943347418578,0.6959536245542784,0.9453516659518302,0.38245023087117686,0.5150429177437529,0.8833955235557447,0.9504296603720613,0.12447148729526103,0.18091487709577614
charge_bin,"charge[8000,14000)",traditional,S02/S03/S04 atom robust-width baseline,7,1032,1471,1.562177660076352,2.008788701089564,1.238845681835671,2.150832367144067,0.009517335146159076,7.473081021355483,0.29503738953093134,0.4418762746430999,0.3876521026060687,0.5081237253569,0.4478879139814843,1.954186190824984,1.1563591161988256,1.3103346403648157,6.892495500735636,8.026305377153504,0.2456080198537095,0.34957686945165106,0.37179439499564293,0.5062153090309031,1.7644603678043262,2.119352711585256
