method,heldout_run,threshold,veto_fraction,timing_sigma68_all_ns,timing_sigma68_accepted_ns,timing_sigma68_delta_ns,charge_logamp_delta,baseline_final_fraction_delta,saturation_logamp_top10_delta,pileup_dt_mean_delta_ns,topology_n_downstream_delta,n_accepted_clean,n_vetoed_clean
random_forest_s07h,59,0.6093116378967608,0.02891566265060241,0.8659752201109989,0.8692304640461604,0.0032552439351615226,-0.008944318773445481,-0.005957879528771942,-0.0007444168734491302,0.004965300973843956,-0.003252713085593051,403,12
random_forest_s07h,60,0.6096702219068328,0.02336448598130841,0.8951998855297902,0.8934672348315524,-0.0017326506982378032,0.0030724983589580646,-0.0015285367119819981,-0.0019138755980861316,0.0008415484932786654,0.0024258820372939915,418,10
random_forest_s07h,61,0.5697793530699904,0.14497528830313014,0.9072897393770725,0.9214093824864208,0.014119643109348323,0.008015221835686148,-0.027987920302430705,-0.013294797687861279,-0.046731564811750115,0.014481022623026973,519,88
random_forest_s07h,62,0.6093245578680472,0.02857142857142857,0.9286834577279557,0.9395840260482591,0.010900568320303394,-0.013130459153019913,-0.007412849290264922,-0.004411764705882365,-0.014096705338831672,-0.004481792717086819,408,12
random_forest_s07h,63,0.6026194325454981,0.06701030927835051,0.8994310602100041,0.8850954978312112,-0.014335562378792854,-0.021712743146164115,-0.0019107892974173368,-0.01712707182320443,-0.007358509506283806,-0.0065216153101324,181,13
random_forest_s07h,65,0.6051327162675698,0.018518518518518517,0.9391676739785558,0.9449623591090863,0.005794685130530497,0.005837466452381257,0.0010413603383125358,0.013207547169811318,-0.010837369518969853,0.0013976240391335715,53,1
ridge_logistic,58,0.7647709298556188,0.0,0.8779623884363779,0.8779623884363779,0.0,0.0,0.0,0.008108108108108109,0.0,0.0,37,0
ridge_logistic,59,0.7745076631024504,0.02650602409638554,0.8659752201109989,0.8749972233069641,0.009022003195965134,-0.004590331062667374,-0.010339808476937912,-0.0034653465346534684,0.0014663565747963236,-0.0013241083144457377,404,11
ridge_logistic,60,0.7646074097884471,0.04672897196261682,0.8951998855297902,0.8940376874446421,-0.0011621980851481695,0.007751135462001457,-0.0027451862794680565,-0.001960784313725497,0.003911024667592411,0.004970679860729188,408,20
ridge_logistic,61,0.7150780892943093,0.11202635914332784,0.9072897393770725,0.8665965703773526,-0.040693168999719864,0.030795138225596652,0.021727370613572335,0.00760667903525046,0.01832577584056172,0.012461297234184876,539,68
ridge_logistic,62,0.7759765808037278,0.02142857142857143,0.9286834577279557,0.9331006952207772,0.004417237492821524,-5.8146913575640724e-05,-0.0022005153578012193,-0.0026763990267639898,-0.004894881913603655,0.0009210983663536787,411,9
ridge_logistic,63,0.7538153073261717,0.08762886597938144,0.8994310602100041,0.8979771640044163,-0.001453896205587779,-0.020018145137719934,-0.014465397553536763,-0.015254237288135603,0.0064930299542560466,-2.9122255227331806e-05,177,17
ridge_logistic,65,0.7644875128122232,0.037037037037037035,0.9391676739785558,0.9449746711702789,0.005806997191723062,0.008669025919440188,0.002464706042885026,0.015384615384615385,-0.03311207424483342,0.002849002849003135,52,2
gradient_boosted_trees,58,0.7608853564372462,0.05405405405405406,0.8779623884363779,0.8128314469834418,-0.06513094145293608,-0.044001180377369664,-0.01712461550093898,0.014285714285714277,0.06127121031162819,-0.014671814671814776,35,2
gradient_boosted_trees,59,0.7948622101127689,0.014457831325301205,0.8659752201109989,0.8685530091882028,0.0025777890772038514,-0.005691910551854029,-0.002620314439146121,-0.0022004889975550113,0.007879903335244132,-0.0016024980116062792,409,6
gradient_boosted_trees,60,0.7856228581289088,0.02336448598130841,0.8951998855297902,0.8926194827917171,-0.00258040273807314,-0.002156341656793792,-0.0016656273725240561,-0.0019138755980861316,0.003758601494025182,3.353753968626805e-05,418,10
gradient_boosted_trees,61,0.6500898725413038,0.14662273476112025,0.9072897393770725,0.9170265780545503,0.009736838677477877,0.0237164271459136,-0.03489742378399248,-0.007335907335907346,-0.03316211266083635,0.02279073613505256,518,89
gradient_boosted_trees,62,0.7892089122513605,0.01904761904761905,0.9286834577279557,0.9389842779740003,0.010300820246044617,-0.0076347430022059015,0.0014447252495844443,-0.0004854368932038916,-0.002294281347617,-0.004576976421636569,412,8
gradient_boosted_trees,63,0.7600991122325688,0.05154639175257732,0.8994310602100041,0.8843029531025128,-0.01512810710749124,-0.011749306484011512,-0.003234637204327123,-0.013043478260869573,0.014353290981577782,-0.0003361721201251555,184,10
gradient_boosted_trees,65,0.7657715384469519,0.018518518518518517,0.9391676739785558,0.9449623591090863,0.005794685130530497,0.005837466452381257,0.0010413603383125358,0.013207547169811318,-0.010837369518969853,0.0013976240391335715,53,1
mlp,58,0.796478805455775,0.0,0.8779623884363779,0.8779623884363779,0.0,0.0,0.0,0.008108108108108109,0.0,0.0,37,0
mlp,59,0.8071616766843014,0.03132530120481928,0.8659752201109989,0.8662550190209801,0.0002797989099811993,-0.010160555250373626,0.002087845344189737,-0.0029850746268656747,-0.0021923780226464906,-0.005190912905352896,402,13
mlp,60,0.8140180877583582,0.028037383177570093,0.8951998855297902,0.8861704597921413,-0.009029425737648977,0.0038589615791186915,0.0028108666855542336,-0.001442307692307701,0.007201680540362965,0.001482746225736964,416,12
mlp,61,0.6788868266557676,0.17957166392092258,0.9072897393770725,0.8801601176532521,-0.027129621723820385,0.04798960454223078,-0.01527522832564937,-0.0036144578313253017,-0.0016830183858544956,0.03334259608450285,498,109
mlp,62,0.8278292977257574,0.014285714285714285,0.9286834577279557,0.937852964344674,0.009169506616718337,-0.008225568675952033,-0.0016221265013213748,-0.005797101449275366,-0.004731683503961026,-0.0034161490683231044,414,6
mlp,63,0.795909760835863,0.04639175257731959,0.8994310602100041,0.8871283454578153,-0.012302714752188804,-0.01763702050049254,0.0015663124368395231,-0.008108108108108109,0.00186569666891101,-0.007327946503203897,185,9
mlp,65,0.795909760835863,0.037037037037037035,0.9391676739785558,0.9449746711702789,0.005806997191723062,0.008669025919440188,0.002464706042885026,0.015384615384615385,-0.03311207424483342,0.002849002849003135,52,2
cnn_1d,58,0.42779409140348407,0.02702702702702703,0.8779623884363779,0.8039340845421048,-0.07402830389427306,0.005320173630144254,-0.013107636028643635,0.0111111111111111,0.03897301662110819,0.006756756756756577,36,1
cnn_1d,59,0.4490341857075691,0.02891566265060241,0.8659752201109989,0.8711779036544358,0.005202683543436892,-0.017740654044564153,-0.015088024877359357,-0.005707196029776679,0.014079212385499584,-0.005734102663756957,403,12
cnn_1d,60,0.36387901902198777,0.11448598130841121,0.8951998855297902,0.8999449896171543,0.00474510408736406,-0.08518203827139992,0.010139897271949957,-0.0050131926121372156,-0.003818158629290025,-0.045465193697137085,379,49
cnn_1d,61,0.47849277257919265,0.014827018121911038,0.9072897393770725,0.9101221642724349,0.0028324248953623954,-0.010273450896149505,-0.0043099374128430235,-0.0030100334448160543,-0.0004305635164256749,-0.003997399348734998,598,9
cnn_1d,62,0.42641640007495873,0.05,0.9286834577279557,0.9361078600877888,0.007424402359833104,-0.02945527014220506,0.007487887859234904,-0.004761904761904773,0.00368664756749415,-0.016165413533834716,399,21
cnn_1d,63,0.3972541391849518,0.10824742268041238,0.8994310602100041,0.8966824432956957,-0.0027486169143083883,-0.054931766649151115,0.013937391368631813,-0.019075144508670525,0.018592364709165254,-0.027918479232464932,173,21
cnn_1d,65,0.42939266562461853,0.018518518518518517,0.9391676739785558,0.9449623591090863,0.005794685130530497,0.005837466452381257,0.0010413603383125358,0.013207547169811318,-0.010837369518969853,0.0013976240391335715,53,1
residual_tcn_fusion,58,0.8714089423418043,0.02702702702702703,0.8779623884363779,0.8039340845421048,-0.07402830389427306,0.005320173630144254,-0.013107636028643635,0.0111111111111111,0.03897301662110819,0.006756756756756577,36,1
residual_tcn_fusion,59,0.9068210899829862,0.03132530120481928,0.8659752201109989,0.8712111391761526,0.005235919065153638,-0.017284262935972627,-0.01495621530606156,-0.005472636815920404,0.016653053800072426,-0.005190912905352896,402,13
residual_tcn_fusion,60,0.892040437459944,0.035046728971962614,0.8951998855297902,0.8785748571938077,-0.01662502833598256,-0.005511545360035619,-0.005666967520072827,-0.000726392251815991,0.011117360147005595,-0.0011597384082731033,413,15
residual_tcn_fusion,61,0.7841289013624176,0.085667215815486,0.9072897393770725,0.9140220291742585,0.006732289797185986,-0.009717308803828928,-0.015231253329299747,-0.017117117117117123,-0.011604241270171123,0.001941315285631795,555,52
residual_tcn_fusion,62,0.8788645982742308,0.04285714285714286,0.9286834577279557,0.9376836394535227,0.009000181725567047,-0.02189923358763579,-0.007658187201352473,-0.012935323383084577,-0.005190404038340368,-0.008066808813077309,402,18
residual_tcn_fusion,63,0.8392032980918884,0.08247422680412371,0.8994310602100041,0.9051705356299962,0.0057394754199920905,-0.03198737941202445,-0.008960473278722542,-0.010112359550561806,-0.0036908823859904683,-0.012915556585196164,178,16
residual_tcn_fusion,65,0.8711655139923096,0.037037037037037035,0.9391676739785558,0.9507570442396169,0.011589370261061105,0.005852433799135248,-0.00026273300553561474,0.015384615384615385,-0.005983576827518711,0.002849002849003135,52,2
