heldout_run,candidate,sign,train_auc,train_ap,selected
63,q_ds_span,low_bad,0.27439838760593477,0.036429444281384074,
63,__selected__,high_bad,,,q_ds_span
65,q_mean,high_bad,0.540946110317838,0.03464046623197201,
65,q_mean,low_bad,0.459053889682162,0.028183959443535737,
65,q_max,high_bad,0.5962372415251995,0.04364031187806744,
65,q_max,low_bad,0.40376275847480037,0.025642115331344757,
65,q_std,high_bad,0.6908482733090061,0.08822052791105947,
65,q_std,low_bad,0.3091517266909937,0.022550250045453496,
65,q_ds_mean,high_bad,0.5322399386535512,0.03367718017842141,
65,q_ds_mean,low_bad,0.46776006134644876,0.029295345821111513,
65,q_ds_max,high_bad,0.6023322227510709,0.05045053096615883,
65,q_ds_max,low_bad,0.3976677772489291,0.02584646107767582,
65,q_ds_std,high_bad,0.7123988576868159,0.15585198864171537,
65,q_ds_std,low_bad,0.28760114231318423,0.036012944862731655,
65,q_b2_minus_ds_mean,high_bad,0.525374695477174,0.038540378971491304,
65,q_b2_minus_ds_mean,low_bad,0.474625304522826,0.04158352887070618,
65,q_ds_span,high_bad,0.7106470463800306,0.158296682378589,
65,q_ds_span,low_bad,0.2893529536199694,0.036039648017450604,
65,__selected__,high_bad,,,q_ds_span
