run,depth_idx,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
55,2,24,24,1,0.766045951255456,0.766045951255456
55,3,16,16,0,,
56,0,9469,9469,25,0.552880075803457,0.7107148980333657
56,1,125,125,1,0.7708433615122837,0.7708433615122837
56,2,53,53,0,,
56,3,35,35,1,0.7037984528503822,0.7037984528503822
57,0,3038,3038,22,0.5429796133509326,0.7139810797516336
57,1,96,96,2,0.6570423014264815,0.6806884936405324
57,2,38,38,0,,
57,3,20,20,1,0.37528991046488225,0.37528991046488225
58,0,3803,3803,4,0.6725930744753319,0.770171936764103
58,1,89,89,0,,
58,2,35,35,1,0.6916582993627401,0.6916582993627401
58,3,22,22,0,,
59,0,2260,2260,26,0.48980844493516323,0.635549570036374
59,1,566,566,16,0.6147724874176199,0.7188437529665137
59,2,359,359,7,0.6102521543255752,0.6985352818481554
59,3,208,208,12,0.6382771133500141,0.7691252346935438
60,0,1468,1468,21,0.5587613438905047,0.7318263674599809
60,1,484,484,21,0.5595190122617657,0.6902890541671889
60,2,307,307,14,0.5312398247221459,0.7469849255259525
60,3,209,209,14,0.6829749854109888,0.7869485940522862
61,0,1663,1663,18,0.5213017718515581,0.7804835622400863
61,1,500,500,23,0.5521868742399603,0.7730968082680486
61,2,350,350,7,0.6825184796014517,0.7375874183683007
61,3,243,243,14,0.6060916500090676,0.6968805427037182
62,0,1871,1871,19,0.4643434488378379,0.6766986461277353
62,1,489,489,19,0.5285341893727258,0.6432808593352423
62,2,339,339,11,0.639078100901443,0.7175908432120575
62,3,211,211,14,0.6215078474864235,0.6991134487177032
63,0,2994,2994,20,0.4533730413635672,0.7179020581457192
63,1,373,373,10,0.6348775477856063,0.7467757898200383
63,2,176,176,6,0.573953296289009,0.7384202564170064
63,3,100,100,3,0.6295424028561115,0.6755233782736606
64,0,2560,2560,24,0.48735782024802643,0.6652746775274115
64,1,248,248,11,0.74954186197388,0.7653794624898104
64,2,110,110,2,0.6991973090369213,0.7232013024345684
64,3,60,60,3,0.7355311779133515,0.7592244426140764
65,0,2742,2742,27,0.5142458150833162,0.6748483461775722
65,1,132,132,4,0.6550160670221534,0.7185008386819061
65,2,50,50,2,0.5747027096944043,0.6400801641616615
65,3,20,20,0,,
