method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,label_curated_any,label_novel_any,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,score_gradient_boosted_trees,score_mlp,score_ridge,score_morphology_gated_cnn_new,score_1d_cnn,score_traditional_robust_shape_cuts,score_autoencoder_isolation_forest
gradient_boosted_trees,57,2908,360559,13980,B4,1055.5,novel_early_pretrigger,True,True,2.0886214,0.4790689,1.1713395,0.8094233,0,0.0,487.5,1,0.0,-3.666035,18.0,0.99955213,1.0,1.0,0.99999905,0.9999999,0.33105418,1.0
gradient_boosted_trees,57,20519,378172,14006,B4,1081.0,novel_early_pretrigger,True,True,2.268506,0.22223666,1.3238811,0.8107936,1,0.0,584.0,1,0.0,-4.0249767,4.2373805,0.99955213,1.0,1.0,0.9999999,1.0,0.39704084,1.0
gradient_boosted_trees,57,20416,378069,13909,B4,1352.5,novel_early_pretrigger,True,True,0.61923534,0.0033799584,0.11956855,0.61786866,3,0.0,972.5,2,0.96672827,-0.95415896,1.7124902,0.99955213,0.9916277,0.9819372,0.9824691,0.9989134,0.6584394,0.15144111
gradient_boosted_trees,57,18829,376482,12459,B4,1170.0,novel_early_pretrigger,True,True,1.2267978,0.17555624,0.66206,0.7285827,0,0.0,437.0,1,0.0,-1.4803419,18.0,0.99955213,1.0,1.0,0.9999471,0.99999046,0.2951705,0.8868968
gradient_boosted_trees,57,21224,378877,14656,B6,1013.0,novel_early_pretrigger,True,True,0.9987289,0.006154868,0.08667728,0.6546832,3,0.0,793.0,1,0.6041461,-1.4165844,1.6767888,0.99955213,0.9983565,0.9999408,0.99867827,0.9998636,0.53677076,0.14586875
gradient_boosted_trees,57,7600,365251,1967,B6,2175.0,novel_early_pretrigger,True,True,0.5832153,0.0070614973,0.06460297,0.52798545,3,0.0,1054.5,1,0.9278161,-0.46896553,1.7558824,0.99955213,0.9997929,0.8546317,0.8575227,0.9722463,0.7137771,0.0964897
gradient_boosted_trees,57,5518,363169,20,B6,1054.0,novel_early_pretrigger,True,True,2.1626682,0.53568006,1.1005511,0.8073723,0,0.0,542.0,1,0.0,-3.4297912,18.0,0.99955213,1.0,1.0,0.99999905,0.9999999,0.36805102,1.0
gradient_boosted_trees,57,24433,382086,1234,B6,1041.0,novel_early_pretrigger,True,True,1.3865573,0.19110991,0.7263996,0.7479764,0,0.0,300.0,1,0.0,-1.6157541,18.0,0.99955213,1.0,1.0,0.99996257,0.9999931,0.20223475,0.9661907
gradient_boosted_trees,57,16121,373774,9946,B6,1014.0,novel_early_pretrigger,True,True,1.8345587,0.2421342,1.2655787,0.77807313,0,0.0,642.0,1,0.0,-2.17357,18.0,0.99955213,1.0,1.0,0.99999917,0.9999999,0.4352734,1.0
gradient_boosted_trees,57,11248,368900,5387,B6,2006.0,novel_early_pretrigger,True,True,0.7214419,0.017745549,0.09347509,0.57433146,3,0.0,1537.0,1,0.75373876,-0.82652044,1.6651028,0.99955213,0.99999726,0.9999141,0.9726448,0.99330235,1.0,0.15035829
gradient_boosted_trees,57,18517,376170,12171,B6,1895.5,novel_early_pretrigger,True,True,0.8881083,0.030086232,0.13615964,0.62617993,3,0.0,1697.0,1,0.4407808,-1.2210499,1.6264931,0.99955213,0.9999844,0.9999867,0.99467045,0.9986947,1.0,0.21826907
gradient_boosted_trees,57,5337,362988,16236,B6,1812.0,novel_early_pretrigger,True,True,0.72623754,0.006055322,0.087571144,0.56318814,3,0.0,1175.0,1,0.95916116,-0.7257174,1.700221,0.99955213,0.9998703,0.9737542,0.9523227,0.9942106,0.79589945,0.119836636
gradient_boosted_trees,57,5014,362665,15940,B6,1537.5,novel_early_pretrigger,True,True,1.0289272,0.035429787,0.18089972,0.64461815,3,0.0,1395.0,1,0.6078049,-1.4442277,1.6227545,0.99955213,0.9999523,0.9999774,0.9949511,0.9991697,0.94592434,0.26388592
gradient_boosted_trees,57,11699,369352,5806,B6,1609.5,novel_early_pretrigger,True,True,0.91957515,0.031431735,0.16460557,0.6387228,3,0.0,1444.0,1,0.6545511,-1.3187325,1.6258897,0.99955213,0.99993825,0.9998188,0.9889637,0.99796295,0.97907656,0.24340226
gradient_boosted_trees,57,4351,362002,15323,B6,1199.5,novel_delayed_peak,True,True,0.5290964,0.016472194,0.15208413,0.49414936,14,0.9296021,2.5,1,0.89829093,0.7707378,18.0,0.9995487,0.9831579,0.8967946,0.88193464,0.92797446,0.03711536,0.16342425
gradient_boosted_trees,57,20751,378404,14223,B6,1630.5,novel_delayed_peak,True,True,0.52209437,0.015601461,0.14425467,0.47968352,14,0.9195452,2.0,1,0.8485127,0.7424103,18.0,0.99954337,0.9827178,0.9031184,0.87997353,0.91964895,0.036465585,0.15232429
gradient_boosted_trees,57,16756,374409,10534,B8,1822.5,novel_early_pretrigger,True,True,1.5571575,0.16771123,0.27253354,0.7119832,2,0.0,1544.5,1,0.0,-2.084225,1.5280026,0.99955213,1.0,1.0,0.9999778,0.99999225,1.0,0.6087185
gradient_boosted_trees,57,21224,378877,14656,B8,1099.5,novel_early_pretrigger,True,True,1.1865706,0.026136156,0.20360932,0.66124165,3,0.0,977.0,1,0.96816736,-1.7694407,1.6286718,0.99955213,0.99997914,0.9988168,0.99780554,0.9998735,0.6621244,0.26510885
gradient_boosted_trees,57,14931,372584,8837,B8,1107.5,novel_early_pretrigger,True,True,1.9367565,0.39845732,0.8241246,0.78729206,0,0.0,127.5,1,0.0,-3.1471784,18.0,0.99955213,1.0,1.0,0.9999856,0.9999974,0.08602438,1.0
gradient_boosted_trees,57,16639,374292,10428,B8,1300.5,novel_early_pretrigger,True,True,1.0069402,0.0321116,0.20267326,0.6477578,3,0.0,1133.0,1,0.8508266,-1.4828912,1.6346971,0.99955213,0.9999739,0.999194,0.99413127,0.99949145,0.76785666,0.27255517
gradient_boosted_trees,57,6345,363996,789,B8,1431.0,novel_early_pretrigger,True,True,0.8623884,0.01741139,0.15401854,0.61422634,3,0.0,1182.5,1,0.9147449,-1.193571,1.653212,0.99955213,0.9999864,0.99840474,0.9882448,0.9988939,0.8012881,0.20126249
gradient_boosted_trees,57,30799,388452,7118,B8,2902.0,baseline_excursion,True,False,0.63181883,0.018402783,0.0633699,0.5571933,3,0.07408623,2031.0,1,0.4831151,-0.47415575,18.0,0.99955213,0.99999905,0.9997015,0.91890156,0.9633855,1.0,0.12680872
gradient_boosted_trees,57,4458,362109,15424,B8,2041.0,novel_delayed_peak,True,True,0.53498614,0.016641064,0.14607024,0.48123494,14,0.9114203,5.0,1,0.8368447,0.7481627,18.0,0.9995487,0.98389477,0.92641896,0.87927437,0.9214554,0.035946306,0.15605414
gradient_boosted_trees,57,12875,370528,6896,B8,1010.0,novel_delayed_peak,True,True,0.4651567,0.021461222,0.14081918,0.47217664,14,0.87479377,3.5,2,0.87524754,0.6455445,18.0,0.99954695,0.7855058,0.9709864,0.8674418,0.91413975,0.03372973,0.1596118
gradient_boosted_trees,57,25706,383359,2434,B8,3242.0,novel_delayed_peak,True,True,0.5910601,0.037345506,0.07830028,0.4829866,17,0.9987478,1.5,1,0.0058605797,1.0,18.0,0.99953085,1.0,0.9893848,0.9808173,0.922412,0.041808788,0.15316787
gradient_boosted_trees,57,25168,382821,1916,B8,2487.0,novel_delayed_peak,True,True,0.5366968,0.016103761,0.14246602,0.4858681,14,0.9549315,0.5,1,0.83433855,0.71210295,18.0,0.99953085,0.9830079,0.95052475,0.89820945,0.92478836,0.038676303,0.15393253
gradient_boosted_trees,57,22363,380016,15691,B8,2187.0,novel_delayed_peak,True,True,0.4984466,0.03601964,0.07914097,0.48043764,17,0.9929972,6.0,1,0.021033378,1.0,18.0,0.99953085,1.0,0.9734335,0.9794478,0.92289865,0.041364744,0.15033415
gradient_boosted_trees,57,21342,378995,14760,B8,4006.5,novel_delayed_peak,True,True,0.54766446,0.03718482,0.11324856,0.47332197,17,0.997911,3.5,1,0.30113566,1.0,18.0,0.99953085,1.0,0.9943675,0.97466034,0.935722,0.041619267,0.17317434
gradient_boosted_trees,64,14983,627666,462,B2,2830.5,novel_early_pretrigger,True,True,0.47268295,0.004349934,0.0516965,0.49527946,3,0.008874057,1179.0,1,0.8258258,-0.3287405,1.7722944,0.99955463,0.99986804,0.97263587,0.7359511,0.86999524,0.7982131,0.073078915
