path,suffix,bytes,token_match,is_root,likely_runlog_or_metadata,forced_random_name_hit
extracted/sorted-a/hrda_run_0033-sorted.root,.root,92475690,,True,False,False
extracted/sorted-a/hrda_run_0034-sorted.root,.root,65019593,,True,False,False
extracted/sorted-a/hrda_run_0035-sorted.root,.root,46754225,,True,False,False
extracted/sorted-a/hrda_run_0036-sorted.root,.root,37226919,,True,False,False
extracted/sorted-a/hrda_run_0037-sorted.root,.root,82854608,,True,False,False
extracted/sorted-a/hrda_run_0039-sorted.root,.root,50872738,,True,False,False
extracted/sorted-a/hrda_run_0040-sorted.root,.root,54532162,,True,False,False
extracted/sorted-a/hrda_run_0041-sorted.root,.root,56745351,,True,False,False
extracted/sorted-a/hrda_run_0042-sorted.root,.root,56633658,,True,False,False
extracted/sorted-a/hrda_run_0043-sorted.root,.root,31027,,True,False,False
extracted/sorted-a/hrda_run_0044-sorted.root,.root,7496792,,True,False,False
extracted/sorted-a/hrda_run_0045-sorted.root,.root,79303852,,True,False,False
extracted/sorted-a/hrda_run_0046-sorted.root,.root,2520712,,True,False,False
extracted/sorted-a/hrda_run_0047-sorted.root,.root,19113075,,True,False,False
extracted/sorted-a/hrda_run_0048-sorted.root,.root,53036833,,True,False,False
extracted/sorted-a/hrda_run_0049-sorted.root,.root,54061443,,True,False,False
extracted/sorted-a/hrda_run_0050-sorted.root,.root,73323053,,True,False,False
extracted/sorted-a/hrda_run_0051-sorted.root,.root,35098402,,True,False,False
extracted/sorted-a/hrda_run_0052-sorted.root,.root,17314122,,True,False,False
extracted/sorted-a/hrda_run_0053-sorted.root,.root,65120859,,True,False,False
extracted/sorted-a/hrda_run_0054-sorted.root,.root,61683595,,True,False,False
extracted/sorted-a/hrda_run_0055-sorted.root,.root,41228545,,True,False,False
extracted/sorted-a/hrda_run_0056-sorted.root,.root,84522644,,True,False,False
extracted/sorted-a/hrda_run_0057-sorted.root,.root,52584479,,True,False,False
extracted/sorted-a/hrda_run_0058-sorted.root,.root,56657994,,True,False,False
extracted/sorted-a/hrda_run_0059-sorted.root,.root,69459047,,True,False,False
extracted/sorted-a/hrda_run_0060-sorted.root,.root,59705764,,True,False,False
extracted/sorted-a/hrda_run_0061-sorted.root,.root,60421463,,True,False,False
extracted/sorted-a/hrda_run_0062-sorted.root,.root,62060489,,True,False,False
extracted/sorted-a/hrda_run_0063-sorted.root,.root,61228030,,True,False,False
extracted/sorted-a/hrda_run_0064-sorted.root,.root,59537197,,True,False,False
extracted/sorted-a/hrda_run_0065-sorted.root,.root,63398797,,True,False,False
extracted/sorted-b/hrdb_run_0012-sorted.root,.root,27709378,,True,False,False
extracted/sorted-b/hrdb_run_0013-sorted.root,.root,89641511,,True,False,False
extracted/sorted-b/hrdb_run_0014-sorted.root,.root,6523710,,True,False,False
extracted/sorted-b/hrdb_run_0015-sorted.root,.root,181287386,,True,False,False
extracted/sorted-b/hrdb_run_0016-sorted.root,.root,21615766,,True,False,False
extracted/sorted-b/hrdb_run_0017-sorted.root,.root,10598891,,True,False,False
extracted/sorted-b/hrdb_run_0018-sorted.root,.root,131636827,,True,False,False
extracted/sorted-b/hrdb_run_0019-sorted.root,.root,129698033,,True,False,False
extracted/sorted-b/hrdb_run_0020-sorted.root,.root,101954562,,True,False,False
extracted/sorted-b/hrdb_run_0021-sorted.root,.root,6795,,True,False,False
extracted/sorted-b/hrdb_run_0022-sorted.root,.root,6795,,True,False,False
extracted/sorted-b/hrdb_run_0023-sorted.root,.root,7048647,,True,False,False
extracted/sorted-b/hrdb_run_0024-sorted.root,.root,44948389,,True,False,False
extracted/sorted-b/hrdb_run_0025-sorted.root,.root,4988851,,True,False,False
extracted/sorted-b/hrdb_run_0026-sorted.root,.root,77124600,,True,False,False
extracted/sorted-b/hrdb_run_0027-sorted.root,.root,51179548,,True,False,False
extracted/sorted-b/hrdb_run_0028-sorted.root,.root,9709470,,True,False,False
extracted/sorted-b/hrdb_run_0029-sorted.root,.root,46514517,,True,False,False
extracted/sorted-b/hrdb_run_0030-sorted.root,.root,9802179,,True,False,False
extracted/sorted-b/hrdb_run_0031-sorted.root,.root,71297451,,True,False,False
extracted/sorted-b/hrdb_run_0032-sorted.root,.root,74522295,,True,False,False
extracted/sorted-b/hrdb_run_0033-sorted.root,.root,101173225,,True,False,False
extracted/sorted-b/hrdb_run_0034-sorted.root,.root,71345362,,True,False,False
extracted/sorted-b/hrdb_run_0035-sorted.root,.root,49348572,,True,False,False
extracted/sorted-b/hrdb_run_0036-sorted.root,.root,39412484,,True,False,False
extracted/sorted-b/hrdb_run_0037-sorted.root,.root,88499176,,True,False,False
extracted/sorted-b/hrdb_run_0039-sorted.root,.root,54129957,,True,False,False
extracted/sorted-b/hrdb_run_0040-sorted.root,.root,58089302,,True,False,False
extracted/sorted-b/hrdb_run_0041-sorted.root,.root,60575412,,True,False,False
extracted/sorted-b/hrdb_run_0042-sorted.root,.root,60890659,,True,False,False
extracted/sorted-b/hrdb_run_0043-sorted.root,.root,32226,,True,False,False
extracted/sorted-b/hrdb_run_0044-sorted.root,.root,7982639,,True,False,False
extracted/sorted-b/hrdb_run_0045-sorted.root,.root,85010101,,True,False,False
extracted/sorted-b/hrdb_run_0046-sorted.root,.root,2665214,,True,False,False
extracted/sorted-b/hrdb_run_0047-sorted.root,.root,20244544,,True,False,False
extracted/sorted-b/hrdb_run_0048-sorted.root,.root,56477347,,True,False,False
extracted/sorted-b/hrdb_run_0049-sorted.root,.root,57650642,,True,False,False
extracted/sorted-b/hrdb_run_0050-sorted.root,.root,80492682,,True,False,False
extracted/sorted-b/hrdb_run_0051-sorted.root,.root,38149478,,True,False,False
extracted/sorted-b/hrdb_run_0052-sorted.root,.root,18888569,,True,False,False
extracted/sorted-b/hrdb_run_0053-sorted.root,.root,71454883,,True,False,False
extracted/sorted-b/hrdb_run_0054-sorted.root,.root,67577850,,True,False,False
extracted/sorted-b/hrdb_run_0055-sorted.root,.root,44799586,,True,False,False
extracted/sorted-b/hrdb_run_0056-sorted.root,.root,92764111,,True,False,False
extracted/sorted-b/hrdb_run_0057-sorted.root,.root,55879611,,True,False,False
extracted/sorted-b/hrdb_run_0058-sorted.root,.root,60264244,,True,False,False
extracted/sorted-b/hrdb_run_0059-sorted.root,.root,74635423,,True,False,False
extracted/sorted-b/hrdb_run_0060-sorted.root,.root,63824621,,True,False,False
extracted/sorted-b/hrdb_run_0061-sorted.root,.root,64836585,,True,False,False
extracted/sorted-b/hrdb_run_0062-sorted.root,.root,66605992,,True,False,False
extracted/sorted-b/hrdb_run_0063-sorted.root,.root,65573978,,True,False,False
extracted/sorted-b/hrdb_run_0064-sorted.root,.root,63157492,,True,False,False
extracted/sorted-b/hrdb_run_0065-sorted.root,.root,67037963,,True,False,False
raw/root.zip,.zip,809855166,,False,False,False
raw/sorted-a.zip,.zip,2684983533,,False,False,False
raw/sorted-b.zip,.zip,2874563960,,False,False,False
