run,depth_idx,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
58,2,35,35,1,0.69165828575058,0.69165828575058
58,3,22,22,0,,
59,0,2260,2260,56,0.5746548478036431,0.7419126897852273
59,1,566,566,33,0.7151928616454306,0.784337596978548
59,2,359,359,21,0.6715780243766589,0.7779178954759982
59,3,208,208,22,0.6524577877293098,0.7680499128887955
60,0,1468,1468,38,0.6247552972888066,0.7803225381824893
60,1,484,484,40,0.5576318873506212,0.7438691879929162
60,2,307,307,28,0.6495178685536506,0.7700105651476006
60,3,209,209,23,0.6634949682342077,0.7514047347495265
61,0,1663,1663,46,0.5391902041429455,0.7492803352869883
61,1,500,500,33,0.5609240309605587,0.7569598973282192
61,2,350,350,26,0.6378181252965993,0.7775715466911507
61,3,243,243,27,0.6401793425293258,0.772838259526755
62,0,1871,1871,41,0.5614647590286701,0.7004607386501055
62,1,489,489,34,0.6327499584261256,0.7855784121916108
62,2,339,339,22,0.6038126551987666,0.7522577632603796
62,3,211,211,22,0.676259986555327,0.7549355370339038
63,0,2994,2994,63,0.5657245374035095,0.7065697036146487
63,1,373,373,16,0.63770049885914,0.777369930382646
63,2,176,176,8,0.7138706812339929,0.7846162860252108
63,3,100,100,8,0.6623659143163466,0.790710796787612
64,0,2560,2560,47,0.5627026067703036,0.761966357200079
64,1,248,248,12,0.6690720730683973,0.7906511982192371
64,2,110,110,5,0.5758899167363954,0.6842250229577546
64,3,60,60,3,0.7651477343457074,0.7844359078423481
65,0,2742,2742,54,0.5000507582888742,0.716051997395929
65,1,132,132,7,0.7312274669105653,0.7826060039516706
65,2,50,50,2,0.5747027121092718,0.6400801631516424
65,3,20,20,0,,
