cell,negative_rows,positive_rows,matched_pairs
54|1|2|1|0|0|0|1|2|0|0,1,0,0
54|1|2|1|0|0|0|1|4|0|0,1,0,0
54|1|2|1|0|0|0|1|4|0|5,1,0,0
54|1|2|1|0|0|0|1|5|0|5,3,0,0
54|1|2|1|0|0|1|1|0|0|0,3,0,0
54|1|2|1|0|0|1|1|0|0|5,3,0,0
54|1|2|1|0|0|1|1|0|3|5,1,0,0
54|1|2|1|0|0|1|1|1|0|5,1,0,0
54|1|2|1|0|0|1|1|2|0|0,1,0,0
54|1|2|1|0|0|1|1|2|2|0,1,0,0
54|1|2|1|0|0|1|1|2|3|2,1,0,0
54|1|2|1|0|0|1|1|3|0|5,1,0,0
54|1|2|1|0|0|1|1|3|1|0,2,0,0
54|1|2|1|0|0|1|1|3|3|0,1,0,0
54|1|2|1|0|0|1|1|4|0|5,1,0,0
54|1|2|1|0|0|1|1|4|1|1,1,0,0
54|1|2|1|0|0|1|1|5|0|5,2,0,0
54|1|2|1|0|0|1|2|0|1|1,1,0,0
54|1|2|1|0|0|1|2|1|0|5,1,0,0
54|1|2|1|0|0|1|2|1|1|0,1,0,0
54|1|2|1|0|0|1|2|1|2|1,1,0,0
54|1|2|1|0|0|1|2|2|0|5,1,0,0
54|1|2|1|0|0|1|2|2|1|0,1,0,0
54|1|2|1|0|0|1|2|3|0|5,1,0,0
54|1|2|1|0|0|1|2|3|2|1,1,0,0
54|1|2|1|0|0|1|2|4|0|0,1,0,0
54|1|2|1|0|0|1|2|4|1|5,1,0,0
54|1|2|1|0|0|1|2|5|0|0,1,0,0
54|1|2|1|0|0|1|2|5|1|1,1,0,0
54|1|2|1|0|0|1|2|5|2|5,1,0,0
54|1|2|1|0|0|1|2|5|4|2,1,0,0
54|1|2|1|0|0|1|3|5|1|0,1,0,0
54|1|2|1|0|0|1|4|4|1|0,1,0,0
54|1|2|1|0|0|2|1|5|2|1,1,0,0
54|1|2|1|0|0|2|2|0|2|2,1,0,0
54|1|2|1|0|0|2|2|3|4|1,1,0,0
54|1|2|1|0|0|2|2|4|1|2,1,0,0
54|1|2|1|0|0|2|2|4|1|5,1,0,0
54|1|2|1|0|0|2|2|5|3|1,1,0,0
54|1|2|1|0|0|2|2|5|3|2,1,0,0
54|1|2|1|0|0|2|2|5|4|1,1,0,0
54|1|2|1|0|0|2|2|5|4|2,1,0,0
54|1|2|1|0|0|2|3|0|4|5,1,0,0
54|1|2|1|0|0|2|3|1|3|1,1,0,0
54|1|2|1|0|0|2|3|1|4|1,1,0,0
54|1|2|1|0|0|2|3|3|4|2,1,0,0
54|1|2|1|0|0|2|3|5|3|5,1,0,0
54|1|2|1|0|0|2|3|5|4|1,1,0,0
54|1|2|1|0|0|2|3|5|4|2,1,0,0
54|1|2|1|0|0|2|4|3|3|5,1,0,0
54|1|2|1|0|0|2|5|1|2|5,0,1,0
54|1|2|1|0|0|2|5|3|3|4,0,1,0
54|1|2|1|0|0|3|3|4|4|2,1,0,0
54|1|2|1|0|0|3|3|4|4|3,1,0,0
54|1|2|1|0|0|3|4|3|4|3,1,0,0
54|1|2|1|0|0|3|5|0|4|2,1,0,0
54|1|2|1|0|0|3|5|1|2|5,0,1,0
54|1|2|1|0|0|3|5|1|4|3,0,1,0
54|1|2|1|0|0|3|5|2|4|4,0,1,0
54|1|2|1|0|0|3|5|3|3|4,0,2,0
54|1|2|1|0|0|3|5|3|3|5,0,1,0
54|1|2|1|0|0|3|5|4|3|5,0,1,0
54|1|2|1|0|0|4|5|0|3|5,0,1,0
54|1|2|1|0|0|4|5|1|4|5,0,1,0
54|1|2|1|0|0|4|5|2|4|2,1,0,0
54|1|2|1|0|0|4|5|2|4|4,0,2,0
54|1|2|1|0|0|4|5|2|4|5,0,1,0
54|1|2|1|0|0|4|5|3|4|5,0,1,0
54|1|2|1|0|0|4|5|4|3|4,0,1,0
54|1|2|1|0|0|4|5|4|3|5,0,1,0
54|1|2|1|0|0|4|5|5|3|5,0,1,0
54|1|2|1|0|0|5|5|1|3|4,0,1,0
54|1|2|1|0|0|5|5|1|4|5,0,1,0
54|1|2|1|1|1|3|4|2|4|1,1,0,0
54|1|2|1|1|1|3|5|1|1|5,0,1,0
54|1|2|1|1|1|3|5|1|4|1,1,0,0
54|1|2|1|1|1|3|5|3|2|5,0,1,0
54|1|2|1|1|1|3|5|5|2|5,0,1,0
54|1|2|1|1|1|3|5|5|4|1,1,0,0
54|1|2|1|1|1|4|5|0|3|4,0,1,0
54|1|2|1|1|1|4|5|0|3|5,0,1,0
54|1|2|1|1|1|4|5|1|2|5,0,1,0
54|1|2|1|1|1|4|5|1|4|3,0,1,0
54|1|2|1|1|1|4|5|2|3|5,0,1,0
54|1|2|1|1|1|4|5|3|3|5,0,2,0
54|1|2|1|1|1|4|5|3|4|4,0,1,0
54|1|2|1|1|1|4|5|4|3|5,0,2,0
54|1|2|1|1|1|4|5|5|3|4,0,1,0
54|1|2|1|1|1|4|5|5|3|5,0,3,0
54|1|2|1|1|1|5|5|0|3|2,0,2,0
54|1|2|1|1|1|5|5|0|4|2,0,1,0
54|1|2|1|1|1|5|5|1|3|2,0,1,0
54|1|2|1|1|1|5|5|1|3|3,0,2,0
54|1|2|1|1|1|5|5|1|3|5,0,2,0
54|1|2|1|1|1|5|5|1|4|3,0,1,0
54|1|2|1|1|1|5|5|1|4|4,0,1,0
54|1|2|1|1|1|5|5|2|4|2,0,1,0
54|1|2|1|1|1|5|5|2|4|5,0,1,0
54|1|2|1|1|1|5|5|3|2|5,0,1,0
54|1|2|1|1|1|5|5|3|3|2,0,1,0
54|1|2|1|1|1|5|5|3|3|3,0,2,0
54|1|2|1|1|1|5|5|3|3|4,0,1,0
54|1|2|1|1|1|5|5|3|3|5,0,3,0
54|1|2|1|1|1|5|5|3|4|2,0,3,0
54|1|2|1|1|1|5|5|3|4|4,0,2,0
54|1|2|1|1|1|5|5|3|4|5,0,1,0
54|1|2|1|1|1|5|5|4|3|2,0,3,0
54|1|2|1|1|1|5|5|4|4|1,1,0,0
54|1|2|1|1|1|5|5|4|4|2,0,2,0
54|1|2|1|1|1|5|5|4|4|3,0,1,0
54|1|2|1|1|1|5|5|4|4|5,0,3,0
54|1|2|1|1|1|5|5|5|3|4,0,2,0
54|1|2|1|1|1|5|5|5|3|5,0,2,0
54|1|2|1|1|1|5|5|5|4|2,0,2,0
54|1|2|1|2|1|5|5|1|4|3,0,1,0
54|2|2|2|0|0|0|0|1|0|0,1,0,0
54|2|2|2|0|0|0|1|0|0|0,2,0,0
54|2|2|2|0|0|0|1|1|1|0,1,0,0
54|2|2|2|0|0|0|1|5|0|0,1,0,0
54|2|2|2|0|0|1|1|5|1|1,1,0,0
54|2|2|2|0|0|2|2|0|4|2,1,0,0
54|2|2|2|0|0|2|2|2|0|1,1,0,0
54|2|2|2|0|0|2|2|5|4|2,1,0,0
54|2|2|2|0|0|2|3|2|3|5,1,0,0
54|2|2|2|0|0|2|3|4|3|3,1,0,0
54|2|2|2|1|1|2|2|3|3|1,1,0,0
54|2|3|3|0|0|0|0|4|0|5,1,0,0
54|2|3|3|0|0|0|0|5|0|5,1,0,0
54|2|3|3|0|0|0|1|4|0|0,1,0,0
54|2|3|3|0|0|0|1|4|0|5,1,0,0
54|2|3|3|0|0|0|1|5|0|5,1,0,0
54|2|3|3|0|0|0|2|2|0|0,1,0,0
54|2|3|3|0|0|0|2|4|0|5,2,0,0
54|2|3|3|0|0|0|2|5|0|5,1,0,0
54|2|3|3|0|0|1|2|0|0|5,2,0,0
54|2|3|3|0|0|1|2|1|0|0,1,0,0
54|2|3|3|0|0|1|2|3|0|5,1,0,0
54|2|3|3|0|0|1|2|4|0|5,1,0,0
54|2|3|3|0|0|1|2|5|0|5,1,0,0
54|2|3|3|0|0|1|3|1|0|0,1,0,0
54|2|3|3|0|0|1|3|1|0|5,1,0,0
54|2|3|3|0|0|1|3|3|0|0,1,0,0
54|2|3|3|0|0|1|5|0|1|0,1,0,0
54|2|3|3|0|0|1|5|4|1|1,0,1,0
54|2|3|3|0|0|2|2|3|0|0,1,0,0
54|2|3|3|0|0|2|5|2|4|2,1,0,0
54|2|3|3|0|0|3|5|1|3|5,0,1,0
54|2|3|3|0|0|3|5|3|4|2,1,0,0
54|2|3|3|0|0|3|5|5|2|5,0,1,0
54|2|3|3|0|0|3|5|5|4|2,1,0,0
54|2|3|3|0|0|4|5|0|4|4,0,2,0
54|2|3|3|0|0|4|5|3|3|4,0,1,0
54|2|3|3|0|0|4|5|3|4|4,0,1,0
54|2|3|3|0|0|4|5|4|3|5,0,1,0
54|2|3|3|1|1|3|4|2|4|1,1,0,0
54|2|3|3|1|1|3|5|5|4|1,1,0,0
54|2|3|3|1|1|4|5|0|4|2,1,0,0
54|2|3|3|1|1|4|5|1|3|4,0,1,0
54|2|3|3|1|1|4|5|2|4|3,0,1,0
54|2|3|3|1|1|4|5|3|3|5,0,1,0
54|2|3|3|1|1|4|5|5|3|4,0,1,0
54|2|3|3|1|1|4|5|5|3|5,0,1,0
54|2|3|3|1|1|5|5|0|4|2,0,2,0
54|2|3|3|1|1|5|5|1|3|2,0,1,0
54|2|3|3|1|1|5|5|1|3|4,0,1,0
54|2|3|3|1|1|5|5|1|4|2,0,3,0
54|2|3|3|1|1|5|5|1|4|3,0,3,0
54|2|3|3|1|1|5|5|2|3|5,0,3,0
54|2|3|3|1|1|5|5|2|4|3,0,1,0
54|2|3|3|1|1|5|5|3|3|3,0,1,0
54|2|3|3|1|1|5|5|3|3|4,0,1,0
54|2|3|3|1|1|5|5|3|4|2,0,2,0
54|2|3|3|1|1|5|5|3|4|3,0,1,0
54|2|3|3|1|1|5|5|4|3|5,0,1,0
54|2|3|3|1|1|5|5|4|4|4,0,1,0
54|2|3|3|1|1|5|5|5|3|3,0,2,0
54|2|3|3|1|1|5|5|5|3|5,0,1,0
54|2|3|3|1|1|5|5|5|4|3,0,1,0
54|3|2|4|0|0|1|1|0|1|1,1,0,0
54|3|2|4|0|0|1|2|0|1|1,2,0,0
54|3|2|4|0|0|1|2|4|1|1,1,0,0
54|3|2|4|0|0|2|2|0|4|1,1,0,0
54|3|2|4|0|0|2|2|2|3|4,1,0,0
54|3|2|4|0|0|2|3|2|4|4,1,0,0
54|3|2|4|0|0|2|5|2|3|2,1,0,0
54|3|2|4|0|0|3|3|1|3|5,1,0,0
54|3|2|4|0|0|3|3|3|3|5,1,0,0
54|3|2|4|0|0|3|3|3|4|3,2,0,0
54|3|2|4|0|0|3|4|1|4|3,1,0,0
54|3|2|4|1|1|2|2|2|1|2,1,0,0
54|3|3|6|0|0|2|2|1|0|1,1,0,0
54|3|3|6|0|0|3|5|0|3|5,0,1,0
54|3|4|7|0|0|0|2|4|0|0,1,0,0
54|3|4|7|0|0|1|2|1|2|5,1,0,0
54|3|4|7|0|0|1|2|3|3|5,1,0,0
54|3|4|7|0|0|1|3|0|1|2,1,0,0
54|3|4|7|0|0|1|4|1|0|0,1,0,0
54|3|4|7|0|0|1|5|1|1|1,0,1,0
54|3|4|7|0|0|1|5|3|1|2,0,1,0
54|3|4|7|0|0|2|5|5|2|5,0,1,0
54|3|4|7|0|0|3|5|1|4|4,0,1,0
54|3|4|7|0|0|3|5|2|4|4,0,1,0
54|3|4|7|0|0|3|5|3|3|5,0,1,0
54|3|4|7|1|1|4|5|0|2|5,0,1,0
54|3|4|7|1|1|4|5|3|4|3,0,1,0
54|3|4|7|1|1|4|5|5|3|5,0,1,0
54|3|4|7|1|1|5|5|0|4|2,0,1,0
54|3|4|7|1|1|5|5|1|3|3,0,1,0
54|3|4|7|1|1|5|5|2|4|2,0,2,0
54|3|4|7|1|1|5|5|2|4|4,0,1,0
54|3|4|7|1|1|5|5|3|4|2,0,1,0
54|3|4|7|1|1|5|5|3|4|4,0,1,0
54|3|4|7|1|1|5|5|4|3|4,0,1,0
54|3|4|7|1|1|5|5|4|4|5,0,1,0
54|3|4|7|1|1|5|5|5|3|4,0,1,0
55|0|1|0|0|0|0|0|0|0|0,72,0,0
55|0|1|0|0|0|0|0|0|0|1,3,0,0
55|0|1|0|0|0|0|0|0|0|5,6,0,0
55|0|1|0|0|0|0|0|0|1|0,9,0,0
55|0|1|0|0|0|0|0|0|1|1,36,0,0
55|0|1|0|0|0|0|0|0|1|2,1,0,0
55|0|1|0|0|0|0|0|1|0|0,65,0,0
55|0|1|0|0|0|0|0|1|0|1,3,0,0
55|0|1|0|0|0|0|0|1|0|5,1,0,0
55|0|1|0|0|0|0|0|1|1|0,15,0,0
55|0|1|0|0|0|0|0|1|1|1,31,0,0
55|0|1|0|0|0|0|0|1|1|2,3,0,0
55|0|1|0|0|0|0|0|2|0|0,66,0,0
55|0|1|0|0|0|0|0|2|0|1,3,0,0
55|0|1|0|0|0|0|0|2|0|5,2,0,0
55|0|1|0|0|0|0|0|2|1|0,8,0,0
55|0|1|0|0|0|0|0|2|1|1,31,0,0
55|0|1|0|0|0|0|0|2|1|2,1,0,0
55|0|1|0|0|0|0|0|3|0|0,70,0,0
55|0|1|0|0|0|0|0|3|0|1,4,0,0
55|0|1|0|0|0|0|0|3|0|5,4,0,0
55|0|1|0|0|0|0|0|3|1|0,11,0,0
55|0|1|0|0|0|0|0|3|1|1,26,0,0
55|0|1|0|0|0|0|0|4|0|0,71,0,0
55|0|1|0|0|0|0|0|4|0|1,6,0,0
55|0|1|0|0|0|0|0|4|0|5,1,0,0
55|0|1|0|0|0|0|0|4|1|0,10,0,0
55|0|1|0|0|0|0|0|4|1|1,32,0,0
55|0|1|0|0|0|0|0|4|1|2,3,0,0
55|0|1|0|0|0|0|0|5|0|0,71,0,0
55|0|1|0|0|0|0|0|5|0|1,7,0,0
55|0|1|0|0|0|0|0|5|0|5,1,0,0
55|0|1|0|0|0|0|0|5|1|0,11,0,0
55|0|1|0|0|0|0|0|5|1|1,32,0,0
55|0|1|0|0|0|0|0|5|1|2,1,0,0
55|0|1|0|0|0|1|0|0|0|0,3,0,0
55|0|1|0|0|0|1|0|0|0|1,1,0,0
55|0|1|0|0|0|1|0|0|1|0,1,0,0
55|0|1|0|0|0|1|0|0|1|1,2,0,0
55|0|1|0|0|0|1|0|1|0|0,4,0,0
55|0|1|0|0|0|1|0|1|1|1,1,0,0
55|0|1|0|0|0|1|0|1|1|2,2,0,0
55|0|1|0|0|0|1|0|2|0|0,3,0,0
55|0|1|0|0|0|1|0|2|1|0,1,0,0
55|0|1|0|0|0|1|0|2|1|1,3,0,0
55|0|1|0|0|0|1|0|3|0|0,1,0,0
55|0|1|0|0|0|1|0|3|1|0,1,0,0
55|0|1|0|0|0|1|0|3|1|1,5,0,0
55|0|1|0|0|0|1|0|3|1|2,1,0,0
55|0|1|0|0|0|1|0|4|0|0,2,0,0
55|0|1|0|0|0|1|0|4|1|1,5,0,0
55|0|1|0|0|0|1|0|5|0|0,2,0,0
55|0|1|0|0|0|1|0|5|0|1,1,0,0
55|0|1|0|0|0|1|0|5|1|0,1,0,0
55|0|1|0|0|0|1|0|5|1|1,5,0,0
55|0|1|0|0|0|1|0|5|1|2,2,0,0
55|0|1|0|0|0|1|1|0|0|0,24,0,0
55|0|1|0|0|0|1|1|0|0|5,3,0,0
55|0|1|0|0|0|1|1|0|1|0,26,0,0
55|0|1|0|0|0|1|1|0|1|1,104,0,0
55|0|1|0|0|0|1|1|0|1|2,14,0,0
55|0|1|0|0|0|1|1|0|1|3,2,0,0
55|0|1|0|0|0|1|1|0|2|0,3,0,0
55|0|1|0|0|0|1|1|0|2|1,21,0,0
55|0|1|0|0|0|1|1|0|2|2,6,0,0
55|0|1|0|0|0|1|1|0|2|3,2,0,0
55|0|1|0|0|0|1|1|0|3|1,2,0,0
55|0|1|0|0|0|1|1|0|3|3,1,0,0
55|0|1|0|0|0|1|1|0|4|5,1,0,0
55|0|1|0|0|0|1|1|1|0|0,26,0,0
55|0|1|0|0|0|1|1|1|0|5,2,0,0
55|0|1|0|0|0|1|1|1|1|0,33,0,0
55|0|1|0|0|0|1|1|1|1|1,92,0,0
55|0|1|0|0|0|1|1|1|1|2,17,0,0
55|0|1|0|0|0|1|1|1|1|3,1,0,0
55|0|1|0|0|0|1|1|1|1|5,1,0,0
55|0|1|0|0|0|1|1|1|2|0,1,0,0
55|0|1|0|0|0|1|1|1|2|1,19,0,0
55|0|1|0|0|0|1|1|1|2|2,5,0,0
55|0|1|0|0|0|1|1|1|2|3,2,0,0
55|0|1|0|0|0|1|1|1|2|4,2,0,0
55|0|1|0|0|0|1|1|1|3|0,2,0,0
55|0|1|0|0|0|1|1|1|3|1,2,0,0
55|0|1|0|0|0|1|1|1|3|2,2,0,0
55|0|1|0|0|0|1|1|1|3|3,1,0,0
55|0|1|0|0|0|1|1|1|3|5,1,0,0
55|0|1|0|0|0|1|1|1|4|1,1,0,0
55|0|1|0|0|0|1|1|2|0|0,23,0,0
55|0|1|0|0|0|1|1|2|0|1,3,0,0
55|0|1|0|0|0|1|1|2|0|5,3,0,0
55|0|1|0|0|0|1|1|2|1|0,32,0,0
55|0|1|0|0|0|1|1|2|1|1,100,0,0
55|0|1|0|0|0|1|1|2|1|2,15,0,0
55|0|1|0|0|0|1|1|2|1|3,1,0,0
55|0|1|0|0|0|1|1|2|2|0,1,0,0
55|0|1|0|0|0|1|1|2|2|1,21,0,0
55|0|1|0|0|0|1|1|2|2|2,7,0,0
55|0|1|0|0|0|1|1|2|2|3,3,0,0
55|0|1|0|0|0|1|1|2|2|4,1,0,0
55|0|1|0|0|0|1|1|2|2|5,1,0,0
55|0|1|0|0|0|1|1|2|3|0,1,0,0
55|0|1|0|0|0|1|1|2|3|1,3,0,0
55|0|1|0|0|0|1|1|2|3|2,2,0,0
55|0|1|0|0|0|1|1|3|0|0,41,0,0
55|0|1|0|0|0|1|1|3|0|1,2,0,0
55|0|1|0|0|0|1|1|3|0|5,1,0,0
55|0|1|0|0|0|1|1|3|1|0,22,0,0
55|0|1|0|0|0|1|1|3|1|1,92,0,0
55|0|1|0|0|0|1|1|3|1|2,15,0,0
55|0|1|0|0|0|1|1|3|1|3,1,0,0
55|0|1|0|0|0|1|1|3|1|5,1,0,0
55|0|1|0|0|0|1|1|3|2|0,1,0,0
55|0|1|0|0|0|1|1|3|2|1,12,0,0
55|0|1|0|0|0|1|1|3|2|2,6,0,0
55|0|1|0|0|0|1|1|3|2|3,1,0,0
55|0|1|0|0|0|1|1|3|2|4,3,0,0
55|0|1|0|0|0|1|1|3|2|5,1,0,0
55|0|1|0|0|0|1|1|3|3|1,1,0,0
55|0|1|0|0|0|1|1|3|3|2,1,0,0
55|0|1|0|0|0|1|1|3|3|3,2,0,0
55|0|1|0|0|0|1|1|4|0|0,33,0,0
55|0|1|0|0|0|1|1|4|0|1,6,0,0
55|0|1|0|0|0|1|1|4|0|5,4,0,0
55|0|1|0|0|0|1|1|4|1|0,30,0,0
55|0|1|0|0|0|1|1|4|1|1,80,0,0
55|0|1|0|0|0|1|1|4|1|2,15,0,0
55|0|1|0|0|0|1|1|4|1|3,1,0,0
55|0|1|0|0|0|1|1|4|1|4,1,0,0
55|0|1|0|0|0|1|1|4|2|0,3,0,0
55|0|1|0|0|0|1|1|4|2|1,14,0,0
55|0|1|0|0|0|1|1|4|2|2,7,0,0
55|0|1|0|0|0|1|1|4|2|3,4,0,0
55|0|1|0|0|0|1|1|4|3|1,2,0,0
55|0|1|0|0|0|1|1|4|4|1,1,0,0
55|0|1|0|0|0|1|1|5|0|0,31,0,0
55|0|1|0|0|0|1|1|5|0|1,1,0,0
55|0|1|0|0|0|1|1|5|0|5,2,0,0
55|0|1|0|0|0|1|1|5|1|0,32,0,0
55|0|1|0|0|0|1|1|5|1|1,78,0,0
55|0|1|0|0|0|1|1|5|1|2,17,0,0
55|0|1|0|0|0|1|1|5|1|3,3,0,0
55|0|1|0|0|0|1|1|5|2|0,3,0,0
55|0|1|0|0|0|1|1|5|2|1,20,0,0
55|0|1|0|0|0|1|1|5|2|2,7,0,0
55|0|1|0|0|0|1|1|5|2|3,5,0,0
55|0|1|0|0|0|1|1|5|2|4,2,0,0
55|0|1|0|0|0|1|1|5|3|1,1,0,0
55|0|1|0|0|0|1|1|5|3|3,1,0,0
55|0|1|0|0|0|2|1|0|2|0,3,0,0
55|0|1|0|0|0|2|1|0|2|1,5,0,0
55|0|1|0|0|0|2|1|0|3|0,4,0,0
55|0|1|0|0|0|2|1|0|3|1,8,0,0
55|0|1|0|0|0|2|1|0|3|2,9,0,0
55|0|1|0|0|0|2|1|0|3|3,2,0,0
55|0|1|0|0|0|2|1|0|3|4,3,0,0
55|0|1|0|0|0|2|1|0|4|1,1,0,0
55|0|1|0|0|0|2|1|1|0|1,1,0,0
55|0|1|0|0|0|2|1|1|0|3,1,0,0
55|0|1|0|0|0|2|1|1|1|1,1,0,0
55|0|1|0|0|0|2|1|1|1|2,1,0,0
55|0|1|0|0|0|2|1|1|1|5,1,0,0
55|0|1|0|0|0|2|1|1|2|1,14,0,0
55|0|1|0|0|0|2|1|1|2|2,1,0,0
55|0|1|0|0|0|2|1|1|2|4,2,0,0
55|0|1|0|0|0|2|1|1|2|5,2,0,0
55|0|1|0|0|0|2|1|1|3|0,2,0,0
55|0|1|0|0|0|2|1|1|3|1,14,0,0
55|0|1|0|0|0|2|1|1|3|2,8,0,0
55|0|1|0|0|0|2|1|1|3|3,2,0,0
55|0|1|0|0|0|2|1|1|3|4,2,0,0
55|0|1|0|0|0|2|1|1|4|1,2,0,0
55|0|1|0|0|0|2|1|2|0|0,1,0,0
55|0|1|0|0|0|2|1|2|1|1,1,0,0
55|0|1|0|0|0|2|1|2|2|0,4,0,0
55|0|1|0|0|0|2|1|2|2|1,6,0,0
55|0|1|0|0|0|2|1|2|2|2,3,0,0
55|0|1|0|0|0|2|1|2|2|4,1,0,0
55|0|1|0|0|0|2|1|2|2|5,2,0,0
55|0|1|0|0|0|2|1|2|3|1,16,0,0
55|0|1|0|0|0|2|1|2|3|2,12,0,0
55|0|1|0|0|0|2|1|2|3|3,5,0,0
55|0|1|0|0|0|2|1|2|3|4,1,0,0
55|0|1|0|0|0|2|1|3|0|0,2,0,0
55|0|1|0|0|0|2|1|3|1|0,1,0,0
55|0|1|0|0|0|2|1|3|2|0,1,0,0
55|0|1|0|0|0|2|1|3|2|1,10,0,0
55|0|1|0|0|0|2|1|3|2|2,2,0,0
55|0|1|0|0|0|2|1|3|2|3,2,0,0
55|0|1|0|0|0|2|1|3|2|4,3,0,0
55|0|1|0|0|0|2|1|3|2|5,4,0,0
55|0|1|0|0|0|2|1|3|3|1,13,0,0
55|0|1|0|0|0|2|1|3|3|2,13,0,0
55|0|1|0|0|0|2|1|3|3|3,5,0,0
55|0|1|0|0|0|2|1|3|3|4,3,0,0
55|0|1|0|0|0|2|1|3|4|1,1,0,0
55|0|1|0|0|0|2|1|4|0|5,3,0,0
55|0|1|0|0|0|2|1|4|1|5,3,0,0
55|0|1|0|0|0|2|1|4|2|0,3,0,0
55|0|1|0|0|0|2|1|4|2|1,7,0,0
55|0|1|0|0|0|2|1|4|2|2,1,0,0
55|0|1|0|0|0|2|1|4|2|4,2,0,0
55|0|1|0|0|0|2|1|4|2|5,2,0,0
55|0|1|0|0|0|2|1|4|3|0,2,0,0
55|0|1|0|0|0|2|1|4|3|1,12,0,0
55|0|1|0|0|0|2|1|4|3|2,10,0,0
55|0|1|0|0|0|2|1|4|3|3,3,0,0
55|0|1|0|0|0|2|1|4|3|4,1,0,0
55|0|1|0|0|0|2|1|4|3|5,1,0,0
55|0|1|0|0|0|2|1|4|4|1,1,0,0
55|0|1|0|0|0|2|1|5|0|0,1,0,0
55|0|1|0|0|0|2|1|5|1|1,1,0,0
55|0|1|0|0|0|2|1|5|2|0,1,0,0
55|0|1|0|0|0|2|1|5|2|1,8,0,0
55|0|1|0|0|0|2|1|5|2|2,1,0,0
55|0|1|0|0|0|2|1|5|2|4,3,0,0
55|0|1|0|0|0|2|1|5|2|5,4,0,0
55|0|1|0|0|0|2|1|5|3|0,2,0,0
55|0|1|0|0|0|2|1|5|3|1,14,0,0
55|0|1|0|0|0|2|1|5|3|2,8,0,0
55|0|1|0|0|0|2|1|5|3|3,3,0,0
55|0|1|0|0|0|2|1|5|3|4,2,0,0
55|0|1|0|0|0|2|1|5|4|1,3,0,0
55|0|1|0|0|0|2|2|0|1|1,1,0,0
55|0|1|0|0|0|2|2|0|2|5,20,0,0
55|0|1|0|0|0|2|2|0|3|0,3,0,0
55|0|1|0|0|0|2|2|0|3|1,7,0,0
55|0|1|0|0|0|2|2|0|3|2,11,0,0
55|0|1|0|0|0|2|2|0|3|3,14,0,0
55|0|1|0|0|0|2|2|0|3|4,51,0,0
55|0|1|0|0|0|2|2|0|3|5,53,0,0
55|0|1|0|0|0|2|2|0|4|1,29,0,0
55|0|1|0|0|0|2|2|0|4|2,35,0,0
55|0|1|0|0|0|2|2|0|4|3,26,0,0
55|0|1|0|0|0|2|2|0|4|4,15,0,0
55|0|1|0|0|0|2|2|0|4|5,2,0,0
55|0|1|0|0|0|2|2|1|0|0,1,0,0
55|0|1|0|0|0|2|2|1|0|1,1,0,0
55|0|1|0|0|0|2|2|1|1|4,1,0,0
55|0|1|0|0|0|2|2|1|1|5,1,0,0
55|0|1|0|0|0|2|2|1|2|1,3,0,0
55|0|1|0|0|0|2|2|1|2|2,1,0,0
55|0|1|0|0|0|2|2|1|2|5,20,0,0
55|0|1|0|0|0|2|2|1|3|1,4,0,0
55|0|1|0|0|0|2|2|1|3|2,13,0,0
55|0|1|0|0|0|2|2|1|3|3,27,0,0
55|0|1|0|0|0|2|2|1|3|4,73,0,0
55|0|1|0|0|0|2|2|1|3|5,41,0,0
55|0|1|0|0|0|2|2|1|4|1,21,0,0
55|0|1|0|0|0|2|2|1|4|2,52,0,0
55|0|1|0|0|0|2|2|1|4|3,22,0,0
55|0|1|0|0|0|2|2|1|4|4,19,0,0
55|0|1|0|0|0|2|2|2|0|5,1,0,0
55|0|1|0|0|0|2|2|2|1|1,2,0,0
55|0|1|0|0|0|2|2|2|2|1,2,0,0
55|0|1|0|0|0|2|2|2|2|5,13,0,0
55|0|1|0|0|0|2|2|2|3|0,1,0,0
55|0|1|0|0|0|2|2|2|3|1,6,0,0
55|0|1|0|0|0|2|2|2|3|2,12,0,0
55|0|1|0|0|0|2|2|2|3|3,13,0,0
55|0|1|0|0|0|2|2|2|3|4,48,0,0
55|0|1|0|0|0|2|2|2|3|5,55,0,0
55|0|1|0|0|0|2|2|2|4|1,24,0,0
55|0|1|0|0|0|2|2|2|4|2,34,0,0
55|0|1|0|0|0|2|2|2|4|3,23,0,0
55|0|1|0|0|0|2|2|2|4|4,15,0,0
55|0|1|0|0|0|2|2|3|1|0,1,0,0
55|0|1|0|0|0|2|2|3|1|1,2,0,0
55|0|1|0|0|0|2|2|3|1|5,1,0,0
55|0|1|0|0|0|2|2|3|2|1,2,0,0
55|0|1|0|0|0|2|2|3|2|2,1,0,0
55|0|1|0|0|0|2|2|3|2|5,10,0,0
55|0|1|0|0|0|2|2|3|3|1,4,0,0
55|0|1|0|0|0|2|2|3|3|2,17,0,0
55|0|1|0|0|0|2|2|3|3|3,9,0,0
55|0|1|0|0|0|2|2|3|3|4,58,0,0
55|0|1|0|0|0|2|2|3|3|5,58,0,0
55|0|1|0|0|0|2|2|3|4|1,29,0,0
55|0|1|0|0|0|2|2|3|4|2,35,0,0
55|0|1|0|0|0|2|2|3|4|3,22,0,0
55|0|1|0|0|0|2|2|3|4|4,14,0,0
55|0|1|0|0|0|2|2|4|1|5,1,0,0
55|0|1|0|0|0|2|2|4|2|0,3,0,0
55|0|1|0|0|0|2|2|4|2|2,1,0,0
55|0|1|0|0|0|2|2|4|2|5,17,0,0
