run,stave,amplitude_adc,lowering_stratum,large_lowering,ml_large_lowering_probability
65,B2,3613.5,s16_no_lowering,0,0.00466552830957284
65,B6,1005.0,s16_large_lowering,1,1.0
65,B4,2961.5,s16_no_lowering,0,0.05580200365573624
57,B2,3437.5,s16_no_lowering,0,0.0028933145468878346
65,B2,1256.0,s16_large_lowering,1,1.0
65,B2,5947.5,s16_large_lowering,1,0.998722271502725
65,B2,5371.0,s16_no_lowering,0,0.019222207183843775
57,B2,3051.5,s16_no_lowering,0,0.001719071586561742
65,B2,4261.0,s16_no_lowering,0,0.008686107499184817
57,B2,4256.0,s16_no_lowering,0,0.00493888816173496
57,B2,3652.5,s16_large_lowering,1,0.9999999999999951
57,B2,4902.5,s16_large_lowering,1,0.999995792247497
65,B2,1404.5,s16_no_lowering,0,0.0014655339368767624
65,B2,2549.0,s16_large_lowering,1,0.9999999999999662
65,B2,4334.5,s16_no_lowering,0,0.005624325361723417
57,B2,3660.5,s16_no_lowering,0,0.005664758928772244
65,B2,1515.0,s16_large_lowering,1,1.0
65,B2,2878.5,s16_large_lowering,1,0.9999999940626951
57,B2,1681.0,s16_no_lowering,0,0.0004387520430722755
65,B2,2935.5,s16_large_lowering,1,1.0
57,B2,1246.0,s16_large_lowering,1,1.0
57,B2,1603.5,s16_large_lowering,1,1.0
65,B2,4060.0,s16_large_lowering,1,0.9999999999918416
57,B2,1216.5,s16_large_lowering,1,1.0
57,B2,4525.0,s16_large_lowering,1,0.5557714978806646
65,B2,1981.0,s16_large_lowering,1,1.0
57,B4,3144.0,s16_no_lowering,0,0.0028612875690215795
65,B2,1735.5,s16_no_lowering,0,0.001513202747134299
57,B2,5085.0,s16_no_lowering,0,0.010887828676970543
65,B2,3032.0,s16_no_lowering,0,0.0036792184894798657
57,B2,1426.0,s16_large_lowering,1,1.0
57,B2,6602.0,s16_large_lowering,1,0.9999999999999383
65,B2,1940.5,s16_large_lowering,1,1.0
65,B2,3667.5,s16_no_lowering,0,0.006543278138310707
57,B2,4071.5,s16_large_lowering,1,0.9999404397723517
57,B2,1279.5,s16_large_lowering,1,1.0
57,B2,3803.5,s16_large_lowering,1,1.0
57,B2,1096.0,s16_large_lowering,1,1.0
57,B2,5711.0,s16_no_lowering,0,0.024683322066822132
57,B2,7351.5,s16_large_lowering,1,0.9999997981581169
65,B2,1011.5,s16_no_lowering,0,0.00018249040593809165
57,B2,8231.0,s16_large_lowering,1,0.9998726622895655
57,B2,6904.0,s16_no_lowering,0,0.03745336032176211
57,B2,4064.5,s16_large_lowering,1,0.9999999999980571
57,B2,2486.5,s16_large_lowering,1,0.9999848806896806
57,B2,1050.0,s16_large_lowering,1,0.9999999999999993
65,B2,1292.5,s16_large_lowering,1,1.0
65,B2,1150.0,s16_large_lowering,1,1.0
57,B2,1600.5,s16_large_lowering,1,1.0
65,B2,3280.0,s16_no_lowering,0,0.005281196738500516
65,B2,6506.0,s16_no_lowering,0,0.05225434729853112
57,B2,4428.0,s16_no_lowering,0,0.006077003291403104
57,B2,4488.0,s16_large_lowering,1,0.9985772219176272
65,B2,2021.0,s16_no_lowering,0,0.000741544225991446
65,B2,2827.5,s16_large_lowering,1,1.0
57,B2,2509.5,s16_no_lowering,0,0.0020461151929416044
65,B2,1836.0,s16_no_lowering,0,0.0003732834399099556
57,B2,7131.0,s16_large_lowering,1,0.08677404793518916
57,B2,2713.0,s16_large_lowering,1,1.0
57,B2,1737.0,s16_large_lowering,1,0.9997048456697732
57,B2,1143.5,s16_large_lowering,1,1.0
57,B2,6049.0,s16_no_lowering,0,0.04878345621644533
65,B2,3182.5,s16_no_lowering,0,0.0041409652997660565
65,B2,1660.5,s16_large_lowering,1,1.0
65,B2,3672.0,s16_large_lowering,1,0.9874217505865165
57,B2,5884.0,s16_no_lowering,0,0.017563246734114645
57,B2,1006.0,s16_mild_lowering,0,0.020300783969982274
57,B2,7718.0,s16_no_lowering,0,0.0894012792873162
57,B2,1825.0,s16_large_lowering,1,1.0
57,B2,3860.5,s16_no_lowering,0,0.004214350592858697
57,B6,4353.5,s16_no_lowering,0,0.0029733491564876893
57,B2,7243.0,s16_no_lowering,0,0.033347818551172456
57,B2,4042.5,s16_no_lowering,0,0.007424414809051255
65,B2,4567.0,s16_large_lowering,1,0.9999999999920115
65,B2,4273.0,s16_no_lowering,0,0.00882047644121579
57,B2,4521.5,s16_no_lowering,0,0.007367735747157107
57,B2,1412.5,s16_large_lowering,1,0.9999999999994367
57,B2,3973.0,s16_no_lowering,0,0.004144605672651864
65,B2,3924.5,s16_large_lowering,1,0.9717865281182876
57,B2,1085.0,s16_no_lowering,0,7.792342417297092e-05
57,B2,7308.5,s16_no_lowering,0,0.04236508695863443
57,B2,1575.0,s16_large_lowering,1,1.0
65,B2,1112.0,s16_large_lowering,1,1.0
65,B2,7962.0,s16_mild_lowering,0,0.9074342370998167
57,B2,4396.0,s16_no_lowering,0,0.008239452704776426
65,B2,2166.5,s16_no_lowering,0,0.0009758296814078143
65,B2,3841.5,s16_large_lowering,1,1.0
65,B2,3647.0,s16_no_lowering,0,0.0062641377151289365
65,B2,1335.0,s16_no_lowering,0,0.00024949159586539155
57,B2,2355.5,s16_large_lowering,1,1.0
65,B2,1519.5,s16_no_lowering,0,0.0007282284986018431
57,B2,1416.5,s16_large_lowering,1,1.0
57,B2,2001.0,s16_no_lowering,0,0.0008825218823430096
57,B2,4931.5,s16_no_lowering,0,0.010467733038588636
57,B2,3231.0,s16_no_lowering,0,0.0027814884158771772
65,B4,3193.0,s16_no_lowering,0,0.0019412967521273685
57,B2,4951.5,s16_large_lowering,1,0.9999999930627281
65,B2,1467.0,s16_large_lowering,1,1.0
65,B2,5096.5,s16_large_lowering,1,0.9644157240417931
65,B2,2372.5,s16_large_lowering,1,0.9999999986472483
57,B2,4084.0,s16_no_lowering,0,0.258031647081712
65,B6,2343.5,s16_large_lowering,1,0.9999989235061943
65,B2,2878.5,s16_large_lowering,1,0.9664601851028979
65,B2,2454.5,s16_no_lowering,0,0.015327940017592802
57,B2,1109.5,s16_no_lowering,0,0.00035704903150939705
65,B2,5104.5,s16_large_lowering,1,0.9999956337579655
65,B2,3374.0,s16_no_lowering,0,0.003881806021774641
57,B2,3963.5,s16_no_lowering,0,0.005156219264891559
57,B2,3048.5,s16_mild_lowering,0,0.748466067882733
65,B6,3631.0,s16_no_lowering,0,0.000822785794432063
57,B2,4411.5,s16_no_lowering,0,0.005630074459546948
57,B2,1312.0,s16_large_lowering,1,1.0
65,B2,2924.5,s16_no_lowering,0,0.0035977674230694054
57,B2,1262.5,s16_large_lowering,1,1.0
57,B2,1108.5,s16_large_lowering,1,1.0
57,B2,2202.5,s16_large_lowering,1,1.0
57,B2,5006.0,s16_no_lowering,0,0.010451133823701022
65,B2,1537.0,s16_no_lowering,0,0.00024505543780064756
57,B2,2453.0,s16_large_lowering,1,0.9999999999999913
65,B2,1225.5,s16_large_lowering,1,1.0
65,B2,2932.5,s16_large_lowering,1,1.0
65,B2,3000.0,s16_no_lowering,0,0.004270764154803586
65,B2,4806.0,s16_no_lowering,0,0.01083749823519264
57,B2,2435.0,s16_no_lowering,0,0.0019311179067495743
57,B2,7360.5,s16_no_lowering,0,0.053811517535936756
65,B2,1113.5,s16_large_lowering,1,1.0
57,B2,2326.0,s16_large_lowering,1,1.0
57,B2,3428.0,s16_large_lowering,1,0.9999995750053091
57,B2,6348.5,s16_no_lowering,0,0.033993135024865194
57,B2,1145.0,s16_large_lowering,1,1.0
57,B2,3288.5,s16_large_lowering,1,0.9999900220563007
57,B2,6554.5,s16_large_lowering,1,0.9999990092831076
57,B2,6456.0,s16_no_lowering,0,0.03322461700485634
65,B4,3088.5,s16_no_lowering,0,0.012091640676996534
65,B2,4585.5,s16_large_lowering,1,0.9999999999826286
65,B2,1946.5,s16_no_lowering,0,0.0007193984698371227
57,B4,2856.0,s16_no_lowering,0,0.0033600632414117412
65,B4,3028.5,s16_no_lowering,0,0.006150628550013258
65,B2,1387.0,s16_large_lowering,1,1.0
65,B2,1629.0,s16_no_lowering,0,0.0005615164190290019
57,B2,5031.0,s16_no_lowering,0,0.009829789218125402
57,B4,1221.0,s16_mild_lowering,0,0.0009605215262478901
57,B2,1199.5,s16_large_lowering,1,1.0
65,B2,2347.0,s16_large_lowering,1,1.0
65,B2,1116.0,s16_no_lowering,0,6.729316062940979e-05
65,B2,1621.0,s16_large_lowering,1,0.9996821517263003
57,B2,2058.0,s16_no_lowering,0,0.0005583332230164246
57,B2,1215.0,s16_large_lowering,1,1.0
57,B2,6373.0,s16_no_lowering,0,0.02559037456310164
65,B2,5883.5,s16_large_lowering,1,0.9999999985065804
65,B2,2116.0,s16_no_lowering,0,0.0007637440396499793
65,B2,5956.0,s16_mild_lowering,0,0.7254261627266396
65,B2,1934.0,s16_large_lowering,1,1.0
65,B2,2573.5,s16_no_lowering,0,0.001359674856366738
57,B2,1093.0,s16_large_lowering,1,1.0
57,B2,4026.5,s16_large_lowering,1,1.0
57,B2,2625.5,s16_large_lowering,1,0.999994990418685
65,B2,3197.5,s16_no_lowering,0,0.0033326919373668634
57,B2,4508.5,s16_no_lowering,0,0.006365528269912097
65,B2,1534.0,s16_large_lowering,1,1.0
57,B2,9385.0,s16_no_lowering,0,0.12583941514301936
57,B2,5763.5,s16_no_lowering,0,0.017778966434889357
57,B2,1225.5,s16_large_lowering,1,1.0
57,B2,6175.5,s16_no_lowering,0,0.03133039510900827
57,B2,4768.5,s16_no_lowering,0,0.01267432326703202
65,B2,5156.0,s16_large_lowering,1,0.9962342896929199
57,B2,1348.0,s16_no_lowering,0,0.0001294245109734597
57,B2,1692.0,s16_no_lowering,0,0.0007017758011372698
57,B2,2255.0,s16_no_lowering,0,0.0011283992047242824
57,B2,2826.0,s16_large_lowering,1,0.9999992594035463
57,B2,2414.5,s16_large_lowering,1,0.9999999996474054
57,B2,1475.5,s16_large_lowering,1,0.9999970586350874
65,B2,4628.5,s16_no_lowering,0,0.01069501142981057
57,B2,5824.5,s16_no_lowering,0,0.014444182176026206
57,B2,8971.0,s16_large_lowering,1,0.1438751536806748
65,B2,1531.5,s16_mild_lowering,0,0.016836407046953335
57,B2,4439.5,s16_no_lowering,0,0.01247785120993336
65,B2,2105.0,s16_no_lowering,0,0.0019825142933548113
65,B2,2542.0,s16_no_lowering,0,0.0032864085743885543
57,B2,3461.0,s16_large_lowering,1,1.0
65,B2,3387.5,s16_large_lowering,1,0.9999975810406955
57,B6,2670.0,s16_mild_lowering,0,0.6782498453290791
57,B2,5211.5,s16_large_lowering,1,0.9999999998961
57,B2,7102.5,s16_large_lowering,1,0.08551594525317552
65,B4,1371.5,s16_large_lowering,1,1.0
57,B2,1704.5,s16_large_lowering,1,0.9999999999881362
65,B2,4768.0,s16_no_lowering,0,0.1566160174785041
65,B2,4943.0,s16_no_lowering,0,0.009806225987450649
65,B2,1953.0,s16_large_lowering,1,1.0
57,B2,6878.5,s16_no_lowering,0,0.04609476714684983
57,B2,1515.5,s16_large_lowering,1,1.0
65,B2,1492.0,s16_large_lowering,1,1.0
65,B4,3713.5,s16_no_lowering,0,0.007596228354351075
57,B2,1823.0,s16_large_lowering,1,1.0
57,B2,4470.0,s16_no_lowering,0,0.009794259110661115
65,B4,5392.5,s16_no_lowering,0,0.09523387417389176
65,B6,2797.0,s16_no_lowering,0,0.012390567910055977
57,B2,1133.5,s16_large_lowering,1,1.0
57,B2,3979.5,s16_no_lowering,0,0.005265960662351784
57,B2,6655.0,s16_no_lowering,0,0.032134286284801646
57,B2,3009.0,s16_no_lowering,0,0.0027727413308182187
65,B2,2903.0,s16_no_lowering,0,0.002357455292271891
57,B4,2838.5,s16_no_lowering,0,0.001989900379963636
57,B2,3966.5,s16_no_lowering,0,0.004094158706353574
65,B2,2022.5,s16_no_lowering,0,0.0006314272653487631
57,B2,3105.5,s16_no_lowering,0,0.0030974888381548995
57,B2,1084.5,s16_large_lowering,1,1.0
65,B2,8388.5,s16_no_lowering,0,0.07269161297024444
57,B2,1083.5,s16_large_lowering,1,0.9999999999669851
65,B2,4651.0,s16_large_lowering,1,1.0
65,B2,3293.0,s16_no_lowering,0,0.0034266573427018583
65,B2,1354.0,s16_no_lowering,0,0.00013874327000826944
65,B2,1507.5,s16_large_lowering,1,1.0
57,B2,4154.0,s16_no_lowering,0,0.005326720309392274
65,B2,1124.5,s16_large_lowering,1,1.0
65,B2,4397.0,s16_large_lowering,1,0.9978913857847715
65,B2,1174.0,s16_large_lowering,1,1.0
65,B2,3749.0,s16_large_lowering,1,0.9999516102314139
65,B2,2358.0,s16_large_lowering,1,0.9999999999998135
57,B2,4019.0,s16_large_lowering,1,0.9999999999999865
65,B2,5240.0,s16_no_lowering,0,0.019199515753028928
65,B2,1311.5,s16_mild_lowering,0,0.16230333351104262
57,B2,3028.5,s16_no_lowering,0,0.005312626861781676
57,B2,5891.5,s16_no_lowering,0,0.04664191804002092
57,B2,2634.5,s16_no_lowering,0,0.0020535787306401447
57,B2,7295.5,s16_no_lowering,0,0.04642576189368461
57,B2,2291.5,s16_large_lowering,1,0.9999999999482156
57,B6,3807.5,s16_no_lowering,0,0.022024506373729942
65,B2,1975.0,s16_mild_lowering,0,0.014120673160020358
65,B2,4165.0,s16_large_lowering,1,0.9999999999990941
65,B2,3931.5,s16_no_lowering,0,0.00821466929777338
65,B2,2673.0,s16_no_lowering,0,0.0025917105555686476
57,B2,4392.5,s16_large_lowering,1,1.0
65,B2,8638.5,s16_no_lowering,0,0.11069920777024304
65,B2,1183.5,s16_large_lowering,1,1.0
57,B2,1293.5,s16_no_lowering,0,0.0001527111617762694
65,B2,1352.0,s16_no_lowering,0,0.000188662637418103
57,B2,5795.0,s16_large_lowering,1,0.9986005533631978
65,B2,3248.5,s16_large_lowering,1,0.9913843966698175
57,B2,1224.5,s16_no_lowering,0,8.111655405491837e-05
65,B2,2712.0,s16_large_lowering,1,1.0
57,B2,2208.5,s16_large_lowering,1,1.0
65,B2,1501.0,s16_no_lowering,0,0.00031394405424057023
65,B2,1550.0,s16_no_lowering,0,0.0003147845049034183
57,B2,1812.0,s16_no_lowering,0,0.0008976375550080097
65,B2,1884.0,s16_no_lowering,0,0.001185331859892881
57,B2,3879.5,s16_no_lowering,0,0.006839781636666667
65,B2,2584.5,s16_no_lowering,0,0.0014349670999047133
57,B2,2273.0,s16_large_lowering,1,0.9999999999999452
65,B2,3252.0,s16_large_lowering,1,0.9164132855207439
65,B2,2597.5,s16_large_lowering,1,0.9999999999999993
57,B2,2167.0,s16_no_lowering,0,0.000755506433997178
65,B8,1206.0,s16_large_lowering,1,1.0
57,B2,3743.5,s16_no_lowering,0,0.004254132823082215
57,B2,1590.5,s16_large_lowering,1,1.0
57,B2,2348.0,s16_large_lowering,1,1.0
65,B2,6130.0,s16_large_lowering,1,0.9368839544185437
57,B2,2487.5,s16_no_lowering,0,0.002667597521810531
65,B2,1239.5,s16_large_lowering,1,1.0
57,B2,6113.0,s16_no_lowering,0,0.03473838820543345
57,B2,4484.5,s16_large_lowering,1,0.9999999922111128
65,B2,3140.5,s16_large_lowering,1,1.0
57,B2,2993.0,s16_no_lowering,0,0.0025227129176886277
65,B2,3173.0,s16_large_lowering,1,0.9999999824976259
65,B6,2688.5,s16_no_lowering,0,0.008656164077427248
57,B2,2410.5,s16_no_lowering,0,0.0022303056516899114
65,B2,3607.5,s16_no_lowering,0,0.0046606735680867675
65,B2,3423.5,s16_no_lowering,0,0.005334061511196826
57,B2,3833.5,s16_large_lowering,1,0.999999958343158
57,B2,2434.0,s16_no_lowering,0,0.002784552554679569
57,B2,4190.0,s16_no_lowering,0,0.00994641708000162
65,B2,5332.0,s16_no_lowering,0,0.01595331668200683
65,B2,2926.5,s16_no_lowering,0,0.004048384519272998
65,B2,1265.5,s16_no_lowering,0,0.0012715970653627443
65,B2,5136.5,s16_no_lowering,0,0.021522320435301615
57,B2,1767.5,s16_large_lowering,1,1.0
57,B2,3201.0,s16_large_lowering,1,0.9999999994326787
