energy_bin_mev,energy_lo_mev,energy_hi_mev,method,n,median_truth_target_mev,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
"[16.885, 21.297)",16.884817046828253,21.297208999452813,mlp,66574,19.522017635692162,-0.695159725040585,0.717614494158949,13.01694041367657,"[0.7073310770660914, 0.7216546763043246]","[-0.7044877771004611, -0.675780569272228]","[12.337535005751826, 13.386826228171623]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,1d_cnn,66574,19.522017635692162,-0.2066947774115156,0.24780098726206973,4.066366736350443,"[0.23107310252567123, 0.2604873919605822]","[-0.21980207790123982, -0.18473246874389293]","[3.7141594158562032, 4.307116198441833]"
"[16.885, 21.297)",16.884817046828253,21.297208999452813,physics_residual_mlp,66574,19.522017635692162,-0.02393080700095847,0.046080305018907045,0.9310955872974858,"[0.0388460309289505, 0.060266833223459396]","[-0.027000631872567123, -0.014239055720909808]","[0.8429371626755625, 1.075153512954843]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,old_power_law,66568,22.75174669728805,-0.3973338684453843,0.410007891845178,9.02153975570604,"[0.40842098450708125, 0.41093721012431067]","[-0.3984897839787904, -0.3955885991672054]","[8.976117899715739, 9.048885720132551]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,geant4_birks_lookup,66568,22.75174669728805,-0.03542935848000353,0.04117014742919851,0.8129035418079901,"[0.04040323640107637, 0.04314388269000952]","[-0.036799642884316204, -0.03384372171373026]","[0.7724334569211514, 0.923686453840996]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,ridge,66568,22.75174669728805,-0.029749859502856493,0.05448085807368155,1.194499791438706,"[0.052507263842690326, 0.06151113997129364]","[-0.03275768734564474, -0.020167928874431782]","[1.1055955139558857, 1.4441671654230905]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,gradient_boosted_trees,66568,22.75174669728805,-0.021532904595959912,0.028461297023835916,0.5719575429818853,"[0.02762829881627148, 0.031223038605286673]","[-0.023481948177339857, -0.020552867050395576]","[0.529549458636922, 0.6841655555741208]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,mlp,66568,22.75174669728805,-0.5811226320911189,0.6089094996379576,13.404209647171095,"[0.6025758907357661, 0.6130150131485759]","[-0.5834447667452646, -0.5760963246899378]","[13.045295604290253, 13.577069468237129]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,1d_cnn,66568,22.75174669728805,-0.15479935432978473,0.19370011700953918,3.844162191285988,"[0.18731413619340836, 0.20912895333291914]","[-0.15809296505715406, -0.1498050208769398]","[3.7235633924521463, 4.149546897097672]"
"[21.297, 24.077)",21.297208999452813,24.07708026981923,physics_residual_mlp,66568,22.75174669728805,-0.0024197582955306513,0.03712109045613235,0.8063384460315518,"[0.03533179748814496, 0.04286388217359616]","[-0.004200732738167409, 0.0018648079344906114]","[0.7283831015240416, 1.040594478217883]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,old_power_law,66573,25.487702031607288,-0.4620265162854945,0.4764716324349557,13.112930974731912,"[0.47079488995335533, 0.4979493974661526]","[-0.4710168031199391, -0.4582475559024561]","[12.518920467243278, 14.300412328288077]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,geant4_birks_lookup,66573,25.487702031607288,-0.04329077404701972,0.05124783678998154,1.4442083061698046,"[0.050483314775519664, 0.05193229526978251]","[-0.045606098944914956, -0.037385264714883994]","[1.3602885631756152, 1.627500717043485]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,ridge,66573,25.487702031607288,-0.04276898050103963,0.06984516714380129,1.7632132666312967,"[0.06613425663179305, 0.07869679226959005]","[-0.04548461017871702, -0.03851116044837684]","[1.4769072337431166, 2.2389525026677295]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,gradient_boosted_trees,66573,25.487702031607288,-0.06535909855950396,0.08908554002001923,2.6589284966342177,"[0.07392416678182044, 0.13881442829351545]","[-0.08806026607560168, -0.060040731081578085]","[2.177266067138058, 3.561029329378064]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,mlp,66573,25.487702031607288,-0.5326888583419384,0.5539644363478657,13.911692358149221,"[0.5505298172397243, 0.5558437853139101]","[-0.5370210023890107, -0.5225844422277252]","[13.68994285421138, 14.07143464462007]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,1d_cnn,66573,25.487702031607288,-0.18411660124084525,0.22780478708285815,5.771886236547087,"[0.21711843389795846, 0.2617327397341989]","[-0.18825156483628078, -0.17587691284970558]","[5.3827199998897415, 6.466950599632555]"
"[24.077, 76.126]",24.07708026981923,76.126068118855,physics_residual_mlp,66573,25.487702031607288,-0.03669612359300622,0.05482435346167121,1.5601035439808804,"[0.04874748118757348, 0.09997144965408006]","[-0.04639294476512485, -0.03229956228809704]","[1.2182747733119983, 2.283456543023162]"
