method,run,n,positives,roc_auc,average_precision
traditional_scalar__fft_k1_fraction,65,1128,224,0.5723174778761061,0.22187030892530424
traditional_scalar__fft_k2_fraction,42,1124,232,0.48386036802226695,0.1982050246297853
traditional_scalar__fft_k2_fraction,50,1170,201,0.540065410819997,0.17687061553893288
traditional_scalar__fft_k2_fraction,57,1103,237,0.5076348895450248,0.20872530580263265
traditional_scalar__fft_k2_fraction,58,1099,180,0.4886712610325233,0.14829870153222943
traditional_scalar__fft_k2_fraction,60,1400,352,0.40360155707841777,0.20764367813026924
traditional_scalar__fft_k2_fraction,62,1400,348,0.4190485555701237,0.21165893004359557
traditional_scalar__fft_k2_fraction,64,1321,264,0.42599839454144084,0.17200195092961024
traditional_scalar__fft_k2_fraction,65,1128,224,0.444468038874842,0.1770742488116961
traditional_scalar__final_sample,42,1124,232,0.8004363499304159,0.7136929381056132
traditional_scalar__final_sample,50,1170,201,0.7716602744789982,0.6557705677827379
traditional_scalar__final_sample,57,1103,237,0.8279177751142553,0.7732369429977337
traditional_scalar__final_sample,58,1099,180,0.8446983436102041,0.7603938284539978
traditional_scalar__final_sample,60,1400,352,0.8553792938931297,0.8172418563896983
traditional_scalar__final_sample,62,1400,348,0.8989308815174162,0.8775580582055889
traditional_scalar__final_sample,64,1321,264,0.819849989965884,0.7693049203698095
traditional_scalar__final_sample,65,1128,224,0.8342214167193426,0.7854643949879265
traditional_scalar__haar_l0_d00,42,1124,232,0.6833201252512757,0.5985960340319524
traditional_scalar__haar_l0_d00,50,1170,201,0.5984345558071356,0.49698288610216734
traditional_scalar__haar_l0_d00,57,1103,237,0.6544956685278842,0.6109867756457265
traditional_scalar__haar_l0_d00,58,1099,180,0.6876677548059484,0.6015640272814539
traditional_scalar__haar_l0_d00,60,1400,352,0.7728926309854267,0.7416064781503855
traditional_scalar__haar_l0_d00,62,1400,348,0.7773507495301779,0.7598701179970523
traditional_scalar__haar_l0_d00,64,1321,264,0.7829459447836931,0.7058552272397708
traditional_scalar__haar_l0_d00,65,1128,224,0.758647084386852,0.674504698880503
traditional_scalar__haar_l0_d01,42,1124,232,0.721820879078398,0.6823245995864797
traditional_scalar__haar_l0_d01,50,1170,201,0.6631907541754591,0.5960335088963188
traditional_scalar__haar_l0_d01,57,1103,237,0.6544859239336978,0.6512412851684372
traditional_scalar__haar_l0_d01,58,1099,180,0.6754896626768226,0.6684261569209241
traditional_scalar__haar_l0_d01,60,1400,352,0.8132020948993754,0.8245753264462101
traditional_scalar__haar_l0_d01,62,1400,348,0.826847329662165,0.8372364594386309
traditional_scalar__haar_l0_d01,64,1321,264,0.7875383446575499,0.7767958043124494
traditional_scalar__haar_l0_d01,65,1128,224,0.7702769437420987,0.7523572926873944
traditional_scalar__haar_l0_d02,42,1124,232,0.719160739137158,0.5788723855609774
traditional_scalar__haar_l0_d02,50,1170,201,0.6846469407349218,0.5331131140224857
traditional_scalar__haar_l0_d02,57,1103,237,0.7662807807368863,0.6413908005217335
traditional_scalar__haar_l0_d02,58,1099,180,0.7142727602466448,0.6043942224399552
traditional_scalar__haar_l0_d02,60,1400,352,0.8258587786259541,0.778227082301768
traditional_scalar__haar_l0_d02,62,1400,348,0.7933274332415541,0.7287319265397763
traditional_scalar__haar_l0_d02,64,1321,264,0.7519351509417735,0.6655007126113643
traditional_scalar__haar_l0_d02,65,1128,224,0.7388022479456385,0.6273731775547138
traditional_scalar__haar_l0_d03,42,1124,232,0.6614084003401886,0.3757091819248636
traditional_scalar__haar_l0_d03,50,1170,201,0.6096196006551351,0.2826664020853005
traditional_scalar__haar_l0_d03,57,1103,237,0.64449284259557,0.38372808544482007
traditional_scalar__haar_l0_d03,58,1099,180,0.7489783581187281,0.4660398997881213
traditional_scalar__haar_l0_d03,60,1400,352,0.7598699904580152,0.5332175626274177
traditional_scalar__haar_l0_d03,62,1400,348,0.8054799833923341,0.5945288336683195
traditional_scalar__haar_l0_d03,64,1321,264,0.7943149565666121,0.5671733203270788
traditional_scalar__haar_l0_d03,65,1128,224,0.7551507190265486,0.5307709791551761
traditional_scalar__haar_l0_d04,42,1124,232,0.7296708288232566,0.48302589992312206
traditional_scalar__haar_l0_d04,50,1170,201,0.7135735152924747,0.483037265114836
traditional_scalar__haar_l0_d04,57,1103,237,0.7320577659543368,0.5332809395848997
traditional_scalar__haar_l0_d04,58,1099,180,0.729666908475396,0.3811107087086551
traditional_scalar__haar_l0_d04,60,1400,352,0.717169608778626,0.5515485667529586
traditional_scalar__haar_l0_d04,62,1400,348,0.736495345483152,0.5870457382722328
traditional_scalar__haar_l0_d04,64,1321,264,0.7474018806800264,0.5272598552163889
traditional_scalar__haar_l0_d04,65,1128,224,0.7536050094816689,0.5259215730409408
traditional_scalar__haar_l0_d05,42,1124,232,0.6952847147054276,0.5067580558277286
traditional_scalar__haar_l0_d05,50,1170,201,0.6862437040802181,0.47894759478317805
traditional_scalar__haar_l0_d05,57,1103,237,0.7266982391518306,0.5942848449320992
traditional_scalar__haar_l0_d05,58,1099,180,0.7467416273727482,0.5226546290836126
traditional_scalar__haar_l0_d05,60,1400,352,0.7666279927133934,0.6611788487596374
traditional_scalar__haar_l0_d05,62,1400,348,0.8002272627944583,0.6941951442809652
traditional_scalar__haar_l0_d05,64,1321,264,0.744072704337605,0.607519920480851
traditional_scalar__haar_l0_d05,65,1128,224,0.7557334465865992,0.5934695291073351
traditional_scalar__haar_l0_d06,42,1124,232,0.5446280153084891,0.28232808013034105
traditional_scalar__haar_l0_d06,50,1170,201,0.5776124537272358,0.23373237190432425
traditional_scalar__haar_l0_d06,57,1103,237,0.5657930637978581,0.33386670938849966
traditional_scalar__haar_l0_d06,58,1099,180,0.5490539233466328,0.2322870500386857
traditional_scalar__haar_l0_d06,60,1400,352,0.457757742019431,0.2814104010931746
traditional_scalar__haar_l0_d06,62,1400,348,0.44737582492023953,0.286122453130877
traditional_scalar__haar_l0_d06,64,1321,264,0.4079996989765201,0.19844575292126831
traditional_scalar__haar_l0_d06,65,1128,224,0.4437445677939318,0.21164848610486992
traditional_scalar__haar_l0_d07,42,1124,232,0.541322773310654,0.2817640197571262
traditional_scalar__haar_l0_d07,50,1170,201,0.5374674614543382,0.22049836758699676
traditional_scalar__haar_l0_d07,57,1103,237,0.5217255727385233,0.30249993563967326
traditional_scalar__haar_l0_d07,58,1099,180,0.46733768589046065,0.18260308378261947
traditional_scalar__haar_l0_d07,60,1400,352,0.39614959229701596,0.2664652516137171
traditional_scalar__haar_l0_d07,62,1400,348,0.35678346663170313,0.2373205885880279
traditional_scalar__haar_l0_d07,64,1321,264,0.3166104039448411,0.17121393747506564
traditional_scalar__haar_l0_d07,65,1128,224,0.3714320282869785,0.19018539218231884
traditional_scalar__haar_l1_d00,42,1124,232,0.7679952064326581,0.7369969504014516
traditional_scalar__haar_l1_d00,50,1170,201,0.6903793724874082,0.6358080640315701
traditional_scalar__haar_l1_d00,57,1103,237,0.7134066126816149,0.7045288968028162
traditional_scalar__haar_l1_d00,58,1099,180,0.717343731108693,0.7076965883022786
traditional_scalar__haar_l1_d00,60,1400,352,0.85266850277585,0.865777539226969
traditional_scalar__haar_l1_d00,62,1400,348,0.8735959966784668,0.8794585305323848
traditional_scalar__haar_l1_d00,64,1321,264,0.8468077176686448,0.8282882332656833
traditional_scalar__haar_l1_d00,65,1128,224,0.8208409054993678,0.7953428128105413
traditional_scalar__haar_l1_d01,42,1124,232,0.7622255296118756,0.5682627027361586
traditional_scalar__haar_l1_d01,50,1170,201,0.7258239247518855,0.5162963802379203
traditional_scalar__haar_l1_d01,57,1103,237,0.7765735083462448,0.5650212281920461
traditional_scalar__haar_l1_d01,58,1099,180,0.782831580220046,0.6183764908983143
traditional_scalar__haar_l1_d01,60,1400,352,0.8730672059333795,0.8061555747740021
traditional_scalar__haar_l1_d01,62,1400,348,0.8825526637821772,0.7866445255199134
traditional_scalar__haar_l1_d01,64,1321,264,0.8290903357128522,0.6952010352990129
traditional_scalar__haar_l1_d01,65,1128,224,0.8085542430467761,0.6586729786499989
traditional_scalar__haar_l1_d02,42,1124,232,0.7486518091850936,0.5819516647080465
traditional_scalar__haar_l1_d02,50,1170,201,0.7256647618460843,0.5341025167801758
traditional_scalar__haar_l1_d02,57,1103,237,0.7717133919957904,0.6606426412380807
traditional_scalar__haar_l1_d02,58,1099,180,0.7880546487728206,0.6323694127774181
traditional_scalar__haar_l1_d02,60,1400,352,0.7983754228834143,0.7027640822126212
traditional_scalar__haar_l1_d02,62,1400,348,0.8204132249464622,0.7520337733472364
traditional_scalar__haar_l1_d02,64,1321,264,0.7965439637625068,0.6886749153508499
traditional_scalar__haar_l1_d02,65,1128,224,0.8036899494310998,0.69226522262636
traditional_scalar__haar_l1_d03,42,1124,232,0.5314674501314365,0.2818741645012909
traditional_scalar__haar_l1_d03,50,1170,201,0.5728991780006059,0.2439604485893756
traditional_scalar__haar_l1_d03,57,1103,237,0.5341742918116175,0.33455959589358236
traditional_scalar__haar_l1_d03,58,1099,180,0.4855579736428486,0.20841189300276844
traditional_scalar__haar_l1_d03,60,1400,352,0.3698413645038168,0.25239561465735627
traditional_scalar__haar_l1_d03,62,1400,348,0.35510084786504087,0.24857766638419931
traditional_scalar__haar_l1_d03,64,1321,264,0.31554786273329316,0.1664895535127845
traditional_scalar__haar_l1_d03,65,1128,224,0.3821013748419722,0.20197481414234209
traditional_scalar__haar_l2_d00,42,1124,232,0.663247062007113,0.4266856522704329
traditional_scalar__haar_l2_d00,50,1170,201,0.6349573084012342,0.36297898022231234
traditional_scalar__haar_l2_d00,57,1103,237,0.6135976067276677,0.40288306842150334
traditional_scalar__haar_l2_d00,58,1099,180,0.7242534155483012,0.5224073758106943
traditional_scalar__haar_l2_d00,60,1400,352,0.7679427264052741,0.5679051732690711
traditional_scalar__haar_l2_d00,62,1400,348,0.7894158909138587,0.5883777644712075
traditional_scalar__haar_l2_d00,64,1321,264,0.7930929445830108,0.5333040680680815
traditional_scalar__haar_l2_d00,65,1128,224,0.7600643963337549,0.5247147446525431
traditional_scalar__haar_l2_d01,42,1124,232,0.6911290010824184,0.49718816908364555
traditional_scalar__haar_l2_d01,50,1170,201,0.6958704927375507,0.45020196774901317
traditional_scalar__haar_l2_d01,57,1103,237,0.7295534052484383,0.5899088622158108
traditional_scalar__haar_l2_d01,58,1099,180,0.7333393785515656,0.5097275047176557
traditional_scalar__haar_l2_d01,60,1400,352,0.7213930213393477,0.6203202500914042
traditional_scalar__haar_l2_d01,62,1400,348,0.7616444866920151,0.6651455844124843
traditional_scalar__haar_l2_d01,64,1321,264,0.6944790860353774,0.5341756630831319
traditional_scalar__haar_l2_d01,65,1128,224,0.7213080752212391,0.5532544578814871
traditional_scalar__haar_l3_d00,42,1124,232,0.8041982372042678,0.7219432244623574
traditional_scalar__haar_l3_d00,50,1170,201,0.7963587634582505,0.6701909093157248
traditional_scalar__haar_l3_d00,57,1103,237,0.8327827637618033,0.7650426604037213
traditional_scalar__haar_l3_d00,58,1099,180,0.8776508281948978,0.7916209124283466
traditional_scalar__haar_l3_d00,60,1400,352,0.8850597458362249,0.8537198252683663
traditional_scalar__haar_l3_d00,62,1400,348,0.9116843669420044,0.8874446367627608
traditional_scalar__haar_l3_d00,64,1321,264,0.8746093861987901,0.8051101420170682
traditional_scalar__haar_l3_d00,65,1128,224,0.8585848609355246,0.7870267925428872
traditional_scalar__late_minus_early_asym,42,1124,232,0.8373956239369105,0.7699526010807584
traditional_scalar__late_minus_early_asym,50,1170,201,0.8034954227828863,0.7105648222708947
traditional_scalar__late_minus_early_asym,57,1103,237,0.8439305795110162,0.8033067962978078
traditional_scalar__late_minus_early_asym,58,1099,180,0.8787812840043526,0.8156070498512477
traditional_scalar__late_minus_early_asym,60,1400,352,0.8988061675919501,0.8777954784787807
traditional_scalar__late_minus_early_asym,62,1400,348,0.919004851186574,0.9019707163663617
traditional_scalar__late_minus_early_asym,64,1321,264,0.8801998222528025,0.8288363162923705
traditional_scalar__late_minus_early_asym,65,1128,224,0.8649109118204804,0.8113248277412395
traditional_scalar__le_ratio_s4_s7,42,1124,232,0.6998656641410237,0.4044612343680162
traditional_scalar__le_ratio_s4_s7,50,1170,201,0.6522264836806679,0.29516228086546686
traditional_scalar__le_ratio_s4_s7,57,1103,237,0.646310209411329,0.37869520357596015
traditional_scalar__le_ratio_s4_s7,58,1099,180,0.686077862410833,0.35028347215473277
traditional_scalar__le_ratio_s4_s7,60,1400,352,0.814833991151978,0.6643033838894117
traditional_scalar__le_ratio_s4_s7,62,1400,348,0.835045998863686,0.6933659702267159
traditional_scalar__le_ratio_s4_s7,64,1321,264,0.8176514434792579,0.6302457126200054
traditional_scalar__le_ratio_s4_s7,65,1128,224,0.7601582253476612,0.48675756162672845
traditional_scalar__le_ratio_s5_s7,42,1124,232,0.6305546428019174,0.2932760701476238
traditional_scalar__le_ratio_s5_s7,50,1170,201,0.582428415199544,0.206899612259609
traditional_scalar__le_ratio_s5_s7,57,1103,237,0.583340641778973,0.28135107851942287
traditional_scalar__le_ratio_s5_s7,58,1099,180,0.6979657840648048,0.32447090864242606
traditional_scalar__le_ratio_s5_s7,60,1400,352,0.7817135452810547,0.5525095944780886
traditional_scalar__le_ratio_s5_s7,62,1400,348,0.8126830121061142,0.6013737158041911
traditional_scalar__le_ratio_s5_s7,64,1321,264,0.8055997534474355,0.5297977153801172
traditional_scalar__le_ratio_s5_s7,65,1128,224,0.7470172250316057,0.4344205893966743
traditional_scalar__matched_template_delta_chi2,42,1124,232,0.8002599737126953,0.7155148805927986
traditional_scalar__matched_template_delta_chi2,50,1170,201,0.7937916198162953,0.6661304544840315
traditional_scalar__matched_template_delta_chi2,57,1103,237,0.837245787899163,0.7670689782161593
traditional_scalar__matched_template_delta_chi2,58,1099,180,0.8704207471889736,0.7844574823017768
traditional_scalar__matched_template_delta_chi2,60,1400,352,0.8873666290770298,0.8540875846771471
traditional_scalar__matched_template_delta_chi2,62,1400,348,0.918423036580569,0.8945208837561802
traditional_scalar__matched_template_delta_chi2,64,1321,264,0.8594184513058685,0.7939176532409414
traditional_scalar__matched_template_delta_chi2,65,1128,224,0.8578342288242731,0.7788588080090497
traditional_scalar__matched_template_nominal_chi2,42,1124,232,0.7428241456625947,0.5651589284500778
traditional_scalar__matched_template_nominal_chi2,50,1170,201,0.6948847095790398,0.506058473924856
traditional_scalar__matched_template_nominal_chi2,57,1103,237,0.7938628545814208,0.6348699830211636
traditional_scalar__matched_template_nominal_chi2,58,1099,180,0.7692540200701246,0.5735526600580894
traditional_scalar__matched_template_nominal_chi2,60,1400,352,0.8642246053088133,0.7586885174237308
traditional_scalar__matched_template_nominal_chi2,62,1400,348,0.9079230584327608,0.8166331951493335
traditional_scalar__matched_template_nominal_chi2,64,1321,264,0.81164530833405,0.6636026385134075
traditional_scalar__matched_template_nominal_chi2,65,1128,224,0.8027911662452591,0.6253429094910344
traditional_scalar__max_fall_step,42,1124,232,0.7199773851863305,0.4704553450386265
traditional_scalar__max_fall_step,50,1170,201,0.706139067305372,0.4240219833725457
traditional_scalar__max_fall_step,57,1103,237,0.7593645550131065,0.5368402423125768
traditional_scalar__max_fall_step,58,1099,180,0.7669991536694475,0.5169424907522109
traditional_scalar__max_fall_step,60,1400,352,0.7903772336918806,0.6656802259039777
traditional_scalar__max_fall_step,62,1400,348,0.8010603776058739,0.6800948745936476
traditional_scalar__max_fall_step,64,1321,264,0.7711433158453027,0.5478337897943739
traditional_scalar__max_fall_step,65,1128,224,0.7566346989570165,0.5659020778277211
traditional_scalar__max_rise_step,42,1124,232,0.6259422839028916,0.42734815380791125
traditional_scalar__max_rise_step,50,1170,201,0.6133470932232542,0.3486247656349949
traditional_scalar__max_rise_step,57,1103,237,0.6403026670954288,0.44089199792692163
traditional_scalar__max_rise_step,58,1099,180,0.6347418691814775,0.3760152660573809
traditional_scalar__max_rise_step,60,1400,352,0.771634823907009,0.6742565411997596
traditional_scalar__max_rise_step,62,1400,348,0.7374732310650758,0.6513298199032209
traditional_scalar__max_rise_step,64,1321,264,0.7205928729107537,0.5299037041801967
traditional_scalar__max_rise_step,65,1128,224,0.6707885587863464,0.46581033429705226
traditional_scalar__mean_time,42,1124,232,0.8335056826967682,0.7553557646072336
traditional_scalar__mean_time,50,1170,201,0.7949211630187556,0.6996151279796688
traditional_scalar__mean_time,57,1103,237,0.8445639781331306,0.7997296297907522
traditional_scalar__mean_time,58,1099,180,0.8724217144238907,0.8114335247843983
traditional_scalar__mean_time,60,1400,352,0.8948348586051352,0.866886205728395
traditional_scalar__mean_time,62,1400,348,0.9182755342860889,0.8976586554069048
traditional_scalar__mean_time,64,1321,264,0.8741524755597603,0.8163685926406149
traditional_scalar__mean_time,65,1128,224,0.8594194453223769,0.8012562019150753
traditional_scalar__middle_5_9_over_total,42,1124,232,0.5915175119839183,0.31650079058186353
traditional_scalar__middle_5_9_over_total,50,1170,201,0.6063387910807162,0.3301240158901239
traditional_scalar__middle_5_9_over_total,57,1103,237,0.5858644916732443,0.35351190944654803
traditional_scalar__middle_5_9_over_total,58,1099,180,0.6703058880425582,0.4169083931636606
traditional_scalar__middle_5_9_over_total,60,1400,352,0.6520021903192228,0.4300943672330712
traditional_scalar__middle_5_9_over_total,62,1400,348,0.7048561033171628,0.5053299147571247
traditional_scalar__middle_5_9_over_total,64,1321,264,0.6912574180786101,0.4084393344394728
traditional_scalar__middle_5_9_over_total,65,1128,224,0.6741343038874842,0.3654703266960203
traditional_scalar__peak_sample,42,1124,232,0.8227225722900883,0.6722819124926276
traditional_scalar__peak_sample,50,1170,201,0.7745226396397784,0.5804923234139833
traditional_scalar__peak_sample,57,1103,237,0.8061215540678809,0.6923730930648725
traditional_scalar__peak_sample,58,1099,180,0.8514841010760488,0.7234972757371289
traditional_scalar__peak_sample,60,1400,352,0.8816888770818877,0.827989604594684
traditional_scalar__peak_sample,62,1400,348,0.8798006533805341,0.8093950039504815
traditional_scalar__peak_sample,64,1321,264,0.8733963332473267,0.7642516909259444
traditional_scalar__peak_sample,65,1128,224,0.8430734434260428,0.7200424113306609
traditional_scalar__positive_area,42,1124,232,0.5722997525900726,0.26846359752325394
traditional_scalar__positive_area,50,1170,201,0.569094671123228,0.2417505386685581
traditional_scalar__positive_area,57,1103,237,0.628355794622933,0.3358663840615838
traditional_scalar__positive_area,58,1099,180,0.6140672228267439,0.2766611838976425
traditional_scalar__positive_area,60,1400,352,0.6419492214607911,0.4059224508265552
traditional_scalar__positive_area,62,1400,348,0.7043753550981163,0.48784898771736085
traditional_scalar__positive_area,64,1321,264,0.6348190992230727,0.319571290155674
traditional_scalar__positive_area,65,1128,224,0.608036701959545,0.2734520758973277
traditional_scalar__rise_10_50,42,1124,232,0.7429981057677439,0.5779972250534705
traditional_scalar__rise_10_50,50,1170,201,0.7032484635645302,0.49036150959418484
traditional_scalar__rise_10_50,57,1103,237,0.7977996706327164,0.6608397599739423
traditional_scalar__rise_10_50,58,1099,180,0.7794704388828437,0.598798134249539
