method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,selector
cfd50,2.0,train,10776,-1.5196344406030633,3.5353882577911495,8.444935711895639,0.13938381588715665,168.85547011646338,8.332348131521229,59,dynamic_range
cfd50,2.0,heldout,2700,-1.9099128205308737,3.6942864519694316,9.444440469003082,0.14962962962962964,181.08538745087927,2.8817818953837877,59,dynamic_range
template_phase,2.0,train,10776,-3.88308346644137,2.463311876808074,4.3246279232783555,0.09613956941351151,0.9633688599633103,269.0133089366066,59,dynamic_range
template_phase,2.0,heldout,2700,-3.88308346644137,2.713311876808074,4.252290959359821,0.09,275.1431465452811,66.64268026471365,59,dynamic_range
of_1_9,2.0,train,10776,-3.1251585322184603,4.336048004227592,138.4438954356754,0.2650334075723831,1.2958813588159361,9.174018918035035,59,dynamic_range
of_1_9,2.0,heldout,2700,-3.197114826203805,4.335330715853824,73.96990769892373,0.25,1.0349694519075037,2.6702459034639014,59,dynamic_range
of_2_10,2.0,train,10776,-3.3293491023442883,4.290407454941807,120.09058712101786,0.2651262063845583,4.3881696474469285,9.286685221443827,59,dynamic_range
of_2_10,2.0,heldout,2700,-3.521205998124742,4.180687408781025,64.49058903909895,0.24703703703703703,1.0344804441816544,3.280111593228283,59,dynamic_range
of_3_11,2.0,train,10776,-3.665642246375061,4.070257240380034,97.19828354759554,0.2518559762435041,1.4567411539679402,8.483995583990259,59,dynamic_range
of_3_11,2.0,heldout,2700,-3.823233915250036,3.988244869356463,54.780048381258375,0.2414814814814815,1.2628530669864881,3.511892855380837,59,dynamic_range
of_4_12,2.0,train,10776,-3.9005420741096763,4.170210175229659,75.91828157589934,0.27134372680029695,6.4768427309209535,6.974587900614548,59,dynamic_range
of_4_12,2.0,heldout,2700,-4.252991777427873,4.01184682667368,45.6416110463487,0.2537037037037037,1.2297583539821273,4.181924524249725,59,dynamic_range
le500,2.0,train,9648,-0.9256084091141403,4.307945519319847,6.969193521158362,0.23092868988391377,276.52105642326717,1.2001198358422742,60,dynamic_range
le500,2.0,heldout,2598,-1.3580602523572054,4.083696705704884,7.908790716889504,0.20708237105465743,256.2847033572492,1.2761969417829002,60,dynamic_range
cfd10,2.0,train,10611,-2.042964638326538,3.1686845784304265,8.050619089542389,0.0737913486005089,282.6639496153119,41.99706336785667,60,dynamic_range
cfd10,2.0,heldout,2865,-2.0868405119596574,3.176111666600735,8.27077803832594,0.07504363001745201,267.0257162838831,12.010790444286576,60,dynamic_range
cfd20,2.0,train,10611,-2.074393718366533,3.118862834823372,8.034737408730992,0.05795872208085948,290.67077157526796,22.628437117327863,60,dynamic_range
cfd20,2.0,heldout,2865,-2.0955452976704017,3.1423372474798326,8.271018334530508,0.06352530541012216,273.084764182635,7.83906820205693,60,dynamic_range
cfd30,2.0,train,10611,-1.9419371788376623,3.213946645770311,8.242217228160648,0.07803223070398643,299.2640542373866,15.950898208797753,60,dynamic_range
cfd30,2.0,heldout,2865,-2.0487929930605446,3.2713437147419735,8.355470594459254,0.08411867364746946,278.58903415373163,5.567032075643429,60,dynamic_range
cfd40,2.0,train,10611,-1.7622525993394547,3.378280964767009,8.37831244081274,0.10743567995476393,216.38505006680927,9.502939799646903,60,dynamic_range
cfd40,2.0,heldout,2865,-1.9351422619886023,3.420429571904373,8.490969075329064,0.1137870855148342,229.75177384013864,3.3687733021154234,60,dynamic_range
cfd50,2.0,train,10611,-1.5648142629706214,3.5678897436158916,8.6288405719747,0.14060880218641034,200.3073342325476,8.49785620042279,60,dynamic_range
cfd50,2.0,heldout,2865,-1.7010324342826593,3.5692411049473374,8.751150894544429,0.1518324607329843,221.23390855802666,3.3949709313738015,60,dynamic_range
template_phase,2.0,train,10611,-3.7965042935553086,2.4148468497628426,4.082157016752023,0.09216850438224485,1.775953265409047,139.0309706888571,60,dynamic_range
template_phase,2.0,heldout,2865,-3.7965042935553086,2.5679040190985383,4.1259896197671155,0.09773123909249563,0.7711370540211122,65.87363090725299,60,dynamic_range
of_1_9,2.0,train,10611,-3.0134816412840806,4.210937119699416,128.9169648050557,0.24964659315804355,5.136693113357567,7.918172599661148,60,dynamic_range
of_1_9,2.0,heldout,2865,-3.4578962189020217,4.49806825871671,134.43429779605796,0.2823734729493892,1.3384810818683324,2.7946276203065716,60,dynamic_range
of_2_10,2.0,train,10611,-3.1931978821317344,4.168008391700978,111.84425038564474,0.2486099330883046,3.1565177580325283,7.734978743148943,60,dynamic_range
of_2_10,2.0,heldout,2865,-3.6093789956812685,4.44314423369277,119.99270865524035,0.2788830715532286,3.088368241697104,2.713257317875432,60,dynamic_range
of_3_11,2.0,train,10611,-3.516386315994893,3.902743997492801,89.23416487749991,0.23654697954952408,2.994705845866382,7.51821120606132,60,dynamic_range
of_3_11,2.0,heldout,2865,-3.869162705011341,4.164988681143869,104.34642364977604,0.26457242582897034,1.3138402591870493,3.088654078052777,60,dynamic_range
of_4_12,2.0,train,10611,-3.7566897399183503,3.98953284498592,67.69537918136173,0.2520026387710866,5.56808601628801,5.85186568265499,60,dynamic_range
of_4_12,2.0,heldout,2865,-4.133633307129784,4.503857419457706,88.46240486076782,0.29354275741710295,2.952841928253651,2.7739107503356952,60,dynamic_range
le500,2.0,train,9288,-1.115993177842391,4.3787899132323895,7.188030113111468,0.23794142980189492,294.69248636055164,1.295739489247443,61,dynamic_range
le500,2.0,heldout,2958,-0.756174581155932,3.857772011903431,7.160934253639394,0.18120351588911426,227.8990637575425,1.581250866212965,61,dynamic_range
cfd10,2.0,train,10251,-2.0982202266410077,3.2141195283047423,8.074790691048209,0.07404155692127597,319.1890742493708,41.06234295617531,61,dynamic_range
cfd10,2.0,heldout,3225,-1.9302110237690044,3.0401804906018897,8.170940148398671,0.06976744186046512,235.1517706041028,12.973353730728494,61,dynamic_range
cfd20,2.0,train,10251,-2.166066763357165,3.183245090684487,8.0896161150844,0.05970149253731343,336.8995282134793,25.428129821853094,61,dynamic_range
cfd20,2.0,heldout,3225,-1.849650335374747,2.9116645799520784,8.071631343508555,0.053953488372093024,287.9567795024778,6.3500713296670845,61,dynamic_range
cfd30,2.0,train,10251,-2.0705861379628345,3.289835133321432,8.283555609930255,0.08047995317529998,273.9529326867296,17.166317418878528,61,dynamic_range
cfd30,2.0,heldout,3225,-1.7401971553591729,2.984789990408569,8.209058329557084,0.07255813953488371,264.96194959500133,4.622317585044851,61,dynamic_range
cfd40,2.0,train,10251,-1.9344591398663233,3.4661768462305904,8.436923024074165,0.11403765486294021,273.9941044407886,12.389131010733877,61,dynamic_range
cfd40,2.0,heldout,3225,-1.5044499289697413,3.1208156972362375,8.284909116248613,0.09085271317829458,233.21479595824542,2.8959214174592214,61,dynamic_range
cfd50,2.0,train,10251,-1.7398872690787357,3.655939423474784,8.692658490854146,0.1497414886352551,241.11926644520375,8.638589077997306,61,dynamic_range
cfd50,2.0,heldout,3225,-1.2750653136570733,3.251581548428567,8.525705762836424,0.11596899224806202,120.36994281519087,3.616039431556885,61,dynamic_range
template_phase,2.0,train,10251,-4.162894446329027,2.59400113454803,4.133217734974158,0.10740415569212759,0.7050106971242134,235.08671557856056,61,dynamic_range
template_phase,2.0,heldout,3225,-3.1628944463290267,2.5940011345480265,4.134636610623885,0.07348837209302325,2.2050194711139723,80.50765408974222,61,dynamic_range
of_1_9,2.0,train,10251,-3.4172698395740824,4.4261998303892724,136.92402071818975,0.2692420251682763,1.1410683004912494,8.581056923974252,61,dynamic_range
of_1_9,2.0,heldout,3225,-2.963086363776064,4.012498351605078,100.55526593658387,0.23906976744186045,3.5363435225393114,3.1364629579400702,61,dynamic_range
of_2_10,2.0,train,10251,-3.633284136370733,4.335789532651132,118.76399239346287,0.26748609891717884,3.1033656929866376,9.234878093624408,61,dynamic_range
of_2_10,2.0,heldout,3225,-3.053989653683985,4.023250833238941,84.90358207535135,0.24248062015503877,2.7572290361154734,2.373965452919995,61,dynamic_range
of_3_11,2.0,train,10251,-3.9997638690467454,4.11882668465206,95.22973884568022,0.26251097453906935,1.3136208734083,9.591916029674373,61,dynamic_range
of_3_11,2.0,heldout,3225,-3.3142143635318106,3.9196841115470455,71.8997613659941,0.23844961240310078,3.7032290863569117,2.8363824648945335,61,dynamic_range
of_4_12,2.0,train,10251,-4.2619632593766354,4.24518679218896,73.85790549700346,0.2794849282996781,7.264471478278709,9.778446039724095,61,dynamic_range
of_4_12,2.0,heldout,3225,-3.358624946264662,4.046658182297031,58.982095295573274,0.26170542635658917,4.00193066443567,1.601123068892417,61,dynamic_range
le500,2.0,train,9654,-1.0016375909732105,4.227080694331061,7.418891395957972,0.22125543816034804,225.88833145603027,1.4565870261687754,62,dynamic_range
le500,2.0,heldout,2592,-1.0354906685942975,4.387499509297249,6.22351437640735,0.24074074074074073,302.3872159405069,0.9485254538110096,62,dynamic_range
cfd10,2.0,train,10653,-2.0356951413779356,3.1602605702997044,8.338774966372304,0.0768797521824838,343.77102668434964,42.52319198293078,62,dynamic_range
cfd10,2.0,heldout,2823,-2.1068641041854406,3.215525719136355,7.113258433243857,0.06553312079348211,281.3801335212813,11.689166744471184,62,dynamic_range
cfd20,2.0,train,10653,-2.053016393442622,3.1062922166550972,8.23105808400968,0.05876278982446259,254.35742353451266,23.15392160453369,62,dynamic_range
cfd20,2.0,heldout,2823,-2.191374836463467,3.172867395289056,7.509626729504587,0.05880269217144881,282.3319528355896,7.200470394098488,62,dynamic_range
cfd30,2.0,train,10653,-1.953038740763347,3.2037944301532004,8.354988406568586,0.07875715760818548,252.90518036892882,16.15334587606975,62,dynamic_range
cfd30,2.0,heldout,2823,-2.0280084656937767,3.290642593143915,7.92191817507525,0.08005667729365923,319.7160845096076,5.142828153006144,62,dynamic_range
cfd40,2.0,train,10653,-1.7663675400599814,3.3786012799982386,8.52451611722751,0.1073875903501361,214.35939354955295,9.117414692433876,62,dynamic_range
cfd40,2.0,heldout,2823,-1.9153012477718363,3.443597676021898,7.924219914072361,0.11370882040382571,216.21634786174621,3.9884268754464265,62,dynamic_range
cfd50,2.0,train,10653,-1.5624979720729115,3.543763416905514,8.757600273219696,0.14174410964047687,202.88132458121416,8.048701197239861,62,dynamic_range
cfd50,2.0,heldout,2823,-1.7052829445703352,3.6631474125928114,8.259432007687845,0.14665249734325186,139.76645456015302,3.3485819292882817,62,dynamic_range
template_phase,2.0,train,10653,-4.043808381917906,2.554139516343625,4.235505858189699,0.11283206608467099,301.45353931701413,260.2309854462956,62,dynamic_range
template_phase,2.0,heldout,2823,-4.043808381917913,2.804139516343625,4.257166108029782,0.1112291888062345,0.0603259265925565,66.71342876921173,62,dynamic_range
of_1_9,2.0,train,10653,-3.2304762903563855,4.385910642838765,103.66293769372422,0.2678118839763447,1.1764881574929253,8.932004281936536,62,dynamic_range
of_1_9,2.0,heldout,2823,-3.243819582688211,4.393687094880861,194.42952676422652,0.25681898689337584,1.299143651045304,2.624488352512562,62,dynamic_range
of_2_10,2.0,train,10653,-3.4432676727391254,4.316916838672198,90.85959103934414,0.26565286773678776,6.011815339244435,9.788088522062983,62,dynamic_range
of_2_10,2.0,heldout,2823,-3.470134788995672,4.343081157639098,167.6718277311963,0.2561105207226355,1.2837760394226878,3.0422271079359344,62,dynamic_range
of_3_11,2.0,train,10653,-3.8074412922870593,4.089769700005479,78.35648100854355,0.25758002440627054,1.4181116892713417,9.883375190515071,62,dynamic_range
of_3_11,2.0,heldout,2823,-3.801044084731366,4.096742572945443,126.64642553894569,0.24229543039319873,1.120882659358358,2.128739055422996,62,dynamic_range
of_4_12,2.0,train,10653,-4.046975077819205,4.268206280980494,65.71918857449428,0.2781376138177039,8.832434369963128,8.7155392911716,62,dynamic_range
of_4_12,2.0,heldout,2823,-4.102403158512537,4.056874961915664,87.84586380146631,0.25646475380800565,188.79362837272373,3.690461524905438,62,dynamic_range
le500,2.0,train,11055,-1.0252724029367783,4.218498947964236,7.171520104587803,0.2193577566711895,229.38472019736145,1.446752158543625,63,dynamic_range
le500,2.0,heldout,1191,-0.7728474730894987,4.663210716113203,7.2813702280073445,0.2795969773299748,441.4041601069275,1.3020690495509255,63,dynamic_range
cfd10,2.0,train,12153,-2.0580935003371366,3.1692333105808483,8.210132860775595,0.07315066238788777,306.8198376500218,47.708545105754126,63,dynamic_range
cfd10,2.0,heldout,1323,-2.0249849478156037,3.2062923356007818,6.9818340226564235,0.08314436885865457,244.79001312396738,6.275809758450682,63,dynamic_range
cfd20,2.0,train,12153,-2.0953312819648175,3.0967432884176085,8.184791013900105,0.05916234674565951,279.76487196348245,27.28981658957946,63,dynamic_range
cfd20,2.0,heldout,1323,-1.9198005873636141,3.3731708105746914,7.109395472572888,0.06349206349206349,299.2548134271671,4.44391048765614,63,dynamic_range
cfd30,2.0,train,12153,-1.979775676078546,3.204411902283351,8.375295918356237,0.07989796758002139,250.78895873368313,17.987931739943477,63,dynamic_range
cfd30,2.0,heldout,1323,-1.8065942734010267,3.4140527795416884,7.189806318204364,0.07709750566893424,315.8360706715043,3.821523318208943,63,dynamic_range
cfd40,2.0,train,12153,-1.7952609200451235,3.374744722951183,8.463404835775812,0.1093557146383609,277.43555044849603,10.884973079976415,63,dynamic_range
cfd40,2.0,heldout,1323,-1.792913271874042,3.585172943499833,7.821709050873132,0.10506424792139078,224.2966089061426,1.6822090865119292,63,dynamic_range
cfd50,2.0,train,12153,-1.5975810594129314,3.5466971231778963,8.61492969803141,0.1427631037603884,203.732013081712,11.371022541084663,63,dynamic_range
cfd50,2.0,heldout,1323,-1.5517443262215806,3.749707567537939,9.019366854406105,0.15117157974300832,2.071861243386376,2.239095776173455,63,dynamic_range
template_phase,2.0,train,12153,-3.8818604994889796,2.695798210506748,4.213590279757445,0.08615156751419403,0.3691033210442598,302.02359413199855,63,dynamic_range
template_phase,2.0,heldout,1323,-3.8818604994889796,2.700666171269013,3.8385600567790936,0.08692365835222977,205.68019636112206,32.562395107277524,63,dynamic_range
of_1_9,2.0,train,12153,-3.1259099969710533,4.283088784631229,134.23486626185186,0.2582078499136016,9.97790418058061,10.446561828313415,63,dynamic_range
of_1_9,2.0,heldout,1323,-3.113084096816891,4.399245399304645,50.27773438574957,0.2698412698412698,1.1805385948899452,1.9475583071581661,63,dynamic_range
of_2_10,2.0,train,12153,-3.3350979570344705,4.2192408380786155,116.86428384943396,0.2577141446556406,5.247114868956751,10.204330522599735,63,dynamic_range
of_2_10,2.0,heldout,1323,-3.45485453896395,4.439874167843616,44.33066325818924,0.26832955404383974,1.0500439288675327,1.9965510506304613,63,dynamic_range
of_3_11,2.0,train,12153,-3.6524453546636266,4.039714553510294,94.75447359297236,0.24784003949642064,1.6190883789817938,8.891358348516468,63,dynamic_range
of_3_11,2.0,heldout,1323,-3.936477826216475,4.064145567867891,39.55056182098235,0.26832955404383974,1.2363143289364182,2.586405310223147,63,dynamic_range
of_4_12,2.0,train,12153,-3.8834063832110672,4.105583259783481,73.98206720717296,0.2627334814449107,5.37598232321294,7.912052084396573,63,dynamic_range
of_4_12,2.0,heldout,1323,-4.29207231811413,4.085550421969048,35.33512576677181,0.2804232804232804,4.823260276533476,3.477185255582224,63,dynamic_range
le500,2.0,train,12033,-0.9945128534194296,4.263920264923816,7.2230657890848775,0.22496468046206267,276.06472904170806,1.5628979472207485,65,dynamic_range
le500,2.0,heldout,213,-1.7708976057055494,4.331028703720003,4.312793129347474,0.2300469483568075,2.0908311577772354,0.8138988189251644,65,dynamic_range
cfd10,2.0,train,13206,-2.0499501096102417,3.170945852802797,8.167877460971685,0.07458730879903075,257.67136242196756,52.26413879223682,65,dynamic_range
cfd10,2.0,heldout,270,-2.281407828011485,3.0903681150635887,3.136175044891866,0.07407407407407407,170.83296868484663,2.6650215032846516,65,dynamic_range
cfd20,2.0,train,13206,-2.0798254244439747,3.124524831808997,8.155852311911696,0.05936695441466,280.60707048814777,28.17511140360123,65,dynamic_range
cfd20,2.0,heldout,270,-2.307276519929575,2.958561537573531,3.08286328132459,0.05925925925925926,194.4584399064768,1.7077184947041666,65,dynamic_range
cfd30,2.0,train,13206,-1.9605811766318606,3.22762905052769,8.334234315250153,0.07935786763592306,306.64138126626176,19.603119264592646,65,dynamic_range
cfd30,2.0,heldout,270,-2.176232139342126,3.0281630104058412,3.6455740989471885,0.04814814814814815,193.0818743306497,2.072685947825209,65,dynamic_range
cfd40,2.0,train,13206,-1.793778555588501,3.394232910697285,8.471080954981677,0.1097228532485234,238.45980527895293,11.346059815570896,65,dynamic_range
cfd40,2.0,heldout,270,-1.9396076853108575,3.111648236251121,3.748208868090743,0.08518518518518518,10.489909695200119,2.4770989099463705,65,dynamic_range
cfd50,2.0,train,13206,-1.593182003929602,3.5739343240323524,8.725894036371376,0.14410116613660456,188.08133931757894,9.537374436753655,65,dynamic_range
cfd50,2.0,heldout,270,-1.7140853629029031,3.2111038362297077,3.8847639989205236,0.10740740740740741,135.74256379882013,1.771697358956707,65,dynamic_range
template_phase,2.0,train,13206,-4.0552045306009035,2.552207970587567,4.222835529640454,0.1113130395274875,260.306626128177,323.7700114086343,65,dynamic_range
template_phase,2.0,heldout,270,-4.0552045306009035,2.552207970587567,3.550898842272158,0.05185185185185185,0.9066619716493827,6.565687773272087,65,dynamic_range
of_1_9,2.0,train,13206,-3.2713334862822734,4.347471543050656,128.409935584228,0.26253218234136,1.2464979223271924,10.690554953042719,65,dynamic_range
of_1_9,2.0,heldout,270,-2.915991453847443,4.675869970101948,140.31902609179346,0.337037037037037,2.551194627647317,1.7144051431848115,65,dynamic_range
of_2_10,2.0,train,13206,-3.484728033884938,4.279504179895272,111.81207889963761,0.26185067393608963,7.029546077891184,11.873606080377726,65,dynamic_range
of_2_10,2.0,heldout,270,-3.1897342525644596,5.257167177864866,122.7107171958673,0.3333333333333333,2.389490733303506,1.9946051103413929,65,dynamic_range
of_3_11,2.0,train,13206,-3.8279897390283963,4.082160922398464,90.28695415438816,0.2548084204149629,1.473260756219797,11.351717804401611,65,dynamic_range
of_3_11,2.0,heldout,270,-4.047093167588127,4.541676233624226,114.51926835820429,0.3,1.4135083746026043,1.4254136211880675,65,dynamic_range
of_4_12,2.0,train,13206,-4.073865226212018,4.1607267260257155,70.01158071467512,0.2704831137361805,8.316509971494687,10.65894105130318,65,dynamic_range
of_4_12,2.0,heldout,270,-4.284501046345225,5.4021516405589995,104.95319173502719,0.3037037037037037,3.2572468690423633,0.9467452182913563,65,dynamic_range
