event_key,run,eventno,evt,run_family,d_t_ns,abs_c_t_ns,clean_label,gross_label,event_max_amp,b2_amp,event_charge,baseline_lowering_proxy,anomaly_shape_proxy,fold,family_label,traditional_template_score,traditional_template_prob,s07f_shape_rf_score,s07f_shape_rf_prob,amplitude_only_rf_score,shuffled_label_rf_score,traditional_threshold,s07f_threshold,amplitude_threshold,shuffled_threshold
58:407221:8283:18236,58,407221,8283,low_all_three_rate_edge,6.660844743247338,3.4208145816496938,0,0,5122.5,5122.5,102324.5,22.5,1.0050388343282624,holdout_low58_high60,0,2.3333333333333335,0.6551724137931034,0.41871130084139113,0.3835616438356165,0.5067083855246659,0.5010159505175182,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:398418:42:9453,58,398418,42,low_all_three_rate_edge,2.9265218134850315,3.871060924375456,1,0,4086.0,2777.0,94619.0,12.0,0.7285775838853881,holdout_low58_high60,0,0.6666666666666666,0.5822454308093995,0.3257150815475301,0.14285714285714285,0.4663564754177569,0.510200170646532,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:404180:5444:15198,58,404180,5444,low_all_three_rate_edge,3.069253854612331,3.343607323836167,0,0,3272.5,2389.5,70965.5,1149.0,0.3742600761603137,holdout_low58_high60,0,0.0,0.5822454308093995,0.5451602979674721,0.6756756756756757,0.43735231367712235,0.582894063384269,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:417165:1152:28167,58,417165,1152,low_all_three_rate_edge,3.7031321526301326,2.498339616819706,0,0,2917.5,2561.0,78956.0,152.0,0.3897475744466378,holdout_low58_high60,0,0.0,0.5822454308093995,0.38611724602557207,0.29545454545454547,0.4285066441659302,0.44108931389027584,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:394684:12945:5726,58,394684,12945,low_all_three_rate_edge,3.0336287649517217,4.490894629542428,0,0,2932.0,1835.5,65598.0,718.0,0.35102040816326524,holdout_low58_high60,0,-0.3333333333333333,0.38,0.33969508120975,0.15254237288135594,0.43709865874243253,0.565923895165705,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:398580:196:9615,58,398580,196,low_all_three_rate_edge,5.559270190861298,6.184424509110528,0,0,3344.0,3344.0,88721.5,35.5,0.9473539895804772,holdout_low58_high60,0,1.6666666666666667,0.6551724137931034,0.5515219675795011,0.6756756756756757,0.552441903521098,0.5320835882611358,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:421877:5573:32871,58,421877,5573,low_all_three_rate_edge,6.695324904439872,7.659217927485912,0,0,3265.0,2895.0,79333.5,61.0,1.0024184510116203,holdout_low58_high60,0,1.6666666666666667,0.6551724137931034,0.4675020989592308,0.4391891891891892,0.43724754507446695,0.5253620145300482,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:392066:10514:3123,58,392066,10514,low_all_three_rate_edge,3.8833956732449693,6.4138118402557325,0,0,5431.0,2050.5,93002.0,9.0,0.6367562075315932,holdout_low58_high60,0,0.6666666666666666,0.5822454308093995,0.33041418513193466,0.14285714285714285,0.5168288008771751,0.5494982482877131,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:405995:7135:17010,58,405995,7135,low_all_three_rate_edge,4.608449273619076,7.152213025644446,0,0,5118.5,4149.0,116855.0,15.5,0.5325399815791676,holdout_low58_high60,0,0.0,0.5822454308093995,0.5596884633204088,0.6756756756756757,0.5144244073041808,0.5731622685749379,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:404147:5411:15165,58,404147,5411,low_all_three_rate_edge,6.1042555373875445,6.2993260541881995,0,0,4401.0,3481.0,100402.5,36.0,0.9898489959332935,holdout_low58_high60,0,1.6666666666666667,0.6551724137931034,0.4962692226427618,0.4391891891891892,0.4644852965536074,0.5646206973168038,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:475278:6085:86266,60,475278,6085,high_all_three_rate,4.699926365449983,6.976305719632542,0,0,5401.5,2616.0,93595.5,27.0,0.7301986685537559,holdout_low58_high60,1,1.0,0.5822454308093995,0.293903435729047,0.125,0.5202495968124861,0.53583337937897,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:494719:7826:105707,60,494719,7826,high_all_three_rate,5.437482013298798,6.006424439878302,0,0,4691.5,3951.0,118825.0,5.5,0.6067773724356846,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.6172517963233635,0.7037037037037037,0.4438010660872682,0.5498044986906434,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:494304:7447:105292,60,494304,7447,high_all_three_rate,4.405174239236189,5.781150415758873,0,0,3369.5,2794.0,81532.0,38.0,1.004587663055494,holdout_low58_high60,1,2.0,0.6551724137931034,0.4568061519835332,0.4391891891891892,0.6956877397037157,0.5478860180411853,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:495062:8149:106050,60,495062,8149,high_all_three_rate,1.6648062291357064,0.22123277975675393,1,0,3335.5,2198.5,72873.0,852.0,0.3689066786935769,holdout_low58_high60,1,0.3333333333333333,0.5822454308093995,0.49873448539595294,0.5909090909090909,0.44986863470441757,0.5635216259808395,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:478270:8879:89258,60,478270,8879,high_all_three_rate,7.7392298721737305,7.9243882849957075,0,0,5340.0,3768.0,128674.0,20.0,0.7623441202750476,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.5561914536638533,0.6756756756756757,0.5873325715799711,0.5529650669937259,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:481078:11505:92066,60,481078,11505,high_all_three_rate,3.714441912969704,3.942862756247351,0,0,3416.5,2828.0,86290.0,30.0,0.7088080933637181,holdout_low58_high60,1,1.3333333333333333,0.6551724137931034,0.5459652652538304,0.6756756756756757,0.6791164114635477,0.4317759375517209,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:401498:2943:12525,58,401498,2943,low_all_three_rate_edge,6.354903722721438,6.840913243151533,0,0,5886.0,2427.5,102986.0,12.5,0.5962112261449428,holdout_low58_high60,0,0.3333333333333333,0.5822454308093995,0.47509335453933155,0.4391891891891892,0.4922220350377346,0.5413048793384335,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:391841:10300:2900,58,391841,10300,low_all_three_rate_edge,4.928271064045262,6.220851213707249,0,0,5070.5,4885.5,114383.5,37.0,1.0047443597637913,holdout_low58_high60,0,2.3333333333333335,0.6551724137931034,0.4135935459946435,0.3835616438356165,0.5539503593722503,0.47864364288389577,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:401532:2974:12559,58,401532,2974,low_all_three_rate_edge,4.648288434988849,5.7573426550274505,0,0,4856.5,2823.0,93257.0,6.0,0.7554338325272419,holdout_low58_high60,0,1.0,0.5822454308093995,0.391903077217494,0.29545454545454547,0.5140913005403569,0.4802247561277018,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:394656:12923:5698,58,394656,12923,low_all_three_rate_edge,6.399708618517899,6.193958898758986,0,0,4076.0,3354.0,108342.0,20.5,0.7534437613843352,holdout_low58_high60,0,1.6666666666666667,0.6551724137931034,0.6858926924614294,0.8611111111111112,0.6405413209551422,0.5088124714409009,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:413638:14256:24640,58,413638,14256,low_all_three_rate_edge,3.672131304019956,1.9249517798324405,0,0,3457.5,2738.0,42478.0,22.5,1.0041927956832435,holdout_low58_high60,0,3.3333333333333335,0.6551724137931034,0.43723866843087805,0.4391891891891892,0.44525707273293547,0.45154085505079455,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:401022:2495:12051,58,401022,2495,low_all_three_rate_edge,3.844320903931493,4.245480495689037,0,0,5230.5,5230.5,104905.0,344.5,0.3790827972608425,holdout_low58_high60,0,0.6666666666666666,0.5822454308093995,0.536457824978677,0.5909090909090909,0.43197071163328676,0.4766665657537567,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:492272:5569:103260,60,492272,5569,high_all_three_rate,72.82382059119911,69.37744195585233,0,1,4845.5,4358.5,104398.5,64.0,1.0331253000480076,holdout_low58_high60,1,3.0,0.6551724137931034,0.6051862559894726,0.68,0.5284526908647095,0.3825195546190133,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:407215:8277:18230,58,407215,8277,low_all_three_rate_edge,4.659118509799519,7.146396012150376,0,0,4939.0,2496.0,99195.0,28.0,0.7267048412285267,holdout_low58_high60,0,1.0,0.5822454308093995,0.38034979044102674,0.29545454545454547,0.5442382853310427,0.5565563416086442,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:492440:5727:103428,60,492440,5727,high_all_three_rate,5.912070459721491,3.103891580204987,0,0,3304.0,2859.0,22211.5,18.0,1.0075329566854991,holdout_low58_high60,1,3.6666666666666665,0.75,0.42482562731300977,0.3835616438356165,0.47174064636038576,0.44349979886423196,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:496881:9838:107869,60,496881,9838,high_all_three_rate,6.28733630906968,8.016434205633615,0,0,4227.5,2674.5,103832.0,21.5,0.6639788482281443,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.4365374899837919,0.4391891891891892,0.48587295932546315,0.5659307807463673,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:418054:2008:29056,58,418054,2008,low_all_three_rate_edge,5.754585857612582,5.285679723882382,0,0,5543.5,5543.5,109922.0,16.0,0.9029169607151257,holdout_low58_high60,0,1.3333333333333333,0.6551724137931034,0.4933768665103806,0.4391891891891892,0.4463664351521096,0.45134359849499694,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:409157:10061:20168,58,409157,10061,low_all_three_rate_edge,7.085679495221569,2.260308190596703,0,0,3209.0,2916.0,87059.0,28.5,0.7146726714966385,holdout_low58_high60,0,1.0,0.5822454308093995,0.5071500790496613,0.5909090909090909,0.6724131224834603,0.5553079511915351,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:477316:7983:88304,60,477316,7983,high_all_three_rate,4.394544188096148,3.5567798706276363,0,0,6776.0,5841.5,149012.0,1510.0,0.48257525269354673,holdout_low58_high60,1,-0.3333333333333333,0.38,0.5203591010485931,0.5909090909090909,0.5952991204792776,0.511544827723623,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:493984:7146:104972,60,493984,7146,high_all_three_rate,4.913683770064708,6.951582193810481,0,0,4345.0,2948.5,94265.5,9.0,0.7288568114447738,holdout_low58_high60,1,1.0,0.5822454308093995,0.4201365820340579,0.3835616438356165,0.49215289630608894,0.49473564545491794,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:399989:1517:11021,58,399989,1517,low_all_three_rate_edge,5.452259001605384,6.664055634075936,0,0,3003.0,3003.0,64650.0,32.5,1.00670809207739,holdout_low58_high60,0,2.6666666666666665,0.6551724137931034,0.5466280739138484,0.6756756756756757,0.4540638229898084,0.4994561627865468,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:496099:9116:107087,60,496099,9116,high_all_three_rate,3.4368499042597236,5.0608265469083165,0,0,4917.0,2321.5,96687.5,10.5,0.6973601929605145,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.2714540545580818,0.08888888888888889,0.5681260164921145,0.5870592024892747,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:481906:12299:92894,60,481906,12299,high_all_three_rate,3.745495495495497,4.097406323520978,0,0,4351.0,3214.5,103833.0,20.0,0.7326070486192753,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.2718984592083154,0.08888888888888889,0.43171740039821205,0.47029150459989416,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:478026:8650:89014,60,478026,8650,high_all_three_rate,2.16415792884856,1.1591046679532084,1,0,2878.0,2190.0,64383.0,499.0,0.34937042708865074,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.418230154759177,0.3835616438356165,0.4610341705350182,0.536355050933216,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:406641:7736:17656,58,406641,7736,low_all_three_rate_edge,4.296772837170188,6.846878507389171,0,0,3688.0,1576.5,69265.0,10.0,0.5570095063566602,holdout_low58_high60,0,0.3333333333333333,0.5822454308093995,0.5289480040455384,0.5909090909090909,0.5214097969795457,0.5838137963415805,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:483663:13924:94651,60,483663,13924,high_all_three_rate,5.606570696811808,1.5330088577658287,0,0,3466.0,2617.5,76878.0,13.5,0.7426438101970487,holdout_low58_high60,1,1.0,0.5822454308093995,0.4723073833605082,0.4391891891891892,0.6370354807114554,0.443946608827437,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:476855:7552:87843,60,476855,7552,high_all_three_rate,4.353122822459383,7.490496691834267,0,0,6021.5,3007.5,101061.5,14.5,0.7204753568542956,holdout_low58_high60,1,1.0,0.5822454308093995,0.35650448087126874,0.15254237288135594,0.44145833877276697,0.5650378346912065,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:394786:13037:5828,58,394786,13037,low_all_three_rate_edge,4.229411573683194,5.156585939059795,0,0,2201.5,2192.0,17990.5,57.0,1.0182111572153063,holdout_low58_high60,0,3.6666666666666665,0.75,0.43666388666373995,0.4391891891891892,0.4571045824213855,0.4103134456340145,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:422340:6010:33333,58,422340,6010,low_all_three_rate_edge,7.502994954249317,3.9646906850377093,0,0,5040.0,5040.0,112100.0,18.5,1.0015168588021148,holdout_low58_high60,0,2.0,0.6551724137931034,0.4424768035132256,0.4391891891891892,0.6056558100939531,0.49416695163404645,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:499929:12667:110917,60,499929,12667,high_all_three_rate,2.251069495561808,3.783897378385902,1,0,4737.5,2398.0,76174.0,1061.5,0.429075049466321,holdout_low58_high60,1,-0.3333333333333333,0.38,0.3010281911705375,0.125,0.5460357841231913,0.6130911310311213,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:479429:9979:90417,60,479429,9979,high_all_three_rate,6.138662253694584,8.172940548253521,0,0,3627.5,1877.0,73719.0,10.0,0.6585123183828174,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.4061516518331636,0.3835616438356165,0.5450475019850838,0.558944835383968,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:482273:12642:93261,60,482273,12642,high_all_three_rate,1.2545949006366008,1.9265760625249797,1,0,3085.0,2041.0,63413.5,1080.0,0.3651892890120037,holdout_low58_high60,1,-0.6666666666666666,0.38,0.4127696436950456,0.3835616438356165,0.49402624017755453,0.5191148530054353,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:473685:4593:84673,60,473685,4593,high_all_three_rate,5.069697652505226,5.389192186747948,0,0,3138.0,2963.5,44260.5,36.0,1.0120403815874779,holdout_low58_high60,1,3.3333333333333335,0.6551724137931034,0.4346933437791428,0.3835616438356165,0.4657462375542128,0.4416788587617847,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:493756:6943:104744,60,493756,6943,high_all_three_rate,4.333554879579054,6.089631706169158,0,0,6411.0,6411.0,123025.0,23.0,0.9294285285735712,holdout_low58_high60,1,1.3333333333333333,0.6551724137931034,0.5186292027796116,0.5909090909090909,0.5397358909074569,0.38915280318686,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:487893:1502:98881,60,487893,1502,high_all_three_rate,7.335183426471133,4.57194758513748,0,0,4281.5,4281.5,101707.5,28.5,0.977057210911869,holdout_low58_high60,1,2.3333333333333335,0.6551724137931034,0.543003703551925,0.6756756756756757,0.5582081144362987,0.4940372161539057,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:483340:13633:94328,60,483340,13633,high_all_three_rate,8.284270715524613,10.15953653849634,0,0,5532.5,1996.0,98381.0,13.5,0.6540126433086896,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.3788363332147137,0.29545454545454547,0.4946677413261373,0.5765184575323321,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:481458:11876:92446,60,481458,11876,high_all_three_rate,7.212805895439374,8.45698152267952,0,0,3789.5,3393.5,100615.0,29.5,0.7834986945169714,holdout_low58_high60,1,1.0,0.5822454308093995,0.551579128180119,0.6756756756756757,0.6408901988304875,0.4497789779063711,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:406604:7705:17619,58,406604,7705,low_all_three_rate_edge,1.118874284210662,1.734704881262111,1,0,4722.0,4722.0,126259.0,5.0,0.6134954407294833,holdout_low58_high60,0,1.0,0.5822454308093995,0.6327291118897997,0.7037037037037037,0.5366989017168968,0.5509204066692747,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:405830:6983:16845,58,405830,6983,low_all_three_rate_edge,5.0072050901992,5.440946933933525,0,0,4175.5,3205.0,103121.5,22.0,0.6751292225760978,holdout_low58_high60,0,0.6666666666666666,0.5822454308093995,0.42924891355555406,0.3835616438356165,0.4807693773970543,0.5574706923349563,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:467142:14868:78130,60,467142,14868,high_all_three_rate,4.81164376788746,5.1387785221254205,0,0,3751.0,2913.5,101883.5,27.5,0.7365682514197366,holdout_low58_high60,1,1.3333333333333333,0.6551724137931034,0.7174742911302865,0.8611111111111112,0.6982473647163706,0.46600845038254257,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:402626:3997:13647,58,402626,3997,low_all_three_rate_edge,2.0809789606590527,2.14141072870191,1,0,4544.5,2385.5,83527.5,677.0,0.46488239450837887,holdout_low58_high60,0,-0.3333333333333333,0.38,0.36606398196301565,0.2631578947368421,0.5333095913530722,0.5930881019903098,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:501138:13786:112126,60,501138,13786,high_all_three_rate,7.619472789115655,5.330357142857146,0,0,2950.0,2950.0,72123.5,25.5,0.8017537970965847,holdout_low58_high60,1,1.3333333333333333,0.6551724137931034,0.5645254255264369,0.6756756756756757,0.47845585186013023,0.532142642705246,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:392204:10642:3261,58,392204,10642,low_all_three_rate_edge,5.036936657211463,5.160806749201065,0,0,3628.0,2897.5,100462.0,25.5,0.7034607828320991,holdout_low58_high60,0,1.3333333333333333,0.6551724137931034,0.6068033518131447,0.68,0.696208099516667,0.5768173732520432,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
60:468500:16140:79488,60,468500,16140,high_all_three_rate,4.43867674751608,3.3270803070141604,0,0,3140.5,2720.5,77819.0,122.0,0.44770486474773374,holdout_low58_high60,1,0.6666666666666666,0.5822454308093995,0.6263152544717028,0.7037037037037037,0.4781870002468132,0.4246833372507174,2.0,0.625446414885873,0.5900388776709861,0.6419848922969373
58:394656:12923:5698,58,394656,12923,low_all_three_rate_edge,6.399708618517899,6.193958898758986,0,0,4076.0,3354.0,108342.0,20.5,0.7534437613843352,holdout_low58_high61,0,2.2222222222222223,0.6363636363636364,0.7006109842203626,0.9152542372881356,0.5965553215598173,0.49406296465066396,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:401498:2943:12525,58,401498,2943,low_all_three_rate_edge,6.354903722721438,6.840913243151533,0,0,5886.0,2427.5,102986.0,12.5,0.5962112261449428,holdout_low58_high61,0,0.4444444444444444,0.5923344947735192,0.4690027558994998,0.4411764705882353,0.5002255538063161,0.42603938726694246,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:517312:12575:128300,61,517312,12575,high_all_three_rate,2.8162894421515112,5.039909814285885,1,0,5986.5,5986.5,101918.0,944.5,0.36297583650906656,holdout_low58_high61,1,0.0,0.5923344947735192,0.43299943191073526,0.34146341463414637,0.42408577877952225,0.5499895278077173,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:527180:5407:138168,61,527180,5407,high_all_three_rate,7.210870623434289,10.376592723009239,0,0,5234.0,3441.5,109146.5,17.0,0.7907163266329139,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.4797238373303102,0.4411764705882353,0.44576654801201576,0.48476940321021644,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:524793:3120:135781,61,524793,3120,high_all_three_rate,3.210974311282804,5.207825547054213,0,0,5837.0,2104.5,103195.0,14.0,0.5795835449466735,holdout_low58_high61,1,0.4444444444444444,0.5923344947735192,0.3482786229049089,0.20930232558139536,0.546557489108266,0.4299609220228997,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:508802:4514:119790,61,508802,4514,high_all_three_rate,6.628449502133712,8.468011231736533,0,0,3303.0,2591.0,78680.5,10.5,0.7562401377133839,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.39447750682141225,0.3333333333333333,0.4373947587620993,0.519023350552872,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:413325:13961:24327,58,413325,13961,low_all_three_rate_edge,5.906910358336212,3.660282691486195,0,0,3531.0,3531.0,109878.5,18.5,0.8030015197568386,holdout_low58_high61,0,2.2222222222222223,0.6363636363636364,0.6679992247240475,0.8888888888888888,0.639328275369214,0.4995609633707606,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:406327:7441:17342,58,406327,7441,low_all_three_rate_edge,1.4708047299034916,2.6585188485547526,1,0,3207.0,1543.5,49453.0,1913.0,0.2995446212076409,holdout_low58_high61,0,0.0,0.5923344947735192,0.525856325146261,0.5616438356164384,0.5253704102977413,0.5192210227090777,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:401022:2495:12051,58,401022,2495,low_all_three_rate_edge,3.844320903931493,4.245480495689037,0,0,5230.5,5230.5,104905.0,344.5,0.3790827972608425,holdout_low58_high61,0,0.8888888888888888,0.5923344947735192,0.4642859072569186,0.4411764705882353,0.4189466385633978,0.5200137018269646,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:533307:11141:144293,61,533307,11141,high_all_three_rate,8.371623634558091,11.082128180170969,0,0,3228.0,2718.5,72296.5,56.0,0.7973718600261361,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.4626755842689423,0.4411764705882353,0.45755153520904607,0.5481584166999252,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:398418:42:9453,58,398418,42,low_all_three_rate_edge,2.9265218134850315,3.871060924375456,1,0,4086.0,2777.0,94619.0,12.0,0.7285775838853881,holdout_low58_high61,0,0.8888888888888888,0.5923344947735192,0.3314335704847293,0.15306122448979592,0.44544908353251156,0.5376726646090094,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:511597:7161:122585,61,511597,7161,high_all_three_rate,4.069171525228533,5.314609328677385,0,0,5354.5,2619.0,96935.5,32.0,0.7236266803107122,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.37943570975640306,0.23333333333333334,0.4846965584781648,0.49220684914749463,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:399989:1517:11021,58,399989,1517,low_all_three_rate_edge,5.452259001605384,6.664055634075936,0,0,3003.0,3003.0,64650.0,32.5,1.00670809207739,holdout_low58_high61,0,3.5555555555555554,0.6363636363636364,0.5739943514376871,0.574074074074074,0.4756626145443303,0.40974414166809414,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:406604:7705:17619,58,406604,7705,low_all_three_rate_edge,1.118874284210662,1.734704881262111,1,0,4722.0,4722.0,126259.0,5.0,0.6134954407294833,holdout_low58_high61,0,1.3333333333333333,0.603448275862069,0.622972304151187,0.8260869565217391,0.49265417558641755,0.43227251277964973,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:533967:11750:144953,61,533967,11750,high_all_three_rate,5.973708072173821,5.587066057860767,0,0,5295.5,3371.5,57041.5,45.5,1.0095738413197173,holdout_low58_high61,1,4.444444444444445,0.6363636363636364,0.45758992691923206,0.4411764705882353,0.510489122793723,0.6465838209924484,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
