consumer,stratum,candidate,n_pair_residuals,atom_gate_fraction,candidate_minus_analytic_sigma68_ns,candidate_minus_analytic_full_rms_ns,candidate_minus_analytic_tail_frac_abs_gt5ns,analytic_sigma68_ns,candidate_sigma68_ns,analytic_tail_frac_abs_gt5ns,candidate_tail_frac_abs_gt5ns,sigma68_delta_ci_low_ns,sigma68_delta_ci_high_ns,full_rms_delta_ci_low_ns,full_rms_delta_ci_high_ns,tail_frac_delta_ci_low,tail_frac_delta_ci_high
pileup,all_timing_tail_proxy,s03l_atom_gated_hgb,11460,0.5902268760907504,0.06453191705208305,-0.22923852423523394,0.003141361256544503,1.5510917109777835,1.6156236280298666,0.019109947643979056,0.02225130890052356,-0.18187886673301568,0.20429502761297405,-0.310303559156603,-0.16725304194188872,-0.003402090795577794,0.008983000233194907
pileup,all_timing_tail_proxy,hgb_waveform_amp_shape_stave,11460,0.5902268760907504,-0.4436748790174483,-0.5352791068471547,-0.0053228621291448504,1.5510917109777835,1.1074168319603352,0.019109947643979056,0.013787085514834206,-0.8040325308293206,-0.24844875932873467,-0.609243100171839,-0.4565121312089635,-0.009027922524066482,-0.002277672915989337
pid,all_topology_proxy,s03l_atom_gated_hgb,11460,0.5902268760907504,0.06453191705208305,-0.22923852423523394,0.003141361256544503,1.5510917109777835,1.6156236280298666,0.019109947643979056,0.02225130890052356,-0.18204695438681595,0.19313853798255914,-0.3103477993916612,-0.160443309040927,-0.0031886991137514615,0.009519086874064296
pid,all_topology_proxy,hgb_waveform_amp_shape_stave,11460,0.5902268760907504,-0.4436748790174483,-0.5352791068471547,-0.0053228621291448504,1.5510917109777835,1.1074168319603352,0.019109947643979056,0.013787085514834206,-0.7975045532072742,-0.2433680154291388,-0.5991399000478351,-0.4489398270505696,-0.008658008658008656,-0.002138364779874214
timing,s03l_atom_label=high_amplitude_or_saturation,s03l_atom_gated_hgb,1330,1.0,-0.8201401308538647,-1.0572849369894173,-0.015037593984962405,2.03576027911661,1.2156201482627453,0.05413533834586466,0.039097744360902256,-1.1300448453597416,-0.5610512643624319,-1.4772632956648473,-0.6080026349260453,-0.02551734852708856,-0.0069116827267659475
timing,s03l_atom_label=high_amplitude_or_saturation,hgb_waveform_amp_shape_stave,1330,1.0,-0.8201401308538647,-1.0572849369894173,-0.015037593984962405,2.03576027911661,1.2156201482627453,0.05413533834586466,0.039097744360902256,-1.1193628392974797,-0.577499760112321,-1.5503901355929628,-0.6488084085133695,-0.02551734852708856,-0.005547118446734929
timing,s03l_atom_label=high_amplitude_or_saturation+pretrigger_lowering,s03l_atom_gated_hgb,260,1.0,-0.6143362092344842,-1.3975146207318314,0.007692307692307693,1.5897437237013246,0.9754075144668404,0.04230769230769231,0.05,-0.7944196128320841,-0.28598065771286063,-1.776962751914555,-0.9336326833089428,-0.016759776536312852,0.029035242338978973
timing,s03l_atom_label=high_amplitude_or_saturation+pretrigger_lowering,hgb_waveform_amp_shape_stave,260,1.0,-0.6143362092344842,-1.3975146207318314,0.007692307692307693,1.5897437237013246,0.9754075144668404,0.04230769230769231,0.05,-0.7925573954086574,-0.2562981596066816,-1.7870830041709824,-0.9632001736188701,-0.018796296296296294,0.02750796052838992
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch,s03l_atom_gated_hgb,420,1.0,-0.6645694770406421,-0.826400266271553,-0.011904761904761904,1.874702885346607,1.210133408305965,0.016666666666666666,0.004761904761904762,-1.0966424709354397,-0.293713566482801,-1.095287373028853,-0.49755974994084873,-0.026156760811090418,-0.0027493640025439926
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch,hgb_waveform_amp_shape_stave,420,1.0,-0.6645694770406421,-0.826400266271553,-0.011904761904761904,1.874702885346607,1.210133408305965,0.016666666666666666,0.004761904761904762,-1.0438388123853901,-0.31081295552205057,-1.070049384953128,-0.4998363372963059,-0.024657995933521925,-0.002506265664160401
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch+pretrigger_lowering,s03l_atom_gated_hgb,205,1.0,-0.4235931031063477,-0.5657910765189569,0.009756097560975608,1.1399535103244647,0.716360407218117,0.02926829268292683,0.03902439024390244,-0.8575559318703235,-0.2750634172856423,-1.9515402395798673,0.08517007857743077,0.0,0.034835692618806875
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch+pretrigger_lowering,hgb_waveform_amp_shape_stave,205,1.0,-0.4235931031063477,-0.5657910765189569,0.009756097560975608,1.1399535103244647,0.716360407218117,0.02926829268292683,0.03902439024390244,-0.836555185802706,-0.24419753189966623,-1.8017704599900997,0.07948527769428056,0.0,0.03278688524590164
timing,s03l_atom_label=nominal,s03l_atom_gated_hgb,4696,0.0,0.0,0.0,0.0,1.5838984535622223,1.5838984535622223,0.011286201022146508,0.011286201022146508,0.0,0.0,0.0,0.0,0.0,0.0
timing,s03l_atom_label=nominal,hgb_waveform_amp_shape_stave,4696,0.0,-0.35197827633493284,-0.3793520419333587,-0.004471890971039182,1.5838984535622223,1.2319201772272894,0.011286201022146508,0.0068143100511073255,-0.7450650741485543,-0.016600174768708204,-0.527697846918069,-0.18551689863647122,-0.01004343105320304,-0.0004298977021824274
timing,s03l_atom_label=pretrigger_lowering,s03l_atom_gated_hgb,824,1.0,-0.27070762935413617,-0.24236741612401724,0.007281553398058253,1.1481913570412285,0.8774837276870924,0.01820388349514563,0.025485436893203883,-0.42905881261047163,-0.1273659899454629,-0.36679911613312344,-0.07641768324864036,-0.002604166666666668,0.016212392849777622
timing,s03l_atom_label=pretrigger_lowering,hgb_waveform_amp_shape_stave,824,1.0,-0.27070762935413617,-0.24236741612401724,0.007281553398058253,1.1481913570412285,0.8774837276870924,0.01820388349514563,0.025485436893203883,-0.41880154087479515,-0.09955405794421654,-0.36109876548662884,-0.07317256614523068,-0.003028636627627806,0.01635266416997292
timing,s03l_atom_label=template_mismatch,s03l_atom_gated_hgb,1969,1.0,-0.6571260855968188,-0.6137265020198539,-0.007618080243778569,2.0105520547674227,1.3534259691706039,0.01218892839004571,0.0045708481462671405,-1.1882961387780848,-0.34404916210907255,-0.9640588491700661,-0.3526611830282804,-0.020338115268289093,0.001365749476349073
timing,s03l_atom_label=template_mismatch,hgb_waveform_amp_shape_stave,1969,1.0,-0.6571260855968188,-0.6137265020198539,-0.007618080243778569,2.0105520547674227,1.3534259691706039,0.01218892839004571,0.0045708481462671405,-1.0402695624609402,-0.3471111375990991,-0.9266291634315302,-0.3512053629876224,-0.020632112079105036,0.0015558148580318938
timing,s03l_atom_label=template_mismatch+pretrigger_lowering,s03l_atom_gated_hgb,1756,1.0,-0.5254989034190649,-0.27647107359500556,0.0,1.1948446285778949,0.66934572515883,0.014236902050113895,0.014236902050113895,-0.5527797693012292,-0.4859229677677923,-0.3425149955972459,-0.1996665431032218,-0.0043625983815541525,0.0021807339924598853
timing,s03l_atom_label=template_mismatch+pretrigger_lowering,hgb_waveform_amp_shape_stave,1756,1.0,-0.5254989034190649,-0.27647107359500556,0.0,1.1948446285778949,0.66934572515883,0.014236902050113895,0.014236902050113895,-0.5534243373970622,-0.4832504833886979,-0.3449108762283649,-0.19770167965398633,-0.0043157380254154444,0.0022896513524273705
charge,"charge_bin=charge[14000,24000)",s03l_atom_gated_hgb,5990,0.513355592654424,0.07732317133579136,-0.04182379861690455,0.0045075125208681125,1.543294096733852,1.6206172680696433,0.013856427378964942,0.018363939899833055,-0.08072445331270676,0.2954861936112956,-0.10006259282594025,0.00837742832023238,-0.002082673362147217,0.0070750396580427
charge,"charge_bin=charge[14000,24000)",hgb_waveform_amp_shape_stave,5990,0.513355592654424,-0.4150906968229884,-0.4456064243937783,-0.006343906510851419,1.543294096733852,1.1282033999108636,0.013856427378964942,0.007512520868113523,-0.8274999084176778,-0.15552968025585903,-0.5890318116497932,-0.27528353524351773,-0.013673672022294739,-0.001594287034784581
charge,"charge_bin=charge[24000,40000)",s03l_atom_gated_hgb,3624,0.6812913907284768,-0.2508305959646955,-0.6427589601375652,-0.0019315673289183218,1.7752475548945676,1.5244169589298722,0.030629139072847682,0.02869757174392936,-0.4227926112038212,-0.06401574903614775,-0.8583891672024045,-0.518339638343952,-0.008355705713456714,0.00541797984831298
charge,"charge_bin=charge[24000,40000)",hgb_waveform_amp_shape_stave,3624,0.6812913907284768,-0.6140603115517445,-0.8560319733975663,-0.005794701986754969,1.7752475548945676,1.1611872433428232,0.030629139072847682,0.024834437086092714,-0.8951411943112593,-0.3323909178227448,-1.0613172348775943,-0.6693708228465943,-0.011228969468195639,-0.0019430092775029114
charge,"charge_bin=charge[4000,8000)",s03l_atom_gated_hgb,285,0.6035087719298246,0.302604743379544,-0.17130357108192218,0.0,1.2660451706576048,1.5686499140371488,0.010526315789473684,0.010526315789473684,0.1361883434172041,0.4133873674512536,-0.40067645369939336,0.1602724423615307,0.0,0.0
charge,"charge_bin=charge[4000,8000)",hgb_waveform_amp_shape_stave,285,0.6035087719298246,-0.3403560380901123,-0.09919488932811227,0.0,1.2660451706576048,0.9256891325674925,0.010526315789473684,0.010526315789473684,-0.46536661406339436,-0.2731839468936038,-0.5294415298940423,0.35898334148798605,0.0,0.0
charge,"charge_bin=charge[8000,14000)",s03l_atom_gated_hgb,1471,0.6804894629503739,0.30681135638851353,0.19685537743756987,0.006118286879673692,1.238845681835671,1.5456570382241845,0.009517335146159076,0.01563562202583277,0.2880974050299383,0.34295116180634655,-0.03652553077705967,0.4097711077689313,-0.0007562178387650085,0.009921561825470238
charge,"charge_bin=charge[8000,14000)",hgb_waveform_amp_shape_stave,1471,0.6804894629503739,-0.3590773677942559,-0.10464956279931092,-0.001359619306594154,1.238845681835671,0.8797683140414151,0.009517335146159076,0.008157715839564922,-0.4756256603001827,-0.18237275750741783,-0.31705236816003457,0.11087812085900564,-0.0074742961301490635,0.0026546209308430818
energy,"amplitude_bin=amp_adc[1000,1500)",s03l_atom_gated_hgb,256,0.76171875,0.4929807376127662,-0.20210645218682588,0.015625,0.9439871224763401,1.4369678600891063,0.0078125,0.0234375,0.08041894095132061,0.9967509038007918,-0.5467622035276398,0.37690412310956145,0.0,0.021007721399306647
energy,"amplitude_bin=amp_adc[1000,1500)",hgb_waveform_amp_shape_stave,256,0.76171875,-0.12678067427353967,-0.488190290109384,0.0,0.9439871224763401,0.8172064482028004,0.0078125,0.0078125,-0.3440612262072879,0.25691176211486344,-0.7713973451727231,-0.08662761322483238,0.0,0.0
energy,"amplitude_bin=amp_adc[1500,2500)",s03l_atom_gated_hgb,3901,0.6239425788259421,0.24603720436600773,0.05015356003563598,0.003588823378620867,1.3523381274574648,1.5983753318234726,0.013586259933350423,0.01717508331197129,0.05495539548833239,0.37754630518792204,0.023502778303246312,0.09758844219186513,-0.003393665158371041,0.011524689171430258
energy,"amplitude_bin=amp_adc[1500,2500)",hgb_waveform_amp_shape_stave,3901,0.6239425788259421,-0.29808739213363133,-0.3044458048129359,-0.006152268649064342,1.3523381274574648,1.0542507353238335,0.013586259933350423,0.007433991284286081,-0.650128564437251,-0.12671365069141172,-0.32308338890941946,-0.24932278333321595,-0.012335595537231731,-0.0003973567588262326
energy,"amplitude_bin=amp_adc[2500,4000)",s03l_atom_gated_hgb,6811,0.534870063133167,0.04995366603633511,-0.19416063317084342,0.004845103509029513,1.561580351012349,1.611534017048684,0.017178094259286448,0.02202319776831596,-0.17544505784515607,0.24131999665434775,-0.4337538658709944,-0.07664968050032131,-0.002361113397649073,0.009004598679509382
energy,"amplitude_bin=amp_adc[2500,4000)",hgb_waveform_amp_shape_stave,6811,0.534870063133167,-0.42880453468483837,-0.5104129646422906,-0.002202319776831595,1.561580351012349,1.1327758163275106,0.017178094259286448,0.014975774482454853,-0.8468613870069635,-0.1596506133988308,-0.6557184535734027,-0.38936080118398464,-0.005727473373725731,0.0005314173035832734
energy,"amplitude_bin=amp_adc[4000,7000)",s03l_atom_gated_hgb,492,1.0,-1.1892791548111479,-1.545019808919848,-0.03252032520325203,2.5544394749051538,1.365160320094006,0.09349593495934959,0.06097560975609756,-1.8541399809942471,-0.8885789906136277,-1.8806483588519955,-0.9838848435163449,-0.05074626865671643,-0.021894105894105894
energy,"amplitude_bin=amp_adc[4000,7000)",hgb_waveform_amp_shape_stave,492,1.0,-1.1892791548111479,-1.545019808919848,-0.03252032520325203,2.5544394749051538,1.365160320094006,0.09349593495934959,0.06097560975609756,-1.8541399809942471,-0.9156171930191862,-1.8865305974431992,-1.0579403134209253,-0.0540969829101906,-0.02175467590190196
pileup,sample_window_mask=artifact_sensitive_3_6,s03l_atom_gated_hgb,2498,0.8698959167333867,-0.5018654299468132,-0.12318608190235258,0.0020016012810248197,1.1803734466739162,0.678508016727103,0.0,0.0020016012810248197,-0.5439218079434944,-0.446485960373234,-0.1596593794381589,-0.08638853427474863,0.0,0.004856773432969199
pileup,sample_window_mask=artifact_sensitive_3_6,hgb_waveform_amp_shape_stave,2498,0.8698959167333867,-0.5372637765985888,-0.3097599270984791,0.003602882305844676,1.1803734466739162,0.6431096700753274,0.0,0.003602882305844676,-0.568228768532201,-0.49132568664239207,-0.3724869232825114,-0.26221227278133374,0.0016844844829676324,0.006537483201345902
pileup,sample_window_mask=delayed_or_edge_15_17,s03l_atom_gated_hgb,477,0.35429769392033544,0.06587709688458165,-0.23903045595657968,0.018867924528301883,1.1704493605623196,1.2363264574469013,0.06918238993710692,0.0880503144654088,-0.027566648308782814,0.246640501466643,-0.6669242114181358,0.23855656668963168,-0.007894838970070784,0.035826561163387505
pileup,sample_window_mask=delayed_or_edge_15_17,hgb_waveform_amp_shape_stave,477,0.35429769392033544,-0.025500203912645514,-0.41086814039997765,0.012578616352201255,1.1704493605623196,1.1449491566496741,0.06918238993710692,0.08176100628930817,-0.08593640419932674,0.08255180608040297,-0.9018491287964064,0.21776477989887047,-0.011685097958905044,0.029319438607885082
pileup,sample_window_mask=late_tail_12_14,s03l_atom_gated_hgb,429,0.40326340326340326,0.21866842934376107,-0.8903681330472528,0.0023310023310023353,1.247582357132731,1.466250786476492,0.06526806526806526,0.0675990675990676,0.1408442165901203,0.31098822792595393,-2.178721824025938,-0.1224358430326838,-0.012152286657237147,0.014609783420463028
pileup,sample_window_mask=late_tail_12_14,hgb_waveform_amp_shape_stave,429,0.40326340326340326,-0.18978143104140033,-1.2274747079285415,-0.00932400932400932,1.247582357132731,1.0578009260913306,0.06526806526806526,0.055944055944055944,-0.32266096239478853,-0.015006546916028483,-2.1099998211177153,-0.658960383359094,-0.028156862745098033,0.0020631377551020343
pileup,sample_window_mask=nominal_template_7_11,s03l_atom_gated_hgb,8056,0.5274329692154915,-0.09827894886914068,-0.2223983717341249,0.0021102284011916585,1.8699466385594432,1.7716676896903025,0.018247269116186692,0.02035749751737835,-0.21490603767072747,0.13850514943201295,-0.30148428119741855,-0.12776288144417988,-0.0024149827585053527,0.002923677884615381
pileup,sample_window_mask=nominal_template_7_11,hgb_waveform_amp_shape_stave,8056,0.5274329692154915,-0.5749066573086925,-0.5691006431706231,-0.0073237338629592846,1.8699466385594432,1.2950399812507507,0.018247269116186692,0.010923535253227408,-1.014086188633573,-0.2744224170617758,-0.7258326718921766,-0.3726723779299615,-0.013883689187871699,-0.0025604885244695985
pid,p09_anomaly_class=novel_delayed_peak,s03l_atom_gated_hgb,571,0.3607705779334501,0.06191793474212082,-0.4088629733415363,0.021015761821366025,1.1809544077361749,1.2428723424782957,0.07705779334500876,0.09807355516637478,-0.011785154324733281,0.2678215937052997,-1.0251346794025737,0.2153656760396117,-0.004075816407805654,0.035871559268730445
pid,p09_anomaly_class=novel_delayed_peak,hgb_waveform_amp_shape_stave,571,0.3607705779334501,-0.02529181583535811,-0.6255427001314766,0.0070052539404553416,1.1809544077361749,1.1556625919008168,0.07705779334500876,0.0840630472854641,-0.1239685260310484,0.15344148975210364,-1.1810899828914425,-0.13191041989399407,-0.013650876825263742,0.02447407289130174
pid,p09_anomaly_class=novel_early_pretrigger,s03l_atom_gated_hgb,298,1.0,-0.5397367117771221,-0.20211235093091906,0.006711409395973155,1.319980297812305,0.7802435860351828,0.026845637583892617,0.03355704697986577,-0.6202956748210049,-0.4054259728823959,-0.42234219939083856,-0.06141712843074654,0.0,0.01949065759208492
pid,p09_anomaly_class=novel_early_pretrigger,hgb_waveform_amp_shape_stave,298,1.0,-0.5397367117771221,-0.20211235093091906,0.006711409395973155,1.319980297812305,0.7802435860351828,0.026845637583892617,0.03355704697986577,-0.6210908928809689,-0.40201205548273167,-0.4270756065387483,-0.0618511986116958,0.0,0.018523202229128705
pid,p09_anomaly_class=unassigned_common,s03l_atom_gated_hgb,10516,0.5895777862305059,0.017893819077330342,-0.23885346050752077,0.0028527957398250293,1.5970675885959906,1.614961407673321,0.01397869912514264,0.01683149486496767,-0.20004368717642654,0.17159427604605404,-0.3098645949431303,-0.1854568503176096,-0.0023692246408909398,0.007965975571013204
pid,p09_anomaly_class=unassigned_common,hgb_waveform_amp_shape_stave,10516,0.5895777862305059,-0.4883153496459691,-0.6035587689957755,-0.005895777862305059,1.5970675885959906,1.1087522389500215,0.01397869912514264,0.008082921262837581,-0.9183082613062539,-0.2618099870726106,-0.7287514343250382,-0.45933464993363277,-0.010130006325569842,-0.0024585669087005928
pileup,run_family=sampleII_early_58_60,s03l_atom_gated_hgb,4932,0.5932684509326845,0.12739604084993927,-0.21356251654021552,0.0,1.3873612017970858,1.514757242647025,0.015206812652068127,0.015206812652068127,0.059959200765196785,0.363491301414236,-0.27666285074821495,-0.005042430256910535,-0.002795248078266947,0.002501563477173235
pileup,run_family=sampleII_early_58_60,hgb_waveform_amp_shape_stave,4932,0.5932684509326845,-0.3055607380215404,-0.4526425380431274,-0.00202757502027575,1.3873612017970858,1.0818004637755454,0.015206812652068127,0.013179237631792377,-0.39182935255564644,-0.1502304204387377,-0.49297206469614596,-0.2360240657196555,-0.002621231979030145,0.0045662100456621
pileup,run_family=sampleII_late_65,s03l_atom_gated_hgb,198,0.41919191919191917,0.17289717002528016,0.03258109292510336,0.005050505050505051,1.494640076269676,1.6675372462949563,0.005050505050505051,0.010101010101010102,0.17289717002528016,0.17289717002528016,0.03258109292510336,0.03258109292510336,0.005050505050505051,0.005050505050505051
pileup,run_family=sampleII_late_65,hgb_waveform_amp_shape_stave,198,0.41919191919191917,-0.2713627342957381,-0.4205101229865771,-0.005050505050505051,1.494640076269676,1.223277341973938,0.005050505050505051,0.0,-0.2713627342957381,-0.2713627342957381,-0.4205101229865771,-0.4205101229865771,-0.005050505050505051,-0.005050505050505051
pileup,run_family=sampleII_mid_61_63,s03l_atom_gated_hgb,6330,0.5932069510268563,-0.053786771445565096,-0.24010046648621053,0.004581358609794632,1.7336827393892125,1.6798959679436474,0.023696682464454975,0.028278041074249607,-0.20782975633660072,0.23158420759117582,-0.47363311211492176,-0.11919860750181943,-0.009009009009009009,0.009851602444195036
pileup,run_family=sampleII_mid_61_63,hgb_waveform_amp_shape_stave,6330,0.5932069510268563,-0.6095699813702347,-0.5879561865856213,-0.008688783570300156,1.7336827393892125,1.1241127580189778,0.023696682464454975,0.015007898894154818,-1.0409509621440711,-0.21823516083864924,-0.7048071073185322,-0.48847238334351584,-0.010958358238692966,-0.0037174721189591076
