heldout_run,bin,prob_low,prob_high,n,mean_predicted_probability,observed_quiet_fraction
36,5,0.5,0.6000000000000001,100,0.5513930825596502,0.0
36,6,0.6000000000000001,0.7000000000000001,113,0.6498071451531104,0.0
36,7,0.7000000000000001,0.8,133,0.753675679393572,0.0
36,8,0.8,0.9,250,0.8569502634103944,0.0
36,9,0.9,1.0,69833,0.9995645448685104,0.3196053441782538
37,0,0.0,0.1,39774,0.001317016376001205,0.0
37,1,0.1,0.2,425,0.14886015939187383,0.0
37,2,0.2,0.30000000000000004,315,0.24813873874449563,0.0
37,3,0.30000000000000004,0.4,243,0.3477042811143849,0.0
37,4,0.4,0.5,243,0.4506280270378151,0.0
37,5,0.5,0.6000000000000001,255,0.5517975174558859,0.0
37,6,0.6000000000000001,0.7000000000000001,244,0.6519280951712718,0.0
37,7,0.7000000000000001,0.8,316,0.7486882345565934,0.0
37,8,0.8,0.9,492,0.8565123459404763,0.0
37,9,0.9,1.0,159745,0.9995579621231898,0.3101004726282513
39,0,0.0,0.1,24368,0.0013313895900441024,0.0
39,1,0.1,0.2,262,0.14496706021472322,0.0
39,2,0.2,0.30000000000000004,182,0.24532026526765602,0.0
39,3,0.30000000000000004,0.4,148,0.3506954363552007,0.0
39,4,0.4,0.5,157,0.4508383922430981,0.0
39,5,0.5,0.6000000000000001,131,0.5519753290043269,0.0
39,6,0.6000000000000001,0.7000000000000001,154,0.6517434866195442,0.0
39,7,0.7000000000000001,0.8,186,0.7541361007148902,0.0
39,8,0.8,0.9,269,0.8581238336325193,0.0
39,9,0.9,1.0,95427,0.9995380315962377,0.30992276818929654
40,0,0.0,0.1,26872,0.0014462830027557405,0.0
40,1,0.1,0.2,307,0.146849272164003,0.0
40,2,0.2,0.30000000000000004,204,0.24744069266997903,0.0
40,3,0.30000000000000004,0.4,164,0.3475581573881264,0.0
40,4,0.4,0.5,153,0.4490403888222322,0.0
40,5,0.5,0.6000000000000001,173,0.5499845586815582,0.0
40,6,0.6000000000000001,0.7000000000000001,188,0.6463475417533113,0.0
40,7,0.7000000000000001,0.8,211,0.7545112718180672,0.0
40,8,0.8,0.9,323,0.8544969567408144,0.0
40,9,0.9,1.0,101857,0.9995266252972294,0.3047900487938973
41,0,0.0,0.1,28081,0.0015128581641662905,0.0
41,1,0.1,0.2,319,0.14654024479573335,0.0
41,2,0.2,0.30000000000000004,235,0.246650845567106,0.0
41,3,0.30000000000000004,0.4,170,0.34903037208492993,0.0
41,4,0.4,0.5,153,0.4505697823890576,0.0
41,5,0.5,0.6000000000000001,180,0.5498003574236264,0.0
41,6,0.6000000000000001,0.7000000000000001,224,0.6542818328928376,0.0
41,7,0.7000000000000001,0.8,234,0.7486868920551751,0.0
41,8,0.8,0.9,380,0.8563957104555907,0.0
41,9,0.9,1.0,106012,0.9995065134828522,0.2959853601479078
42,0,0.0,0.1,29525,0.001363035160610255,0.0
42,1,0.1,0.2,327,0.14715128654215068,0.0
42,2,0.2,0.30000000000000004,211,0.2445926991251662,0.0
42,3,0.30000000000000004,0.4,164,0.34912608288642555,0.0
42,4,0.4,0.5,181,0.4484430902161344,0.0
42,5,0.5,0.6000000000000001,185,0.5529632409061126,0.0
42,6,0.6000000000000001,0.7000000000000001,202,0.6521566822679855,0.0
42,7,0.7000000000000001,0.8,231,0.7551231108616394,0.0
42,8,0.8,0.9,369,0.8533820266417628,0.0
42,9,0.9,1.0,104493,0.9994994931656844,0.2614242102341784
44,0,0.0,0.1,3554,0.0013344390401200123,0.0
44,1,0.1,0.2,39,0.13417866895293382,0.0
44,2,0.2,0.30000000000000004,21,0.2507854436721396,0.0
44,3,0.30000000000000004,0.4,25,0.33960415577085906,0.0
44,4,0.4,0.5,23,0.4490510547129492,0.0
44,5,0.5,0.6000000000000001,31,0.5361063600151021,0.0
44,6,0.6000000000000001,0.7000000000000001,23,0.6482610717302811,0.0
44,7,0.7000000000000001,0.8,41,0.7529820610031538,0.0
44,8,0.8,0.9,47,0.8480811234832812,0.0
44,9,0.9,1.0,13372,0.9994956647462947,0.3039934190846545
45,0,0.0,0.1,40324,0.0013462004288040895,0.0
45,1,0.1,0.2,441,0.14542726006780143,0.0
45,2,0.2,0.30000000000000004,288,0.2517201960978558,0.0
45,3,0.30000000000000004,0.4,224,0.34951938088810025,0.0
45,4,0.4,0.5,239,0.4505720895773513,0.0
45,5,0.5,0.6000000000000001,227,0.5519253128604342,0.0
45,6,0.6000000000000001,0.7000000000000001,231,0.6512518019527449,0.0
45,7,0.7000000000000001,0.8,335,0.7557342983785502,0.0
45,8,0.8,0.9,476,0.8533408146883149,0.0
45,9,0.9,1.0,149939,0.999521547645025,0.2751985807561742
46,0,0.0,0.1,1094,0.001270985519622838,0.0
46,1,0.1,0.2,12,0.14447000631247653,0.0
46,2,0.2,0.30000000000000004,12,0.249449802861292,0.0
46,3,0.30000000000000004,0.4,9,0.3636914919114249,0.0
46,4,0.4,0.5,7,0.4429327747847986,0.0
46,5,0.5,0.6000000000000001,3,0.5638669385018741,0.0
46,6,0.6000000000000001,0.7000000000000001,14,0.6528410272210036,0.0
46,7,0.7000000000000001,0.8,10,0.7564813088653328,0.0
46,8,0.8,0.9,19,0.8683546824436434,0.0
46,9,0.9,1.0,4584,0.9996280916459613,0.3086823734729494
47,0,0.0,0.1,8156,0.0016456833951766325,0.0
47,1,0.1,0.2,96,0.1439842987213393,0.0
47,2,0.2,0.30000000000000004,67,0.2438926884241356,0.0
47,3,0.30000000000000004,0.4,71,0.34478217309089354,0.0
47,4,0.4,0.5,57,0.4502105517682351,0.0
47,5,0.5,0.6000000000000001,60,0.5502751300152978,0.0
47,6,0.6000000000000001,0.7000000000000001,58,0.6481311979124995,0.0
47,7,0.7000000000000001,0.8,62,0.7470042652928268,0.0
47,8,0.8,0.9,118,0.8548172072305222,0.0
47,9,0.9,1.0,35135,0.9995228742695604,0.3163796783833784
48,0,0.0,0.1,25944,0.0014869938749484798,0.0
48,1,0.1,0.2,302,0.14583797806383875,0.0
48,2,0.2,0.30000000000000004,220,0.24876937360125403,0.0
48,3,0.30000000000000004,0.4,183,0.3464424308703021,0.0
48,4,0.4,0.5,175,0.45665763475116156,0.0
48,5,0.5,0.6000000000000001,194,0.5523527640081443,0.0
48,6,0.6000000000000001,0.7000000000000001,180,0.6521194012302504,0.0
48,7,0.7000000000000001,0.8,236,0.7518540732006741,0.0
48,8,0.8,0.9,361,0.8568697833088147,0.0
48,9,0.9,1.0,99057,0.9995044484620235,0.3144855992004603
49,0,0.0,0.1,26826,0.0013728413776908934,0.0
49,1,0.1,0.2,316,0.14401764534528064,0.0
49,2,0.2,0.30000000000000004,205,0.24620861330480584,0.0
49,3,0.30000000000000004,0.4,181,0.3475948786475904,0.0
49,4,0.4,0.5,182,0.44736419341488187,0.0
49,5,0.5,0.6000000000000001,190,0.5469632186412184,0.0
49,6,0.6000000000000001,0.7000000000000001,208,0.6520052610053754,0.0
49,7,0.7000000000000001,0.8,265,0.7520706310270804,0.0
49,8,0.8,0.9,365,0.854913905767253,0.0
49,9,0.9,1.0,100678,0.999477502272805,0.29973777786606803
50,0,0.0,0.1,42594,0.0012599793153716995,0.0
50,1,0.1,0.2,435,0.145193669293222,0.0
50,2,0.2,0.30000000000000004,276,0.24487706093976733,0.0
50,3,0.30000000000000004,0.4,238,0.35010684557730903,0.0
50,4,0.4,0.5,240,0.4497627534040262,0.0
50,5,0.5,0.6000000000000001,242,0.5509091468087876,0.0
50,6,0.6000000000000001,0.7000000000000001,254,0.6468863853819516,0.0
50,7,0.7000000000000001,0.8,324,0.750355956704161,0.0
50,8,0.8,0.9,507,0.8561657031683116,0.0
50,9,0.9,1.0,134106,0.9994927824829947,0.13650395955438235
51,0,0.0,0.1,18814,0.0012740633287490102,0.0
51,1,0.1,0.2,214,0.14360890154438438,0.0
51,2,0.2,0.30000000000000004,118,0.24238031951232808,0.0
51,3,0.30000000000000004,0.4,126,0.35023876267899406,0.0
51,4,0.4,0.5,104,0.44911319589920173,0.0
51,5,0.5,0.6000000000000001,85,0.5510423193935853,0.0
51,6,0.6000000000000001,0.7000000000000001,118,0.6499374842817517,0.0
51,7,0.7000000000000001,0.8,148,0.7518500533903905,0.0
51,8,0.8,0.9,216,0.8560476676925755,0.0
51,9,0.9,1.0,62333,0.9995170863925373,0.17003834245102914
52,0,0.0,0.1,9505,0.0012294715998931096,0.0
52,1,0.1,0.2,93,0.14527779374870964,0.0
52,2,0.2,0.30000000000000004,69,0.2449390435229565,0.0
52,3,0.30000000000000004,0.4,49,0.35526959064857905,0.0
52,4,0.4,0.5,45,0.45009142099274396,0.0
52,5,0.5,0.6000000000000001,50,0.5565794757494538,0.0
52,6,0.6000000000000001,0.7000000000000001,72,0.655074029841616,0.0
52,7,0.7000000000000001,0.8,71,0.7541863235987255,0.0
52,8,0.8,0.9,108,0.8558122672069551,0.0
52,9,0.9,1.0,29958,0.9994770903196769,0.17524534348087323
53,0,0.0,0.1,36350,0.0012435787696378528,0.0
53,1,0.1,0.2,354,0.1454780565891976,0.0
53,2,0.2,0.30000000000000004,254,0.24471315715317174,0.0
53,3,0.30000000000000004,0.4,227,0.3481084566566936,0.0
53,4,0.4,0.5,212,0.45293854298383773,0.0
53,5,0.5,0.6000000000000001,224,0.5525160760548183,0.0
53,6,0.6000000000000001,0.7000000000000001,260,0.6522648920217553,0.0
53,7,0.7000000000000001,0.8,302,0.7526145972508944,0.0
53,8,0.8,0.9,438,0.8554565755573211,0.0
53,9,0.9,1.0,119827,0.9994876626754715,0.11795338279352734
54,0,0.0,0.1,34353,0.0013604532182877535,0.0
54,1,0.1,0.2,389,0.1456255810857206,0.0
54,2,0.2,0.30000000000000004,288,0.24702729905519927,0.0
54,3,0.30000000000000004,0.4,229,0.35222868937186474,0.0
54,4,0.4,0.5,197,0.44946662355904476,0.0
54,5,0.5,0.6000000000000001,208,0.5524192259531513,0.0
54,6,0.6000000000000001,0.7000000000000001,207,0.6501392181630571,0.0
54,7,0.7000000000000001,0.8,307,0.7489658070859155,0.0
54,8,0.8,0.9,437,0.8551276808359013,0.0
54,9,0.9,1.0,113037,0.9994863637134375,0.1180852287304157
55,0,0.0,0.1,23010,0.0012440520406934044,0.0
55,1,0.1,0.2,260,0.14679069766646813,0.0
55,2,0.2,0.30000000000000004,148,0.24742210213519167,0.0
55,3,0.30000000000000004,0.4,131,0.3482866674809716,0.0
55,4,0.4,0.5,110,0.4492469370995005,0.0
55,5,0.5,0.6000000000000001,148,0.5529555393349236,0.0
55,6,0.6000000000000001,0.7000000000000001,115,0.6491938208694082,0.0
55,7,0.7000000000000001,0.8,161,0.7538144506530724,0.0
55,8,0.8,0.9,247,0.8527035753347589,0.0
55,9,0.9,1.0,73334,0.9995014284545367,0.17214388960100363
56,0,0.0,0.1,52343,0.001238017970880849,0.0
56,1,0.1,0.2,512,0.14819802492849332,0.0
56,2,0.2,0.30000000000000004,370,0.24842521732910786,0.0
56,3,0.30000000000000004,0.4,297,0.34848809626501304,0.0
56,4,0.4,0.5,294,0.4500749120319827,0.0
56,5,0.5,0.6000000000000001,263,0.5497174343269802,0.0
56,6,0.6000000000000001,0.7000000000000001,300,0.6525807406461248,0.0
56,7,0.7000000000000001,0.8,413,0.752293048472176,0.0
56,8,0.8,0.9,581,0.8565693196706738,0.0
56,9,0.9,1.0,151919,0.9994632627517617,0.1399561608488734
57,0,0.0,0.1,26812,0.0014623899059297623,0.0
57,1,0.1,0.2,334,0.14424516102703527,0.0
57,2,0.2,0.30000000000000004,239,0.24636257602146297,0.0
57,3,0.30000000000000004,0.4,180,0.3474041720942291,0.0
57,4,0.4,0.5,162,0.4486439736224739,0.0
57,5,0.5,0.6000000000000001,179,0.5477558751417145,0.0
57,6,0.6000000000000001,0.7000000000000001,186,0.6487628334831071,0.0
57,7,0.7000000000000001,0.8,274,0.7542351237537582,0.0
57,8,0.8,0.9,366,0.8559717978241448,0.0
57,9,0.9,1.0,96404,0.9994358922226891,0.2956516327123356
58,0,0.0,0.1,22548,0.0019730482577426894,0.0
58,1,0.1,0.2,400,0.1467203522284486,0.0
58,2,0.2,0.30000000000000004,233,0.2455177189675425,0.0
58,3,0.30000000000000004,0.4,220,0.34697495426465624,0.0
58,4,0.4,0.5,204,0.4502200822856994,0.0
58,5,0.5,0.6000000000000001,196,0.5508605257677158,0.0
58,6,0.6000000000000001,0.7000000000000001,206,0.6516732291467385,0.0
58,7,0.7000000000000001,0.8,287,0.7507087871374846,0.0
58,8,0.8,0.9,434,0.8541049822427277,0.0
58,9,0.9,1.0,111836,0.9994588978432254,0.28614220823348474
59,0,0.0,0.1,35506,0.0015934076000987897,0.0
59,1,0.1,0.2,454,0.1465345944552616,0.0
59,2,0.2,0.30000000000000004,324,0.2461086600267218,0.0
59,3,0.30000000000000004,0.4,258,0.3482208972729616,0.0
59,4,0.4,0.5,258,0.44944691260114017,0.0
59,5,0.5,0.6000000000000001,227,0.5492842863166282,0.0
59,6,0.6000000000000001,0.7000000000000001,304,0.6511646842932501,0.0
59,7,0.7000000000000001,0.8,337,0.752824679571568,0.0
59,8,0.8,0.9,498,0.8568636136199607,0.0
59,9,0.9,1.0,131046,0.9994198342574708,0.36364330082566426
60,0,0.0,0.1,30333,0.001573789466956418,0.0
60,1,0.1,0.2,383,0.14686014753642293,0.0
60,2,0.2,0.30000000000000004,251,0.25084816341281974,0.0
60,3,0.30000000000000004,0.4,243,0.3464313062705234,0.0
60,4,0.4,0.5,208,0.450494047519506,0.0
60,5,0.5,0.6000000000000001,204,0.5498157244554486,0.0
60,6,0.6000000000000001,0.7000000000000001,240,0.647794891427772,0.0
60,7,0.7000000000000001,0.8,281,0.7537928973115708,0.0
60,8,0.8,0.9,465,0.8554992693085492,0.0
60,9,0.9,1.0,111688,0.999425442314069,0.3910178353986104
61,0,0.0,0.1,30409,0.0016591533873582674,0.0
61,1,0.1,0.2,415,0.14662833872918365,0.0
61,2,0.2,0.30000000000000004,292,0.2467473777077258,0.0
61,3,0.30000000000000004,0.4,213,0.35039060003517847,0.0
61,4,0.4,0.5,229,0.4482977064855002,0.0
61,5,0.5,0.6000000000000001,200,0.554346857621844,0.0
61,6,0.6000000000000001,0.7000000000000001,243,0.6533361677787558,0.0
61,7,0.7000000000000001,0.8,288,0.7518714563237585,0.0
61,8,0.8,0.9,497,0.8549573051818357,0.0
61,9,0.9,1.0,113354,0.9994540686112803,0.3737318488981421
62,0,0.0,0.1,32392,0.0015817317173220623,0.0
62,1,0.1,0.2,434,0.1465231640440264,0.0
62,2,0.2,0.30000000000000004,306,0.24965487268584302,0.0
62,3,0.30000000000000004,0.4,231,0.35204950297113063,0.0
62,4,0.4,0.5,233,0.4473833317327492,0.0
62,5,0.5,0.6000000000000001,218,0.5486624367960665,0.0
62,6,0.6000000000000001,0.7000000000000001,261,0.6531645590312272,0.0
62,7,0.7000000000000001,0.8,334,0.752986368862725,0.0
62,8,0.8,0.9,512,0.8592754752989482,0.0
62,9,0.9,1.0,115415,0.9993941187810894,0.3647012953255643
63,0,0.0,0.1,29355,0.0018916383220317274,0.0
63,1,0.1,0.2,417,0.14382347589870442,0.0
63,2,0.2,0.30000000000000004,269,0.24432770992489136,0.0
63,3,0.30000000000000004,0.4,214,0.34903035164465573,0.0
63,4,0.4,0.5,221,0.4534890318475828,0.0
63,5,0.5,0.6000000000000001,235,0.5514953007471154,0.0
63,6,0.6000000000000001,0.7000000000000001,202,0.6493375387224567,0.0
63,7,0.7000000000000001,0.8,331,0.7532069515355448,0.0
63,8,0.8,0.9,462,0.8538593032718271,0.0
63,9,0.9,1.0,116414,0.9994100741382463,0.3224354459085677
64,0,0.0,0.1,26560,0.0018535316900581131,0.0
64,1,0.1,0.2,382,0.14540530515835037,0.0
64,2,0.2,0.30000000000000004,268,0.2495531905850147,0.0
64,3,0.30000000000000004,0.4,231,0.3525982630052692,0.0
64,4,0.4,0.5,199,0.44783918315878013,0.0
64,5,0.5,0.6000000000000001,237,0.550630220862461,0.0
64,6,0.6000000000000001,0.7000000000000001,216,0.6474800898006655,0.0
64,7,0.7000000000000001,0.8,308,0.7511359298478002,0.0
64,8,0.8,0.9,421,0.8584796175487207,0.0
64,9,0.9,1.0,114950,0.9994928238602311,0.35056981296215745
65,0,0.0,0.1,27976,0.002042391343245483,0.0
65,1,0.1,0.2,471,0.14706760058132748,0.0
65,2,0.2,0.30000000000000004,329,0.24938508563916742,0.0
65,3,0.30000000000000004,0.4,295,0.35033796019916386,0.0
65,4,0.4,0.5,253,0.4459479171618976,0.0
65,5,0.5,0.6000000000000001,272,0.5516161876177139,0.0
65,6,0.6000000000000001,0.7000000000000001,281,0.6506363280577365,0.0
65,7,0.7000000000000001,0.8,309,0.7519959482573648,0.0
65,8,0.8,0.9,542,0.8544997667443591,0.0
65,9,0.9,1.0,122968,0.9994095444798462,0.3557266931234142
