method,run,n,pedestal_bias_adc,pedestal_mae_adc,charge_bias_adc_sample,timing_tail_delta_fraction
ml_ipw_quiet_probability,59,2500,-40.513775741435076,56.42524520616409,364.62398167291406,0.004
ml_ipw_quiet_probability,60,2500,-38.06818886735466,58.01211122915604,342.6136998061934,0.0036
ml_ipw_quiet_probability,61,2500,-37.964704971570406,53.412023363064506,341.68234474413356,0.0052
ml_ipw_quiet_probability,62,2500,-29.281980119104382,49.429422084780796,263.53782107193956,0.0028
ml_ipw_quiet_probability,63,2500,-38.90848271915894,56.96744328970487,350.17634447243086,0.0028
ml_ipw_quiet_probability,64,2500,-31.373535888221983,48.21985456546288,282.36182299399803,0.0024
ml_ipw_quiet_probability,65,2500,-33.564987042915824,51.91648757592504,302.0848833862432,0.0024
traditional_quietest_calibrated_median,31,2500,-118.404003,152.926715,1065.636027,0.0032
traditional_quietest_calibrated_median,32,2500,-121.10921299999998,154.528211,1089.982917,0.004
traditional_quietest_calibrated_median,33,2195,-95.65130523917996,115.08621640091116,860.8617471526196,0.004100227790432802
traditional_quietest_calibrated_median,34,1502,-44.42786284953396,82.58921770972037,399.85076564580555,0.004660452729693742
traditional_quietest_calibrated_median,35,2500,-81.234415,117.051965,731.109735,0.0036
traditional_quietest_calibrated_median,36,2500,-105.945168,150.358592,953.5065119999999,0.004
traditional_quietest_calibrated_median,37,2500,-127.859508,182.303166,1150.735572,0.0016
traditional_quietest_calibrated_median,39,2500,-147.521699,184.708217,1327.695291,0.0012
traditional_quietest_calibrated_median,40,2500,-130.777924,157.094008,1177.001316,0.0052
traditional_quietest_calibrated_median,41,2500,-154.78169599999998,176.54474,1393.035264,0.0032
traditional_quietest_calibrated_median,42,2500,-127.032125,180.782803,1143.289125,0.0052
traditional_quietest_calibrated_median,44,582,-123.4639261168385,163.13842783505154,1111.1753350515462,0.010309278350515464
traditional_quietest_calibrated_median,45,2500,-142.393637,185.149899,1281.542733,0.0032
traditional_quietest_calibrated_median,46,168,-72.0486755952381,90.57483630952382,648.4380803571428,0.0
traditional_quietest_calibrated_median,47,1247,-38.64212710505213,90.6244165998396,347.7791439454692,0.0032076984763432237
traditional_quietest_calibrated_median,48,2500,-121.66938800000001,158.77193,1095.024492,0.0024
traditional_quietest_calibrated_median,49,2500,-135.56897800000002,172.310954,1220.120802,0.0064
traditional_quietest_calibrated_median,50,2470,-75.85362854251012,132.7230759109312,682.6826568825911,0.0016194331983805667
traditional_quietest_calibrated_median,51,1460,-105.19982191780824,150.06695890410958,946.7983972602741,0.00410958904109589
traditional_quietest_calibrated_median,52,698,-80.441973495702,136.8993159025788,723.977761461318,0.004297994269340974
traditional_quietest_calibrated_median,53,2026,-103.56517892398814,160.87416214215202,932.0866103158934,0.004935834155972359
traditional_quietest_calibrated_median,54,1827,-93.3686412151067,124.98135878489327,840.3177709359604,0.0021893814997263274
traditional_quietest_calibrated_median,55,1712,-124.22979702102803,146.81088931074765,1118.0681731892523,0.0017523364485981308
traditional_quietest_calibrated_median,56,2500,-68.716167,144.366723,618.445503,0.0052
traditional_quietest_calibrated_median,57,2500,-124.14636699999997,155.67926,1117.3173029999998,0.0036
traditional_quietest_calibrated_median,58,2500,-27.25129899999997,48.020002,245.2616909999996,0.0052
traditional_quietest_calibrated_median,59,2500,-40.346996999999995,56.414315,363.12297300000006,0.004
traditional_quietest_calibrated_median,60,2500,-38.386787,58.034703,345.48108300000007,0.0036
traditional_quietest_calibrated_median,61,2500,-38.45956999999997,53.435672,346.1361300000001,0.0052
traditional_quietest_calibrated_median,62,2500,-29.941967500000032,49.471815500000005,269.47770750000046,0.0028
traditional_quietest_calibrated_median,63,2500,-39.28943300000001,56.933875,353.60489700000005,0.0028
traditional_quietest_calibrated_median,64,2500,-32.130114999999996,48.198114999999994,289.1710350000001,0.0024
traditional_quietest_calibrated_median,65,2500,-34.285119,51.848401,308.566071,0.0024
traditional_quietish_calibrated_median,31,2500,-119.404003,152.884347,1074.636027,0.0032
traditional_quietish_calibrated_median,32,2500,-122.097893,154.504327,1098.8810369999999,0.004
traditional_quietish_calibrated_median,33,2195,-96.38889066059227,114.98907744874717,867.5000159453303,0.004100227790432802
traditional_quietish_calibrated_median,34,1502,-45.80895472703064,82.32375832223703,412.2805925432757,0.004660452729693742
traditional_quietish_calibrated_median,35,2500,-82.209215,116.92871699999999,739.8829350000001,0.0036
traditional_quietish_calibrated_median,36,2500,-106.493568,150.330474,958.442112,0.004
traditional_quietish_calibrated_median,37,2500,-128.401078,182.322922,1155.609702,0.0016
traditional_quietish_calibrated_median,39,2500,-147.926099,184.76483100000002,1331.334891,0.0012
traditional_quietish_calibrated_median,40,2500,-129.870324,157.006008,1168.832916,0.0052
traditional_quietish_calibrated_median,41,2500,-154.710896,176.54554,1392.398064,0.0032
traditional_quietish_calibrated_median,42,2500,-126.948125,180.788217,1142.533125,0.0052
traditional_quietish_calibrated_median,44,582,-123.37801546391754,163.1521735395189,1110.4021391752576,0.010309278350515464
traditional_quietish_calibrated_median,45,2500,-141.873837,185.091685,1276.864533,0.0032
traditional_quietish_calibrated_median,46,168,-71.59629464285715,90.6432886904762,644.3666517857142,0.0
traditional_quietish_calibrated_median,47,1247,-39.06582197273443,90.56534081796313,351.59239775461,0.0032076984763432237
traditional_quietish_calibrated_median,48,2500,-121.15143799999998,158.73852,1090.362942,0.0024
traditional_quietish_calibrated_median,49,2500,-134.62037800000002,172.22262800000001,1211.583402,0.0064
traditional_quietish_calibrated_median,50,2470,-75.1961386639676,132.76422570850204,676.7652479757086,0.0016194331983805667
traditional_quietish_calibrated_median,51,1460,-104.23751027397259,150.03748630136985,938.1375924657534,0.00410958904109589
traditional_quietish_calibrated_median,52,698,-80.27864971346705,136.9079118911175,722.5078474212033,0.004297994269340974
traditional_quietish_calibrated_median,53,2026,-102.51754812438301,160.87914733464953,922.6579331194472,0.004935834155972359
traditional_quietish_calibrated_median,54,1827,-92.24137520525451,124.91126026272578,830.1723768472907,0.0021893814997263274
traditional_quietish_calibrated_median,55,1712,-124.2058484228972,146.81205753504673,1117.8526358060747,0.0017523364485981308
traditional_quietish_calibrated_median,56,2500,-68.185767,144.389523,613.671903,0.0052
traditional_quietish_calibrated_median,57,2500,-123.67356200000002,155.656788,1113.062058,0.0036
traditional_quietish_calibrated_median,58,2500,-27.660333,47.910111,248.94299699999996,0.0052
traditional_quietish_calibrated_median,59,2500,-39.348597,56.365749,354.137373,0.004
traditional_quietish_calibrated_median,60,2500,-38.876987,58.111303,349.89288300000004,0.0036
traditional_quietish_calibrated_median,61,2500,-39.10642,53.477047999999996,351.95778,0.0052
traditional_quietish_calibrated_median,62,2500,-30.560217000000005,49.524383,275.04195300000003,0.0028
traditional_quietish_calibrated_median,63,2500,-39.27047899999995,56.932643000000006,353.4343110000004,0.0028
traditional_quietish_calibrated_median,64,2500,-32.409915,48.221239,291.68923500000005,0.0024
traditional_quietish_calibrated_median,65,2500,-34.371119,51.857081,309.340071,0.0024
