run,eventno,evt,event_index,group,stave,stave_index,channel,amplitude_adc,peak_sample,area_norm,late_fraction,early_fraction,width_half,baseline_mad,baseline_slope,raw_max_adc,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,cfd20_sample,timing_span_dup,template_bin,q_template_rmse,label_saturation,label_dropout,label_baseline_excursion,label_pileup_or_long_tail,label_timing_tail,label_novel_early_pretrigger,label_novel_delayed_peak,label_novel_undershoot_recovery,label_novel_broad_template_mismatch,label_known_any,label_novel_any,label_curated_any,label_physics_tail_only,taxon,broad_width_source,q_template_only_source,p09a_strict_q_template_only_source,label_gallery_qtemplate_or_broad,broad_source,charge_area_proxy,charge_log_amp,pileup_score,baseline_score,timing_score,charge_score,baseline_lowering_score,prop_baseline_excursion,prop_baseline_lowering,prop_pileup_like,prop_charge_outlier,prop_timing_tail,prop_veto_like,label_broad_downstream_risk,label_broad_charge_outlier,label_broad_veto_like,source_index,score,method,normalized_waveform,p09b_reviewer_a_label,p09b_reviewer_b_label,p09b_consensus_label,p09b_reviewers_agree,p09b_consensus_curated_any,p09c_external_alpha_label,p09c_external_beta_label,p09c_fixed_morphology_label,p09c_external_reviewers_agree,reviewer_disagreement,curated_broad_by_review,p06_injected_transfer_prior,p06_phase_distance,p06_dropout_shape_energy,target_dropout,amp_bin,phase_bin
62,551063,10839,12996,sample_ii_analysis,B2,0,0,1812.0,6,1.3101547,0.0,0.20398521,6,1187.5,3261.0,10369.0,1,0.89183223,2,-0.86479026,-3.656181,1.7061434,1.7061434,2,0.6674868,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,1.310154676437378,7.502738210754851,1.1706890060721509,319.16902738432486,-5.965424692251975,8.109034603653775,-70.53867878139101,False,False,False,False,False,False,False,False,False,581616,77.21756,traditional_robust_broad_veto,"[-0.97406, -0.4851, 0.4851, 0.82561, 0.78587, 0.85817, 1.0, 0.97682, 0.89183, 0.49062, 0.11148, -0.13631, -0.28201, -0.41501, -0.52428, -0.65673, -0.77704, -0.86479]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False,0.0,0.5,0.609304754614044,1,0,2
62,542441,3277,4374,sample_ii_analysis,B2,0,0,1512.5,4,-2.2710745,0.0,0.29426366,4,1040.5,2920.0,9762.0,1,0.7242975,2,-0.96363634,-5.6899176,1.7335907,1.7335907,2,0.875035,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,-2.2710745334625244,7.322180128461773,-0.0517730330958012,279.5089707271011,-5.955375809368094,12.424797887331444,-63.11928042714848,False,False,False,False,False,False,False,False,False,577299,74.45476,traditional_robust_broad_veto,"[-0.94777, -0.4281, 0.4281, 0.98281, 1.0, 0.94116, 0.7243, 0.44331, 0.25884, 0.0162, -0.28, -0.52264, -0.68198, -0.75207, -0.77917, -0.82413, -0.88628, -0.96364]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False,0.0,1.5,0.9837514455672167,1,0,1
62,564832,7318,26765,sample_ii_analysis,B4,1,2,1077.0,4,-6.4716806,0.0,0.32767293,5,781.5,2468.0,9680.0,1,0.63974,2,-1.4168988,-9.059424,1.6998144,1.6998144,1,0.9089567,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,-6.471680641174316,6.982862751468942,-0.6687698045258041,209.6317280453258,-5.967741812020864,17.486976414955322,-53.28476999865102,False,False,False,False,False,False,False,False,False,588667,62.631207,traditional_robust_broad_veto,"[-1.34076, -0.50046, 0.50046, 0.95079, 1.0, 0.92851, 0.63974, 0.33983, 0.06964, -0.2442, -0.59424, -0.87558, -1.0585, -1.12813, -1.1857, -1.23305, -1.32312, -1.4169]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False,0.0,1.5,1.50254960039562,1,0,1
64,630085,2708,17402,sample_ii_calib,B4,1,2,1171.0,4,-5.263023,0.0,0.33578384,4,845.0,2482.0,9644.0,1,0.59863365,2,-1.2169086,-7.928266,1.7091072,1.7091072,1,0.81412834,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,-5.2630228996276855,7.066466970136958,-0.96871328801471,226.7637933360313,-5.9643396075541135,16.030414883210884,-53.58937872873722,False,False,False,False,False,False,False,False,False,620971,63.85041,traditional_robust_broad_veto,"[-1.15457, -0.47822, 0.47822, 0.96499, 1.0, 0.90265, 0.59863, 0.29718, 0.05636, -0.21264, -0.52263, -0.78907, -0.94364, -1.01366, -1.03416, -1.06063, -1.13493, -1.21691]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False,0.0,1.5,1.1558397415246782,1,0,1
64,616865,6762,4183,sample_ii_calib,B6,2,4,1275.5,4,-3.6613092,0.0,0.34163505,4,922.5,2536.0,9506.0,1,0.5460604,2,-1.000784,-6.4245396,1.7152742,1.7152742,1,0.8038504,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,-3.661309242248535,7.151877236681538,-1.3523282384564852,247.67300687980577,-5.962081756750701,14.100179037269257,-54.76429811621258,False,False,False,False,False,False,False,False,False,615085,67.261314,traditional_robust_broad_veto,"[-1.00627, -0.46452, 0.46452, 0.98197, 1.0, 0.82987, 0.54606, 0.31164, 0.09996, -0.16347, -0.42924, -0.64328, -0.75147, -0.80165, -0.8283, -0.87534, -0.93101, -1.00078]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False,0.0,1.5,0.9385607218325333,1,0,1
62,549098,8992,11031,sample_ii_analysis,B2,0,0,1769.0,7,-0.2215941,0.07122774,0.01171509,3,37.5,1.0,11864.0,1,0.3137366,3,-1.1294516,-3.2492933,5.3516536,2.3876805,2,0.53997153,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,-0.2215940952301025,7.478734825567875,-3.047541263855877,8.903278025091057,-5.715903744210511,9.954955297673148,0.3916397958251197,False,False,False,False,False,False,False,False,False,580584,-0.50506,ridge_scalar,"[0.02092, -0.12549, -0.02092, 0.02148, -0.3143, -0.13058, 0.8095, 1.0, 0.60147, 0.31034, 0.31374, 0.28378, 0.20181, 0.05596, -0.26003, -0.85302, -1.00678, -1.12945]",dropout,dropout,dropout,True,True,dropout,dropout,dropout,True,False,False,0.0,1.5,0.711516993265106,1,0,3
37,652281,8732,32454,sample_i_calib,B2,0,0,1505.5,5,4.857522,0.0,0.13719513,6,343.0,1369.0,8639.0,1,0.8146795,2,-0.2022584,-0.7871139,2.018448,2.018448,2,0.42356414,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,4.857522010803223,7.3175443585703555,0.607723379194883,91.326048833131,-5.851085256099382,3.834078492759789,-29.372984686883985,False,False,False,False,False,False,False,False,False,176977,-0.39513677,ridge_scalar,"[-0.26403, -0.19163, 0.19163, 0.6453, 0.95085, 1.0, 0.909, 0.81468, 0.67785, 0.49784, 0.30189, 0.11126, -0.03022, -0.10594, -0.13783, -0.14381, -0.16705, -0.20226]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,unassigned_common,novel_broad_template_mismatch,False,True,True,0.0,0.5,0.09042881665676356,0,0,2
37,657431,13022,37603,sample_i_calib,B2,0,0,1446.0,4,2.626556,0.0,0.20770271,5,489.0,1707.0,8790.0,1,0.7731674,2,-0.3471646,-1.8146611,1.8579208,1.8579208,1,0.5331074,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,2.626555919647217,7.277247726631484,0.3048189514072857,130.71630918656416,-5.909856720149915,6.522630657118487,-36.727109741822346,False,False,False,False,False,False,False,False,False,179401,-0.46716654,ridge_scalar,"[-0.39696, -0.27939, 0.27939, 0.78354, 1.0, 0.93983, 0.77317, 0.61272, 0.43776, 0.2455, 0.04564, -0.12863, -0.23167, -0.26349, -0.26833, -0.27386, -0.30152, -0.34716]",unassigned_common,baseline_excursion,unassigned_common,False,False,dropout,unassigned_common,dropout,False,True,False,0.0,1.5,0.21592202015771333,0,0,1
37,653409,9272,33582,sample_i_calib,B2,0,0,1312.0,4,-0.33612806,0.0,0.26109356,4,649.0,2003.0,8965.0,1,0.6592988,2,-0.6455793,-3.932927,1.8030022,1.8030022,1,0.69733995,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,-0.3361280560493469,7.180069874302796,-0.5260538550456091,173.88371779306624,-5.92996321477857,10.092980940229465,-43.16740860650209,False,False,False,False,False,False,False,False,False,177673,-0.52580243,ridge_scalar,"[-0.6593, -0.33003, 0.33003, 0.86738, 1.0, 0.85899, 0.6593, 0.49009, 0.29954, 0.08079, -0.17302, -0.38415, -0.5, -0.53659, -0.5404, -0.55107, -0.60213, -0.64558]",unassigned_common,dropout,unassigned_common,False,False,dropout,dropout,dropout,True,True,False,0.0,1.5,0.5252196095802075,0,0,1
37,657595,13175,37767,sample_i_calib,B4,1,2,3317.5,10,7.7112284,0.64174324,0.0003126832,9,0.5,0.0,10336.0,1,0.96533537,4,0.5095705,0.0,8.129531,18.0,3,0.4133853,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,7.711228370666504,8.107268152585979,8.81351267405706,0.4133975622598486,0.0,0.3950578636837636,0.4133975622598486,False,False,False,False,False,False,False,False,False,179482,6.6674404,traditional_robust_broad_veto,"[-0.00015, 0.00015, 0.00226, -0.00015, -0.00015, -0.00045, 0.00136, 0.00377, 0.13429, 0.6416, 1.0, 0.9795, 0.88033, 0.95448, 0.96534, 0.93037, 0.70912, 0.50957]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,novel_broad_template_mismatch,novel_broad_template_mismatch,False,True,True,0.0,4.5,0.0,0,1,4
37,629741,4164,9916,sample_i_calib,B2,0,0,4714.5,7,11.394422,0.31801248,0.06309713,14,249.5,3433.0,11685.0,1,0.98727334,3,0.39548203,0.0,2.2383776,18.0,4,0.27232444,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,11.394421577453612,8.45861023398394,1.8671006695649972,74.28101460816438,0.0,4.043582914907203,-74.28101460816438,False,False,False,False,False,False,False,False,False,165592,-0.018802285,cnn1d_waveform_nn,"[-0.05419, -0.05165, 0.05165, 0.67398, 0.98727, 0.93679, 0.93212, 1.0, 0.94315, 0.84686, 0.77346, 0.69774, 0.66041, 0.65723, 0.6812, 0.69435, 0.56857, 0.39548]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,1.5,0.0,0,3,3
37,635232,9249,15406,sample_i_calib,B8,3,6,4544.5,7,8.62141,0.4142508,0.00025520625,10,2.0,-10.0,11455.0,1,0.7689515,4,0.37066785,0.0,5.128022,18.0,4,0.07400999,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,8.621410369873047,8.421893011561913,2.4385483974055377,0.6309752266071375,0.0,0.7018085537968778,0.6309752266071375,False,False,False,False,False,False,False,False,False,168127,1.6143354,traditional_robust_broad_veto,"[0.00187, 0.00033, -0.00055, -0.00033, 0.00055, 0.11938, 0.74915, 1.0, 0.90208, 0.73947, 0.76873, 0.76895, 0.75509, 0.68863, 0.65915, 0.6257, 0.47255, 0.37067]",pileup_or_long_tail,pileup_or_long_tail,pileup_or_long_tail,True,True,pileup_or_long_tail,novel_broad_template_mismatch,novel_broad_template_mismatch,False,True,True,0.0,1.5,0.0,0,3,3
40,725282,10786,24598,sample_i_calib,B2,0,0,1439.5,4,1.4220216,0.0,0.22883819,5,626.0,2034.0,8996.0,1,0.7332407,2,-0.538034,-2.8416116,1.8167217,1.8167217,1,0.6028387,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,1.4220216274261477,7.272745554524583,0.0134834305446575,167.67840280588155,-5.924940322709439,7.974222992489744,-43.84189936597868,False,False,False,False,False,False,False,False,False,210935,45.672153,traditional_robust_broad_veto,"[-0.55401, -0.31573, 0.31573, 0.85898, 1.0, 0.90552, 0.73324, 0.59847, 0.45189, 0.2553, 0.01424, -0.20945, -0.34838, -0.40743, -0.42272, -0.43592, -0.47968, -0.53803]",unassigned_common,dropout,unassigned_common,False,False,dropout,dropout,dropout,True,True,False,0.0,1.5,0.37840566996843333,0,0,1
40,723194,8834,22510,sample_i_calib,B2,0,0,2121.0,4,3.4983497,0.0,0.19955564,6,705.0,2683.0,9723.0,1,0.8717586,2,-0.35313532,-1.5662425,1.8682292,1.8682292,2,0.52368605,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,3.498349666595459,7.660114319173928,1.0242162062905316,188.992310805342,-5.906082666209037,5.472026179298938,-57.96268978211773,False,False,False,False,False,False,False,False,False,210012,47.706665,traditional_robust_broad_veto,"[-0.39321, -0.27157, 0.27157, 0.87176, 1.0, 0.94578, 0.87176, 0.68364, 0.54173, 0.37859, 0.16455, -0.03017, -0.16124, -0.22112, -0.2447, -0.25507, -0.3008, -0.35314]",novel_broad_template_mismatch,baseline_excursion,novel_broad_template_mismatch,False,True,dropout,baseline_excursion,novel_broad_template_mismatch,False,True,True,0.0,1.5,0.21575404765400036,0,0,1
40,702219,5634,1541,sample_i_calib,B2,0,0,1733.0,5,4.9671087,0.0,0.13352555,6,271.5,1374.0,8814.0,1,0.7253318,2,-0.13848817,-0.5233699,2.1090252,2.1090252,2,0.41696808,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,4.967108726501465,7.458186157340487,-0.0442262784731673,72.03561311210036,-5.817923615250296,3.702014808401949,-29.48177351905763,False,False,False,False,False,False,False,False,False,200393,-0.45779347,ridge_scalar,"[-0.16561, -0.14772, 0.14772, 0.62724, 0.98096, 1.0, 0.85574, 0.72533, 0.59088, 0.44547, 0.2989, 0.13156, -0.00923, -0.08252, -0.09752, -0.08944, -0.10617, -0.13849]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,unassigned_common,novel_broad_template_mismatch,False,True,True,0.0,0.5,0.06095321003359214,0,0,2
40,728709,13971,28025,sample_i_calib,B2,0,0,2469.0,7,3.766707,0.13027744,0.012235051,3,71.0,-655.0,12262.0,1,0.4872418,2,-0.32928312,-0.3507493,5.187112,2.3210351,2,0.23212042,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,3.766706943511963,7.8119734296220225,-1.781513809149814,17.941454202077434,-5.740303616358994,5.148627029246675,14.664734577007264,False,False,False,False,False,False,False,False,False,212374,-0.5283942,ridge_scalar,"[0.04739, -0.01013, 0.01013, -0.2179, -0.3552, 0.03888, 0.89996, 1.0, 0.69866, 0.48724, 0.47469, 0.43135, 0.3309, 0.18023, 0.08181, 0.01944, -0.02147, -0.32928]",unassigned_common,unassigned_common,unassigned_common,True,False,unassigned_common,unassigned_common,unassigned_common,True,False,False,0.0,1.5,0.0891722254655288,0,0,3
42,799139,14017,31833,sample_i_calib,B2,0,0,6415.0,5,9.592673,0.3807056,0.004354821,14,2.0,268.0,13136.0,1,0.7758379,2,0.59329695,0.0,3.297916,18.0,4,0.13234851,False,False,False,False,False,False,False,False,True,False,True,True,False,novel_broad_template_mismatch,True,False,False,True,broad_width,9.592673301696776,8.766550149546351,1.4985197285647114,5.417683842247491,0.0,1.872284011881043,-5.417683842247491,False,False,False,False,False,False,False,False,False,247786,0.0006122672,gradient_boosted_trees,"[0.0, -0.00062, 0.0, 0.04178, 0.57288, 1.0, 0.935, 0.77584, 0.71068, 0.66422, 0.64006, 0.60062, 0.60639, 0.65456, 0.5961, 0.59719, 0.60468, 0.5933]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,0.5,0.0,0,4,2
42,778975,11603,11673,sample_i_calib,B4,1,2,3036.0,8,8.357378,0.17437191,0.023351975,8,10.5,596.0,10042.0,1,0.98418975,3,0.14361002,0.0,3.0157716,18.0,3,0.2982285,False,False,False,False,False,False,False,False,False,False,False,False,False,unassigned_common,False,False,False,False,not_broad_rule,8.357378005981445,8.01862546504575,1.844600450359872,12.554231232838562,0.0,0.3836213853699105,-12.554231232838562,False,False,False,False,False,False,False,False,False,237185,4.5417953,traditional_robust_broad_veto,"[-0.00395, -0.00296, 0.00296, 0.19236, 0.67688, 0.98419, 0.97464, 0.93478, 1.0, 0.8643, 0.70487, 0.57082, 0.43775, 0.29908, 0.22233, 0.18248, 0.17325, 0.14361]",novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,True,novel_broad_template_mismatch,novel_broad_template_mismatch,novel_broad_template_mismatch,True,False,True,0.0,2.5,0.0,0,1,3
42,774490,7434,7189,sample_i_calib,B2,0,0,10260.5,1,9.600995,0.3345411,0.1348988,14,4147.5,-8295.0,14408.0,1,0.94093853,3,-0.40422007,-0.80844015,0.0,2.9158018,5,0.35527864,False,False,True,False,False,False,False,False,True,True,True,True,False,baseline_excursion,True,False,False,True,broad_width,9.600995063781738,9.236154306869162,1.529006323423785,1117.7660866046135,-5.522550659236116,1.8823126230524516,180.89407013833588,True,True,False,False,False,True,True,False,True,234577,229.2407,traditional_robust_broad_veto,"[0.40422, 1.0, -0.40422, -0.40422, 0.94094, 0.69631, 0.75235, 0.70333, 0.69066, 0.61269, 0.57312, 0.55343, 0.58287, 0.61717, 0.60889, 0.60694, 0.5778, 0.48872]",baseline_excursion,baseline_excursion,baseline_excursion,True,True,baseline_excursion,baseline_excursion,baseline_excursion,True,False,False,0.0,4.5,0.2154161350954572,0,4,0
