component,run,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,heldout_run
run_deviation,60,stave_B8,0.25999770256398447,0.12256409238393619,59
run_deviation,60,log_amp,-0.740664453554588,-0.24148962146409875,59
run_deviation,60,inv_amp_1000,-0.9578761721651449,-0.13090713606914628,59
run_deviation,60,inv_sqrt_amp_1000,0.05266053363374203,0.005434836302131522,59
run_deviation,61,stave_B4,0.0467323199735239,0.022029826902570736,59
run_deviation,61,stave_B6,0.00494676170310648,0.002331925830120184,59
run_deviation,61,stave_B8,-0.051679081676915054,-0.024361752732825113,59
run_deviation,61,log_amp,-0.9066456304309822,-0.2956068825013762,59
run_deviation,61,inv_amp_1000,-1.5180878145014167,-0.20746786888815896,59
run_deviation,61,inv_sqrt_amp_1000,-0.13703572580659495,-0.014142787509191086,59
run_deviation,62,stave_B4,-0.7201644478899895,-0.3394887764482959,59
run_deviation,62,stave_B6,0.4755745438816416,0.2241879899589239,59
run_deviation,62,stave_B8,0.24458990400826186,0.1153007864893315,59
run_deviation,62,log_amp,-0.216912586161704,-0.07072317035277834,59
run_deviation,62,inv_amp_1000,-0.7630206827809206,-0.10427741627458918,59
run_deviation,62,inv_sqrt_amp_1000,-0.10993341496407076,-0.011345690467541976,59
run_deviation,63,stave_B4,-0.8379567078027637,-0.39501658028536624,59
run_deviation,63,stave_B6,0.4438812448052346,0.2092476254955244,59
run_deviation,63,stave_B8,0.39407546299752505,0.18576895478983993,59
run_deviation,63,log_amp,0.04154303594543599,0.013544881189837467,59
run_deviation,63,inv_amp_1000,0.5840073404946966,0.07981274679243072,59
run_deviation,63,inv_sqrt_amp_1000,0.0747292830159183,0.007712444066592973,59
run_deviation,65,stave_B4,-0.6245020661675601,-0.29439309723470836,59
run_deviation,65,stave_B6,0.22710650521513243,0.10705903325945836,59
run_deviation,65,stave_B8,0.39739556095242395,0.18733406397524824,59
run_deviation,65,log_amp,0.03756231265563922,0.012246987986251325,59
run_deviation,65,inv_amp_1000,0.1965967088396447,0.026867681713644967,59
run_deviation,65,inv_sqrt_amp_1000,0.0645974779644551,0.006666789985629972,59
population,-1,stave_B4,-3.4953225996183335,-1.6477108750830356,60
population,-1,stave_B6,2.027960375875102,0.9559896891725403,60
population,-1,stave_B8,1.4673622237462587,0.6917211859119224,60
population,-1,log_amp,-2.0894207349320593,-0.6893948711683753,60
population,-1,inv_amp_1000,-4.083697516679495,-0.5787943764697637,60
population,-1,inv_sqrt_amp_1000,-0.48584765141193265,-0.05141525472535504,60
run_deviation,58,stave_B4,-0.626388632040606,-0.2952824329160324,60
run_deviation,58,stave_B6,0.44468981212888226,0.2096287877872559,60
run_deviation,58,stave_B8,0.18169881991171968,0.08565364512877457,60
run_deviation,58,log_amp,-0.16079629690797814,-0.05305400704508273,60
run_deviation,58,inv_amp_1000,-1.3596705820722872,-0.19271008284538785,60
run_deviation,58,inv_sqrt_amp_1000,-0.628583536703792,-0.06652040523787177,60
run_deviation,59,stave_B4,-0.8925252398267172,-0.4207404329743867,60
run_deviation,59,stave_B6,0.4021883843268671,0.18959342258131365,60
run_deviation,59,stave_B8,0.49033685550006006,0.23114701039317204,60
run_deviation,59,log_amp,-0.8023183935761634,-0.2647213059237887,60
run_deviation,59,inv_amp_1000,-0.8944726038032987,-0.12677621466160338,60
run_deviation,59,inv_sqrt_amp_1000,0.4190265744996787,0.04434385553163302,60
run_deviation,61,stave_B4,0.12030411854021715,0.05671190534963482,60
run_deviation,61,stave_B6,0.007370199726269552,0.003474345470096064,60
run_deviation,61,stave_B8,-0.1276743182663363,-0.06018625081965998,60
run_deviation,61,log_amp,-0.9162765750963611,-0.30232128976345013,60
run_deviation,61,inv_amp_1000,-1.611421448885632,-0.22839146849841552,60
run_deviation,61,inv_sqrt_amp_1000,-0.25413650442735675,-0.026894218943265526,60
run_deviation,62,stave_B4,-0.661280004385068,-0.3117303835758139,60
run_deviation,62,stave_B6,0.47988821688348465,0.22622147491320696,60
run_deviation,62,stave_B8,0.1813917875015476,0.0855089086625901,60
run_deviation,62,log_amp,-0.25384556859228413,-0.08375519115446659,60
run_deviation,62,inv_amp_1000,-0.8939911568939306,-0.12670797778495596,60
run_deviation,62,inv_sqrt_amp_1000,-0.17159881455157397,-0.01815959536924386,60
run_deviation,63,stave_B4,-0.7997503659490743,-0.3770059380126509,60
run_deviation,63,stave_B6,0.4413204516619399,0.20804045603096483,60
run_deviation,63,stave_B8,0.3584299142870477,0.1689654819816452,60
run_deviation,63,log_amp,0.002161799167503923,0.0007132758059002073,60
run_deviation,63,inv_amp_1000,0.482957280495373,0.06845094595868695,60
run_deviation,63,inv_sqrt_amp_1000,0.08898359968953867,0.009416767645414797,60
run_deviation,65,stave_B4,-0.6356824759605749,-0.2996635929554317,60
run_deviation,65,stave_B6,0.25250331114879626,0.11903120239023927,60
run_deviation,65,stave_B8,0.3831791648117777,0.180632390565192,60
run_deviation,65,log_amp,0.04165430007306773,0.013743646912461183,60
run_deviation,65,inv_amp_1000,0.19290099447991857,0.02734042136186076,60
run_deviation,65,inv_sqrt_amp_1000,0.060461030082469246,0.006398341648073182,60
population,-1,stave_B4,-3.6936424651560533,-1.741199756260184,61
population,-1,stave_B6,2.126411118085578,1.0023998141257902,61
population,-1,stave_B8,1.5672313470719101,0.73879994213507,61
population,-1,log_amp,-1.9910636100917258,-0.658826108610492,61
population,-1,inv_amp_1000,-3.946021027203528,-0.5550215862924477,61
population,-1,inv_sqrt_amp_1000,-0.37611872942016233,-0.039694468696607706,61
run_deviation,58,stave_B4,-0.5799781392000545,-0.2734043167788586,61
run_deviation,58,stave_B6,0.42108047345364935,0.19849923880286574,61
run_deviation,58,stave_B8,0.15889766574640277,0.07490507797599177,61
run_deviation,58,log_amp,-0.15474155877276505,-0.051202673028555794,61
run_deviation,58,inv_amp_1000,-1.3839639787540214,-0.1946593486360674,61
run_deviation,58,inv_sqrt_amp_1000,-0.6334206308445619,-0.06684935749306274,61
run_deviation,59,stave_B4,-0.7503030479732237,-0.35369624877784556,61
run_deviation,59,stave_B6,0.3049944771502888,0.14377577534493405,61
run_deviation,59,stave_B8,0.44530857082280395,0.20992047343284978,61
run_deviation,59,log_amp,-0.7941240386923869,-0.26276892788053635,61
run_deviation,59,inv_amp_1000,-0.9506579522216617,-0.13371334846573849,61
run_deviation,59,inv_sqrt_amp_1000,0.39780490412664943,0.041983164035877006,61
run_deviation,60,stave_B4,-0.6096585207785619,-0.287395782833769,61
run_deviation,60,stave_B6,0.45328144172645113,0.2136789208205121,61
run_deviation,60,stave_B8,0.1563770790519873,0.07371686201319869,61
run_deviation,60,log_amp,-0.7761906313169754,-0.2568349150567448,61
run_deviation,60,inv_amp_1000,-1.185987629063154,-0.1668132862617662,61
run_deviation,60,inv_sqrt_amp_1000,-0.07630526808912777,-0.008053034424049007,61
run_deviation,62,stave_B4,-0.5395958725203314,-0.2543679337062493,61
run_deviation,62,stave_B6,0.3893314670064816,0.18353261363304818,61
run_deviation,62,stave_B8,0.15026440551393477,0.0708353200732412,61
run_deviation,62,log_amp,-0.2821330335194402,-0.09335543457374683,61
run_deviation,62,inv_amp_1000,-0.9926407329252986,-0.13961837263627966,61
run_deviation,62,inv_sqrt_amp_1000,-0.17565983060809257,-0.01853862384910673,61
run_deviation,63,stave_B4,-0.6761198648583913,-0.3187259608908468,61
run_deviation,63,stave_B6,0.35504142847606035,0.16736813445170998,61
run_deviation,63,stave_B8,0.32107843638240213,0.15135782643917045,61
run_deviation,63,log_amp,-0.02493408615733439,-0.00825047822256094,61
run_deviation,63,inv_amp_1000,0.38311820088821386,0.05388690788228727,61
run_deviation,63,inv_sqrt_amp_1000,0.06027016187161968,0.00636073629579862,61
run_deviation,65,stave_B4,-0.5379870198275609,-0.25360951327359055,61
run_deviation,65,stave_B6,0.20268183027284437,0.09554513107281336,61
run_deviation,65,stave_B8,0.33530518955471716,0.15806438220077748,61
run_deviation,65,log_amp,0.0410597383676565,0.013586320151811639,61
run_deviation,65,inv_amp_1000,0.1841110648725469,0.025895861825138262,61
run_deviation,65,inv_sqrt_amp_1000,0.05119193412379799,0.005402646737982342,61
population,-1,stave_B4,-3.652350494470117,-1.7217345346064603,62
population,-1,stave_B6,2.1019360294613523,0.9908621467015678,62
population,-1,stave_B8,1.5504144650101284,0.7308723879055354,62
population,-1,log_amp,-2.204084202695686,-0.726057991588246,62
population,-1,inv_amp_1000,-4.032335913507919,-0.5606170514742503,62
population,-1,inv_sqrt_amp_1000,-0.6826631305539023,-0.0714685043069896,62
run_deviation,58,stave_B4,-0.6809890726003199,-0.3210213274330619,62
run_deviation,58,stave_B6,0.46422940141767816,0.21883983851239372,62
run_deviation,58,stave_B8,0.21675967118264614,0.10218148892067021,62
run_deviation,58,log_amp,-0.15417917082283492,-0.050788903153272315,62
run_deviation,58,inv_amp_1000,-1.4011225904934395,-0.19479855654016137,62
run_deviation,58,inv_sqrt_amp_1000,-0.641104373840673,-0.06711768755679741,62
run_deviation,59,stave_B4,-0.8891519603069779,-0.41915025375888987,62
run_deviation,59,stave_B6,0.39184440994818176,0.1847172262962551,62
run_deviation,59,stave_B8,0.49730755035863383,0.23443302746255829,62
run_deviation,59,log_amp,-0.6784933882102687,-0.22350577448327538,62
run_deviation,59,inv_amp_1000,-0.7772767186900288,-0.10806505002518525,62
run_deviation,59,inv_sqrt_amp_1000,0.339970361643311,0.035591746745776996,62
run_deviation,60,stave_B4,-0.7270022286933582,-0.3427121372311821,62
run_deviation,60,stave_B6,0.523780779172423,0.2469126272053131,62
run_deviation,60,stave_B8,0.20322144952042717,0.09579951002562953,62
run_deviation,60,log_amp,-0.6708697713108577,-0.2209944421268006,62
run_deviation,60,inv_amp_1000,-1.0118559535786775,-0.14067868188056157,62
run_deviation,60,inv_sqrt_amp_1000,-0.10843565095541742,-0.011352207905311157,62
run_deviation,61,stave_B4,0.08282310384388288,0.039043185577948905,62
run_deviation,61,stave_B6,0.013165215231530851,0.006206141977330186,62
run_deviation,61,stave_B8,-0.09598831907547169,-0.04524932755530641,62
run_deviation,61,log_amp,-0.8365235824636997,-0.27556326181049084,62
run_deviation,61,inv_amp_1000,-1.5271376205911775,-0.21231846959556316,62
run_deviation,61,inv_sqrt_amp_1000,-0.268124849310849,-0.028070187315133326,62
run_deviation,63,stave_B4,-0.8215116019195599,-0.38726428302713756,62
run_deviation,63,stave_B6,0.4504758363954037,0.21235634578390056,62
run_deviation,63,stave_B8,0.3710357655242322,0.1749079372432728,62
run_deviation,63,log_amp,0.07693012821591451,0.025341924013955217,62
run_deviation,63,inv_amp_1000,0.5329398177779798,0.07409480650038325,62
run_deviation,63,inv_sqrt_amp_1000,-0.0060847529528596875,-0.0006370172536864192,62
run_deviation,65,stave_B4,-0.6165187347956693,-0.29062971873502663,62
run_deviation,65,stave_B6,0.2584403872957156,0.12182996692617747,62
run_deviation,65,stave_B8,0.3580783474999542,0.16879975180884937,62
run_deviation,65,log_amp,0.0590515818962212,0.01945246597169085,62
run_deviation,65,inv_amp_1000,0.15211715206683993,0.02114890006675643,62
run_deviation,65,inv_sqrt_amp_1000,0.0011161348620702758,0.000116848978107735,62
population,-1,stave_B4,-3.581945082778327,-1.6885451052468519,63
population,-1,stave_B6,2.0624027671919674,0.9722259881461937,63
population,-1,stave_B8,1.5195423155848098,0.7163191170999273,63
population,-1,log_amp,-2.3645575360484963,-0.7715588444561327,63
population,-1,inv_amp_1000,-4.624597498620643,-0.6346774009990349,63
population,-1,inv_sqrt_amp_1000,-0.5441706925508408,-0.05631906199839066,63
run_deviation,58,stave_B4,-0.6937786910701115,-0.32705041139892393,63
run_deviation,58,stave_B6,0.47908503064742713,0.2258428492904994,63
run_deviation,58,stave_B8,0.21469366042268745,0.10120756210842599,63
run_deviation,58,log_amp,-0.15545117110649298,-0.05072396172212168,63
run_deviation,58,inv_amp_1000,-1.3256740607180937,-0.1819348316646691,63
run_deviation,58,inv_sqrt_amp_1000,-0.5883592384844618,-0.06089236499342805,63
run_deviation,59,stave_B4,-0.9059719930178741,-0.4270792932186723,63
run_deviation,59,stave_B6,0.38071005806252584,0.17946844248128468,63
run_deviation,59,stave_B8,0.5252619349555211,0.24761085073746897,63
run_deviation,59,log_amp,-0.6518187673741159,-0.21268948937924212,63
run_deviation,59,inv_amp_1000,-0.6326983564346685,-0.08683119960128155,63
run_deviation,59,inv_sqrt_amp_1000,0.3904627790060963,0.040411028671584914,63
run_deviation,60,stave_B4,-0.7595345228547377,-0.3580480077705703,63
run_deviation,60,stave_B6,0.5196657037980339,0.24497276207043797,63
run_deviation,60,stave_B8,0.2398688190570005,0.11307524570027214,63
run_deviation,60,log_amp,-0.6447672632968551,-0.21038857250385024,63
run_deviation,60,inv_amp_1000,-0.8300117303230775,-0.11391038635411746,63
run_deviation,60,inv_sqrt_amp_1000,-0.024547192782364183,-0.0025405169574935424,63
run_deviation,61,stave_B4,0.08282058987072595,0.03904200047963881,63
run_deviation,61,stave_B6,-0.010724545113147329,-0.005055599049764844,63
run_deviation,61,stave_B8,-0.07209604475741836,-0.03398640142979841,63
run_deviation,61,log_amp,-0.8283729850353764,-0.27029940839615235,63
run_deviation,61,inv_amp_1000,-1.4215022318223112,-0.19508624097046404,63
run_deviation,61,inv_sqrt_amp_1000,-0.21613101096050055,-0.02236852512030873,63
run_deviation,62,stave_B4,-0.6845494785630641,-0.32269971889976085,63
run_deviation,62,stave_B6,0.45678914215031025,0.21533246665790606,63
run_deviation,62,stave_B8,0.22776033641310683,0.10736725224202111,63
run_deviation,62,log_amp,-0.11807044826357431,-0.038526573042878404,63
run_deviation,62,inv_amp_1000,-0.6092725157470535,-0.08361624917840312,63
run_deviation,62,inv_sqrt_amp_1000,-0.17835742128457813,-0.018459139392665396,63
run_deviation,65,stave_B4,-0.6209309871410513,-0.29270967443751955,63
run_deviation,65,stave_B6,0.2368773776476485,0.11166506669622214,63
run_deviation,65,stave_B8,0.38405360949340234,0.18104460774129713,63
run_deviation,65,log_amp,0.03392309902756676,0.011069160587997446,63
run_deviation,65,inv_amp_1000,0.19456139642387354,0.026701506769805997,63
run_deviation,65,inv_sqrt_amp_1000,0.07276139195315096,0.007530455793732142,63
population,-1,stave_B4,-3.6753176410560147,-1.7325613513368132,65
population,-1,stave_B6,2.116259250351893,0.9976141777817089,65
population,-1,stave_B8,1.5590583907043973,0.7349471735552338,65
population,-1,log_amp,-2.2866925327374394,-0.7493356605765223,65
population,-1,inv_amp_1000,-4.316252589266253,-0.5963283210424372,65
population,-1,inv_sqrt_amp_1000,-0.6842389829940974,-0.07122160004549859,65
run_deviation,58,stave_B4,-0.6856304336437928,-0.3232092860115952,65
run_deviation,58,stave_B6,0.4400694299286074,0.20745071873027493,65
run_deviation,58,stave_B8,0.24556100371518574,0.11575856728132036,65
run_deviation,58,log_amp,-0.16138145611630292,-0.05288375165984595,65
run_deviation,58,inv_amp_1000,-1.3682852210430159,-0.18904065776893508,65
run_deviation,58,inv_sqrt_amp_1000,-0.604683459842929,-0.06294076280572414,65
run_deviation,59,stave_B4,-0.8867096474747888,-0.417998936448632,65
run_deviation,59,stave_B6,0.3583012121170304,0.16890481119687228,65
run_deviation,59,stave_B8,0.5284084353577572,0.24909412525175909,65
run_deviation,59,log_amp,-0.6720999796459575,-0.2202432006101705,65
run_deviation,59,inv_amp_1000,-0.7004839006288763,-0.09677802207824121,65
run_deviation,59,inv_sqrt_amp_1000,0.37918410143932235,0.039468810002829306,65
run_deviation,60,stave_B4,-0.7215690498567907,-0.3401509121653761,65
run_deviation,60,stave_B6,0.4873300234344919,0.22972957616421585,65
run_deviation,60,stave_B8,0.23423902642227054,0.1104213360011468,65
run_deviation,60,log_amp,-0.6313318424772136,-0.20688372243002176,65
run_deviation,60,inv_amp_1000,-0.8798497008597321,-0.12155898757828912,65
run_deviation,60,inv_sqrt_amp_1000,-0.07360599038371383,-0.007661557640463909,65
run_deviation,61,stave_B4,0.09816598655114266,0.046275889848119665,65
run_deviation,61,stave_B6,-0.029091605790626873,-0.013713914486771882,65
run_deviation,61,stave_B8,-0.06907438076052605,-0.032561975361352614,65
run_deviation,61,log_amp,-0.7901349019046836,-0.25892254869723436,65
run_deviation,61,inv_amp_1000,-1.3656253722450025,-0.18867317622443733,65
run_deviation,61,inv_sqrt_amp_1000,-0.23395513334080648,-0.02435210408865867,65
run_deviation,62,stave_B4,-0.6739799239646903,-0.3177171830793467,65
run_deviation,62,stave_B6,0.44553440216340584,0.21002693134775635,65
run_deviation,62,stave_B8,0.2284455218012933,0.10769025173159442,65
run_deviation,62,log_amp,-0.11211776339118797,-0.036740330013901625,65
run_deviation,62,inv_amp_1000,-0.6156806816293748,-0.08506171026397744,65
run_deviation,62,inv_sqrt_amp_1000,-0.18746935786829008,-0.019513456495063478,65
run_deviation,63,stave_B4,-0.8055945726673757,-0.37976092348011525,65
run_deviation,63,stave_B6,0.41411578849902386,0.19521605482938,65
run_deviation,63,stave_B8,0.3914787841683887,0.18454486865075256,65
run_deviation,63,log_amp,0.080373410797921,0.026337892834656672,65
run_deviation,63,inv_amp_1000,0.6136722871392617,0.08478423287137571,65
run_deviation,63,inv_sqrt_amp_1000,0.03629085700241464,0.003777470981592193,65
