target,method,run,n,bias_median_frac,res68_abs_frac,full_rms_frac,catastrophic_rate,within_10pct
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_with_pretrigger,62,798,0.016978019211965636,0.20107758105079723,0.2599289190486929,0.21177944862155387,0.3659147869674185
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_with_pretrigger,63,365,0.013936361323597653,0.21827089277491876,0.32367932187291465,0.2684931506849315,0.3424657534246575
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_with_pretrigger,65,63,0.10408744456018255,0.2739898067418523,0.3729078464390706,0.36507936507936506,0.2698412698412698
downstream_B4B6B8_charge_proxy,extra_trees_with_pretrigger,58,72,-0.04545183618945279,0.23226930288809586,0.46449362904291547,0.2777777777777778,0.2361111111111111
downstream_B4B6B8_charge_proxy,extra_trees_with_pretrigger,59,749,0.04814073056619254,0.23381557680977322,0.29805547892803663,0.29506008010680906,0.33377837116154874
downstream_B4B6B8_charge_proxy,extra_trees_with_pretrigger,60,802,-0.09571824188056563,0.21200543794869411,0.22844425248526895,0.2144638403990025,0.327930174563591
downstream_B4B6B8_charge_proxy,extra_trees_with_pretrigger,61,925,-0.03538590376498884,0.19673652292190433,0.2145382275437227,0.1989189189189189,0.36324324324324325
downstream_B4B6B8_charge_proxy,extra_trees_with_pretrigger,62,798,0.012986320469721886,0.18790682000254869,0.24933113635053122,0.22055137844611528,0.38471177944862156
downstream_B4B6B8_charge_proxy,extra_trees_with_pretrigger,63,365,0.0396746096544089,0.21791046085574428,0.3527972459496103,0.27671232876712326,0.3643835616438356
downstream_B4B6B8_charge_proxy,extra_trees_with_pretrigger,65,63,0.13559165760324215,0.2804640331295064,0.5526825420935008,0.3492063492063492,0.30158730158730157
downstream_B4B6B8_charge_proxy,duplicate_transfer_hgb_new_architecture,58,72,0.10003901376440627,0.4351324750345833,1.0100725161309416,0.4722222222222222,0.2222222222222222
downstream_B4B6B8_charge_proxy,duplicate_transfer_hgb_new_architecture,59,749,0.03834273552438637,0.24454686320627392,0.5320768273792756,0.30040053404539385,0.3204272363150868
downstream_B4B6B8_charge_proxy,duplicate_transfer_hgb_new_architecture,60,802,3.3287495000851033,4.018189998274469,3.6530679095367864,0.9950124688279302,0.0024937655860349127
downstream_B4B6B8_charge_proxy,duplicate_transfer_hgb_new_architecture,61,925,3.6146405820257583,4.255295383860459,3.85267558610781,1.0,0.0
downstream_B4B6B8_charge_proxy,duplicate_transfer_hgb_new_architecture,62,798,3.5459409905220394,4.245624091066115,4.002879031556718,1.0,0.0
downstream_B4B6B8_charge_proxy,duplicate_transfer_hgb_new_architecture,63,365,3.7483635613813755,4.6916608230749395,4.876158758158591,0.9972602739726028,0.0
downstream_B4B6B8_charge_proxy,duplicate_transfer_hgb_new_architecture,65,63,0.13714815346322617,0.33523363807943807,1.1514968487575887,0.4444444444444444,0.2698412698412698
