charge_bin,baseline_bin,width_bin,baseline_lowering,topology_bin,downstream_bin,anomaly_taxon,stave,sum,count,low_count,effective_pairs,supported,score,fold
0,2,0,1,2,1,broad_pulse,B4,5,6,1,1,False,0.904573285743304,family_a_to_b
0,2,0,1,2,1,broad_pulse,B8,1,2,1,1,False,0.8773085102413908,family_a_to_b
0,2,0,1,2,1,long_tail,B4,4,4,0,0,False,0.955144946461217,family_a_to_b
0,2,0,1,3,1,broad_pulse,B4,2,2,0,0,False,0.9487370816699622,family_a_to_b
0,2,0,1,3,1,broad_pulse,B6,5,5,0,0,False,0.9577834790223219,family_a_to_b
0,2,0,1,3,1,broad_pulse,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
0,2,0,1,3,1,long_tail,B4,3,3,0,0,False,0.9521546095586314,family_a_to_b
0,2,0,1,3,1,long_tail,B6,4,4,0,0,False,0.955144946461217,family_a_to_b
0,2,1,0,2,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
0,2,1,0,3,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
0,2,2,0,1,0,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,0,0,0,1,0,broad_pulse,B2,263,297,34,34,True,0.8876450457714546,family_a_to_b
1,0,0,0,1,0,long_tail,B2,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,0,0,0,2,1,broad_pulse,B2,11,11,0,0,False,0.9687964844947596,family_a_to_b
1,0,0,0,2,1,long_tail,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,0,0,0,3,1,broad_pulse,B2,10,10,0,0,False,0.9673781428808851,family_a_to_b
1,0,0,0,3,1,long_tail,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,0,0,1,1,0,broad_pulse,B2,119,129,10,10,True,0.9239880790310602,family_a_to_b
1,0,0,1,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,0,0,1,2,1,long_tail,B2,2,3,1,1,False,0.8854879428919648,family_a_to_b
1,0,0,1,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,0,0,1,3,1,long_tail,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
1,0,1,0,1,0,broad_pulse,B2,147,156,9,9,True,0.942156661567735,family_a_to_b
1,0,1,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,0,1,0,3,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,0,1,1,1,0,broad_pulse,B2,69,72,3,3,False,0.9557418945640412,family_a_to_b
1,0,1,1,2,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,0,2,0,1,0,broad_pulse,B2,46,54,8,8,True,0.8679139264148404,family_a_to_b
1,0,2,0,2,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,0,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,0,2,1,1,0,broad_pulse,B2,17,18,1,1,False,0.9427439714459823,family_a_to_b
1,1,0,0,1,0,broad_pulse,B2,342,374,32,32,True,0.9152391687652318,family_a_to_b
1,1,0,0,1,0,long_tail,B2,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,1,0,0,2,1,broad_pulse,B2,23,23,0,0,False,0.9794948326679848,family_a_to_b
1,1,0,0,2,1,long_tail,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,1,0,0,3,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
1,1,0,0,3,1,long_tail,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,1,1,0,1,0,broad_pulse,B2,205,229,24,24,True,0.8974370088936908,family_a_to_b
1,1,1,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,1,2,0,1,0,broad_pulse,B2,55,67,12,12,True,0.8390166980174616,family_a_to_b
1,1,2,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,1,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,0,1,0,broad_pulse,B2,305,322,17,17,True,0.9469530513274835,family_a_to_b
1,2,0,0,1,0,early_pretrigger,B2,22,22,0,0,False,0.9788917395111608,family_a_to_b
1,2,0,0,1,0,late_activity,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,0,1,0,long_tail,B2,6,6,0,0,False,0.9601288412988596,family_a_to_b
1,2,0,0,1,0,negative_dropout,B2,14,14,0,0,False,0.9723968901299797,family_a_to_b
1,2,0,0,1,1,broad_pulse,B4,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,2,0,0,1,1,broad_pulse,B6,9,10,1,1,False,0.9219235974263396,family_a_to_b
1,2,0,0,1,1,broad_pulse,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,0,1,1,long_tail,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,0,1,1,long_tail,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,0,2,1,broad_pulse,B2,17,18,1,1,False,0.9427439714459823,family_a_to_b
1,2,0,0,2,1,broad_pulse,B4,27,27,0,0,False,0.9815979267533197,family_a_to_b
1,2,0,0,2,1,broad_pulse,B6,4,4,0,0,False,0.955144946461217,family_a_to_b
1,2,0,0,2,1,broad_pulse,B8,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,2,0,0,2,1,long_tail,B4,16,18,2,2,False,0.909410638112649,family_a_to_b
1,2,0,0,3,1,broad_pulse,B2,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,2,0,0,3,1,broad_pulse,B4,16,16,0,0,False,0.9743685408349811,family_a_to_b
1,2,0,0,3,1,broad_pulse,B6,23,23,0,0,False,0.9794948326679848,family_a_to_b
1,2,0,0,3,1,broad_pulse,B8,8,8,0,0,False,0.9641159571689736,family_a_to_b
1,2,0,0,3,1,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,0,3,1,long_tail,B4,8,8,0,0,False,0.9641159571689736,family_a_to_b
1,2,0,0,3,1,long_tail,B6,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,2,0,0,3,1,long_tail,B8,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,2,0,1,1,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,1,2,1,broad_pulse,B4,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,2,0,1,2,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,1,2,1,long_tail,B4,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,2,0,1,3,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,0,1,3,1,broad_pulse,B6,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,2,0,1,3,1,long_tail,B6,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,2,1,0,1,0,broad_pulse,B2,136,146,10,10,True,0.9321665768568321,family_a_to_b
1,2,1,0,1,1,broad_pulse,B4,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,2,1,0,1,1,broad_pulse,B6,4,4,0,0,False,0.955144946461217,family_a_to_b
1,2,1,0,1,1,broad_pulse,B8,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,2,1,0,2,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
1,2,1,0,2,1,broad_pulse,B4,19,19,0,0,False,0.9768490046251442,family_a_to_b
1,2,1,0,2,1,broad_pulse,B8,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,2,1,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,1,0,3,1,broad_pulse,B4,3,3,0,0,False,0.9521546095586314,family_a_to_b
1,2,1,0,3,1,broad_pulse,B6,7,7,0,0,False,0.9622273233357617,family_a_to_b
1,2,1,0,3,1,broad_pulse,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,1,1,1,1,broad_pulse,B6,0,1,1,0,False,0.8678707033368824,family_a_to_b
1,2,1,1,2,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,2,0,1,0,broad_pulse,B2,35,41,6,6,False,0.8732513045920655,family_a_to_b
1,2,2,0,1,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,2,0,1,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,2,0,2,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
1,2,2,0,2,1,broad_pulse,B4,13,13,0,0,False,0.9712927657351789,family_a_to_b
1,2,2,0,2,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,2,0,3,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,2,2,0,3,1,broad_pulse,B4,5,5,0,0,False,0.9577834790223219,family_a_to_b
1,2,2,0,3,1,broad_pulse,B6,2,2,0,0,False,0.9487370816699622,family_a_to_b
1,2,2,0,3,1,broad_pulse,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
1,2,2,1,2,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,0,0,0,1,0,broad_pulse,B2,50,50,0,0,False,0.9884245023125721,family_a_to_b
2,0,0,0,1,0,long_tail,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
2,0,0,0,2,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
2,0,0,0,2,1,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,0,0,1,1,0,broad_pulse,B2,21,23,2,2,False,0.9223519755251276,family_a_to_b
2,0,0,1,1,0,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,0,1,0,1,0,broad_pulse,B2,288,313,25,25,True,0.9208686742873214,family_a_to_b
2,0,1,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
2,0,1,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,0,1,1,1,0,broad_pulse,B2,101,106,5,5,False,0.9515450774862667,family_a_to_b
2,0,1,1,2,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,0,1,1,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,0,2,0,1,0,broad_pulse,B2,181,208,27,27,True,0.8740105415608158,family_a_to_b
2,0,2,0,2,1,broad_pulse,B2,3,4,1,1,False,0.892644946461217,family_a_to_b
2,0,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,0,2,1,1,0,broad_pulse,B2,65,70,5,5,False,0.9302721846753593,family_a_to_b
2,1,0,0,1,0,broad_pulse,B2,54,55,1,1,False,0.9743629722892457,family_a_to_b
2,1,0,0,1,0,long_tail,B2,8,9,1,1,False,0.9182056734942605,family_a_to_b
2,1,0,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
2,1,0,0,2,1,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,1,0,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,1,1,0,1,0,broad_pulse,B2,377,405,28,28,True,0.9311326598162577,family_a_to_b
2,1,1,0,2,1,broad_pulse,B2,5,5,0,0,False,0.9577834790223219,family_a_to_b
2,1,1,0,3,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
2,1,2,0,1,0,broad_pulse,B2,300,334,34,34,True,0.8996598819172817,family_a_to_b
2,1,2,0,2,1,broad_pulse,B2,5,5,0,0,False,0.9577834790223219,family_a_to_b
2,2,0,0,1,0,broad_pulse,B2,83,85,2,2,False,0.9719826715812316,family_a_to_b
2,2,0,0,1,0,early_pretrigger,B2,9,9,0,0,False,0.9658247211133082,family_a_to_b
2,2,0,0,1,0,late_activity,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,0,0,1,0,long_tail,B2,8,8,0,0,False,0.9641159571689736,family_a_to_b
2,2,0,0,1,0,negative_dropout,B2,11,11,0,0,False,0.9687964844947596,family_a_to_b
2,2,0,0,1,0,nominal,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
2,2,0,0,1,1,long_tail,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,0,0,2,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
2,2,0,0,2,1,broad_pulse,B4,10,10,0,0,False,0.9673781428808851,family_a_to_b
2,2,0,0,2,1,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,0,0,2,1,long_tail,B4,7,7,0,0,False,0.9622273233357617,family_a_to_b
2,2,0,0,2,1,long_tail,B6,2,2,0,0,False,0.9487370816699622,family_a_to_b
2,2,0,0,3,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,0,0,3,1,broad_pulse,B6,4,4,0,0,False,0.955144946461217,family_a_to_b
2,2,0,0,3,1,broad_pulse,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,0,0,3,1,long_tail,B6,3,3,0,0,False,0.9521546095586314,family_a_to_b
2,2,0,0,3,1,long_tail,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,0,1,2,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,0,1,2,1,long_tail,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,1,0,1,0,broad_pulse,B2,234,247,13,13,True,0.9470359812485695,family_a_to_b
2,2,1,0,1,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,1,0,1,1,broad_pulse,B6,5,5,0,0,False,0.9577834790223219,family_a_to_b
2,2,1,0,1,1,broad_pulse,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,1,0,2,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,1,0,2,1,broad_pulse,B4,8,9,1,1,False,0.9182056734942605,family_a_to_b
2,2,1,0,3,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,1,0,3,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,1,1,1,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,1,1,2,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,2,0,1,0,broad_pulse,B2,224,241,17,17,True,0.9299696408829229,family_a_to_b
2,2,2,0,2,1,broad_pulse,B2,8,8,0,0,False,0.9641159571689736,family_a_to_b
2,2,2,0,2,1,broad_pulse,B4,17,17,0,0,False,0.9752523842544645,family_a_to_b
2,2,2,0,3,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
2,2,2,0,3,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
2,2,2,1,2,1,broad_pulse,B4,2,2,0,0,False,0.9487370816699622,family_a_to_b
3,0,0,0,1,0,broad_pulse,B2,25,26,1,1,False,0.9547978721941965,family_a_to_b
3,0,0,1,1,0,broad_pulse,B2,8,9,1,1,False,0.9182056734942605,family_a_to_b
3,0,0,1,1,0,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,0,1,0,1,0,broad_pulse,B2,291,303,12,12,True,0.9596264099789825,family_a_to_b
3,0,1,0,2,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,0,1,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,0,1,1,1,0,broad_pulse,B2,101,103,2,2,False,0.9763679925511258,family_a_to_b
3,0,1,1,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,0,2,0,1,0,broad_pulse,B2,277,296,19,19,True,0.935981555660323,family_a_to_b
3,0,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,0,2,1,1,0,broad_pulse,B2,107,114,7,7,False,0.9387485646299958,family_a_to_b
3,0,2,1,2,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,1,0,0,1,0,broad_pulse,B2,36,36,0,0,False,0.9850483154870723,family_a_to_b
3,1,0,0,1,0,long_tail,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
3,1,1,0,1,0,broad_pulse,B2,367,373,6,6,False,0.9825514782944922,family_a_to_b
3,1,1,0,2,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
3,1,1,0,3,1,broad_pulse,B2,5,5,0,0,False,0.9577834790223219,family_a_to_b
3,1,2,0,1,0,broad_pulse,B2,404,425,21,21,True,0.9503027898017837,family_a_to_b
3,1,2,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9601288412988596,family_a_to_b
3,1,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,2,0,0,1,0,broad_pulse,B2,36,38,2,2,False,0.9456463828675894,family_a_to_b
3,2,0,0,1,0,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,2,0,0,1,1,broad_pulse,B8,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,2,0,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
3,2,0,0,2,1,broad_pulse,B4,3,3,0,0,False,0.9521546095586314,family_a_to_b
3,2,0,0,2,1,long_tail,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,2,0,0,3,1,broad_pulse,B6,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,2,1,0,1,0,broad_pulse,B2,200,209,9,9,True,0.956028593408957,family_a_to_b
3,2,1,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
3,2,1,1,2,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
3,2,2,0,1,0,broad_pulse,B2,297,313,16,16,True,0.9485609819796291,family_a_to_b
3,2,2,0,2,1,broad_pulse,B2,8,8,0,0,False,0.9641159571689736,family_a_to_b
3,2,2,0,3,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
4,0,0,0,1,0,broad_pulse,B2,28,31,3,3,False,0.9135423056599876,family_a_to_b
4,0,0,0,2,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
4,0,0,0,3,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
4,0,0,1,1,0,broad_pulse,B2,15,16,1,1,False,0.9386542551206954,family_a_to_b
4,0,1,0,1,0,broad_pulse,B2,249,259,10,10,True,0.9604513621526918,family_a_to_b
4,0,1,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
4,0,1,1,1,0,broad_pulse,B2,103,107,4,4,False,0.960355623053609,family_a_to_b
4,0,1,1,2,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
4,0,1,1,3,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
4,0,2,0,1,0,broad_pulse,B2,324,341,17,17,True,0.9498082695279872,family_a_to_b
4,0,2,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
4,0,2,0,3,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
4,0,2,1,1,0,broad_pulse,B2,121,128,7,7,False,0.9448737081669963,family_a_to_b
4,0,2,1,2,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
4,1,0,0,1,0,broad_pulse,B2,43,45,2,2,False,0.9523213884803415,family_a_to_b
4,1,0,0,1,0,long_tail,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
4,1,0,0,2,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
4,1,0,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
4,1,1,0,1,0,broad_pulse,B2,319,333,14,14,True,0.9573400554880565,family_a_to_b
4,1,1,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9601288412988596,family_a_to_b
4,1,1,0,3,1,broad_pulse,B2,3,4,1,1,False,0.892644946461217,family_a_to_b
4,1,2,0,1,0,broad_pulse,B2,428,451,23,23,True,0.9487739074371047,family_a_to_b
4,1,2,0,2,1,broad_pulse,B2,12,14,2,2,False,0.8954738132069028,family_a_to_b
4,1,2,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
4,2,0,0,1,0,broad_pulse,B2,24,26,2,2,False,0.9284820827205124,family_a_to_b
4,2,0,0,2,1,broad_pulse,B2,2,2,0,0,False,0.9487370816699622,family_a_to_b
4,2,0,0,3,1,broad_pulse,B2,1,1,0,0,False,0.9447937802599593,family_a_to_b
4,2,1,0,1,0,broad_pulse,B2,201,205,4,4,False,0.978259535222947,family_a_to_b
4,2,1,0,2,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
4,2,1,0,3,1,broad_pulse,B2,4,4,0,0,False,0.955144946461217,family_a_to_b
4,2,2,0,1,0,broad_pulse,B2,270,280,10,10,True,0.9632956135047243,family_a_to_b
4,2,2,0,2,1,broad_pulse,B2,3,3,0,0,False,0.9521546095586314,family_a_to_b
4,2,2,0,3,1,broad_pulse,B2,10,10,0,0,False,0.9673781428808851,family_a_to_b
4,2,2,0,3,1,broad_pulse,B4,1,1,0,0,False,0.9447937802599593,family_a_to_b
0,0,0,0,1,0,broad_pulse,B2,319,450,131,131,True,0.7127396413110698,family_b_to_a
0,0,0,0,1,0,long_tail,B2,4,4,0,0,False,0.8928571428571428,family_b_to_a
0,0,0,0,2,1,broad_pulse,B2,6,6,0,0,False,0.9047619047619047,family_b_to_a
0,0,0,0,2,1,long_tail,B2,2,4,2,2,False,0.7678571428571428,family_b_to_a
0,0,0,0,3,1,broad_pulse,B2,5,6,1,1,False,0.8492063492063492,family_b_to_a
0,0,0,1,1,0,broad_pulse,B2,133,187,54,54,True,0.7200287150035893,family_b_to_a
