n,support_fraction,timing_sigma68_ns,timing_full_rms_ns,timing_tail_rate,charge_bias_median,charge_res68,charge_failure_rate,pileup_candidate_fraction,baseline_harm_rate,covariance_coverage,pid_energy_proxy_degradation,support_fraction_ci95,timing_sigma68_ns_ci95,charge_res68_ci95,charge_failure_rate_ci95,pid_energy_proxy_degradation_ci95,consumer,action
5469,0.043718424250175865,1.4102147017037763,3.4051845085821637,0.0563174254891205,-1.4497284008086746,0.8477573698665797,0.03053574693728287,0.0,0.011153775827390747,0.0,0.03053574693728287,"[0.031283230478569825, 0.06289223478546709]","[1.2730947988145476, 1.4327793243882359]","[0.6763055383319676, 1.1250023222941246]","[0.009687987134948048, 0.06590431600751219]","[0.009687987134948048, 0.06590431600751219]",pileup,pass
20436,0.16336253757114536,1.4967212219766775,3.121816997477639,0.12654139753376395,-0.2983614849718399,1.1093387237566987,0.010129183793305931,0.0,0.03400861225288706,0.0,0.010129183793305931,"[0.14245446023648087, 0.18851842248521133]","[1.4382377210321236, 1.653190508884925]","[1.005104089763874, 1.189832463203502]","[0.007747857887219536, 0.012855723836846201]","[0.007747857887219536, 0.012855723836846201]",pileup,correct
42822,0.342313103536484,0.8940492474290097,2.659374071800629,0.004833963850357293,-0.02031207883627717,1.2665614342457252,0.017607771706132362,0.9830928027649339,0.027509224230535707,0.12425855868478819,0.1314978282191397,"[0.31287069423337266, 0.3877045369464547]","[0.8261706296183532, 0.9449759276297822]","[1.2254074542026339, 1.2998750290094356]","[0.014061519800983574, 0.021297832635079145]","[0.10857624902926263, 0.1499642151098861]",pileup,abstain
56369,0.4506059346421948,2.226381777723116,9.197797084963037,0.18116340541787151,1.7580793067370521,2.1225686435517,0.14617963774415016,0.8339335450336177,0.37360960811793714,0.5096773049016303,0.5298657063279462,"[0.3893001114073048, 0.5031982169191466]","[2.0595378467441545, 2.1850686368674723]","[1.8813339474321376, 2.2955660218699494]","[0.12007420808633522, 0.16077967173292737]","[0.4182555912365078, 0.5872751328019671]",pileup,veto
72922,0.5829283110571082,1.52135788951263,6.448785020439227,0.12476344587367325,-0.2306821060965607,1.2926392795027315,0.015811414936507503,0.6499684594498231,0.0,0.14086283974657854,0.14932393516359946,"[0.5436445028997027, 0.6327272325718096]","[1.4801189955062826, 1.5560922419681997]","[1.2246085540547074, 1.3349807165650505]","[0.011198302093792366, 0.021914638393624307]","[0.11012965263070286, 0.1936480853436899]",baseline,pass
0,0.0,,,,,,,,,,,"[0.0, 0.0]","[None, None]","[None, None]","[None, None]","[None, None]",baseline,correct
1872,0.01496450725842553,1.4263914792774295,6.605786423575156,0.12126068376068376,1.2751258098383276,1.818811735769792,0.0,0.4775641025641026,1.0,0.6319444444444444,0.6319444444444444,"[0.011761174251693794, 0.017959007126123912]","[1.2493382469774663, 1.5186868677418144]","[1.6838913271395386, 1.8583561843287137]","[0.0, 0.0]","[0.600113271643533, 0.6719655675001684]",baseline,abstain
50302,0.40210718168446635,2.111550673693245,8.490191981715071,0.07928114190290644,2.0163136129830894,1.969918811152803,0.16331358594091686,0.8113991491391992,0.41990378116178284,0.4492067909824659,0.4731621009105006,"[0.3514180661298955, 0.43988050224994196]","[2.0292425191160635, 2.132093729227534]","[1.6808603428922568, 2.1378853672727636]","[0.12459742467449632, 0.17930047966665508]","[0.35260502941199584, 0.5285643486812601]",baseline,veto
26629,0.21286851697896017,1.5141809442797083,4.178810498333908,0.11645198843366254,-0.6638054814039522,1.184049875970647,0.01644823312929513,0.0,0.041458560216305534,0.027188403620113412,0.04123324195426039,"[0.18545273225814987, 0.24077634759000782]","[1.451687287546421, 1.6488724099215735]","[1.1183776662119178, 1.2718587492985174]","[0.010609820063028253, 0.025224947790968854]","[0.0319909243795091, 0.04867124514780532]",dropout,pass
48339,0.3864152331009785,1.5146557218874221,7.410272224096965,0.12910900101367426,-0.041597415690184825,1.2901775821330757,0.018390947268251308,1.0,0.019487370446223545,0.2242081962804361,0.23062123751008504,"[0.36998797613088646, 0.4123317254749132]","[1.4686071310080886, 1.5274947219852446]","[1.2341975399693283, 1.3210019736432814]","[0.013691747267931164, 0.023267618065424375]","[0.16072982075958833, 0.28751123090745734]",dropout,correct
0,0.0,,,,,,,,,,,"[0.0, 0.0]","[None, None]","[None, None]","[None, None]","[None, None]",dropout,abstain
50128,0.4007162499200614,2.1106476739337845,8.32816270980468,0.07921720395786785,2.0204679267417007,1.9598430003357712,0.16040935205872967,0.8132580593680179,0.41789020108522185,0.4486315033514204,0.47133338653048196,"[0.35524904595580276, 0.43989238710618683]","[2.0233096791988765, 2.142869426185536]","[1.7342360816288247, 2.1175341879230354]","[0.1293133494480419, 0.17658097320964106]","[0.36536411588056594, 0.5276017691417355]",dropout,veto
50959,0.4073591481742022,1.2627215375073697,2.1363980720122333,0.052552051649365175,-0.20191914413581546,1.2182065876317305,0.0,0.5443591907219529,0.007378480739417963,0.0,0.0,"[0.3622572339674564, 0.46299706237527943]","[1.2168950965955294, 1.3896473523727033]","[1.1416255355239369, 1.2682318883813528]","[0.0, 0.0]","[0.0, 0.0]",pid,pass
11763,0.09403178359020273,1.1401891943187226,3.322961947261916,0.01224177505738332,-0.10774413096163471,1.0964661252532262,0.0,0.8034515004675677,0.026608858284451246,0.0,0.0,"[0.08374776906144502, 0.11242224661544091]","[0.8617568171016837, 1.4861646120469232]","[1.035014306854236, 1.1526288802456641]","[0.0, 0.0]","[0.0, 0.0]",pid,correct
12213,0.09762902091193963,1.1405901547294321,9.739885278545788,0.5327929255711128,-0.6553984340380001,2.0766458253799787,0.10759027266028003,0.910177679521821,0.10930975190370916,0.9439941046425939,1.0,"[0.0737141885145819, 0.11410341469654071]","[1.0365859222429838, 1.2538453999213326]","[1.9563737502457088, 2.206642722065058]","[0.08927396747648332, 0.13065250490926167]","[1.0, 1.0]",pid,abstain
50161,0.40098004732365544,2.1100453545894027,8.422301535333544,0.07942425390243416,2.019277690118254,1.961623639894964,0.1605629871812763,0.8133609776519607,0.41805386654970994,0.448994238551863,0.47168118657921493,"[0.35211184755106967, 0.43660020960649687]","[2.0274229995815727, 2.14824927822204]","[1.7479155325976472, 2.123313476547935]","[0.13029600529482868, 0.17712296565120433]","[0.3714943503787741, 0.5232622555931823]",pid,veto
58910,0.47091833471893585,1.2838481497587657,2.3056976337918242,0.04790358173484977,-0.11573569176029119,1.145708871693122,0.0,0.6313189611271431,0.0116958071634697,0.0,0.0,"[0.4281470191276549, 0.5182066486788649]","[1.1943703422163585, 1.4203470184219065]","[1.0785976204973697, 1.1893897556267607]","[0.0, 0.0]","[0.0, 0.0]",energy,pass
3812,0.03047259704546908,0.9945763894660856,1.1416932622480347,0.0,-1.3390137313392008,0.7548855750511753,0.0,0.0,0.0,0.0,0.0,"[0.016166655774077592, 0.04961645392533805]","[0.5851813743299416, 1.394064127673299]","[0.6698502229918797, 0.8503710941798373]","[0.0, 0.0]","[0.0, 0.0]",energy,correct
12233,0.09778889812623905,1.1407447081435294,9.876254013906252,0.5329028038911142,-0.6554169958329368,2.0761651769818927,0.10741437096378648,0.9108150085833402,0.11076596092536581,0.9440856699092618,1.0,"[0.07388933964533416, 0.11672933658925566]","[1.0354566346700764, 1.2427395573127447]","[1.962306492157628, 2.1884881939339427]","[0.09002247733068192, 0.12933475679307102]","[1.0, 1.0]",energy,abstain
50141,0.400820170109356,2.1106777751365167,8.327936627932907,0.07921660916216271,2.019858284552777,1.9605469298856324,0.16062703177040746,0.8131668694282125,0.41782174268562655,0.44877445603398414,0.471470453321633,"[0.357922151108577, 0.4402621633316462]","[2.012816537706474, 2.1335811490399403]","[1.7446965557694272, 2.1217866704882273]","[0.13230142775442982, 0.1764805131225627]","[0.3781435610298574, 0.521650168326109]",energy,veto
91045,0.7278010487945258,1.2267998669962397,2.1267360270386853,0.031786479213575705,0.22567453921443814,1.6731617718115248,0.020012081937503434,0.6937778021857324,0.029996155747158,0.0,0.020012081937503434,"[0.669397880165481, 0.8009077209131188]","[1.1470600782369362, 1.3842404136930286]","[1.6170117548256564, 1.7097024708171664]","[0.013710084376567238, 0.027479401269477777]","[0.013710084376567238, 0.027479401269477777]",covariance,pass
0,0.0,,,,,,,,,,,"[0.0, 0.0]","[None, None]","[None, None]","[None, None]","[None, None]",covariance,correct
33745,0.2697528298266931,2.3129801689127274,9.08802833549806,0.3040154096903245,0.6830277635682336,3.2039674442269113,0.21917321084605126,0.7601126092754482,0.5917321084605127,1.0,1.0,"[0.18589279410476806, 0.3234319299694683]","[2.0136034731635792, 2.4269021058098224]","[3.0938016470647005, 3.31467389633351]","[0.2093273818685547, 0.23652126626136635]","[1.0, 1.0]",covariance,abstain
306,0.0024461213787810962,5.421279549200358,43.473493412358195,0.5228758169934641,-2.5778546838777925,6.7628212039699545,0.49019607843137253,0.9509803921568627,0.9640522875816994,1.0,1.0,"[0.001560480833744237, 0.0032960132495865554]","[1.3850610416524838, 33.293395980924835]","[5.346676795437911, 8.225022763073534]","[0.4159450069485805, 0.5923986032769272]","[1.0, 1.0]",covariance,veto
